G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G73A	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.3859999	0.3553923	0.4071238	0.0000000	0.2914657	0.1693312	0.1772686	0.2458755	0.5744178	0.3475200	0.6502001	0.1979470	0.5970748	0.0235958	0.0888497	0.8025058	0.0147286	0.0247317	0.0865162	0.0121449	0.0857014	0.6951135	0.2749528	0.6341989	0.0438089	0.0690745	0.1356878	0.0141779	0.0493149	0.0320864	0.0316657	0.0176519	0.3347080	0.0000000	0.4057060	0.6367086	0.7211556	0.0362292	0.0431431	0.2636471	0.5353288	0.3429678	0.2847531	0.5290698	0.0024811	0.0943148	0.7394609	0.4200341	0.3266646	0.2527595	0.6589626	0.3334132	0.5471953	0.3402513	0.0000711	0.1762321	0.0007419	0.0628620	0.5087297	0.2000096	0.3859239	0.0372958	0.0516060	0.0195221	0.3054647	0.2610781	0.6114952	0.0390701	0.5325082	0.6770197	0.0006990	0.3867796	0.2610379	0.2204169	0.2129616	0.3040823	0.3241324	0.2906374	0.5102684	0.0065119	0.3627155	0.3998952	0.4471795	0.5436267	0.4240918	0.1930510	0.5501177	0.3193902	0.5967587	0.5212639	0.3174946	0.0183331	0.5984325	0.0087612	0.4152029	0.5501045	0.5906017	0.3723101	0.4819395	0.1483385
0.3219468	0.3612909	0.4711409	0.0000000	0.3074391	0.0983267	0.1601476	0.3053918	0.4715986	0.3168613	0.6385709	0.2032702	0.5631259	0.0279844	0.0689182	0.6207684	0.0196813	0.0100109	0.0840085	0.0486251	0.1188839	0.7042100	0.2607018	0.6552823	0.0701000	0.0356024	0.0838053	0.0227923	0.0554583	0.0348182	0.0223084	0.0235474	0.6396845	0.0418721	0.0205573	0.0218251	0.0000000	0.0346225	0.0690280	0.2212635	0.4868469	0.3906448	0.2643593	0.5151124	0.0156315	0.0985078	0.6079910	0.3608325	0.3378993	0.2862668	0.6029446	0.3326307	0.5879763	0.3534690	0.0089363	0.0566508	0.0013635	0.3898391	0.3971538	0.2269491	0.3048947	0.1909740	0.0384473	0.0092863	0.3266937	0.0153086	0.6428114	0.0189994	0.4889847	0.5170689	0.0000221	0.3343556	0.3166590	0.2566655	0.2231920	0.4341279	0.3220259	0.4313953	0.5458159	0.3203521	0.3709505	0.4713166	0.5382812	0.5529960	0.3806702	0.2115972	0.7008235	0.1148348	0.3148040	0.4593977	0.3528174	0.0388621	0.6794699	0.1086420	0.4283497	0.4382498	0.5545694	0.3146138	0.6787562	0.1930351
0.3467207	0.3500197	0.5655323	0.1896072	0.1796399	0.1493736	0.1984420	0.2750914	0.4498642	0.3204207	0.6061228	0.3008390	0.5780440	0.0467335	0.0172182	0.6132372	0.0433176	0.0202913	0.0482490	0.0325301	0.1170187	0.6535255	0.4560199	0.2098497	0.0598999	0.0585001	0.0000000	0.0000000	0.0362474	0.0357527	0.0366127	0.0000726	0.4593701	0.0203371	0.3440556	0.5900218	0.5869877	0.1038499	0.0466845	0.2646275	0.5394927	0.6061444	0.6809538	0.5061840	0.1369429	0.1020390	0.5309977	0.4587940	0.3797593	0.2065798	0.6939977	0.3078330	0.5620862	0.3510909	0.0001132	0.1863546	0.0080496	0.0228219	0.4698054	0.2363498	0.0225526	0.3763328	0.0135284	0.0034151	0.2751019	0.3380480	0.6583620	0.0198504	0.5465886	0.2168741	0.0000234	0.0479562	0.2629383	0.3499599	0.1445421	0.5069091	0.2463474	0.4490447	0.3481979	0.0011917	0.3192496	0.4788580	0.4055283	0.4680997	0.5683032	0.2092957	0.6745595	0.2670172	0.4909060	0.4296930	0.4376731	0.0319478	0.5851896	0.0058293	0.3521213	0.4633555	0.5754750	0.4159634	0.5415150	0.2776650
0.3020894	0.3502289	0.4088273	0.0000000	0.3613773	0.1182555	0.1387272	0.3190557	0.4610657	0.4385513	0.6174793	0.1740453	0.4751932	0.0279020	0.0531602	0.6854608	0.0306499	0.0107367	0.0819897	0.0000000	0.1365961	0.6192130	0.2654569	0.5100502	0.0573828	0.0874095	0.1361966	0.0104253	0.0435561	0.0373914	0.3050946	0.1555243	0.5343262	0.0168102	0.3502624	0.5918146	0.6098425	0.0496938	0.0730220	0.1797001	0.4777228	0.4545738	0.2000869	0.5740384	0.0060863	0.0670603	0.6118940	0.5442019	0.3707998	0.2687221	0.5635453	0.4236665	0.6083521	0.3261326	0.0001787	0.2438782	0.0003911	0.0760350	0.5480903	0.2037858	0.3463577	0.0270011	0.0334095	0.0040662	0.2824952	0.2382789	0.6848802	0.0449253	0.5579261	0.6303100	0.0016077	0.3709334	0.2885297	0.2103923	0.2346496	0.3157436	0.2419557	0.3817431	0.4490798	0.0045988	0.3646893	0.4755383	0.4738757	0.5387183	0.3288975	0.2049924	0.6485929	0.3417154	0.6435398	0.4381720	0.3704746	0.0432248	0.6975300	0.0025659	0.4142080	0.6452594	0.5327024	0.3452109	0.4986756	0.1924865
0.3333739	0.4014654	0.4021075	0.0000000	0.3362176	0.0957610	0.1484431	0.3154124	0.4755741	0.2842819	0.5268248	0.1659245	0.5563190	0.0575637	0.0373271	0.5837214	0.0395484	0.0377383	0.0895472	0.0130038	0.1372159	0.6607622	0.2842248	0.6955262	0.0643470	0.0944852	0.1296904	0.0321517	0.0506967	0.0194718	0.0528471	0.0111314	0.5195903	0.0125884	0.3995640	0.5910964	0.6081695	0.0495276	0.0860352	0.2374284	0.5645848	0.3904468	0.2931890	0.7036055	0.0138878	0.0725387	0.6378531	0.4037501	0.4024936	0.0000000	0.7527418	0.3205644	0.5099435	0.3697155	0.0001391	0.1642797	0.3029192	0.0573270	0.6076649	0.1764638	0.3593665	0.0000094	0.2633250	0.0046084	0.2880389	0.2464977	0.8108586	0.0195532	0.5915299	0.6690725	0.0001852	0.3429591	0.2461124	0.1659734	0.2159195	0.3326012	0.2286707	0.3711200	0.4047471	0.0080585	0.3247015	0.4214487	0.4683341	0.5888357	0.3488999	0.2618323	0.5537172	0.4429826	0.6294080	0.5222930	0.2637126	0.0335082	0.5585411	0.0010380	0.4948566	0.5850350	0.6172734	0.3844619	0.5853605	0.1124158
0.3472211	0.2186515	0.6385085	0.2342275	0.3123172	0.1491978	0.2215939	0.3146126	0.5098298	0.3499619	0.7218574	0.1565580	0.5124349	0.0731382	0.0730816	0.6035426	0.0873178	0.0352227	0.1109528	0.0139886	0.0654903	0.7179714	0.2163073	0.5518319	0.0516898	0.0618734	0.1098394	0.0095546	0.0370754	0.0983386	0.0736543	0.0137275	0.2345684	0.0000000	0.4203842	0.5488442	0.6396023	0.0349488	0.0447875	0.2177056	0.5420581	0.4393600	0.2241634	0.6992527	0.0088185	0.0899055	0.6262911	0.5108297	0.3630163	0.0000000	0.4144665	0.3925440	0.6913606	0.3537993	0.0010618	0.2573526	0.2867662	0.0559835	0.5835696	0.1501906	0.0288323	0.2607738	0.3449844	0.0098539	0.2639405	0.2253343	0.6417132	0.0815072	0.5215552	0.2685150	0.0024303	0.0714786	0.3000060	0.2027202	0.2160141	0.3925880	0.2654423	0.3518653	0.3342353	0.0122579	0.3278739	0.5227483	0.5119833	0.5123937	0.6426935	0.1250361	0.5648922	0.4333523	0.4555002	0.5365804	0.4847486	0.0545648	0.6834350	0.0194055	0.3883841	0.5744068	0.6531795	0.3040131	0.6138852	0.1199187
0.2817500	0.1543407	0.5416417	0.2153393	0.3047990	0.1612468	0.1557056	0.2876437	0.5077102	0.3892120	0.6300814	0.1467769	0.4844809	0.0149471	0.0707812	0.7295964	0.0689659	0.0127521	0.0000000	0.0070401	0.0695731	0.7492927	0.0000000	0.5138106	0.0304422	0.0496484	0.1376171	0.0090866	0.0624656	0.0457733	0.0276403	0.0119579	0.4269608	0.0523995	0.4360097	0.7185625	0.6155611	0.0650033	0.0358765	0.2536112	0.4513701	0.4943534	0.2765811	0.7320681	0.0203498	0.0844832	0.5962850	0.4152340	0.3557935	0.3546591	0.6783407	0.1971394	0.6298771	0.3350535	0.0007017	0.4706404	0.0004843	0.1492165	0.5297569	0.2050165	0.0160451	0.2248819	0.2417584	0.0246200	0.3159337	0.1648727	0.5168137	0.1734491	0.5614094	0.3861791	0.0001032	0.1103096	0.2738860	0.2270109	0.3032007	0.3446025	0.2890037	0.4064328	0.5236463	0.0022121	0.3677795	0.7112660	0.3934655	0.4618339	0.6769876	0.1478935	0.5866754	0.3536762	0.5043892	0.5188282	0.4515353	0.0448913	0.2563130	0.0004363	0.4457728	0.4650290	0.6590826	0.3448246	0.2740501	0.1514558
0.3438077	0.1905498	0.4613338	0.2462473	0.4282874	0.1579889	0.1929945	0.3682411	0.4234442	0.3869858	0.6478878	0.0870787	0.5677497	0.0369272	0.0591461	0.5964818	0.0542379	0.0218442	0.0000000	0.0087071	0.1319801	0.7324725	0.2762465	0.6688763	0.0638731	0.0681486	0.1363255	0.0152604	0.0348070	0.0395685	0.0394766	0.0196025	0.3504679	0.0118640	0.3890946	0.6548179	0.6156776	0.0363526	0.0460168	0.2574393	0.5445719	0.4284499	0.3201513	0.5965622	0.0123593	0.0751388	0.6151372	0.3978578	0.2893470	0.0000000	0.6095425	0.2825735	0.6179576	0.3930658	0.0002761	0.2037686	0.3629092	0.0531080	0.4958329	0.1856786	0.0213103	0.2260761	0.2264344	0.0008511	0.3196182	0.2193122	0.6791414	0.1064536	0.6254884	0.3304755	0.0001092	0.0642609	0.2366372	0.1874815	0.3763148	0.2939997	0.2269245	0.3847548	0.3834366	0.0012931	0.2542961	0.4776113	0.4176627	0.6107025	0.6581205	0.1379406	0.6117125	0.3755240	0.4997214	0.5946126	0.4113545	0.0336254	0.6889462	0.0177136	0.4255166	0.5735376	0.6746810	0.3096237	0.6690817	0.0787407
0.2689901	0.3185511	0.6073462	0.2582419	0.2618523	0.1001290	0.1874973	0.2778856	0.4508003	0.2821772	0.6733522	0.1690069	0.5429892	0.0323345	0.0512225	0.7241687	0.0651445	0.0360626	0.0710383	0.0168689	0.0712994	0.6240385	0.2647796	0.5644419	0.1030078	0.0370468	0.1309948	0.0254051	0.0339169	0.1011486	0.0415697	0.0084848	0.2729813	0.0000000	0.0795509	0.0200927	0.0000000	0.0653069	0.1042783	0.2388295	0.5400403	0.4856754	0.2904132	0.5842308	0.0084335	0.0540960	0.5926384	0.3728999	0.3627458	0.2764337	0.6037611	0.3200832	0.4955335	0.2860403	0.0004465	0.0601091	0.0000859	0.3222468	0.4868174	0.2503611	0.0215825	0.2272344	0.0233397	0.0036825	0.3522163	0.0263062	0.6688371	0.0798309	0.6404348	0.1007217	0.0010453	0.0010647	0.3282262	0.2217328	0.1159067	0.3138011	0.2352173	0.4634509	0.5133016	0.2054390	0.3595526	0.4411174	0.4925302	0.6169956	0.5498962	0.1797209	0.6010731	0.2459604	0.2725153	0.5263908	0.4690955	0.0519307	0.7016535	0.0589019	0.4850705	0.4303404	0.6016228	0.2793994	0.5944217	0.2250857
0.2755548	0.4178118	0.4235460	0.0000000	0.2901165	0.0675121	0.1972588	0.3432305	0.4317080	0.4181728	0.6278925	0.2116745	0.5562369	0.0403045	0.0310987	0.7357685	0.0116551	0.0202922	0.0624095	0.0129437	0.0489473	0.7046348	0.2445115	0.6326845	0.0588847	0.0000000	0.1043201	0.0060040	0.0650596	0.0280436	0.1016563	0.0022997	0.5907949	0.0294712	0.3278339	0.5549781	0.6034461	0.0955825	0.1153672	0.2514829	0.5108509	0.4131627	0.2633794	0.5765431	0.0065376	0.0528413	0.5204896	0.3251662	0.3513464	0.2549533	0.6486677	0.3792001	0.6261763	0.2729187	0.0026147	0.1417501	0.0029341	0.0749942	0.3333027	0.1695788	0.3411986	0.0698511	0.0421971	0.0013541	0.2926205	0.2454888	0.7035808	0.0759925	0.6238889	0.0280529	0.0002261	0.3884635	0.2848070	0.3043671	0.2548181	0.3452663	0.2918886	0.3544776	0.4639171	0.0037786	0.3500075	0.4569969	0.5002144	0.4974325	0.3591240	0.2226206	0.6006699	0.2943639	0.5634166	0.4776176	0.2874474	0.0446175	0.6661845	0.0081280	0.4662670	0.4713283	0.5093956	0.3913401	0.5542474	0.1657929
