G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G66A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.9299793	0.7324877	0.4218526	0.0488909	0.7321980	0.0031678	1.0060483	0.2625283	0.6576250	0.6736641	0.8418816	0.4459233	0.1536845	0.0025836	0.0014890	0.2630868	0.0132630	0.9730965	0.1584249	0.4691437	0.4438615	0.0599665	0.9702876	0.5387460	0.8361613	1.0316425	0.3583380	0.0834880	0.4556693	0.7860189	0.0011840	0.0139150	1.0288964	0.2224274	0.8786734	0.4079304	0.3578120	0.6862757	0.1219753	1.0281666	0.8914250	0.7603536	0.7295053	0.3159498	0.6226510	0.9723409	0.4662122	0.4434196	1.0455302	1.0078814	0.2849772	0.2386281	0.9029661	0.7638147	0.6656244	0.1302119	0.2259423	0.3252547	0.9095926	0.3007097	0.9530595	0.3422909	0.0439856	0.6493441	0.4306742	0.8622622	0.0117505	0.2808369	0.4874119	0.7270430	0.5366918	0.4858077	0.4088759	0.5497949	0.8082114	0.4263497	0.1646970	0.2069763	0.7103772	0.5326152	0.0428651	0.3166905	0.4002333	0.3091898	0.5585924	0.5728411	0.7423644	0.8705146	0.9950175	0.9100534	0.1150350	0.4274502	0.7391509	0.0513522	0.0384816	0.2527400	0.7331729	0.8955543	0.4778117	0.4818888
0.4560887	0.2181014	0.9354589	0.0688388	0.1747392	0.0205579	0.9878869	0.2040645	0.7186443	0.6085314	0.8228480	0.4524385	0.7085112	0.1101101	0.0040720	0.1880415	0.0186626	0.9249864	0.1847026	0.6500684	0.1578555	0.4086666	0.8681581	0.4244544	0.8725973	0.9643875	0.2515411	0.2637013	0.4880363	0.8956110	0.0001232	0.0314437	0.4249871	0.5498475	0.9955342	0.4781538	0.2798674	0.8335661	0.3247422	0.9530358	0.6933653	0.6094505	0.7609204	0.3096445	0.3466190	0.7634289	0.4640576	0.7612751	0.9483626	0.6997615	0.3916295	0.0237718	0.9212116	0.2519041	0.5991398	0.0772289	0.6846118	0.4419932	0.7916573	0.4618894	1.1530743	0.1637973	0.1541082	0.7977091	0.8971714	0.0472277	0.3666281	0.2494071	0.9146785	0.7235064	0.8198098	0.8977321	0.0326238	1.0989456	0.5644342	0.6737745	0.0990195	0.0079765	0.4302001	0.2401678	0.3371414	0.5506435	0.0532753	0.2285205	0.8475396	0.1253110	0.8990214	0.6344358	0.6229212	0.9078900	0.1884744	0.5298582	0.9033079	0.1331864	0.0046681	0.1155146	0.7407642	0.7740187	0.6929780	0.6304541
0.6868739	0.3517540	0.7083936	0.2414095	0.2409940	0.0062782	0.1438898	0.5808209	0.8695731	0.4688682	0.9134443	0.9392129	0.7494829	0.5321672	0.3725819	0.0009129	0.1556750	0.8322005	0.0007537	0.6271897	0.2182829	0.3323526	0.9976172	0.0787160	0.8592541	0.8972050	0.0545194	0.1298483	0.5024381	1.0086088	0.3151808	0.0114761	0.7356610	0.1476448	0.6170377	0.3392804	0.2984325	0.3658431	0.6692514	1.0101660	0.6508230	0.7550670	0.6250520	0.2488227	0.8296969	0.5537726	0.3646086	0.7250816	0.9281459	1.0530179	0.4951542	0.0330661	0.9103619	0.4003459	0.4668066	0.2379820	0.3310467	0.3324627	0.3685045	0.5123673	1.0063019	0.1200707	0.4267934	0.3264180	0.3141211	0.0548715	0.6682137	0.3874224	1.0383121	0.3876451	0.2353469	0.5280405	0.0782831	0.8130826	0.7446091	0.7855883	0.6165234	0.4373264	0.1624559	0.8327826	0.1969932	0.3928463	0.4414098	0.0582124	0.7700488	0.0681823	0.8514558	0.4262566	0.7874686	0.3831461	0.4751024	0.3386950	0.7103940	0.0643215	0.0138690	0.2167621	0.9563970	1.0667991	0.6469725	0.2397470
0.7970388	0.4825561	0.6045378	0.0301019	0.7545245	0.0875586	1.0087661	0.3167111	0.7593874	0.1756195	0.7409740	0.7231255	0.5308919	0.2520430	0.2197713	0.0018830	0.0377613	1.0128397	0.3840615	0.7922792	0.0861829	0.4265971	0.9066679	1.0565900	0.8128043	0.8034584	0.8237622	0.6261737	0.1761004	0.9954988	0.1040424	0.0276749	0.8043855	0.0854417	0.8392471	0.2577933	0.5812169	0.9005162	0.2047636	1.0532495	0.3785140	0.8005153	0.6307659	0.1781436	0.3825786	0.6404651	0.2596641	0.4106201	0.7640400	0.9720279	0.4272046	0.3701485	0.8890387	0.7179477	0.3693168	0.0384984	0.4378205	0.0721456	1.0776376	0.7216179	0.7145274	0.0296294	0.0181570	0.2624179	0.2624657	0.0787386	0.1804067	0.3794078	0.3529442	0.0814303	0.2140433	0.1931701	0.0007725	0.8731334	0.8149167	0.0432791	0.5659423	0.0279327	0.1137772	0.3629103	0.4257904	0.7928495	0.8436067	0.0970606	0.7156869	0.3186351	0.6186488	0.4944612	0.7890499	0.7849485	0.2525116	0.5759137	0.6437167	0.1836177	0.0345802	0.3198696	0.6895910	0.8308865	0.6918717	0.2055224
0.9837875	0.6227245	0.5148008	0.0222564	0.3050351	0.0029258	1.0893928	0.5130305	0.8400268	0.4550009	0.6879686	0.8814071	0.3020033	0.0181208	0.2063878	0.0015971	0.0313931	0.7017896	0.1547126	0.8264562	0.2100459	0.4020513	0.6906842	0.0072481	0.8500333	0.9671985	0.1316181	0.2443497	0.6470148	1.0197509	0.0540812	0.1952659	0.5466492	0.1010386	1.0760649	0.3745162	0.6716968	0.9374965	0.4366516	0.9380402	0.8375219	0.7944789	1.0002955	0.4467997	0.6136271	0.8726667	0.3608068	0.6849438	0.9271918	0.6163062	0.4021304	0.1722497	0.8138905	0.5490957	0.7599285	0.4461647	0.8789587	0.4514211	0.5110216	0.5152827	0.6130781	0.2023832	0.0045375	0.6421175	0.6926040	0.1476651	0.2612261	0.1392788	0.7813965	0.5907831	0.6563544	0.8264674	0.3322069	0.3892778	0.9073595	0.4188936	0.1183066	0.1349560	0.0415467	0.4785808	0.5673365	1.0857608	0.3319663	0.0112537	0.8991088	0.6451457	0.9853843	0.5914049	0.4739890	1.0593835	0.3884940	0.4934379	0.7653782	0.0231499	0.0060920	0.1455559	0.6090255	0.8159161	0.5117703	0.3914470
1.0601250	0.6837710	0.2328777	0.0372538	0.5798799	0.0456554	0.9360250	0.6530037	0.8592840	0.4877147	0.8656704	0.9816722	0.1729492	0.0005713	0.0002464	0.0027754	0.3114865	0.8570659	0.4864876	0.7023101	0.2779513	0.5350308	0.7580243	0.9906613	0.7668704	0.6745279	0.9688271	0.5354365	0.1894402	1.0914965	0.0402050	0.0012646	1.0257926	0.2576548	0.5974031	0.3700731	0.5713551	0.9606464	0.3178346	0.9378164	0.5759217	0.5826971	1.0179621	0.3915903	0.4927717	1.0246288	0.2859374	0.5617244	0.6685066	0.9804743	0.4099993	0.2243453	0.9218143	0.5626623	0.2202054	0.0623162	0.6995789	0.4644233	0.8981654	0.4298847	0.9475497	0.0052275	0.2406725	0.3163524	0.3863995	0.4516865	0.1141962	0.3822902	0.5540218	0.7413071	0.1756640	0.7180902	0.0009944	0.8693839	0.4923025	0.2142164	0.1353480	0.1773511	0.0837947	0.2214892	0.5418667	0.2142060	0.3303615	0.3919845	1.0080524	0.7038060	0.9787835	0.8230904	1.0918580	0.9741541	0.4414483	0.2951026	0.7833101	0.0030948	0.0547355	0.3955698	0.9432126	0.8857346	0.5669647	0.6378939
0.9011970	0.4154045	0.5277809	0.0008030	0.3933321	0.0408399	0.9267765	0.4673905	0.6090839	0.4701872	0.6976569	0.7524878	0.5597809	0.1275414	0.0003860	0.1483276	0.0061532	0.7924127	0.1518118	0.5549773	0.1723110	0.5042614	1.0842244	1.0491075	0.7961652	0.9572502	0.9492453	0.6917520	0.2440044	0.8632062	0.0045939	0.0957222	0.9537809	0.1866129	1.0524534	0.4835960	0.3708292	0.7085355	0.5200205	0.9402351	0.5878877	0.8311913	0.8520801	0.3558903	0.8558191	0.7686111	0.0507712	0.2567768	0.4949732	1.0366954	0.9711368	0.3349055	0.9319406	0.5773954	0.0751706	0.3807425	0.2904372	0.5634772	0.8362880	0.4003285	1.0557568	0.3273739	0.4691259	0.6478416	0.7374274	0.0497290	0.1625860	0.5070741	1.0652322	0.7155799	0.2422807	0.7600964	0.0020659	0.9589586	1.0363887	0.1313435	0.4965643	0.2534306	0.2517704	0.2698351	0.7060655	1.0064232	0.1239301	0.0760797	0.5699254	0.1545575	0.7136776	0.7724583	0.9118492	0.9264971	0.7515122	0.2274344	1.0158509	0.1014223	0.5451593	0.0799271	0.7818520	0.9422588	0.5643694	0.5379631
0.8373906	0.2601745	0.7862992	0.0260988	0.1882779	0.1303033	0.5067385	0.3728921	0.6935270	0.2775202	0.6497077	0.6870246	0.5354305	0.2202242	0.0065997	0.1650594	0.0142372	0.9654761	0.1005009	0.6146527	0.2501790	0.2973955	0.8685072	0.9820912	0.7489276	0.7691666	0.6557380	0.3463859	0.4673753	1.0148837	0.0373724	0.0553516	0.7245601	0.0847688	0.8015058	0.1147861	0.5970587	0.3309679	0.7355662	0.8855765	0.6708503	1.0819868	0.6905633	0.2706188	0.3583207	0.7403983	0.2689362	0.2204663	0.8940303	1.0257514	0.7834606	0.1313898	1.0036632	0.8661888	0.7213408	0.6644858	0.5296853	0.7735534	1.0383931	0.7315518	1.0487575	0.2017241	0.2574904	0.8110536	0.1158370	0.1103238	0.5729508	0.2768929	0.3462901	0.4889840	0.0694576	1.0138795	0.0000922	1.1001999	0.7631411	0.5375518	0.1575164	0.1382532	0.2426834	0.3184975	0.8284263	0.8199336	0.2419302	0.0647381	0.8837821	0.4192087	0.9194376	0.8715086	1.0166970	1.0204740	0.2875649	0.6054731	0.9315799	0.2941419	0.1917138	0.1533748	0.7907214	0.1219435	0.6415501	0.1998025
0.7521085	0.2943224	0.8823449	0.0682679	0.3876635	0.0057141	0.2347781	0.6745506	1.0120881	0.1525953	0.7055898	0.9180633	0.6604764	0.4706708	0.8617511	0.3275789	0.0142688	0.9240920	0.2582710	0.7771265	0.3541059	0.3421496	0.9936320	0.0684562	0.8074816	0.8406531	0.2087284	0.2098445	0.4719784	0.9996339	0.1281448	0.0681411	0.9740330	0.3901525	0.7227017	0.2507767	0.6696729	0.8621217	0.5002466	1.0586412	0.8635903	0.6899010	0.8033798	0.2501199	0.4507327	0.2664202	0.3291595	0.6177876	0.9975943	0.8859382	0.2777590	0.3974004	0.8773753	0.5044590	0.3317100	0.0118144	0.2730446	0.2894419	0.9187739	0.7180244	0.9456846	0.3599625	0.0624696	0.6008558	0.5556848	0.6396578	0.2795091	0.1553238	1.0394367	0.4287224	0.2997868	1.0772560	0.0010509	0.5757542	0.5377493	0.4819108	0.7688619	0.2268851	0.3056402	0.1332618	0.1795442	0.3884299	0.1919858	0.3342678	0.9137541	0.0428191	0.8602225	0.2433614	0.8453246	1.0052227	0.2672124	0.4762737	0.7902527	0.1557064	0.2541922	0.3722835	0.3836455	0.6771810	1.0032496	0.4254808
0.3471560	0.1573868	0.8070905	0.0388875	0.6255642	0.5216791	0.2839029	0.6350229	0.9207809	0.0094983	1.0475076	1.0559181	0.4453579	0.8463572	0.7608976	0.1363217	0.1888213	1.1113038	0.7326111	0.3192265	0.8079841	0.6639158	0.7875270	0.8389064	0.7974153	0.9483782	0.9937082	0.9588247	0.2961102	0.5302809	0.1039731	0.0129570	1.0440929	0.1161668	0.3845658	0.4084026	0.7682544	0.9531610	0.1915679	1.0444177	0.7862307	0.7337149	0.8584021	0.2759563	0.4707551	0.0435433	0.3533241	0.7722667	0.4973537	1.0578326	0.0531498	0.0413490	0.8735961	0.1373444	0.1978406	0.0816266	0.3803115	0.3521940	0.8804277	0.9283472	0.7219356	0.1859867	0.2982148	0.7267466	0.0004017	0.1168973	0.0288702	0.0358849	0.0498406	0.2423636	0.3679338	0.6550538	0.2964542	0.7619659	0.8014711	0.4494907	0.1095615	0.5330288	0.0634092	0.4080946	0.6412204	0.3799754	0.8454036	0.2681265	0.4444640	0.4106031	0.4124451	0.1038333	0.7388024	0.5403435	0.5832658	0.2558703	0.9058166	0.1990770	0.2292970	0.2329514	0.8610447	0.8808757	0.8517465	0.2531670
