G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.4422562	0.2882865	0.7168158	0.9990664	0.9999999	0.4790360	0.0022586	0.0740711	0.6736833	0.4394580	0.7022389	0.4966090	0.3451193	0.5551055	0.0111735	0.6645584	0.2443229	0.4482151	0.9242772	0.7905294	0.6579908	0.4567957	0.3578689	0.9999994	0.8649092	0.3981042	0.9962757	0.0592023	0.9643453	0.1132151	0.7832518	0.4712548	0.7956455	0.8927226	0.7883543	0.9984112	0.1525113	0.5348218	0.9072722	0.8300358	0.4090262	0.0894627	0.1970361	0.0283048	0.1285947	0.9999985	0.5757223	0.3152012	1.0000000	0.1522284	0.2090594	0.2112247	0.0000594	0.0781562	0.3862830	0.1385669	0.5884481	0.4091776	0.8698669	0.5669865	0.2623449	0.9458750	0.8279504	0.5198393	0.2957734	0.9492439	0.9787520	0.8870874	0.4059608	0.3595078	0.5939512	0.8891725	0.3781307	0.9442475	0.5691620	0.5696576	0.2738605	0.9919643	0.9999999	0.9843637	0.1168343	0.1423036	0.8410051	0.5447706	0.7293650	0.0003729	0.1061749	0.1352458	0.9856408	0.0496478	0.9556059	0.3013624	0.5104256	0.2819543	0.4243620	0.5226361	0.6865380	0.9353991	0.0380329
0.0588342	0.0000003	0.2879116	0.7172552	0.9904806	0.9997478	0.4602068	0.0187770	0.1614905	0.6736855	0.4377168	0.7090213	0.4665601	0.2920583	0.5551055	0.0111476	0.6645584	0.2443229	0.4482252	0.9242772	0.7905294	0.6579908	0.4567957	0.3578689	0.9999994	0.8649092	0.3981042	0.9962757	0.0592023	0.9654098	0.1008465	0.7845177	0.4706513	0.7777407	0.8927743	0.7885617	0.9984111	0.1525171	0.5348256	0.9072722	0.8300358	0.4090262	0.0894628	0.1970360	0.0283045	0.1285105	0.9999985	0.5758130	0.3149476	1.0000000	0.1556939	0.2070005	0.6015477	0.0000812	0.0782825	0.1509141	0.1387384	0.5875698	0.4083193	0.8741978	0.5411317	0.2522743	0.9469203	0.8283333	0.5174895	0.2911043	0.9492184	0.9415470	0.8868318	0.4072156	0.3614570	0.6422639	0.8874494	0.3754830	0.9419636	0.5008279	0.5693055	0.2737731	0.9919643	0.9999341	0.9826212	0.1158383	0.1423019	0.8370016	0.3362015	0.7441724	0.0075679	0.1150528	0.1420245	0.9856395	0.0496477	0.9554739	0.3002674	0.5105208	0.3465851	0.4244236	0.7318599	0.6856726	0.9354001	0.0380329
0.0662150	0.3639099	0.0000002	0.7172894	0.9863391	0.9994785	0.4541884	0.0230163	0.1825918	0.6736773	0.4371288	0.7051856	0.4816965	0.3184941	0.5551055	0.0071175	0.6645584	0.2443229	0.8725990	0.9242771	0.7905294	0.6579898	0.4567951	0.3578689	0.9999993	0.8649092	0.3981042	0.9962757	0.0592023	0.9794237	0.1070211	0.7846119	0.4709426	0.7884405	0.9261967	0.9518205	0.9984601	0.1511334	0.5359218	0.9072724	0.8300365	0.4090274	0.0894703	0.1970954	0.0283726	0.1461483	0.9999981	0.5561115	0.3757864	1.0000000	0.1049470	0.2068751	0.6019885	0.0000431	0.0920918	0.1181734	0.1638535	0.5789795	0.2511853	0.8820585	0.5018643	0.2579583	0.9949784	0.7553644	0.5006446	0.2933810	0.9474043	0.9329253	0.7894682	0.3875688	0.1924288	0.5932929	0.4243322	0.3769912	0.9440124	0.3494209	0.1855392	0.8171632	0.9919643	0.9993129	0.6045359	0.0911861	0.1421873	0.4907367	0.8427509	0.4405412	0.0190413	0.4399474	0.1414440	0.9856390	0.0495947	0.9549914	0.7541833	0.5104384	0.7045507	0.4128361	0.5164783	0.6853879	0.9354006	0.0380322
0.0679235	0.3800852	0.1456513	0.0000000	0.9851937	0.9993888	0.4526601	0.0240613	0.1876509	0.6736824	0.4369758	0.7045428	0.4842502	0.3230072	0.5551055	0.0072376	0.6645584	0.2443229	0.4851292	0.9242772	0.7905294	0.6579903	0.4567954	0.3578689	0.9999994	0.8649092	0.3981042	0.9962757	0.0592023	0.9786624	0.1080771	0.7832102	0.4732478	0.7903154	0.6054321	0.3628628	0.9984359	0.1518198	0.5168460	0.9072723	0.8300361	0.4090268	0.0894662	0.1970627	0.0283352	0.1376530	0.9999984	0.5699711	0.3464661	1.0000000	0.2785072	0.2068842	0.2281270	0.0266602	0.4732274	0.2364192	0.1569346	0.5242460	0.6110714	0.8300767	0.5291062	0.2647228	0.9644485	0.8997061	0.5091289	0.2937793	0.9531818	0.9315748	0.7290186	0.4668940	0.1979461	0.5936811	0.8703283	0.3772477	0.9436348	0.3752749	0.3133508	0.5223201	0.9919643	0.9998113	0.9786842	0.1913683	0.1421897	0.5079286	0.4820817	0.6098701	0.0216360	0.3954197	0.2119027	0.9856388	0.0496237	0.2758260	0.2892225	0.5104391	0.7301721	0.4176194	0.8483909	0.6853126	0.9354006	0.0380458
0.0777322	0.4433569	0.2903270	0.8235865	0.0000003	0.9985877	0.4430955	0.0304604	0.2173245	0.6736876	0.4359953	0.7014036	0.4968624	0.3455803	0.5551055	0.0113207	0.6645584	0.2443229	0.4481605	0.9242772	0.7905294	0.6579908	0.4567957	0.3578689	0.9999994	0.8649092	0.3981042	0.9962757	0.0592023	0.9637818	0.1133169	0.7849934	0.4712054	0.7953081	0.8947954	0.7963120	0.9984108	0.1525246	0.5348972	0.9072722	0.8300358	0.4090262	0.0894628	0.1970357	0.0283043	0.1283998	0.9999985	0.5759527	0.3144926	1.0000000	0.1496757	0.2090992	0.2106450	0.0000549	0.0763179	0.1169848	0.1379450	0.5883942	0.4077225	0.8704428	0.5677799	0.2621566	0.9457229	0.8168290	0.5192833	0.2957813	0.9491341	0.9238463	0.8862347	0.4050809	0.3646920	0.5935167	0.8891749	0.3785023	0.9400594	0.3089437	0.5702830	0.2699973	0.9919643	0.9996794	0.9843885	0.1157792	0.1423228	0.8387108	0.5474919	0.7301477	0.0150863	0.1045310	0.1347918	0.9856338	0.0496492	0.9555967	0.3015147	0.5104506	0.8600715	0.4245314	0.5177194	0.6848322	0.9354011	0.0380329
0.0774962	0.4421795	0.2882932	0.7170520	0.9014351	0.0000003	0.4790361	0.0022586	0.3646650	0.6736833	0.4394581	0.7022432	0.4965911	0.3450870	0.5551055	0.0111739	0.6645584	0.2443229	0.4482149	0.9242772	0.7905294	0.6579908	0.4567957	0.3578689	0.9999994	0.8649092	0.3981042	0.9962757	0.0592023	0.9643445	0.1132076	0.7832513	0.4712545	0.7956385	0.8927281	0.7883765	0.9984112	0.1525113	0.5348220	0.9072722	0.8300358	0.4090262	0.0894627	0.1970361	0.0283048	0.1285946	0.9999985	0.5757224	0.3152002	1.0000000	0.2160061	0.2090592	0.2112297	0.0000594	0.0781546	0.3862902	0.5860413	0.8032617	0.4091737	0.8698709	0.5669710	0.2623412	0.9458754	0.8279226	0.5198385	0.2957702	0.6498269	0.9239219	0.8870853	0.4059589	0.3595222	0.5939495	0.8891719	0.3781288	0.9420730	0.5691640	0.5696608	0.2737564	0.4775172	0.9999999	0.9843627	0.1168310	0.1423187	0.8341755	0.5447380	0.7293777	0.0135851	0.3604097	0.1352465	0.9753140	0.0496478	0.9556059	0.3013617	0.5104501	0.9024785	0.4243621	0.5226343	0.6865383	0.9353991	0.0380329
0.0771148	0.4402097	0.2848166	0.8312360	0.9772108	0.9986490	0.0000000	0.0300504	0.2173041	0.6807072	0.0314826	0.3686138	0.4961559	0.3442895	0.5551055	0.0109360	0.6645584	0.2443229	0.4483119	0.9242772	0.7905294	0.6579903	0.4567954	0.3578689	0.9999994	0.8649092	0.3981042	0.9962757	0.0592023	0.9647109	0.1130339	0.9084363	0.4694926	0.7668871	0.8955198	0.7991708	0.9983962	0.1529331	0.5423610	0.9072723	0.8300361	0.4090266	0.0894654	0.1970227	0.0282896	0.1227654	0.9999986	0.5815807	0.2946928	1.0000000	0.1487628	0.2082203	0.0738163	0.0000583	0.0774223	0.1178885	0.1334440	0.5931761	0.4018844	0.8716630	0.5840353	0.2460765	0.9451486	0.8577864	0.1052643	0.2812504	0.9498148	0.9303362	0.8825106	0.4070114	0.3650472	0.5601407	0.8863198	0.6039582	0.2754880	0.2042494	0.2550593	0.1425145	0.9919643	0.9997616	0.9843314	0.1486152	0.1398630	0.8262984	0.5486724	0.7282725	0.0127845	0.1095590	0.1504805	0.9857640	0.0497859	0.3505897	0.9603421	0.5104457	0.8543244	0.4298501	0.5014477	0.4922450	0.9999377	0.0380281
0.0774949	0.4421734	0.2882839	0.7168537	0.9774925	1.0000000	0.4802027	0.0000000	0.2164956	0.6736832	0.4395583	0.7022638	0.4965898	0.3450845	0.5551055	0.0111732	0.6645584	0.2443229	0.4482152	0.9242772	0.7905294	0.6579908	0.4567957	0.3578689	0.9999994	0.8649092	0.3981042	0.9962757	0.0592023	0.9643475	0.1132072	0.7832153	0.4712530	0.7956381	0.8927255	0.7883618	0.9984112	0.1525117	0.5348218	0.9072722	0.8300358	0.4090262	0.0894627	0.1970361	0.0283048	0.1285918	0.9999985	0.5757271	0.3152031	1.0000000	0.1522273	0.2090597	0.2112262	0.0000594	0.0781602	0.4640630	0.1385686	0.6139496	0.4091734	0.8698708	0.5669795	0.2623336	0.9458750	0.8279344	0.5198598	0.2957704	0.9492476	0.9239222	0.8870840	0.4059610	0.3595085	0.5939527	0.8891705	0.3781233	0.9421250	0.5691733	0.5696646	0.2737700	0.9919643	1.0000000	0.9843626	0.1168306	0.1423187	0.8341515	0.5447352	0.7293742	0.0134921	0.1061829	0.1352548	0.9856408	0.0496478	0.9556053	0.3013617	0.5104501	0.8578659	0.4243640	0.5226393	0.6865838	0.9353990	0.0380329
0.0774924	0.4421543	0.2882402	0.7173776	1.0000000	0.9986056	0.4432580	0.0303373	0.0000014	0.6736876	0.4360078	0.7014655	0.4965876	0.3450797	0.5551055	0.0111709	0.6645584	0.2443229	0.4482162	0.9242772	0.7905294	0.6579908	0.4567957	0.3578689	0.9999994	0.8649092	0.3981042	0.9962757	0.0592023	0.9643453	0.1132066	0.7849746	0.4712321	0.7951952	0.8927384	0.7884284	0.9984111	0.1525161	0.5348266	0.9072722	0.8300358	0.4090262	0.0894629	0.1970360	0.0283046	0.1285180	0.9999985	0.5758191	0.3149057	1.0000000	0.1523545	0.2090616	0.2107291	0.0000596	0.0781628	0.1175995	0.1385555	0.5878911	0.4091005	0.8698869	0.5671964	0.2621096	0.9458691	0.8283296	0.5191426	0.2957389	0.9491172	0.9240268	0.8870444	0.4059849	0.3595636	0.5935158	0.8891326	0.3784806	0.9401519	0.3104270	0.5692957	0.2734717	0.9919643	0.9996796	0.9843648	0.1168456	0.1423171	0.8340775	0.5447553	0.7293605	0.0150568	0.1064471	0.1354137	0.9856340	0.0496489	0.9556018	0.3014916	0.5104500	0.8006918	0.4244298	0.5223601	0.6848363	0.9354011	0.0380329
0.0774924	0.4421545	0.2882406	0.7173916	0.9926641	0.9986067	0.4432683	0.0303306	0.1480633	0.0000000	0.4360089	0.7014657	0.4965877	0.3450798	0.5551055	0.0111709	0.6645584	0.2443229	0.4482161	0.9242772	0.7905294	0.6579908	0.4567957	0.3578689	0.9999994	0.8649092	0.3981042	0.9962757	0.0592023	0.9643452	0.1132066	0.7849741	0.4712321	0.7951954	0.8927388	0.7884297	0.9984111	0.1525161	0.3540232	0.9072722	0.8300358	0.4090262	0.0894629	0.1970360	0.0283046	0.1285180	0.9999993	0.6492111	0.3149057	1.0000000	0.1523540	0.2090616	0.2107293	0.0000594	0.1159044	0.1287151	0.1385554	0.5800250	0.4091003	0.8698870	0.5671964	0.2631486	0.9515403	0.8283278	0.5191428	0.2957389	0.9491173	0.9240351	0.9008488	0.4028039	0.3595645	0.5935159	0.8890791	0.3839906	0.9401526	0.2906577	0.5692960	0.2734711	0.9919643	0.9996799	0.9843648	0.1168455	0.6724622	0.8340784	0.5447558	0.7293607	0.0632919	0.1008312	0.0805244	0.9753097	0.0517996	0.9556018	0.0001452	0.5104500	0.8337157	0.4244299	0.5223594	0.6848369	0.9354011	0.0384080
