G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G73A	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.4311977	0.5961106	0.6929575	0.0000000	0.5231980	0.1980816	0.2738451	0.4685901	0.7232679	0.5324423	1.0000000	0.2475605	0.8672472	0.0618065	0.0891331	0.9999958	0.0318189	0.0441160	0.1369192	0.0171675	0.1373392	0.9999770	0.4541250	0.8816106	0.0994075	0.0922707	0.2041558	0.0168066	0.0642448	0.0710690	0.0641667	0.0127318	0.4556281	0.0000000	0.6656550	0.9555167	0.9999923	0.0684008	0.1111988	0.3459745	0.7865325	0.6251987	0.3895744	0.9440880	0.0173156	0.1132558	0.9605226	0.5929821	0.5664734	0.4032755	0.9971879	0.5117542	0.8930821	0.5391931	0.0004683	0.3075388	0.0004487	0.0966566	0.8381892	0.2588759	0.5663226	0.0324764	0.0454371	0.0152017	0.4584418	0.3934274	0.9996707	0.0406288	0.8813460	0.9353098	0.0007474	0.6379846	0.4543392	0.3206122	0.3093330	0.5527014	0.3889523	0.5709152	0.7278533	0.0060237	0.5228948	0.7617265	0.7416392	0.9035302	0.5439988	0.3325234	0.9112252	0.5007991	0.8999408	0.8183041	0.4713885	0.0541817	0.9893923	0.0078698	0.6480806	0.8106857	0.9664134	0.5300943	0.8885775	0.2505217
0.4331400	0.5961137	0.6929574	0.0000000	0.5044809	0.1980817	0.2739414	0.4688387	0.7231268	0.5324234	1.0000000	0.2475573	0.8672463	0.0618075	0.0891333	0.9999958	0.0318189	0.0441160	0.1369192	0.0171675	0.1373392	0.9999770	0.4541250	0.8816106	0.0994075	0.0922707	0.2041558	0.0168066	0.0642448	0.0710690	0.0641674	0.0127375	0.8757406	0.0320131	0.0268529	0.0267445	0.0000079	0.0683928	0.1111833	0.3401731	0.7865325	0.6251987	0.3895744	0.9440896	0.0173659	0.1147616	0.9417096	0.5929821	0.5664734	0.4032767	0.9985740	0.5118297	0.8931266	0.5371601	0.0016869	0.1105712	0.0002408	0.4774934	0.7542020	0.3341867	0.5658604	0.3622447	0.0450653	0.0152017	0.4584361	0.0308130	0.9977156	0.0412575	0.9721689	0.9351230	0.0009223	0.4944565	0.4591732	0.3206127	0.3093301	0.5522091	0.3889650	0.5709282	0.7278525	0.5494850	0.5228796	0.6918456	0.7429098	0.7528624	0.5593113	0.3325324	0.9138114	0.2368025	0.4743416	0.8176912	0.4714013	0.0541818	0.9894711	0.1449884	0.6483023	0.8106094	0.9638590	0.5300737	0.8885868	0.2496515
0.4997813	0.4986857	0.9764426	0.3602875	0.4082562	0.1981107	0.2502367	0.4952362	0.7538775	0.5142152	0.9999799	0.4238831	0.7995702	0.0274882	0.0401908	0.9999978	0.1000627	0.0437796	0.0627417	0.0210946	0.1357044	0.9999809	0.7546153	0.4562533	0.0962666	0.0869906	0.0000000	0.0000000	0.0642418	0.0508084	0.0775798	0.0001545	0.7763333	0.0552355	0.5869185	0.9407636	0.9417221	0.0617568	0.1004270	0.3449866	0.8146900	0.8015936	0.9999999	0.8422110	0.1440004	0.1575746	0.9536759	0.5791811	0.5535693	0.4171495	0.9995547	0.3713096	0.8458589	0.5249804	0.0004669	0.2364996	0.0008605	0.0343562	0.7558842	0.3319295	0.0256432	0.5914020	0.0120858	0.0094139	0.4691378	0.4881012	0.9937114	0.0913259	0.8540292	0.3252848	0.0000509	0.1199227	0.4545718	0.5088589	0.2734538	0.9829021	0.5026180	0.5952750	0.6533801	0.0040158	0.5148839	0.6981853	0.7422287	0.7774085	0.9561488	0.3677778	0.9258542	0.5600992	0.8433391	0.7908800	0.7557093	0.0539509	0.9840907	0.0079219	0.6429087	0.7711573	0.9665293	0.6148274	0.8898386	0.4549315
0.4320645	0.5961141	0.6929574	0.0000000	0.5048933	0.1980817	0.2739864	0.4689629	0.7230608	0.5324129	1.0000000	0.2475556	0.8672475	0.0618076	0.0891333	0.9999958	0.0318189	0.0441160	0.1369192	0.0000000	0.1373392	0.9999770	0.4541250	0.8816106	0.0994075	0.0922707	0.2041558	0.0168066	0.0642448	0.0710690	0.4461357	0.1629479	0.8083528	0.0220778	0.5850785	0.9473033	0.9651643	0.0691709	0.1123047	0.3459711	0.7865325	0.6251987	0.3895744	0.9440856	0.0176111	0.1218900	0.8679187	0.5929821	0.5664734	0.4032757	0.9973466	0.5119680	0.8930895	0.5270833	0.0004970	0.3062908	0.0004927	0.1008721	0.7666781	0.2595502	0.5662867	0.0319137	0.0452863	0.0143481	0.4607833	0.3801060	0.9975080	0.0407869	0.8801920	0.9523527	0.0008581	0.6006436	0.4547819	0.3206127	0.3093322	0.5526415	0.3894585	0.5709194	0.7278521	0.0060238	0.5228916	0.7498428	0.7492596	0.8928062	0.5593100	0.3325338	0.9112263	0.5111339	0.8991055	0.8182155	0.4714012	0.0541818	0.9897928	0.0019967	0.6480842	0.8106627	0.9540062	0.5299811	0.8886310	0.2501654
0.4331680	0.5961106	0.6929575	0.0000000	0.5044776	0.1980816	0.2738451	0.4685904	0.7232679	0.5324423	1.0000000	0.2475605	0.8672472	0.0618065	0.0891331	0.9999958	0.0318189	0.0441160	0.1369192	0.0171675	0.1373392	0.9999770	0.4541250	0.8816106	0.0994075	0.0922707	0.2041558	0.0168066	0.0642448	0.0710690	0.0641667	0.0127318	0.8759204	0.0320744	0.5796972	0.9456938	0.9592932	0.0683872	0.1111807	0.3459704	0.7865325	0.6251987	0.3895744	0.9440867	0.0173697	0.1148820	0.9401591	0.5929822	0.5664734	0.0000004	0.9685849	0.5166806	0.8931063	0.5370087	0.0005121	0.3062542	0.4757879	0.1012553	0.7541589	0.2596708	0.5658540	0.0000099	0.4370708	0.0151736	0.4584417	0.3774501	0.9985623	0.0405904	0.8802081	0.9353202	0.0000286	0.5997196	0.4546518	0.3206122	0.3019509	0.5520264	0.3889652	0.5991175	0.5407616	0.0069773	0.5228853	0.7586500	0.7430190	0.8907076	0.5593182	0.3325234	0.9088919	0.4902301	0.8989482	0.8175608	0.4713885	0.0541817	0.9894759	0.0080424	0.6480808	0.9367309	0.9664117	0.5300754	0.8885869	0.2011105
0.4936296	0.4994783	0.9703133	0.3613508	0.5231751	0.1980820	0.2504016	0.4530864	0.7537667	0.5322136	1.0000000	0.2476339	0.8687470	0.0587335	0.0803445	0.9999958	0.1005605	0.0441160	0.1369192	0.0218291	0.1373394	0.9999770	0.4541250	0.8816106	0.0994078	0.0922711	0.2041558	0.0168066	0.0642448	0.0710690	0.0635593	0.0113395	0.4556221	0.0000000	0.6660461	0.9549290	0.9972751	0.0681261	0.1107977	0.3459743	0.7865325	0.6251987	0.3895744	0.9440594	0.0173097	0.1130598	0.9596341	0.5929831	0.5664744	0.0000004	0.9679833	0.5263151	0.8932547	0.5394041	0.0005024	0.2966792	0.4772001	0.0989792	0.8381877	0.2589605	0.0331681	0.3631822	0.4520894	0.0151751	0.4597764	0.3876464	0.9996751	0.1477356	0.8562536	0.2323621	0.0000219	0.1588606	0.4538703	0.3205707	0.3019503	0.5353908	0.3885167	0.5996659	0.5407616	0.0046181	0.5168600	0.7616699	0.7417675	0.8919375	0.9725877	0.2867219	0.9088716	0.5791236	0.8416983	0.7932782	0.7046174	0.0541118	0.9840141	0.0082380	0.6471246	0.9333832	0.9664141	0.5301290	0.8885684	0.1632073
0.5006878	0.4994823	0.9702835	0.3613178	0.5084026	0.1980846	0.2504060	0.4525810	0.7537512	0.5304770	1.0000000	0.2475261	0.8688029	0.0587293	0.0803383	0.9999958	0.1005450	0.0441160	0.0000001	0.0218277	0.1373384	0.9999770	0.0000000	0.8822488	0.0994058	0.0922678	0.2041391	0.0168066	0.0642448	0.0710883	0.0635598	0.0113752	0.6131166	0.0614833	0.6114348	0.9438733	0.9526627	0.0681280	0.1108008	0.3459704	0.7865105	0.6250713	0.3885782	0.9441058	0.0172882	0.1136574	0.9515629	0.5929751	0.5664664	0.4164076	0.9695200	0.3737408	0.8933751	0.4809548	0.0007053	0.6991054	0.0004365	0.2755937	0.8013802	0.2576425	0.0328948	0.4106242	0.4380483	0.0152105	0.4597886	0.2839046	0.9844595	0.1517815	0.8555222	0.2324263	0.0003499	0.1316453	0.4538614	0.3205864	0.5639693	0.5315779	0.4031639	0.5982957	0.6797477	0.0039300	0.5168608	0.9660594	0.7423015	0.8552488	0.9535768	0.2093596	0.9113657	0.5650141	0.8406077	0.7907079	0.7045453	0.0541121	0.4991154	0.0083748	0.6471271	0.7250168	0.9664129	0.5304218	0.4702297	0.2294849
0.5006938	0.4994837	0.9702738	0.3612209	0.5084033	0.1980820	0.2504029	0.4530725	0.7537650	0.5322287	1.0000000	0.2475237	0.8688041	0.0587293	0.0803384	0.9999958	0.1004993	0.0441160	0.0000001	0.0218250	0.1373384	0.9999770	0.4537732	0.8822488	0.0994058	0.0922678	0.2041391	0.0168066	0.0642448	0.0710883	0.0635595	0.0113752	0.6131199	0.0615115	0.6114341	0.9438735	0.9526635	0.0681276	0.1108003	0.3459704	0.7865105	0.6250713	0.3885782	0.9441067	0.0172919	0.1137693	0.9501659	0.5929751	0.5664664	0.0000010	0.9491031	0.5263348	0.8933754	0.5383647	0.0005528	0.3019551	0.5061845	0.1025199	0.8046530	0.2576425	0.0322361	0.3630479	0.4380499	0.0151810	0.4597845	0.3698249	0.9992714	0.1486466	0.8555234	0.2325402	0.0000334	0.1316464	0.4538651	0.3205863	0.5556534	0.5315776	0.4031526	0.5983014	0.5407609	0.0045975	0.5167712	0.7597866	0.7423960	0.8614230	0.9725741	0.2866110	0.9089170	0.5652709	0.8406363	0.7907911	0.7045213	0.0541121	0.9840796	0.0083733	0.6471271	0.9057169	0.9664129	0.5304207	0.9849965	0.1587445
0.4936296	0.4994783	0.9703133	0.3613508	0.5231773	0.1980820	0.2504016	0.4530864	0.7537667	0.5322136	1.0000000	0.2476339	0.8687470	0.0587335	0.0803445	0.9999958	0.1005605	0.0441160	0.1369192	0.0218291	0.1373394	0.9999770	0.4541250	0.8816106	0.0994078	0.0922711	0.2041558	0.0168066	0.0642448	0.0710690	0.0635592	0.0113395	0.4556215	0.0000000	0.1401476	0.0267445	0.0000079	0.0681256	0.1107980	0.3401731	0.7865325	0.6251987	0.3895744	0.9440595	0.0173057	0.1129473	0.9610335	0.5929831	0.5664743	0.4143926	0.9986403	0.3750082	0.8932547	0.5395587	0.0016870	0.1059199	0.0002261	0.4583216	0.8348506	0.3342216	0.0332579	0.4464763	0.0440110	0.0152044	0.4597803	0.0271323	0.9994834	0.1472481	0.9651679	0.2323668	0.0007552	0.0023100	0.4569846	0.3205707	0.3098527	0.5353900	0.3885165	0.5714836	0.6792563	0.3711208	0.5168553	0.6942399	0.7416751	0.7352643	0.9725883	0.2867219	0.9138887	0.3317288	0.4174397	0.7931927	0.7046457	0.0541118	0.9840057	0.1162631	0.6473227	0.8033117	0.9638598	0.5301304	0.8885678	0.2310329
0.4334023	0.5952932	0.6941280	0.0000000	0.5046071	0.1980817	0.2737954	0.4687792	0.7233049	0.5324190	1.0000000	0.2475467	0.8698066	0.0566176	0.0744253	0.9999958	0.0318189	0.0441160	0.1369215	0.0171675	0.1252875	0.9999954	0.4542149	0.8814478	0.0754663	0.0000000	0.2041601	0.0168066	0.0642448	0.0710677	0.0641387	0.0106609	0.8690478	0.0300013	0.5798710	0.9459291	0.9601251	0.0679525	0.1105490	0.3459704	0.7865341	0.6252076	0.3896438	0.9440988	0.0172209	0.1100153	0.9970936	0.4572457	0.4535460	0.4032764	0.9977205	0.5117802	0.8952883	0.5435737	0.0006503	0.3018732	0.0003345	0.1010889	0.5620677	0.2596514	0.5662818	0.0315659	0.0451177	0.0152013	0.4606765	0.3778631	0.9961628	0.0414126	0.8799920	0.0411213	0.0008744	0.5998918	0.4545636	0.3205884	0.3965743	0.5523393	0.3889553	0.5709157	0.7278557	0.0060238	0.5228854	0.7646892	0.7394946	0.8842454	0.5446207	0.3322467	0.9112268	0.4769937	0.8989716	0.8176329	0.4713867	0.0539123	0.9898754	0.0080235	0.6464657	0.7883908	0.9664128	0.5301204	0.8885609	0.2496279
