Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G76A	G94	G95	G96	G97	G98	G99	G100
250	0.4030322	0.2560981	0.4074224	0.5937024	0.6454659	0.0809614	0.2252695	0.0417258	0.0176622	0.7927631	0.7684224	0.8801098	0.4577559	0.9494091	0.2465636	0.6943766	0.3040843	0.5037707	0.1139544	0.1921171	0.1496659	0.5986753	0.2367802	0.2858553	0.8815911	0.3906917	0.2057170	0.2067082	0.1207218	0.0511725	0.1111195	0.8513015	0.9883233	0.4840700	0.3257684	0.0075356	0.2836597	0.1233114	0.0923834	0.1719820	0.9037319	0.2336733	0.0353976	0.4315244	0.8888241	0.9883090	0.8011611	0.2883708	0.6316210	0.1485850	0.9121985	0.2863701	0.1806592	0.5927562	0.4118525	0.0635327	0.1464145	0.0208134	0.0000621	0.0584344	0.0306507	0.2438482	0.3351108	0.3157575	0.4666404	0.8296625	0.4203305	0.3671655	0.3155122	0.2182010	0.7524064	0.8315206	0.3041417	0.3059400	0.5241562	0.0671687	0.6180862	0.8141088	0.1919129	0.2946763	0.4799453	0.8272468	0.0043323	0.7269459	0.4682468	0.3252949	0.9986057	0.7973035	0.9395487	0.4096025	0.5018068	0.5469273	0.8015007	0.9546401	0.5404177	0.1529132	0.9836831	0.6560540	0.6543092	0.9893868
300	0.4348204	0.2609213	0.4513563	0.6023325	0.6434315	0.1076644	0.2992427	0.0340871	0.0163962	0.7753903	0.7993975	0.8727365	0.4381496	0.9683344	0.2815677	0.6882276	0.2824305	0.5064563	0.1089172	0.1679810	0.1496697	0.5573412	0.2361879	0.2865295	0.9231817	0.3878175	0.2113163	0.2247738	0.1179530	0.0707694	0.1160321	0.8583060	0.9887402	0.4967480	0.3214877	0.0074707	0.2859035	0.1109574	0.0955955	0.1673319	0.9222878	0.2237125	0.0360059	0.4167018	0.8889992	0.9870893	0.7734797	0.2704568	0.5850291	0.1380995	0.9203897	0.2849362	0.3159229	0.5816607	0.4223066	0.0577494	0.1205775	0.0241954	0.0000591	0.0584547	0.0285671	0.2447214	0.3256023	0.3884490	0.4773328	0.8205080	0.4383769	0.3124923	0.2690446	0.2334907	0.7517782	0.8156632	0.3315365	0.2898020	0.5278751	0.0651118	0.5948981	0.7576168	0.1981353	0.3436536	0.4669138	0.8298645	0.0040493	0.7170200	0.4675127	0.3477239	0.9996366	0.7956029	0.8955042	0.3405416	0.5001603	0.5412739	0.7938245	0.9568281	0.5500453	0.1791095	0.9828698	0.6541704	0.5865226	0.9913824
350	0.4499051	0.2677953	0.4826941	0.6164585	0.6415517	0.1320199	0.3390756	0.0316074	0.0164252	0.7616054	0.8172364	0.8671385	0.4283206	0.9783726	0.2970442	0.6912525	0.2674183	0.5160907	0.1063217	0.1592207	0.1464814	0.5291053	0.2359617	0.2872174	0.9456094	0.3847575	0.2132745	0.2310075	0.1154953	0.0819638	0.1228505	0.8614720	0.9891423	0.5104886	0.3184973	0.0074329	0.2884961	0.1053247	0.0985368	0.1634021	0.9325260	0.2177674	0.0370571	0.4052441	0.8886857	0.9861260	0.7551636	0.2615439	0.5700018	0.1320667	0.9243462	0.2847283	0.4341330	0.5754201	0.4249087	0.0520306	0.1087216	0.0325160	0.0000568	0.0585408	0.0315319	0.2480817	0.3229473	0.4236219	0.4574796	0.8085947	0.4433972	0.2779116	0.2325116	0.2470047	0.7433125	0.7968978	0.3568392	0.2830305	0.5325263	0.0617890	0.5788779	0.7189617	0.2149982	0.3660304	0.4611575	0.8311152	0.0038464	0.7148112	0.4671641	0.3552746	0.9999028	0.7926654	0.8604054	0.3005368	0.4980445	0.5355601	0.7835750	0.9585639	0.5559666	0.1925313	0.9820850	0.6526673	0.5428605	0.9923178
400	0.4564380	0.2727304	0.5136338	0.6319081	0.6402192	0.1481738	0.3588616	0.0308410	0.0168532	0.7516665	0.8273499	0.8633349	0.4242969	0.9832647	0.3035419	0.6998369	0.2579778	0.5279374	0.1045998	0.1561352	0.1431935	0.5138408	0.2358120	0.2878434	0.9559063	0.3825059	0.2136541	0.2319881	0.1142316	0.0868889	0.1309261	0.8628974	0.9895409	0.5225701	0.3168765	0.0074087	0.2901659	0.1036253	0.1003154	0.1604326	0.9382390	0.2143750	0.0379039	0.3965050	0.8882771	0.9854991	0.7444788	0.2570452	0.5657683	0.1289300	0.9256671	0.2844515	0.5066897	0.5734941	0.4233780	0.0474051	0.1039064	0.0407608	0.0000545	0.0586247	0.0359396	0.2520653	0.3229220	0.4384685	0.4261681	0.7957553	0.4434923	0.2564723	0.2118285	0.2569291	0.7350585	0.7798612	0.3734276	0.2806664	0.5375612	0.0593415	0.5677594	0.6937384	0.2314795	0.3724994	0.4587187	0.8318114	0.0035969	0.7154450	0.4670437	0.3561184	0.9999706	0.7902617	0.8416607	0.2782976	0.4960418	0.5310015	0.7740487	0.9597037	0.5592901	0.1988509	0.9815676	0.6515997	0.5228353	0.9927301
450	0.4589918	0.2754216	0.5458900	0.6449700	0.6394329	0.1573597	0.3679387	0.0306220	0.0173267	0.7449622	0.8330333	0.8609431	0.4230426	0.9855354	0.3063158	0.7104403	0.2526833	0.5396138	0.1034393	0.1550690	0.1413499	0.5073844	0.2356879	0.2883825	0.9598597	0.3811658	0.2135337	0.2313425	0.1138127	0.0884647	0.1390122	0.8635558	0.9898928	0.5313863	0.3161982	0.0073912	0.2909566	0.1036553	0.1011582	0.1583814	0.9414312	0.2125726	0.0384567	0.3901188	0.8879403	0.9851444	0.7386218	0.2546855	0.5647481	0.1274288	0.9258839	0.2840263	0.5464758	0.5739655	0.4203329	0.0441554	0.1019667	0.0469088	0.0000523	0.0586854	0.0397517	0.2558017	0.3234002	0.4431291	0.3958277	0.7841380	0.4423957	0.2423757	0.2014677	0.2633506	0.7296805	0.7668798	0.3821321	0.2800579	0.5421387	0.0585454	0.5605086	0.6772346	0.2433349	0.3720258	0.4577278	0.8322308	0.0033732	0.7165883	0.4670287	0.3543713	0.9999880	0.7887981	0.8342793	0.2663403	0.4944330	0.5279218	0.7655910	0.9603548	0.5609910	0.2017693	0.9812952	0.6509263	0.5165383	0.9929030
500	0.4598699	0.2766108	0.5760478	0.6544090	0.6390035	0.1621364	0.3715774	0.0305724	0.0177219	0.7406642	0.8361744	0.8595218	0.4228618	0.9865510	0.3075772	0.7207992	0.2500629	0.5498662	0.1027404	0.1547053	0.1409240	0.5056142	0.2355828	0.2888212	0.9609771	0.3804878	0.2133527	0.2305708	0.1137640	0.0886279	0.1459269	0.8638787	0.9901637	0.5368433	0.3160072	0.0073776	0.2912107	0.1041768	0.1014715	0.1570720	0.9431787	0.2116946	0.0387848	0.3857523	0.8877136	0.9849671	0.7354655	0.2533976	0.5645843	0.1267713	0.9258777	0.2836848	0.5672224	0.5752067	0.4170269	0.0420827	0.1009613	0.0511015	0.0000505	0.0587227	0.0423357	0.2589126	0.3237176	0.4430405	0.3717683	0.7748901	0.4414081	0.2320392	0.1963139	0.2671336	0.7269467	0.7582692	0.3859914	0.2799892	0.5456687	0.0591975	0.5561025	0.6662982	0.2503759	0.3696996	0.4573409	0.8324814	0.0032162	0.7174704	0.4670521	0.3520030	0.9999928	0.7880840	0.8322991	0.2601577	0.4932842	0.5260547	0.7579595	0.9606817	0.5617877	0.2031448	0.9811881	0.6505389	0.5168706	0.9929722
550	0.4588378	0.2436255	0.5688014	0.5150548	0.8060633	0.1776124	0.3523606	0.0357054	0.1244897	0.7384584	0.8261916	0.8584735	0.2839613	0.9861655	0.4681944	0.7286324	0.2523330	0.5482214	0.2787935	0.1004331	0.1411791	0.5039341	0.6824238	0.2891532	0.9595752	0.3811804	0.4397862	0.2362534	0.1069089	0.1597107	0.1510587	0.7942423	0.9820341	0.5397880	0.3158392	0.0073875	0.5753278	0.1054911	0.1298521	0.1562699	0.9320947	0.3603553	0.1804772	0.3915802	0.8868022	0.9733129	0.6887490	0.4851693	0.5644771	0.1265208	0.9067662	0.3720218	0.6355285	0.5900820	0.5519822	0.0399759	0.1496612	0.0516021	0.0148172	0.0589450	0.0656764	0.2597658	0.2614301	0.4484038	0.3444187	0.7697680	0.4456655	0.2269813	0.1832641	0.2709817	0.7181652	0.7797233	0.3860903	0.4189378	0.5471484	0.0730305	0.5782255	0.6522602	0.3903028	0.2993404	0.6019249	0.7857389	0.0033580	0.7207453	0.4701274	0.3475861	0.8575094	0.7845202	0.8284896	0.3896373	0.4937905	0.5069714	0.7364306	0.9611057	0.4061741	0.4818511	0.9806021	0.6503420	0.4283954	0.9923588
600	0.4471700	0.3264295	0.4296859	0.4025754	0.9288956	0.2091053	0.2735806	0.1051413	0.2129996	0.7365253	0.7615650	0.8551164	0.1532911	0.9744524	0.3277411	0.7305744	0.2715791	0.5666068	0.4839441	0.0751151	0.1386037	0.4870664	0.9034592	0.2895708	0.9215330	0.3774745	0.5052484	0.1652549	0.0793122	0.2105213	0.1544152	0.7053822	0.9750565	0.5400731	0.3226262	0.0074952	0.8074542	0.1198047	0.2124479	0.1560042	0.8706871	0.5008354	0.3042471	0.4203105	0.8825615	0.9566959	0.7699756	0.6511112	0.5645026	0.1268532	0.8858533	0.4548383	0.7721505	0.6509728	0.6897454	0.0312051	0.2391413	0.0398829	0.0163062	0.0599010	0.0855257	0.2528020	0.2274605	0.4903598	0.2993643	0.7687744	0.3350732	0.2485529	0.1404547	0.2749568	0.6904986	0.8281516	0.3733542	0.5414427	0.5415441	0.0760354	0.6239525	0.6021775	0.6346454	0.1765552	0.7806904	0.7310705	0.0037112	0.7353657	0.4800476	0.3311963	0.7437606	0.7639174	0.8397483	0.5662201	0.5020245	0.4835908	0.6679846	0.9616801	0.2808801	0.6192266	0.9767905	0.6513128	0.3378885	0.9913075
650	0.3884896	0.4993504	0.2704397	0.3730298	0.9737574	0.2027611	0.1569226	0.2326076	0.2513762	0.7352517	0.6719744	0.8437188	0.1264196	0.9440722	0.1667654	0.7338967	0.3060714	0.6145063	0.5736240	0.3556173	0.1287361	0.4883779	0.9566429	0.2922922	0.8067489	0.3324630	0.4498674	0.0975751	0.0562190	0.1634212	0.1547254	0.6476398	0.9719729	0.5179317	0.3661035	0.0076512	0.8899134	0.1539507	0.2539043	0.1551705	0.7990175	0.5682188	0.3644514	0.4471745	0.8749298	0.9375124	0.8420345	0.7128035	0.5678971	0.1307212	0.8650831	0.4959398	0.7656652	0.7062132	0.7387359	0.0207255	0.3441128	0.0229014	0.0091326	0.0615884	0.0804377	0.2511939	0.2244258	0.5472724	0.2668485	0.7739308	0.2195132	0.3212487	0.0816955	0.2677978	0.6714175	0.8189247	0.3367302	0.6244551	0.5310900	0.0783367	0.6957053	0.5441042	0.8044416	0.0876668	0.8918805	0.7015561	0.0027931	0.7528947	0.4804860	0.2781770	0.6959737	0.7333698	0.8652962	0.6461966	0.5090187	0.4993111	0.6008315	0.9594191	0.2663766	0.5825802	0.9621055	0.6569331	0.2962028	0.9864062
700	0.2834479	0.6238263	0.1683821	0.3657617	0.9882045	0.1684279	0.0694250	0.3387567	0.2660672	0.7418575	0.5964674	0.8407205	0.1747520	0.8965542	0.0855434	0.7411615	0.3470227	0.6513997	0.5788286	0.6786628	0.1187293	0.5388077	0.9667710	0.3000142	0.6846506	0.2979160	0.4001429	0.0601724	0.0459083	0.0955237	0.1429757	0.6162344	0.9690470	0.4463846	0.3993992	0.0077895	0.9004557	0.1891431	0.2515302	0.1516263	0.7501301	0.6013700	0.3786498	0.4686956	0.8663445	0.9364847	0.8758643	0.7414941	0.6767469	0.1438652	0.8469601	0.5192157	0.5600132	0.7324326	0.7207107	0.0151480	0.4542637	0.0122576	0.0036990	0.0640829	0.0574011	0.2738670	0.2269926	0.6034926	0.2656835	0.7885285	0.1531776	0.4314991	0.0432358	0.2484599	0.6630860	0.7713251	0.2720208	0.6956273	0.5144403	0.0853769	0.7555187	0.5853871	0.8812131	0.0395954	0.9496069	0.6885967	0.0034523	0.7667190	0.4755030	0.1858305	0.6766737	0.7135591	0.8748464	0.6781863	0.5068436	0.5187386	0.5765321	0.9538823	0.2726282	0.5047107	0.9394261	0.6671903	0.3092262	0.9763246
750	0.1905643	0.6628090	0.1150234	0.3523571	0.9927616	0.1393254	0.0279217	0.4010079	0.2704905	0.7562998	0.5450068	0.8546052	0.2387683	0.8410009	0.0526344	0.7447064	0.3814873	0.6576953	0.5857737	0.8543985	0.1162382	0.6036813	0.9664875	0.3056867	0.6036254	0.3058251	0.3759190	0.0438648	0.0439985	0.0528166	0.1147443	0.5999236	0.9629959	0.3786001	0.3835501	0.0079177	0.8871625	0.2103961	0.2349369	0.1499479	0.7225450	0.6224101	0.3622170	0.4928388	0.8637888	0.9497626	0.8901010	0.7594066	0.8469740	0.1689489	0.8362730	0.5330015	0.3541488	0.7449100	0.6852231	0.0180887	0.5405302	0.0084434	0.0015975	0.0651103	0.0464111	0.2984818	0.2264685	0.5969017	0.2905821	0.8080259	0.1322402	0.5389509	0.0285062	0.2275548	0.6585114	0.7491915	0.2039712	0.7259746	0.4908440	0.0937007	0.7999274	0.7017140	0.9014239	0.0169193	0.9771520	0.6835466	0.0079299	0.7814914	0.4719549	0.1156590	0.6683909	0.7128111	0.8964713	0.6923009	0.5042343	0.5295499	0.5946546	0.9503820	0.2472440	0.4134149	0.9251723	0.6768341	0.3636737	0.9693216
800	0.1335445	0.6485126	0.0869159	0.3334752	0.9943202	0.1231444	0.0116893	0.4300211	0.2702801	0.7733775	0.5137107	0.8714548	0.2838890	0.7958039	0.0405007	0.7407428	0.4041677	0.6465113	0.5996533	0.9241517	0.1196566	0.6467773	0.9652469	0.3043718	0.5669855	0.3303695	0.3688350	0.0382015	0.0478701	0.0319650	0.0853198	0.5904128	0.9551911	0.3584681	0.3613128	0.0080839	0.8729242	0.2169001	0.2207643	0.1541804	0.7072115	0.6375133	0.3407631	0.5161385	0.8672919	0.9600220	0.8967403	0.7726102	0.9346454	0.1992832	0.8291714	0.5384373	0.2411078	0.7473743	0.6598608	0.0322659	0.5922877	0.0109345	0.0009671	0.0642297	0.0629321	0.3151033	0.2261894	0.4469875	0.3416019	0.8297985	0.1334382	0.6178443	0.0294058	0.2106940	0.6555385	0.7556984	0.1603583	0.7186614	0.4723116	0.1005945	0.8285407	0.8095815	0.8868321	0.0069864	0.9896504	0.6814990	0.0149888	0.7988252	0.4706878	0.0858961	0.6649533	0.7236220	0.9160869	0.6992930	0.5031489	0.5344220	0.6319628	0.9506140	0.2062789	0.3281112	0.9256619	0.6813311	0.4034305	0.9663579
850	0.1075076	0.6214969	0.0701596	0.3158959	0.9949749	0.1149705	0.0059325	0.4396776	0.2682006	0.7892422	0.4962274	0.8846647	0.3045591	0.7669196	0.0361658	0.7319113	0.4164834	0.6365654	0.6153778	0.9364749	0.1242764	0.6615684	0.9658489	0.2991226	0.5620082	0.3516930	0.3692847	0.0369466	0.0549714	0.0227454	0.0679854	0.5836603	0.9506413	0.3761292	0.3477641	0.0082912	0.8652587	0.2147333	0.2129484	0.1625060	0.6981948	0.6471136	0.3251316	0.5304250	0.8720038	0.9648178	0.9005243	0.7829758	0.9649282	0.2220579	0.8226626	0.5385677	0.1977520	0.7434246	0.6480216	0.0486990	0.6187274	0.0203352	0.0007573	0.0630497	0.0864417	0.3249198	0.2286278	0.3204172	0.3822046	0.8499620	0.1410046	0.6642520	0.0415404	0.1980699	0.6540761	0.7725366	0.1482011	0.6975020	0.4665540	0.1054091	0.8436802	0.8808036	0.8570272	0.0028351	0.9951180	0.6803151	0.0217336	0.8138528	0.4709321	0.0812884	0.6638324	0.7330103	0.9285423	0.7024214	0.5027878	0.5365847	0.6677141	0.9520225	0.1718500	0.2683532	0.9351889	0.6811071	0.4244390	0.9657127
900	0.1005241	0.6023339	0.0593286	0.3026490	0.9953182	0.1104210	0.0040364	0.4396331	0.2656946	0.8020310	0.4872728	0.8932831	0.3056675	0.7530899	0.0345793	0.7234209	0.4218849	0.6361011	0.6280613	0.9240611	0.1273104	0.6580127	0.9677303	0.2936810	0.5729442	0.3645855	0.3713426	0.0370321	0.0613878	0.0187751	0.0646148	0.5789802	0.9511114	0.4060049	0.3412439	0.0084704	0.8637555	0.2098335	0.2099833	0.1712243	0.6928488	0.6514324	0.3168057	0.5337356	0.8753243	0.9663041	0.9030433	0.7902890	0.9721123	0.2306051	0.8172742	0.5365121	0.1886221	0.7390914	0.6430865	0.0603691	0.6298013	0.0329463	0.0006176	0.0623220	0.0981025	0.3306165	0.2322516	0.2601242	0.3854903	0.8642386	0.1477865	0.6865179	0.0595806	0.1890891	0.6538134	0.7879188	0.1585010	0.6790001	0.4713528	0.1084942	0.8508897	0.9200733	0.8304908	0.0011595	0.9974333	0.6794423	0.0262520	0.8234533	0.4718084	0.0869324	0.6637584	0.7288683	0.9366438	0.7031812	0.5026763	0.5376523	0.6917196	0.9531880	0.1509458	0.2353906	0.9465391	0.6786732	0.4347120	0.9659691
950	0.1018077	0.5960352	0.0523047	0.2935252	0.9955282	0.1073925	0.0034719	0.4355780	0.2634456	0.8112202	0.4831413	0.8979985	0.2963573	0.7500574	0.0339575	0.7189888	0.4234802	0.6433117	0.6351652	0.9151174	0.1280902	0.6480600	0.9697276	0.2896487	0.5877971	0.3695806	0.3725681	0.0372259	0.0646102	0.0170411	0.0708576	0.5766870	0.9543085	0.4319601	0.3385217	0.0085567	0.8655458	0.2054840	0.2093923	0.1779585	0.6900203	0.6519174	0.3144089	0.5297470	0.8769859	0.9660986	0.9047171	0.7941547	0.9726640	0.2280920	0.8142722	0.5339876	0.1894297	0.7372310	0.6390540	0.0664381	0.6332630	0.0436681	0.0005047	0.0620642	0.0983777	0.3340112	0.2348315	0.2386416	0.3600114	0.8711059	0.1511758	0.6955631	0.0756828	0.1834145	0.6540243	0.7970112	0.1760465	0.6688045	0.4806838	0.1103696	0.8545146	0.9385157	0.8163202	0.0005025	0.9983835	0.6788193	0.0282748	0.8284995	0.4725861	0.0938357	0.6640788	0.7176485	0.9414258	0.7027552	0.5026431	0.5382612	0.7022286	0.9541284	0.1421199	0.2223370	0.9551173	0.6759917	0.4389496	0.9663757
1000	0.1042171	0.5997845	0.0478591	0.2873407	0.9956704	0.1052139	0.0033389	0.4305610	0.2617054	0.8170941	0.4814825	0.8999474	0.2855230	0.7527738	0.0336991	0.7189919	0.4233220	0.6531161	0.6370081	0.9201094	0.1271972	0.6394114	0.9712517	0.2871772	0.6004118	0.3690990	0.3726349	0.0372187	0.0648319	0.0162777	0.0810026	0.5764945	0.9577607	0.4492598	0.3376704	0.0085475	0.8681710	0.2026445	0.2094515	0.1819940	0.6889343	0.6504668	0.3156504	0.5231811	0.8774722	0.9651329	0.9056601	0.7951960	0.9727775	0.2210285	0.8137083	0.5317654	0.1902819	0.7377996	0.6339212	0.0682597	0.6338054	0.0506063	0.0004253	0.0621067	0.0944068	0.3360911	0.2354947	0.2337039	0.3256637	0.8718510	0.1511777	0.6997135	0.0844619	0.1805108	0.6540315	0.7991613	0.1899108	0.6663772	0.4896836	0.1114360	0.8567258	0.9451500	0.8139089	0.0002499	0.9987660	0.6784025	0.0284817	0.8311304	0.4728895	0.0979224	0.6644807	0.7149854	0.9433663	0.7019878	0.5026334	0.5386304	0.7024844	0.9549910	0.1413117	0.2212713	0.9595555	0.6740029	0.4398901	0.9666398

0	0.0912779	0.6288424	0.0408026	0.2766383	0.9958720	0.1028901	0.0034451	0.4173333	0.2591354	0.8214228	0.4814625	0.8978019	0.2716452	0.7752250	0.0337158	0.7296554	0.4180324	0.6678112	0.6213346	0.9653091	0.1234285	0.6295301	0.9728506	0.2858389	0.6321321	0.3570519	0.3687122	0.0362009	0.0600951	0.0162081	0.1055850	0.5827009	0.9633024	0.4626044	0.3388711	0.0082155	0.8751549	0.1973836	0.2068440	0.1806872	0.6919922	0.6419513	0.3247347	0.5081467	0.8760949	0.9629599	0.9049070	0.7888647	0.9809005	0.1950583	0.8184762	0.5291334	0.1823643	0.7475798	0.6182975	0.0607997	0.6293374	0.0533435	0.0003302	0.0625850	0.0993143	0.3372273	0.2275085	0.2357737	0.2483313	0.8549195	0.1410722	0.7247148	0.0696919	0.1830281	0.6522802	0.7783666	0.1915257	0.6843089	0.5015907	0.1115120	0.8598286	0.9402076	0.8360933	0.0000722	0.9991010	0.6769532	0.0236955	0.8384111	0.4711978	0.0903932	0.6654498	0.7396663	0.9380791	0.6997802	0.5026292	0.5387227	0.6817804	0.9569548	0.1540459	0.2430400	0.9545433	0.6741662	0.4369452	0.9660322
50	0.0919368	0.6031072	0.0408074	0.2766577	0.9958711	0.1029138	0.0030389	0.6492268	0.1519452	0.8222864	0.3811753	0.8985653	0.2731724	0.6480266	0.0337213	0.7265293	0.4180868	0.6635414	0.6152525	0.9762333	0.2585678	0.5848399	0.9729773	0.2824585	0.6185106	0.3570400	0.3686907	0.0256052	0.0661448	0.0146949	0.0994089	0.5826527	0.9614407	0.3601787	0.2193736	0.0082182	0.8750400	0.2004414	0.2517667	0.1797801	0.6920120	0.6421960	0.3246618	0.5125165	0.8774963	0.9810007	0.9048455	0.7861742	0.9824729	0.1135083	0.8308930	0.5346297	0.1998708	0.7423182	0.6181254	0.0621570	0.6356863	0.0534180	0.0003891	0.0630982	0.1127965	0.3374417	0.1863814	0.3411477	0.2602412	0.9019716	0.2102671	0.7256715	0.0713313	0.1466193	0.6522320	0.8148224	0.1959898	0.6717560	0.4946040	0.1115026	0.8621953	0.9565788	0.6331933	0.0000732	0.9990973	0.6782526	0.0313883	0.8422620	0.4712922	0.2032785	0.6675567	0.7631826	0.9387836	0.8304375	0.5026293	0.5387189	0.6818014	0.9600655	0.1540983	0.2133162	0.9540841	0.6817383	0.4369317	0.9660682
100	0.1004224	0.5045407	0.0408116	0.2766995	0.9958671	0.1031037	0.0019943	0.8479595	0.0631529	0.8313521	0.2485965	0.9067312	0.2867106	0.5316810	0.0338050	0.7056570	0.4195038	0.6375963	0.5890919	0.9819354	0.3994927	0.4248392	0.9753145	0.2624216	0.5607650	0.3584514	0.3688183	0.0150494	0.1043250	0.0098918	0.0738911	0.5816208	0.9502140	0.2827870	0.0999541	0.0082757	0.8723066	0.2149167	0.2810801	0.1734440	0.6918634	0.6448594	0.3235889	0.5328007	0.8830250	0.9920434	0.9041736	0.7782373	0.9869630	0.0536429	0.8302530	0.5647250	0.2840066	0.7152695	0.6188280	0.0716945	0.6530453	0.0555059	0.0007311	0.0652776	0.2072993	0.3369438	0.1374741	0.4443558	0.3411212	0.9464468	0.2894313	0.7273129	0.0935638	0.1037089	0.6530862	0.8393711	0.2319925	0.5709535	0.4689302	0.1114951	0.8689062	0.9753188	0.4128025	0.0000869	0.9990519	0.6856099	0.0824305	0.8668857	0.4725018	0.3011611	0.6722329	0.7662182	0.9448701	0.9380444	0.5026299	0.5386831	0.6841267	0.9734714	0.1539304	0.2287085	0.9539446	0.6923210	0.4371261	0.9663179
150	0.1388407	0.3607632	0.0408189	0.2768580	0.9958502	0.1034611	0.0013909	0.9300652	0.0248809	0.8520977	0.1596579	0.9238136	0.3162964	0.4800118	0.0340809	0.6656881	0.4240971	0.5963561	0.5633436	0.9356189	0.4670482	0.3271875	0.9813252	0.2316998	0.4897292	0.3642631	0.3698104	0.0099063	0.1480439	0.0060100	0.0489718	0.5775828	0.9344272	0.2563181	0.0409100	0.0085015	0.8641979	0.2338906	0.2940938	0.1617309	0.6909649	0.6525611	0.3239716	0.5551935	0.8879438	0.9926292	0.9029165	0.7731530	0.9894048	0.0377870	0.8001846	0.6051050	0.3528070	0.6780962	0.6281168	0.0895142	0.6645958	0.0597470	0.0012148	0.0659746	0.2911590	0.3343643	0.1078446	0.4948095	0.4532285	0.9680621	0.3387381	0.7115268	0.1860859	0.0852322	0.6590032	0.8234153	0.2888699	0.4095664	0.4480165	0.1114396	0.8740152	0.9861953	0.2742392	0.0001944	0.9988546	0.6997057	0.1550786	0.9055799	0.4786035	0.3771881	0.6744245	0.6318184	0.9601036	0.9804039	0.5026307	0.5385238	0.6934909	0.9868877	0.1540949	0.2893890	0.9557422	0.6998060	0.4382653	0.9667806
200	0.2184215	0.2648854	0.0408375	0.2771271	0.9958232	0.1035625	0.0013622	0.9584939	0.0101215	0.8759861	0.1099543	0.9427864	0.3626596	0.4512892	0.0344806	0.6164399	0.4313970	0.5562050	0.5520896	0.8861198	0.4942857	0.2992016	0.9878610	0.2040171	0.4272627	0.3752853	0.3724198	0.0078969	0.1910894	0.0039286	0.0338314	0.5705963	0.9222641	0.2477353	0.0162134	0.0088964	0.8526942	0.2501712	0.3002755	0.1511414	0.6886740	0.6649506	0.3312299	0.5708214	0.8899034	0.9896289	0.9018973	0.7715663	0.9884293	0.0433449	0.7587177	0.6385413	0.3731864	0.6436966	0.6533272	0.1093828	0.6715484	0.0634401	0.0015838	0.0647809	0.3303654	0.3323501	0.0932098	0.5179242	0.5475745	0.9776658	0.3688615	0.6669513	0.3239704	0.0853624	0.6559682	0.7940906	0.3314175	0.2711697	0.4376149	0.1111104	0.8766642	0.9913673	0.1922186	0.0008750	0.9984112	0.7180581	0.2128209	0.9362293	0.4931476	0.4316984	0.6741459	0.4874997	0.9757567	0.9942156	0.5026312	0.5382645	0.7108075	0.9945358	0.1562167	0.3593417	0.9612578	0.7043577	0.4412632	0.9675931
250	0.3047936	0.2112988	0.0408686	0.2772901	0.9958039	0.1032109	0.0016992	0.9676176	0.0045697	0.8943391	0.0843899	0.9583524	0.4228750	0.4211114	0.0347933	0.5673540	0.4395594	0.5263788	0.5541914	0.8609084	0.5045407	0.2989813	0.9924030	0.1850109	0.3791376	0.3903135	0.3765084	0.0072782	0.2481707	0.0029867	0.0262731	0.5628291	0.9153247	0.2449325	0.0064304	0.0093399	0.8413499	0.2617973	0.3040334	0.1454372	0.6849497	0.6797928	0.3491263	0.5804055	0.8897528	0.9868748	0.9014207	0.7720049	0.9857148	0.0584046	0.7227735	0.6634264	0.3741863	0.6162029	0.6923870	0.1268794	0.6771804	0.0667079	0.0017916	0.0630157	0.3451263	0.3336006	0.0864946	0.5306899	0.6158894	0.9820271	0.3909485	0.6094944	0.4304032	0.0854158	0.6223402	0.7730914	0.3550358	0.1772997	0.4327863	0.1094879	0.8778980	0.9931532	0.1387471	0.0035517	0.9978240	0.7359001	0.2493177	0.9382793	0.5120229	0.4531780	0.6706429	0.4161043	0.9848760	0.9983474	0.5026314	0.5380291	0.7337437	0.9977807	0.1647877	0.4145739	0.9714278	0.7076566	0.4474846	0.9690544
