Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G66A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.9090355	0.5316101	0.5665895	0.0323483	0.4313304	0.0332150	1.0000000	0.4410103	0.7200017	0.5268425	0.7037506	0.7159479	0.4473523	0.0000410	0.0083728	0.0669737	0.0738414	0.9999806	0.1043284	0.6517175	0.1962137	0.3579966	0.9995236	0.1567543	0.8434078	0.9921544	0.2397393	0.2062155	0.5944766	0.9999999	0.0306676	0.0618868	0.9566467	0.1048107	0.9999333	0.5251397	0.4110415	0.9966656	0.2500173	0.9988405	0.6445403	0.7094915	0.7636282	0.2758639	0.6157573	0.9996129	0.2691034	0.5549523	0.9332563	1.0000000	0.5158243	0.0261167	0.8987386	0.5626286	0.6784770	0.1406234	0.4176668	0.3600877	0.9052568	0.4647801	0.9841095	0.2985402	0.0232690	0.4981355	0.4574159	0.1654879	0.0879197	0.2293406	0.9272389	0.4993036	0.0522080	0.9864364	0.0000004	0.9087352	0.9470294	0.3751035	0.0536514	0.1127250	0.1581524	0.3737248	0.4101143	0.8753682	0.3971843	0.0387426	0.7707482	0.3090088	0.9403986	0.8857016	0.9435561	0.9207135	0.4933147	0.4367652	0.8270668	0.0298284	0.0140070	0.3819018	0.6788979	0.9846837	0.5089005	0.2212235
50	0.8854534	0.2741873	0.6511330	0.0328873	0.4313654	0.0272971	1.0000000	0.7330944	0.9103082	0.5263664	0.7206942	0.7303230	0.4996168	0.0000410	0.0083728	0.0669745	0.0984978	0.9999736	0.6464694	0.8696283	0.2235798	0.3246825	0.9995872	0.4620898	0.8467080	0.9906479	0.4074279	0.6197494	0.5010303	0.4313864	0.0418838	0.0622843	0.9020207	0.1858157	0.9999324	0.5034638	0.4114188	0.9959354	0.3099334	0.9994849	0.8156462	0.7111198	0.7636342	0.2758799	0.6121876	0.9995345	0.3155754	0.5451064	0.6393853	1.0000000	0.5166341	0.0254991	0.9168438	0.5488848	0.6712784	0.1753495	0.6090780	0.3840171	0.8977452	0.4630910	0.9840342	0.2464006	0.0229564	0.4968842	0.2811761	0.1708552	0.0797792	0.2335779	0.8788971	0.5137104	0.0544129	0.9859288	0.0000004	0.9086980	0.9461701	0.3629098	0.0596610	0.1074695	0.1591539	0.3728681	0.4148153	0.8490521	0.4405067	0.0360322	0.7696699	0.2485601	0.9292949	0.8871253	0.9435798	0.9201655	0.2800254	0.4445585	0.8678607	0.0290899	0.0127962	0.3869571	0.4929234	0.9843346	0.5091731	0.2478636
100	0.7658012	0.1789287	0.6536909	0.0342009	0.4312285	0.0190352	1.0000000	0.8343379	0.9578755	0.5316158	0.7759463	0.7540330	0.5966316	0.0000411	0.0083728	0.0669820	0.1507288	0.9999518	0.7979495	0.9187077	0.3391980	0.2403446	0.9997026	0.6644466	0.8472053	0.9681378	0.6998716	0.7966057	0.4752377	0.2423544	0.0455361	0.0629378	0.8804927	0.2186282	0.9999235	0.4632052	0.4119538	0.9893346	0.3796104	0.9997503	0.8463074	0.7260191	0.7636604	0.2759014	0.6218547	0.9992901	0.3225993	0.5424487	0.4926254	1.0000000	0.5150261	0.0257064	0.9753497	0.5067698	0.6532795	0.1880359	0.6445711	0.4669284	0.8762845	0.4415365	0.9834435	0.2173867	0.0215407	0.4933429	0.2185530	0.1736663	0.0943014	0.2467087	0.8960280	0.5390774	0.0595885	0.9848818	0.0000002	0.9083549	0.9312337	0.3104130	0.0858404	0.0855973	0.1696680	0.3729058	0.4244310	0.7888291	0.4292135	0.0278400	0.7526421	0.2327272	0.8865594	0.9035041	0.9430730	0.9175445	0.2017164	0.4543113	0.8944666	0.0276254	0.0122191	0.4083948	0.4601516	0.9797191	0.5130939	0.3227664
150	0.5640985	0.1455397	0.6139307	0.0352578	0.4301088	0.0144926	1.0000000	0.8710526	0.9716500	0.5493316	0.8367891	0.7669860	0.6447365	0.0000411	0.0083728	0.0670026	0.1824060	0.9999303	0.8402385	0.9231181	0.4933568	0.1768712	0.9997780	0.8323030	0.8436667	0.9303321	0.8463335	0.8696047	0.4583699	0.1795119	0.0467321	0.0632822	0.8715637	0.2344332	0.9999034	0.4310745	0.4115235	0.9698171	0.4176366	0.9998362	0.8482841	0.7502277	0.7636499	0.2757537	0.6192373	0.9990662	0.3266528	0.5602229	0.3991649	1.0000000	0.4973016	0.0286693	0.9947512	0.4385044	0.6373702	0.1949561	0.6461636	0.5717281	0.8543687	0.3943594	0.9806623	0.1970316	0.0194067	0.4866053	0.1957532	0.1851790	0.1102174	0.2590071	0.9498923	0.5516845	0.0640328	0.9850057	0.0000001	0.9050895	0.8761444	0.2498886	0.1207356	0.0621531	0.1962742	0.3821877	0.4185913	0.7465474	0.4078052	0.0226627	0.7184272	0.2285679	0.8185561	0.9354284	0.9386957	0.9132188	0.1473469	0.4511873	0.9191119	0.0263291	0.0239846	0.4435441	0.4560654	0.9632678	0.5270511	0.3998828
200	0.3910023	0.1420474	0.5645486	0.0358455	0.4303618	0.0120629	1.0000000	0.8849331	0.9771061	0.5724609	0.8772624	0.7729266	0.6619484	0.0000411	0.0083728	0.0670297	0.1911451	0.9999168	0.8520340	0.9213127	0.6042970	0.1429011	0.9997222	0.9203349	0.8371142	0.9064987	0.9043334	0.8988183	0.4410754	0.1586202	0.0471270	0.0634082	0.8675442	0.2450347	0.9998740	0.4080099	0.4094759	0.9418832	0.4336044	0.9998599	0.8462428	0.7710737	0.7635514	0.2759488	0.5822733	0.9988748	0.3423638	0.5836956	0.3484084	1.0000000	0.4759901	0.0308570	0.9988162	0.3781825	0.6252863	0.1995415	0.6517268	0.6428817	0.8369463	0.3488767	0.9705555	0.1898843	0.0173282	0.4787490	0.1773058	0.2122640	0.1068151	0.2682504	0.9745397	0.5525138	0.0672133	0.9861682	0.0000001	0.8876608	0.7886965	0.1997359	0.1475677	0.0497087	0.2341641	0.4005239	0.3965670	0.7253069	0.3922335	0.0202669	0.6751301	0.2270395	0.7619227	0.9636843	0.9278199	0.9081572	0.0992631	0.4444567	0.9352716	0.0244015	0.0535514	0.4818730	0.4568314	0.9250007	0.5565032	0.4627018
250	0.3007736	0.1534187	0.5241015	0.0361046	0.4345943	0.0106474	1.0000000	0.8903540	0.9798237	0.5916791	0.8983163	0.7761269	0.6688338	0.0000410	0.0083728	0.0670519	0.1876729	0.9999102	0.8553209	0.9199646	0.6582719	0.1268009	0.9994210	0.9616740	0.8307109	0.8919200	0.9262904	0.9106329	0.4288589	0.1516749	0.0472582	0.0634248	0.8655787	0.2526567	0.9998393	0.3943054	0.4061262	0.9177832	0.4388379	0.9998652	0.8445906	0.7859307	0.7638176	0.2769016	0.5417093	0.9985672	0.3651481	0.6027769	0.3238135	1.0000000	0.4640181	0.0307920	0.9996131	0.3431493	0.6155863	0.2036220	0.6653857	0.6707758	0.8239298	0.3196396	0.9468342	0.1930234	0.0155536	0.4726930	0.1588524	0.2370732	0.0946190	0.2761666	0.9839063	0.5472350	0.0692471	0.9873331	0.0000000	0.8379267	0.7189511	0.1626660	0.1628864	0.0444904	0.2721204	0.4179164	0.3669827	0.7159792	0.3838619	0.0191010	0.6319349	0.2255211	0.7422251	0.9805573	0.9137574	0.9031176	0.0732402	0.4413570	0.9396279	0.0224073	0.0834022	0.5131115	0.4582075	0.8609036	0.5944892	0.5092320
300	0.2804546	0.1699160	0.4968960	0.0361714	0.4417028	0.0098169	1.0000000	0.8925769	0.9812484	0.6041170	0.9081492	0.7783061	0.6728785	0.0000406	0.0083728	0.0670645	0.1817027	0.9999074	0.8562353	0.9193227	0.6774257	0.1195677	0.9988098	0.9806386	0.8256096	0.8809824	0.9346128	0.9156655	0.4217566	0.1493660	0.0473016	0.0633677	0.8645498	0.2580840	0.9998059	0.3875773	0.4027184	0.9030665	0.4396953	0.9998658	0.8437474	0.7961485	0.7650083	0.2783186	0.5173571	0.9980318	0.3869414	0.6151501	0.3125047	1.0000000	0.4587767	0.0300476	0.9997531	0.3261264	0.6081729	0.2073153	0.6792622	0.6751775	0.8146532	0.3036960	0.9127390	0.1970102	0.0142686	0.4689318	0.1447920	0.2518351	0.0837763	0.2827403	0.9875622	0.5405443	0.0704542	0.9880312	0.0000000	0.7620715	0.6811002	0.1379424	0.1700225	0.0419727	0.3018542	0.4272747	0.3377646	0.7121133	0.3801709	0.0184316	0.5971892	0.2236281	0.7521466	0.9889125	0.9017523	0.8988251	0.0619588	0.4424544	0.9352857	0.0209593	0.1025713	0.5336853	0.4596309	0.7853223	0.6263791	0.5408276
350	0.3020837	0.1854413	0.4805403	0.0361404	0.4485808	0.0093472	1.0000000	0.8935814	0.9819757	0.6110900	0.9125193	0.7800334	0.6757753	0.0000399	0.0083728	0.0670695	0.1773042	0.9999063	0.8564889	0.9190485	0.6811559	0.1163892	0.9982857	0.9892672	0.8216765	0.8729482	0.9378319	0.9179764	0.4170344	0.1485984	0.0473150	0.0632633	0.8639889	0.2620638	0.9997795	0.3847639	0.4002907	0.8962570	0.4391731	0.9998655	0.8435855	0.8029574	0.7671026	0.2796118	0.5066954	0.9972733	0.4035813	0.6221039	0.3073772	1.0000000	0.4566120	0.0295217	0.9997664	0.3184349	0.6029777	0.2101575	0.6888460	0.6713016	0.8084307	0.2953739	0.8797394	0.1940596	0.0137626	0.4668164	0.1363295	0.2590877	0.0767905	0.2877061	0.9890672	0.5349050	0.0711457	0.9882959	0.0000000	0.6913325	0.6633323	0.1229816	0.1726966	0.0402728	0.3214559	0.4288871	0.3140117	0.7104472	0.3788810	0.0180046	0.5736805	0.2218749	0.7758930	0.9927480	0.8940345	0.8956652	0.0574221	0.4457477	0.9273064	0.0200711	0.1127437	0.5453381	0.4610011	0.7199676	0.6461805	0.5607817
400	0.3409156	0.1973690	0.4714161	0.0360784	0.4532628	0.0090876	1.0000000	0.8941143	0.9823304	0.6147061	0.9144151	0.7815043	0.6776956	0.0000392	0.0083728	0.0670709	0.1745196	0.9999058	0.8565588	0.9189357	0.6793338	0.1149922	0.9982228	0.9931765	0.8187246	0.8678657	0.9391217	0.9191425	0.4134111	0.1483432	0.0473178	0.0631488	0.8636877	0.2649953	0.9997619	0.3837104	0.3990612	0.8940047	0.4384701	0.9998654	0.8439064	0.8072283	0.7695166	0.2804600	0.5029736	0.9964112	0.4145665	0.6256076	0.3050128	1.0000000	0.4556716	0.0293265	0.9997600	0.3148699	0.5994168	0.2119783	0.6944122	0.6660523	0.8044982	0.2910392	0.8551269	0.1849603	0.0140189	0.4656708	0.1321305	0.2623292	0.0728905	0.2912845	0.9897334	0.5310030	0.0715343	0.9882899	0.0000000	0.6423036	0.6552401	0.1145974	0.1733515	0.0390532	0.3329358	0.4262842	0.2973646	0.7095696	0.3786199	0.0177340	0.5595917	0.2207430	0.8009063	0.9944756	0.8901384	0.8935719	0.0557196	0.4492737	0.9196474	0.0195613	0.1176325	0.5512425	0.4621909	0.6748905	0.6559344	0.5728688
