G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G65A	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0863895	0.0482999	0.6302794	0.2674967	0.4957331	0.5863198	0.2933750	0.6447253	0.0957144	0.3737006	0.5498571	0.8427266	0.0051754	0.6024348	0.2577919	0.3899534	0.0037463	0.1979315	0.3641027	0.4147373	0.6486108	0.2770705	0.5055976	0.3688963	0.3680535	0.6239204	0.0668657	0.3024523	0.1780472	0.0809043	0.4882973	0.2066439	0.0379371	0.0571202	0.2154831	0.2066302	0.4247282	0.6547590	0.0344875	0.3983692	0.3927723	0.7803541	0.2434988	0.7819076	0.1356581	0.1265711	0.2096952	0.3400511	0.4708991	0.0121119	0.5793310	0.7753420	0.2476311	0.3868417	0.7281743	0.4667116	0.2784838	0.6682936	0.7319211	0.4052554	0.3059218	0.0607701	0.4762105	0.1234378	0.0223311	0.3397331	0.0734215	0.3790861	0.4036463	0.3029783	0.3547624	0.0206527	0.6209027	0.2665437	0.5080842	0.5367827	0.4051409	0.0739915	0.6376409	0.1784477	0.4324564	0.0004660	0.0198488	0.3788622	0.0093767	0.1772219	0.3070355	0.4762565	0.4189997	0.0348291	0.1900825	0.3217648	0.2462590	0.2912001	0.0001130	0.0719029	0.6392280	0.4802631	0.6042955	0.5920403
0.3587117	0.0372039	0.6248238	0.4044772	0.3887903	0.2235110	0.4244555	0.7057047	0.0002931	0.2473897	0.6669573	0.0341313	0.0489140	0.7131299	0.0275268	0.1528099	0.0361056	0.1631266	0.3641816	0.5076709	0.3202895	0.0427677	0.2071753	0.7828879	0.2770866	0.6503443	0.0283526	0.3849007	0.1313777	0.0003053	0.4738856	0.2415237	0.0655608	0.3969679	0.0864904	0.1616706	0.4152804	0.1584357	0.1797261	0.4181689	0.4576476	0.6024992	0.1192774	0.6736927	0.6175132	0.3368915	0.0001068	0.0976555	0.4216328	0.1606641	0.2789655	0.2945504	0.1478017	0.4941696	0.6713301	0.4064267	0.6109415	0.7398118	0.2896100	0.5064848	0.0000407	0.4863342	0.6272256	0.3962803	0.1136637	0.5268298	0.4989176	0.0529188	0.0411385	0.6436961	0.3115385	0.0002721	0.7024439	0.2155138	0.5223090	0.8940719	0.4872918	0.0123144	0.5458718	0.0181409	0.2676369	0.0085425	0.4383979	0.7135968	0.1126592	0.1037936	0.2960027	0.4063764	0.2819718	0.0011875	0.3627325	0.0842195	0.5120864	0.5216149	0.1340727	0.2575981	0.5498802	0.4121128	0.6038818	0.4428128
0.3037195	0.1668102	0.6089116	0.1960528	0.1847868	0.4124647	0.2343150	0.4874800	0.0000291	0.4939946	0.7027730	0.5600638	0.0224306	0.6380275	0.0744627	0.2871103	0.0719961	0.1431284	0.4011898	0.4430826	0.5039716	0.0899409	0.2464028	0.2402511	0.1859810	0.5508434	0.0534124	0.5266656	0.0420035	0.0465976	0.5703020	0.4065142	0.5379989	0.3319060	0.0933358	0.1347627	0.4694591	0.6297683	0.0598018	0.6593224	0.3095989	0.4989939	0.0178784	0.7129242	0.4768944	0.2627978	0.3323812	0.2399502	0.4896776	0.2980962	0.2459641	0.4239575	0.1743505	0.6593000	0.5567346	0.4932118	0.3486866	0.5976172	0.5056339	0.4169145	0.0341579	0.3292734	0.6040398	0.2556119	0.0192430	0.5604223	0.8115509	0.0918114	0.4469668	0.1524804	0.4450785	0.0025213	0.4483346	0.2708099	0.4144268	0.6493814	0.5313495	0.0107218	0.6114404	0.2166965	0.1936545	0.2363126	0.0827809	0.6314937	0.0011637	0.6372973	0.4836614	0.2821857	0.3343134	0.0785733	0.3276684	0.4279432	0.2690407	0.4216473	0.3430409	0.1565152	0.6633427	0.5316552	0.6251957	0.3875874
0.4631570	0.1083348	0.6762097	0.0887653	0.1273813	0.4190459	0.2647677	0.1718581	0.0660064	0.2996897	0.7479787	0.5904060	0.2989178	0.3399944	0.3740860	0.2564819	0.0640391	0.4095424	0.2503043	0.3322166	0.4126690	0.1821332	0.4374772	0.5622561	0.4476884	0.5632237	0.0369803	0.6366599	0.0392518	0.0038110	0.6032719	0.4623296	0.3699107	0.2476905	0.0873333	0.1858834	0.2277172	0.7203952	0.0265828	0.2577801	0.2593832	0.6175258	0.1477355	0.7787459	0.1096432	0.1107093	0.2068449	0.3514860	0.3807232	0.3305645	0.5184885	0.6323592	0.3500476	0.6129252	0.5562836	0.5843412	0.3738584	0.4501749	0.6212431	0.5964839	0.2859726	0.5592985	0.5349681	0.4539466	0.3018711	0.3713441	0.6215027	0.5350083	0.6406702	0.2986782	0.6064565	0.0001454	0.1899852	0.2884504	0.3427495	0.2201132	0.2889211	0.0354435	0.4879105	0.0302735	0.0093495	0.2949168	0.0698835	0.6475726	0.1516240	0.3199104	0.4187611	0.5899798	0.6869901	0.0602787	0.0945081	0.4487932	0.6391680	0.0880931	0.0045116	0.0273701	0.7191233	0.1023392	0.5183468	0.1700812
0.2728995	0.1409176	0.5731782	0.5921390	0.5016865	0.4060759	0.3046883	0.5368825	0.1854906	0.4164707	0.3075029	0.5352503	0.0289011	0.7321515	0.0751603	0.2245097	0.0005811	0.1554276	0.4753909	0.5259669	0.5087155	0.2561833	0.4561281	0.2943109	0.2149687	0.7248195	0.0473704	0.4096143	0.1277307	0.0729755	0.4307047	0.1835247	0.0916017	0.1726493	0.1539717	0.1408410	0.3752462	0.0890568	0.3273328	0.6421493	0.2433443	0.4530736	0.1756668	0.6556051	0.4526101	0.0265782	0.0138865	0.2070701	0.6717165	0.0402532	0.2509614	0.6380755	0.5186360	0.6204188	0.3228471	0.4377156	0.5513203	0.6828023	0.4318651	0.6562284	0.0015068	0.2760023	0.7459560	0.3942742	0.0855432	0.6670600	0.3183662	0.1986491	0.3104547	0.2370132	0.2975449	0.0000083	0.6081977	0.3011130	0.6000691	0.6447298	0.7668119	0.1622260	0.4852098	0.1428924	0.0574523	0.4956597	0.0634307	0.6880506	0.4003754	0.6991943	0.0928257	0.6063840	0.6377275	0.1244934	0.0538777	0.1378006	0.6211925	0.4285844	0.0000788	0.0775360	0.6142000	0.4098883	0.4673310	0.3640159
0.0002348	0.0715774	0.4681870	0.5751100	0.5863694	0.3919701	0.2997996	0.4896431	0.0005305	0.4438430	0.5823858	0.5893311	0.0613626	0.5443485	0.3882998	0.2679439	0.0271050	0.2601938	0.4035675	0.5763916	0.6647192	0.0945545	0.2926719	0.4635533	0.0673534	0.5955645	0.0551970	0.1082633	0.3094986	0.4916597	0.4431576	0.3333275	0.0143562	0.0263775	0.4275744	0.3496412	0.2794161	0.5065718	0.1160149	0.3083599	0.2152818	0.3708579	0.3018091	0.6855929	0.0852876	0.0289383	0.0055504	0.1137565	0.4685217	0.0124654	0.3266137	0.3118745	0.3563056	0.5779467	0.6481545	0.3596595	0.5459917	0.4434317	0.6378461	0.5091686	0.0009867	0.2277606	0.3508690	0.0828235	0.1876179	0.6531729	0.1333964	0.6205572	0.2251345	0.1289832	0.3767357	0.0479953	0.4351520	0.7213719	0.3708721	0.4367741	0.3018997	0.0001546	0.6865480	0.0031967	0.7249227	0.1507873	0.3058191	0.6043555	0.0030078	0.5864309	0.1793761	0.4694329	0.0080818	0.0383931	0.4460119	0.3502025	0.4296600	0.5273646	0.0362090	0.2417841	0.7175020	0.4898145	0.5429400	0.2364531
0.3500979	0.0956632	0.4951330	0.5623758	0.4148560	0.5264369	0.5151063	0.4533274	0.0000453	0.1477120	0.5164030	0.6848436	0.1421671	0.4232292	0.3550503	0.4835433	0.0071618	0.3471459	0.2603719	0.4960923	0.6080842	0.0905373	0.2864247	0.1992175	0.0641805	0.5699812	0.0950297	0.2346025	0.0724372	0.0780507	0.4537427	0.2683536	0.0716210	0.1884134	0.1778572	0.2177950	0.5949605	0.1638116	0.2032310	0.6051559	0.2058703	0.4334562	0.1509526	0.5988047	0.1308451	0.0000823	0.0217581	0.2265576	0.4294187	0.2299007	0.0600899	0.6741325	0.4028240	0.5914661	0.4418921	0.4167984	0.4822748	0.4874729	0.6416103	0.6653439	0.0015200	0.6173801	0.7346504	0.3902703	0.3475428	0.2014662	0.0394585	0.4974993	0.5213338	0.1294724	0.0410015	0.0583935	0.3563276	0.5286952	0.3256185	0.4544072	0.5468870	0.0018879	0.6134565	0.0111756	0.3102184	0.0189544	0.1391739	0.4458076	0.0212026	0.2813953	0.4764861	0.1198436	0.0139890	0.0142713	0.1483362	0.3830359	0.0895540	0.6074417	0.0823660	0.1337822	0.5753593	0.4006052	0.5633544	0.4229486
0.1419327	0.1919585	0.8342616	0.5271456	0.5128852	0.2575772	0.2962239	0.4111244	0.1007861	0.3878214	0.5862483	0.7336684	0.0615450	0.5556403	0.1726929	0.3697357	0.0014461	0.5938969	0.2037963	0.2586420	0.2257578	0.1761860	0.6086553	0.1292230	0.3320414	0.6789801	0.0020472	0.2391961	0.1397138	0.1188462	0.2176554	0.2151886	0.0771523	0.4213987	0.0866078	0.1871610	0.4430140	0.4062207	0.0721317	0.4926886	0.3206169	0.4168916	0.2163507	0.5845490	0.2829207	0.2990796	0.3547616	0.3799766	0.2872943	0.0202174	0.1117623	0.3056892	0.1993535	0.6012653	0.6194230	0.4801075	0.4980909	0.6053492	0.5541068	0.5973686	0.1862617	0.3338878	0.4375028	0.2680497	0.2235817	0.7101516	0.3457997	0.4573839	0.6587042	0.3644128	0.5779405	0.0542734	0.5235209	0.0190600	0.2063034	0.6067117	0.6758287	0.0484399	0.7748414	0.0159769	0.2569814	0.0009377	0.4328968	0.4266601	0.0117212	0.2284685	0.0613347	0.4525651	0.2128442	0.1986586	0.2548414	0.6506616	0.5094172	0.1301976	0.2214625	0.2050910	0.3156120	0.4062162	0.3659578	0.6580762
0.0945286	0.0852918	0.6900428	0.0109474	0.1778555	0.4881882	0.2312268	0.3757622	0.0003992	0.3126648	0.6944291	0.7232993	0.5964604	0.2671184	0.2362633	0.3326290	0.1672041	0.4658817	0.1703365	0.3725454	0.6292202	0.3470006	0.4913066	0.2597955	0.3457742	0.8197891	0.0922970	0.4902630	0.0494896	0.1718982	0.5888564	0.6509117	0.3206165	0.0947212	0.4168578	0.2630480	0.6212527	0.5060154	0.0181886	0.6316687	0.4230005	0.6643736	0.1280343	0.5851514	0.1853008	0.0083385	0.1082012	0.2457268	0.4565281	0.4307826	0.4837625	0.5906787	0.6006156	0.7008411	0.5963164	0.4381233	0.1898557	0.5547490	0.6485577	0.3170378	0.0570542	0.2369566	0.4257942	0.1322664	0.1002077	0.3637428	0.5388867	0.3299673	0.7762877	0.0205410	0.4717701	0.0671388	0.4928757	0.2133436	0.4286868	0.4785960	0.2336103	0.2815000	0.7214818	0.2470316	0.0003888	0.2204160	0.2099942	0.5293337	0.0792736	0.3965140	0.3562691	0.4563837	0.3998993	0.0272897	0.5044149	0.3412761	0.5026910	0.2463236	0.2189447	0.1004285	0.5258604	0.2454097	0.2404732	0.4887122
0.3015520	0.0971190	0.7473024	0.4205388	0.4136901	0.3156613	0.4677049	0.6864501	0.1807455	0.4334538	0.5614243	0.5451639	0.0717828	0.4933930	0.0701036	0.2896156	0.0155106	0.2445328	0.2910155	0.5144402	0.6149194	0.3688103	0.6153569	0.4362335	0.3544266	0.6965611	0.0251409	0.1137516	0.2893472	0.0356325	0.4529347	0.3960064	0.1392450	0.0237151	0.4858875	0.2322193	0.5973478	0.4802245	0.1633111	0.4012634	0.4119296	0.5694211	0.2530434	0.7363399	0.2384421	0.0502522	0.2373557	0.0208693	0.7155552	0.1208316	0.2783680	0.6039420	0.0889740	0.6592845	0.6012093	0.4154161	0.2862064	0.7364788	0.2330502	0.6217660	0.0021568	0.1679224	0.5440912	0.0072408	0.0281446	0.3898384	0.1599885	0.1724240	0.0534699	0.1164603	0.4065464	0.0619000	0.3725364	0.5758027	0.2556424	0.6675416	0.3979701	0.2120648	0.6976225	0.0211318	0.0842133	0.1413701	0.0236454	0.6882922	0.0544413	0.2485727	0.0810119	0.3877720	0.3496196	0.0137592	0.5206531	0.3940523	0.5572533	0.0841790	0.0420375	0.2509471	0.2621918	0.0576564	0.2268311	0.4189948
