"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G77A	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.9999088	0.0288333	0.8940539	0.9943971	0.0498161	0.3684078	0.9512706	0.8543077	0.1256018	0.2014717	0.9862743	0.8191446	0.5086521	0.9997510	0.9669876	0.2577038	0.3173967	0.2347943	0.9222597	0.4693114	0.4621035	0.1088633	0.5902781	0.0533336	0.2388310	0.7621042	0.9900612	0.6223763	0.6000405	0.4919045	0.9993295	0.6338561	0.1485602	0.9001567	0.8370136	0.3081757	0.3208145	0.8776454	0.8144963	0.7087695	0.9951740	0.8795311	0.9131529	0.2270725	0.9553966	0.9848692	0.3070038	0.9999811	0.7974191	0.9878500	0.6577321	0.4540379	0.1292870	0.2502518	0.9999246	0.9993402	0.1225569	0.2371251	0.0002198	0.0121424	0.8769853	0.4015757	0.0061623	0.6208964	0.9999862	0.3998054	0.8561982	0.5391946	0.7914099	0.3182236	0.2072295	0.4562456	0.5885529	0.7243348	0.1553421	0.8774447	0.0163631	0.0921248	0.0003505	0.4755703	0.0977528	0.6645201	0.5997665	0.4200129	0.0677335	0.5514875	0.0458867	0.4692580	0.7900518	0.4801283	0.0136944	0.1369083	0.8595482	0.4953817	0.0847599	0.8978843	0.0351992	0.6175099	0.1958725	0.2266505
50	0.9661821	0.0262640	0.8826573	0.4962564	0.0498502	0.3702162	0.9798765	0.8547240	0.3719417	0.2015180	0.9853013	0.8212731	0.5090301	0.7895337	0.9717627	0.2192970	0.3348146	0.2293030	0.5704917	0.3895048	0.3647094	0.1085049	0.5903572	0.5296567	0.2391296	0.9374858	0.9985756	0.6255020	0.6691585	0.4722883	0.9972764	0.6338201	0.0764408	0.9095058	0.8383872	0.3221887	0.3211400	0.9327465	0.8025852	0.6331393	0.9952766	0.8750852	0.9131319	0.2277773	0.9554567	0.6620857	0.2951205	0.9999757	0.5016727	0.7118875	0.6569826	0.4460335	0.1299985	0.1452681	0.9999598	0.9995784	0.2181799	0.2470071	0.0002275	0.0209489	0.8762808	0.4258176	0.3343183	0.6273027	0.9999836	0.5682056	0.8433171	0.7371884	0.8748678	0.3370408	0.2062474	0.6115757	0.6915706	0.6837969	0.1532465	0.8692708	0.0176022	0.0920510	0.0014352	0.5256270	0.0979384	0.6595074	0.5984016	0.4201824	0.4116226	0.5514937	0.0419305	0.4637967	0.7838156	0.4802150	0.3516390	0.0641858	0.8592754	0.4944806	0.0851502	0.8673387	0.2012867	0.6116905	0.1979496	0.1448522
100	0.9640836	0.0217107	0.8992676	0.3496815	0.0502152	0.3745714	0.9900313	0.8510982	0.4386165	0.2021466	0.9807298	0.8211571	0.5083385	0.7461704	0.9767118	0.1537030	0.3747273	0.2021271	0.5664350	0.3592273	0.3624050	0.1040851	0.5968449	0.7304580	0.2424293	0.9770100	0.9997958	0.6325957	0.7017880	0.4340247	0.9862672	0.6329155	0.0542626	0.9129586	0.8527141	0.3590649	0.3216591	0.9447295	0.7832023	0.6126340	0.9954594	0.8721816	0.9128073	0.2348758	0.9559910	0.5688365	0.2687010	0.9999366	0.4018881	0.6354399	0.6482996	0.4344820	0.1369590	0.0857561	0.9999855	0.9996684	0.2356122	0.3263117	0.0002986	0.0279089	0.8736187	0.3706118	0.4522073	0.6344223	0.9999745	0.6096251	0.8201003	0.7986512	0.9458319	0.3895579	0.1995426	0.6524559	0.8201116	0.6745095	0.1671241	0.8588593	0.0227733	0.0925422	0.0019158	0.7746075	0.0984002	0.6772845	0.5877714	0.4209804	0.5368635	0.5515116	0.0312757	0.4510963	0.7404322	0.4807946	0.6861448	0.0390862	0.8579333	0.4949875	0.0872841	0.7537854	0.2799088	0.5947784	0.1968356	0.1397569
150	0.9639728	0.0190071	0.9356438	0.3065284	0.0509922	0.3781219	0.9936912	0.8407803	0.4570020	0.2042889	0.9717453	0.8200655	0.5029276	0.7371111	0.9834116	0.1176774	0.4046158	0.1677417	0.5706885	0.3475401	0.3607681	0.0930380	0.6306866	0.8152455	0.2495393	0.9852643	0.9999707	0.6378727	0.7176227	0.4178797	0.9716933	0.6284451	0.0471347	0.9161713	0.8803155	0.3925461	0.3216902	0.9467607	0.7703803	0.6002357	0.9955382	0.8709768	0.9108598	0.2483559	0.9569964	0.5429862	0.2501585	0.9998559	0.3830971	0.6112764	0.6353668	0.4265092	0.1506043	0.0494145	0.9999925	0.9997224	0.2297507	0.4492730	0.0006419	0.0285810	0.8677235	0.3238717	0.5145033	0.6336376	0.9999656	0.5740273	0.8025087	0.8243047	0.9693904	0.4447597	0.1859777	0.6480613	0.8777494	0.6677874	0.1945675	0.8532918	0.0316458	0.0964995	0.0018271	0.8338940	0.0982561	0.7071906	0.5773444	0.4197771	0.5730859	0.5515270	0.0231865	0.4434509	0.6749134	0.4795401	0.8201770	0.0303797	0.8558001	0.5027123	0.0883365	0.6515658	0.3216049	0.5801412	0.1856536	0.1619171
200	0.9639771	0.0178500	0.9567124	0.2937836	0.0518597	0.3801883	0.9950173	0.8315805	0.4629710	0.2083270	0.9610872	0.8186320	0.4944155	0.7351370	0.9880921	0.1026243	0.4203029	0.1464223	0.5725632	0.3430246	0.3659410	0.0794009	0.6782128	0.8512802	0.2576591	0.9864114	0.9999957	0.6405546	0.7249009	0.4211306	0.9600055	0.6197745	0.0445540	0.9207161	0.9069120	0.4123057	0.3211306	0.9465977	0.7615985	0.5901978	0.9955534	0.8701530	0.9054736	0.2605935	0.9579862	0.5365007	0.2413741	0.9997785	0.3794708	0.6020528	0.6301575	0.4215158	0.1644582	0.0313825	0.9999946	0.9997352	0.2216352	0.5162897	0.0015215	0.0285691	0.8595391	0.3054744	0.5472124	0.6318725	0.9999609	0.5316761	0.7860771	0.8372862	0.9769629	0.4893782	0.1736651	0.6308805	0.8983083	0.6583974	0.2101683	0.8489217	0.0407341	0.1043144	0.0015812	0.8432539	0.0976018	0.7267446	0.5764474	0.4159392	0.5818354	0.5515330	0.0190753	0.4404859	0.6244866	0.4764462	0.8622923	0.0273776	0.8537156	0.5137645	0.0877373	0.6026793	0.3434795	0.5709272	0.1749601	0.1870169
250	0.9639822	0.0174548	0.9654111	0.2899796	0.0525591	0.3812194	0.9954897	0.8281261	0.4663358	0.2133564	0.9527992	0.8170044	0.4861981	0.7346764	0.9904776	0.0967578	0.4274330	0.1368168	0.5732118	0.3412820	0.3737075	0.0680974	0.7138516	0.8668374	0.2643615	0.9860606	0.9999993	0.6416327	0.7277598	0.4296292	0.9516860	0.6095850	0.0432735	0.9256025	0.9253055	0.4199459	0.3200347	0.9460602	0.7550554	0.5832106	0.9955713	0.8689207	0.8959133	0.2676730	0.9586843	0.5352147	0.2379541	0.9997308	0.3786221	0.5980967	0.6341431	0.4210186	0.1743876	0.0232275	0.9999953	0.9997239	0.2164470	0.5446031	0.0026940	0.0287033	0.8522327	0.3053257	0.5581175	0.6311090	0.9999611	0.5089325	0.7701095	0.8416238	0.9795576	0.5198401	0.1679706	0.6158468	0.9026499	0.6475154	0.2154912	0.8440184	0.0471468	0.1126128	0.0013348	0.8398312	0.0971123	0.7305518	0.5799075	0.4115941	0.5834732	0.5515330	0.0171609	0.4396553	0.5965103	0.4735315	0.8767809	0.0264045	0.8524055	0.5232451	0.0868395	0.5855572	0.3553951	0.5655756	0.1715795	0.2021097
300	0.9639843	0.0173637	0.9685841	0.2888147	0.0530243	0.3816914	0.9956657	0.8283247	0.4693977	0.2178158	0.9483201	0.8153262	0.4801561	0.7345717	0.9914996	0.0945031	0.4305486	0.1328402	0.5734033	0.3406103	0.3799420	0.0607537	0.7341317	0.8737316	0.2687020	0.9854976	0.9999998	0.6419585	0.7283067	0.4357829	0.9457873	0.6006848	0.0423594	0.9296684	0.9357222	0.4211513	0.3186126	0.9455500	0.7504464	0.5791588	0.9956043	0.8668282	0.8832468	0.2704213	0.9590854	0.5351421	0.2367750	0.9997073	0.3782620	0.5963747	0.6421929	0.4242069	0.1802503	0.0196427	0.9999955	0.9997111	0.2141005	0.5560999	0.0036092	0.0289079	0.8476447	0.3111934	0.5583015	0.6309594	0.9999651	0.4996139	0.7573153	0.8411748	0.9805603	0.5379417	0.1672901	0.6068692	0.9006468	0.6375752	0.2170999	0.8381933	0.0508242	0.1183292	0.0011526	0.8276229	0.0971042	0.7260321	0.5825103	0.4081630	0.5837118	0.5515316	0.0162948	0.4397350	0.5829907	0.4716246	0.8824247	0.0261842	0.8522317	0.5298347	0.0862001	0.5809789	0.3620980	0.5625698	0.1733039	0.2071727
350	0.9639850	0.0173753	0.9696701	0.2884398	0.0532974	0.3818977	0.9957454	0.8287861	0.4721879	0.2207665	0.9466925	0.8138102	0.4764240	0.7345574	0.9918538	0.0936370	0.4319882	0.1309311	0.5734556	0.3403516	0.3835238	0.0566680	0.7443782	0.8768761	0.2708418	0.9850107	0.9999999	0.6419890	0.7276523	0.4385269	0.9416111	0.5942913	0.0416176	0.9325012	0.9407303	0.4205653	0.3171518	0.9451474	0.7475598	0.5771656	0.9956382	0.8638024	0.8698077	0.2710785	0.9592834	0.5352611	0.2363986	0.9996966	0.3779164	0.5956505	0.6502500	0.4283123	0.1833666	0.0180771	0.9999956	0.9997064	0.2135341	0.5608509	0.0040816	0.0290853	0.8455864	0.3164066	0.5555916	0.6310131	0.9999704	0.4961623	0.7488747	0.8396475	0.9810205	0.5477239	0.1684093	0.6027969	0.8968992	0.6301925	0.2178299	0.8315977	0.0528159	0.1210537	0.0010381	0.8112923	0.0975343	0.7205304	0.5828220	0.4059141	0.5837945	0.5515309	0.0159404	0.4402099	0.5765584	0.4705926	0.8848152	0.0262557	0.8531582	0.5338222	0.0858294	0.5802362	0.3656963	0.5609190	0.1761738	0.2072623
400	0.9639851	0.0174132	0.9700217	0.2883098	0.0534445	0.3819873	0.9957857	0.8279827	0.4743188	0.2222448	0.9464395	0.8126130	0.4743177	0.7345621	0.9919091	0.0933040	0.4327501	0.1297465	0.5734780	0.3402520	0.3851727	0.0545964	0.7493022	0.8783290	0.2714849	0.9846543	0.9999999	0.6419266	0.7264492	0.4393022	0.9387607	0.5903169	0.0410391	0.9342319	0.9427945	0.4202694	0.3158791	0.9448599	0.7459695	0.5763498	0.9956625	0.8601407	0.8578908	0.2711728	0.9593676	0.5353576	0.2362832	0.9996917	0.3774817	0.5953599	0.6566498	0.4315151	0.1849002	0.0173932	0.9999956	0.9997088	0.2138628	0.5628461	0.0042455	0.0292075	0.8450150	0.3193203	0.5532804	0.6310800	0.9999748	0.4948563	0.7440381	0.8388916	0.9812721	0.5526676	0.1695170	0.6014391	0.8934964	0.6255975	0.2183480	0.8248106	0.0540044	0.1219694	0.0009725	0.7962442	0.0982036	0.7169941	0.5815739	0.4045987	0.5838684	0.5515310	0.0158485	0.4408210	0.5732165	0.4700799	0.8858756	0.0264346	0.8548498	0.5359188	0.0856362	0.5803860	0.3674461	0.5600051	0.1782220	0.2062228
450	0.9639850	0.0174511	0.9701262	0.2882605	0.0535194	0.3820267	0.9957985	0.8260860	0.4756499	0.2227834	0.9465626	0.8117721	0.4731134	0.7345667	0.9918465	0.0931759	0.4332136	0.1289222	0.5734976	0.3402138	0.3858556	0.0535681	0.7516190	0.8789830	0.2713809	0.9844198	0.9999999	0.6418507	0.7251121	0.4394722	0.9369477	0.5881160	0.0406245	0.9351836	0.9435818	0.4205765	0.3149005	0.9446721	0.7452063	0.5761104	0.9956761	0.8563530	0.8487230	0.2712435	0.9593964	0.5354121	0.2362495	0.9996890	0.3769658	0.5952490	0.6611648	0.4334764	0.1855742	0.0170933	0.9999956	0.9997137	0.2145251	0.5636552	0.0042687	0.0292819	0.8450322	0.3205345	0.5519706	0.6310970	0.9999778	0.4943263	0.7414829	0.8391101	0.9814256	0.5549983	0.1701441	0.6012183	0.8911434	0.6231486	0.2187230	0.8185915	0.0548679	0.1222179	0.0009367	0.7851521	0.0989060	0.7153644	0.5799039	0.4038866	0.5839195	0.5515311	0.0158909	0.4414189	0.5711524	0.4698163	0.8863568	0.0266356	0.8568523	0.5368779	0.0855479	0.5807364	0.3682151	0.5594783	0.1792680	0.2054835
500	0.9639849	0.0174814	0.9701513	0.2882402	0.0535561	0.3820429	0.9957897	0.8238624	0.4763306	0.2229023	0.9466522	0.8112349	0.4723504	0.7345686	0.9917525	0.0931266	0.4335160	0.1283678	0.5735154	0.3401991	0.3861665	0.0530227	0.7526931	0.8792523	0.2710503	0.9842795	0.9999999	0.6417881	0.7238899	0.4396559	0.9358912	0.5869969	0.0403514	0.9356673	0.9439587	0.4211611	0.3142185	0.9445598	0.7449020	0.5761113	0.9956824	0.8529228	0.8423702	0.2713209	0.9594016	0.5354388	0.2362419	0.9996870	0.3764228	0.5952088	0.6641437	0.4345310	0.1858033	0.0169604	0.9999955	0.9997183	0.2152133	0.5639426	0.0042471	0.0293240	0.8451800	0.3209437	0.5513468	0.6310628	0.9999797	0.4941134	0.7401686	0.8398329	0.9815215	0.5559979	0.1703977	0.6013512	0.8897985	0.6220205	0.2189668	0.8135073	0.0555965	0.1223427	0.0009175	0.7779726	0.0995076	0.7147218	0.5785196	0.4035220	0.5839484	0.5515311	0.0159937	0.4419246	0.5696250	0.4696586	0.8865756	0.0268170	0.8587742	0.5372798	0.0855146	0.5811975	0.3685248	0.5591655	0.1797574	0.2051281
550	0.9977143	0.0206928	0.9409431	0.7858077	0.0535380	0.3801965	0.9656342	0.8200567	0.2364528	0.2227866	0.9488778	0.8087088	0.4728543	0.9447844	0.9902994	0.1155652	0.4054284	0.1670551	0.9365306	0.4214623	0.5279228	0.0533215	0.7007764	0.4134318	0.2703918	0.7221189	0.9927292	0.6385617	0.6565060	0.4674283	0.9526465	0.5864524	0.1099355	0.9289703	0.9436756	0.4026401	0.3134144	0.8848710	0.7598250	0.6483736	0.9955842	0.8501383	0.8383385	0.2694129	0.9593112	0.8602932	0.2502512	0.9997454	0.5128199	0.8714020	0.6668477	0.4422227	0.1845499	0.0503099	0.9999946	0.9991697	0.1245946	0.5571215	0.0030931	0.0761368	0.8459918	0.2868581	0.2011880	0.6483589	0.9999854	0.3840416	0.7527166	0.6492202	0.9817780	0.5287002	0.1768080	0.4348551	0.8871183	0.6637416	0.2129298	0.8201444	0.0443101	0.1222098	0.0010620	0.7703238	0.0991897	0.7181544	0.6190430	0.4036114	0.2698249	0.5515233	0.0195094	0.4439605	0.6065737	0.4697770	0.6646386	0.1025787	0.8609395	0.5382810	0.0858259	0.6621926	0.2004863	0.5631911	0.1784142	0.3290091
600	0.9998136	0.0297956	0.9020439	0.9322250	0.0531632	0.3756540	0.9548838	0.8232154	0.1713686	0.2212606	0.9578701	0.8088881	0.4743177	0.9881166	0.9884692	0.1726801	0.3611614	0.2153025	0.9346963	0.4525328	0.5398694	0.0596140	0.6224213	0.2165564	0.2665959	0.6797655	0.9915004	0.6309958	0.6215713	0.5021760	0.9801227	0.5865041	0.1312909	0.9267248	0.9373554	0.3620265	0.3122640	0.8727515	0.7806640	0.6690987	0.9954062	0.8481123	0.8373703	0.2545739	0.9587682	0.9541469	0.2775464	0.9998330	0.5360756	0.9520444	0.6670707	0.4506276	0.1740092	0.0996043	0.9999902	0.9987966	0.1140484	0.4534124	0.0011830	0.1057588	0.8503633	0.3269477	0.0705129	0.6594880	0.9999918	0.4138296	0.7868205	0.5862798	0.9803928	0.4642359	0.1891716	0.3962187	0.8699226	0.6756772	0.1922076	0.8292169	0.0310623	0.1177779	0.0017446	0.7368128	0.0990187	0.6951617	0.6613901	0.4063149	0.1726756	0.5515060	0.0277869	0.4523529	0.6621758	0.4720000	0.5463911	0.1292494	0.8641934	0.5365318	0.0877136	0.8155777	0.1176012	0.5784595	0.1854091	0.3073381
