G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G71A	G95	G96	G97	G98	G99	G100
0.1808865	0.5881063	0.0992999	0.2782816	0.5125871	0.7029203	0.6515227	0.7651028	0.7129992	0.0163060	0.4748485	0.6990456	0.7694211	0.3789401	0.5885388	0.5095334	0.4705742	0.5061134	0.5026961	0.4117866	0.0477820	0.7114086	0.0765391	0.2733389	0.3452006	0.5099130	0.6333852	0.6182913	0.4345481	0.4361800	0.5935206	0.0496745	0.0441485	0.2241838	0.0453797	0.5818967	0.0447198	0.3995648	0.6225218	0.0270087	0.3211872	0.2053053	0.3520159	0.0046762	0.0256043	0.6740177	0.2346062	0.2719849	0.1519279	0.1724166	0.3271736	0.5944008	0.3053975	0.3145406	0.6331973	0.3312354	0.7186897	0.1421265	0.0010955	0.5933538	0.7585575	0.1033726	0.6917122	0.5572360	0.4716958	0.7480512	0.3565304	0.1690190	0.5333965	0.0631262	0.3394854	0.2324144	0.6002880	0.0620612	0.1294622	0.1425990	0.6036639	0.0009686	0.0088579	0.4551941	0.6277216	0.3005928	0.0002202	0.1086392	0.5000000	0.5702882	0.1263839	0.1391493	0.3019578	0.6571968	0.1919580	0.6938854	0.0751173	0.3750017	0.3381172	0.0502961	0.7896460	0.0087041	0.0946002	0.7206455
0.0910320	0.3000633	0.1683007	0.2410161	0.6146499	0.6946272	0.7152008	0.6666954	0.8316402	0.0194740	0.5111047	0.5276414	0.6777221	0.2670009	0.5469679	0.6575584	0.4366481	0.6406203	0.6806861	0.4936764	0.0710680	0.6361692	0.0618523	0.4337933	0.3849984	0.4325158	0.7911758	0.5625474	0.4552464	0.5848705	0.4530097	0.0540168	0.0618178	0.2876492	0.0216228	0.6031334	0.0768532	0.3618052	0.5880101	0.0751699	0.3774452	0.1552297	0.3672708	0.0020506	0.0691919	0.6696784	0.2973369	0.2413348	0.1044490	0.3234018	0.2917794	0.7265741	0.3751169	0.2997297	0.7131605	0.3636925	0.6471624	0.0816446	0.0134259	0.5546573	0.6618232	0.1634306	0.7345742	0.4677362	0.5118245	0.6609970	0.2313922	0.1421320	0.7520790	0.0503984	0.3895849	0.2465571	0.6435257	0.0784264	0.1089716	0.1058927	0.5314522	0.0018648	0.0425977	0.6755698	0.6823502	0.3716476	0.0039144	0.1080058	0.4682397	0.5064416	0.2811433	0.1086568	0.2757911	0.5986556	0.2396118	0.5599730	0.0440247	0.3940159	0.2614251	0.0585315	0.5562233	0.0507946	0.1714257	0.5761186
0.3512105	0.5596687	0.0590302	0.2170688	0.5554552	0.7039114	0.8272965	0.7579794	0.5539698	0.0093153	0.4653905	0.7203088	0.5382254	0.2790631	0.5982417	0.5344803	0.3993989	0.6051217	0.6573038	0.3201012	0.0498124	0.7878352	0.0518627	0.3785290	0.4256290	0.4349213	0.7970165	0.6433966	0.3773068	0.3634479	0.3756195	0.0510536	0.0357852	0.2889853	0.0229672	0.5953521	0.0469576	0.2878327	0.7035027	0.0714897	0.4315685	0.1070328	0.4408806	0.0029223	0.1004442	0.6350173	0.3607089	0.1502271	0.1147961	0.2652013	0.3349196	0.7611761	0.3403685	0.2915218	0.6520301	0.2898335	0.5629903	0.1513630	0.0266726	0.5695613	0.7585973	0.1565998	0.7491303	0.4249485	0.4707743	0.6635318	0.4667789	0.1403488	0.5286029	0.1141564	0.3903709	0.3139057	0.6513138	0.0645769	0.1063323	0.0948505	0.5742249	0.0005328	0.0057491	0.5922819	0.5573513	0.3228880	0.0006478	0.1079302	0.7029244	0.5589227	0.1510157	0.1720566	0.2383033	0.7825116	0.2275781	0.4677236	0.0415964	0.2799910	0.2440798	0.0514942	0.7679100	0.0238332	0.1019933	0.6520942
0.4078511	0.5193044	0.1320742	0.1174618	0.5015109	0.6381958	0.7040034	0.5698403	0.7587029	0.0092839	0.5201262	0.5010896	0.4072008	0.3034363	0.6102314	0.5964994	0.4705949	0.7079614	0.8554608	0.3132715	0.0347558	0.7625403	0.0315487	0.3271907	0.3813080	0.4551759	0.6140253	0.8094360	0.4984869	0.5724588	0.4835766	0.0252270	0.1212947	0.2099288	0.0106327	0.5722384	0.0510479	0.4018984	0.5417935	0.0481156	0.3175780	0.1167095	0.3971411	0.0011730	0.0823113	0.7037767	0.2452777	0.2172389	0.1227901	0.2350622	0.2830126	0.7919590	0.3639604	0.2212226	0.7420736	0.4081853	0.5043829	0.1334476	0.0129693	0.5729064	0.6762566	0.1110325	0.7457334	0.4693255	0.5730423	0.6667730	0.2308679	0.1527760	0.5008251	0.0776563	0.3483194	0.3206241	0.5920426	0.0512396	0.0807663	0.0885722	0.4830789	0.0008369	0.0066453	0.5464426	0.7367745	0.3316631	0.0017610	0.0804667	0.6554274	0.5144446	0.1812142	0.1216167	0.2623049	0.6522811	0.2368214	0.5774678	0.0243353	0.3257960	0.2956227	0.0590147	0.6507035	0.0082589	0.1027971	0.6471869
0.3118359	0.5965596	0.1800759	0.0432437	0.2654753	0.6915893	0.6119538	0.6422874	0.3412865	0.1036055	0.4636923	0.6183517	0.4258211	0.3245710	0.5592104	0.6453254	0.4280605	0.7046715	0.5868299	0.2874675	0.0306467	0.7411884	0.0768578	0.4692668	0.2786028	0.3843084	0.7049408	0.6552077	0.4641796	0.4896716	0.5083813	0.0657976	0.0328603	0.2646038	0.0151368	0.4931101	0.0780112	0.3624541	0.7098765	0.0130343	0.5230750	0.0905904	0.2984631	0.0019399	0.0622264	0.7232425	0.3966786	0.3101101	0.0725557	0.3180096	0.4798960	0.5586732	0.3420578	0.3512963	0.5778705	0.4553031	0.7092653	0.1913648	0.0013850	0.6698312	0.6145783	0.2325133	0.8652452	0.5078802	0.5636538	0.7282960	0.3193326	0.1609094	0.5410539	0.1032489	0.3647254	0.2886391	0.6143843	0.0555792	0.1613621	0.1277889	0.5637888	0.0063686	0.0065334	0.7175599	0.7045216	0.3430441	0.0090407	0.1596634	0.6733911	0.5502238	0.1788914	0.1742562	0.3541507	0.5495798	0.1906530	0.5979655	0.0409649	0.4004343	0.3389212	0.0404915	0.6581053	0.0139373	0.1158636	0.5416522
0.3874535	0.5571003	0.1013633	0.2853299	0.6271700	0.2749815	0.5818416	0.6918010	0.6938571	0.0015510	0.5690106	0.6645953	0.5614009	0.2989546	0.5357619	0.5511548	0.4918795	0.6832460	0.8281968	0.4077078	0.0352533	0.6505697	0.0427600	0.3662023	0.3196311	0.3579203	0.6563510	0.7598286	0.5236081	0.4822794	0.3070580	0.0833218	0.0451595	0.2625322	0.0210500	0.6664588	0.0412808	0.4063054	0.6606684	0.0140880	0.6967954	0.0727132	0.5297743	0.0026805	0.0787865	0.5465170	0.3354077	0.2414489	0.1601476	0.2534551	0.3445094	0.6355471	0.3340296	0.2613022	0.6228068	0.3179208	0.6049797	0.1598538	0.0135719	0.5337979	0.7290767	0.2074653	0.5967101	0.5496922	0.5956224	0.6369876	0.2749664	0.1340951	0.5809966	0.1679780	0.2642749	0.2212325	0.5001184	0.1418473	0.1049287	0.1783106	0.5501245	0.0051014	0.0243526	0.6357448	0.7473486	0.4216603	0.0014446	0.0889950	0.6206026	0.4733310	0.1514410	0.2427371	0.2559300	0.6247446	0.1967790	0.4517437	0.0942338	0.3730974	0.3628918	0.0890384	0.7629328	0.0120581	0.0689494	0.6523107
0.3666986	0.5881384	0.1606353	0.1736200	0.5447631	0.6968824	0.3194884	0.5780831	0.8802484	0.0126491	0.4012850	0.6589493	0.4350572	0.2985012	0.6548675	0.6376516	0.5635958	0.7290735	0.5836905	0.3152787	0.0392036	0.5368914	0.0745938	0.3212122	0.3368899	0.4871781	0.6106677	0.6760457	0.4846133	0.5434773	0.4482052	0.0279280	0.0314928	0.2004268	0.0121465	0.5090481	0.1110898	0.3878411	0.7102335	0.0480478	0.4220699	0.1504354	0.4912932	0.0024155	0.0280044	0.5986443	0.3499806	0.2776792	0.1394430	0.2722140	0.3527616	0.6179457	0.3901222	0.2647400	0.5692964	0.3355373	0.5630225	0.1337435	0.0041878	0.6155324	0.7293067	0.0927633	0.7126348	0.5131484	0.5563033	0.5875504	0.3636890	0.0762350	0.5679751	0.0826472	0.4402767	0.2714055	0.5285863	0.1235097	0.1837702	0.1536578	0.5683577	0.0030004	0.0299395	0.5869572	0.5841079	0.3526541	0.0133609	0.1744618	0.7471682	0.5088049	0.1502669	0.1609215	0.2983328	0.5929954	0.3160545	0.6303679	0.0497651	0.3130967	0.2801358	0.0920009	0.7211510	0.0265548	0.1024196	0.5626427
0.3487123	0.5784999	0.1456894	0.2598168	0.4217345	0.7726672	0.5013802	0.3733162	0.6679431	0.0327995	0.6223774	0.5237183	0.4431848	0.3582312	0.6587574	0.5389577	0.4801870	0.6904958	0.6499835	0.3261959	0.0272327	0.7127071	0.0385206	0.4855549	0.3552235	0.4236191	0.7836024	0.8285715	0.4564711	0.4969645	0.4370260	0.0493947	0.0526739	0.2492392	0.0130672	0.4341256	0.1007730	0.3522021	0.6240369	0.0177568	0.5341024	0.1045319	0.4759530	0.0091812	0.0543367	0.6394320	0.3879112	0.3075487	0.1278230	0.2882671	0.4164369	0.7921659	0.4419591	0.1726536	0.6141822	0.3671848	0.8010220	0.1425573	0.0137335	0.5405181	0.8350291	0.1622703	0.7067424	0.4837380	0.5839080	0.5747969	0.2914020	0.0678248	0.4282087	0.1787750	0.4248953	0.2393621	0.6772923	0.0986442	0.1949054	0.1547383	0.5563340	0.0013063	0.0057612	0.5863750	0.6370577	0.3734328	0.0061222	0.1068609	0.6957699	0.5719194	0.1795005	0.2271175	0.2187253	0.4963911	0.2389544	0.5985320	0.0410871	0.3275828	0.2707413	0.0461937	0.6942738	0.0059501	0.1195204	0.6604376
0.2962815	0.5451935	0.1556467	0.1984982	0.5015753	0.6080512	0.6638865	0.6281007	0.3457157	0.0267375	0.5386492	0.6751569	0.5960248	0.3944416	0.5436813	0.5823405	0.4626403	0.7237310	0.5472205	0.2997514	0.0584837	0.6583865	0.0675807	0.3738108	0.3306834	0.3287744	0.6767862	0.5850120	0.5056026	0.4504719	0.4819948	0.0702731	0.0278404	0.2549855	0.0118433	0.6816115	0.0693855	0.3851455	0.6348906	0.0330716	0.3636604	0.1519377	0.4884476	0.0047658	0.0615378	0.7304334	0.3995430	0.3103684	0.1968506	0.3174814	0.2844950	0.6075668	0.3370536	0.2291732	0.5560759	0.3741327	0.7641839	0.1197724	0.0052539	0.5891963	0.6561408	0.3030032	0.6552929	0.4006891	0.5228525	0.6315694	0.3807400	0.1396570	0.6147492	0.0660404	0.4330208	0.2812491	0.7583953	0.0270630	0.0803762	0.0814059	0.5650061	0.0006003	0.0028963	0.7126078	0.6375308	0.4058407	0.0031337	0.1334700	0.6770387	0.5437364	0.1337747	0.1089310	0.3474560	0.5893388	0.2473748	0.5679032	0.0427835	0.3658573	0.2791281	0.0455746	0.7114591	0.0118280	0.0835303	0.6605346
0.3208513	0.5680383	0.1508816	0.1973001	0.4619940	0.7118084	0.5563236	0.5871831	0.6571619	0.0032846	0.4186434	0.5320983	0.5891344	0.2918902	0.5518865	0.4694519	0.3635938	0.6311391	0.8475503	0.3529197	0.0226203	0.6860493	0.0568196	0.4030781	0.3325618	0.4219913	0.9224902	0.6876190	0.4897292	0.3819106	0.6043384	0.0458745	0.0549858	0.2486214	0.0271403	0.6249253	0.1190072	0.3194623	0.6876028	0.0457661	0.5045618	0.1042032	0.3356412	0.0168267	0.0789713	0.5911021	0.2783070	0.2600065	0.1879977	0.2534052	0.4744357	0.6339321	0.2481601	0.2241111	0.6506968	0.3028585	0.7776459	0.1870243	0.0043898	0.4908941	0.7522829	0.1475236	0.7630749	0.4486885	0.6159203	0.6208926	0.3732405	0.1107175	0.5100528	0.1043663	0.3730244	0.3162507	0.5508277	0.0597041	0.1027127	0.0983965	0.4009061	0.0004094	0.0071180	0.6073948	0.6892361	0.4099439	0.0012539	0.1041194	0.6181849	0.5712887	0.1414209	0.1550472	0.3235345	0.5575928	0.3178846	0.5335492	0.0356443	0.4788173	0.2703060	0.0750410	0.7736738	0.0088636	0.0867432	0.7943474
0.3434749	0.5193834	0.1494013	0.1576258	0.6828774	0.5861093	0.7929721	0.7237062	0.7790893	0.0177836	0.1844877	0.6652677	0.6345358	0.4194129	0.6981946	0.5979634	0.3879753	0.7270307	0.6003059	0.2932045	0.0288919	0.6263655	0.0451750	0.4485020	0.3118888	0.4604319	0.6096630	0.5783540	0.4193758	0.4955998	0.3901049	0.0453474	0.0606665	0.2570610	0.0176067	0.5133871	0.0854914	0.3332516	0.6850788	0.0431997	0.5293380	0.1448387	0.5264793	0.0085534	0.0609332	0.5902609	0.3265178	0.2487787	0.1602028	0.2700501	0.2777371	0.8508644	0.2698982	0.2944239	0.6103343	0.3372913	0.6237466	0.1608521	0.0060705	0.6154907	0.7052848	0.1987727	0.6466145	0.4366803	0.5893153	0.6034699	0.2516396	0.1988725	0.5253564	0.1227185	0.2837705	0.2449035	0.5828609	0.0653163	0.1244048	0.1839911	0.5488068	0.0010650	0.0049535	0.5933121	0.7146849	0.4258394	0.0017996	0.1129724	0.6014928	0.6000187	0.0474898	0.1094256	0.2759222	0.7224095	0.2874782	0.5231694	0.0525783	0.4525438	0.3695631	0.0641964	0.6055691	0.0005354	0.1329091	0.7704622
0.2396091	0.4229137	0.1194449	0.2415468	0.5281331	0.6320626	0.7706773	0.7318460	0.8285956	0.0146044	0.4506712	0.3102262	0.4658773	0.2950364	0.6498826	0.5553481	0.4341931	0.7284778	0.7873194	0.3179208	0.0304483	0.7261757	0.0539006	0.4402191	0.3935986	0.4324916	0.6990101	0.7851492	0.3961050	0.4380565	0.5370963	0.0498584	0.0521965	0.2621024	0.0210250	0.3676366	0.0769026	0.3645276	0.6399389	0.0206394	0.2081989	0.2777510	0.4232792	0.0042246	0.0525361	0.7185657	0.3263169	0.2918947	0.1279264	0.4080384	0.3376266	0.6414700	0.4140866	0.2159341	0.6809432	0.4073439	0.5454545	0.1039059	0.0136322	0.5567634	0.6994687	0.1791732	0.6622122	0.4422762	0.5359191	0.7223699	0.2586824	0.1809011	0.5822093	0.1105935	0.3955158	0.3172858	0.6509501	0.0947082	0.1213133	0.0950233	0.7008865	0.0010390	0.0190781	0.6917895	0.5825516	0.3651438	0.0012620	0.1078236	0.7106019	0.7744171	0.1825809	0.1357767	0.3700179	0.4937837	0.2402426	0.5365693	0.0734413	0.3667502	0.3742674	0.0358064	0.7602674	0.0101129	0.1066883	0.7659604
0.3123813	0.5485786	0.1120220	0.1417188	0.5334869	0.6734566	0.7630067	0.6948969	0.6269235	0.0175192	0.4650133	0.4120665	0.3145679	0.1907418	0.6265806	0.5710510	0.5541336	0.7514652	0.5925156	0.3457898	0.0368135	0.8227452	0.0722424	0.2700956	0.4242788	0.4736183	0.8927509	0.7934117	0.4213782	0.5333024	0.3521034	0.0489901	0.0538526	0.2915225	0.0296723	0.4543740	0.0747709	0.3111909	0.6755445	0.0093880	0.5064526	0.2133357	0.6018917	0.0048101	0.0478417	0.7074971	0.3241517	0.1919707	0.1701265	0.2623243	0.2851009	0.5818885	0.4058690	0.2030359	0.7052680	0.2771041	0.6660680	0.1382212	0.0042408	0.7284197	0.6410915	0.1317519	0.6966802	0.5278764	0.5934820	0.6402579	0.4237841	0.1702548	0.4500233	0.2436329	0.3198534	0.3075944	0.6948625	0.1225529	0.2238335	0.0902743	0.6128617	0.0008429	0.0121256	0.7284011	0.5244964	0.4282980	0.0098520	0.0982179	0.5764300	0.5789566	0.1642663	0.1574503	0.2308298	0.6754744	0.2375867	0.5303987	0.0258829	0.3923327	0.2954900	0.1038168	0.8109698	0.0138112	0.1233194	0.5548812
0.2215215	0.5080564	0.1309065	0.4001003	0.5541736	0.5656353	0.6582355	0.7542831	0.6289398	0.0078318	0.6042517	0.6189587	0.7262334	0.1603526	0.6038969	0.5023432	0.4591602	0.6479993	0.7842642	0.2643799	0.0625608	0.7877206	0.0525442	0.5066629	0.3546417	0.3567619	0.7823394	0.7222856	0.4460375	0.4040385	0.3845203	0.0658520	0.0497873	0.1672830	0.0161542	0.5089741	0.0747817	0.3726305	0.8038867	0.0369304	0.4052126	0.2419902	0.4657309	0.0018951	0.0506608	0.6046784	0.3512643	0.2334115	0.2406932	0.2299727	0.3486561	0.6444842	0.2771683	0.3155732	0.6295591	0.3556161	0.7496068	0.1626303	0.0075604	0.6568218	0.6492135	0.1640990	0.6542406	0.4480433	0.4374087	0.4707189	0.3523710	0.1617274	0.5483161	0.0793393	0.3093193	0.2175326	0.7695076	0.0556791	0.1174874	0.1619464	0.5394680	0.0026524	0.0194398	0.6436227	0.6821308	0.4269618	0.0011802	0.1515409	0.7369831	0.6640613	0.2034201	0.1383461	0.2916721	0.7025895	0.2215217	0.5771132	0.0477529	0.3554868	0.4108159	0.0727190	0.7078460	0.0024948	0.1138752	0.6608217
0.2639776	0.4050786	0.1500767	0.3073878	0.5182549	0.6379883	0.5324399	0.6339895	0.6257365	0.0176895	0.4786860	0.6268470	0.5984006	0.3019362	0.3048916	0.5591552	0.5645022	0.7270306	0.5838326	0.3346360	0.0407900	0.8007531	0.0458378	0.5574336	0.3633333	0.4852845	0.7329157	0.7839329	0.4300096	0.4767615	0.4056700	0.0652595	0.1254077	0.2288491	0.0039596	0.5963326	0.0330408	0.2494820	0.7596638	0.0342408	0.5171841	0.1258307	0.4734546	0.0008588	0.0482353	0.6534864	0.3354178	0.2604263	0.0644645	0.3457228	0.3044636	0.8077881	0.3804805	0.2626523	0.8130080	0.3639035	0.6229652	0.1298784	0.0023211	0.5854274	0.6742576	0.1618016	0.5935704	0.3949136	0.5340042	0.6542921	0.2514612	0.1911666	0.4979620	0.0852964	0.3086832	0.2495325	0.6304287	0.1287601	0.0712508	0.0864241	0.5296105	0.0004611	0.0138485	0.5946876	0.8090716	0.4015679	0.0036334	0.1012371	0.6501073	0.5107028	0.2046763	0.1721540	0.3289341	0.6352329	0.2842269	0.6255340	0.0480006	0.4560694	0.2634121	0.0546963	0.5300674	0.0329889	0.0798009	0.6499380
