G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G56A	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.7197758	0.0805139	0.5135762	0.6433102	0.2270347	0.1773839	0.3984109	0.3523065	0.6066097	0.6712133	0.7157473	0.7988902	0.1214500	0.5988150	0.8083407	0.2024462	0.4174914	0.4462429	0.0284176	0.0540775	0.3782210	0.7474303	0.6538368	0.3234687	0.4140384	0.2230467	0.2794739	0.7144941	0.4328639	0.7436991	0.1315275	0.2748728	0.6843679	0.6801874	0.5916663	0.4632408	0.5196322	0.3246915	0.2612697	0.4694158	0.8172583	0.5814532	0.7579253	0.0335610	0.3703855	0.7391402	0.7567782	0.5203962	0.3362874	0.6354412	0.4826027	0.0082325	0.2297505	0.0275149	0.0604961	0.2188484	0.6534196	0.3238964	0.1761274	0.4379190	0.3741633	0.6063888	0.0031960	0.6316742	0.2725251	0.7081616	0.1904714	0.7150660	0.0054274	0.1645594	0.2278151	0.4337258	0.6127186	0.2817386	0.3125410	0.7075505	0.0015085	0.0616375	0.7547976	0.7640154	0.4783772	0.2965255	0.1245666	0.4959382	0.6395845	0.2854216	0.4630787	0.1875872	0.3212581	0.3666966	0.0069300	0.5753154	0.2864722	0.7801036	0.1562589	0.7245758	0.4062117	0.0339612	0.2393432
0.0120265	0.0000000	0.0185842	0.6636279	0.2866646	0.2417488	0.3312857	0.3486896	0.4476981	0.4865537	0.6300582	0.4862936	0.4031866	0.6018680	0.1398591	0.7187206	0.3764450	0.5154862	0.3033282	0.0491778	0.0329365	0.3753533	0.6521810	0.6323320	0.3757619	0.3419751	0.4463595	0.3745005	0.6214059	0.3064430	0.5065234	0.1991849	0.2948493	0.1389853	0.5975521	0.6287803	0.5240809	0.5115567	0.3237711	0.1645955	0.4424971	0.7210881	0.5531115	0.8426691	0.6099939	0.5037635	0.6702387	0.6290122	0.3751368	0.4255857	0.7079376	0.7537413	0.0032543	0.3028141	0.0177721	0.0724759	0.2129914	0.7447246	0.1404287	0.4234950	0.4034015	0.3801850	0.5436333	0.0027158	0.6863283	0.3249275	0.5686573	0.4404738	0.6047700	0.0313541	0.1016912	0.3398289	0.2831870	0.7333486	0.2656154	0.3104398	0.5993203	0.0021574	0.1330476	0.8015211	0.4983422	0.5990295	0.1458514	0.0676364	0.3871029	0.5215410	0.2257021	0.5173561	0.4002623	0.1496057	0.3524554	0.3616280	0.4034470	0.3404590	0.7002001	0.1255474	0.7144471	0.6991610	0.1000471	0.2575875
0.3413069	0.5669545	0.0000000	0.7285204	0.6499379	0.2856506	0.1933865	0.4678725	0.2670302	0.5191706	0.6710168	0.6670610	0.7445172	0.2825600	0.4367367	0.8109808	0.2637013	0.4781061	0.4808046	0.0214626	0.0350745	0.3112215	0.6831963	0.4774012	0.3344552	0.3513522	0.2169669	0.2441367	0.6274560	0.3236902	0.6494040	0.0669188	0.2364925	0.4273180	0.5491206	0.5644722	0.2171535	0.4448752	0.4559548	0.3255909	0.2108008	0.7406144	0.6940520	0.7545517	0.1654320	0.4331746	0.7135250	0.6685687	0.5382937	0.4860284	0.5991503	0.4545495	0.0018831	0.2082037	0.0473240	0.0254066	0.0282750	0.6483269	0.3317975	0.2046863	0.6368803	0.3796097	0.4452864	0.0001649	0.7160322	0.5113582	0.5743539	0.1142090	0.6512073	0.0100719	0.1227089	0.1492244	0.3536836	0.7749271	0.2545094	0.2813296	0.5206330	0.0048329	0.1083147	0.7119085	0.8140056	0.5004725	0.1524243	0.2112567	0.5187700	0.8183050	0.3913037	0.3919574	0.2679595	0.2521807	0.5321738	0.0358313	0.4415345	0.3291202	0.6716524	0.1583128	0.5182315	0.3376205	0.0580484	0.0986801
0.3872026	0.5561358	0.0939023	0.0000000	0.4867590	0.2884818	0.1790454	0.4377535	0.3414911	0.4056158	0.6210009	0.5549116	0.6560588	0.2434686	0.4786960	0.7025041	0.3021783	0.4215834	0.4693765	0.0265789	0.0474410	0.3561100	0.7102520	0.6025270	0.4000983	0.3309002	0.2628173	0.4085654	0.7955937	0.3531235	0.6456092	0.0718641	0.2785531	0.3542620	0.4376788	0.5553157	0.3285056	0.4983927	0.5024963	0.2484188	0.1503409	0.6890505	0.7076377	0.7105962	0.1993011	0.4307034	0.7477728	0.6207350	0.4539076	0.3992148	0.5271972	0.4586492	0.0014200	0.2896082	0.0592891	0.2288179	0.0341577	0.5610109	0.2580087	0.2010563	0.4470836	0.4833339	0.1050216	0.0013480	0.6755321	0.0796566	0.6620646	0.1489052	0.6296326	0.0248131	0.1252884	0.2183764	0.3248469	0.7776996	0.3326207	0.3248563	0.6637640	0.0070480	0.1116116	0.5083885	0.5811348	0.5199982	0.3087467	0.3493189	0.4502610	0.6535349	0.2613953	0.1914693	0.2820520	0.2908130	0.3910540	0.0115916	0.4404035	0.3493604	0.7622325	0.5574026	0.5896695	0.6366332	0.0451970	0.1207897
0.3882306	0.6683712	0.1109135	0.7177420	0.0000000	0.3576510	0.3700428	0.5129310	0.2955521	0.4657081	0.6339304	0.8380443	0.7197272	0.2885916	0.5583368	0.7349207	0.3605743	0.5074194	0.2474024	0.1037977	0.1735218	0.6149265	0.8067182	0.6124664	0.4966010	0.3711984	0.3066538	0.4111176	0.6522343	0.3968135	0.7248598	0.0694823	0.0582622	0.0196961	0.4472697	0.7160345	0.2062237	0.2421549	0.5536629	0.2562107	0.1739894	0.8038359	0.5325968	0.7331448	0.1476908	0.7370770	0.6560734	0.7769321	0.7537001	0.5051840	0.6845673	0.3096241	0.0008874	0.3345348	0.0672106	0.0092784	0.0646850	0.7748419	0.0075756	0.3852633	0.5509114	0.4303360	0.5583687	0.1566100	0.6656442	0.7467737	0.4740158	0.5197032	0.7822000	0.4079047	0.1659464	0.3324624	0.2868552	0.6368648	0.2342468	0.2365849	0.4919828	0.0002242	0.1345795	0.6659948	0.5781532	0.5805150	0.2384931	0.1679013	0.4828849	0.6215726	0.4329710	0.5563964	0.2693315	0.2942011	0.5931333	0.0131458	0.3297883	0.3115688	0.5282488	0.0554022	0.5876587	0.5935217	0.0546627	0.1190509
0.4977247	0.5853339	0.1259427	0.7175573	0.3689867	0.0000000	0.2321347	0.6080814	0.1541921	0.6030517	0.6138989	0.6625520	0.6774079	0.2022232	0.5776843	0.7135743	0.3551606	0.5616098	0.3580620	0.0336196	0.0563476	0.2502556	0.6785485	0.5399179	0.2795661	0.2403514	0.1972427	0.5977748	0.2461899	0.0335723	0.6341932	0.1082283	0.3914445	0.3655575	0.6173543	0.5326024	0.2289643	0.5539066	0.2743239	0.2532506	0.1855509	0.5086321	0.6687254	0.6546129	0.1973396	0.4424164	0.6887327	0.8247645	0.4087076	0.3936441	0.2177661	0.4104862	0.0008173	0.3476012	0.1737425	0.0054844	0.0698129	0.4987776	0.1811500	0.2969834	0.5286841	0.4049077	0.2952439	0.0018511	0.5488804	0.4084423	0.7290807	0.2775844	0.7185275	0.0259886	0.1446074	0.3140884	0.3640022	0.6906788	0.5026967	0.3384403	0.7630233	0.0052769	0.1119909	0.8153149	0.4742007	0.4094170	0.2157985	0.1843195	0.4811361	0.6476334	0.2541666	0.5469866	0.0685878	0.2780124	0.0582765	0.0105216	0.3865118	0.3883670	0.3577701	0.1473485	0.5472891	0.5734465	0.0234949	0.0350193
0.3127143	0.6007067	0.1268989	0.6303409	0.4988907	0.3758311	0.0000000	0.4651526	0.3884513	0.5800671	0.6441042	0.7053641	0.6954425	0.3058015	0.4974479	0.6210922	0.3363314	0.5544416	0.3518322	0.0204825	0.0544576	0.3565739	0.6681442	0.4893841	0.3266772	0.3504072	0.3062300	0.2892295	0.6571111	0.3331870	0.5690614	0.0906745	0.3210000	0.4373265	0.4787621	0.6827431	0.3285250	0.4182428	0.5340690	0.2265290	0.2403172	0.5216186	0.5076898	0.8013206	0.2060646	0.3981604	0.8018195	0.6365106	0.5104019	0.4332903	0.6583761	0.4125236	0.0026705	0.3014987	0.0385996	0.0387058	0.0456584	0.6296554	0.2400585	0.3362821	0.4493660	0.1026311	0.4708124	0.0002498	0.5916021	0.2157366	0.5570787	0.0482876	0.6729218	0.0182577	0.2157201	0.1224098	0.3289897	0.6773966	0.1690225	0.2871515	0.6314850	0.0021962	0.1099644	0.5931158	0.7210618	0.5467504	0.1759948	0.1726682	0.4816790	0.6772551	0.3621774	0.5489697	0.2864870	0.3153845	0.4790060	0.0084122	0.4351661	0.3831815	0.7440237	0.1273160	0.5277387	0.4991608	0.0518014	0.0995695
0.3228995	0.7003524	0.1022914	0.5874755	0.4057401	0.3352656	0.3169688	0.0000000	0.2958086	0.6258684	0.7308272	0.5682972	0.6699631	0.2662122	0.5007717	0.6970812	0.3921356	0.4787131	0.3845910	0.0357999	0.0699241	0.3960245	0.7243704	0.5644964	0.3058633	0.3180230	0.2874587	0.3795158	0.6782099	0.3423041	0.7147634	0.1255488	0.2505247	0.5611312	0.5943846	0.6358204	0.2735780	0.4957832	0.4359654	0.2545792	0.2323633	0.7048522	0.6144474	0.7470399	0.1756698	0.4711068	0.6237669	0.6495038	0.5674711	0.5629230	0.6558079	0.3400021	0.0023677	0.2793409	0.2641999	0.0420444	0.0366093	0.7347408	0.2459540	0.1755559	0.4960404	0.4079991	0.5390777	0.0001238	0.5711140	0.4784474	0.6285238	0.3448269	0.6386536	0.0297118	0.0878657	0.3384362	0.2679681	0.6355270	0.2918852	0.1558904	0.5269160	0.0108872	0.0778711	0.7384857	0.5462659	0.6414372	0.2091094	0.1423795	0.4851269	0.5760474	0.3422332	0.5184184	0.2844697	0.3101180	0.3368649	0.0567239	0.7243250	0.5264294	0.6978237	0.1774806	0.5031364	0.5665869	0.0602148	0.1118674
0.3978867	0.6343899	0.1666776	0.7353045	0.5987903	0.2868304	0.1197827	0.7508731	0.0000000	0.5511912	0.7581231	0.5262624	0.6933975	0.2049174	0.4517930	0.6482883	0.3451042	0.4417027	0.3470112	0.0148747	0.0848476	0.4043634	0.6210410	0.5704553	0.4547884	0.4611788	0.2482877	0.3910264	0.6710209	0.3971242	0.6971652	0.1126820	0.2883040	0.5009327	0.5519338	0.7061253	0.2827622	0.4496856	0.4808567	0.1686083	0.2273228	0.6282912	0.6074989	0.6579845	0.2314905	0.4730738	0.6271809	0.7678788	0.5378869	0.5714688	0.6378317	0.3551851	0.0014050	0.4669655	0.0042850	0.0040344	0.0327603	0.4597385	0.6280935	0.1815980	0.5249863	0.3803872	0.4888272	0.0185620	0.5532944	0.2801809	0.5692971	0.1514413	0.6727217	0.0365014	0.1267723	0.4076682	0.4311701	0.6113258	0.2306189	0.3885603	0.6563911	0.0060454	0.0995852	0.5972672	0.5898546	0.6090766	0.2022713	0.2246949	0.0926355	0.6220843	0.0920947	0.5784618	0.0493140	0.3357882	0.3608819	0.0133525	0.5438359	0.3084984	0.6711016	0.2186678	0.5938707	0.6100473	0.0320802	0.1448141
0.4233830	0.6440664	0.1953903	0.7135977	0.4646607	0.3834530	0.1453350	0.5305040	0.3710987	0.0000000	0.7349247	0.6790878	0.6542621	0.2179509	0.4732691	0.7071366	0.3300257	0.4821957	0.3172435	0.0379634	0.0667777	0.2587070	0.5431388	0.1128030	0.7156157	0.3111808	0.2112350	0.3138938	0.7219926	0.3679136	0.6608632	0.1452532	0.3109332	0.4860187	0.4283623	0.6891652	0.2711491	0.4175967	0.3984893	0.2421522	0.1946867	0.5867252	0.4487049	0.8362352	0.2630902	0.4989855	0.7854518	0.8118490	0.5804702	0.4444038	0.7492215	0.3912850	0.0002182	0.2475851	0.0570471	0.0276622	0.0426165	0.5481487	0.3047114	0.1304364	0.5013178	0.5178771	0.4578926	0.0080236	0.6830988	0.2956413	0.6527509	0.1399607	0.6820554	0.0221135	0.1400763	0.2025412	0.3126713	0.6971078	0.3268195	0.3082915	0.5380796	0.0020564	0.1520152	0.6687767	0.6929994	0.5688026	0.1500336	0.2554625	0.6514855	0.6269223	0.2842153	0.4709689	0.3727223	0.1876854	0.4146927	0.0158060	0.5672152	0.3222486	0.6627095	0.1891896	0.5142619	0.4642786	0.0567377	0.1265902
