G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G64A	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.1664633	0.7251751	0.7865836	0.6635486	0.2790786	0.5343854	0.3319695	0.4838015	0.3993619	0.0245615	0.1461844	1.0530496	1.0132520	0.0488197	0.5389550	0.3402281	0.5808619	0.6380744	0.3275229	0.2895822	0.5994230	1.0712986	0.0000000	0.0000000	0.0883799	0.0141151	0.3954959	0.2881124	0.3772057	0.4159254	0.1120140	0.8432814	0.5136477	0.9770236	1.0012340	0.0058478	1.0187504	0.0030439	0.5496457	0.0320154	0.0556549	0.9218650	0.5278892	0.8293987	0.0499644	0.7871464	1.0256343	1.0233566	0.5518526	0.8234844	0.1075316	0.9451515	0.6305681	0.8553856	0.1860098	0.1410222	0.0225655	0.5197170	0.0869600	0.7622745	0.3854840	0.4625857	0.2395809	0.3820198	0.2866858	0.5506271	0.1059841	0.0942999	0.7392888	0.6953457	0.9144226	0.1907186	0.4465524	0.8414353	0.3793251	0.6203413	0.7500623	1.0406385	0.5439894	0.8592056	0.0042339	0.1397678	0.4875616	0.2976737	0.0866117	0.3927436	0.7419218	0.0673717	0.8835822	0.9866684	0.3175616	0.8891733	0.6348811	0.8526077	0.5521286	0.1774906	0.0222966	0.6586426	0.0550745	0.4157511
0.1705032	0.9675184	0.6808517	0.6866718	0.3042056	0.2263782	0.3531737	0.4169861	0.4374205	0.0404648	0.1181268	1.1084462	0.4306290	0.5704979	0.4950788	0.5146087	0.5577225	0.7892201	0.4036096	0.2810392	0.3609509	0.8327586	0.1005756	0.3298101	0.0993250	0.0021465	0.0024631	0.5323110	0.2762321	0.0000000	0.2338099	0.8735811	0.5346678	0.9461268	1.1010110	0.0111611	0.9192151	0.0001376	0.7970549	0.0149008	0.0416287	0.8639783	0.5849956	0.9000711	0.0879625	0.0000000	0.9519636	1.1699729	0.6176611	0.8860016	0.0416676	0.4183971	0.3329194	0.7870565	0.5391234	0.0578400	0.4390720	0.5925736	0.1047030	0.0291138	0.7257055	0.7387386	0.3250353	0.3628923	0.3425311	0.3058124	0.2318718	0.2106871	0.8244148	0.1653002	0.2473424	0.7423235	0.3825364	0.6891056	0.6567454	0.7133620	0.7455250	1.0144804	0.6034277	0.9123161	0.0046144	0.1226685	0.9538783	0.8620131	0.4038143	0.9654223	0.6592960	0.7959054	1.0703355	0.4449266	0.4813974	0.6611022	0.5156982	0.9830806	0.3595432	0.1259958	0.5274189	0.5950113	0.0222708	0.6258725
0.0741403	0.7882119	0.6853229	0.5554962	0.2620070	0.4553659	0.5591724	0.0065082	0.7955694	0.0689284	0.1539834	0.0000000	0.9913584	0.0431747	0.5621704	0.3890393	0.5963083	0.6992223	0.5402756	0.2187529	0.5563390	0.9646564	0.0771722	0.0000000	0.9960567	0.7644734	0.4461491	0.2673673	0.6756825	0.0590852	0.1808439	0.7908850	0.3567715	1.1140622	1.0444796	0.0083685	0.8141851	0.4455832	0.6222630	0.4496110	0.0591141	0.8499720	0.4037579	0.4459057	0.5207020	0.7343826	1.0967089	1.0509741	0.5569458	0.8552983	0.0241343	0.8149726	0.5287441	0.6875372	0.9780779	0.1076874	0.0239219	0.8793406	0.0192932	0.9030444	0.0057597	0.6664827	0.2422024	0.3823391	0.2000995	0.7226160	0.0931540	0.1270916	0.9748196	0.5094540	0.9303854	0.3757901	0.0176732	0.5599364	0.9433406	0.6452544	0.3704199	0.9765033	0.4281074	0.8927852	0.1602693	0.2590653	0.0278690	0.2870013	0.7065314	0.8051516	0.7055388	0.1224343	0.9493075	0.9630183	0.1636272	0.8423031	0.6758823	1.0558022	0.0233283	0.1319740	0.0187330	0.3959385	0.0361655	0.1338706
0.1562115	0.7576324	0.7085882	0.4008893	0.3595417	0.5038848	0.3520392	0.6773340	0.4511125	0.0714460	0.1265818	0.9202516	0.3942278	0.6036497	0.0000000	0.3777954	0.6447653	0.6591498	0.0000000	0.1787532	0.6069427	1.0402236	0.1323924	0.2795409	0.0774996	0.0208038	0.0012546	0.4665714	0.7682827	0.1892929	0.2136277	0.9346065	0.7112442	0.9415356	1.0057716	0.0236595	1.0464722	0.0012114	0.8463180	0.0178927	0.0346743	0.8419495	0.7849340	0.9249135	0.0878530	0.5919842	1.0975598	1.0204246	0.6924429	0.6613389	0.5620749	0.8220984	0.6995422	0.7321550	0.2378032	0.1918627	0.5506483	0.7541596	0.0522384	0.1670332	0.7862003	0.9586394	0.2698569	0.6522708	0.3236013	0.0807085	0.1682325	0.1972133	0.9895019	0.7657370	0.8593594	0.5083053	0.0202607	0.8909326	0.7566254	0.7713207	0.4294478	1.0106144	0.8293272	0.6944694	0.0006116	0.8626343	0.8784047	0.8391829	0.0717609	0.8946767	0.5108897	0.1486538	0.8596373	0.4823942	0.4799918	0.6964218	0.5724363	1.0763226	0.0069435	0.6457255	0.0018965	0.6892889	0.0376189	0.5658033
0.0810874	0.5374401	0.4188189	0.7651422	0.4869058	0.8205362	0.8660338	0.0185333	0.7472568	0.0400766	0.1157996	0.0000000	1.0113103	0.1009691	0.5992932	0.4373037	0.6551400	0.6956822	0.2494009	0.1512909	0.5053950	1.0238426	0.0000000	0.1626849	1.0871921	0.7995408	0.2794741	0.3213235	0.7212282	0.0127584	0.1483973	0.6303520	0.2183421	1.0592471	0.9572958	0.0075740	1.0766072	0.4014798	0.7511248	0.0380643	0.0299351	0.9643025	0.7355638	0.3774816	0.6448587	0.5100397	1.0250852	0.9655982	0.6689982	0.7074294	0.0028034	0.9593561	0.4594331	0.7804153	0.8362323	0.0574593	0.0443727	0.7686511	0.0081959	0.8510687	0.0096052	0.4512044	0.2064655	0.3929784	0.0569703	0.7085629	0.0851112	0.0672158	0.8880283	0.6102206	0.7976997	0.4340693	0.4876187	0.4826077	0.3807049	0.7570186	0.3941532	0.9699050	0.7910389	0.9697884	0.2647708	0.2928556	0.0082687	0.1647336	0.4459249	0.5265019	0.6610466	0.1492584	0.8057505	1.0601513	0.2989146	0.8686892	0.5590401	0.9264892	0.0061200	0.2528802	0.0112066	0.3088590	0.0527918	0.0679601
0.0631642	0.8190879	0.7236883	0.5307248	0.3045875	0.3422483	1.0453050	0.0000000	0.5476125	0.0304454	0.1595324	1.1303716	1.0342429	0.0465385	0.5207651	0.4472114	0.5415972	0.7236175	0.4559063	0.2587447	0.5046719	0.9234569	0.0797418	0.0000000	0.1113800	0.0148376	0.2428160	0.3627206	0.2970569	0.4381169	0.1119012	0.8157041	0.3008253	0.9454300	0.9693258	0.0023794	1.0686140	0.0009409	0.5370551	0.1269560	0.0430465	0.8312691	0.2638750	0.9003670	0.0577653	0.7482551	1.1709145	1.0551424	0.6101323	0.9134985	0.0266070	0.6633939	0.6802211	0.7462148	0.2785363	0.0710151	0.0671880	0.5314081	0.1690527	0.8766567	0.1110832	0.7405637	0.2822426	0.4366936	0.0484588	0.6401557	0.1788926	0.0765513	0.9210222	0.5167918	0.8302285	0.5450562	0.0007520	0.9141939	0.5395782	0.5776521	0.8669996	1.0421446	0.8227591	1.0015836	0.0505799	0.0247532	0.5101005	0.2486814	0.1176119	0.4344265	0.8266624	0.1013249	0.9032269	0.9792466	0.2452036	0.8145521	0.6521426	0.9688093	0.5295336	0.1536776	0.0314170	0.2048418	0.0357643	0.4133677
0.0875416	0.9943021	0.2716184	0.0245579	0.5126162	0.2051404	0.9340020	0.0112710	0.4225113	0.0618795	0.1384862	1.0116127	0.9771858	0.1829709	0.0000000	0.3392703	0.0417868	0.9690896	0.9002487	1.0296258	0.0000000	0.9760967	0.0660526	0.2681194	0.0830304	0.0159259	0.0059801	0.4106392	0.6845431	0.4960298	0.3157848	0.7040966	0.3027387	0.9333366	1.0218729	0.0017697	0.9404795	0.0026248	0.9177640	0.9795870	0.4260858	0.7181922	0.3977617	0.8772349	0.0828261	0.7706793	0.9728957	0.9300832	0.5656802	0.9951173	0.1378380	0.7875771	0.7739848	0.1966810	0.2603584	0.0645317	0.6121647	0.6823801	0.0706420	0.7176467	0.1764361	0.5659017	0.2628368	0.3625536	0.1949008	0.5252171	0.3063380	0.0544995	0.2034257	0.1977768	0.9038709	0.5866624	0.0658809	0.7869443	0.5743338	0.6983845	0.5428825	0.9638439	0.9639548	0.3894377	0.0404288	0.0828187	0.8057446	0.6725893	0.2627175	0.8628379	0.9059567	0.2495773	0.7977880	0.1725909	0.2485860	0.6848145	0.5757106	1.0558904	0.0174794	0.1759197	0.0003609	0.6186594	0.0066062	0.5087652
0.2098420	0.8962239	0.6465703	0.4487363	0.3940274	0.5753796	0.3150774	0.4008736	0.4608395	0.0519867	0.1879449	1.0196865	0.5865175	0.6506651	0.4658872	0.4706327	0.6498810	0.8413256	0.0000000	0.1967033	0.4615954	0.8208488	0.1500632	0.4152860	0.0804124	0.0210377	0.0017447	0.4634534	0.3532012	0.3897587	0.1901524	0.8632679	0.4865904	0.8826450	0.9979261	0.0087409	1.0615266	0.0012917	0.8704167	0.0289254	0.0532515	0.8840358	0.4504661	0.8868783	0.0682811	0.0000000	0.9702016	1.1379857	0.6069414	0.8057655	0.0406181	0.5486755	0.8546462	0.4161956	0.2671222	0.0790333	0.6390763	0.2956650	0.1096767	0.0437746	0.6247577	0.8949208	0.2260838	0.4057735	0.2747854	0.2795279	0.1588884	0.1817376	1.0565524	0.7542212	0.3172333	0.8982986	0.4515155	0.9106562	0.7141245	0.6649776	0.7707783	0.9928787	0.6333897	1.0042518	0.0017226	0.4536633	1.0119563	0.7195595	0.0874706	0.9610513	0.4117408	0.8056833	0.9499491	0.5310685	0.4543436	0.7531677	0.6361200	1.0724425	0.3439578	0.5737880	0.4322347	0.5915563	0.0408763	0.4680789
0.4581999	0.8699597	0.3978685	0.0437064	0.4749337	0.1561445	1.0134921	0.0059731	0.5584330	0.2917756	1.0437868	1.1111392	0.8865051	0.2837150	0.5063558	1.0408358	0.1092038	1.0212649	0.9736163	0.9987515	0.0310447	0.0000000	0.0780864	0.3183069	0.0485328	0.0090379	0.0045732	0.4862484	0.0000000	0.9232079	0.3793848	0.2670294	0.0934510	0.9512574	0.9162619	0.0079985	0.9776663	0.0013362	1.0651519	1.0062592	0.4591711	0.6868388	0.2344219	0.9351130	0.0645217	0.6169885	1.0596064	0.9128634	0.4683242	0.9472169	0.0056192	0.4661686	1.0027748	0.8012153	0.0971516	0.1930818	0.0601768	0.5166296	0.2727701	0.5332537	0.2544842	0.6773005	0.2678383	0.3948778	0.1326785	0.8522679	0.3163191	0.3078061	0.2192438	0.5497537	0.4534583	0.9163538	0.0765080	0.3855325	0.2223992	0.6940965	0.8131072	1.0703846	0.9323222	0.3651858	0.0419250	0.0525476	0.8630201	0.6305079	1.0499016	0.9996632	0.9083913	0.5427878	1.0186255	0.1262278	0.7174011	0.6350413	0.6633390	1.0257190	0.3178439	0.2538056	0.0103240	0.1591513	0.0085616	0.0194030
0.2038134	0.8285725	0.7407735	0.6332741	0.3608125	0.5124586	0.3254433	0.4367557	0.4912740	0.0350528	0.1677212	0.9971452	0.9649601	0.2528730	0.5221611	0.4103958	0.5337859	0.8861316	0.4001947	0.2193551	0.5086642	0.9298249	0.0693996	0.4213857	0.0632450	0.0202084	0.0009364	0.5507484	0.2984971	0.0000000	0.1064909	0.0883437	0.0000000	1.0439344	1.0185513	0.9607705	0.9443951	0.0019852	0.8444961	0.0391488	0.0558926	1.0099857	0.5398153	1.1167154	0.0023424	0.4876729	0.9982330	1.1147470	0.5916433	0.8502046	0.0027721	0.7491811	0.2748023	0.8450075	0.4449930	0.0471285	0.0488937	0.7637740	0.0577238	0.2307933	0.5436120	0.5660258	0.2816607	0.4001912	0.0953927	0.5930503	0.1372718	0.1138984	0.2809257	0.4805884	0.9173347	0.1701203	0.9520477	0.8114367	0.5250654	0.1494193	0.8145565	0.8939601	0.7141111	0.9008327	0.0635624	0.1291699	0.9409461	0.6305515	0.2215500	0.8727098	0.7490402	0.0957059	0.9825456	0.6179692	0.9926030	0.6538508	0.7188337	1.0586091	0.3340272	0.1460674	0.0241898	0.6923406	0.0627823	0.4836463
