G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G67A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.9805555	0.1295940	0.5825303	0.7799597	0.0757134	0.8602873	0.5048161	0.5603786	0.1755828	0.9307553	0.7305911	0.0372259	0.2411603	0.0915494	0.5263326	0.3380729	0.6039513	0.0000000	0.6848819	0.7835037	0.9171748	0.4834527	0.9766182	0.9523307	0.0133478	0.7648346	0.5023893	0.5643066	0.2380446	0.6448562	1.0239107	0.0160156	1.0094230	0.2669118	0.9146831	0.1340015	0.5333718	0.6921245	0.9891117	0.3549371	0.2878945	0.8501844	0.3302994	0.9957644	0.0235298	0.3540234	0.3393782	0.0249522	0.1514488	0.0000000	0.7393651	0.9373752	0.0084550	0.2589603	1.0666487	0.5691323	0.1531141	0.2650196	0.4104478	0.3024865	0.0022177	0.0346001	0.0496891	0.3406333	0.4059815	0.9550531	0.3513983	0.3081612	0.4250092	0.2775705	0.0716285	0.1504407	1.0127484	0.1785091	0.5688165	0.9215287	0.4682030	1.0241261	0.3687001	0.1356709	0.2392869	0.1638033	1.0113825	0.2465276	0.9781648	0.9434092	0.9730148	0.1971275	0.7020005	1.0533308	1.0110822	1.0361363	0.5095782	0.9826131	0.4579605	0.0420079	1.0331020	0.0074631	0.9352462	0.5550390
0.9697632	0.9831129	0.4081523	0.0000000	0.0930435	0.8595478	0.4693174	0.5611284	0.1888766	0.8971768	0.7717848	0.0235820	0.2403435	0.1014086	0.5209042	0.2464633	0.5550217	0.0000000	0.6513769	0.6953410	0.8690600	0.5235710	1.0426326	0.9891346	0.0045513	0.7497635	0.4805977	0.5336011	0.2449250	0.6787463	1.0744404	0.0104292	1.0380648	0.2608571	0.8801761	0.1328900	0.5642428	0.5877144	1.0138890	0.3490785	0.3856860	0.8580551	0.3557548	0.8970584	0.0424992	0.4400197	0.5295857	0.0806793	0.2434137	0.6032462	0.9437236	0.9500206	0.3367204	0.2977410	0.8612916	0.6490633	0.1483460	0.3072778	0.4153464	0.2543030	0.0026563	0.0427900	0.0314874	0.4211888	0.4419787	0.9811620	0.5666033	0.2463083	0.4830319	0.3253055	0.0185759	0.0906104	0.8156621	0.1789111	0.5861781	0.8801384	0.4064354	1.0256216	0.4406749	0.1625784	0.2938446	0.1707020	0.9908412	0.1651203	0.9684845	0.9562921	0.8878450	0.2117634	0.6897399	0.9411177	1.0200648	1.0043881	0.5618630	0.9099891	0.5192097	0.0252749	0.9552015	0.4051066	0.9286181	0.5053973
0.9948485	0.1119987	0.5830910	1.0332782	0.0631239	0.9208649	0.4870732	0.6485281	0.0778908	1.1130973	0.7638919	0.0448019	0.9537984	0.9365347	0.0068272	0.9262952	0.9432617	0.6820207	0.6114695	0.0848817	0.0024153	0.0000000	0.0000000	0.9871628	0.0764478	0.5672741	0.4292121	0.7630915	0.5614152	0.3853957	0.8130092	0.5122152	1.1219780	0.1758394	0.7563717	0.1465611	0.5084221	0.4853737	0.9320495	0.4824340	0.2368831	0.8976939	0.4805332	0.7237601	0.0376752	0.3036753	0.2055923	0.0240683	0.0322910	0.3670221	0.8683308	0.5623729	0.2373099	0.2265453	1.0542351	0.3247521	0.2178658	0.5293646	0.2837815	0.3344060	0.0231988	0.3905386	0.2786553	0.3938815	0.3941610	0.7940980	0.3341369	0.3032635	0.7766372	0.0144836	0.6435044	0.0320460	1.0013826	0.0316307	1.0063581	0.6488437	0.2515289	1.0288756	0.9559507	0.0842263	0.0524258	0.1198057	0.9370018	0.1118280	1.0658688	0.6855018	0.8878083	0.3846112	0.3536700	1.0949706	0.8645562	0.9590918	0.9418722	0.4558103	0.4841460	0.4334658	0.3592679	0.6574835	0.7873849	0.2102928
0.2186519	1.0525546	0.5848606	0.0000000	0.3751684	0.7679594	0.5110938	0.6170686	0.1329280	0.9763215	0.6819286	0.0205315	0.2500832	0.0828077	0.5280604	0.3105523	0.5307718	0.4433591	0.5776415	0.6719964	0.8598040	0.4389698	0.9756500	1.0229211	0.0064214	0.6996225	0.5078195	0.4847278	0.2534331	0.6325783	0.9353726	0.0145153	1.1418435	0.2003645	0.8940375	0.2003667	0.5706511	0.4815375	0.9659268	0.2281788	0.3049579	0.8223878	0.2938755	0.9986699	0.0362688	0.4684944	0.5006338	0.0436289	0.1938077	0.0000000	0.9106654	0.6517484	0.0008476	0.2891191	0.9522928	0.5356223	0.1198653	0.3512592	0.5043224	0.3201138	0.0012662	0.0703414	0.2554130	0.4174683	0.3537355	1.0092783	0.3709626	0.2483182	0.4624213	0.3090774	0.0593986	0.0188476	0.7877324	0.1263930	0.5587945	0.8951162	0.4575826	1.0293207	0.3330056	0.1284277	0.2497113	0.1763438	1.0005324	0.1633339	0.9376132	0.7736339	0.9036316	0.2238514	0.2571974	1.0659908	1.0215938	1.1022593	0.4041441	1.0029749	0.4479085	0.0480658	0.8982594	0.4827685	1.0326867	0.4255178
1.0720871	0.0995746	0.4427215	0.8708117	0.0630259	0.8008971	0.5188807	0.1766333	0.0000000	0.9370927	0.6482013	0.0195161	0.3353603	0.1035606	0.5315987	0.2621481	0.5874380	0.0000000	0.6212820	0.7261765	0.8525787	0.4235437	0.9673532	1.0278121	0.0108463	0.6572772	0.5005082	0.5265570	0.2451351	0.6976151	1.0023636	0.0109156	1.0513048	0.1622577	0.7341732	0.1794311	0.5612385	0.5711149	1.0320754	0.3774673	0.3129921	0.8463352	0.3426553	1.0387260	0.0302326	0.5123854	0.5217918	0.0787626	0.1925272	0.5854791	1.0109522	0.8377706	0.3478633	0.1068001	0.9677931	0.6064767	0.3041571	0.1946639	0.4052426	0.4131974	0.0012783	0.0622092	0.0522330	0.4272766	0.4101856	0.9046109	0.3458565	0.4438943	0.4644856	0.1968236	0.0096851	0.1571300	0.9087905	0.8356280	0.5243832	1.0566614	0.4908536	1.0372392	0.2968622	0.1053442	0.0642747	0.2174495	0.9533190	0.5882526	1.1062504	0.8346454	0.8398629	0.2144446	0.8532766	0.9675312	1.0557064	0.9837942	0.5442870	0.9607203	0.4276886	0.0345599	0.9359770	0.4301926	0.7909967	0.5630291
1.0740505	0.1779521	0.4001659	0.7416018	0.1014124	0.8741567	0.5828758	0.2038887	0.0000000	0.8454385	0.7160903	0.0181779	0.1853369	0.1308775	0.4595241	0.3675984	0.6511973	0.5958251	0.6554715	0.6990233	0.8173765	0.4782705	1.0106002	0.9717403	0.0064895	0.6765470	0.5650035	0.5335546	0.2991518	0.6825425	0.9773267	0.0000000	1.0294931	0.2032285	0.8842332	0.2081702	0.5853538	0.6268342	0.9674557	0.4992088	0.2857010	0.7921552	0.3006954	0.9768410	0.0545752	0.4425272	0.3701407	0.0865965	0.2569585	0.5155094	0.9892737	0.5513576	0.3130229	0.0717893	1.0743684	0.6174908	0.4295777	0.2165374	0.3461762	0.2898056	0.4769877	0.0432879	0.1098763	0.4724160	0.4087007	0.9694705	0.3389456	0.4628316	0.4832731	0.2192312	0.0262461	0.0026354	0.9378293	0.8175270	0.5112633	1.0024627	0.3925787	0.9902777	0.3040274	0.1266886	0.0581534	0.2098582	0.9583836	0.6411816	0.9852393	0.6339425	0.8812916	0.2556361	0.3081207	0.9853548	1.0306737	1.0162422	0.5176920	1.0854747	0.4911216	0.0486922	0.9770911	0.8930837	0.9307689	0.3543641
0.9555169	0.1826360	0.3680354	0.7500157	0.0910238	0.7908423	0.5262710	0.6132094	0.1187356	0.9477757	0.7271823	0.0273001	0.2715738	0.0768503	0.4520140	0.3274934	0.5834623	0.0000000	0.5785561	0.6151723	0.7801820	0.3905187	0.9676743	0.9649873	0.0117467	0.6472906	0.5251057	0.5647557	0.2306592	0.5758945	0.9464213	0.0000000	0.9361274	0.2532401	0.7841294	0.1252522	0.6317053	0.5525783	0.9546871	0.2873257	0.3262364	0.8540625	0.3211772	1.0372017	0.0366701	0.5447401	0.5089419	0.0893597	0.2254746	0.5656185	0.9525006	0.8687962	0.3148258	0.2452798	1.0171449	0.4959621	0.1140837	0.3314712	0.4271539	0.3080917	0.4669563	0.0480345	0.0304844	0.4190922	0.4198420	0.9880108	0.5709458	0.2862551	0.4648515	0.3074888	0.0175248	0.0005941	0.8907234	0.1866554	0.5271713	0.9866714	0.3900273	1.0298113	0.4202205	0.1021054	0.0822014	0.2042217	0.9443010	0.1939953	0.9946638	0.8873130	0.8929395	0.2729764	0.7132291	1.0055214	0.9678437	0.8468898	0.4836395	0.9728416	0.4357363	0.0660991	0.9010684	0.4584484	0.9674239	0.5781175
0.9322981	0.1066747	0.4389930	0.8908266	0.0556900	0.7555364	0.5571478	0.5960728	0.2383379	0.8985846	0.6667147	0.0209981	0.1878299	0.1243644	0.5707475	0.3205350	0.5948228	0.0000000	0.6888759	0.7435524	0.8282349	0.5322110	1.0956359	1.0263361	0.0074522	0.7292852	0.4700383	0.5778216	0.2171542	0.6357060	1.0499773	0.0136145	0.9556754	0.2003109	0.9559924	0.1895552	0.5726070	0.7010993	0.9649813	0.3613049	0.5547049	0.0000000	0.3319537	0.9331896	0.0404747	0.4208646	0.3684828	0.0340098	0.2186059	0.6704363	1.0402742	0.8675792	0.3274316	0.2391797	1.0041749	0.4851718	0.1428591	0.2825189	0.3788235	0.3219894	0.0052997	0.0587187	0.0404092	0.4163339	0.3922643	0.8847436	0.4256483	0.2654352	0.4233433	0.2487327	0.0257760	0.0199325	0.9093584	0.2082287	0.5734143	0.6905870	0.4395958	1.0287230	0.3621411	0.1506177	0.2008106	0.1788263	0.6972496	0.1690057	1.0119013	0.9878161	0.7368619	0.2439981	0.8512502	0.9312679	0.9979690	0.9421602	0.4398326	0.9221709	0.5021424	0.0273116	0.9118955	0.3930920	0.9236087	0.4924503
1.0210384	0.1499608	0.3663396	0.8012849	0.0925870	0.7894930	0.5750215	0.6396828	0.1771149	0.9278977	0.6389728	0.0265837	0.2421542	0.0965060	0.5799676	0.3045108	0.6286752	0.5572108	0.6138875	0.6997909	0.8969701	0.4636647	1.0268366	1.0129017	0.0144911	0.7244221	0.5222183	0.5222298	0.0000000	0.6519784	1.0258427	0.0200040	0.9398369	0.2031274	0.9531600	0.1493659	0.5987432	0.5904576	1.0661648	0.4055676	0.3701830	0.7073722	0.3742676	0.9378233	0.0000000	0.4643720	0.4068694	0.0738169	0.2188379	0.5885542	0.9543374	0.6111432	0.3221093	0.2548856	0.9196313	0.5579462	0.1501723	0.1815468	0.4418117	0.3342570	0.0084542	0.0568673	0.0709203	0.3569617	0.4141085	1.0163821	0.5003870	0.3223899	0.3765809	0.3047981	0.6656770	0.0036661	0.8715178	0.4715046	0.1172681	0.5513029	0.4880563	1.0415887	0.4568396	0.1169419	0.0263546	0.1386740	1.0090236	0.0715199	0.9906318	0.7032991	0.9239090	0.2112541	0.3165390	0.9655768	0.9743572	1.0282969	0.4269533	0.9671364	0.4672142	0.0000217	1.0619967	0.9070666	0.8688359	0.5098671
0.2046267	0.9543238	0.4281337	0.0000000	0.3760002	0.7467958	0.5145026	0.5727784	0.2075362	0.9985613	0.7237042	0.0133200	0.1937023	0.1072726	0.6105306	0.3535631	0.5614612	0.6035821	0.6834020	0.6968103	0.7815079	0.5167573	1.0610968	0.9832444	0.0115749	0.7132430	0.5690725	0.5204578	0.2251378	0.6296724	1.0116078	0.0000000	1.0577736	0.2559372	0.8072608	0.1071080	0.5726029	0.5830654	1.0218003	0.4640328	0.2735283	0.7673838	0.3088335	0.9153145	0.0485404	0.3640332	0.5085024	0.0901504	0.2734746	0.6062104	0.9663431	0.6148988	0.3652666	0.2940040	1.0169856	0.4728642	0.1621285	0.2618723	0.3288694	0.2865751	0.5055141	0.0574579	0.1721344	0.3937223	0.4053390	0.9614889	0.3630100	0.2529500	0.5160633	0.2821722	0.0333912	0.0006103	0.8683702	0.1732794	0.4986552	0.7600121	0.5008830	1.0272769	0.4039072	0.1379202	0.2195746	0.2343264	1.0539179	0.0926196	0.9220401	0.7014297	0.9429678	0.2534307	0.3635596	1.0446058	1.0256952	0.9361804	0.4752278	0.9521456	0.4744462	0.0174226	0.8941862	0.8451558	0.9824578	0.4445511
