Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G71A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.5131165	0.7971796	0.9002172	0.3627407	0.6835345	0.6306610	0.0774861	0.0034635	0.9369106	0.2500928	0.4982684	0.1315229	0.0774522	0.4205650	0.9540747	0.2641892	0.9178980	0.1308962	0.2015799	0.8822679	0.4936828	0.9983575	0.0063199	0.1764466	0.8947453	0.9976363	0.0609295	0.0383280	0.0241105	0.4186113	0.7532570	0.7446562	0.5644594	0.0914391	0.3657646	0.3754534	0.4553067	0.6996038	0.7294885	0.3568262	0.5169541	0.7234051	0.1628007	0.8144169	0.5433097	0.4729047	0.1088179	0.0650335	0.5294419	0.0595587	0.9793267	0.5189193	0.9386524	0.9208929	0.9063673	0.6253328	0.7923931	0.3941397	0.8812909	0.6181341	0.1104511	0.2023574	0.3780753	0.7836663	0.5904894	0.4872520	0.2897274	0.1515820	0.8861786	0.0359260	0.9985744	0.3369550	0.0806056	0.0021315	0.9324564	0.9872158	0.2977580	0.6409671	0.2597398	0.4843734	0.5543751	0.7162941	0.7987760	0.1668011	0.5159074	0.2284224	0.0256461	0.6928595	0.7296742	0.6412301	0.4794616	0.3242288	0.4680399	1.0000000	0.9221612	0.7280047	0.0144914	0.5751934	0.3308168	0.0000071
500	0.5603507	0.7967474	0.8984760	0.3871628	0.6984964	0.6309480	0.0770987	0.0031858	0.9371004	0.2508911	0.4983358	0.1315116	0.0809892	0.4267614	0.9560391	0.2666690	0.9234793	0.1298984	0.2007996	0.8818017	0.4930949	0.9987589	0.0063002	0.1768083	0.8948294	0.9978043	0.0609295	0.0383273	0.0235734	0.4201195	0.7594855	0.7123169	0.5146550	0.0871982	0.3993514	0.3367215	0.4386971	0.6964904	0.7298237	0.3534216	0.5179593	0.7216358	0.1640697	0.8172671	0.5285388	0.4730403	0.1098398	0.0649955	0.5294302	0.0587793	0.9793241	0.5116606	0.9372060	0.9113651	0.9059407	0.6260615	0.7900497	0.4044823	0.8871808	0.6142900	0.1132743	0.2009437	0.3930568	0.7860495	0.5930583	0.4902784	0.3037735	0.1491902	0.8900567	0.0297742	0.9985788	0.3237015	0.0781333	0.0020896	0.9335986	0.9881581	0.3121534	0.6406907	0.2692689	0.4838388	0.5498662	0.7153993	0.7913624	0.1649138	0.5219087	0.2263870	0.0254201	0.6898009	0.7338062	0.6409957	0.4799673	0.3245274	0.4680656	1.0000000	0.9226117	0.7283026	0.0146138	0.5752823	0.3306639	0.0000058
550	0.5996580	0.7962220	0.8969135	0.4049475	0.7079997	0.6310646	0.0770761	0.0110058	0.7781885	0.2545168	0.4735733	0.5184642	0.0833503	0.4341941	0.9561513	0.2557851	0.9295338	0.1265169	0.1987561	0.8814365	0.4926894	0.9990157	0.0062547	0.1772519	0.8903868	0.9153743	0.0609295	0.0383277	0.1727222	0.4225475	0.7661797	0.6724319	0.5046518	0.1526418	0.4367291	0.3057551	0.4271091	0.6894974	0.6000637	0.3519085	0.5141669	0.7367928	0.1644872	0.8207641	0.5022332	0.3278759	0.2240661	0.0649777	0.5294240	0.0584916	0.9797271	0.5073584	0.8391984	0.9030281	0.9006265	0.7664689	0.7573319	0.4024599	0.8880162	0.6218856	0.1140101	0.2005200	0.4031969	0.7052088	0.5557194	0.4900609	0.3204181	0.1437683	0.5700805	0.1816915	0.9970258	0.4081296	0.0770003	0.0020563	0.9347153	0.9888995	0.4655210	0.6405607	0.2670726	0.6496775	0.5465495	0.6659981	0.6869772	0.2004164	0.5060961	0.3674507	0.0221653	0.5743200	0.5552693	0.7398663	0.4755736	0.2957479	0.4683030	1.0000000	0.9242261	0.7325513	0.1846400	0.5751362	0.3310244	0.0000051
600	0.6296818	0.7956846	0.8956436	0.4171439	0.7135112	0.6311221	0.0783472	0.0249457	0.5928788	0.2743192	0.4057492	0.8256802	0.0844232	0.4873612	0.9520744	0.2480539	0.9378336	0.1061491	0.1860008	0.8811668	0.4924236	0.9991423	0.0061887	0.1777403	0.8717416	0.8256424	0.0609295	0.0383282	0.2947528	0.4252175	0.7682811	0.6539291	0.5650620	0.2217564	0.4727473	0.2833640	0.4196072	0.6797400	0.4414918	0.3552764	0.4602452	0.8087772	0.1642416	0.8287485	0.4444120	0.2080306	0.3239889	0.0649718	0.5294061	0.0583846	0.9816048	0.5235791	0.7929474	0.8957157	0.8861198	0.7467234	0.6745354	0.3646492	0.8810060	0.6317712	0.1126346	0.1988618	0.4154767	0.6328027	0.5126417	0.4775044	0.3424429	0.1211566	0.2853314	0.5315069	0.9950297	0.5290584	0.0747998	0.0020295	0.9365550	0.9894140	0.6471445	0.6407664	0.2390776	0.8184124	0.5423466	0.6255987	0.5721571	0.2191139	0.4331779	0.5140880	0.0129677	0.4380226	0.5161618	0.8202626	0.4446645	0.2220506	0.4695209	1.0000000	0.9298898	0.7543144	0.3117170	0.5748978	0.3317749	0.0000047
650	0.6512284	0.7951955	0.8946797	0.4248730	0.7143598	0.6311238	0.0842929	0.0507981	0.4843321	0.3047229	0.3524257	0.9430675	0.0836844	0.6009799	0.9478497	0.2443349	0.9523165	0.0799802	0.1624337	0.8809783	0.4922708	0.9991741	0.0061087	0.1782637	0.8514019	0.7757632	0.0609295	0.0383284	0.3465187	0.4265640	0.7637528	0.6769549	0.6296816	0.2656348	0.5033943	0.2684592	0.4155694	0.6717467	0.3440076	0.3717633	0.3739485	0.8863206	0.1635387	0.8427185	0.4020003	0.1604842	0.3717429	0.0649840	0.5293690	0.0583439	0.9841028	0.5577690	0.7816336	0.8905093	0.8824340	0.7060283	0.5872848	0.3080421	0.8582118	0.5925278	0.1066367	0.1924605	0.4337375	0.6017843	0.4891572	0.4586437	0.3621526	0.0977996	0.1568430	0.6719851	0.9933448	0.6248012	0.0705930	0.0020062	0.9434513	0.9897432	0.7538722	0.6410382	0.2071533	0.9047315	0.5333587	0.5882532	0.5064900	0.2279533	0.3682229	0.5885030	0.0063817	0.3337765	0.5118695	0.8509832	0.3991391	0.1715788	0.4707715	1.0000000	0.9353349	0.7807411	0.3701271	0.5747701	0.3355313	0.0000043
700	0.6657972	0.7947870	0.8939937	0.4282844	0.7077423	0.6309281	0.1079399	0.0960484	0.4312045	0.3322372	0.3230364	0.9806625	0.0799503	0.6885758	0.9445861	0.2397578	0.9685245	0.0628433	0.1396609	0.8808563	0.4922019	0.9991622	0.0060203	0.1787709	0.8374439	0.7512089	0.0609295	0.0383283	0.3661861	0.4257578	0.7568381	0.7227309	0.6782808	0.2942480	0.5266229	0.2600772	0.4159958	0.6686683	0.2940506	0.3989670	0.3065771	0.9374167	0.1627166	0.8587587	0.3821910	0.1447422	0.3911548	0.0650677	0.5293287	0.0583347	0.9861058	0.5874784	0.7893765	0.8873135	0.8837363	0.6839770	0.4825369	0.2518767	0.8285848	0.5217165	0.0933381	0.1866376	0.4477333	0.5908160	0.4773781	0.4295698	0.3792325	0.0843760	0.1035790	0.7106501	0.9920793	0.6893047	0.0661934	0.0019873	0.9546161	0.9899046	0.7981025	0.6412783	0.1861650	0.9450420	0.5245434	0.5304335	0.4789667	0.2354725	0.3307116	0.6219586	0.0031243	0.2487117	0.5041936	0.8608084	0.3629975	0.1501749	0.4715045	1.0000000	0.9383462	0.7989925	0.3932589	0.5746501	0.3413368	0.0000039
750	0.6744804	0.7944697	0.8935712	0.4264575	0.6933922	0.6293755	0.1716918	0.1515055	0.4072272	0.3475705	0.3091466	0.9918088	0.0738771	0.7321102	0.9409399	0.2338811	0.9807584	0.0543897	0.1238149	0.8807859	0.4921839	0.9991376	0.0059317	0.1791995	0.8295650	0.7392985	0.0609295	0.0383288	0.3738450	0.4234790	0.7505936	0.7695777	0.7143016	0.3147389	0.5412118	0.2590318	0.4229344	0.6695001	0.2704398	0.4258907	0.2647743	0.9648677	0.1621014	0.8746467	0.3747372	0.1399480	0.3966870	0.0654015	0.5292999	0.0583848	0.9873379	0.6059192	0.8056856	0.8856325	0.8842453	0.6576925	0.3855424	0.2034084	0.7997271	0.4638549	0.0761759	0.1938863	0.4520119	0.5872626	0.4699357	0.3891843	0.3920614	0.0758000	0.0776525	0.7204000	0.9912403	0.7266283	0.0629867	0.0019734	0.9646417	0.9897251	0.8068380	0.6415366	0.1717985	0.9653118	0.5222444	0.4549404	0.4759718	0.2407996	0.3154255	0.6379066	0.0017174	0.1861408	0.4906244	0.8641282	0.3412927	0.1461433	0.4719076	1.0000000	0.9394969	0.8084412	0.3993371	0.5743426	0.3481866	0.0000034
800	0.6775586	0.7942464	0.8934296	0.4189808	0.6748356	0.6189755	0.2729519	0.2014028	0.3968806	0.3342511	0.3030886	0.9949215	0.0676563	0.7476335	0.9364130	0.2282628	0.9881491	0.0506870	0.1151602	0.8807516	0.4921908	0.9991065	0.0058537	0.1795143	0.8254732	0.7335568	0.0609295	0.0383335	0.3776966	0.4207868	0.7458346	0.8074440	0.7371105	0.3307377	0.5450738	0.2676320	0.4374911	0.6759343	0.2597350	0.4461508	0.2391640	0.9781803	0.1618895	0.8888340	0.3734070	0.1386274	0.3945635	0.0662379	0.5292826	0.0588077	0.9879879	0.6160502	0.8217002	0.8855400	0.8841774	0.6141663	0.3203760	0.1650773	0.7750183	0.4312405	0.0616785	0.2182782	0.4503797	0.5861307	0.4641680	0.3448257	0.3988590	0.0693464	0.0614209	0.7232295	0.9907375	0.7456278	0.0611168	0.0019661	0.9713636	0.9890725	0.7997074	0.6418175	0.1602702	0.9766126	0.5260258	0.3944105	0.4837184	0.2443415	0.3137555	0.6461888	0.0011400	0.1461414	0.4750875	0.8657223	0.3297539	0.1495750	0.4721626	1.0000000	0.9397111	0.8121023	0.4009054	0.5736214	0.3553759	0.0000034
850	0.6749719	0.7941207	0.8935870	0.4069734	0.6549214	0.5792462	0.3780019	0.2376971	0.3925414	0.2743337	0.3004019	0.9956477	0.0627244	0.7502539	0.9316370	0.2238903	0.9920911	0.0492269	0.1120762	0.8807398	0.4922117	0.9990456	0.0057971	0.1797059	0.8234434	0.7308744	0.0609295	0.0383542	0.3821487	0.4183714	0.7427802	0.8335576	0.7370662	0.3434952	0.5354517	0.2879684	0.4582195	0.6859715	0.2549867	0.4593725	0.2217819	0.9842596	0.1622319	0.8997620	0.3757476	0.1384358	0.3869732	0.0676356	0.5292707	0.0612895	0.9883137	0.6217402	0.8333864	0.8872919	0.8845886	0.5710942	0.2844611	0.1366883	0.7569418	0.4172147	0.0533646	0.2467515	0.4470526	0.5855545	0.4596072	0.3040106	0.3984977	0.0646205	0.0504068	0.7247835	0.9904584	0.7543825	0.0603595	0.0019802	0.9752692	0.9880720	0.7890973	0.6420907	0.1526303	0.9832868	0.5323707	0.3563289	0.4929701	0.2475457	0.3191451	0.6506544	0.0009037	0.1233696	0.4615165	0.8668566	0.3239056	0.1547989	0.4723512	1.0000000	0.9395034	0.8123601	0.4018378	0.5725163	0.3623985	0.0000057
900	0.6669733	0.7940963	0.8940215	0.3918724	0.6316505	0.5030285	0.4605750	0.2606030	0.3907637	0.1947609	0.2990247	0.9956314	0.0593478	0.7481131	0.9274043	0.2208318	0.9940277	0.0491305	0.1130126	0.8807422	0.4922589	0.9988769	0.0057688	0.1797786	0.8224765	0.7296264	0.0609295	0.0384081	0.3927661	0.4166066	0.7418943	0.8469540	0.7130633	0.3528332	0.5114705	0.3185279	0.4784978	0.6959080	0.2529030	0.4675543	0.2083371	0.9869161	0.1630662	0.9069554	0.3806075	0.1386225	0.3755590	0.0693526	0.5292603	0.0708522	0.9885099	0.6258052	0.8403688	0.8908116	0.8868476	0.5532055	0.2665573	0.1166577	0.7468012	0.4129563	0.0516237	0.2676772	0.4419736	0.5842328	0.4561849	0.2696008	0.3895326	0.0614173	0.0433074	0.7263034	0.9903128	0.7579507	0.0611090	0.0020396	0.9773829	0.9870115	0.7841208	0.6423331	0.1516421	0.9872715	0.5386234	0.3270596	0.5006928	0.2525881	0.3279584	0.6530503	0.0008057	0.1118040	0.4516112	0.8677672	0.3209842	0.1594275	0.4725031	1.0000000	0.9390023	0.8104612	0.4028081	0.5713169	0.3686528	0.0000153
950	0.6539853	0.7941703	0.8946780	0.3732881	0.5994741	0.4176860	0.5154191	0.2737178	0.3900679	0.1309624	0.2983610	0.9953654	0.0572139	0.7446395	0.9240768	0.2187115	0.9948452	0.0511239	0.1166825	0.8807601	0.4923810	0.9984567	0.0057696	0.1797455	0.8219980	0.7287952	0.0609295	0.0385093	0.4168116	0.4157440	0.7430982	0.8484392	0.6873136	0.3590610	0.4777155	0.3517637	0.4944234	0.7034311	0.2519948	0.4727443	0.1961750	0.9880239	0.1641326	0.9109670	0.3873797	0.1388956	0.3640273	0.0710388	0.5292552	0.0965433	0.9887066	0.6309603	0.8433980	0.8959034	0.8934035	0.5643566	0.2580148	0.1031262	0.7432916	0.4122963	0.0554592	0.2788329	0.4317316	0.5799154	0.4537530	0.2409191	0.3752631	0.0594073	0.0390359	0.7278235	0.9902395	0.7589195	0.0655323	0.0021518	0.9784480	0.9861173	0.7890854	0.6425325	0.1567621	0.9895875	0.5436541	0.2983216	0.5064303	0.2636197	0.3378528	0.6542747	0.0007773	0.1068547	0.4454925	0.8684370	0.3194983	0.1628849	0.4726395	1.0000000	0.9380519	0.8071962	0.4044633	0.5702668	0.3736786	0.0000419
1000	0.6354970	0.7943323	0.8955239	0.3487111	0.5558386	0.3496380	0.5482496	0.2806991	0.3898594	0.0909366	0.2983376	0.9950296	0.0559038	0.7409504	0.9215617	0.2170366	0.9947960	0.0586410	0.1215631	0.8808097	0.4926737	0.9975640	0.0057950	0.1796245	0.8216210	0.7275035	0.0609295	0.0386638	0.4576901	0.4157911	0.7451857	0.8426195	0.6722162	0.3662499	0.4426443	0.3826020	0.5106536	0.7077411	0.2516078	0.4764107	0.1833706	0.9884550	0.1651491	0.9126713	0.3962900	0.1391270	0.3569054	0.0724463	0.5292899	0.1473263	0.9889799	0.6388693	0.8428391	0.9028953	0.9066664	0.5904662	0.2542582	0.0940649	0.7418656	0.4117520	0.0631437	0.2818903	0.4167979	0.5688598	0.4520974	0.2155955	0.3643028	0.0581888	0.0365762	0.7291907	0.9901977	0.7585017	0.0790115	0.0022985	0.9788733	0.9854830	0.8012622	0.6426957	0.1636601	0.9907738	0.5473647	0.2735048	0.5104921	0.2869915	0.3460671	0.6548255	0.0008683	0.1055106	0.4423363	0.8688108	0.3187272	0.1653185	0.4728304	1.0000000	0.9362420	0.8036200	0.4076509	0.5694546	0.3773463	0.0001063

0	0.3776922	0.7966989	0.9019470	0.2412282	0.4959689	0.3946628	0.4768374	0.2412104	0.4032205	0.0928540	0.3028279	0.9950810	0.0530799	0.7245830	0.9071994	0.2079861	0.9847457	0.0753515	0.1117977	0.8870829	0.5010722	0.9900949	0.0060603	0.1776665	0.8203037	0.7250238	0.0609295	0.0385987	0.4792078	0.4182279	0.7486564	0.8139399	0.6638789	0.3676741	0.3122576	0.4991452	0.5514322	0.6991374	0.2515967	0.4878634	0.1433397	0.9886214	0.1647022	0.8905460	0.4696916	0.1392359	0.4017716	0.0706346	0.5296407	0.1589215	0.9897316	0.6598945	0.8185795	0.9500554	0.9282905	0.5993982	0.2831042	0.0688085	0.7353999	0.4223857	0.0719945	0.2917803	0.3787311	0.5400934	0.4477955	0.0964003	0.3995084	0.0593052	0.0327068	0.7305248	0.9900632	0.7547081	0.1202036	0.0023497	0.9771846	0.9847368	0.8366979	0.6433373	0.1735011	0.9877098	0.5572556	0.2889900	0.5341483	0.3308240	0.2867971	0.6569167	0.0015009	0.1148095	0.4402883	0.8680353	0.3181622	0.1722271	0.4741381	1.0000000	0.9364688	0.8145002	0.4181529	0.5697416	0.3809525	0.0002199
