Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G65A	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.3195997	0.3640421	0.7196545	0.5937778	0.5872881	0.2216604	0.2505455	0.0251279	0.0736105	0.2454149	0.6886693	0.4994579	0.0754921	0.6726895	0.0584400	0.2027710	0.0004251	0.5513654	0.0545212	0.1693970	0.6680940	0.1426281	0.3355684	0.2190042	0.1377372	0.4901454	0.0318839	0.2815155	0.1848119	0.0652144	0.6013448	0.5676585	0.2054267	0.3129589	0.1082264	0.2148399	0.4184939	0.5502391	0.0955947	0.3572579	0.3996674	0.5447588	0.1705327	0.6267193	0.2667453	0.0782195	0.2594438	0.1020420	0.5201341	0.1443740	0.1504032	0.2374410	0.1466387	0.7285868	0.6358647	0.4089591	0.5446427	0.7248496	0.2347402	0.6114503	0.0019386	0.3990260	0.6636929	0.4365775	0.3881122	0.2212996	0.2394704	0.3046559	0.5281688	0.3722670	0.4150509	0.0416008	0.5912290	0.3088891	0.6314644	0.6198928	0.1637746	0.0393518	0.7568834	0.2002106	0.1281261	0.0426915	0.1342316	0.6507419	0.0006239	0.3458955	0.2585535	0.5664131	0.3771187	0.2620864	0.5974490	0.4837952	0.5781765	0.3523093	0.2957735	0.6946291	0.6586523	0.2739189	0.2332173	0.2420201
500	0.2345706	0.3088987	0.7029197	0.7053159	0.6260335	0.1980009	0.2650098	0.0228204	0.1020741	0.2809948	0.5882834	0.6517176	0.1256498	0.5532887	0.0859571	0.2618387	0.0001644	0.6836635	0.0363129	0.1795138	0.7358147	0.1687257	0.3811063	0.1525664	0.1152200	0.5826562	0.0752382	0.2614176	0.1766077	0.0602526	0.5186299	0.4094304	0.1438762	0.3395346	0.1206643	0.2318641	0.4299701	0.6088091	0.0611218	0.3806622	0.3502500	0.4388203	0.2046325	0.6609277	0.2739871	0.0736959	0.1769447	0.1147474	0.4987254	0.1735603	0.2118280	0.2164940	0.2042487	0.6831016	0.6156201	0.4486373	0.4842540	0.7132054	0.2820906	0.7605012	0.0001135	0.4198953	0.5530963	0.3970228	0.3587003	0.2430886	0.2399920	0.4060826	0.5299356	0.3285952	0.4269341	0.0458379	0.7013357	0.3519873	0.4693562	0.6555203	0.0766959	0.0545314	0.6558918	0.1787386	0.1714461	0.0286288	0.0972758	0.6911808	0.0007608	0.2874316	0.2467536	0.6039959	0.3010134	0.3282359	0.5189129	0.4831274	0.7452571	0.3162732	0.3173282	0.6894719	0.6193027	0.2575590	0.2743543	0.2928197
550	0.3006523	0.3834046	0.7250420	0.5615468	0.5378948	0.4276618	0.2888887	0.1607954	0.0579565	0.3989566	0.7164070	0.7052071	0.1044527	0.6434347	0.0587156	0.2603105	0.0063577	0.6349211	0.0388705	0.2222249	0.6860628	0.2278313	0.4456424	0.2607742	0.1437543	0.6207685	0.0883702	0.2880249	0.2309078	0.0570888	0.5665970	0.3283289	0.1442075	0.3702797	0.1610165	0.3035845	0.3677556	0.5970860	0.0615270	0.4193322	0.2444902	0.6116928	0.1713188	0.6858925	0.2717789	0.0582169	0.0790024	0.1386201	0.4737478	0.1097809	0.2325913	0.3231418	0.2684302	0.6983694	0.6416216	0.4728853	0.5396320	0.6196241	0.2535949	0.6267111	0.0010631	0.4451515	0.5553056	0.4698815	0.3747322	0.3565509	0.3353731	0.3546392	0.4474059	0.3279703	0.5258394	0.0541978	0.6422763	0.2813728	0.4968284	0.6318878	0.1631821	0.0907385	0.7349789	0.2011257	0.1509639	0.0146179	0.2419415	0.6981252	0.0020200	0.4085566	0.1666268	0.5366029	0.3236430	0.2292219	0.5469343	0.4238504	0.5714556	0.2889572	0.1479428	0.3566772	0.6748357	0.2914331	0.2555459	0.3651942
600	0.3800225	0.3467982	0.7278183	0.5514629	0.5461889	0.5292453	0.1388930	0.2190218	0.0802415	0.5379173	0.6754813	0.6422025	0.0710602	0.6718172	0.0909520	0.2058501	0.0017152	0.6600914	0.1012699	0.3065722	0.6414239	0.1351722	0.3771494	0.2210445	0.1713133	0.6438218	0.0635645	0.2956589	0.2003731	0.0670796	0.6080949	0.3656903	0.0992927	0.3149651	0.1701741	0.1924448	0.3699324	0.6337286	0.0714249	0.5039418	0.3330262	0.5842130	0.2000071	0.6518461	0.3418091	0.0377913	0.0351170	0.2340598	0.2437259	0.0571101	0.2628965	0.2568358	0.2187086	0.5961659	0.4738696	0.5376381	0.5270912	0.6157054	0.2824519	0.6386957	0.0001490	0.4253818	0.5378884	0.1956276	0.3768904	0.3861047	0.2519861	0.4003382	0.5627052	0.2279514	0.3522731	0.0852435	0.4443260	0.3122921	0.4159254	0.6509311	0.3813431	0.0589949	0.6456058	0.1493771	0.1826677	0.0181946	0.2427167	0.6522395	0.0001890	0.2889934	0.1523464	0.6450130	0.3691940	0.2217414	0.4558009	0.4527695	0.4578165	0.3418539	0.0704925	0.2406686	0.6439174	0.2702844	0.2781210	0.3200814
650	0.2406226	0.4942733	0.6292826	0.7322067	0.6868228	0.4722351	0.2257879	0.4150151	0.0580524	0.5675482	0.5614939	0.6429264	0.0996366	0.5983915	0.0963447	0.3042299	0.0065232	0.5687226	0.1344621	0.4405944	0.6073444	0.1786630	0.2826989	0.2503182	0.2154164	0.6535436	0.0645124	0.2498904	0.1104261	0.0708348	0.6064113	0.2651072	0.0407532	0.2330407	0.1156483	0.2724380	0.3637739	0.5673419	0.0478187	0.5388632	0.3149508	0.5350810	0.2415178	0.6086036	0.2283956	0.0066877	0.0573229	0.3176457	0.2782399	0.0694957	0.2445898	0.3573980	0.1819482	0.6860699	0.5668144	0.4163808	0.4741415	0.7773078	0.2803578	0.6096692	0.0012855	0.5173256	0.5561710	0.1226488	0.3059942	0.6903709	0.2565103	0.4296147	0.5498681	0.2692348	0.4640408	0.0358282	0.4865286	0.2403176	0.3742341	0.5984110	0.3574695	0.0318878	0.7887863	0.1375166	0.1354788	0.0172473	0.2118938	0.5550901	0.0018214	0.3470826	0.1756235	0.4830308	0.2851370	0.2724038	0.3286915	0.4609783	0.4500707	0.3487066	0.0332649	0.1932607	0.6929371	0.2912689	0.2807265	0.3488738
700	0.2019446	0.3015442	0.6450351	0.5990009	0.5696226	0.5863332	0.1892736	0.3763731	0.0506458	0.6703006	0.6633353	0.5846966	0.1012161	0.6172321	0.0669925	0.3064440	0.0050708	0.4876773	0.1468837	0.4930996	0.4572847	0.1109119	0.2623336	0.2175298	0.1141481	0.5027929	0.0715495	0.2069166	0.1286729	0.0497886	0.4297787	0.3631913	0.0316276	0.2907605	0.1815786	0.2365689	0.4045874	0.5800220	0.0335206	0.6027286	0.3176102	0.5699730	0.2692138	0.5901466	0.1200059	0.0089812	0.0623354	0.2747859	0.2682931	0.0441041	0.1511524	0.3651042	0.2498232	0.5984033	0.5339854	0.4150497	0.4156268	0.5835296	0.2040947	0.8494308	0.0010799	0.6043825	0.5314168	0.1021299	0.0963279	0.5796837	0.2379843	0.3712186	0.5084344	0.2123264	0.3487934	0.0925743	0.4488926	0.3099443	0.4216602	0.5578138	0.3623107	0.0189163	0.6001993	0.0974250	0.1570408	0.0268522	0.1315828	0.6098666	0.0025489	0.3232141	0.2122886	0.5582344	0.3148393	0.2831900	0.3020991	0.3903335	0.4702261	0.3123907	0.0231844	0.1925069	0.7428520	0.3722310	0.3254891	0.3813713
750	0.2491087	0.3014990	0.5891978	0.5324616	0.6227627	0.5084045	0.2983632	0.3238212	0.0416060	0.4952903	0.5685051	0.5704340	0.0646943	0.6633881	0.1554144	0.2599969	0.0015116	0.6002661	0.2668384	0.5256797	0.4734534	0.0612737	0.2968263	0.1755825	0.0710042	0.6420687	0.0743703	0.3340160	0.1891395	0.0709042	0.4535393	0.3492419	0.0345093	0.2752321	0.1934081	0.1758401	0.3775676	0.6536862	0.0305410	0.6870145	0.2568756	0.5531564	0.2199888	0.5778211	0.1608752	0.0147218	0.1192228	0.2754805	0.2953147	0.0406145	0.1889483	0.4792570	0.2428181	0.7741760	0.5735638	0.4181604	0.4396456	0.6058809	0.2684518	0.7113744	0.0015790	0.5871781	0.6422257	0.1255835	0.0872456	0.5943563	0.2561135	0.3695547	0.6324828	0.1846774	0.3469498	0.0325810	0.4800838	0.2342136	0.4941009	0.5314873	0.3852247	0.0641713	0.6746341	0.0776623	0.1655770	0.0313423	0.1811457	0.7710803	0.0110421	0.2696429	0.2688028	0.5164211	0.3601776	0.2243965	0.3159730	0.5208963	0.4645682	0.4351328	0.0090251	0.2058091	0.6636184	0.2395128	0.2899452	0.3842530
800	0.2897244	0.3226362	0.5599014	0.5665814	0.5072238	0.5221529	0.2654156	0.5088620	0.0461623	0.3012554	0.6865641	0.6835218	0.1217726	0.5673825	0.1440019	0.3426073	0.0035422	0.4697745	0.2623469	0.4883928	0.4235045	0.0644289	0.2765860	0.2024822	0.0884244	0.6447643	0.0728003	0.2994937	0.1840455	0.0456383	0.5103300	0.1942120	0.0374655	0.3238021	0.1359191	0.2132736	0.3188101	0.6746576	0.0408066	0.7679862	0.3504761	0.5902544	0.1997286	0.6651097	0.1249313	0.0421513	0.1307978	0.2541231	0.3661606	0.0272674	0.2144288	0.3703412	0.2425832	0.5468792	0.5322118	0.3795043	0.5513669	0.6471659	0.2926908	0.6675906	0.0007812	0.6247926	0.7081557	0.1617368	0.0790250	0.6352650	0.2405688	0.4151814	0.6053166	0.1803505	0.2022836	0.0263142	0.4740883	0.3069619	0.3231635	0.6518090	0.4202331	0.0540382	0.7076898	0.2450359	0.1730654	0.0063267	0.0904035	0.7864702	0.0050571	0.3094622	0.3499593	0.5414640	0.2987335	0.1433881	0.4142929	0.4387979	0.5182186	0.4644343	0.0073629	0.2075909	0.6101947	0.2155044	0.2885139	0.4090056
850	0.3092950	0.2608210	0.6498856	0.5233627	0.5652106	0.5055908	0.3043102	0.4956977	0.1050376	0.3977676	0.6762709	0.6091881	0.0979188	0.5554706	0.1388950	0.3161246	0.0019142	0.3860305	0.2805312	0.5846533	0.4054098	0.1116062	0.3730304	0.2768690	0.1770258	0.7038836	0.0347924	0.2755594	0.1995886	0.0741586	0.4691240	0.2888477	0.0771928	0.2860121	0.1014662	0.2165118	0.2566248	0.6306647	0.0422586	0.6802946	0.3409431	0.5843970	0.1442292	0.6783538	0.2253719	0.0355737	0.0723723	0.2420150	0.3345844	0.0227986	0.1807880	0.4396279	0.3297673	0.6292513	0.6929862	0.4598447	0.4978148	0.5626758	0.2565873	0.6135933	0.0015113	0.4397832	0.5700582	0.1607613	0.0570132	0.6222411	0.1804516	0.3895424	0.5087124	0.1396399	0.2415726	0.0713375	0.5684753	0.2432354	0.4368831	0.6427144	0.4416629	0.0428493	0.6507043	0.1867797	0.1291579	0.0353737	0.0935197	0.7018296	0.0099796	0.2896459	0.3312461	0.5139746	0.3028702	0.1535878	0.3690435	0.4348723	0.4545105	0.4902258	0.0326355	0.1220845	0.5977709	0.1506269	0.3486995	0.4266816
900	0.3037594	0.1666238	0.6115233	0.6173142	0.6115601	0.5102678	0.2797063	0.4340131	0.0564240	0.4211378	0.6644169	0.6679185	0.1362713	0.5775719	0.1705952	0.2735344	0.0053239	0.4072529	0.2905961	0.5590798	0.4082890	0.1333759	0.4725654	0.2659560	0.1052963	0.5542736	0.0501131	0.2577521	0.2477360	0.0335813	0.3948165	0.2199508	0.0625244	0.3612012	0.2041728	0.2573292	0.4581488	0.6278077	0.0378480	0.8561184	0.3509605	0.5469223	0.2388810	0.6643325	0.2892859	0.0261445	0.0624422	0.2532162	0.2756371	0.0307065	0.2009492	0.5173305	0.3006746	0.5928925	0.6506177	0.4483794	0.4356146	0.8687038	0.4011174	0.7235942	0.0014164	0.3845572	0.5169099	0.1213186	0.0512302	0.5583819	0.1879909	0.4487767	0.5819237	0.1667003	0.1985080	0.0582753	0.5786887	0.2832326	0.3704133	0.6383544	0.3719495	0.0273805	0.6437166	0.1310793	0.1122023	0.0501140	0.1567426	0.6325096	0.0038590	0.2586502	0.2508487	0.4908699	0.2910284	0.2296743	0.4021066	0.4320882	0.4270397	0.4627568	0.0059921	0.1802688	0.5613081	0.2193213	0.2614930	0.4650787
950	0.2228736	0.1484466	0.7472594	0.5985578	0.6633191	0.5075686	0.3189120	0.3452829	0.0428384	0.4717509	0.7455252	0.7184100	0.0751631	0.6825821	0.1093216	0.2993585	0.0094869	0.2895461	0.2300266	0.4740611	0.5805607	0.2769443	0.4120734	0.2938989	0.1252698	0.6884674	0.0214175	0.2304233	0.2109164	0.0574119	0.5318513	0.2367978	0.0490741	0.2106445	0.1864295	0.2127061	0.4590562	0.6611050	0.0401621	0.7508427	0.4325765	0.6577591	0.1666082	0.7135832	0.1828633	0.0125884	0.0384671	0.1702968	0.2893348	0.0396426	0.2577369	0.4825011	0.3063206	0.6198521	0.5348702	0.4920676	0.4620530	0.6698952	0.5687377	0.5651611	0.0008487	0.3731818	0.5692545	0.0753394	0.0546374	0.4856134	0.2598371	0.4513111	0.6270313	0.1681297	0.2546557	0.0701066	0.5670941	0.2289210	0.4301072	0.6480759	0.3198804	0.0519522	0.6922552	0.1360719	0.1163089	0.0310026	0.1832519	0.7485420	0.0061371	0.4179275	0.2504896	0.4738971	0.3344048	0.1630944	0.3698625	0.3582737	0.5024643	0.4263784	0.0189321	0.1890442	0.4973890	0.2087207	0.3146510	0.5008976
1000	0.2254252	0.1247195	0.6926990	0.6222594	0.6502074	0.4525567	0.2585276	0.3935773	0.0409510	0.4401147	0.7353281	0.5870464	0.0589745	0.6129750	0.1175308	0.3210317	0.0057552	0.3520756	0.3470444	0.5042686	0.5927150	0.1616346	0.4209434	0.2981623	0.1634516	0.6105295	0.0444814	0.1871412	0.1565805	0.0889139	0.4199104	0.2336916	0.0622542	0.2322491	0.1551736	0.2829418	0.4418211	0.6169919	0.0742305	0.5461411	0.2932345	0.5465035	0.1978011	0.7272010	0.1313674	0.0092513	0.0535210	0.2992583	0.4122801	0.0414361	0.2132593	0.6844303	0.2677002	0.6654968	0.5447771	0.4525992	0.4757526	0.6899626	0.5410087	0.5900277	0.0049971	0.4599357	0.5535088	0.1060163	0.0917044	0.6848686	0.2387100	0.4244114	0.5042060	0.1693993	0.2038726	0.0657668	0.4547631	0.2377778	0.3747092	0.5827638	0.4291096	0.0812034	0.5504457	0.0618836	0.1361930	0.0146903	0.0785306	0.6406372	0.0043700	0.3186603	0.1814056	0.5211582	0.3059178	0.1982680	0.3781524	0.3734447	0.4679756	0.4241074	0.0075889	0.2252681	0.6034839	0.2789973	0.4028928	0.4474442

0	0.2690011	0.2720037	0.5910408	0.5273364	0.5272694	0.5301980	0.3385803	0.5772168	0.0675013	0.4599922	0.6080460	0.6828719	0.0937086	0.7868216	0.0733700	0.2825906	0.0077091	0.2558696	0.3406641	0.5762119	0.4128396	0.2186877	0.4474736	0.2272948	0.2140484	0.7214420	0.0450725	0.2073001	0.1440376	0.0652719	0.5102827	0.2927307	0.0534735	0.3186760	0.1304987	0.2424721	0.4249194	0.6626205	0.1342751	0.7038154	0.2793803	0.5489189	0.2087999	0.6081691	0.1700990	0.0316582	0.0922160	0.3293523	0.4885622	0.0663074	0.2519938	0.5553700	0.2952818	0.6182655	0.6011993	0.4489015	0.4452961	0.7385511	0.6284127	0.4751280	0.0193999	0.2824083	0.4432078	0.0876949	0.0148956	0.5422604	0.1694025	0.1811826	0.6229115	0.2034166	0.2414419	0.0270408	0.5336550	0.2805347	0.3943736	0.5399284	0.3746897	0.0204893	0.7322283	0.0611111	0.1740822	0.0180521	0.1104176	0.7192229	0.0086059	0.3199051	0.1955128	0.5570976	0.3392304	0.0976214	0.4441922	0.4659760	0.4985232	0.3264072	0.0080220	0.2091607	0.6447256	0.2638108	0.3426890	0.2970395
