G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G76A	G94	G95	G96	G97	G98	G99	G100
0.4739523	0.0000000	0.1255987	0.4209775	0.9948273	0.2617588	0.0012305	0.4553621	0.2743860	0.7382481	0.4895493	0.3164321	0.0000000	0.6022749	0.0333431	0.6838029	0.4480258	0.5829638	0.6573888	0.0858249	0.1903883	0.6179997	0.7238423	0.6027199	0.6331063	0.0378698	0.3685973	0.0361716	0.0386924	0.0174032	0.0065697	0.4376949	0.7724833	0.1177313	0.9988975	0.0198535	0.8753361	0.1972070	0.2067287	0.0974938	0.6916943	0.6421592	0.7987049	0.3906787	0.5332214	0.6524302	0.9048693	0.7887523	0.7081595	0.1944292	0.9795745	0.6502372	0.4676631	0.7270973	0.9373677	0.0414208	0.7800812	0.1458610	0.0095680	0.1512824	0.0000486	0.2846113	0.2576790	0.1063317	0.6883164	0.7287230	0.2332818	0.3450067	0.0105069	0.1785581	0.0610257	0.3884466	0.1273947	0.6668704	0.3693330	0.1115389	0.6363933	0.3413441	0.6619898	0.3129769	0.9948643	0.6368183	0.2098227	0.6584461	0.4638021	0.0638901	0.6621770	0.0199943	0.9657493	0.6846055	0.5026395	0.5411890	0.4817060	0.8805084	0.4812528	0.4291950	0.7454679	0.9202129	0.4249014	0.9588642
0.1522696	0.5194856	0.1256698	0.4210528	0.9948273	0.2618735	0.0096375	0.3810100	0.2449142	0.9336922	0.4895491	0.3164325	0.0000000	0.6020634	0.0333431	0.6837480	0.4480201	0.5829540	0.6573989	0.0294706	0.1903832	0.6179834	0.7238453	0.6027191	0.6331039	0.0378699	0.3685976	0.0361717	0.0386924	0.0206156	0.0065697	0.4376967	0.7724834	0.1177313	0.9988975	0.0198531	0.8753356	0.1972075	0.2067290	0.0975106	0.6916018	0.6424012	0.0000000	0.6826882	0.1131276	0.1073661	0.9048752	0.7887802	0.9575438	0.1944310	0.8387372	0.6401398	0.2613217	0.7471511	0.6007626	0.0616664	0.7815661	0.1154665	0.0146596	0.4256659	0.0000442	0.2793661	0.2745587	0.0762252	0.5305032	0.9498746	0.6356561	0.3450381	0.0659675	0.0004647	0.6493456	0.2960932	0.3209978	0.7931247	0.4251802	0.1115618	0.6770641	0.0709960	0.5011411	0.0005504	0.9987157	0.6368523	0.0078418	0.6938923	0.4638046	0.2798167	0.6682721	0.0205067	0.9577580	0.6846154	0.5026306	0.5411901	0.4817044	0.8805084	0.4812596	0.0459109	0.6468677	0.6546207	0.4319127	0.4993545
0.4735761	0.0000000	0.0512392	0.3179087	0.9951151	0.1406130	0.0093284	0.3887821	0.2479394	0.9056846	0.4826113	0.8056851	0.0911064	0.6686063	0.0324753	0.7552320	0.4444092	0.7398751	0.9612657	0.0244548	0.1543542	0.5848608	0.9356385	0.3587563	0.6331068	0.1815584	0.3685972	0.0361716	0.0387527	0.0200942	0.0073744	0.4634783	0.8038784	0.1335833	0.6538361	0.0169720	0.8753362	0.1972070	0.2067287	0.1267695	0.6917273	0.6422589	0.0000000	0.5938960	0.6330845	0.7152037	0.9048739	0.7887742	0.6580963	0.1944289	0.9691664	0.6267991	0.4486372	0.7052692	0.5140834	0.0314326	0.7603588	0.1207123	0.0103834	0.1102778	0.0006962	0.3064733	0.2478762	0.0540622	0.7240736	0.9139495	0.6035972	0.3737838	0.0539273	0.0806885	0.0467568	0.3884466	0.1467384	0.6644379	0.4272629	0.1115317	0.7840432	0.4120706	0.7071317	0.3136407	0.9950313	0.6584425	0.4079862	0.6816626	0.4638060	0.2504235	0.6674220	0.0852040	0.9525312	0.6919232	0.5026444	0.5389972	0.5474456	0.9151165	0.3508816	0.4320208	0.8539691	0.6522617	0.4320628	0.9702937
0.0367226	0.8494763	0.1255995	0.4209782	0.9948273	0.2617598	0.0016029	0.4315373	0.2647734	0.7874039	0.4895493	0.3164321	0.0000000	0.6022460	0.0333430	0.6838065	0.4480251	0.5829690	0.6573960	0.0618396	0.1903884	0.6179997	0.7238423	0.6027199	0.6331063	0.0378698	0.3685973	0.0361716	0.0386924	0.0180885	0.0065697	0.4376949	0.7724833	0.1177313	0.9988975	0.0198535	0.8753361	0.1972070	0.2067287	0.0974961	0.6916816	0.6421925	0.6573688	0.6826987	0.1130201	0.0000000	0.9048701	0.7887560	0.9575947	0.1944292	0.8248961	0.6312414	0.1536949	0.7487383	0.6702061	0.0628672	0.7806724	0.0530619	0.0146059	0.4924088	0.0000440	0.2358741	0.2745607	0.0752197	0.5305258	0.9498773	0.2646132	0.7773706	0.0123900	0.0010547	0.6499413	0.2842915	0.3210286	0.8977696	0.3815203	0.1115421	0.6771340	0.0566630	0.6844411	0.0000404	0.9994441	0.6368532	0.0121642	0.6935007	0.4638030	0.0950851	0.6648430	0.0220233	0.8902418	0.6846056	0.5026316	0.5411892	0.4832426	0.8805084	0.4812596	0.0401305	0.6436149	0.6546207	0.4318074	0.4369937
0.0372163	0.8495353	0.1256034	0.4209814	0.9948273	0.2617645	0.0012326	0.4553168	0.2743676	0.7383336	0.4895500	0.3164056	0.0000000	0.6022034	0.0333431	0.6838032	0.4480272	0.5829640	0.6573902	0.0857876	0.1904071	0.6179994	0.7237878	0.6027861	0.6331063	0.0378698	0.3685973	0.0361716	0.0000000	0.0174043	0.0065695	0.4376836	0.7724697	0.1177252	0.9994914	0.0198548	0.8753361	0.1972070	0.2067287	0.0974934	0.6916942	0.6421593	0.7986440	0.3906556	0.5332214	0.6524302	0.9048693	0.7887522	0.7081594	0.1944292	0.8551582	0.6325252	0.1536846	0.7270920	0.6324550	0.0414132	0.7800942	0.0560081	0.0144859	0.1512670	0.0000484	0.2838371	0.2576856	0.0909681	0.6883132	0.7285200	0.2333129	0.8308653	0.0005646	0.1783376	0.6568321	0.2858995	0.0805098	0.8952480	0.3693387	0.1115394	0.6771193	0.3413018	0.9609448	0.0000404	0.9994442	0.6368183	0.0086161	0.7727139	0.4638082	0.0127607	0.6627803	0.0216221	0.8582652	0.6845843	0.5026316	0.5411897	0.4817052	0.8804593	0.4812528	0.1901549	0.6883023	0.9201963	0.4249055	0.9325146
0.1512286	0.5194856	0.1020912	0.3993414	0.9947718	0.2318707	0.0010516	0.6909208	0.3922999	0.4628214	0.4890544	0.3369047	0.0000000	0.8873876	0.0338067	0.7673658	0.4128889	0.7825199	0.6145334	0.9585069	0.0079015	0.6973980	0.9410869	0.3504390	0.6331057	0.0378698	0.3685974	0.0361716	0.0386924	0.0095407	0.5439390	0.5991225	0.9881049	1.0000000	0.0000000	0.0074128	0.8753360	0.1972072	0.2067288	0.0891937	0.7457061	0.5233979	0.8716900	0.2664739	0.5322997	0.6518798	0.9016414	0.7735201	0.9839602	0.1944297	0.7846348	0.5567180	0.2031816	0.8333595	0.6676940	0.0513806	0.6578359	0.1207206	0.0000331	0.2733018	0.3787474	0.2373443	0.2116663	0.2877069	0.2782660	0.6067509	0.3887450	0.8008196	0.0040848	0.1294042	0.6530503	0.3340645	0.1353680	0.7917529	0.6225517	0.0991295	0.7295380	0.7927866	0.7479341	0.0002227	0.9987668	0.6368190	0.0426178	0.7725114	0.4638078	0.0957689	0.6069254	0.0199959	0.9588695	0.7053908	0.5026313	0.5382863	0.5107470	0.9999939	0.4812509	0.5737357	0.7953995	0.9370392	0.3677145	0.9200081
0.0372083	0.8495887	0.1255983	0.4209771	0.9948272	0.2617583	0.0009269	0.4850384	0.2866745	0.6871988	0.4895493	0.3164321	0.0000000	0.6022980	0.0333433	0.6837930	0.4480262	0.5829498	0.6573696	0.1261917	0.1903883	0.6179997	0.7238423	0.6027199	0.6331063	0.0378698	0.3685973	0.0361716	0.0386924	0.0169213	0.0065697	0.4376949	0.7724833	0.1177313	0.9988975	0.0198535	0.8753361	0.1972070	0.2067287	0.0974919	0.6917044	0.6421327	0.9901925	0.0000000	0.5332224	0.6524308	0.9048687	0.7887493	0.7083052	0.1944292	0.9795745	0.6346454	0.1536772	0.7765300	0.6354864	0.0424354	0.7791913	0.0581780	0.0140371	0.1619082	0.0000490	0.3290992	0.2323603	0.0919061	0.6869191	0.5653662	0.2331749	0.9076425	0.0005744	0.2049056	0.6588731	0.2878108	0.0804991	0.8940179	0.3561056	0.1115364	0.6771260	0.3945315	0.7783543	0.0000403	0.9994442	0.6368532	0.0000198	0.7724191	0.4638009	0.0047567	0.6597148	0.0213396	0.8582945	0.6846054	0.5026316	0.5411889	0.4821654	0.8805084	0.4812528	0.2733555	0.7454680	0.9512175	0.4187459	0.9325020
0.4723689	0.0000000	0.0422618	0.2843621	0.9955921	0.1095624	0.0021992	0.4675675	0.2793986	0.7160749	0.4818115	0.8826034	0.1589991	0.8873151	0.0337346	0.7659273	0.4128902	0.7835055	0.6199985	0.5073463	0.0079011	0.6974002	0.9959535	0.1785776	0.6330990	0.2717519	0.3685981	0.0361718	0.0655602	0.0068010	0.5439390	0.5991224	0.9881049	1.0000000	0.0000000	0.0074128	0.8753347	0.1972084	0.2067295	0.1436524	0.7456103	0.5235523	0.4066050	0.3431216	0.5322862	0.6518710	0.9016479	0.7735491	0.8663673	0.1944345	0.9137771	0.5093898	0.4563115	0.8192589	0.8631281	0.0561424	0.6618867	0.0953706	0.0000383	0.1204423	0.3768803	0.3267575	0.2129084	0.2454280	0.2440589	0.6742510	0.4741129	0.3770122	0.2330619	0.1028699	0.0467798	0.6133961	0.1225752	0.6217233	0.6853323	0.0991442	0.8398309	0.7741277	0.3908697	0.3140401	0.9950545	0.6819627	0.5477611	0.6508618	0.4920320	0.2236803	0.6609903	0.1334865	0.9865016	0.7016259	0.5026319	0.5378744	0.5755722	0.9985604	0.2534133	0.8213219	0.9383452	0.7039544	0.4292315	0.9587413
0.4725019	0.0000000	0.0411839	0.2786942	0.9958071	0.1046409	0.0046953	0.4414969	0.2687718	0.7657592	0.4815822	0.8952576	0.2375945	0.7745329	0.0337178	0.7272830	0.4182719	0.6626776	0.6213248	0.9707609	0.1241636	0.6280450	0.9723005	0.2872887	0.6330965	0.3372085	0.3685984	0.0361719	0.0531665	0.0156304	0.0976490	0.5815875	0.9616974	0.4491632	0.3430175	0.0082727	0.8753342	0.1972088	0.2067298	0.1742234	0.6921402	0.6416729	0.4677881	0.0000000	0.8732745	0.9578753	0.9048493	0.7886549	0.9813063	0.1944363	0.9455295	0.5281412	0.4525144	0.8146028	0.8978982	0.0119415	0.6729157	0.0845195	0.0003515	0.0646311	0.0427549	0.5348886	0.1918947	0.2974649	0.2798051	0.5653069	0.1226433	0.3773869	0.2552772	0.1846463	0.0525877	0.3884466	0.0098920	0.5104057	0.4778087	0.1114272	0.8399813	0.8405667	0.6552882	0.3138958	0.9950461	0.6759111	0.5148365	0.7813240	0.5227066	0.0271874	0.6634657	0.1829595	0.9925674	0.6996762	0.5026370	0.5387113	0.4973402	0.9570961	0.1766871	0.9907165	0.9419797	0.7468308	0.4161087	0.9898255
0.4728127	0.0000000	0.0469604	0.3041431	0.9952693	0.1275712	0.0034541	0.4034197	0.2536525	0.8594505	0.4822809	0.8415594	0.1099233	0.7096011	0.0325323	0.7493043	0.4374625	0.7203663	0.8937580	0.0563433	0.1461636	0.5945372	0.9515181	0.3323093	0.6331080	0.2103325	0.3685971	0.0361715	0.0389715	0.0191999	0.0100392	0.5032317	0.8538357	0.1692949	0.5258123	0.0133469	0.8753364	0.1972067	0.2067286	0.1348426	0.6918662	0.6421288	0.3069231	0.8121750	0.1130201	0.0000000	0.9048654	0.7887333	0.9575947	0.1944280	0.9640667	0.5943380	0.4484016	0.7838199	0.7838807	0.0756404	0.7286458	0.0968404	0.0053925	0.4629137	0.0023627	0.2454602	0.2555147	0.0544641	0.6232491	0.9756243	0.4929535	0.3753355	0.3672267	0.0003865	0.0435564	0.3884466	0.2291898	0.6348189	0.4195739	0.1114965	0.8059244	0.3782818	0.4739115	0.3137305	0.9950380	0.6634650	0.4813916	0.5359820	0.4640289	0.4309300	0.6664504	0.0990107	0.9916455	0.6958788	0.5026425	0.5388709	0.5982761	0.9318947	0.3203155	0.3391719	0.7801850	0.6546240	0.4322123	0.4934579
