"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G73A	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
200	0.0631083	0.2732553	0.5621379	0.0108860	0.3417806	0.1422798	0.1561481	0.3768711	0.4764759	0.1564354	0.6773190	0.1767798	0.2591240	0.0603977	0.1270935	0.6164030	0.0096439	0.5640879	0.4895612	0.0272386	0.0608072	0.2166896	0.3932115	0.2606281	0.0473218	0.0772331	0.1995857	0.3258290	0.1142372	0.2721161	0.0413153	0.0065067	0.2547342	0.0470995	0.2887239	0.5613856	0.7766196	0.1037759	0.0454493	0.6201004	0.5082229	0.3319915	0.2599586	0.5954287	0.0471794	0.1021712	0.3323826	0.4061534	0.3166563	0.2129832	0.6186575	0.3067915	0.6935694	0.2726327	0.0000716	0.1326769	0.0001885	0.0914153	0.4671558	0.5985750	0.4943731	0.0465374	0.0384579	0.0132979	0.3490233	0.2747705	0.5185310	0.5022148	0.4451677	0.4750727	0.2916596	0.0635833	0.6511691	0.3414096	0.1005809	0.4991194	0.3649411	0.6668695	0.4478529	0.0006442	0.3591170	0.4239113	0.1429762	0.6960256	0.4462988	0.3543817	0.0390963	0.3261973	0.3859594	0.5980631	0.3376845	0.0988776	0.5026870	0.0026064	0.0529044	0.6108376	0.3747304	0.3793604	0.3359682	0.3677865
250	0.0510535	0.1552809	0.4404565	0.0246610	0.2923481	0.1600015	0.2091482	0.3430887	0.5117075	0.1645946	0.5635777	0.1497495	0.2531593	0.0570835	0.2000567	0.5601083	0.0243959	0.5685628	0.6288160	0.0113994	0.0751477	0.2180569	0.5197730	0.2791226	0.1128690	0.1638686	0.2746850	0.4035880	0.1743655	0.3062142	0.1143559	0.0014544	0.2804960	0.0787754	0.2048807	0.6422899	0.5661642	0.1185531	0.0669114	0.5329852	0.5067961	0.3442990	0.3700870	0.6764862	0.0631902	0.0694873	0.4064973	0.3449976	0.2905916	0.1400327	0.6014674	0.2733284	0.5698793	0.2560992	0.0014169	0.1727130	0.0023352	0.0807465	0.5050188	0.5274094	0.5154044	0.0225154	0.0238838	0.0130625	0.2616478	0.3044758	0.5795435	0.6547368	0.4241987	0.5973188	0.2641434	0.0335803	0.5415099	0.2563751	0.1119538	0.5987538	0.3014862	0.7806753	0.3556330	0.0027763	0.3836658	0.3604866	0.1678943	0.7457311	0.4250770	0.3821215	0.0209266	0.3931572	0.4038226	0.5487285	0.3484135	0.2288429	0.5881579	0.0176634	0.0291545	0.4951898	0.3458328	0.4395218	0.3286044	0.3154521
300	0.0334950	0.0953479	0.5428917	0.0155663	0.3410612	0.1350534	0.1726465	0.2450592	0.4736688	0.1748420	0.5894865	0.1651236	0.2814334	0.0816846	0.1938940	0.5354923	0.0247304	0.7168456	0.5751797	0.0315194	0.1004493	0.2189559	0.4762369	0.2112456	0.1088710	0.1666989	0.2797291	0.3939335	0.2403450	0.4510310	0.1820193	0.0171156	0.2941683	0.1042986	0.1859343	0.6953100	0.6517970	0.0908647	0.0546596	0.5972083	0.5213257	0.3177130	0.4879642	0.5968054	0.1249123	0.1190764	0.3376025	0.3997613	0.3858637	0.1997850	0.6789001	0.4170466	0.5163482	0.3017965	0.0000841	0.1334908	0.0024830	0.1382991	0.6095850	0.5850852	0.5698748	0.0049991	0.0323580	0.0186730	0.3615501	0.3027270	0.4466172	0.5634912	0.5337604	0.5560951	0.3280675	0.0372863	0.5076507	0.3162290	0.0711119	0.4925527	0.3347842	0.6271498	0.4189454	0.0095936	0.3637573	0.4140379	0.1853277	0.6039577	0.4870158	0.3140222	0.0329129	0.3952377	0.5731265	0.5145213	0.2811797	0.2652398	0.5498658	0.0084369	0.0297404	0.6635054	0.3827787	0.3382010	0.4232248	0.3050601
350	0.0411461	0.0628197	0.6294333	0.0171216	0.4328992	0.1018823	0.1081522	0.1575648	0.4309151	0.0988582	0.6156248	0.1280946	0.3158516	0.0930940	0.2490510	0.5808849	0.0128346	0.6782607	0.6108394	0.0157961	0.1514591	0.1765409	0.4648896	0.1829627	0.2531933	0.2247589	0.2565176	0.4610074	0.3556790	0.3507179	0.1393747	0.0053920	0.2948860	0.1166245	0.1443958	0.6713904	0.7542902	0.0780992	0.0769643	0.5959601	0.5191574	0.3785521	0.4426570	0.5848591	0.1505143	0.1201302	0.3146624	0.4009173	0.4691824	0.2315095	0.6210736	0.3370931	0.6436984	0.2894413	0.0003010	0.1303546	0.0061958	0.1643149	0.4782622	0.7337605	0.6326354	0.0164824	0.0491868	0.0108384	0.2892299	0.2780265	0.3654595	0.6416400	0.3665832	0.5334110	0.3340401	0.0325809	0.4973319	0.2874177	0.0741578	0.5885692	0.3689919	0.5896717	0.4269827	0.0040083	0.3047764	0.3625058	0.1550404	0.5022028	0.4230792	0.3142839	0.0217133	0.3838861	0.5088650	0.5195885	0.2884579	0.4184328	0.6248576	0.0084171	0.0369575	0.6658411	0.3010719	0.4071540	0.3185157	0.3002784
400	0.0735360	0.1028222	0.6155956	0.0222239	0.3118702	0.1047031	0.1205849	0.1144094	0.5002538	0.1301301	0.6681978	0.1675035	0.2152422	0.1055870	0.2087264	0.4479481	0.0198003	0.8217028	0.6511179	0.0118537	0.2297815	0.1583025	0.5278332	0.1715966	0.2018033	0.2308393	0.2703620	0.4092692	0.3533354	0.3794746	0.1127070	0.0044567	0.3122362	0.1621500	0.1486288	0.5412357	0.5965229	0.0865185	0.0738438	0.6343399	0.4973125	0.4836996	0.4320515	0.4622862	0.1844352	0.1341963	0.2262964	0.4762638	0.4475278	0.2087178	0.7303088	0.2969894	0.4967933	0.2610160	0.0001647	0.0547110	0.0000775	0.2357335	0.5576648	0.5748893	0.4130341	0.0082303	0.0290498	0.0187038	0.3346673	0.4381626	0.2764761	0.5687979	0.5358445	0.6077887	0.3510210	0.0347925	0.6737306	0.3072836	0.0650768	0.6649222	0.3107270	0.5447712	0.3817982	0.0013528	0.2537068	0.4230780	0.2081393	0.5026342	0.4252890	0.1845347	0.0266598	0.3868561	0.5629776	0.6549521	0.3294925	0.4854412	0.5598652	0.0061717	0.0418685	0.6984640	0.4389802	0.4111960	0.2610049	0.2137724
450	0.0664988	0.1222145	0.5626116	0.0100395	0.3828759	0.0987463	0.0544895	0.1309468	0.4449998	0.1224911	0.6895684	0.1311587	0.2946317	0.0742033	0.2555193	0.3803690	0.0152546	0.6662798	0.6617156	0.0249087	0.2352844	0.1558219	0.5016919	0.2324588	0.3895604	0.2951834	0.2985472	0.3784323	0.4245337	0.4104016	0.1483198	0.0118239	0.3223837	0.0870715	0.2519217	0.5103515	0.6048266	0.0977898	0.0944361	0.6231053	0.4473113	0.3493260	0.3096374	0.5487631	0.2375415	0.1112028	0.3104862	0.4831803	0.4083668	0.1530217	0.6423479	0.3652925	0.4945446	0.2717007	0.0003443	0.0642996	0.0001409	0.1863760	0.6532861	0.5528710	0.5222985	0.0079071	0.0323493	0.0245881	0.3229274	0.3849471	0.3024213	0.7135038	0.4297943	0.6457932	0.2929884	0.0283379	0.6298578	0.3228253	0.1019019	0.6016978	0.2455918	0.6990572	0.4399894	0.0065890	0.4006128	0.3079639	0.2977860	0.4805469	0.3834510	0.1772111	0.0179764	0.3274427	0.6019825	0.5978125	0.3350183	0.4153667	0.5754911	0.0056006	0.0429118	0.6356580	0.3496392	0.4504379	0.3692987	0.3287645
500	0.0532409	0.0774060	0.5510628	0.0177180	0.2980562	0.1372370	0.0700457	0.0890277	0.4573634	0.1450461	0.6485184	0.1455300	0.3208201	0.0935857	0.2313149	0.3568050	0.0092249	0.5934257	0.7017429	0.0114134	0.2257091	0.1214476	0.5076975	0.2142416	0.3956152	0.2577903	0.2300078	0.4672199	0.4136892	0.3303504	0.1496123	0.0042690	0.2963480	0.0621318	0.1401198	0.5356262	0.7239044	0.0678043	0.1034599	0.4714280	0.4404096	0.2746404	0.2791247	0.6240124	0.2305184	0.1268104	0.3113883	0.6282797	0.4216842	0.1949436	0.5792039	0.2714645	0.5332772	0.3106052	0.0002626	0.0686238	0.0005652	0.1883477	0.5891100	0.6503911	0.5492771	0.0105567	0.0351211	0.0011104	0.2464983	0.3052519	0.2732531	0.4971112	0.3742592	0.5552278	0.2169388	0.0402034	0.6152156	0.3163956	0.1044694	0.6351238	0.3327312	0.6869139	0.4072803	0.0115526	0.3249292	0.3071526	0.3221664	0.4515260	0.4387652	0.2533484	0.0041833	0.2910918	0.5418531	0.5698284	0.4074903	0.3805705	0.4893637	0.0019685	0.0493970	0.5970860	0.3470110	0.4549560	0.3694655	0.2800198
550	0.1825007	0.0925777	0.4991383	0.1216214	0.2729111	0.1437510	0.0757596	0.0917920	0.5533246	0.1760973	0.8227783	0.1295281	0.4904044	0.1140219	0.1938174	0.2701717	0.0085964	0.5096473	0.5384115	0.0078309	0.2277927	0.1837092	0.7015545	0.3557881	0.4482648	0.3850581	0.2593143	0.3143318	0.4775393	0.4315897	0.1460894	0.0123669	0.4700765	0.1148402	0.2414924	0.5530720	0.5635747	0.0782234	0.1365554	0.5116105	0.4611127	0.1707396	0.3411005	0.6407149	0.2175224	0.2106802	0.3880823	0.5184336	0.3711140	0.2648921	0.6083476	0.3033004	0.5486604	0.2377451	0.0021759	0.0728124	0.0013632	0.2177224	0.4362013	0.5714057	0.4366079	0.0050846	0.0274452	0.0068366	0.3517843	0.3050517	0.3730465	0.3969879	0.3973090	0.5683499	0.1591059	0.0504314	0.5129158	0.2956878	0.0432042	0.4868457	0.2999370	0.5215155	0.3722726	0.0286131	0.2748191	0.3467937	0.4027442	0.5726504	0.4151394	0.1488250	0.1044720	0.3725448	0.6223437	0.4846909	0.3563955	0.4426787	0.5477567	0.0026709	0.0326425	0.6346694	0.3271752	0.5463945	0.3711726	0.2980907
600	0.4294905	0.1194111	0.4049510	0.2026211	0.3322510	0.1558518	0.0474082	0.1242669	0.5148875	0.2422028	0.6331553	0.1914785	0.4565289	0.1009627	0.1335070	0.2931596	0.0239477	0.5903982	0.4319514	0.0158634	0.2875222	0.2589207	0.5138337	0.4002940	0.4042571	0.4653729	0.2664501	0.2087430	0.4407197	0.4070503	0.1277824	0.0283981	0.5312426	0.0954175	0.1549145	0.6175645	0.5623332	0.1176415	0.1069980	0.3790196	0.5464623	0.1938674	0.3185252	0.5904393	0.0911236	0.1429097	0.5029444	0.4991601	0.4665438	0.2529546	0.5984909	0.3900470	0.6737783	0.1581696	0.0001235	0.0536041	0.0025482	0.2301257	0.5689365	0.2922503	0.3540884	0.0596278	0.0480085	0.0193666	0.3860081	0.2293363	0.4122719	0.1832354	0.3955253	0.4460279	0.0395636	0.0160633	0.6008242	0.2078843	0.0179447	0.4484089	0.2686066	0.4899248	0.4524055	0.0462103	0.3455614	0.3935609	0.4044096	0.6421301	0.4943145	0.0374549	0.1928884	0.4461461	0.6590737	0.4910224	0.3851433	0.4721741	0.5153282	0.0050688	0.0396304	0.6054068	0.5185044	0.4265384	0.3912285	0.2841797
650	0.4342143	0.1605696	0.4808714	0.2499895	0.3075477	0.1325321	0.0867512	0.0741000	0.5731272	0.3098196	0.6224506	0.1982408	0.5075518	0.1799651	0.1714495	0.2756861	0.0507900	0.5375070	0.2956275	0.0593240	0.2926648	0.2622171	0.4207886	0.4027743	0.4146946	0.3621044	0.2062426	0.1328579	0.5275221	0.4058415	0.1386420	0.0844360	0.6748502	0.1573999	0.1972959	0.6354339	0.5606945	0.0965845	0.1286457	0.2871524	0.5662179	0.1699214	0.2954110	0.4949942	0.1013854	0.1534149	0.3994448	0.5032722	0.4635883	0.2619138	0.7292843	0.3244496	0.6377048	0.1964881	0.0025699	0.0239100	0.0050333	0.2408447	0.4761829	0.2315919	0.3821552	0.2014629	0.0568255	0.0478524	0.2939958	0.2132315	0.4093075	0.1252798	0.3763369	0.1912257	0.0146272	0.0297321	0.5262829	0.2733112	0.0063754	0.5155113	0.1921826	0.5005555	0.5196212	0.0128233	0.2765172	0.4313735	0.4637736	0.5264422	0.5316966	0.0688082	0.3267314	0.4576950	0.5838680	0.5329247	0.3728102	0.5178310	0.5471057	0.0471597	0.0410209	0.4973442	0.6649588	0.3683333	0.3599788	0.1986912
700	0.4446287	0.1751738	0.5470661	0.2684996	0.3606501	0.1148603	0.1246744	0.0858567	0.4556091	0.2717580	0.6014954	0.1764695	0.5129650	0.1301387	0.1222605	0.1444209	0.0794990	0.4190991	0.2158848	0.0465024	0.3475831	0.2828716	0.3292428	0.5488107	0.3745765	0.2316948	0.2497909	0.1525532	0.5924112	0.5710041	0.0747783	0.1014325	0.5476878	0.2266197	0.1128404	0.6223875	0.6126234	0.0994405	0.1005804	0.2078841	0.5235908	0.1765882	0.2962161	0.5252423	0.0649384	0.1355880	0.4293059	0.5207925	0.4098253	0.2732417	0.6921425	0.3528119	0.5555358	0.2030856	0.0049669	0.0522169	0.0200957	0.1956424	0.6052818	0.2646217	0.2313390	0.1955899	0.0663013	0.0590328	0.2740620	0.1616794	0.3809272	0.1009566	0.4802121	0.1648791	0.0206993	0.0360214	0.6156806	0.1282380	0.0145392	0.3500402	0.1590970	0.4193663	0.4004753	0.0096200	0.2393939	0.3792430	0.5095138	0.5693688	0.6259757	0.0893214	0.3743753	0.3621784	0.4079080	0.5415579	0.4393912	0.4784341	0.5664484	0.0860374	0.0855151	0.5200297	0.5024025	0.3142928	0.3181728	0.1688976
750	0.4738178	0.1323580	0.5153485	0.2201051	0.2647206	0.1006244	0.1100544	0.0486914	0.4633584	0.3811311	0.6396055	0.0859552	0.5610194	0.0797227	0.0980441	0.1669472	0.1065447	0.4848770	0.1604489	0.0985643	0.2652661	0.2368801	0.2540940	0.5604781	0.3089362	0.1080961	0.1795694	0.2482783	0.5551933	0.3584750	0.0708348	0.0811643	0.5113194	0.3646341	0.1409536	0.6054501	0.4503913	0.1158228	0.1255834	0.2604452	0.4819297	0.1204610	0.4416546	0.6362072	0.0201657	0.1100354	0.4343672	0.4636910	0.4124410	0.3421182	0.7193159	0.3446802	0.5272781	0.2442329	0.0012283	0.0665993	0.0239579	0.1583215	0.5283332	0.1841950	0.2604962	0.3163102	0.1212277	0.0405307	0.3134347	0.2202809	0.4297166	0.1559464	0.4567699	0.1729431	0.0171763	0.0203591	0.6791267	0.1711383	0.0031177	0.3613674	0.2938347	0.4824522	0.5617600	0.0099984	0.2808891	0.4742636	0.4928143	0.5691238	0.6329828	0.0486217	0.4570455	0.3650496	0.5384509	0.4415715	0.5450401	0.3922547	0.5395926	0.0433173	0.1228316	0.5433762	0.4901064	0.3262346	0.3171650	0.1858691
800	0.4785863	0.1321594	0.5276661	0.3500478	0.3400671	0.0884980	0.0941290	0.0330505	0.6754768	0.3730117	0.6978108	0.1084060	0.6452542	0.0730768	0.1081295	0.1844194	0.0959748	0.6778755	0.1898292	0.0998137	0.1981349	0.4068795	0.2355920	0.5337560	0.1844440	0.0860525	0.1496589	0.2325511	0.5655535	0.4267145	0.0778564	0.0352300	0.5884589	0.3953869	0.1248620	0.5777011	0.5372517	0.1605453	0.0892569	0.2305709	0.5474862	0.1443882	0.4207501	0.7126882	0.0126688	0.1392817	0.5009670	0.4614474	0.3269568	0.3494410	0.6622564	0.2514267	0.4985607	0.1782241	0.0011352	0.0724391	0.0161347	0.1327903	0.5172487	0.1037695	0.1714164	0.2427811	0.1298645	0.0529177	0.3239650	0.1365060	0.3896802	0.2700615	0.5329459	0.0813520	0.0086654	0.0114854	0.6068144	0.1773793	0.0025695	0.4151536	0.3879984	0.3485544	0.4275885	0.0401028	0.2784787	0.4287623	0.4554535	0.4924731	0.5638661	0.0125890	0.4409264	0.3073740	0.5634645	0.4378337	0.6190123	0.4430003	0.5081363	0.0710860	0.0324139	0.4806547	0.6276146	0.3681612	0.2516987	0.1887171
850	0.5574512	0.0881546	0.5539149	0.2812875	0.3474346	0.1257083	0.0883283	0.0258088	0.4910770	0.3687735	0.6532647	0.0739035	0.5588179	0.0560429	0.0977688	0.1552043	0.0550089	0.5196310	0.1879551	0.0285431	0.1448032	0.5829603	0.3310014	0.5340582	0.1421038	0.0858009	0.1323182	0.2573911	0.6369192	0.5024253	0.0499372	0.0671674	0.6275469	0.2788933	0.1269000	0.5416405	0.5785404	0.1183496	0.1465324	0.2358566	0.3801148	0.1587317	0.4785256	0.6450977	0.0140664	0.1506779	0.5817527	0.3014381	0.2298934	0.3354189	0.6103284	0.2254411	0.5367422	0.1710991	0.0034683	0.0699878	0.0123504	0.1277803	0.6229265	0.1515358	0.1351601	0.2516454	0.1608034	0.0544886	0.3277127	0.1247591	0.4002549	0.2828266	0.5959360	0.1140110	0.0112284	0.0071844	0.5866501	0.2640289	0.0023020	0.4272065	0.5555110	0.4988428	0.5038303	0.0206752	0.3035157	0.5120408	0.4042520	0.5043401	0.5500406	0.0255778	0.3630886	0.3725792	0.4918919	0.3610726	0.5176986	0.4154682	0.5239260	0.0341970	0.0615056	0.4741348	0.5827627	0.3190579	0.1938997	0.2077780
900	0.4826875	0.0642493	0.6482859	0.2895010	0.3551593	0.1477678	0.0901893	0.0754576	0.4784527	0.4889173	0.5677611	0.1016150	0.6600252	0.0900466	0.0802085	0.0877073	0.0659667	0.5717954	0.1330704	0.0285673	0.1604046	0.6631718	0.3341768	0.4093480	0.0748497	0.0767943	0.1684995	0.3075545	0.6272233	0.5085960	0.0640378	0.0363887	0.7029823	0.3055362	0.0908147	0.5621505	0.4097470	0.0771465	0.1122024	0.2611578	0.4048978	0.1776066	0.4345864	0.6120264	0.0205919	0.1612695	0.5966289	0.2864997	0.2087015	0.2907597	0.6529553	0.3190025	0.5684824	0.1334079	0.0019647	0.0294023	0.0259590	0.1479392	0.4954787	0.1428581	0.1843162	0.1899198	0.1485443	0.0574015	0.2497395	0.1529343	0.2859524	0.2224849	0.3948376	0.0783291	0.0020686	0.0060906	0.5789794	0.2656109	0.0116711	0.4099997	0.5091328	0.4635963	0.4249613	0.0233938	0.3066954	0.4232486	0.5114334	0.4560494	0.5293183	0.0278021	0.3824457	0.3841857	0.4482658	0.5228948	0.5737303	0.5564363	0.6259574	0.0393904	0.0464984	0.4362060	0.4966845	0.2769823	0.2955167	0.1839598
950	0.5753493	0.0447211	0.7086953	0.2430661	0.2414678	0.1598648	0.0774501	0.0504328	0.5618871	0.3849068	0.5962182	0.0423256	0.7412497	0.0616335	0.0654265	0.1426005	0.1057253	0.5917259	0.1381345	0.0294307	0.1598169	0.5414468	0.3101914	0.5507653	0.1036886	0.0594320	0.1705950	0.2154365	0.5489605	0.5128780	0.0983127	0.0333826	0.6336823	0.2657028	0.0628969	0.5454099	0.6733564	0.0881044	0.0901142	0.2457969	0.3825277	0.1512848	0.4518620	0.7940361	0.0066737	0.1392821	0.5040082	0.1559113	0.1474812	0.3366085	0.6235090	0.2257522	0.7193334	0.1820553	0.0001549	0.0311427	0.0027498	0.2281997	0.5234948	0.1298191	0.1101320	0.2054024	0.1559760	0.0150652	0.3177575	0.1610580	0.2301639	0.2536792	0.4577645	0.0447076	0.0000960	0.0070076	0.4865562	0.3929746	0.0449156	0.4427237	0.5223698	0.4611805	0.4077583	0.0118103	0.2695814	0.4322237	0.5391522	0.3981426	0.5371528	0.0136222	0.3802214	0.5137940	0.5376582	0.3673285	0.5576513	0.3345930	0.4768016	0.0093948	0.0439454	0.4037225	0.4600694	0.3619401	0.2800126	0.1260480
1000	0.5976868	0.0623977	0.6551250	0.3531152	0.3548499	0.1014819	0.0773460	0.0598319	0.6307337	0.4106142	0.6949695	0.0688110	0.6370340	0.0792225	0.0605925	0.1488754	0.0456322	0.5851796	0.1169148	0.0120725	0.0930167	0.6630720	0.2779075	0.4102974	0.0544658	0.1075131	0.1721289	0.2610242	0.5326865	0.5201606	0.0689661	0.0156726	0.5993672	0.2605481	0.0415214	0.6338936	0.6717939	0.0839168	0.1254262	0.2852725	0.3775957	0.2065898	0.4443525	0.6715950	0.0186822	0.1038757	0.6846200	0.2109509	0.1396109	0.2948317	0.6733898	0.2844503	0.5504845	0.3465157	0.0016139	0.0317259	0.0021185	0.1571706	0.4422090	0.1494569	0.0658876	0.2931905	0.1686607	0.0177970	0.3252093	0.1987426	0.2591955	0.1745657	0.4415356	0.0293318	0.0011751	0.0056380	0.4822962	0.3311046	0.0493751	0.6261626	0.5445322	0.4168935	0.4722361	0.0308395	0.3008219	0.4647823	0.5121470	0.3703082	0.5472165	0.0043170	0.5060476	0.4028768	0.5763745	0.3749423	0.5170886	0.2632679	0.6064973	0.0231807	0.0403664	0.4127640	0.5727267	0.2647985	0.2308866	0.1501205

0	0.2698739	0.3759726	0.6339509	0.2624962	0.3040573	0.1822217	0.1286439	0.2660752	0.4972448	0.4372295	0.6508091	0.1861829	0.5069890	0.0182155	0.0241106	0.6627496	0.0593656	0.0305303	0.1356036	0.0077841	0.1263678	0.7746296	0.3103829	0.5544800	0.0725084	0.0773433	0.0650545	0.0110498	0.0349113	0.0842348	0.0378499	0.0142020	0.6086232	0.0266411	0.3498396	0.5020671	0.5792388	0.0475292	0.0624749	0.2378584	0.5439568	0.4147907	0.2285210	0.5830281	0.0245873	0.0780912	0.5840409	0.4494420	0.3898061	0.3513755	0.6619269	0.1977227	0.5219275	0.2984268	0.0015352	0.1791894	0.0048166	0.1042106	0.5845038	0.1546409	0.0074025	0.2179645	0.0253446	0.0107549	0.2720807	0.2725225	0.6519493	0.1225052	0.5095047	0.1785761	0.0074000	0.0826668	0.3535275	0.2524198	0.2463264	0.3304284	0.2419136	0.3099671	0.4730576	0.0027896	0.3293807	0.4412548	0.4849403	0.5074004	0.5311534	0.2244142	0.7068238	0.3539338	0.5584495	0.4718967	0.4679177	0.0310823	0.6925790	0.0001657	0.4369747	0.4674612	0.6309979	0.3568035	0.5333069	0.1203653
50	0.1418433	0.2543660	0.5667332	0.1496817	0.1679621	0.0623220	0.1742270	0.3216811	0.5186452	0.2877909	0.5633584	0.1649660	0.4105018	0.0323223	0.0391126	0.7057725	0.0570166	0.0303294	0.1222473	0.0239369	0.0875771	0.6632611	0.2614950	0.6184477	0.0757809	0.0829654	0.0896375	0.0055651	0.0785388	0.0461124	0.0402197	0.0464981	0.6665334	0.1978038	0.2168688	0.6783408	0.5783709	0.0835500	0.1328418	0.2732672	0.4607826	0.3921702	0.2907433	0.4844128	0.1779224	0.2289855	0.5294196	0.4771714	0.5889364	0.1903316	0.6643262	0.2388893	0.6033296	0.3152161	0.0006996	0.1583989	0.0752270	0.0531933	0.4219513	0.0884634	0.0283686	0.1860481	0.1204397	0.0271794	0.2773984	0.3122545	0.3107428	0.0860651	0.4980189	0.1940436	0.0002450	0.0404344	0.3423201	0.2070479	0.1417720	0.4254391	0.2586604	0.3838058	0.4560871	0.0018905	0.4227485	0.4237311	0.5236082	0.4519621	0.4825483	0.2118557	0.4165164	0.3825485	0.5450269	0.4815038	0.3947397	0.0625990	0.6879282	0.0134063	0.3458612	0.4127337	0.3680867	0.3736999	0.4858995	0.1163209
100	0.1806757	0.2653770	0.5413297	0.0610795	0.1225810	0.0958185	0.1450432	0.3967164	0.3515340	0.3603953	0.6148045	0.2213523	0.4136909	0.0207978	0.0467300	0.4160534	0.0473822	0.0221552	0.0468150	0.0358441	0.1359677	0.6429307	0.2349715	0.5727585	0.0727206	0.0416840	0.0814201	0.0070091	0.0428364	0.0386856	0.0486445	0.0821596	0.6179612	0.4034460	0.2231882	0.4898326	0.5635698	0.1426838	0.1423609	0.2984611	0.5320746	0.6713773	0.3056998	0.4110552	0.2661427	0.2846166	0.5283331	0.5512297	0.3656174	0.1206739	0.7029136	0.2967935	0.4946820	0.2059555	0.0000000	0.2010144	0.1500617	0.0706997	0.4381613	0.0719028	0.0075054	0.0788966	0.2300524	0.0100311	0.3758072	0.4348145	0.2190159	0.1307177	0.5448998	0.2539514	0.0024716	0.0415276	0.2785781	0.2747912	0.1933569	0.4452879	0.2541422	0.4102966	0.3883623	0.0028870	0.3924008	0.4483698	0.3332396	0.3417039	0.7205294	0.1868660	0.2658073	0.3864698	0.5526684	0.5538944	0.4274622	0.0355281	0.6258383	0.0260450	0.3812620	0.4713424	0.3362881	0.3262768	0.4394265	0.0958332
150	0.2020811	0.3376745	0.6078854	0.0361701	0.0535222	0.1014376	0.2036601	0.4702575	0.3328408	0.3800227	0.5626611	0.2549157	0.3739437	0.0079830	0.0482684	0.4034541	0.0093916	0.0320550	0.0809170	0.0536819	0.1220283	0.5872214	0.1449090	0.4446670	0.0767868	0.0851879	0.0705878	0.0080287	0.0379165	0.0120979	0.0305172	0.0569316	0.5373070	0.3401932	0.1386646	0.6835837	0.6608969	0.1257777	0.1352828	0.3962388	0.5842183	0.6202450	0.3659390	0.3258513	0.2562688	0.3883409	0.5791920	0.4496524	0.5484492	0.0891736	0.6463157	0.3806937	0.6080650	0.3035852	0.0002128	0.1173251	0.1838482	0.0448536	0.3640218	0.0953512	0.0108780	0.0645784	0.3970502	0.0018902	0.2489945	0.6877125	0.1250752	0.1330967	0.4410511	0.4298256	0.0005782	0.0290572	0.2621138	0.3344556	0.2811997	0.4228548	0.2121722	0.3055826	0.3711632	0.0001959	0.4430442	0.4962505	0.3414314	0.2932357	0.5434525	0.0971816	0.1508375	0.3484393	0.5969746	0.5673700	0.3824570	0.0165509	0.5487712	0.0189888	0.2999367	0.6077338	0.4134446	0.3060693	0.4390249	0.0833453
200	0.2015834	0.3287350	0.5168769	0.0120815	0.0404938	0.0846241	0.1338152	0.4504009	0.3682768	0.4748333	0.7020177	0.3390391	0.2999127	0.0217257	0.0764689	0.4606272	0.0162799	0.0441409	0.0668350	0.0486769	0.1513706	0.7333839	0.1595848	0.7207625	0.0455232	0.0491332	0.0289317	0.0067431	0.0434209	0.0493743	0.0482419	0.1223340	0.4506935	0.2693031	0.1601574	0.5128999	0.5272478	0.1798145	0.2293690	0.3649388	0.5182169	0.6045609	0.4588223	0.3503363	0.3039472	0.4154425	0.5913949	0.5046678	0.4745611	0.0661902	0.5867064	0.3176495	0.6047865	0.2690241	0.0000000	0.2140959	0.2482443	0.0394012	0.3939357	0.1046480	0.0611186	0.0457844	0.4528188	0.0127663	0.2896306	0.4863933	0.0665491	0.1598593	0.3918067	0.5093285	0.0002911	0.0208143	0.3132427	0.4225759	0.2431369	0.4810434	0.0740122	0.3508998	0.4613051	0.0030218	0.5078245	0.4456621	0.2654756	0.3722191	0.4900335	0.1093564	0.0597991	0.3970318	0.4995662	0.5483766	0.3828423	0.0182963	0.6545103	0.0104897	0.3261488	0.5857354	0.3126555	0.4276132	0.3947760	0.0401815
