"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G73A	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
750	0.5939633	0.3278225	0.8700845	0.3649793	0.4427409	0.2195355	0.1544027	0.4103872	0.8904138	0.4471612	1.0239738	0.1977263	0.8378648	0.0770855	0.1067669	1.0849625	0.0911514	0.0270148	0.1336062	0.0124158	0.1468353	1.0672863	0.5020605	0.7901341	0.1299640	0.0867634	0.1745476	0.0118820	0.0646557	0.1088195	0.0832315	0.0169754	0.9299457	0.0720658	0.5583740	0.9173234	0.9465301	0.0614271	0.1400837	0.3825525	0.8118473	0.6126476	0.4233073	0.8617291	0.0161013	0.0736698	1.0054805	0.5559622	0.5361413	0.4508746	0.9912746	0.4024244	1.0019007	0.5994316	0.0035593	0.1831339	0.0007637	0.1288316	0.7782424	0.2936777	0.0469130	0.3641746	0.0256993	0.0084428	0.4218774	0.3441053	1.0009656	0.1013327	0.6372894	0.5029030	0.0036926	0.1264061	0.4652257	0.3865052	0.2325278	0.5624170	0.3248089	0.5914520	0.7690821	0.0026594	0.4310157	0.7390015	0.7301977	0.8264720	1.0687983	0.0493685	0.8726932	0.4990362	0.8373233	0.8402110	0.6443107	0.0793199	0.9039109	0.0166969	0.6640933	0.6676748	1.0373960	0.5711891	0.9031071	0.2303310
800	0.6084649	0.4802371	0.8355728	0.4074874	0.5043342	0.2714344	0.2376374	0.4010739	0.8059383	0.4528811	1.0336746	0.1904444	0.8634941	0.0590536	0.0753372	0.9682309	0.0842977	0.0358319	0.0950468	0.0260571	0.1951566	1.0598115	0.4875461	0.7712324	0.0805993	0.0799126	0.2068772	0.0187391	0.0764935	0.0780095	0.0702190	0.0182061	0.9146592	0.0507426	0.6268397	0.9747725	0.9534276	0.0674093	0.1391067	0.3544378	0.7291643	0.6818754	0.3989503	0.8932434	0.0300741	0.1179605	1.0386780	0.4458831	0.5803188	0.4340229	1.0674432	0.4253695	0.9562281	0.6059797	0.0018417	0.1909871	0.0042210	0.1181285	0.7510834	0.2100841	0.0486728	0.4452240	0.0222798	0.0135882	0.4191369	0.3655644	0.9887280	0.1596334	0.7493576	0.4033036	0.0028825	0.1262948	0.4626590	0.3484887	0.3179202	0.4940698	0.4133890	0.5957904	0.6454454	0.0024898	0.4763575	0.7338337	0.7076931	0.8944478	1.0560759	0.1419432	0.8332658	0.5261599	0.8444962	0.7783124	0.7451772	0.0844371	0.9355626	0.0134914	0.7330951	0.7436535	0.9519510	0.5967466	1.0086934	0.2455825
850	0.5462009	0.4857601	0.8592000	0.3446777	0.5596228	0.2232846	0.2542773	0.3839168	0.7947449	0.5181506	0.9970454	0.2516930	0.8476929	0.0571188	0.0818683	0.9062657	0.1174075	0.0383572	0.1144402	0.0077204	0.1484515	1.0710301	0.5115413	0.8921526	0.1251893	0.0765397	0.1778993	0.0299444	0.0666701	0.0608201	0.0699784	0.0029596	0.8578188	0.0360173	0.6290867	0.8885010	0.9720554	0.1042699	0.1442332	0.4006234	0.6950594	0.6505499	0.4604496	0.9117431	0.0247330	0.1105392	1.0003154	0.5352055	0.4841070	0.4121964	0.9735674	0.4114746	0.9909029	0.6553904	0.0044698	0.2453039	0.0018112	0.1282305	0.7886115	0.2454444	0.0286811	0.3840847	0.0246608	0.0210486	0.5075799	0.3839875	1.0135019	0.1368515	0.7613456	0.2161227	0.0010139	0.1101148	0.4229151	0.3210543	0.3542069	0.5152461	0.3534185	0.5470418	0.6327442	0.0045386	0.4257290	0.6864583	0.7220973	0.8139522	1.0498184	0.2129261	0.8883170	0.5076675	0.8555308	0.6668263	0.7689644	0.0643550	0.9564433	0.0091431	0.7044783	0.8230651	1.1459828	0.6117459	1.0110832	0.2432253
900	0.5847343	0.4600708	0.9115714	0.3539429	0.5223339	0.2031159	0.2145734	0.4789182	0.7967273	0.5354018	1.0501629	0.2330359	0.8118259	0.0432291	0.0677256	1.0306867	0.0837635	0.0547248	0.0832240	0.0136741	0.1364009	1.1121845	0.4757325	0.8224899	0.0741697	0.0809889	0.2048768	0.0231701	0.0729256	0.0742921	0.1158225	0.0012836	0.7499036	0.0227280	0.5885138	0.8853962	0.9642713	0.1257352	0.1558468	0.3390240	0.7266258	0.6076094	0.3918861	0.8819324	0.0461165	0.1056002	0.9621158	0.4731208	0.5261774	0.4206313	0.9556575	0.3770674	0.9600877	0.5696776	0.0023516	0.2711196	0.0055962	0.1266329	0.8144813	0.2434252	0.0351804	0.4407249	0.0212992	0.0310352	0.5409666	0.3524985	1.0322428	0.1891920	0.9212455	0.1440540	0.0078678	0.1152595	0.4230635	0.3309530	0.3354276	0.6236518	0.3960734	0.5715566	0.7054172	0.0061930	0.5144723	0.7133601	0.7639464	0.7583005	1.0091176	0.2468811	0.8524549	0.5285483	0.8932330	0.7415138	0.7986041	0.0768407	0.9692030	0.0014251	0.7097146	0.7428949	1.0119515	0.5366484	0.8864440	0.2309293
950	0.5190170	0.4465823	0.8929068	0.3337388	0.4882339	0.1646982	0.2340683	0.4524439	0.7825189	0.5225396	0.8665578	0.2322925	0.8805569	0.0627347	0.0907876	1.0661507	0.1213818	0.0464867	0.1321958	0.0163245	0.1383510	1.0645663	0.5331701	0.9031410	0.1125638	0.1047242	0.2351980	0.0135801	0.0625506	0.0860877	0.0963106	0.0116159	0.8609839	0.0170506	0.5575057	0.8689143	0.9826243	0.1234771	0.1440750	0.3390301	0.7989290	0.6406232	0.4145193	1.0410918	0.0223293	0.1126149	1.0273506	0.5155331	0.4919767	0.3986862	0.9146819	0.3197012	0.8692530	0.5759750	0.0004447	0.3220828	0.0006995	0.1143823	0.6990733	0.2517379	0.0246366	0.3454149	0.0310577	0.0156921	0.4675444	0.2799087	0.9768659	0.1689491	0.8357819	0.1072940	0.0023534	0.1112876	0.5362297	0.3777337	0.4141944	0.5370532	0.3993911	0.5396895	0.7919732	0.0067663	0.5069131	0.7428429	0.7283260	0.7016732	0.9788452	0.3343770	0.8834809	0.5135597	0.8282141	0.7836920	0.7489131	0.0528628	1.0148225	0.0032600	0.6703594	0.8513367	0.9729326	0.5122913	1.0159155	0.2411376
1000	0.5227216	0.4112632	0.8729391	0.2877920	0.5502992	0.1918006	0.2388710	0.4658580	0.7805136	0.5060328	0.9530265	0.2398449	0.8984392	0.0564757	0.0779379	1.0801610	0.0910679	0.0413370	0.1477265	0.0042461	0.1332095	0.9168833	0.4203530	0.9212743	0.1156714	0.0877806	0.2142548	0.0092580	0.0543564	0.0868092	0.0885511	0.0212650	0.7311493	0.0293327	0.5422807	0.9612823	0.8525919	0.0916007	0.1137537	0.2881770	0.7608840	0.6816739	0.4549871	1.0245040	0.0213088	0.1025769	0.9445721	0.5225059	0.5844792	0.3909731	1.0027456	0.3387971	0.9625056	0.6188115	0.0020558	0.2167456	0.0005410	0.1185411	0.7811340	0.2830963	0.0122898	0.2865628	0.0324554	0.0058967	0.5556736	0.3626540	0.9918176	0.1579450	0.8463529	0.1414949	0.0001731	0.1125887	0.4937614	0.3688099	0.3391296	0.5549680	0.2950087	0.6279309	0.7708626	0.0047456	0.5533274	0.7451276	0.7334500	0.7401547	1.0183207	0.2714235	0.9268457	0.4188066	0.7752422	0.8564124	0.7120247	0.0546532	1.0622559	0.0063476	0.6874601	0.8081053	0.9273910	0.5519927	0.8848150	0.2331801

0	0.4504984	0.5105983	1.0087692	0.3775308	0.5223548	0.2290704	0.2094727	0.4651150	0.7175717	0.6549941	1.0083597	0.3082482	0.8213174	0.0362803	0.0596284	1.0646099	0.0754296	0.0633423	0.1484667	0.0125289	0.1570169	1.1080664	0.4756865	0.9214755	0.1437656	0.1323785	0.1623676	0.0258815	0.0665022	0.1021834	0.0571528	0.0183250	0.9884542	0.0407338	0.5475313	0.9918551	1.0217315	0.0980720	0.1677212	0.3548798	0.7034544	0.6632860	0.3954841	0.9143467	0.0363293	0.1361098	0.9157393	0.7276699	0.6558442	0.4262722	1.0112715	0.3481465	0.8160794	0.6177655	0.0007870	0.3370587	0.0068986	0.1511764	0.8140203	0.2603691	0.0233860	0.3871862	0.0611859	0.0181265	0.4388927	0.4471186	1.0509120	0.1697489	0.8124756	0.2050062	0.0047595	0.1322862	0.5063590	0.3168428	0.3921551	0.5031988	0.3472859	0.4976706	0.7203629	0.0053980	0.5412704	0.7160621	0.7221293	0.7768509	0.9141983	0.2984563	1.0299486	0.6441137	0.9048418	0.7526006	0.7084041	0.0742135	1.0179880	0.0009248	0.6966946	0.8095229	0.8899548	0.5124583	0.9013276	0.2226676
50	0.5228168	0.4602194	0.8857060	0.4329079	0.4816608	0.1965914	0.2232572	0.4460949	0.7866647	0.4919264	1.0769076	0.3117927	0.5433142	0.0499641	0.0898557	1.0364327	0.1139448	0.0492044	0.1531464	0.1336354	0.2708938	1.0368739	0.2704832	0.6231953	0.0828987	0.0894965	0.1806900	0.0148707	0.2504470	0.0566002	0.0698306	0.0103656	0.8148687	0.3630605	0.5651103	1.0453485	0.8352147	0.1563825	0.1409429	0.3665435	0.7492109	0.6028363	0.3568860	0.7908797	0.0157394	0.1455971	1.0668696	0.6869397	0.5294027	0.3858044	0.9839849	0.4429779	0.8292913	0.3571346	0.0000131	0.2883951	0.0010901	0.0597444	0.7843422	0.2363501	0.0380868	0.4851379	0.0509023	0.0096961	0.4406004	0.3575986	0.8490780	0.2915719	0.8269256	0.1077573	0.0008065	0.1567293	0.4430458	0.3904206	0.2669881	0.4091781	0.4474187	0.5503770	0.7820083	0.0013921	0.5308522	0.7540059	0.8073283	0.8078127	0.9109038	0.2661055	0.8991174	0.6214217	0.8727187	0.6605037	0.7294124	0.0575794	0.9647368	0.0225928	0.5894323	0.9558093	0.5726995	0.4269410	0.8306538	0.4442046
100	0.5889334	0.3148079	0.7528257	0.4377880	0.5296470	0.2268382	0.2658895	0.3943654	0.8176292	0.5155534	0.9575824	0.2633529	0.1855605	0.0578816	0.0917388	1.0412475	0.1603104	0.0345302	0.1437674	0.1969140	0.3358561	1.0640827	0.1100611	0.3853239	0.0757082	0.0679460	0.1079832	0.0221753	0.5193775	0.0697122	0.0953428	0.0114628	0.8295309	0.5114987	0.4185057	0.9344642	0.6855351	0.1394386	0.1408283	0.3305659	0.7205551	0.6374471	0.3498240	0.6863604	0.0480776	0.1433077	0.9727162	0.7214187	0.5512652	0.2052352	0.9772966	0.4019163	0.9163609	0.2758894	0.0040801	0.2196894	0.0004983	0.0720111	0.7702621	0.2426857	0.0234211	0.4380045	0.1278744	0.0086134	0.4617494	0.2642925	0.5360276	0.5456986	0.8074565	0.0950674	0.0025594	0.1185528	0.5308832	0.3483549	0.2710411	0.4410295	0.4547696	0.6366494	0.7397356	0.0012875	0.6856243	0.9370058	0.7814288	0.8011366	0.9395052	0.2475894	0.9501618	0.7605425	0.7579671	0.5379567	0.5912169	0.0651824	0.8925214	0.0495763	0.5915889	0.9884503	0.3104330	0.3404502	0.5984706	0.5499343
150	0.7725346	0.2579912	0.7129971	0.5103259	0.4957610	0.2158706	0.1851271	0.3036388	0.7754205	0.4867602	0.9642506	0.2602815	0.1029206	0.0340221	0.0502950	0.9921914	0.1896745	0.0279797	0.1062455	0.2535078	0.3191863	1.1143176	0.0523426	0.2718578	0.0837921	0.1099562	0.0708370	0.0372808	0.6809280	0.0607834	0.1359725	0.0102963	0.8937797	0.4711547	0.3032697	0.7224541	0.5221316	0.1126457	0.1092877	0.2807219	0.8096043	0.6687704	0.3755734	0.6361578	0.1433965	0.1398542	0.9588029	0.6660163	0.5555948	0.1400957	0.8877765	0.4278871	0.8838024	0.2068022	0.0017653	0.1811880	0.0042359	0.0425916	0.7945249	0.2861803	0.0360087	0.4433934	0.3569637	0.0112065	0.5005485	0.2066313	0.5706295	0.7395065	0.7116140	0.1348059	0.0020813	0.0536691	0.5736017	0.5776538	0.4874220	0.4202876	0.2825846	0.5560671	0.7243464	0.0001702	0.6877526	0.9163286	0.7782738	0.6884187	0.8211008	0.1304195	0.9293267	0.8446506	0.7190824	0.4537377	0.7061085	0.0436091	0.8850127	0.1156815	0.6780347	0.9562225	0.2209261	0.2844313	0.4280761	0.7085098
200	0.7773109	0.2859944	0.6130329	0.5393866	0.4206644	0.1890369	0.1731810	0.2136996	0.7947279	0.4946852	0.9440025	0.3131578	0.0595389	0.0268123	0.0316631	1.0276825	0.2083274	0.0478008	0.0804565	0.2514829	0.2407209	1.1501048	0.0482007	0.1792514	0.0819593	0.1096303	0.0310313	0.1033239	0.7582970	0.0795949	0.1530116	0.0034764	0.8823618	0.5662801	0.3092711	0.6000426	0.4538129	0.1268167	0.0873027	0.3456116	0.8314504	0.6435288	0.5354550	0.6202516	0.2463755	0.1948549	0.9898020	0.7443623	0.6379959	0.1050314	0.8186337	0.4363248	0.7728985	0.2212943	0.0038913	0.1886053	0.0005109	0.0650926	0.7713092	0.3339243	0.0167350	0.4990511	0.5054258	0.0071313	0.4982034	0.1587614	0.6010350	0.7258161	0.6117348	0.1699416	0.0003581	0.0237576	0.6973099	0.6316496	0.5686865	0.4180124	0.1757285	0.5961910	0.6049309	0.0001237	0.7455402	0.9647653	0.7976189	0.6457794	0.8687053	0.1012793	0.9220833	0.8133762	0.6335687	0.3661559	0.7224617	0.0526271	0.4291238	0.1525698	0.6593347	0.8846415	0.2558816	0.2113215	0.4710405	0.7218090
250	0.8699880	0.3023259	0.6801492	0.4610612	0.4886602	0.1833487	0.2441630	0.1615668	0.7940857	0.5121728	0.9371474	0.3927446	0.0369413	0.0276889	0.0544478	0.9911095	0.1248648	0.1340190	0.0470047	0.2652289	0.2669951	1.1463325	0.0199003	0.1577545	0.0638094	0.1294432	0.0234174	0.1774893	0.7852447	0.0772483	0.1040173	0.0010835	0.7946023	0.6456610	0.2073140	0.4741208	0.4027449	0.1345613	0.0999380	0.3483004	0.8430972	0.6550711	0.7338677	0.6029922	0.4033212	0.2027991	0.9742903	0.7338295	0.6722440	0.1226720	0.6966255	0.4136356	0.7411019	0.1887166	0.0023427	0.1600838	0.0037421	0.0958873	0.7903289	0.3424629	0.0091260	0.5386923	0.5661737	0.0081344	0.4241065	0.1053093	0.5864458	0.6574979	0.6994239	0.1918999	0.0044396	0.0165933	0.7864706	0.6959656	0.5035457	0.5272908	0.1070545	0.6041955	0.5611897	0.0001670	0.8067563	0.9684742	0.7566909	0.6564514	0.8583917	0.0696339	0.9361655	0.8375997	0.4924205	0.2844672	0.8436310	0.0705169	0.4487369	0.1461698	0.4725409	0.9167754	0.2165757	0.2384097	0.3790194	0.6742510
300	0.8913597	0.3119923	0.7948110	0.4757421	0.4319985	0.2150129	0.2138924	0.1349619	0.9194527	0.4746455	0.9740312	0.5549566	0.0301207	0.0182806	0.0630528	0.9799192	0.1442497	0.3434299	0.0581689	0.3406563	0.3407956	1.0435316	0.0298016	0.1338427	0.1050560	0.1834513	0.0285551	0.1886217	0.7652113	0.1249523	0.1228282	0.0026083	0.7444816	0.6479462	0.1754836	0.3473681	0.3797026	0.0975360	0.0825044	0.3089069	0.8037382	0.6559800	0.8649431	0.5251442	0.5187053	0.2296377	0.8736097	0.8054411	0.6656617	0.1719343	0.6887357	0.5354492	0.7142309	0.2202741	0.0017744	0.1793468	0.0087187	0.1530677	0.7021730	0.3729657	0.0096271	0.6159724	0.4551693	0.0270323	0.4555781	0.0796096	0.5643506	0.6286169	0.7946965	0.2391230	0.0018153	0.0025556	0.8632530	0.7828506	0.5399878	0.7850434	0.0748753	0.5732596	0.6160367	0.0000180	0.7956763	0.8625539	0.6857169	0.6502286	0.9872793	0.0842931	0.9199092	0.7670029	0.4398573	0.2721472	0.8762658	0.0702161	0.4291514	0.1300820	0.3760215	0.9642496	0.2407329	0.2903728	0.4278612	0.6951944
350	0.7987342	0.2342114	0.7540117	0.4420610	0.3445303	0.2198824	0.1801425	0.1639285	0.8913566	0.5199349	0.9533397	0.6245966	0.0294352	0.0412801	0.0536384	1.0104197	0.1809466	0.5194911	0.0940576	0.3965969	0.3377783	1.0394641	0.0416723	0.1449827	0.1528878	0.1546052	0.0430085	0.2293178	0.7404495	0.2132319	0.1611728	0.0020387	0.7679391	0.6522504	0.1151422	0.2583298	0.3993814	0.0723427	0.1025280	0.3123741	0.8316925	0.6926712	0.8896704	0.4517668	0.5183532	0.2285889	0.9626528	0.7448939	0.7016035	0.1877932	0.7139712	0.6039032	0.6949527	0.1776324	0.0006366	0.1796515	0.0051771	0.1810823	0.7582470	0.3770416	0.0102369	0.5394224	0.4968349	0.0169381	0.3809660	0.0675213	0.5567779	0.6361721	0.7808091	0.4117768	0.0035155	0.0029771	0.8560491	0.9161842	0.4379312	0.8396844	0.0864068	0.5663701	0.5340729	0.0002091	0.6654509	0.9733481	0.7585395	0.6324821	0.9741994	0.0995364	0.9477369	0.7573485	0.4154187	0.2142418	0.8533745	0.0649647	0.3698998	0.1313651	0.2801985	1.0241749	0.2527954	0.3330866	0.2606131	0.6728208
400	0.7861457	0.1817810	0.8040398	0.4991856	0.3381605	0.2016825	0.1387809	0.1401079	0.8857778	0.5142665	0.9822229	0.6302853	0.0440014	0.0469384	0.0419787	0.7959152	0.1219324	0.5819898	0.0756193	0.3019015	0.3266695	0.9764775	0.0646953	0.1431198	0.1694288	0.1772194	0.0442274	0.2185422	0.7724288	0.3777538	0.2041979	0.0012854	0.8141263	0.6646991	0.0729125	0.1855261	0.4147984	0.0810093	0.1281182	0.3371879	0.8486719	0.7400403	0.8098778	0.4285805	0.4453418	0.2078836	1.0455763	0.6947173	0.6761853	0.2132147	0.7438475	0.6991084	0.6746632	0.1813360	0.0053862	0.1094597	0.0083167	0.2343589	0.8287107	0.3474653	0.0265265	0.5636567	0.4268967	0.0048538	0.4006950	0.0585901	0.5815636	0.5571472	0.6864111	0.3659273	0.0024951	0.0005767	0.8627162	0.8743767	0.3393541	0.9410814	0.0957258	0.6885989	0.5874298	0.0007759	0.7364890	0.8896429	0.7639378	0.6737398	1.0367036	0.0918593	0.8295086	0.7922273	0.4168049	0.2634183	0.8052458	0.0698226	0.3277188	0.1340655	0.2033635	0.9765173	0.2543468	0.3856909	0.2636941	0.6951750
450	0.9294029	0.1617571	0.8652694	0.5110149	0.3021261	0.2136825	0.1693860	0.1629305	0.8332865	0.5247326	0.8979290	0.5088103	0.0140741	0.0369206	0.0399005	0.6475520	0.1421372	0.5413333	0.0598530	0.2902141	0.3103035	0.9903293	0.0604874	0.1466254	0.1880088	0.1980999	0.0396427	0.2046116	0.8012684	0.4306247	0.1701955	0.0000564	0.8144156	0.6767893	0.0565245	0.2345582	0.3967684	0.0700529	0.1314903	0.3704062	0.8796421	0.6232776	0.7473083	0.4336805	0.4882184	0.1870286	1.0159390	0.7080921	0.6406880	0.1960998	0.7697559	0.6279168	0.5670022	0.1795381	0.0064964	0.1004575	0.0088039	0.2852727	0.7904794	0.3525814	0.0298044	0.7368621	0.4982452	0.0157505	0.3745214	0.0554039	0.5523645	0.5441481	0.6221611	0.2586337	0.0041876	0.0018841	0.9377094	0.8699050	0.2186024	1.0095674	0.0708213	0.6963452	0.6671625	0.0023766	0.7072141	0.8990477	0.6748451	0.6961907	0.8825556	0.0654393	0.7893998	0.8331764	0.4383540	0.2508281	0.8526600	0.1787394	0.2414077	0.1500571	0.2507985	1.0587715	0.2503169	0.3335554	0.2661891	0.7133698
500	0.8387742	0.1206709	0.7699091	0.5594601	0.3325835	0.2408325	0.1490073	0.1613890	0.8635951	0.5145674	0.9952377	0.5868284	0.0162094	0.0212472	0.0402405	0.4944676	0.1558981	0.5589875	0.0864235	0.3233672	0.3405546	1.0266169	0.0486342	0.1172200	0.2205820	0.2014823	0.0570936	0.2326589	0.8313658	0.4224519	0.1850967	0.0004056	0.7636619	0.6370252	0.0541545	0.2047882	0.3965150	0.0785952	0.1315321	0.2908663	0.8500830	0.4816741	0.7061933	0.4136513	0.5011940	0.2498300	1.0739079	0.7248027	0.6193564	0.2146792	0.7473726	0.5764234	0.5658106	0.1709138	0.0019897	0.0818589	0.0073836	0.2355726	0.7906598	0.3978952	0.0225647	0.5320602	0.4447148	0.0102332	0.3580227	0.0542665	0.5631784	0.4788965	0.6578898	0.1884662	0.0020018	0.0002989	0.9123093	0.8929358	0.1196589	1.0382392	0.0637558	0.6959638	0.6409721	0.0045707	0.7353040	0.9097597	0.7177776	0.7604845	0.9285860	0.0358748	0.7657077	0.8533444	0.4229761	0.2056467	0.8437424	0.2526714	0.3213482	0.1665819	0.2115500	1.0211727	0.2376643	0.3071166	0.2371871	0.7507892
550	0.8161953	0.1251174	0.8315170	0.5848923	0.2814408	0.2391100	0.1938713	0.2100048	0.9359744	0.4858031	0.9096668	0.4908696	0.2815518	0.0351115	0.0432020	0.4292523	0.1527670	0.6511080	0.0662803	0.2656990	0.2833700	1.0845613	0.4368418	0.2662721	0.1916914	0.2197341	0.1302516	0.2232484	0.6465185	0.5082734	0.1622717	0.0014337	0.7234608	0.6116134	0.0559044	0.1944773	0.4689964	0.1065115	0.1374873	0.3568922	0.7130889	0.4235889	0.7887684	0.5182856	0.5593510	0.2602969	0.9512843	0.6272103	0.4951926	0.2884149	0.8740305	0.5244311	0.6228816	0.3006016	0.0062136	0.0941254	0.0025922	0.3301894	0.8139409	0.4306482	0.0110857	0.5664321	0.4046034	0.0197252	0.3965498	0.0741389	0.7122885	0.4376582	0.5814986	0.1937092	0.0032352	0.0008769	0.7990969	0.9023595	0.0894556	1.0005196	0.0709943	0.5768152	0.6463610	0.0076190	0.5814369	0.9690904	0.7207549	0.6570127	1.0305184	0.0273311	0.6913841	0.7055854	0.3594595	0.3095371	0.8469422	0.2826687	0.5480036	0.1145623	0.1856240	0.8962175	0.6848829	0.5044042	0.2610740	0.6062587
600	0.8895822	0.1106835	0.9540726	0.5595024	0.3484194	0.2360670	0.1420496	0.1766865	0.8438270	0.4401330	0.9432839	0.3586283	0.6399310	0.0305419	0.0750333	0.4825770	0.1311696	0.6593029	0.1107519	0.1804361	0.2412086	1.0858271	0.7668789	0.3245487	0.1830545	0.1285408	0.2206225	0.1729483	0.6104207	0.5806776	0.1285357	0.0031319	0.6794975	0.5971579	0.0707892	0.2976939	0.5878420	0.1032308	0.1451508	0.2949861	0.7048532	0.3484939	0.6570500	0.6321369	0.4727684	0.2442121	0.9600280	0.5705124	0.5818907	0.3839411	0.8382367	0.5171216	0.8158972	0.4273131	0.0041380	0.0663221	0.0027766	0.3038321	0.7768062	0.3654730	0.0147122	0.5011468	0.2533149	0.0147778	0.4114443	0.0813264	0.7788942	0.3419823	0.6037735	0.2092000	0.0016176	0.0023942	0.7807724	0.7541393	0.0480984	0.8407748	0.2105691	0.5841492	0.4689985	0.0276603	0.3330118	0.7985510	0.6736232	0.5418548	0.9810504	0.0203740	0.7284915	0.5995205	0.4532509	0.4614886	0.8402415	0.3428041	0.7762615	0.1053867	0.1474319	0.7947653	0.8987157	0.7154457	0.4341713	0.5360270
650	0.8727680	0.1270758	0.8989946	0.5111966	0.3482494	0.1714054	0.1067666	0.1165020	0.9706666	0.5407734	0.9153101	0.1692255	0.7872583	0.0702310	0.0834441	0.5327083	0.1832320	0.5243779	0.1300995	0.0876507	0.2037483	1.0163256	0.8751903	0.5146199	0.1728072	0.0741738	0.1992524	0.1579549	0.5953285	0.6969657	0.1209975	0.0011455	0.7938766	0.5633407	0.1084451	0.4637947	0.7667473	0.1536033	0.1671358	0.3260028	0.7615749	0.2885000	0.4723547	0.7597119	0.3498274	0.2620792	1.0030071	0.6271100	0.4916959	0.4617123	0.9482531	0.4295515	0.8196764	0.4210574	0.0063365	0.0460343	0.0055972	0.2799498	0.7874198	0.2560116	0.0385456	0.4840158	0.1415661	0.0312669	0.4894227	0.0978085	0.8401694	0.3115341	0.6158448	0.1769454	0.0019504	0.0020797	0.7585828	0.5866487	0.0271685	0.7685027	0.3742213	0.6011355	0.5741710	0.0146459	0.2890988	0.6139430	0.8491939	0.5233235	0.9714123	0.0179181	0.6521636	0.6043038	0.4840597	0.5045458	0.8235122	0.3009967	0.8556638	0.1084647	0.2086303	0.7190882	0.8078780	0.6603862	0.7229955	0.4409518
700	0.8699292	0.0961435	0.9227218	0.4663315	0.4839747	0.1956101	0.0994621	0.1279237	0.9525302	0.5742962	1.0413990	0.1269473	0.8252582	0.0569463	0.0702923	0.4286447	0.1854995	0.4660604	0.1501256	0.0588544	0.1664500	0.9307645	0.6703914	0.6686661	0.1369513	0.0672207	0.2280057	0.1309721	0.7812167	0.6590904	0.1272332	0.0072729	0.7672259	0.5250097	0.1834424	0.7135265	0.8054955	0.1464167	0.1647960	0.4045626	0.7617692	0.2134877	0.4844179	0.8686057	0.2317929	0.2824362	0.9318978	0.5670144	0.5287049	0.5548691	0.9948081	0.3203126	0.9318775	0.3236025	0.0064864	0.0288629	0.0198730	0.2544253	0.8659652	0.2778677	0.0570543	0.4360446	0.1434846	0.0670796	0.4445626	0.1863187	0.7918481	0.3190406	0.5875305	0.1069925	0.0033324	0.0023706	0.7878038	0.4892882	0.0440610	0.8301656	0.5856701	0.6342480	0.7133565	0.0206828	0.3100560	0.5805148	0.8394309	0.6064842	0.9121668	0.0136224	0.6852825	0.4863993	0.5754198	0.6566534	0.8529384	0.3273271	0.8796547	0.0957991	0.2122438	0.6083337	0.9884301	0.4768402	0.8124649	0.4064964
750	0.8964181	0.0993826	0.8393742	0.4478508	0.5153314	0.1504541	0.1288763	0.1165811	0.9920156	0.6030360	1.0659981	0.1180963	0.8837449	0.0473863	0.0818273	0.3356680	0.1085605	0.3573690	0.1417339	0.0366766	0.1275317	0.9933957	0.6630632	0.7242506	0.0902319	0.0707811	0.2558532	0.1504248	0.7921876	0.5810880	0.0763418	0.0051304	0.8659334	0.5066361	0.2971523	0.7607632	0.9106903	0.1492585	0.1668013	0.3668315	0.7732448	0.2222988	0.4833144	0.8531228	0.1286111	0.2166382	0.9790583	0.5186828	0.4281576	0.4582821	1.0313355	0.2587510	0.9575270	0.2897610	0.0079369	0.0274243	0.0186634	0.2657510	0.8127631	0.2687227	0.0871688	0.3404101	0.1385242	0.0965766	0.4164780	0.2565650	0.6335035	0.2800407	0.5573566	0.0728367	0.0097388	0.0040412	0.7887369	0.3562262	0.0623926	0.7576594	0.6690455	0.6463428	0.6744055	0.0201462	0.3787604	0.6423543	0.7622810	0.5266444	0.8868484	0.0253231	0.7703485	0.5610450	0.7263371	0.7472203	0.8575414	0.2871231	0.8714836	0.0649888	0.2365322	0.5182381	1.0485229	0.4651729	0.7330721	0.3024773
