Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G68A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
550	0.8149309	0.8291160	0.4704546	0.0270980	0.5200723	0.5870973	0.6040647	1.0247918	0.4522237	0.1782455	0.1890243	1.0486136	0.1186913	0.5120790	0.0195530	0.2719533	0.4976688	0.3246133	0.5768811	0.4421314	0.5377090	0.0234191	0.8786247	0.6656620	0.1556067	0.0435927	0.0309663	0.7861515	0.6502810	0.2189374	0.3124553	0.0166277	0.3627194	0.4643009	0.1987717	0.9491530	1.0263352	0.5752731	0.4636338	0.5582597	0.0098482	0.5126915	0.6820247	0.3546844	0.6663429	0.3926244	0.9071849	0.2058239	0.9436560	0.0427999	0.6837462	0.6722964	0.0648865	0.7344492	0.9626793	0.0322025	0.5391779	0.9701673	0.5301025	0.9716184	0.7427891	0.7300456	0.2483263	0.3634403	0.7104276	0.0468579	0.7635164	0.1543645	0.4052608	0.1717575	0.2890552	1.1081661	0.9910162	0.7061665	0.3615014	0.9736406	0.2561984	0.8987340	0.7309669	0.6904117	0.4774810	0.6840274	0.7604166	0.2897820	0.4489912	0.2993460	0.9519665	0.5289947	0.0836878	0.6470261	0.9765357	0.5542932	0.8637993	0.5168853	0.9823954	0.8319206	0.1282132	0.1612671	0.9618967	0.1493710
600	0.9651311	0.9250716	0.5822284	0.0218848	0.6743832	0.4445408	0.6921478	1.0432714	0.4428188	0.2041321	0.1449712	1.0901671	0.0496655	0.5739868	0.0141206	0.2459427	0.5045250	0.2196278	0.3680118	0.3100057	0.5972020	0.0179800	0.9635642	0.8744315	0.1022604	0.2373742	0.0370619	0.8720150	0.5880159	0.2049823	0.3115913	0.0151626	0.1613781	0.6248975	0.1369099	0.9537955	1.0767603	0.4995413	0.5205109	0.5079023	0.0167598	0.6563522	0.8077626	0.2483249	0.8074949	0.3211708	0.9414820	0.0967515	0.9496020	0.0453906	0.5521681	0.4876924	0.1044319	0.7786527	0.8577563	0.0233480	0.5184236	0.9022178	0.5166173	0.9681565	0.7095268	0.7544224	0.3196524	0.4016976	0.6951755	0.0380081	0.7574673	0.1609581	0.4098760	0.3793221	0.0990922	0.9874573	0.9574932	0.7523861	0.3995796	0.9612011	0.2127742	0.8569302	0.7298427	0.5289993	0.4844500	0.6692796	0.8732306	0.3178227	0.4498823	0.1951225	1.0149020	0.5298807	0.0616057	0.8607169	1.0293446	0.5216500	0.8743473	0.6008091	0.8395608	0.8506220	0.1560700	0.1894944	1.0494233	0.1025396
650	0.8622275	0.9235226	0.6508765	0.0154139	0.8105367	0.4269010	0.7030923	0.9617687	0.4374833	0.1771821	0.1565074	0.9771033	0.0755774	0.7155783	0.0100786	0.2311527	0.4605156	0.1371394	0.3097648	0.2224873	0.6342463	0.0169028	0.9404178	0.8929421	0.0521825	0.1391039	0.0388304	0.7669212	0.6140335	0.2310867	0.3219653	0.0021271	0.0669073	0.7740655	0.1903620	0.9160812	0.9262475	0.3618141	0.6046662	0.6673482	0.0089065	0.7416214	0.9250290	0.3575381	0.7795781	0.3305531	0.8967629	0.0966793	1.0993220	0.0484950	0.6207046	0.3535569	0.3012637	0.7578740	0.8934394	0.0248775	0.5380800	0.9803396	0.5488969	0.9716568	0.5043486	0.7751282	0.3130431	0.4847263	0.8190364	0.0830715	0.7813060	0.2240207	0.2825041	0.6895926	0.0390282	0.8568413	0.9488123	0.7106560	0.4286602	0.9877849	0.1629550	0.8753064	0.7298278	0.6369905	0.4892711	0.7692744	0.9007794	0.2773525	0.3722171	0.2077761	0.9950992	0.5187281	0.0629277	0.9226638	0.9819032	0.5298103	0.8954445	0.7245197	0.6340038	0.8273071	0.1554322	0.2665464	0.9878680	0.1977498
700	0.8531353	0.9290574	0.6966949	0.0086548	0.7873541	0.4505109	0.6225658	0.9329969	0.5849369	0.1481365	0.1895960	0.8601920	0.0536453	0.6606098	0.0097703	0.2491082	0.4906272	0.0596780	0.3312046	0.2380754	0.5377883	0.0120794	0.8805181	0.9759633	0.0197912	0.0761549	0.0216467	0.8371033	0.5443090	0.1654574	0.3693306	0.0139854	0.0459386	0.8008031	0.2392490	1.1317988	0.9915663	0.4334832	0.5846044	0.7650951	0.0166151	0.6724469	0.8633733	0.3814522	0.9076309	0.3369549	0.7740002	0.0620146	1.0151493	0.0338418	0.6243332	0.3051352	0.4988894	0.6960314	0.9611782	0.0297491	0.5440292	0.9285676	0.5498103	0.9106426	0.4524745	0.8529689	0.3381400	0.5638501	0.7771110	0.1132466	0.8737510	0.3165500	0.2014582	0.8212580	0.0164419	0.8751785	1.0208957	0.7065903	0.3632902	0.9605103	0.1298337	0.9108082	0.6307720	0.7117307	0.5480410	0.7711378	0.9770605	0.2650314	0.3690524	0.1982141	0.9807710	0.4482014	0.0792503	0.9139149	0.9356772	0.4082169	0.9216753	0.7577073	0.5538065	0.8531723	0.1199184	0.3966769	1.0716557	0.2081167
750	0.9351727	0.8796021	0.7225840	0.0030547	0.8136093	0.4617547	0.5668218	1.0455578	0.6893052	0.1616845	0.2163727	0.8346370	0.0395124	0.6062585	0.0136589	0.2300627	0.4778943	0.0106157	0.2934881	0.2153317	0.5189353	0.0318725	0.9655955	0.9633868	0.0188696	0.0395585	0.0427959	0.7191808	0.4875692	0.1763849	0.4276217	0.0057168	0.0393264	0.7676965	0.2598017	1.0283732	0.9196437	0.6697353	0.5997537	0.7338438	0.0224748	0.7560208	0.9634536	0.3834540	0.7885664	0.3482193	0.6391058	0.0655151	0.9585597	0.0404238	0.5316313	0.2888910	0.5624925	0.6800134	0.8207317	0.0258644	0.4465060	1.0635135	0.5285581	0.9282283	0.3926883	0.8461876	0.3996217	0.4903690	0.7043176	0.0714671	0.9624628	0.3439091	0.2102472	0.8811883	0.0092791	0.8208185	1.0224925	0.6731790	0.4208149	1.0568539	0.1731340	0.8111302	0.6068556	0.8577270	0.4418808	0.8392560	0.9102914	0.2581963	0.3274382	0.1412342	0.9615003	0.3797657	0.0889765	0.9791035	0.9509397	0.4615758	0.9652833	0.8605610	0.5545329	0.8782709	0.1443641	0.4699498	1.0894317	0.2390898
800	0.8432583	0.9077028	0.7577264	0.0146008	0.8608075	0.4559721	0.5186127	0.9047055	0.5672656	0.1812791	0.2206861	0.8704352	0.0518615	0.4881241	0.0135173	0.3272998	0.4486090	0.0262005	0.2450323	0.1886076	0.5431454	0.0223061	0.8885567	0.9968950	0.0152349	0.0476419	0.0344389	0.6754744	0.5140277	0.1996435	0.4163524	0.0020401	0.0347383	0.7536056	0.2476181	0.9711079	1.0084259	0.7580947	0.6305975	0.7969708	0.0115170	0.8163348	1.0008965	0.3456235	0.7732359	0.3397905	0.6078555	0.0952948	1.0331899	0.0530088	0.5113257	0.2936495	0.5688717	0.7495633	0.8591769	0.0308621	0.4408787	0.9253408	0.5665876	1.0095505	0.3844722	0.8668991	0.4095053	0.5045880	0.7600171	0.0597131	0.8985462	0.3196917	0.2501647	0.8763755	0.0021696	0.7930292	1.0413651	0.6272672	0.4505551	1.0325232	0.2466811	0.7682564	0.5752794	0.8145799	0.4296781	0.8235764	0.8569391	0.3426970	0.3985381	0.1559014	1.0403354	0.3476029	0.0999417	0.9982246	0.8232683	0.5095629	1.0359700	0.9424782	0.5419464	0.8681061	0.1084277	0.6293918	0.9858912	0.2817397
850	0.8281708	0.9712881	0.8325543	0.0110732	0.8001631	0.5388021	0.4760867	0.9370898	0.5808502	0.1800273	0.2657080	0.8274070	0.0570927	0.5060667	0.0192880	0.3498522	0.4622766	0.0413497	0.2979701	0.1643975	0.5563269	0.0256600	0.9421489	0.9471210	0.0148330	0.0856853	0.0351300	0.7423549	0.5990253	0.2422201	0.3471642	0.0000000	0.0304517	0.7109990	0.2260104	1.0270899	1.0099399	0.7570293	0.6075316	0.7206709	0.0455739	0.7953330	0.9661117	0.3806348	0.7781610	0.3549083	0.5765222	0.1067681	0.9485360	0.0723701	0.6032903	0.3112552	0.4772081	0.7089065	0.8069944	0.0324074	0.5160350	0.9880116	0.6449435	0.9209713	0.3427330	0.8726825	0.3620277	0.5616184	0.8002781	0.0629078	0.9277371	0.3610599	0.2587904	0.9492700	0.0009697	0.7918086	0.9790897	0.6710635	0.4875977	1.0131894	0.2334074	0.7176091	0.5188381	0.9461028	0.4758735	0.8198559	0.9800927	0.3431733	0.3693228	0.1611024	0.9682274	0.3311331	0.1063515	0.9370774	0.8308006	0.5432517	0.9954375	0.9329952	0.5759105	0.8925383	0.1198702	0.5315664	1.0081814	0.3205823
900	0.7440445	0.9553047	0.7940155	0.0044966	0.9424139	0.5671933	0.4810297	1.0481099	0.5923788	0.1667637	0.2283362	0.8043111	0.0382515	0.5121547	0.0203659	0.3415854	0.4547766	0.0241504	0.3103342	0.0980714	0.5648433	0.0279946	1.0499285	0.9803398	0.0134232	0.0691916	0.0168251	0.7835354	0.5738344	0.2109317	0.3275726	0.0014477	0.0245861	0.6218047	0.2168842	1.0602295	1.0390917	0.7328193	0.5964145	0.8009228	0.0364737	0.8035692	0.9003523	0.3709655	0.8073086	0.3291437	0.6616260	0.1088381	1.0157784	0.0568988	0.5709772	0.3410349	0.5171094	0.8051308	0.8158500	0.0276508	0.4703468	0.9360490	0.6053368	0.9155808	0.3124166	0.9298126	0.4497492	0.4952429	0.6300354	0.0482847	0.9590504	0.3581390	0.2336891	0.9372517	0.0007074	0.8009905	0.9795335	0.6634588	0.5373667	1.0153309	0.2401720	0.6320701	0.4906972	0.8886148	0.5025529	0.9100788	0.9289078	0.3146541	0.4282194	0.1827815	0.9530792	0.3177867	0.0797902	0.9930032	0.8981232	0.5138536	0.9666290	0.9137809	0.5725177	0.7890315	0.1579187	0.4409096	0.9968742	0.2733435
950	0.8537453	0.9605096	0.7939319	0.0063477	0.8976588	0.6042535	0.3948612	1.0530191	0.5771571	0.1769928	0.1784172	0.9414476	0.0631351	0.5846313	0.0084381	0.3140431	0.4229490	0.0326396	0.3538190	0.1448027	0.4831473	0.0190028	0.9360782	0.9265390	0.0049544	0.0789029	0.0254469	0.7482498	0.5426975	0.2185072	0.3771871	0.0004611	0.0366756	0.6358698	0.2162185	1.0364640	0.9667150	0.7080834	0.6154292	0.7435075	0.0148403	0.7740187	0.9541762	0.3189750	0.8859303	0.2944811	0.5899260	0.0946797	1.0760787	0.0753933	0.5357359	0.3304285	0.6052948	0.7820504	0.7666418	0.0413588	0.4841634	0.9499403	0.5030419	0.8545904	0.3242371	0.9160610	0.3632337	0.5155535	0.6161003	0.0679118	1.0006529	0.3257125	0.2064553	1.0157616	0.0004758	0.7256571	1.0670389	0.7330501	0.4837238	1.0286639	0.2738685	0.6550683	0.5423098	0.9225273	0.4897844	0.9111321	0.9199629	0.3180832	0.4058229	0.1646135	0.9471779	0.2918199	0.0521155	0.9729833	0.8751611	0.4852965	1.0005220	0.8449474	0.5565063	0.7933749	0.1296536	0.4974301	1.0001342	0.2836248
1000	0.8715754	0.9661325	0.8534512	0.0176053	0.8741736	0.5873804	0.4266340	1.0192442	0.4948702	0.1709459	0.1728135	0.8074446	0.0758539	0.4848190	0.0128793	0.3193334	0.4807244	0.0649617	0.3420981	0.1466497	0.4833986	0.0298983	0.8815036	0.9465421	0.0034562	0.1178581	0.0294538	0.6867821	0.5876874	0.2229609	0.3565676	0.0047409	0.0308038	0.6110830	0.1770927	1.0996256	0.9871067	0.7525045	0.6537321	0.6709510	0.0201805	0.8436146	0.9272475	0.3516831	0.8605410	0.3100585	0.5008983	0.0800140	0.9044211	0.0733491	0.5128388	0.3104884	0.5702206	0.8189782	0.7784044	0.0366828	0.4985193	0.9537693	0.4968176	0.9448222	0.3302866	0.9844250	0.4576705	0.4597549	0.5922598	0.0349682	0.9385836	0.3557636	0.2448343	0.9390748	0.0000000	0.7143823	0.9725147	0.6305523	0.5789661	1.0318669	0.2824967	0.8004734	0.4873267	0.9600201	0.4376175	0.9442759	0.9724752	0.3526090	0.4010312	0.1640771	0.9829829	0.2639752	0.0510367	0.8986577	0.8582705	0.4725749	0.9587492	0.7957728	0.5396067	0.8138555	0.1478959	0.4183291	0.9014442	0.2974612

0	0.8227022	0.9800817	0.8279006	0.0253964	0.9295642	0.5393846	0.4674991	0.9618094	0.5236676	0.1220168	0.1538100	0.8787102	0.0709598	0.4574865	0.0102147	0.2990306	0.4679696	0.0646864	0.3407587	0.1044964	0.5614444	0.0227595	1.0636582	0.9937591	0.0108286	0.0381707	0.0414906	0.8105891	0.5710759	0.1946733	0.3659971	0.0127789	0.0229757	0.7689150	0.1945420	1.0196501	1.0460346	0.7327726	0.6425986	0.6634172	0.0338677	0.8579132	0.9487812	0.3143563	0.8063347	0.2899800	0.5576692	0.1152276	1.0229231	0.0292187	0.5735695	0.2973998	0.5147782	0.7807834	0.7965767	0.0315337	0.6168788	1.0265955	0.5943312	1.0204019	0.3870059	0.8989384	0.3944612	0.4555642	0.5877198	0.0842012	0.8797070	0.3860710	0.2023556	0.7277456	0.0002792	0.7098808	0.9230387	0.6672667	0.5572939	0.8860703	0.2500481	0.7414107	0.5134397	0.9505969	0.4263772	0.8385742	0.8876758	0.3451740	0.3512349	0.1439956	1.1004216	0.2478073	0.0900985	0.9849757	0.8181456	0.4260856	0.9782504	0.8580187	0.5596220	0.8345364	0.1764913	0.4610651	0.9608260	0.2151329
