Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G68A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.8227022	0.9800817	0.8279006	0.0253964	0.9295642	0.5393846	0.4674991	0.9618094	0.5236676	0.1220168	0.1538100	0.8787102	0.0709598	0.4574865	0.0102147	0.2990306	0.4679696	0.0646864	0.3407587	0.1044964	0.5614444	0.0227595	1.0636582	0.9937591	0.0108286	0.0381707	0.0414906	0.8105891	0.5710759	0.1946733	0.3659971	0.0127789	0.0229757	0.7689150	0.1945420	1.0196501	1.0460346	0.7327726	0.6425986	0.6634172	0.0338677	0.8579132	0.9487812	0.3143563	0.8063347	0.2899800	0.5576692	0.1152276	1.0229231	0.0292187	0.5735695	0.2973998	0.5147782	0.7807834	0.7965767	0.0315337	0.6168788	1.0265955	0.5943312	1.0204019	0.3870059	0.8989384	0.3944612	0.4555642	0.5877198	0.0842012	0.8797070	0.3860710	0.2023556	0.7277456	0.0002792	0.7098808	0.9230387	0.6672667	0.5572939	0.8860703	0.2500481	0.7414107	0.5134397	0.9505969	0.4263772	0.8385742	0.8876758	0.3451740	0.3512349	0.1439956	1.1004216	0.2478073	0.0900985	0.9849757	0.8181456	0.4260856	0.9782504	0.8580187	0.5596220	0.8345364	0.1764913	0.4610651	0.9608260	0.2151329
50	0.8007605	1.0024695	0.2957484	0.0247401	0.2594123	0.8821593	0.3289185	1.0865633	0.7233639	0.1625791	0.1959185	0.9216443	0.0247350	0.5571117	0.0180238	0.3837367	0.4450344	0.0359340	0.7796607	0.4212732	0.6442172	0.0111983	0.8945989	0.3693957	0.0154220	0.0134955	0.0264030	0.7306946	0.7352034	0.1772395	0.4142463	0.0865399	0.3530705	0.3798205	0.1356756	1.0276236	1.0538166	0.7758433	0.5749999	0.7854515	0.0252466	0.7670353	0.7481648	0.6118457	0.8856876	0.2912084	0.7833538	0.3518668	1.1308333	0.0482984	0.4773318	0.3199323	0.5172510	0.7440964	0.8012876	0.0421080	0.5041218	1.0138558	0.4909655	0.9718153	0.3538797	0.6909096	0.4952195	0.5003398	0.6381511	0.0593807	0.8035249	0.3834760	0.2345883	0.6064887	0.2415141	0.8497488	0.9057137	0.5560956	0.5751611	0.9727175	0.2308109	0.8363102	0.7644842	0.7852625	0.3892551	0.8350011	0.6779013	0.3228119	0.4073695	0.7785461	1.0467744	0.7094696	0.1055376	0.9575174	0.8323977	0.7977322	0.8248726	0.8565810	0.6642080	0.7931215	0.1404258	0.4437273	0.9979071	0.3061713
100	0.8356144	0.9437663	0.1438508	0.0289111	0.0862739	0.9582160	0.2307362	1.0249407	0.5972435	0.2649338	0.1774627	0.8925212	0.0344917	0.3989767	0.0412170	0.3733270	0.4457961	0.1633777	0.9135743	0.4252106	0.5519396	0.0195710	0.8802283	0.2664594	0.0240549	0.0097300	0.0280080	0.7582358	0.8048638	0.2133707	0.3472755	0.1167306	0.3846907	0.1641588	0.1653160	0.9828144	0.9644049	0.8433023	0.3626620	0.7262706	0.0148172	0.6641056	0.6782044	0.7579353	0.8250448	0.2755541	0.7614173	0.3835197	1.0388698	0.0626559	0.5263110	0.4218829	0.3208778	0.7474043	0.8417263	0.0268750	0.4903733	1.0025496	0.4912743	0.7324328	0.4002926	0.6101097	0.4467948	0.4668786	0.8453476	0.0609737	0.7684113	0.3420392	0.2358674	0.4629151	0.3489286	0.9885712	1.0382460	0.4549639	0.4321994	0.9119630	0.2366092	0.7879055	0.8795331	0.6996811	0.3834360	0.8879078	0.6241358	0.3502635	0.4593052	0.9490157	1.0646843	0.8453159	0.0684033	0.9658446	0.7187875	0.8420898	0.8366703	0.8086088	0.8432111	0.8340286	0.1208877	0.3097441	1.0016427	0.2852705
150	0.8573369	1.0198907	0.0628018	0.0435606	0.0662650	1.0861532	0.3167443	0.9807678	0.3889030	0.2677176	0.2209974	0.8967543	0.0642648	0.3087805	0.0378138	0.2940914	0.4621480	0.3553017	1.0237385	0.4357652	0.5162785	0.0161237	0.8912901	0.2349285	0.0415071	0.0264855	0.0168714	0.9080798	0.8765848	0.2387204	0.3499599	0.0841607	0.4559771	0.0867508	0.1425306	0.9898858	1.0554257	0.8962559	0.2771695	0.6083152	0.0073033	0.5983680	0.6101593	0.7191055	0.7190661	0.2604500	0.8151467	0.4729159	0.9480412	0.0345548	0.5283815	0.5279920	0.1713729	0.6990229	0.7818874	0.0286785	0.5488160	1.0184050	0.4532175	0.8739946	0.4900289	0.5463006	0.4327237	0.4839901	0.7844623	0.0469000	0.7329719	0.3775007	0.3165241	0.4160073	0.4329175	0.9319322	0.9342550	0.4550624	0.3457966	0.8741238	0.2222112	0.8456002	0.8988495	0.7121034	0.5127084	0.8743782	0.5968662	0.3369550	0.4565741	0.9232734	1.0790672	0.8716864	0.0642292	1.0009296	0.7770168	0.7789555	0.8437006	0.7293138	0.8661788	0.8721142	0.0992157	0.2390001	0.9539729	0.2843485
200	0.8269884	0.9287181	0.0382363	0.0727251	0.0465831	1.0042525	0.3266503	0.9106058	0.3081897	0.2730036	0.1734214	0.9417214	0.1621894	0.2374137	0.0282675	0.2644009	0.4320833	0.5373956	0.9838485	0.5038700	0.5454136	0.0024703	0.9816469	0.2295283	0.0621181	0.0633874	0.0065827	0.9196313	0.8279922	0.2013124	0.2800485	0.0959879	0.6087505	0.0431778	0.1653664	0.9403198	1.0364222	0.8212454	0.2762261	0.6388545	0.0085416	0.5594737	0.5829064	0.7119485	0.6393518	0.2933268	0.8600211	0.4856153	1.0273673	0.0516873	0.5033214	0.6064572	0.0942583	0.7294131	0.8715454	0.0281186	0.5902156	0.9440484	0.5241294	0.9058433	0.5785328	0.5861594	0.3990033	0.4074110	0.7532534	0.0463420	0.7612151	0.3944556	0.3022855	0.2368756	0.5456178	0.9108325	1.0186614	0.4357139	0.4058558	0.9213742	0.2466469	0.8913834	1.0051566	0.7765199	0.5129689	0.7921393	0.5363840	0.2629971	0.4688151	0.9181422	0.9748889	0.8882378	0.0433289	1.0009694	0.7600913	0.8257053	0.8973309	0.7324764	0.8018758	0.8215421	0.1034185	0.2253254	0.8882830	0.1912716
250	0.8671455	0.7448719	0.0159457	0.1447939	0.0592121	0.9223726	0.3245528	1.0226520	0.2600333	0.2856835	0.1981735	1.0203890	0.1375101	0.2596201	0.0158985	0.1996117	0.4609052	0.4837715	1.0731143	0.5284708	0.5842673	0.0240971	0.9182547	0.1864597	0.1358513	0.1111890	0.0166573	0.9619014	0.8150282	0.2253910	0.2459178	0.1147801	0.6275966	0.0189146	0.1126685	0.9330976	1.0255258	0.7499772	0.2732416	0.5874978	0.0095445	0.5938543	0.5787182	0.7446836	0.6347992	0.3411313	0.8746820	0.4378350	0.9707494	0.0598038	0.5502449	0.6134581	0.0889120	0.6944298	0.7700150	0.0255191	0.5824796	0.9535491	0.5495575	0.9334460	0.6321136	0.5935630	0.4508065	0.4278180	0.6563867	0.0462573	0.7933775	0.3628738	0.3457852	0.1314099	0.6839459	0.9426532	0.9296974	0.3778452	0.4498793	0.9339334	0.2812549	0.8823776	1.0241926	0.8058879	0.4750862	0.7937780	0.5214116	0.2501381	0.5176644	0.9101071	1.0203577	0.8858352	0.0365952	0.8662526	0.8730069	0.8410046	0.8677197	0.6386746	0.9464367	0.7519219	0.1023060	0.1470332	0.9413926	0.1117358
300	0.9952027	0.8829575	0.0080759	0.1249529	0.0408260	0.9535327	0.3555763	0.9223843	0.2538289	0.2687309	0.1504515	1.0001492	0.1060070	0.3199287	0.0133544	0.2424702	0.4205631	0.4152453	0.9644192	0.5993869	0.5740462	0.0250838	0.9109941	0.1738867	0.2357782	0.1245894	0.0203846	0.9629714	0.7235880	0.2111746	0.2922681	0.1268425	0.6432208	0.0153199	0.1433994	0.9434674	1.0185954	0.7759031	0.3017785	0.5006327	0.0105893	0.5713512	0.5822917	0.6486797	0.6963179	0.3728889	0.9978008	0.4741260	0.9844658	0.0559801	0.6909872	0.7707463	0.0714848	0.6552092	0.7996338	0.0244520	0.6354341	1.0223703	0.5438655	0.8820241	0.7196497	0.5472950	0.4285644	0.4269653	0.6624033	0.0499025	0.7819310	0.2679964	0.3639556	0.1050249	0.7328386	0.9062532	1.0709988	0.4328412	0.3643691	0.9097526	0.2625864	1.0114318	0.8831362	0.7184070	0.4977614	0.8212289	0.5508895	0.2875177	0.4782230	0.9907156	1.0431788	0.8677682	0.0611054	0.8146184	0.8923862	0.8677693	0.8549788	0.6526339	0.9774246	0.7216950	0.0819180	0.2462777	1.0901144	0.1048871
350	0.8254581	0.8877917	0.0097210	0.0939726	0.0468059	0.9152098	0.4053955	1.0888526	0.2331994	0.2640571	0.1868772	1.0170221	0.1751898	0.4609096	0.0139938	0.2387469	0.3962384	0.5232296	0.9498000	0.7013074	0.5958002	0.0116774	0.9504782	0.1529414	0.3050639	0.0764901	0.0313338	0.8211777	0.7644022	0.1910877	0.2441650	0.1105712	0.5364382	0.0194739	0.1297182	1.0312581	0.9419009	0.7874434	0.2764824	0.4795716	0.0086413	0.5461088	0.5773972	0.6882270	0.6161181	0.2982756	0.9560372	0.4199378	0.9066675	0.0713874	0.6579626	0.7408164	0.0851885	0.6422587	0.8301223	0.0243570	0.6039406	0.9533269	0.5145914	0.8823429	0.7354085	0.4668522	0.3931378	0.4191379	0.6134604	0.0573024	0.7533157	0.1278762	0.3825491	0.1101132	0.8030438	0.9950152	1.0350884	0.4656782	0.3516902	0.8752282	0.2133851	0.9234551	1.0289909	0.6734791	0.5180242	0.8665695	0.5777480	0.2932201	0.4344037	1.0510415	0.9740213	0.8426228	0.0608220	0.8518629	0.9112341	0.8263078	0.9174040	0.6303435	0.9735402	0.6746745	0.0799774	0.2172689	0.9567211	0.0840572
400	0.8462057	0.8580233	0.0129299	0.0623350	0.0321720	1.0277732	0.3286513	1.0087047	0.2522203	0.2705821	0.1839384	1.0015981	0.1437785	0.4441110	0.0131677	0.2615937	0.5110250	0.5026047	0.9343233	0.7488485	0.5652979	0.0289237	0.9183830	0.1441069	0.1982582	0.0368694	0.0236469	0.9190006	0.8410383	0.2246932	0.2350366	0.1286747	0.4634111	0.0160267	0.1402517	1.0304044	0.9475378	0.6988373	0.3156766	0.5369259	0.0119386	0.5201308	0.6600040	0.7032690	0.6978983	0.3463776	0.9183958	0.4843421	0.9840193	0.0531049	0.6893086	0.7608375	0.0800458	0.6796770	0.8805924	0.0284425	0.5578339	0.8903507	0.5236980	0.8556058	0.7183758	0.4654629	0.3411365	0.4508010	0.6247027	0.0501738	0.7781913	0.0995550	0.3889828	0.1097348	0.7526592	1.0020202	0.9738084	0.4208138	0.3985487	0.9549715	0.2090355	0.9035042	1.0397997	0.7925111	0.5279060	0.8159404	0.6219279	0.2814602	0.4626276	1.0231117	0.9641261	0.8641997	0.0428863	0.7536215	0.9941434	0.8327796	0.8166159	0.5678292	0.9890536	0.7419485	0.1183239	0.2292825	1.0572971	0.0817670
450	0.8827227	0.9714778	0.0204726	0.0332188	0.0291483	1.0070570	0.3453942	0.9660260	0.2995701	0.2679135	0.1688566	1.0278141	0.0897733	0.4687020	0.0106209	0.2774311	0.4615125	0.4543182	0.9676971	0.7147250	0.6072622	0.0343203	0.8424157	0.1416785	0.1707126	0.0302802	0.0363186	0.9506185	0.8248801	0.2146947	0.2538197	0.1022257	0.5713997	0.0123627	0.1420036	1.0095740	1.0660082	0.7357778	0.2776533	0.4929119	0.0083783	0.6255950	0.7268782	0.6813622	0.7312652	0.3660084	0.9936777	0.4897064	1.0922348	0.0640200	0.6972050	0.8381949	0.0673625	0.8054741	0.8926642	0.0204564	0.5180889	0.9271346	0.5014244	0.8082584	0.6697994	0.4900347	0.3203225	0.4145828	0.5425809	0.0406989	0.8341191	0.1277206	0.4059723	0.1392935	0.6787776	1.0759485	0.9444855	0.4559586	0.2970423	0.9696077	0.2356763	0.8672924	0.9192987	0.7284660	0.4702209	0.8222190	0.6592339	0.2834613	0.4492144	1.0170685	0.8848287	0.8890506	0.0562402	0.7841361	0.9559720	0.7996629	0.9177801	0.4917377	0.9750906	0.7933275	0.0984108	0.2057649	0.8958454	0.0926760
500	0.8858188	0.9443025	0.0254222	0.0342535	0.0427711	0.9994847	0.4391496	0.9802192	0.2842149	0.2293765	0.2341968	0.9304213	0.1006892	0.5401608	0.0135745	0.3364863	0.4683777	0.4772782	1.0080508	0.6709318	0.5755980	0.0271458	0.8996906	0.1542443	0.2091885	0.0366896	0.0303968	0.9173248	0.8300481	0.2112843	0.2813927	0.0965259	0.7227516	0.0081455	0.1902747	0.9507286	1.0130707	0.8300150	0.2915702	0.4825221	0.0078958	0.5667232	0.5873447	0.6748968	0.7023201	0.3204158	0.9780214	0.4684169	0.9914770	0.0745867	0.6922741	0.8075748	0.0635266	0.7377200	0.9105636	0.0241254	0.5719088	0.8964677	0.4943657	0.9140726	0.7286337	0.5251164	0.3659422	0.4283111	0.6270501	0.0369795	0.7993349	0.1415167	0.3820040	0.1454673	0.5824899	1.1296577	1.0134063	0.4386925	0.3060647	0.9617352	0.2262103	0.8721981	0.9906963	0.7730964	0.4881867	0.6923632	0.5565351	0.2964072	0.4577525	0.9252124	0.8894001	0.8532471	0.0871678	0.6875229	0.9452965	0.7542589	0.9210106	0.4959431	0.9219710	0.8322261	0.0932174	0.2052880	0.8523942	0.1420051
