G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G66A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.4545154	0.5316163	0.5665799	0.0323478	0.4313174	0.0332133	1.0000000	0.4409901	0.7200009	0.5264984	0.7037710	0.7159406	0.4473933	0.0000410	0.0083728	0.0669737	0.0738484	0.9999806	0.1043289	0.6517175	0.1962143	0.3579893	0.9964167	0.1569077	0.8434040	0.9921308	0.2397680	0.2061850	0.5944613	0.9999999	0.0306676	0.0618867	0.9566470	0.1048132	0.9999333	0.5251157	0.4110556	0.9966600	0.2500267	0.9988405	0.6445442	0.7095492	0.7636319	0.2758611	0.6158255	0.9996127	0.2691139	0.5549531	0.9332546	1.0000000	0.5158241	0.0259834	0.8987984	0.5626514	0.6784859	0.1406727	0.4176714	0.3601067	0.9052547	0.4647419	0.9841094	0.3469895	0.0190934	0.4981408	0.4573578	0.1654072	0.0879459	0.2293368	0.9272162	0.4992628	0.0522082	0.9864379	0.0000004	0.9087361	0.9470065	0.3751205	0.0536730	0.1126820	0.1581624	0.3736870	0.4101368	0.8753666	0.3971563	0.0387064	0.7710415	0.3012257	0.9404002	0.8857316	0.9435612	0.9207103	0.4933132	0.4367304	0.8270958	0.0298281	0.0140070	0.3819019	0.6788979	0.9846766	0.5088991	0.2212127
0.6066717	0.2658089	0.5665798	0.0323478	0.4313175	0.0332133	1.0000000	0.4409904	0.7200009	0.5268570	0.7037711	0.7159410	0.6451918	0.0000410	0.0083728	0.0669737	0.0738486	0.9999806	0.1043289	0.6517175	0.1962143	0.3579892	0.9996089	0.1569080	0.8434041	0.9921306	0.2397688	0.2061849	0.5944613	0.9999999	0.0306676	0.0618867	0.9566470	0.1048131	0.9999333	0.5251155	0.4110557	0.9966600	0.2500270	0.9988405	0.6445442	0.7770849	0.7636320	0.2758611	0.6158259	0.9996127	0.2691139	0.5549531	0.9332546	1.0000000	0.5158242	0.0261180	0.8990044	0.5626514	0.6784860	0.1406272	0.4165063	0.3601028	0.9052547	0.4647418	0.9841094	0.3244100	0.0208934	0.4981408	0.4573574	0.1159136	0.0879918	0.2295533	0.9272160	0.4992620	0.0522082	0.9864379	0.0000004	0.9087361	0.9470064	0.3751268	0.0536732	0.0603137	0.1430004	0.3736866	0.4101368	0.8753666	0.3971560	0.0325970	0.7475022	0.3087068	0.8743081	0.8857317	0.9435613	0.9207103	0.4933131	0.4367306	0.8270957	0.0298281	0.0140070	0.3818966	0.6788979	0.9847024	0.5088990	0.2212126
0.9778545	0.9205659	0.2832918	0.0323478	0.4313174	0.0332133	1.0000000	0.4409897	0.7200009	0.5268239	0.7037712	0.7159402	0.1463232	0.0000410	0.0083728	0.0669737	0.0738485	0.9999806	0.1043289	0.6517175	0.1962143	0.3579892	0.9993170	0.1569086	0.8434041	0.9921306	0.2397687	0.2061848	0.5944613	0.9999999	0.0306676	0.0618867	0.9566470	0.1048132	0.9999333	0.5251155	0.4110558	0.9966600	0.2500269	0.9988405	0.6445443	0.5993774	0.7636320	0.2758611	0.6158261	0.9996127	0.2691140	0.5549531	0.9332546	1.0000000	0.5158239	0.0261055	0.8892823	0.5626515	0.6784860	0.1406314	0.4212341	0.3667544	0.9052547	0.4647417	0.9841094	0.2947250	0.0239721	0.4981408	0.4573573	0.4063175	0.0877388	0.2283169	0.9272160	0.4992621	0.0522082	0.9864379	0.0000004	0.9087361	0.9470063	0.3748075	0.0536732	0.2286753	0.1663044	0.3736865	0.4101369	0.8753665	0.3971560	0.0598360	0.9617145	0.3084893	0.9937487	0.8857319	0.9435613	0.9207103	0.4933131	0.4386763	0.6893567	0.0298281	0.0140070	0.3819129	0.6788979	0.9846720	0.5088977	0.2212126
0.9090176	0.5316164	0.5665798	0.0161739	0.4313246	0.0332133	1.0000000	0.4315273	0.6879584	0.5214211	0.6927655	0.7046721	0.4473931	0.0000410	0.0083728	0.0669737	0.0738492	0.9999806	0.1043289	0.6517175	0.1962143	0.3579892	0.9995232	0.1569077	0.8434041	0.9921307	0.2397686	0.2061850	0.5944613	0.9999999	0.0306676	0.0618867	0.9566470	0.1048131	0.9999333	0.5251153	0.4110573	0.9966600	0.2500269	0.9988405	0.6445442	0.7095491	0.7636320	0.2758611	0.6158257	0.9996127	0.2691139	0.5549531	0.9332546	1.0000000	0.5123312	0.0252786	0.8948202	0.5626525	0.6784860	0.1442294	0.4176720	0.3478761	0.9123032	0.4647423	0.9841094	0.2985132	0.0232674	0.4981412	0.4573575	0.1654073	0.0879461	0.2293367	0.9271955	0.4992622	0.0522082	0.9864379	0.0000004	0.9087362	0.9474124	0.3847533	0.0542322	0.2120569	0.1581623	0.3736807	0.4101326	0.8753032	0.3971562	0.0388851	0.7674841	0.3090193	0.9404002	0.8857317	0.9427066	0.9207103	0.4933010	0.4367305	0.8270957	0.0298281	0.0140070	0.3819019	0.6788979	0.9846766	0.5064000	0.2209594
0.9072902	0.5273107	0.5696952	0.0464825	0.2156547	0.0332139	1.0000000	0.4472449	0.7432587	0.5310132	0.7122477	0.7234665	0.4519843	0.0000410	0.0083728	0.0669707	0.0534416	0.9999806	0.1043290	0.6517175	0.1962143	0.3579890	0.9995264	0.1569092	0.8434040	0.9921305	0.2397697	0.2061853	0.5944612	0.9999999	0.0306676	0.0618867	0.9566470	0.1048131	0.9999408	0.5400293	0.3359043	0.9966025	0.2507148	0.9988405	0.6445392	0.7111274	0.7636320	0.2758611	0.6158263	0.9996127	0.2691158	0.5549547	0.9332554	1.0000000	0.5241151	0.0269626	0.9028499	0.5088787	0.6784860	0.1381455	0.3877947	0.3741116	0.8999331	0.4410037	0.9841094	0.3228045	0.0229493	0.4817139	0.4573514	0.1635302	0.0885317	0.2293430	0.9272438	0.5019670	0.0522056	0.9864374	0.0000004	0.9084214	0.9469184	0.3673235	0.0534990	0.1693767	0.1639055	0.4806872	0.5671003	0.8754628	0.3968408	0.0387965	0.7736811	0.2752325	0.9390522	0.8857320	0.9064062	0.9223478	0.4916621	0.4367043	0.8283235	0.0298281	0.0140069	0.3819023	0.6788981	0.9861148	0.5107558	0.2217386
0.9045704	0.5212526	0.5738927	0.0323361	0.4321288	0.0166649	1.0000000	0.4407075	0.7191710	0.5254737	0.7010376	0.7155990	0.4588396	0.0000409	0.0083728	0.0669733	0.0717151	0.9999806	0.1031533	0.6517175	0.1962413	0.3613105	0.9995664	0.1439636	0.8438627	0.9940405	0.2213852	0.1971704	0.5957135	0.9999999	0.0306673	0.0618740	0.9566790	0.1043623	0.9999475	0.5552610	0.4109908	0.9969630	0.2463030	0.9988417	0.6446920	0.7137546	0.7639590	0.2760061	0.6113599	0.9996160	0.2687228	0.5547689	0.9341521	1.0000000	0.5157704	0.0257531	0.8812907	0.5518827	0.6790118	0.1405416	0.4179836	0.3326380	0.9060070	0.4689709	0.9841087	0.3261133	0.0222921	0.4978269	0.5606530	0.1605470	0.0856759	0.2285347	0.9691984	0.5011926	0.0522066	0.9864926	0.0000004	0.9063065	0.9491245	0.3762735	0.0525006	0.1084081	0.1515504	0.3700303	0.3617324	0.8756246	0.3988827	0.0441649	0.7715144	0.3078880	0.9371770	0.8831267	0.9435531	0.9240278	0.4932141	0.4393424	0.8279058	0.0298867	0.0140047	0.3819064	0.6789623	0.9876870	0.5082734	0.2205492
0.9087990	0.5309487	0.5671447	0.0323478	0.4313163	0.0332298	0.5000000	0.4409903	0.7200020	0.5268490	0.7037750	0.7159410	0.4479730	0.0000410	0.0083728	0.0669737	0.0738513	0.9999806	0.1043309	0.6517175	0.1962143	0.3579848	0.9995237	0.1569286	0.8434034	0.9921278	0.2397929	0.2061964	0.5944595	0.9999999	0.0306676	0.0618867	0.9566469	0.1048138	0.9999348	0.5281092	0.3943026	0.9022700	0.4320967	0.9988405	0.6445441	0.7388568	0.7636316	0.2758609	0.6158322	0.9996127	0.2691145	0.5549533	0.9332535	1.0000000	0.5172513	0.0261819	0.8991565	0.5511840	0.6784853	0.1616803	0.4106779	0.4034993	0.8826744	0.4594901	0.9841094	0.2950110	0.0234681	0.4942617	0.4571999	0.1148024	0.2490152	0.2293384	0.9271537	0.4997810	0.0522082	0.9864378	0.0000004	0.9104780	0.9543294	0.3751192	0.1285684	0.1125315	0.1710963	0.3535130	0.4763905	0.8753661	0.3236902	0.0275942	0.7690815	0.3029694	0.9401830	0.8857353	0.9382930	0.8770650	0.4900326	0.4367230	0.8272833	0.0298280	0.0140070	0.3818995	0.6788978	0.9849993	0.5088999	0.2212135
0.9090170	0.5316159	0.5665799	0.0323478	0.4313162	0.0332132	1.0000000	0.2206137	0.7200013	0.5268477	0.7037717	0.7159407	0.4473950	0.0000410	0.0083728	0.0669737	0.0738478	0.9999806	0.1043289	0.6517175	0.1962143	0.3579895	0.9995232	0.1569127	0.8434038	0.9921304	0.2397657	0.2061837	0.5944606	0.9999999	0.0306676	0.0618867	0.9566470	0.1048134	0.9999333	0.5251154	0.4110556	0.9966599	0.2500259	0.9988405	0.6445443	0.7095505	0.7636319	0.2758610	0.6158268	0.9996127	0.2691140	0.5549530	0.9332547	1.0000000	0.5158241	0.0261144	0.8989493	0.5626516	0.6784860	0.1406286	0.4176720	0.3601032	0.9052545	0.4647405	0.9841094	0.2985130	0.0232673	0.4981409	0.4573582	0.1654065	0.0879463	0.2293368	0.9272165	0.4992640	0.0522082	0.9864379	0.0000004	0.9087361	0.9470059	0.3751208	0.0536733	0.1126814	0.1581625	0.3736871	0.4101378	0.8753665	0.3971560	0.0387056	0.7707112	0.3090190	0.9404001	0.8857323	0.9435614	0.9207103	0.4933133	0.4367286	0.8270973	0.0298280	0.0140070	0.3819019	0.6788979	0.9846765	0.5088993	0.2212127
0.9090176	0.5316164	0.5665798	0.0323478	0.4313175	0.0332133	1.0000000	0.2612655	0.3483841	0.4922363	0.6337087	0.5139371	0.4473931	0.0000410	0.0083728	0.0669737	0.0738486	0.9999806	0.1043289	0.6517175	0.1962143	0.3579892	0.9995232	0.1569080	0.8434041	0.9921306	0.2397688	0.2061849	0.5944613	0.9999999	0.0306676	0.0618867	0.9566470	0.1048131	0.9999333	0.5251155	0.4110557	0.9966600	0.2500270	0.9988405	0.6445442	0.7095490	0.7636320	0.2758611	0.6158259	0.9996127	0.2691139	0.5549531	0.9332546	1.0000000	0.5158241	0.0443400	0.8476995	0.5626514	0.6784860	0.1960079	0.4176714	0.3001389	0.9634130	0.4647418	0.9841093	0.2985136	0.0232674	0.4981408	0.4573574	0.1654074	0.0879462	0.2293367	0.9272160	0.4992620	0.0522082	0.9864379	0.0000004	0.9087364	0.9470064	0.4225954	0.0579910	0.1126821	0.1581625	0.3736866	0.4101368	0.8753666	0.3971565	0.0408203	0.7317296	0.3090187	0.9404002	0.8857317	0.9278385	0.9207103	0.4931745	0.4367306	0.8270957	0.0298281	0.0140070	0.3819019	0.6788979	0.9846766	0.4909692	0.2212126
0.9090170	0.5316159	0.5665799	0.0323478	0.4313162	0.0332132	1.0000000	0.4409900	0.7200013	0.2635396	0.7037717	0.7159407	0.4473950	0.0000411	0.0083728	0.0669737	0.0738478	0.9999806	0.1043289	0.6517175	0.1962143	0.3579895	0.9995232	0.1569127	0.8434038	0.9921304	0.2397657	0.2061837	0.5944606	0.9999999	0.0306676	0.0618867	0.9566470	0.1048134	0.9999333	0.5251154	0.4110556	0.9966599	0.2500259	0.9988405	0.6445443	0.7095505	0.7636319	0.2758610	0.6158268	0.9996127	0.2691140	0.5549530	0.9332547	1.0000000	0.5158241	0.0261144	0.8989493	0.5626516	0.6784860	0.1406286	0.4176720	0.3601032	0.9052545	0.4647405	0.9841094	0.2985130	0.0232673	0.4981409	0.4573582	0.1654065	0.0879463	0.2293368	0.9272165	0.4992640	0.0522082	0.9864379	0.0000004	0.9087361	0.9470059	0.3751208	0.0536733	0.1126814	0.1581625	0.3736871	0.4101378	0.8753665	0.3971560	0.0387056	0.7707112	0.3090190	0.9404001	0.8857323	0.9435614	0.9207103	0.4933133	0.4367286	0.8270973	0.0298280	0.0140070	0.3819019	0.6788979	0.9846765	0.5088993	0.2212127
