"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G65A	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.4096734	0.5697576	0.9978193	0.8934780	0.8270085	0.2860103	0.4291816	0.0351467	0.0823492	0.3946181	0.9999098	0.8806634	0.1126553	0.9671134	0.1031701	0.3265956	0.0002635	0.9544664	0.0602630	0.2832994	0.9646296	0.2357267	0.5805098	0.2565234	0.2480419	0.9933690	0.0990889	0.4323771	0.2311482	0.0871895	0.8503120	0.6745530	0.2170095	0.5171290	0.2103497	0.3287462	0.5323612	0.9660817	0.0852550	0.6022926	0.4853316	0.8669941	0.1887709	0.9971926	0.4388516	0.1518139	0.3301866	0.1774229	0.6949870	0.2230614	0.3839872	0.3012916	0.2982620	0.9077141	0.9503745	0.6480195	0.8462696	0.9999505	0.4277081	0.9999499	0.0000415	0.6344090	0.8237294	0.7040185	0.5418122	0.2818231	0.5110618	0.5242734	0.7826590	0.4902430	0.6256488	0.0697015	0.9540889	0.4352352	0.8158978	0.8522591	0.0728795	0.0732060	0.9976418	0.3078656	0.1970081	0.0404820	0.2353834	0.9983052	0.0001804	0.4957796	0.3481313	0.8635322	0.4815428	0.5080413	0.8306446	0.6021894	0.9280886	0.4665629	0.3631472	0.8573298	0.9755851	0.4217962	0.3903376	0.4141780
500	0.4097341	0.5830560	0.9989808	0.8916016	0.8372207	0.2880215	0.4283626	0.0337370	0.0823492	0.3933368	0.9999096	0.8768304	0.1112791	0.9715095	0.1045648	0.3281839	0.0002474	0.9758138	0.0536833	0.2874610	0.9698736	0.2152006	0.5557193	0.2456941	0.2240169	0.9929860	0.1000193	0.4389364	0.2257362	0.0867678	0.8440520	0.6504003	0.2001432	0.5239573	0.2062046	0.3247569	0.5228516	0.9831388	0.0777341	0.6034869	0.4851872	0.8684552	0.1883646	0.9972999	0.4380878	0.1522402	0.3311913	0.1903417	0.6721375	0.1948677	0.3811684	0.2617371	0.2994025	0.9133878	0.9507654	0.6494043	0.8376015	0.9999529	0.4027896	0.9999286	0.0000291	0.6706987	0.8424677	0.7186076	0.5577813	0.2710022	0.5088762	0.5456089	0.7894182	0.4873817	0.6505190	0.0699576	0.9548691	0.4352273	0.8111205	0.8529140	0.0609998	0.0716271	0.9978910	0.3079255	0.2020611	0.0371609	0.2372689	0.9982468	0.0002214	0.4958424	0.3650976	0.8643312	0.4813915	0.5199634	0.8307935	0.6021860	0.9265069	0.4810659	0.3631170	0.8573505	0.9742070	0.4228670	0.3759637	0.4258057
550	0.4089719	0.5896171	0.9994995	0.8919498	0.8558060	0.4665741	0.3304341	0.2841085	0.0823492	0.6044845	0.9999174	0.8781212	0.1102360	0.9743010	0.1047301	0.3194809	0.0012365	0.9862201	0.0525396	0.3202001	0.9708397	0.1954342	0.5314350	0.2414394	0.2007262	0.9926827	0.1007047	0.4456063	0.2226218	0.0869329	0.8357979	0.5617515	0.1789243	0.5375066	0.2003138	0.3206612	0.5166327	0.9902085	0.0769844	0.7116847	0.4855880	0.8710618	0.2215990	0.9974810	0.4252674	0.1267090	0.1805801	0.2671202	0.5423974	0.1723147	0.3767221	0.3227242	0.3024881	0.9215640	0.9500489	0.6514959	0.7864539	0.9999521	0.3913077	0.9999102	0.0001948	0.7013912	0.8674910	0.5212948	0.5619146	0.4888643	0.5041989	0.5608006	0.7480522	0.4698039	0.6676957	0.0695145	0.8971157	0.4352679	0.7488069	0.8571170	0.2055071	0.0698415	0.9982585	0.3079386	0.2061446	0.0350330	0.3331423	0.9981150	0.0002857	0.4958845	0.3639923	0.8324102	0.4812072	0.5085277	0.7292783	0.6021815	0.9168758	0.4947892	0.2344001	0.5848497	0.9741525	0.4223745	0.3691386	0.4423307
600	0.4074379	0.5924011	0.9997102	0.8936226	0.8759572	0.6821993	0.2642224	0.4584013	0.0823492	0.7961874	0.9999543	0.8789376	0.1094900	0.9773966	0.1058550	0.3650720	0.0021273	0.9905692	0.0682921	0.4475879	0.9618639	0.1765611	0.4972707	0.2399625	0.1767606	0.9924499	0.1008508	0.4505150	0.2205777	0.0874290	0.8347509	0.4885371	0.1274289	0.5570487	0.1938816	0.3174476	0.5287013	0.9926529	0.0734420	0.8388102	0.4865722	0.8743515	0.2575535	0.9981961	0.3639566	0.0620087	0.0932011	0.3626894	0.4164400	0.1455093	0.3613759	0.3932911	0.3154022	0.9240322	0.9426803	0.6562495	0.7371439	0.9999523	0.3859659	0.9998993	0.0003256	0.7522765	0.9093120	0.3512095	0.5368836	0.6559754	0.4841427	0.5689716	0.7506669	0.4092356	0.6753324	0.0682738	0.8436770	0.4355165	0.6666475	0.8758917	0.4387141	0.0681880	0.9988949	0.3077040	0.2099492	0.0337129	0.3535949	0.9978515	0.0003172	0.4962699	0.3846494	0.8000158	0.4810388	0.4538516	0.6252039	0.6021761	0.8823816	0.5103733	0.1139054	0.3595948	0.9766292	0.4112799	0.3795466	0.4949996
650	0.4068890	0.5893632	0.9995918	0.8957751	0.8977515	0.8001681	0.2702381	0.5148822	0.0823492	0.8427353	0.9999818	0.8866759	0.1088019	0.9815732	0.1215179	0.4364966	0.0024973	0.9876285	0.1258814	0.5716278	0.9370764	0.1578367	0.4699657	0.2414422	0.1507501	0.9923411	0.0988765	0.4544058	0.2173686	0.0878977	0.8322382	0.4578300	0.0850810	0.5796625	0.1878039	0.3148228	0.5465673	0.9944778	0.0622804	0.9126503	0.4879712	0.8772983	0.2773528	0.9986386	0.2968418	0.0294341	0.0937738	0.4276104	0.3540620	0.1078413	0.3359367	0.4309659	0.3331140	0.9127282	0.9330080	0.6609211	0.7151864	0.9999492	0.3831862	0.9998961	0.0003746	0.8030360	0.9438254	0.2827854	0.4596823	0.7616101	0.4522528	0.5781199	0.7993816	0.3494004	0.6705361	0.0676421	0.8261158	0.4358663	0.6113455	0.8995395	0.5349523	0.0668141	0.9993924	0.3056883	0.2116275	0.0330067	0.3173540	0.9976773	0.0004147	0.4966920	0.4330730	0.7829138	0.4809044	0.4104567	0.5726541	0.6021713	0.8312731	0.5384495	0.0598679	0.2783186	0.9809460	0.4037806	0.4022453	0.5590112
700	0.4069776	0.5691316	0.9980255	0.8983681	0.9218443	0.8405790	0.2952023	0.5321573	0.0823492	0.7864393	0.9999937	0.9134682	0.1080793	0.9846523	0.1532346	0.4853286	0.0026181	0.9625467	0.2123527	0.6455515	0.9061705	0.1419953	0.4570620	0.2599300	0.1284498	0.9924756	0.0958500	0.4589128	0.2134219	0.0882749	0.8280333	0.4446533	0.0636489	0.6022290	0.1822340	0.3119964	0.5589543	0.9964925	0.0541782	0.9471567	0.4894630	0.8796671	0.2865613	0.9985588	0.2595970	0.0225183	0.1260739	0.4642222	0.3427958	0.0743471	0.2992877	0.4551349	0.3485641	0.9019811	0.9265720	0.6629193	0.7038457	0.9999231	0.3828960	0.9999014	0.0003996	0.8362877	0.9596684	0.2612219	0.3372898	0.8375277	0.4215348	0.5983150	0.8466127	0.3106137	0.6554515	0.0674272	0.8257867	0.4361652	0.5813109	0.9181411	0.5648609	0.0657530	0.9996621	0.3000839	0.2094113	0.0328473	0.2948345	0.9976104	0.0008655	0.4967886	0.4816325	0.7751083	0.4808024	0.3879489	0.5500266	0.6021679	0.7862214	0.5830899	0.0385422	0.2578855	0.9826827	0.4094342	0.4251944	0.6064062
750	0.4073437	0.5226819	0.9922849	0.9013151	0.9439396	0.8434243	0.3158350	0.5458647	0.0823492	0.7048119	0.9999979	0.9455036	0.1075020	0.9854003	0.1858767	0.4976609	0.0027004	0.8971610	0.2930713	0.6834103	0.8725007	0.1316062	0.4639473	0.3008920	0.1151376	0.9928380	0.0928271	0.4641412	0.2099441	0.0885997	0.8222541	0.4372380	0.0557812	0.6225262	0.1770386	0.3089305	0.5650957	0.9978173	0.0516421	0.9606951	0.4908376	0.8817007	0.2902622	0.9982050	0.2543157	0.0272194	0.1575743	0.4765585	0.3731399	0.0533381	0.2679449	0.4827357	0.3604576	0.8990595	0.9242557	0.6617099	0.6960777	0.9998468	0.3879862	0.9999194	0.0004567	0.8464258	0.9417883	0.2548458	0.2329902	0.8776973	0.3915804	0.6201149	0.8780374	0.2879064	0.6234926	0.0673520	0.8302718	0.4363662	0.5691718	0.9298911	0.5729539	0.0650113	0.9997872	0.2927079	0.2048917	0.0329802	0.2933696	0.9976143	0.0018813	0.4966813	0.5139036	0.7717099	0.4807557	0.3740441	0.5403791	0.6021657	0.7551096	0.6298688	0.0295517	0.2546893	0.9821291	0.4227835	0.4433969	0.6300685
800	0.4078394	0.4629963	0.9815523	0.9041155	0.9603230	0.8340077	0.3309640	0.5703663	0.0823492	0.6584557	0.9999994	0.9681829	0.1072370	0.9842893	0.2040857	0.4834360	0.0028896	0.8022954	0.3516783	0.7045761	0.8288163	0.1286312	0.4928704	0.3424677	0.1148187	0.9933236	0.0900271	0.4690745	0.2077695	0.0889368	0.8148913	0.4318420	0.0549441	0.6387529	0.1722765	0.3061535	0.5674953	0.9983857	0.0526658	0.9640741	0.4920527	0.8835249	0.2912901	0.9979224	0.2675976	0.0355711	0.1734189	0.4671381	0.4232324	0.0428156	0.2628243	0.5241791	0.3723068	0.9019541	0.9244276	0.6587503	0.6916988	0.9997230	0.4056025	0.9999434	0.0006216	0.8301660	0.8887166	0.2480879	0.1714358	0.8934119	0.3618176	0.6341337	0.8950324	0.2736665	0.5690530	0.0673079	0.8347427	0.4364825	0.5697846	0.9363985	0.5749145	0.0645397	0.9998385	0.2864520	0.1998584	0.0331384	0.3039423	0.9976577	0.0032060	0.4965628	0.5252432	0.7700739	0.4807915	0.3581313	0.5358090	0.6021643	0.7353372	0.6647488	0.0256924	0.2543778	0.9813268	0.4375111	0.4570657	0.6350940
850	0.4083816	0.4091272	0.9689752	0.9062067	0.9705022	0.8226996	0.3454864	0.6068164	0.0823492	0.6598859	0.9999998	0.9801396	0.1072797	0.9825462	0.2049674	0.4632870	0.0032846	0.7069973	0.3901405	0.7209669	0.7758986	0.1348762	0.5342082	0.3713005	0.1298136	0.9938366	0.0877528	0.4725821	0.2072707	0.0893293	0.8067264	0.4277304	0.0579316	0.6492232	0.1682388	0.3042152	0.5684046	0.9984402	0.0564729	0.9629043	0.4931231	0.8850753	0.2911605	0.9978261	0.2823499	0.0409365	0.1702435	0.4443878	0.4715531	0.0386624	0.2791346	0.5796434	0.3872554	0.9066630	0.9252661	0.6559344	0.6906515	0.9996137	0.4458980	0.9999635	0.0009962	0.7895578	0.8384284	0.2343208	0.1378799	0.9006836	0.3368745	0.6393088	0.9014909	0.2656229	0.5048893	0.0672661	0.8378255	0.4365415	0.5770082	0.9396998	0.5753488	0.0642790	0.9998528	0.2806772	0.1941647	0.0331671	0.3182365	0.9977135	0.0041425	0.4965781	0.5171716	0.7690071	0.4808432	0.3363944	0.5332097	0.6021636	0.7225321	0.6832489	0.0238195	0.2536382	0.9816324	0.4508622	0.4671941	0.6322240
900	0.4088894	0.3690859	0.9579235	0.9072115	0.9755244	0.8121457	0.3626164	0.6481222	0.0823492	0.6860795	0.9999999	0.9848183	0.1074944	0.9811307	0.1966872	0.4529118	0.0039272	0.6294376	0.4163425	0.7370815	0.7268789	0.1505167	0.5741086	0.3872443	0.1573791	0.9943041	0.0861985	0.4739315	0.2084512	0.0897722	0.7989154	0.4250844	0.0631318	0.6530960	0.1652602	0.3034254	0.5694564	0.9980587	0.0627866	0.9603109	0.4940409	0.8862150	0.2906971	0.9978149	0.2881274	0.0401562	0.1538858	0.4189261	0.5089305	0.0380501	0.3016571	0.6453434	0.4007081	0.9107701	0.9256519	0.6540296	0.6927256	0.9995763	0.5119489	0.9999766	0.0016761	0.7365278	0.8119379	0.2146848	0.1153134	0.9071500	0.3214145	0.6361109	0.9005396	0.2627906	0.4478141	0.0672231	0.8394443	0.4365670	0.5853733	0.9412641	0.5754514	0.0642414	0.9998473	0.2709750	0.1874649	0.0330560	0.3308719	0.9977639	0.0041725	0.4968305	0.4965804	0.7681179	0.4808340	0.3111272	0.5314761	0.6021634	0.7138166	0.6871719	0.0221840	0.2523914	0.9830304	0.4617055	0.4744667	0.6303928
950	0.4093029	0.3416664	0.9494412	0.9068976	0.9764421	0.8024286	0.3821031	0.6864912	0.0823492	0.7087780	1.0000000	0.9854407	0.1077343	0.9802256	0.1890220	0.4545526	0.0047864	0.5722236	0.4366244	0.7528438	0.6914529	0.1726163	0.6048399	0.3942087	0.1898535	0.9946816	0.0852319	0.4729169	0.2110479	0.0902230	0.7924595	0.4240032	0.0689590	0.6510370	0.1635847	0.3038363	0.5719408	0.9971731	0.0697690	0.9578342	0.4947666	0.8868339	0.2903300	0.9977899	0.2851467	0.0349883	0.1334587	0.3981013	0.5353823	0.0394421	0.3215502	0.7123790	0.4062086	0.9136579	0.9253288	0.6528069	0.6979699	0.9996003	0.5910803	0.9999840	0.0026810	0.6856719	0.8042042	0.1943612	0.0978269	0.9119054	0.3158966	0.6240093	0.8947289	0.2630452	0.4051822	0.0671821	0.8399920	0.4365752	0.5923210	0.9419357	0.5755108	0.0645373	0.9998316	0.2508819	0.1806085	0.0328763	0.3390027	0.9978091	0.0035663	0.4973399	0.4722397	0.7673607	0.4807836	0.2868269	0.5302437	0.6021638	0.7078848	0.6813867	0.0205725	0.2512688	0.9847617	0.4692180	0.4796756	0.6324905
1000	0.4095769	0.3228331	0.9430164	0.9051121	0.9739929	0.7933078	0.4017582	0.7179993	0.0823492	0.7152581	1.0000000	0.9844917	0.1079315	0.9794746	0.1865801	0.4615525	0.0057792	0.5306399	0.4539558	0.7668393	0.6698221	0.1962846	0.6254350	0.3961193	0.2195829	0.9949596	0.0846342	0.4698016	0.2146128	0.0906287	0.7878437	0.4241234	0.0741689	0.6445346	0.1633372	0.3053137	0.5766988	0.9958660	0.0751346	0.9559967	0.4952527	0.8868895	0.2902588	0.9977394	0.2792917	0.0289592	0.1157026	0.3847642	0.5540572	0.0418687	0.3365558	0.7691954	0.4037467	0.9154470	0.9245656	0.6519220	0.7055292	0.9996388	0.6655066	0.9999878	0.0039278	0.6451194	0.8051646	0.1776952	0.0855118	0.9126737	0.3163581	0.6045733	0.8866357	0.2643197	0.3769806	0.0671473	0.8399463	0.4365762	0.5973831	0.9421595	0.5756054	0.0653017	0.9998128	0.2167332	0.1751180	0.0326992	0.3418245	0.9978553	0.0029102	0.4979976	0.4502395	0.7667537	0.4807396	0.2664529	0.5293985	0.6021647	0.7041703	0.6711438	0.0194292	0.2509129	0.9861388	0.4730602	0.4836151	0.6372291

0	0.4060190	0.2651381	0.9257125	0.8220229	0.8915071	0.7412294	0.4869005	0.8276273	0.0823492	0.6995173	1.0000000	0.9845963	0.1100400	0.9699986	0.1917655	0.4643837	0.0148736	0.3908596	0.5250518	0.8150349	0.7297381	0.2703842	0.6609375	0.4046503	0.2885108	0.9951928	0.0855720	0.4286181	0.2404751	0.0930656	0.7749718	0.4279379	0.0964013	0.4776838	0.2016380	0.3283324	0.6239830	0.9771809	0.1060999	0.9511697	0.4874716	0.8715960	0.3007052	0.9988921	0.2777182	0.0190394	0.0947950	0.3806038	0.6200493	0.0609229	0.3858952	0.8884516	0.3714655	0.9183811	0.9142084	0.6489920	0.8049524	0.9995103	0.8973599	0.9999857	0.0149286	0.5480641	0.7932699	0.1792268	0.0663756	0.8909015	0.3051586	0.4469226	0.8687771	0.2656935	0.3567610	0.0670934	0.8340135	0.4366850	0.6279403	0.9408706	0.5782637	0.0748492	0.9997756	0.0540020	0.2296437	0.0324961	0.1947258	0.9980109	0.0023545	0.4986218	0.3854807	0.7634417	0.4810224	0.1962875	0.5359425	0.6021733	0.7013068	0.5943570	0.0191339	0.2745574	0.9678292	0.3961250	0.5031895	0.6616983
