"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.6663889	0.0326256	0.1821930	0.5623395	0.6417521	0.9150460	0.2772098	0.1442789	0.6343312	0.4507211	0.4450725	0.8732271	0.0608154	0.3695368	0.3157171	0.0081721	0.3672681	0.5306781	0.0854626	0.4641323	0.9567872	0.8294398	0.6114161	0.6786777	0.2923414	0.9557875	0.8801587	0.4745583	0.1114984	0.9566616	0.0203347	0.7666595	0.3711950	0.9332055	0.9581499	0.8211452	0.9984818	0.1499300	0.4238198	0.9333645	0.7558858	0.2747443	0.2036745	0.4788076	0.3061439	0.1122817	0.9999998	0.5688149	0.3726699	1.0000000	0.1140098	0.1404982	0.6355683	0.2621513	0.1024706	0.4747166	0.3893393	0.3720632	0.8326684	0.9967095	0.7297013	0.3232426	0.6085753	0.8499503	0.0498903	0.1899303	0.9531589	0.8035867	0.9524366	0.3866303	0.2943291	0.3008610	0.9412172	0.0141417	0.8667593	0.0737426	0.4044723	0.3050748	0.9936635	0.6963759	0.7503268	0.0656592	0.2441602	0.0446885	0.2719223	0.3375734	0.0018992	0.6506858	0.0077066	0.9864782	0.2691786	0.9446341	0.3856309	0.8855033	0.8628479	0.3193779	0.7734663	0.4609773	0.6248068	0.0611233
500	0.6664950	0.0322510	0.1834278	0.5592935	0.6384796	0.9265727	0.2884677	0.1426544	0.6349473	0.4482410	0.4473157	0.8739393	0.0609382	0.3706235	0.3140560	0.0081534	0.3659623	0.5315531	0.0845955	0.4379688	0.9582539	0.8519175	0.6227524	0.6816090	0.2920978	0.9570167	0.8812246	0.4732079	0.1144135	0.9574057	0.0203235	0.7622824	0.3726082	0.9357116	0.9583206	0.8203027	0.9984938	0.1500862	0.4216978	0.9271429	0.7398560	0.2705253	0.2160310	0.4878112	0.3042948	0.1147489	0.9999998	0.5684194	0.3759538	1.0000000	0.0968366	0.1391836	0.6420855	0.2616686	0.1049942	0.4751477	0.4191351	0.3657445	0.8344754	0.9967019	0.7270016	0.3256538	0.6082284	0.8503767	0.0504180	0.1880868	0.9588835	0.8071292	0.9551592	0.3857331	0.2912584	0.3058044	0.9418170	0.0143041	0.8687004	0.0791322	0.3995263	0.3068275	0.9937113	0.6951257	0.7509866	0.0596454	0.2460225	0.0400607	0.2702962	0.3296044	0.0019021	0.6489491	0.0071416	0.9880364	0.2782159	0.9458691	0.3890173	0.8747286	0.8505993	0.3179602	0.7824129	0.4581183	0.5923263	0.0628579
550	0.4631002	0.1245690	0.1873068	0.5592395	0.6369068	0.9277517	0.2946587	0.1414937	0.6347952	0.4472983	0.4415151	0.8517171	0.3797904	0.3599538	0.3417446	0.0081718	0.3634168	0.5333166	0.0889044	0.4236296	0.9421853	0.8659698	0.6283352	0.6679106	0.5055025	0.9579038	0.9006337	0.6490363	0.1163338	0.9578192	0.0243834	0.7540620	0.4260859	0.9256885	0.9376451	0.8184596	0.9984943	0.1505034	0.4064962	0.9210213	0.7301095	0.2703638	0.2239365	0.4673059	0.2101392	0.1190554	0.9999993	0.5693255	0.3828796	1.0000000	0.0846461	0.1340415	0.6337255	0.2091516	0.1079677	0.3934961	0.4874841	0.3690088	0.7234741	0.9607023	0.7246456	0.3317986	0.5737936	0.8536897	0.1871833	0.1882680	0.9627919	0.8097200	0.9570314	0.3853236	0.2892234	0.2830030	0.9420206	0.1801653	0.8775815	0.0841854	0.3990241	0.3173986	0.9937390	0.7840574	0.8138558	0.0539369	0.2483259	0.1093734	0.2721657	0.4832721	0.0582546	0.5449770	0.0195247	0.9891705	0.2826183	0.9480776	0.3892440	0.8643716	0.8807992	0.3750778	0.7882652	0.6579501	0.6000546	0.0633850
600	0.2486108	0.2189282	0.2037535	0.5777326	0.6375680	0.8986601	0.2972496	0.1374403	0.6232499	0.4564321	0.4206704	0.7815988	0.4672990	0.3307476	0.4331881	0.0082948	0.3642419	0.5322294	0.1368460	0.4338310	0.9217949	0.8736188	0.6262774	0.5962880	0.7494630	0.9583020	0.8172140	0.8236024	0.1178663	0.9575962	0.0500474	0.7257719	0.4623087	0.9152563	0.9171638	0.8149744	0.9984855	0.1509860	0.3921437	0.9096324	0.7259241	0.2723840	0.2178203	0.4213081	0.1058733	0.1327566	0.9999988	0.5757947	0.4129096	1.0000000	0.0766950	0.1287856	0.5602085	0.1255071	0.1226993	0.2636541	0.5693434	0.4076902	0.6195812	0.9159156	0.7135168	0.3305700	0.5425085	0.8625488	0.3779087	0.2069373	0.9642112	0.8093317	0.9595298	0.3854013	0.2861236	0.2671747	0.9414922	0.3032234	0.9025295	0.0890047	0.4046403	0.3728415	0.9937569	0.8830092	0.9091010	0.0452100	0.2584621	0.2205239	0.2936765	0.5552784	0.1546536	0.3293450	0.0327824	0.9899264	0.2756692	0.9537463	0.3815771	0.7833764	0.9171672	0.4185277	0.7901257	0.7679988	0.6186319	0.0578675
650	0.1374430	0.2791462	0.2226946	0.6148197	0.6491328	0.8557553	0.3006420	0.1224845	0.5755017	0.4890311	0.4049481	0.7320022	0.4689392	0.3117535	0.5001049	0.0086743	0.3943454	0.5076034	0.2302660	0.4960786	0.9023395	0.8750141	0.6126285	0.5090016	0.8880613	0.9548329	0.6680717	0.9116294	0.1176190	0.9563552	0.0753254	0.6992455	0.4740752	0.9087179	0.9066337	0.8110596	0.9984715	0.1515380	0.3875525	0.8916019	0.7261335	0.2844628	0.1963831	0.3662112	0.0483631	0.1504805	0.9999986	0.5854581	0.4416602	1.0000000	0.0740923	0.1467916	0.4600535	0.0668492	0.1507783	0.1924327	0.6042641	0.4652913	0.5632244	0.8893774	0.6877075	0.3263135	0.5422492	0.8663320	0.4728428	0.2398878	0.9615073	0.8186405	0.9615111	0.3858567	0.2827220	0.3545306	0.9402906	0.3585043	0.9152101	0.0931375	0.4215342	0.4093776	0.9937569	0.9322080	0.9558752	0.0394880	0.2600917	0.3469683	0.3319344	0.5872725	0.1674515	0.2309395	0.0421351	0.9904417	0.2441515	0.9566160	0.3614097	0.6044608	0.9289898	0.4308894	0.7802883	0.7453918	0.6420166	0.0472932
700	0.0903447	0.3243614	0.2390871	0.6465464	0.6894068	0.8561926	0.3124359	0.0896229	0.4803761	0.5338154	0.3979064	0.7097894	0.4631863	0.3051519	0.5311053	0.0092139	0.4550672	0.4515344	0.3191412	0.6004079	0.8804855	0.8683375	0.5856674	0.4427083	0.9532532	0.9448692	0.5501547	0.9503945	0.1121540	0.9542811	0.0879033	0.6890416	0.4801625	0.8992354	0.9016809	0.8077682	0.9984531	0.1522988	0.3935711	0.8755295	0.7324671	0.3207023	0.1680485	0.3174459	0.0223758	0.1629240	0.9999986	0.5951268	0.4374417	1.0000000	0.0762786	0.1734903	0.3717085	0.0333964	0.1747272	0.1587619	0.5212174	0.5169902	0.5198839	0.8772186	0.6508705	0.3222899	0.6133263	0.8623234	0.4944261	0.2648311	0.9546419	0.8477379	0.9599184	0.3867173	0.2802985	0.4658253	0.9362967	0.3843102	0.9155618	0.0966551	0.4458954	0.4044964	0.9937011	0.9485882	0.9734321	0.0415212	0.2405533	0.4729792	0.3781350	0.6059461	0.1385794	0.1990313	0.0487642	0.9908914	0.1936356	0.9574612	0.3278572	0.5203457	0.9266236	0.4277395	0.7520452	0.7260918	0.6815413	0.0385464
750	0.0730281	0.3591201	0.2543962	0.6654935	0.7634208	0.9046816	0.3391603	0.0567609	0.3718856	0.5727828	0.3977645	0.7019054	0.4623084	0.3063424	0.5436358	0.0097015	0.5223278	0.3839035	0.3798649	0.7080558	0.8572965	0.8503131	0.5483605	0.4019161	0.9812846	0.9296180	0.4814673	0.9680946	0.1015337	0.9521996	0.0926779	0.6953265	0.4831423	0.8838285	0.8992266	0.8045911	0.9984289	0.1532051	0.4093382	0.8672351	0.7489745	0.3651441	0.1420337	0.2782846	0.0123720	0.1662022	0.9999987	0.6023639	0.4112383	1.0000000	0.0788469	0.1905098	0.3075338	0.0160390	0.1770223	0.1405456	0.3391391	0.5521984	0.4802969	0.8720521	0.6144981	0.3174859	0.7354359	0.8545066	0.4902820	0.2783300	0.9483011	0.8803213	0.9531620	0.3882112	0.2823039	0.5411892	0.9276673	0.3924943	0.9137318	0.1083069	0.4714811	0.3821509	0.9935554	0.9602483	0.9793351	0.0508857	0.2131362	0.5776027	0.4249499	0.6233190	0.1057805	0.1817952	0.0545540	0.9913277	0.1430129	0.9579121	0.2947289	0.5020230	0.9123799	0.4188968	0.7120986	0.7274385	0.7311454	0.0339650
800	0.0681438	0.3861754	0.2684400	0.6772925	0.8459079	0.9523726	0.3747753	0.0371698	0.2857235	0.6032816	0.4031296	0.6997469	0.4657723	0.3116141	0.5488001	0.0101026	0.5759000	0.3288287	0.4146994	0.7927184	0.8361366	0.8186637	0.5114913	0.3795403	0.9927200	0.9130068	0.4456211	0.9778551	0.0894022	0.9511872	0.0950849	0.7126719	0.4832557	0.8648048	0.8977723	0.8007936	0.9983997	0.1540450	0.4307932	0.8679392	0.7728431	0.3965424	0.1222773	0.2463439	0.0101734	0.1622537	0.9999988	0.6055755	0.3832847	1.0000000	0.0812010	0.1985906	0.2662530	0.0075077	0.1601095	0.1306097	0.2022499	0.5712702	0.4494959	0.8698416	0.5851423	0.3106870	0.8354011	0.8469337	0.4852194	0.2847960	0.9459119	0.9041503	0.9424080	0.3904579	0.2925834	0.5789926	0.9167536	0.3908553	0.9147691	0.1521106	0.4951058	0.3552997	0.9933225	0.9751625	0.9813187	0.0618966	0.1900774	0.6585555	0.4645146	0.6452218	0.0800313	0.1600378	0.0614807	0.9916028	0.1044349	0.9581810	0.2746780	0.5029777	0.8904485	0.4115576	0.6706203	0.7333529	0.7785223	0.0325791
850	0.0681539	0.4068311	0.2792283	0.6868524	0.9098318	0.9795355	0.4067881	0.0285432	0.2317176	0.6277904	0.4115816	0.6996943	0.4714070	0.3185730	0.5512629	0.0104772	0.6111153	0.2931158	0.4326592	0.8493798	0.8194558	0.7770834	0.4840243	0.3681192	0.9972267	0.8984524	0.4266928	0.9842944	0.0789698	0.9520065	0.0974857	0.7331556	0.4815409	0.8459637	0.8966243	0.7965522	0.9983708	0.1545620	0.4538225	0.8751450	0.7961565	0.4115682	0.1086865	0.2214956	0.0121385	0.1551770	0.9999988	0.6047422	0.3612655	1.0000000	0.0870681	0.2024885	0.2417339	0.0034595	0.1373203	0.1278269	0.1291192	0.5803120	0.4297402	0.8689956	0.5651413	0.3020991	0.8944210	0.8412102	0.4855457	0.2880227	0.9462115	0.9180334	0.9302157	0.3932688	0.3090180	0.5937846	0.9070691	0.3862841	0.9192030	0.2379282	0.5156456	0.3295648	0.9930425	0.9869419	0.9821496	0.0716450	0.1733927	0.7202759	0.4935083	0.6699881	0.0609218	0.1389182	0.0704106	0.9915052	0.0795330	0.9581578	0.2688928	0.5062150	0.8697055	0.4088794	0.6336445	0.7332698	0.8182818	0.0328737
900	0.0699153	0.4217083	0.2858926	0.6953855	0.9487715	0.9917235	0.4287360	0.0257852	0.2044023	0.6467594	0.4202054	0.7003818	0.4775057	0.3256688	0.5526804	0.0108313	0.6322416	0.2723714	0.4412698	0.8836567	0.8077761	0.7349556	0.4675548	0.3625726	0.9989599	0.8873095	0.4158585	0.9887345	0.0714087	0.9544602	0.1002837	0.7506941	0.4791900	0.8300222	0.8955375	0.7926594	0.9983496	0.1546186	0.4759416	0.8847037	0.8136078	0.4162422	0.0999187	0.2049932	0.0162044	0.1479858	0.9999989	0.6010504	0.3454457	1.0000000	0.0984461	0.2047139	0.2278977	0.0015858	0.1174025	0.1292446	0.0973086	0.5844431	0.4188955	0.8688709	0.5547227	0.2929216	0.9241605	0.8372474	0.4901303	0.2899715	0.9472539	0.9248404	0.9188284	0.3962477	0.3262220	0.5975544	0.9001011	0.3822895	0.9251838	0.3230620	0.5324259	0.3085754	0.9927668	0.9937509	0.9826737	0.0806229	0.1615603	0.7657966	0.5129264	0.6924231	0.0464311	0.1236496	0.0810702	0.9909224	0.0650715	0.9578662	0.2719423	0.5083195	0.8564150	0.4101259	0.6030720	0.7261156	0.8510752	0.0338020
950	0.0720687	0.4316032	0.2891527	0.7024308	0.9689904	0.9965558	0.4410024	0.0256435	0.1946210	0.6599487	0.4271341	0.7011910	0.4830555	0.3319239	0.5535883	0.0111190	0.6447151	0.2606897	0.4451856	0.9030433	0.8003110	0.7008192	0.4593288	0.3599761	0.9996145	0.8794286	0.4091680	0.9916878	0.0664785	0.9573465	0.1031961	0.7631339	0.4769615	0.8180370	0.8945217	0.7897570	0.9983413	0.1542891	0.4953922	0.8934090	0.8243215	0.4162138	0.0946099	0.1964010	0.0206551	0.1420034	0.9999988	0.5959717	0.3344936	1.0000000	0.1133474	0.2061760	0.2203509	0.0007350	0.1026803	0.1307394	0.0914415	0.5861216	0.4136201	0.8690877	0.5517989	0.2844494	0.9378030	0.8344979	0.4964618	0.2914241	0.9481226	0.9274292	0.9094197	0.3990015	0.3402296	0.5972200	0.8956394	0.3796888	0.9307377	0.3731302	0.5451932	0.2935994	0.9925309	0.9971077	0.9830994	0.0894819	0.1533614	0.7972087	0.5253159	0.7091183	0.0355630	0.1144109	0.0925259	0.9899169	0.0572578	0.9574326	0.2782823	0.5093955	0.8506846	0.4132924	0.5785723	0.7156120	0.8781275	0.0348255
1000	0.0740044	0.4376029	0.2902932	0.7076269	0.9781724	0.9983060	0.4465421	0.0264979	0.1944872	0.6680041	0.4318440	0.7018155	0.4875817	0.3368513	0.5541784	0.0113050	0.6522646	0.2540178	0.4468989	0.9134968	0.7958595	0.6778791	0.4559809	0.3587946	0.9998583	0.8741081	0.4049084	0.9935558	0.0634586	0.9596707	0.1058823	0.7710472	0.4751620	0.8097900	0.8936730	0.7879995	0.9983461	0.1537728	0.5108568	0.8998719	0.8297980	0.4146364	0.0916316	0.1934164	0.0242925	0.1375029	0.9999988	0.5907043	0.3271619	1.0000000	0.1278729	0.2071806	0.2163312	0.0003546	0.0926197	0.1303626	0.1001299	0.5865173	0.4112755	0.8693889	0.5532501	0.2775089	0.9435762	0.8325336	0.5026919	0.2926161	0.9486128	0.9277772	0.9022430	0.4012758	0.3497866	0.5959971	0.8929510	0.3782641	0.9349178	0.3883783	0.5542683	0.2839975	0.9923483	0.9986222	0.9834576	0.0978934	0.1480204	0.8170819	0.5330453	0.7197699	0.0278541	0.1094458	0.1036200	0.9887100	0.0532561	0.9569811	0.2846813	0.5099141	0.8496961	0.4167452	0.5594541	0.7054480	0.8993868	0.0357226

0	0.0775026	0.4421717	0.2882492	0.7174238	0.9773761	0.9986062	0.4432541	0.0303148	0.2167458	0.6736899	0.4360025	0.7014531	0.4966043	0.3450999	0.5551055	0.0111733	0.6645574	0.2443236	0.4482153	0.9242772	0.7905294	0.6579837	0.4567946	0.3578689	0.9999994	0.8649099	0.3981046	0.9962756	0.0592025	0.9643113	0.1132231	0.7849787	0.4712322	0.7952016	0.8927271	0.7884165	0.9984114	0.1525135	0.5348330	0.9072774	0.8300389	0.4090271	0.0894637	0.1970378	0.0283063	0.1285167	0.9999985	0.5758141	0.3149016	1.0000000	0.1523706	0.2090608	0.2107032	0.0000596	0.0781265	0.1175940	0.1385715	0.5878901	0.4091067	0.8698800	0.5672304	0.2621206	0.9458638	0.8283260	0.5191431	0.2957441	0.9491129	0.9240017	0.8870483	0.4059881	0.3595895	0.5935234	0.8891349	0.3784876	0.9401453	0.3105019	0.5693121	0.2734291	0.9919643	0.9996796	0.9843668	0.1168711	0.1423157	0.8341632	0.5447555	0.7293695	0.0150672	0.1064269	0.1354158	0.9856325	0.0496488	0.9556020	0.3014942	0.5104500	0.8579725	0.4244323	0.5223544	0.6848274	0.9354099	0.0380324
