G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G76A	G94	G95	G96	G97	G98	G99	G100
0.0868816	0.1122644	0.1553585	0.0048069	0.7782321	0.0064104	0.0005357	0.3775843	0.2553717	0.8469697	0.3761155	0.9730253	0.6269678	0.1362434	0.0325688	0.6958799	0.5406638	0.8888294	0.8638273	0.9995838	0.2126841	0.7727806	0.7398796	0.1915911	0.0976781	0.5763129	0.4126271	0.0429791	0.6690433	0.2615441	0.7244317	0.6907735	0.9845724	0.9994748	0.0756054	0.0075212	0.7866284	0.3210555	0.4083852	0.7871557	0.6115116	0.8609210	0.3212249	0.5921659	0.7215852	0.7698069	0.8690813	0.9645874	0.5842537	0.9920113	0.5989243	0.9117657	0.6394506	0.1536939	0.3093741	0.6818671	0.6603917	0.2504881	0.3179866	0.1750476	0.4564643	0.3144305	0.2202177	0.5095377	0.4295220	0.9571983	0.6542810	0.6526765	0.0191684	0.5556836	0.7813097	0.8216589	0.5937650	0.1352818	0.6990142	0.0015795	0.7550792	0.9475125	0.1484957	0.0039709	0.9291408	1.0000000	0.3221178	0.8356093	0.6163935	0.4934049	0.6366149	0.9860629	0.9453021	0.7082917	0.7955013	0.6126584	0.6969253	0.7492994	0.2502022	0.2117671	0.9985617	0.6031906	0.5323609	0.9893820
0.8691615	0.3000613	0.2891270	0.4988538	0.9999618	0.0238054	0.0005679	0.4009425	0.2646231	0.7882706	0.4721982	0.9379305	0.2375227	0.8063916	0.0015856	0.8145618	0.4234125	0.6925736	0.5475452	0.2844049	0.0038427	0.5805245	0.8032394	0.1299900	0.7154118	0.5868171	0.1524769	0.0160036	0.2948588	0.0091566	0.4748808	0.5594726	0.9816971	0.8631211	0.0070533	0.0061766	0.8520354	0.2290274	0.1183933	0.0991009	0.9477075	0.4322274	0.5670522	0.3030705	0.7679171	0.7642895	0.8279838	0.7318068	0.4149623	0.1644117	0.5769424	0.1656173	0.5770856	0.6801316	0.4701381	0.0204467	0.6452595	0.0994370	0.0000368	0.0522047	0.4257521	0.5398648	0.6713744	0.1441484	0.4675320	0.8521461	0.4461918	0.7246928	0.0645193	0.1633721	0.7447307	0.9430905	0.2595325	0.5604702	0.6106164	0.1250894	0.3686449	0.5061885	0.7577468	0.0054136	0.7303828	0.8805794	0.4463733	0.9860037	0.5228758	0.2519515	0.6365636	0.9991128	0.5855142	0.6879846	0.8284085	0.5960859	0.7519220	0.8008305	0.4300813	0.6892416	0.9910068	0.8377250	0.0789685	0.7209771
0.1183568	0.3092523	0.0006620	0.1824790	0.7443634	0.2829473	0.1345960	0.2199016	0.1938745	0.7695791	0.5010795	0.9184870	0.6202477	0.8778675	0.0448669	0.9800466	0.4136221	0.7219550	0.4218480	0.9975167	0.4197487	0.2709960	0.8853649	0.1113197	0.6121025	0.4543755	0.4074961	0.0325851	0.6392674	0.0428978	0.5389906	0.5613623	0.9845794	0.9998718	0.0576587	0.0075210	0.7957117	0.1817354	0.2280576	0.1621944	0.7593856	0.6871061	0.2714806	0.2812543	0.8712960	0.9369680	0.8789355	0.6278228	0.9810963	0.2046489	0.8234089	0.8054071	0.8707451	0.7926751	0.7414799	0.0198089	0.7545644	0.0475234	0.0197640	0.0353049	0.1563411	0.3815167	0.1017881	0.5713445	0.1884496	0.7631560	0.0991394	0.6848184	0.5028961	0.0396218	0.9565914	0.9004749	0.2510819	0.8234880	0.5614271	0.1255076	0.7577546	0.8309431	0.4358991	0.0013376	0.7403467	1.0000000	0.1788162	0.6755467	0.7645343	0.3837156	0.6436863	0.5549561	0.9960308	0.7006815	0.4793820	0.5014148	0.6886264	0.5477573	0.5882139	0.4121427	0.9069615	0.7109735	0.4114720	0.6486472
0.6606898	0.1907948	0.4510152	0.3247305	0.9754211	0.1639400	0.0000226	0.4338426	0.2779591	0.7222283	0.2492936	0.5835425	0.7738431	0.4064032	0.0003690	0.6813286	0.5707806	0.9018871	0.7547152	0.9900300	0.0310388	0.7285037	0.5587158	0.6193722	0.9287694	0.7269031	0.2048052	0.0386745	0.7207247	0.0074756	0.5348805	0.5612992	0.9844832	0.9944453	0.1186512	0.0075239	0.8004293	0.1430458	0.0909351	0.3873856	0.7888221	0.5589989	0.5293956	0.4703367	0.9035659	0.9917131	0.9201647	0.8706858	0.5591086	0.1290873	0.6339797	0.0075324	0.1674967	0.6134681	0.9297606	0.4412548	0.3403233	0.2934928	0.3179845	0.1200339	0.6043630	0.1169579	0.6816347	0.1723197	0.7225588	0.6686647	0.7431889	0.1097760	0.3306666	0.1388957	0.9560785	0.9989738	0.1935309	0.3583118	0.8928743	0.0034730	0.5018022	0.4574817	0.4658767	0.1100610	0.7243385	0.7732249	0.0062864	0.3854533	0.7605977	0.1491157	0.8129234	0.8586592	0.6811117	0.7824349	0.3424444	0.5192443	0.6412532	0.8706406	0.1396805	0.2596813	0.9648986	0.8366790	0.7914040	0.9799133
0.2628679	0.3793006	0.0604955	0.3470077	0.9605634	0.1240868	0.4833575	0.3994832	0.2640499	0.7915226	0.4935880	0.7316496	0.5887782	0.3333673	0.0191135	0.9686650	0.1768312	0.7684961	0.6502558	0.9995534	0.1729231	0.3176234	0.8746598	0.4377355	0.2790069	0.4470593	0.3974233	0.0422293	0.5221064	0.0003654	0.5072794	0.5851398	0.9831682	0.9267537	0.0000928	0.0047750	0.7913342	0.2838840	0.2855429	0.3445530	0.3538837	0.7808041	0.4498192	0.3328677	0.3652605	0.6059674	0.8693218	0.9665586	0.6206442	0.7276217	0.4637959	0.5884830	0.2273815	0.6681194	0.5068239	0.8152912	0.5658582	0.5843983	0.2418832	0.0004501	0.6471805	0.2549298	0.5943482	0.6162867	0.2567367	0.2635929	0.2340863	0.6256711	0.4276420	0.0151912	0.9985434	0.6946135	0.1729505	0.1335275	0.5139360	0.1512547	0.9380332	0.7148291	0.0466167	0.0003018	0.9897267	0.4943637	0.0089481	0.2395048	0.1504464	0.1313781	0.6349601	0.8537246	0.9348637	0.9999767	0.1849348	0.1889468	0.1065386	0.9975435	0.3351733	0.4538356	0.9055787	0.6584809	0.2114800	0.9520910
0.2652990	0.5194663	0.0040005	0.2459705	0.9184227	0.0795348	0.0000700	0.3470007	0.2434614	0.9480998	0.3552196	0.9511645	0.6720167	0.1440981	0.0001018	0.6924801	0.4724363	0.9044654	0.9593816	0.6355565	0.2440368	0.5296509	0.8424284	0.4727825	0.0050031	0.6144173	0.5061566	0.0488432	0.4082557	0.6179295	0.1521093	0.6596543	0.9671076	0.5421105	0.2162458	0.0080936	0.6556737	0.5296758	0.5062319	0.1832737	0.7685449	0.9970069	0.0743194	0.5773069	0.9045316	0.9901166	0.8902958	0.6071792	0.5290458	0.9999999	0.7847754	0.6502157	0.8687701	0.1242918	0.6682719	0.0498228	0.8103403	0.0000320	0.1844323	0.3118193	0.6441929	0.3278325	0.5168975	0.4581758	0.1583314	0.4548295	0.7774978	0.1506143	0.0037814	0.3420762	0.9556640	0.6236718	0.4522756	0.2703961	0.7342277	0.0667289	0.8070862	0.9234074	0.6960522	0.2753037	0.9999643	0.7278336	0.0120757	0.6917386	0.2108430	0.2529938	0.6386529	0.6971006	0.9206396	0.7439724	0.2626563	0.5050072	0.6012316	0.9472578	0.2551277	0.1153365	0.9999897	0.6901039	0.8360974	0.9981092
0.0833619	0.5252477	0.3514898	0.4794588	0.7616970	0.3256592	0.2298155	0.2480935	0.1465598	0.6415222	0.6254920	0.6967111	0.4496677	0.5217794	0.0491233	0.8617127	0.0712145	0.4499676	0.4006131	0.9982202	0.6395693	0.2969324	0.4849394	0.7217409	0.2490520	0.4242499	0.3956007	0.0412547	0.1062068	0.4309024	0.3708818	0.6920976	0.9544857	0.3353247	0.2952174	0.0085284	0.8178738	0.2765142	0.2802212	0.5301739	0.6470468	0.8416655	0.3815429	0.7375480	0.7695293	0.9751065	0.9410816	0.9352638	0.5959600	0.7999628	0.4509058	0.8875232	0.4745554	0.7562298	0.6849835	0.1185342	0.6532990	0.0003707	0.1889017	0.6167859	0.3966670	0.5227887	0.0570344	0.3604871	0.2899323	0.4616348	0.4863097	0.7409384	0.0103448	0.7654033	0.8282163	0.8987295	0.4358349	0.3135888	0.0534156	0.0386700	0.8157833	0.8379847	0.2993165	0.0003919	0.9997686	0.7842952	0.0025163	0.8910811	0.7739386	0.0365845	0.6477407	0.8791403	0.6647782	0.7083587	0.4825810	0.9700951	0.8069813	0.9437635	0.4079987	0.2291793	0.8970151	0.6261076	0.4290615	0.7196236
0.0707779	0.6020519	0.3285461	0.0306467	0.9998461	0.0371190	0.3733384	0.0316263	0.0899882	0.6920137	0.4656825	0.8847039	0.8940412	0.5256864	0.0000712	0.9131885	0.4473752	0.8328215	0.9391566	0.0067534	0.1424233	0.3420248	0.8599415	0.4540946	0.4157822	0.4678109	0.3906119	0.4273358	0.8533904	0.1481967	0.7506234	0.6873043	0.9868572	0.9325375	0.0932127	0.0074509	0.8276847	0.2627856	0.2423876	0.2741759	0.8843185	0.4458332	0.6763849	0.4909318	0.7593992	0.9563193	0.9653569	0.9994711	0.4120264	0.4119030	0.6036416	0.8389771	0.9391642	0.5592362	0.8860762	0.2126693	0.4173084	0.0096646	0.0117080	0.0759651	0.5402016	0.1032464	0.2554595	0.4529828	0.2904663	0.9934203	0.1244649	0.3517706	0.0588352	0.5984209	0.9997962	0.9545938	0.4026422	0.5775175	0.5342097	0.0877430	0.9610919	0.6476608	0.4485358	0.0000890	0.5660031	0.7727597	0.2587602	0.3373846	0.8849556	0.1454333	0.6876857	0.8952291	0.7402517	0.7340830	0.2142574	0.2420717	0.2002985	0.9953529	0.3628727	0.2920944	0.9996071	0.9078691	0.8309366	0.9074966
0.1129225	0.3920275	0.0098528	0.1297385	0.8633932	0.0513693	0.0004359	0.5401208	0.2838814	0.6978527	0.4217553	0.9386728	0.2244694	0.9807686	0.0330695	0.6599161	0.2597901	0.6863444	0.6959285	0.9820742	0.0433497	0.3083233	0.8763281	0.4358455	0.8590041	0.2967291	0.2161281	0.1223548	0.0125616	0.1728404	0.2541772	0.6535813	0.9621280	0.4512356	0.3423850	0.0082562	0.9381621	0.1100966	0.1327297	0.2505679	0.9924280	0.5508463	0.6583781	0.4400257	0.9150257	0.9888991	0.7086737	0.4567739	0.9877114	0.1366357	0.4498406	0.2700229	0.4898432	0.8149218	0.5210118	0.0024062	0.6874340	0.0040580	0.0002499	0.1615801	0.2374200	0.1520540	0.6376227	0.3535785	0.2607487	0.5196372	0.0977625	0.7744524	0.2703649	0.2606529	0.6106855	0.7742642	0.0355922	0.4663601	0.5016302	0.0250625	0.7791217	0.9433894	0.9969431	0.3326367	0.6855026	0.6752941	0.0421726	0.6071765	0.3989930	0.1846152	0.9006890	0.7037154	0.9830569	0.9702734	0.7429594	0.4173970	0.8645044	0.9997055	0.0617605	0.0179729	0.8489640	0.8169946	0.1559736	0.4675601
0.3219521	0.1872819	0.5134306	0.3150290	0.8953883	0.1245365	0.0851178	0.0667286	0.0498896	0.7568056	0.2903167	0.8370576	0.5687640	0.1159375	0.0028452	0.6785406	0.5724951	0.9306277	0.9857187	0.0041106	0.3290813	0.4165631	0.7703769	0.1089855	0.1425305	0.4487097	0.4084378	0.0172402	0.5659591	0.6397497	0.6156075	0.6325432	0.9845784	0.9998145	0.0619823	0.0075210	0.7940334	0.3103579	0.2287007	0.0670911	0.6416059	0.8996020	0.5262456	0.2836989	0.9167830	0.9551763	0.8660872	0.9410366	0.4217385	0.6328587	0.5848696	0.9302821	0.9515462	0.4119600	0.7521279	0.4444223	0.6758914	0.0249708	0.0128362	0.2650387	0.5246674	0.2316126	0.1651736	0.3625874	0.1957356	0.0903861	0.1366350	0.2062685	0.0111908	0.1431086	0.8885291	0.5856785	0.0062328	0.5396457	0.8541130	0.1286265	0.3866286	0.4266947	0.4806608	0.0686247	0.9998500	0.7172317	0.0103258	0.4060073	0.5096971	0.4354575	0.8887104	0.9090954	0.8073334	0.7065041	0.4344365	0.6314578	0.5565372	0.9743126	0.4795330	0.2633826	0.9999947	0.8647970	0.5338208	0.9967264
0.3329443	0.5086690	0.2214188	0.4991359	0.9997860	0.0124122	0.0000587	0.7151454	0.4323003	0.4167622	0.3300402	0.8569432	0.5836594	0.2545045	0.0001685	0.6815377	0.4637227	0.8696618	0.8914162	0.9976954	0.1750593	0.7119578	0.7585712	0.5628082	0.0304854	0.6069591	0.6727935	0.0850009	0.1653726	0.0567931	0.3884282	0.5888500	0.9650895	0.5157994	0.3232175	0.0081563	0.4968355	0.5853318	0.5191398	0.3607215	0.2670739	0.9629401	0.4891371	0.4379932	0.8764729	0.8485407	0.9548034	0.9999979	0.5800214	0.9998922	0.6051040	0.7983488	0.5486952	0.9182155	0.2283347	0.3931860	0.3809009	0.1950667	0.1155324	0.2134190	0.0355572	0.5241793	0.6511587	0.1228319	0.2683937	0.8525581	0.5471712	0.6249590	0.0245829	0.1311417	0.8643573	0.6873643	0.0008413	0.2946780	0.6971414	0.5906000	0.6455499	0.8683058	0.4164829	0.0000000	0.7305107	0.7316083	0.2829615	0.8390246	0.3319118	0.0284778	0.5486783	0.8967583	0.9074128	0.9102333	0.6365311	0.3382021	0.5815056	0.9317850	0.0752723	0.3648656	0.9049277	0.6950047	0.4492270	0.9043619
0.3414392	0.0370091	0.0335163	0.0741323	0.9892401	0.0130961	0.2910942	0.5959199	0.3534511	0.3620873	0.4436742	0.9555863	0.9103852	0.2854625	0.0002839	0.7168033	0.8205547	0.9136186	0.7864107	0.0000208	0.0002142	0.5603358	0.6863144	0.6521918	0.1703521	0.5464167	0.4373015	0.1867050	0.7730204	0.0002535	0.5390883	0.6148231	0.9885608	1.0000000	0.0019521	0.0015799	0.7464669	0.3806317	0.2481924	0.5125645	0.7535938	0.8522527	0.3750018	0.6408590	0.6381547	0.5536780	0.9238207	0.8831958	0.2263966	0.9409478	0.5525700	0.7153221	0.4827809	0.4414267	0.5596846	0.5235564	0.5452622	0.2437970	0.0075890	0.2739727	0.4339617	0.6207007	0.6261673	0.3796690	0.1572718	0.7594778	0.8149063	0.4789985	0.4772748	0.1291947	0.5764095	0.9869308	0.3563799	0.5341053	0.7080156	0.0673915	0.7367947	0.3091975	0.0621717	0.5624230	0.9998046	0.6787347	0.4761603	0.8915533	0.7906180	0.2336048	0.9800978	0.4217851	0.4783805	0.7530576	0.2655674	0.5383351	0.9712236	0.7467915	0.7067823	0.2020495	0.9999907	0.9545639	0.5892964	0.9717128
0.6328640	0.2619417	0.2130737	0.4016407	0.9377778	0.1353198	0.1144606	0.0614938	0.0407407	0.9298688	0.5379070	0.9126532	0.1593013	0.7888139	0.0037381	0.9230329	0.4078067	0.9141070	0.4970331	0.0000096	0.0564318	0.5030232	0.9758550	0.1476626	0.5831457	0.2645896	0.3483564	0.0374226	0.0675279	0.0371622	0.4522858	0.5585589	0.9802890	0.8109582	0.2273471	0.0038662	0.8079632	0.1469858	0.1875764	0.0250098	0.5892949	0.3775299	0.2090170	0.3083433	0.9591142	0.9839494	0.8658597	0.9392904	0.2433641	0.1858055	0.4517677	0.5784533	0.2181254	0.7718141	0.5874157	0.5338158	0.3940183	0.0159130	0.0002680	0.0364602	0.2278698	0.2487866	0.2601786	0.4371257	0.0722977	0.9999958	0.4587222	0.6448060	0.0363157	0.2041432	0.6280630	0.1092702	0.0320719	0.7681467	0.8376983	0.2366699	0.8731937	0.5055261	0.8887414	0.0000000	0.9999516	0.8353785	0.0037131	0.6611645	0.4176053	0.3145099	0.6463787	0.6862593	0.6187909	0.7510754	0.4769659	0.9483645	0.7720478	0.9906141	0.2084936	0.6746609	0.9783637	0.5092992	0.5748827	0.6842443
0.1951471	0.1609764	0.4711065	0.5970815	0.9954310	0.2747872	0.0049500	0.0569431	0.0510457	0.7996417	0.4456460	0.8272297	0.8472010	0.0412000	0.0324589	0.7125689	0.6959513	0.8883069	0.9885907	0.0000003	0.0152007	0.9386626	0.8395854	0.2429902	0.2122090	0.4535097	0.1975910	0.4379386	0.8781696	0.7523520	0.6063953	0.5649820	0.9901347	0.8071206	0.0879309	0.0073514	0.7576116	0.3637039	0.0993018	0.0921892	0.6002856	0.5288216	0.5472197	0.4366308	0.3349594	0.6023129	0.9354253	0.8893770	0.5249167	0.8774544	0.7567206	0.7624497	0.2264491	0.5311784	0.8368648	0.8219014	0.7850842	0.3176726	0.0000606	0.2443669	0.4606710	0.3827071	0.6336649	0.3618508	0.5220978	0.6112479	0.7972403	0.3807466	0.0131764	0.2431604	0.9141218	0.6925330	0.4190766	0.3605613	0.6235059	0.3553337	0.6902571	0.3119358	0.0736692	0.0823919	0.9998851	0.5136628	0.1619084	0.4208094	0.7340406	0.4451537	0.6899921	0.8799601	0.9385980	0.7232645	0.5824718	0.7041229	0.4180313	0.9275373	0.5220324	0.3251208	0.9395232	0.7214770	0.8471391	0.7982397
0.8456441	0.0400831	0.2418379	0.1664460	0.7678517	0.1190855	0.0000150	0.5925546	0.2696069	0.7614828	0.3368308	0.7951060	0.8905439	0.8673021	0.0000750	0.6785757	0.4665251	0.8391423	0.9875524	0.0002793	0.0016670	0.8248693	0.9760810	0.2767783	0.0642910	0.6498784	0.6117340	0.1346451	0.8590592	0.0139244	0.3710894	0.5807737	0.9844391	0.7983515	0.0562126	0.0075255	0.5494000	0.4393678	0.4943076	0.3958931	0.9721257	0.1649637	0.6059231	0.3688228	0.9049203	0.9930519	0.8322783	0.7495786	0.1965917	0.9982965	0.8350633	0.4072230	0.6176551	0.6624355	0.9825116	0.5339043	0.6794546	0.4772462	0.3180063	0.0083837	0.2090694	0.3328520	0.8081846	0.1127836	0.3068052	0.5629812	0.6521168	0.0111781	0.5679012	0.6270970	0.6798613	0.9999998	0.2177478	0.1057814	0.8381328	0.0013138	0.4651096	0.4461968	0.2024493	0.4601227	0.9999423	0.8353181	0.8364151	0.9442172	0.5987551	0.1883759	0.7517528	0.7788884	0.8293559	0.7375178	0.4549485	0.7673221	0.6644487	0.9079691	0.7113870	0.5235532	0.9080356	0.9436612	0.4307445	0.9925367
0.0505540	0.4238554	0.2426115	0.4768252	0.9459463	0.1911017	0.4154940	0.3691395	0.2520683	0.8715187	0.5021608	0.8373168	0.3056742	0.6914655	0.0009884	0.9668453	0.0920735	0.7604720	0.6003314	0.9999875	0.4288954	0.2372176	0.6933246	0.2131726	0.5757495	0.3385431	0.1811982	0.2216812	0.1448516	0.2337171	0.5693975	0.6448028	0.9911699	0.9938504	0.1210378	0.0043409	0.7878741	0.2924362	0.0762034	0.2042785	0.6569516	0.9864205	0.1016253	0.4933735	0.6646573	0.7951014	0.8355802	0.7639674	0.8438850	0.0811493	0.5060576	0.3997095	0.5610617	0.9550390	0.7748511	0.2326116	0.4101016	0.0099826	0.1451389	0.3638013	0.5444493	0.7969221	0.3651452	0.7880491	0.0142359	0.7071611	0.4600121	0.2094686	0.3226133	0.0540983	0.6601255	0.3843222	0.5365337	0.7843033	0.5061128	0.1846724	0.4802778	0.9314433	0.3718292	0.0001303	0.9998991	0.5412498	0.1035054	0.1682321	0.4675331	0.1729801	0.8054318	0.7367210	0.9620848	0.7040162	0.3534277	0.4586441	0.6078257	0.8546541	0.2670064	0.1749853	0.9931159	0.6218223	0.4689950	0.9844273
0.0108418	0.6624611	0.0000415	0.1153142	0.9984344	0.0588191	0.3339004	0.8186000	0.3028874	0.6335270	0.4843834	0.9123158	0.5835805	0.7846387	0.0339542	0.7798273	0.3904578	0.6901024	0.6040965	0.9976998	0.1521408	0.5535422	0.9682599	0.2975009	0.7055540	0.4338123	0.3596141	0.0192930	0.1068569	0.0004748	0.2126114	0.5383859	0.9503196	0.3542911	0.3316408	0.0086795	0.8972864	0.1671320	0.1953431	0.2073743	0.7854915	0.6422164	0.5628297	0.5578542	0.9008229	0.9894447	0.8497161	0.6492164	0.7698956	0.1297296	0.4790936	0.9254945	0.4812378	0.8858099	0.7876841	0.1362680	0.8711039	0.0627492	0.1987563	0.4078049	0.3327200	0.3449642	0.1544581	0.6345859	0.4751189	0.8298023	0.2160468	0.4179522	0.1195870	0.0861617	0.9474081	0.7413334	0.2002468	0.4875588	0.4445977	0.3728063	0.7677552	0.9573991	0.3120713	0.4049012	0.8194677	0.6849217	0.1792065	0.9641071	0.6055582	0.1078180	0.6244827	0.5704111	0.9142891	0.6711810	0.6556577	0.8038293	1.0000000	0.8307267	0.3473300	0.1196630	0.8984849	0.9054178	0.5835608	0.7751564
0.0000003	0.1157353	0.0590804	0.3881247	0.4576152	0.0785289	0.0009230	0.4371692	0.2793180	0.7164301	0.7403856	0.9880358	0.4450443	0.4133879	0.0001368	0.9856261	0.7189598	0.9064044	0.8594788	0.0144500	0.0103628	0.9003511	0.8789569	0.0782512	0.0310377	0.6681671	0.6891790	0.0868515	0.3350666	0.2371103	0.3469665	0.5574617	0.9786437	0.6008966	0.1730803	0.0035586	0.4833281	0.6218793	0.4029772	0.2688263	0.7608680	0.4908863	0.1874673	0.7762722	0.6507262	0.8182059	0.8454359	0.8114143	0.2142074	0.9998852	0.8748090	0.8201193	0.9222158	0.3293138	0.6364330	0.2680667	0.6926894	0.1050821	0.3181075	0.0653423	0.1137394	0.0266167	0.5707427	0.0204350	0.3375178	0.9786869	0.6221008	0.2589485	0.0551282	0.2662485	0.9176938	0.9717292	0.1706551	0.4167747	0.4395343	0.0573078	0.7612379	0.8370587	0.6813436	0.2082199	0.7975700	0.2252436	0.0695376	0.7316388	0.4937739	0.2999351	0.6322447	0.7602952	0.2236384	0.7587620	0.8347831	0.7917156	0.6411971	0.9614167	0.2513055	0.4273594	0.9062895	0.5406985	0.7227656	0.9887593
0.4227888	0.3272314	0.2064640	0.3196083	0.8535694	0.3399257	0.0000930	0.3911427	0.2343686	0.7237109	0.3097654	0.8748908	0.8796321	0.1786049	0.0001410	0.9817350	0.6662403	0.9040807	0.8822460	0.3857070	0.0061313	0.9162058	0.8933667	0.4159247	0.3096446	0.5534292	0.4177472	0.0441838	0.8049486	0.0697443	0.5383755	0.5644684	0.9893436	0.9990558	0.0845477	0.0073753	0.7778935	0.3337003	0.2350310	0.1844162	0.9618263	0.6273110	0.7927277	0.2783319	0.7518995	0.9433855	0.8279717	0.7318864	0.5330203	0.6494980	0.6075326	0.2288864	0.7266335	0.9226600	0.8022689	0.4158428	0.6761235	0.0867146	0.0000238	0.5047103	0.5732158	0.2895920	0.2142468	0.2875205	0.7745039	0.9999943	0.8042766	0.6552961	0.0312254	0.4909957	0.9945889	0.8569263	0.4520512	0.1044714	0.6148634	0.2061823	0.5415008	0.6557307	0.4140476	0.2921884	0.9565307	0.2909885	0.0057861	0.7030716	0.5843258	0.2504155	0.8610276	0.8947569	0.9316140	0.7237081	0.4749361	0.6865218	0.7389525	0.8106611	0.9556004	0.3366118	0.9999971	0.9938334	0.6919264	0.9989434
0.5835926	0.3453847	0.0368392	0.3574715	0.9895592	0.1723274	0.1429398	0.1609904	0.0837863	0.6807657	0.3873832	0.9985315	0.4465320	0.2095080	0.0324692	0.7053735	0.5486049	0.9520261	0.9707666	0.5876354	0.0004921	1.0000000	0.9999689	0.0512572	0.0266229	0.6910838	0.6673592	0.1802497	0.5563415	0.1215198	0.6307857	0.7158592	0.9882863	1.0000000	0.0002660	0.0074076	0.5013884	0.5776818	0.5778097	0.6517141	0.9462891	0.8009685	0.3323369	0.5113048	0.3310655	0.6000739	0.8669454	0.9476171	0.5407720	0.9999349	0.7382345	0.5522747	0.7089676	0.6296909	0.8951444	0.4674539	0.4806876	0.0862357	0.0865669	0.2036812	0.1271663	0.2274388	0.2878084	0.7007301	0.2382549	0.7990957	0.4964293	0.2115613	0.0449105	0.0581568	0.9498200	0.7719593	0.0149329	0.5601746	0.8166666	0.0045506	0.9084708	0.8270147	0.1395982	0.1084750	0.9999603	0.5710371	0.0592708	0.3173772	0.5417407	0.4597439	0.7870277	0.7498047	0.7141614	0.7550578	0.5264203	0.4757941	0.4043993	0.9052838	0.3075967	0.3223519	0.9999454	0.6033153	0.3912151	0.9629696
