"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G71A	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.6754146	0.1467232	0.3460818	0.1529182	0.3166120	0.1544831	0.1653328	0.1292513	0.6549631	0.1653556	0.5155694	0.5161514	0.1808691	0.1853955	0.0544828	0.0232596	0.2630934	0.0652107	0.1521824	0.3469733	0.1970573	0.4192797	0.1168756	0.3258869	0.0228665	0.6525890	0.0962892	0.1247637	0.5979210	0.4309741	0.6022173	0.0091353	0.2726256	0.1980477	0.6531665	0.0285073	0.5191795	0.2764189	0.2933211	0.2610646	0.4142068	0.2198845	0.0317195	0.4715255	0.2377492	0.3254561	0.1749706	0.1754439	0.0468742	0.4063740	0.3938316	0.5354928	0.5671419	0.3218177	0.3302553	0.7233195	0.5206204	0.4280683	0.1606372	0.5723920	0.6025177	0.0872116	0.1320645	0.6757218	0.1094359	0.1956574	0.3474465	0.1337905	0.4119384	0.0317038	0.0593017	0.3868398	0.7612096	0.4212493	0.4739140	0.1342399	0.7277613	0.0533201	0.2577485	0.3805699	0.3459654	0.5931171	0.3243462	0.2131255	0.0602282	0.5199741	0.4918598	0.4410781	0.4396882	0.3963759	0.6045486	0.3701009	0.5228751	0.2125162	0.4161873	0.0980759	0.3013847	0.6116502	0.6353692	0.0399112
500	0.6776808	0.0991354	0.3696170	0.1328230	0.3630689	0.1391755	0.1307523	0.0458316	0.5610058	0.1523809	0.4826417	0.5258422	0.1869985	0.2133671	0.0652630	0.0178400	0.3578732	0.0529864	0.1517836	0.3136574	0.2671051	0.5447218	0.0721621	0.2804493	0.0131192	0.7948241	0.0724943	0.1188545	0.5956398	0.4391717	0.5488112	0.0140433	0.3325062	0.1786967	0.7032234	0.0232109	0.3765427	0.3652335	0.2403126	0.2931577	0.3421635	0.1785905	0.0294335	0.4634288	0.2723438	0.4025230	0.0682597	0.1165712	0.0705398	0.4151751	0.4602436	0.6521187	0.6402952	0.3629743	0.4611305	0.6306703	0.5619063	0.4726577	0.1247675	0.5216723	0.5317956	0.1274035	0.0871245	0.8041040	0.1509813	0.1238106	0.2910475	0.0876938	0.4243238	0.0196130	0.1121771	0.4488199	0.5866201	0.5802498	0.6419120	0.0937118	0.6671533	0.0588520	0.1745776	0.5009703	0.3989944	0.4609288	0.2969646	0.2208377	0.0632073	0.4940523	0.5595914	0.4320827	0.4652414	0.3692096	0.5287948	0.4107503	0.5368351	0.2823184	0.4179246	0.0888895	0.2591278	0.4928033	0.5691435	0.0334063
550	0.7588256	0.1335872	0.3361998	0.1236374	0.2634846	0.2248376	0.1106375	0.1652976	0.5279088	0.1787082	0.5411131	0.4232329	0.3109607	0.1759672	0.0335012	0.0612338	0.3076938	0.0322012	0.1566499	0.2218726	0.2544372	0.4228934	0.1557516	0.2765949	0.0492352	0.6391249	0.0727964	0.1229591	0.6128452	0.4979356	0.4525748	0.0225346	0.2588408	0.2341724	0.5705980	0.0197086	0.4181440	0.4716288	0.2359313	0.2838187	0.3093609	0.2609912	0.0480341	0.4379037	0.2202661	0.6062579	0.0906617	0.1992226	0.0820501	0.4431844	0.4139000	0.5559066	0.6084675	0.4350377	0.3385888	0.4655482	0.4681255	0.4944426	0.2283065	0.5225938	0.5423464	0.0988052	0.1169588	0.6563282	0.1062300	0.1006107	0.3070702	0.1620530	0.4034541	0.0623177	0.0463490	0.3620486	0.6774699	0.4974079	0.6034798	0.0873089	0.6211597	0.0865840	0.3961863	0.5428600	0.4248244	0.4031558	0.4151506	0.2527997	0.0416448	0.5555972	0.4964122	0.4364753	0.6774463	0.4173352	0.5655309	0.4323833	0.5385288	0.3413309	0.4211879	0.1088084	0.1476734	0.6312963	0.5894726	0.1945478
600	0.5947067	0.2051837	0.4165246	0.2698599	0.1347626	0.4128736	0.2723850	0.2290234	0.5101939	0.1583620	0.5982616	0.1755281	0.2545533	0.2363709	0.0581172	0.1189990	0.3607933	0.0186692	0.1713740	0.1698083	0.2723707	0.3185461	0.1134404	0.2549646	0.0180391	0.6007737	0.0568335	0.1230452	0.5584857	0.2572098	0.2230914	0.0159111	0.1648801	0.2464216	0.5744850	0.0314033	0.4962568	0.6056274	0.2627947	0.4048343	0.1806390	0.4351846	0.0606478	0.4294409	0.1579041	0.6513043	0.1372855	0.3787086	0.1192908	0.4740686	0.4353711	0.5886971	0.6363902	0.4778258	0.3231839	0.2294017	0.5902984	0.4850520	0.2751334	0.5359638	0.5714864	0.0801613	0.0957828	0.6548838	0.1506106	0.0931001	0.2659273	0.2659744	0.3485620	0.0560026	0.0252434	0.5142942	0.7415845	0.5502465	0.4680048	0.0314559	0.6269459	0.1090606	0.4729540	0.5005454	0.3151553	0.4294392	0.4048214	0.2457836	0.0170447	0.4822599	0.6913270	0.4418398	0.7823085	0.4121266	0.6358901	0.2194226	0.5072902	0.2822410	0.4635420	0.1411729	0.2888722	0.5423000	0.5261074	0.1558959
650	0.5329674	0.1056932	0.6451565	0.3082608	0.0887777	0.4915108	0.2869592	0.3408298	0.4677835	0.1725923	0.5194376	0.1478909	0.3164979	0.2352593	0.0865534	0.0864128	0.6115433	0.0326161	0.2517413	0.1885007	0.4235931	0.2353466	0.1372032	0.2591439	0.0622437	0.5960625	0.1091017	0.1753367	0.5587569	0.3584340	0.1473647	0.0580428	0.1321554	0.2162520	0.7178154	0.0324857	0.3848108	0.3876639	0.2886076	0.2333077	0.1165692	0.5344298	0.0389995	0.4367969	0.2464583	0.7696190	0.1067105	0.3424660	0.0626797	0.5354277	0.4712590	0.5777686	0.6146251	0.5903033	0.2604046	0.2678481	0.5354540	0.4810244	0.3640466	0.5874951	0.5552577	0.0790285	0.1038349	0.6374199	0.1183929	0.0388206	0.2763108	0.3612299	0.3691050	0.0444519	0.0378803	0.4999358	0.6420504	0.4448207	0.5199254	0.0479664	0.5692465	0.1255795	0.5774790	0.4964076	0.3448015	0.3761514	0.6251662	0.2045256	0.0460892	0.4351041	0.5858207	0.5428181	0.6312184	0.5138642	0.5532670	0.1305030	0.4624237	0.2145426	0.4776136	0.1749679	0.2098864	0.4972670	0.5472323	0.2127956
700	0.6155288	0.1368121	0.5162076	0.2744287	0.0375538	0.4756483	0.3941362	0.2966953	0.4278341	0.2755387	0.4545923	0.2145556	0.2295508	0.2922531	0.0668521	0.1326958	0.7310929	0.0753950	0.1541136	0.1625282	0.3315939	0.2226112	0.1181133	0.3125712	0.0412106	0.7339451	0.0701266	0.1487691	0.5036812	0.4364407	0.0600799	0.0379013	0.1329006	0.1964096	0.6673564	0.0196109	0.4589799	0.5065641	0.2085618	0.2527406	0.0578948	0.5406327	0.0922219	0.4488703	0.2338421	0.6368689	0.0689018	0.3768903	0.0848868	0.5942611	0.3703847	0.5749124	0.6279173	0.5554249	0.2697147	0.1551649	0.6374086	0.3311533	0.4069015	0.5658737	0.3448366	0.0389289	0.0865849	0.6236750	0.1207076	0.0300561	0.2350958	0.3982856	0.3149621	0.0529550	0.0298765	0.5135785	0.6428349	0.4269907	0.4844224	0.0391250	0.5333800	0.1046284	0.6234608	0.4829284	0.2518920	0.3638442	0.6598545	0.1930164	0.0028536	0.6059845	0.6188307	0.5154278	0.7192293	0.5806261	0.6177967	0.0896262	0.5570449	0.1427147	0.3952050	0.1555606	0.3159688	0.5885621	0.4506085	0.1176314
750	0.8275609	0.1016736	0.5238496	0.2778822	0.1109164	0.3036189	0.3587648	0.4947156	0.5410572	0.2173682	0.4760263	0.2974167	0.3837771	0.2352711	0.0546370	0.1263519	0.5810191	0.0421011	0.2130483	0.2225772	0.3130821	0.2841161	0.1309615	0.2322185	0.0348049	0.6538412	0.1106370	0.1484241	0.4248302	0.4484928	0.0424723	0.0471529	0.1857449	0.1675917	0.5785171	0.0372120	0.4011667	0.4328480	0.1414070	0.2365710	0.0470756	0.6717627	0.0556198	0.3928009	0.2684112	0.6905250	0.0917710	0.5792276	0.1463970	0.7158347	0.3584148	0.6964753	0.6420690	0.5786597	0.1977983	0.1751849	0.7132025	0.3671085	0.5005307	0.4517267	0.4256839	0.0185793	0.0588298	0.5594432	0.1653476	0.0110923	0.2514032	0.4262871	0.2699662	0.0359971	0.0318879	0.5836940	0.6661328	0.3979022	0.4300128	0.0128084	0.6356927	0.0903494	0.5760718	0.5538707	0.1950560	0.3143561	0.6150672	0.1670041	0.0097607	0.6489166	0.6262807	0.5828178	0.7128411	0.5817682	0.6782291	0.0485200	0.4640521	0.0962034	0.3641156	0.2338558	0.2301884	0.6486534	0.4566806	0.1968521
800	0.7024632	0.1172428	0.5098367	0.3553157	0.0760379	0.3785110	0.4318363	0.4803010	0.5396737	0.2655957	0.4788185	0.2503251	0.4285348	0.2441759	0.0695913	0.0569213	0.7269011	0.0417772	0.2240684	0.1955530	0.2077048	0.2825457	0.0873709	0.2867540	0.0401444	0.5311252	0.0923754	0.1976212	0.5261626	0.3498115	0.0159201	0.0297663	0.1144594	0.1762072	0.5434051	0.0652919	0.3738978	0.6139042	0.0932987	0.2302563	0.0307098	0.6258358	0.0373126	0.3392453	0.2773121	0.7807605	0.1154035	0.5510764	0.1238730	0.6251360	0.3798956	0.6627096	0.6999677	0.4831147	0.2719861	0.2716106	0.6185068	0.4373547	0.5285433	0.6914075	0.3540837	0.0188391	0.0983460	0.6419895	0.2285478	0.0197708	0.2442344	0.3730599	0.2666295	0.0450870	0.0167595	0.5858311	0.6504165	0.3651892	0.5363200	0.0325373	0.3862203	0.1073068	0.5898467	0.5418747	0.2159867	0.4392476	0.5631985	0.2221621	0.0073154	0.6763495	0.6708364	0.5888893	0.7712307	0.4173930	0.6069809	0.0229679	0.3957841	0.1260452	0.4720665	0.2639901	0.2770669	0.6542169	0.4314398	0.2664936
850	0.6222683	0.0904072	0.5340174	0.4669369	0.1092880	0.3969400	0.4622972	0.5212290	0.3886014	0.3003680	0.4351205	0.3932871	0.3628290	0.1745156	0.0425727	0.0515222	0.7744719	0.0169094	0.2011876	0.1962702	0.2417429	0.3323513	0.0714693	0.2738340	0.0261800	0.5024332	0.0806101	0.2226628	0.6775699	0.3482100	0.0195495	0.0265023	0.1300457	0.1176526	0.6442306	0.1100815	0.4039896	0.7192296	0.1579712	0.1911678	0.0332443	0.6196124	0.1344033	0.3450218	0.3175472	0.6458995	0.0881619	0.5105073	0.1300160	0.8167404	0.3020620	0.7436609	0.5806358	0.6395363	0.3315120	0.2943322	0.6778971	0.3365026	0.5517220	0.5769450	0.3660138	0.0360123	0.0633555	0.6897485	0.2318640	0.0072588	0.2924654	0.3667702	0.2331363	0.0586786	0.0106328	0.4657435	0.6696462	0.4066620	0.6237476	0.0139350	0.4284056	0.0762142	0.5947998	0.4551766	0.1878038	0.5134672	0.5764032	0.2173422	0.0107412	0.6918421	0.6432402	0.5587307	0.7619461	0.4753251	0.6783243	0.0304474	0.4517293	0.1071726	0.3562309	0.2330820	0.2470175	0.6876007	0.6133127	0.3496935
900	0.6003724	0.1085059	0.6070669	0.4244690	0.0440986	0.2769422	0.4152065	0.5797354	0.5443744	0.3286938	0.5201440	0.3665428	0.3937856	0.2284832	0.0595785	0.0530386	0.5680261	0.0359997	0.2227301	0.1056501	0.2243424	0.2653534	0.1125506	0.2593921	0.0046786	0.5955775	0.0459858	0.1739678	0.5536581	0.3926901	0.0125935	0.1022620	0.1058472	0.1189560	0.5889065	0.0599767	0.5742893	0.5769988	0.1262120	0.1993452	0.0089422	0.6625215	0.0813497	0.3092105	0.2772645	0.6194669	0.0709048	0.5179842	0.0735158	0.6384687	0.4266137	0.6009068	0.5741125	0.6211644	0.2230450	0.3173361	0.6682958	0.3999623	0.6314247	0.6154543	0.3664243	0.0180364	0.0764326	0.5991555	0.2618825	0.0488691	0.2890310	0.4019708	0.1855331	0.0595350	0.0050336	0.5617080	0.6346831	0.3305844	0.4665511	0.0433107	0.5234644	0.1019975	0.7370584	0.4173141	0.2616600	0.4134877	0.5978727	0.1573345	0.0029201	0.6009394	0.6449248	0.4684267	0.6758669	0.5117105	0.6206355	0.0289653	0.4656043	0.1848184	0.3965116	0.3380775	0.2222370	0.6791162	0.6105246	0.2389895
950	0.7108864	0.0827958	0.4446126	0.3483875	0.1201013	0.3625990	0.4865679	0.4775010	0.5312443	0.2976040	0.5221439	0.4800793	0.4839229	0.2719935	0.0728735	0.0567517	0.7000137	0.0336436	0.2028274	0.1751664	0.1943639	0.2558781	0.1128323	0.2095380	0.0231725	0.6347492	0.0895796	0.1045807	0.5568720	0.4365083	0.0134864	0.1036412	0.1166179	0.1271382	0.6408284	0.0441602	0.4681691	0.4792267	0.0736192	0.2182385	0.0268707	0.7456058	0.0366784	0.2354113	0.3277571	0.7195207	0.0666850	0.4830810	0.0682832	0.7422420	0.3236493	0.5425621	0.6264599	0.7853839	0.2148116	0.3097514	0.5255465	0.2870995	0.6367031	0.6004188	0.4118809	0.0328924	0.0984421	0.7094521	0.3268205	0.0029481	0.3857692	0.5383262	0.1675524	0.0178579	0.0122129	0.6137699	0.6550850	0.2979501	0.4590151	0.0689023	0.5553918	0.1320978	0.6028300	0.6013069	0.1720013	0.3687199	0.5291905	0.2831353	0.0050638	0.7524178	0.7439298	0.4128887	0.7190345	0.4925172	0.5944073	0.0169185	0.4871214	0.1695579	0.3620337	0.3092856	0.2320444	0.5622482	0.5619460	0.2395744
1000	0.8376589	0.0991719	0.5101089	0.3427671	0.0801226	0.2965660	0.5128580	0.5868724	0.5441914	0.3244657	0.5262800	0.4198226	0.4689067	0.2282075	0.0796531	0.0443097	0.6310580	0.0320972	0.1675136	0.1802612	0.1924946	0.3336701	0.2113970	0.2509284	0.0493644	0.5848932	0.0765162	0.1094668	0.6640351	0.3843400	0.0260918	0.0938053	0.1247977	0.0653489	0.6153234	0.0618598	0.5452770	0.4925498	0.0768682	0.1957043	0.0089546	0.5880267	0.0657050	0.3367948	0.2696975	0.6669452	0.1735789	0.4966647	0.0643214	0.7124492	0.3322798	0.6178558	0.5565688	0.7716718	0.2351963	0.3146856	0.7723554	0.3554786	0.5740670	0.6752357	0.3921991	0.0270960	0.0846586	0.7053069	0.3743230	0.0045516	0.2987587	0.5200282	0.1760351	0.0388098	0.0134130	0.5261935	0.7836803	0.2185211	0.6332317	0.0142388	0.5952652	0.1240836	0.6745079	0.4243138	0.1774609	0.2824928	0.6301223	0.1991877	0.0043941	0.7967140	0.6246640	0.4562603	0.7786160	0.4920576	0.6575556	0.0253871	0.4139058	0.1055090	0.3514470	0.3053306	0.1852038	0.5714832	0.5943198	0.2862754

0	0.6138062	0.2536181	0.5737051	0.3901681	0.0727363	0.3413655	0.4447008	0.4639701	0.5800176	0.1657561	0.5339725	0.4097414	0.4794762	0.2368937	0.0580563	0.0508496	0.7998934	0.0533451	0.2092304	0.1711676	0.2350587	0.4165146	0.2374152	0.2304362	0.0143840	0.6244228	0.1416901	0.1245469	0.5036301	0.4454752	0.0425056	0.1224581	0.1025921	0.1051662	0.6020303	0.0632289	0.4644447	0.5954451	0.0850037	0.2178533	0.0059655	0.7088296	0.0197471	0.3346898	0.2187928	0.7308269	0.0574434	0.4899917	0.1095296	0.8293099	0.3998147	0.7182173	0.5571492	0.6775258	0.1829176	0.2511779	0.7780934	0.3810523	0.5097883	0.5424078	0.5242618	0.0038329	0.0832344	0.7741931	0.5111769	0.0214120	0.3094200	0.5572738	0.0903132	0.0430625	0.0015528	0.8333915	0.6663808	0.2477007	0.6608526	0.0120703	0.5602238	0.1070435	0.5740186	0.3865957	0.2221120	0.3914699	0.5244622	0.2293616	0.0030975	0.7144935	0.6741023	0.5741957	0.7264568	0.5149520	0.6174260	0.0561088	0.4501563	0.1464664	0.4111604	0.2706773	0.2503031	0.7353777	0.7829310	0.1432575
