Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G65A	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.4144118	0.3017005	0.8973414	0.8208380	0.8407638	0.7390094	0.5314911	0.7978793	0.1213113	0.8403725	0.9906208	0.9586240	0.1144768	0.9538563	0.1615473	0.5075131	0.0225116	0.3874255	0.5538463	0.8862598	0.7078367	0.3445419	0.6514942	0.3980703	0.2971960	1.0488597	0.0783951	0.3446454	0.2919240	0.0970631	0.7622048	0.4609091	0.0917523	0.4972232	0.2458928	0.3933672	0.6992521	0.8462047	0.1521229	0.9325051	0.4998434	0.9396632	0.3003899	0.9836093	0.2657072	0.0197769	0.1146111	0.3546778	0.6675849	0.1037759	0.4026306	0.9528988	0.3900557	0.8926064	0.9031276	0.6515587	0.7938782	0.9964976	0.8686881	0.9915500	0.0239928	0.4923289	0.7548344	0.1955441	0.0618750	0.9041819	0.3274807	0.2744473	0.8752980	0.2479615	0.3747469	0.0654529	0.9129649	0.4147700	0.6556251	0.9817284	0.5169027	0.0827768	0.9589678	0.0500538	0.2603866	0.0318864	0.1936099	1.1066607	0.0005482	0.4691287	0.3433040	0.7894120	0.5903957	0.1890100	0.6013741	0.5735397	0.6953739	0.5443017	0.0286039	0.2510365	1.0283001	0.3838323	0.5039383	0.6057536
50	0.4077334	0.3054177	0.9415917	0.8420641	0.8614195	0.3174413	0.5984657	0.1624161	0.0615267	0.4105820	0.9574702	1.0212954	0.1318640	0.8998110	0.2096244	0.5031987	0.0114055	0.4206729	0.5328824	0.7104776	0.7331203	0.2345337	0.6925942	0.4272535	0.2686500	0.9409089	0.0858755	0.3625969	0.2716962	0.0793361	0.7055238	0.4931843	0.1532283	0.4465977	0.2604837	0.3289497	0.5772269	0.9793578	0.1549823	0.6406685	0.5250764	0.8191015	0.2472148	0.9240554	0.3166165	0.0662117	0.3098146	0.2104638	0.7866633	0.0671925	0.3984811	0.6097103	0.3939355	1.0420665	0.8783850	0.7519391	0.8743920	0.9202895	0.8030890	1.0148269	0.0135750	0.5487089	0.7767374	0.6694272	0.0877564	0.5113174	0.4059142	0.2978309	0.9535492	0.2660542	0.2667571	0.0505352	1.0030788	0.4740285	0.7718035	0.9221586	0.5962094	0.0559840	1.0124453	0.0569328	0.2819083	0.0568352	0.1532708	1.0103178	0.0011527	0.5215614	0.4235766	0.8266240	0.4971154	0.2374103	0.8252217	0.6149467	0.6376735	0.5879621	0.2644571	0.7158440	0.9496890	0.4277413	0.5385542	0.6305790
100	0.4112869	0.2777929	0.9503168	0.8327009	0.9270215	0.2164536	0.5208463	0.0569743	0.0538982	0.3503850	1.0373452	0.9903549	0.1265380	0.8949608	0.1818225	0.3949136	0.0053857	0.4987226	0.4470730	0.4427240	0.7216739	0.2758263	0.6713943	0.4287779	0.3263467	1.0255690	0.0738134	0.3642111	0.3317949	0.0759656	0.8167342	0.5762532	0.2484920	0.4090036	0.1841122	0.3437437	0.5776418	1.0089444	0.1080163	0.5756817	0.4787923	0.7876150	0.2552014	0.9978904	0.3611783	0.1196941	0.3347609	0.1957089	0.8732097	0.1122337	0.3936302	0.4856199	0.4177614	0.9214340	0.9173835	0.7502309	0.9168706	1.0233119	0.8091915	1.0573796	0.0007721	0.5102652	0.7188498	0.6188003	0.1566719	0.4985238	0.4553941	0.4089468	0.9341651	0.3069337	0.3268924	0.0659985	0.9729934	0.4501946	0.7972402	0.9128788	0.5662776	0.0863095	1.0066398	0.0681631	0.2746698	0.0349512	0.1503952	0.9474148	0.0066062	0.5045010	0.3417055	0.8081579	0.4951316	0.2207985	0.7746558	0.6458951	0.7446232	0.4925756	0.2969328	0.8754679	0.9651733	0.3894756	0.5196113	0.4912137
150	0.4450486	0.3170867	0.9696516	0.8587992	0.9527534	0.2172637	0.4294153	0.0329293	0.0657183	0.3521762	1.0177218	0.9651073	0.0924980	0.9999738	0.1306659	0.3527499	0.0005590	0.4969375	0.2999459	0.3427455	0.8122332	0.2759235	0.6706193	0.3927193	0.2861467	0.9960910	0.0748617	0.3579890	0.3247201	0.1133414	0.7439346	0.6140770	0.2774226	0.4667380	0.2343158	0.3449668	0.6134085	0.9505287	0.1323378	0.5414424	0.4589051	0.8296199	0.2346469	0.9740307	0.4198055	0.1964860	0.3564894	0.1511089	0.8932538	0.1587472	0.3577586	0.4241308	0.3370862	0.9347740	0.8052161	0.6504998	0.8365626	1.0650111	0.7845757	0.9827570	0.0008949	0.5623060	0.7858220	0.6525869	0.2467734	0.4196298	0.5453829	0.5473770	0.8153037	0.4036124	0.3209435	0.0905863	0.9605692	0.4562684	0.8546482	0.9265884	0.3187871	0.0835747	1.0583476	0.2138521	0.2916788	0.0573409	0.2553657	0.9495655	0.0028731	0.5425470	0.3648565	0.8855777	0.4624425	0.3062548	0.8656065	0.5780056	0.7481962	0.4291388	0.3411661	0.8270387	0.9933049	0.4013902	0.5575110	0.4010628
200	0.4565469	0.3026747	1.0307386	0.8602482	0.9984685	0.2636514	0.4213929	0.0455049	0.0742430	0.3426361	1.0076250	0.8213123	0.1198400	1.0022925	0.1367251	0.2628863	0.0015530	0.5915030	0.1474108	0.3471855	0.8504043	0.2770865	0.6872499	0.3759556	0.2838123	1.0214131	0.0812838	0.3952563	0.3109984	0.1104622	0.7351506	0.7001396	0.3330544	0.5056682	0.2377668	0.3240784	0.5991406	0.9520371	0.1410268	0.5989878	0.4319870	0.9347816	0.2469822	1.0426692	0.4531577	0.2030796	0.3374837	0.1625286	0.8504193	0.1770479	0.4058427	0.4221577	0.3148642	0.9792522	0.8505597	0.6140078	0.8383972	1.0538646	0.7971473	1.0124989	0.0000000	0.4583793	0.9494712	0.7067474	0.3137662	0.3424053	0.5408049	0.4939823	0.7695031	0.4178928	0.3942086	0.0836375	1.0687119	0.4371675	0.7899661	0.8240409	0.1305349	0.0689768	1.0022180	0.2642214	0.2335188	0.0543537	0.2265929	0.9536468	0.0052610	0.5119494	0.3316113	0.8296763	0.4545039	0.3637656	0.8203969	0.5979817	0.8922950	0.4583827	0.3670962	0.7974778	1.0740859	0.4384604	0.4431205	0.3894845
250	0.3665929	0.4601388	0.9931106	0.8652438	0.8802662	0.2508121	0.4090709	0.0464697	0.0666773	0.3814165	1.0388738	0.9430661	0.1117408	0.9156296	0.1088048	0.2799124	0.0028445	0.7530098	0.0749437	0.3157317	0.9094136	0.3051780	0.6318442	0.3791591	0.3302235	1.0454776	0.0854447	0.3569107	0.2549794	0.0961639	0.7409021	0.7139581	0.3198753	0.4766967	0.2628860	0.3615516	0.5828656	0.8508207	0.1999817	0.5696951	0.4772465	0.8971416	0.2139477	1.0636020	0.5175933	0.1545305	0.3381820	0.1303386	0.8362492	0.2814681	0.3808244	0.3781194	0.2832351	0.8333457	0.9982976	0.6531666	0.7978385	1.0576292	0.6831699	1.0420133	0.0007617	0.4798206	0.8039774	0.6678986	0.4654382	0.3138238	0.4962843	0.3887834	0.8312129	0.5323638	0.4911582	0.0588265	0.9742448	0.4254303	0.7855092	0.8386898	0.1139391	0.0725852	0.9783260	0.3219611	0.1945140	0.0594284	0.2483933	0.9610314	0.0023654	0.4954947	0.2770617	0.9049398	0.4717457	0.3781065	0.8874514	0.5726675	0.8942241	0.4556919	0.3693023	0.8709262	0.9539144	0.4080657	0.4092263	0.3562909
300	0.3754458	0.5457783	0.9926080	0.8612475	0.8710571	0.2790691	0.4264135	0.0418910	0.0541795	0.3667667	0.9881035	0.7601929	0.1022624	0.9210330	0.1172605	0.2887380	0.0002584	0.9492247	0.0701840	0.2871256	0.9165867	0.3461486	0.5904426	0.2821018	0.3496808	1.0430538	0.0867973	0.4212547	0.3054362	0.0886758	0.7777337	0.6728613	0.3258242	0.3361462	0.2591561	0.3332604	0.5605348	0.8011802	0.1624087	0.5326368	0.4749267	0.7985368	0.2292509	1.0171580	0.4524235	0.1582523	0.3199282	0.1529655	0.8001473	0.2680907	0.3332763	0.3582991	0.2927872	0.8609084	0.9805342	0.5913518	0.9369839	0.9357961	0.4337673	0.9856032	0.0007927	0.5836487	0.8582258	0.6829767	0.4975220	0.3183243	0.4564704	0.4028860	0.8577252	0.5902480	0.6402848	0.0593197	1.0103887	0.4094677	0.7725116	0.8889323	0.1702339	0.0917495	1.0108629	0.3485847	0.1793443	0.0497429	0.2396964	0.9816684	0.0000000	0.4994569	0.2897249	0.8104455	0.4737810	0.4460983	0.8545077	0.5763520	0.8912789	0.3961832	0.3731229	0.8309613	0.9729505	0.4336483	0.3751049	0.4344083
350	0.4306646	0.5885718	1.0719776	0.8812471	0.9260928	0.2935835	0.4639050	0.0434750	0.0808041	0.3678350	1.0132198	0.8377701	0.0957916	1.0051144	0.1063011	0.2751531	0.0002853	0.8964336	0.0929682	0.2813414	1.0010060	0.2566424	0.5463164	0.3277540	0.2788385	0.9468033	0.1038124	0.3285886	0.2849931	0.1080082	0.8197953	0.6316419	0.2715461	0.2985975	0.2710173	0.3386747	0.5358004	0.7396900	0.1490283	0.6292208	0.4937069	0.8258778	0.2110143	0.9900798	0.4089508	0.1591189	0.2983489	0.1624012	0.6881096	0.2878821	0.2998413	0.3089379	0.3211149	0.9388614	0.9038175	0.5625819	0.8614945	1.0752117	0.3978727	1.0344455	0.0005763	0.6452115	0.7979909	0.7221353	0.5730825	0.2789478	0.5445386	0.4701937	0.8033159	0.5549806	0.6291530	0.0646378	1.0574654	0.3746020	0.6971991	0.8607069	0.1148606	0.0548432	0.9532475	0.3140927	0.1451751	0.0350918	0.1794599	1.0791103	0.0003309	0.4935505	0.3355969	0.8719663	0.4459773	0.5465591	0.8554975	0.5493493	0.9088513	0.4132637	0.3803064	0.8468148	1.0547683	0.3935391	0.3823921	0.4329009
400	0.4134832	0.5856717	1.0870447	0.9329785	0.8772759	0.2987375	0.4561084	0.0445096	0.0797289	0.4400639	1.1085228	0.9291830	0.1026851	0.9356306	0.1209293	0.3201451	0.0009273	0.9460224	0.0487863	0.3364893	0.9870239	0.1952358	0.6133773	0.2748358	0.2832266	0.8804486	0.1014478	0.4182980	0.2497715	0.1270376	0.8344801	0.6958340	0.2568682	0.4747756	0.1935127	0.3350139	0.5508275	0.8353976	0.1569017	0.5817173	0.4783216	0.8520342	0.2567566	1.0266982	0.3478887	0.1138000	0.2863050	0.1877783	0.8247697	0.2267269	0.4025547	0.3426499	0.3252395	0.9117510	0.8815874	0.6101979	0.9043757	0.9669306	0.3670164	0.9767776	0.0000856	0.5828163	0.7832377	0.6715956	0.5716299	0.3219739	0.4604916	0.5950943	0.9385795	0.5033146	0.6388945	0.0793405	0.9714627	0.4639768	0.7536116	0.9204742	0.0989095	0.0605181	1.0768196	0.3351039	0.2385829	0.0537796	0.1728263	1.0419769	0.0001566	0.4632328	0.3203988	0.7839438	0.4682686	0.4567006	0.8061855	0.5977564	0.9393734	0.4134509	0.3748650	0.8999410	1.0107726	0.3980799	0.3669169	0.4706960
