"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G77A	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.6367444	0.0184789	0.6984173	0.7407192	0.0141338	0.2684023	0.6991036	0.4907209	0.0829191	0.1453405	0.7483950	0.5621578	0.3208548	0.6759086	0.5335383	0.1679432	0.2783925	0.2111241	0.7896671	0.3697020	0.2873291	0.0649405	0.3868582	0.0522143	0.1568491	0.5391190	0.6384620	0.4176690	0.3719235	0.3215285	0.6812218	0.4455803	0.1376353	0.6641234	0.6226657	0.2754515	0.2953637	0.6774859	0.5439083	0.3823504	0.6498724	0.6066344	0.5102140	0.1498473	0.6362323	0.7664090	0.1695223	0.8572218	0.4386531	0.7428695	0.4181350	0.2917281	0.1185000	0.2138444	0.7894561	0.7653570	0.1366259	0.1754896	0.0023684	0.0168407	0.5460919	0.2889828	0.0039097	0.5112836	0.6943204	0.3300053	0.5868719	0.3594792	0.7370382	0.2231640	0.0899605	0.2310765	0.4327421	0.6237585	0.1721909	0.6651490	0.0234233	0.0828599	0.0021402	0.3886309	0.0955005	0.5129207	0.4166840	0.3317267	0.0608132	0.4416510	0.0277660	0.3288841	0.5153851	0.3775127	0.0701843	0.1616998	0.5441876	0.4463259	0.0385928	0.6493437	0.0175340	0.4356587	0.1734510	0.1574741
50	0.5059134	0.0166806	0.5508554	0.5429421	0.0132576	0.1875488	0.5778795	0.4852371	0.1557429	0.1539402	0.7318229	0.6483704	0.3112677	0.5875427	0.6357343	0.1235936	0.2287849	0.1876658	0.6481919	0.2849334	0.2226947	0.0612563	0.3804839	0.1822983	0.1713591	0.4725600	0.6666678	0.4072749	0.4698513	0.3451109	0.7100239	0.3883142	0.0444723	0.6564698	0.5810835	0.2298833	0.2045197	0.5817517	0.5443717	0.3610295	0.5681694	0.4910001	0.6720123	0.2325740	0.5972266	0.6002277	0.2174896	0.7138656	0.3934362	0.4717579	0.4719483	0.2354488	0.1194438	0.1239438	0.7184441	0.7069582	0.1209853	0.1924467	0.0018570	0.0055873	0.5147541	0.3357786	0.1493860	0.4551203	0.6503714	0.4060096	0.5938701	0.3612083	0.5453968	0.2420028	0.1516791	0.3374407	0.6296174	0.4413669	0.1589088	0.6396383	0.0125583	0.0747711	0.0149833	0.3055893	0.0949968	0.3872345	0.3982042	0.2369265	0.1950330	0.4006971	0.0316873	0.2654810	0.4364759	0.2584304	0.1050521	0.1020161	0.6467642	0.3536275	0.0697782	0.6280632	0.0529148	0.4268952	0.1265513	0.1327360
100	0.6579910	0.0135185	0.6385354	0.3871529	0.0306521	0.1994998	0.5927871	0.5613792	0.2914296	0.0842492	0.7186887	0.4912029	0.4096086	0.5163706	0.6426684	0.1342388	0.2302989	0.2138122	0.3982626	0.3052653	0.2660359	0.0590407	0.3025151	0.2929868	0.2176466	0.5652099	0.6720194	0.4087494	0.4629430	0.3716527	0.7079706	0.4153852	0.0330736	0.6805345	0.5702835	0.1821593	0.1914526	0.5831132	0.6222087	0.4022354	0.6107506	0.5532761	0.5678663	0.1648862	0.7412016	0.6238914	0.2225896	0.5916755	0.3702327	0.4451016	0.3923415	0.3185736	0.0779386	0.1427918	0.7127082	0.6432760	0.1832352	0.1898082	0.0016939	0.0121097	0.5643500	0.3371639	0.2153792	0.4443918	0.6465585	0.4411994	0.6600437	0.5465374	0.5942239	0.2031129	0.1386567	0.3772706	0.6318955	0.4447251	0.1288249	0.5803436	0.0288018	0.0848881	0.0147967	0.3426731	0.0821436	0.4661510	0.5113546	0.2418991	0.3561307	0.4240948	0.0618124	0.2852037	0.4399189	0.2402008	0.2625131	0.0623714	0.5398424	0.3548189	0.1090282	0.5402142	0.1320445	0.3521828	0.1229200	0.1240526
150	0.6875496	0.0081058	0.5613070	0.3070031	0.0199337	0.2307690	0.7348894	0.6869292	0.3034493	0.0620708	0.7398160	0.5337294	0.3161280	0.3650522	0.7754156	0.1269090	0.2848036	0.1947632	0.4563907	0.2557580	0.2446909	0.1167371	0.5114692	0.4821135	0.1250237	0.6654735	0.7020433	0.4771901	0.4345378	0.2926119	0.7409668	0.5360343	0.0340273	0.5892781	0.5441673	0.3380533	0.2036864	0.5370047	0.5078500	0.4312649	0.7288582	0.5874159	0.6036426	0.1407958	0.7777537	0.4521284	0.1769730	0.6712259	0.2815567	0.3785807	0.5211089	0.2980718	0.0860662	0.0524539	0.6391790	0.6759107	0.1542316	0.3418108	0.0131623	0.0228955	0.5955810	0.3105540	0.2419448	0.4353242	0.5468423	0.4813983	0.4547545	0.4554339	0.6267120	0.2055431	0.1662196	0.4522250	0.6279221	0.4158121	0.1093354	0.6014442	0.0302867	0.0743237	0.0042507	0.4066545	0.0548342	0.3980280	0.4067777	0.2591792	0.3706170	0.4071532	0.0130999	0.2443356	0.5304773	0.2774791	0.4295381	0.0555535	0.6024624	0.3239888	0.0216510	0.4862513	0.1942590	0.5056909	0.1649377	0.1690071
200	0.6573156	0.0096194	0.6019508	0.2717469	0.0120813	0.2091730	0.7028161	0.5609272	0.2200077	0.0848022	0.6396553	0.6662190	0.3017168	0.4207349	0.5804162	0.1050912	0.2994862	0.1155031	0.4512976	0.3258006	0.2844116	0.0986631	0.5327828	0.5059193	0.0959513	0.5478010	0.6426575	0.4692398	0.4796912	0.3416706	0.6604566	0.3798671	0.0200535	0.6060071	0.5116919	0.2708226	0.2009224	0.5637853	0.6115064	0.3833522	0.6948015	0.5472343	0.4882507	0.1057352	0.6751422	0.4521222	0.1352276	0.6615432	0.3556314	0.4499390	0.4169506	0.2908986	0.1018333	0.0225355	0.9358734	0.6895806	0.2208257	0.3754716	0.0010607	0.0128367	0.6441972	0.2112021	0.3113134	0.4809818	0.5662804	0.5582573	0.5519558	0.5142497	0.6599587	0.3075981	0.1750544	0.4683392	0.6402389	0.3896888	0.1273526	0.5341845	0.0278490	0.0427861	0.0002064	0.4714032	0.0355392	0.4659852	0.4726204	0.2525524	0.3911659	0.3634710	0.0162423	0.3186248	0.3805352	0.2495200	0.4910379	0.0366985	0.7078950	0.3375099	0.0201536	0.4066292	0.2073503	0.3779351	0.1214781	0.0723436
250	0.7262202	0.0142820	0.6858980	0.2313583	0.0472182	0.2212486	0.6159531	0.4712081	0.2751217	0.1076331	0.5611746	0.5683832	0.3476922	0.5255053	0.5837417	0.0651210	0.2111687	0.0807128	0.3378232	0.2677759	0.3623134	0.0244434	0.4643032	0.4947921	0.1665956	0.8008020	0.6830510	0.4560285	0.3995584	0.2675807	0.6138565	0.4748525	0.0294228	0.5866323	0.6088773	0.3863501	0.1991776	0.6469843	0.5459830	0.2795027	0.5692911	0.5789428	0.6008204	0.1620932	0.6606505	0.4713008	0.1097487	0.5752972	0.2223312	0.4596032	0.3822845	0.3455126	0.1465924	0.0348639	0.7657923	0.8197993	0.1489769	0.3960121	0.0074383	0.0144744	0.5785776	0.1574331	0.4371270	0.3953586	0.5649085	0.3345718	0.5222602	0.6312561	0.5617742	0.4140553	0.1023527	0.4896971	0.5885357	0.4325884	0.1729827	0.5498043	0.0511970	0.0499686	0.0009880	0.5450933	0.0485748	0.4584440	0.4121766	0.2510269	0.4282560	0.3914988	0.0200341	0.2240842	0.3896264	0.3731836	0.5686564	0.0474930	0.5201746	0.3444387	0.0310783	0.5208975	0.2588750	0.3142300	0.1213125	0.1124514
300	0.6175535	0.0147976	0.6863983	0.2330551	0.0330566	0.2844515	0.7157036	0.4621264	0.2375514	0.1176416	0.7266514	0.5391337	0.2989240	0.5248058	0.5338759	0.0849170	0.2013280	0.1229892	0.3242438	0.2028880	0.2111807	0.0311367	0.5120467	0.6965634	0.1846373	0.6738063	0.7600478	0.3602338	0.4425884	0.3042948	0.6445079	0.4242074	0.0423547	0.5753375	0.7208603	0.3495340	0.2628354	0.7456499	0.5112481	0.3678718	0.6913541	0.5492047	0.4571700	0.2566781	0.6874748	0.4494792	0.1310914	0.6499571	0.2719452	0.3825276	0.4693257	0.3462470	0.1853002	0.0687833	0.6596354	0.6432408	0.1387883	0.4343132	0.0022650	0.0107864	0.6289752	0.1743361	0.3475543	0.3952201	0.6335820	0.3627828	0.5349672	0.5172389	0.7188343	0.3826600	0.1839258	0.3210934	0.5966678	0.3639575	0.1089201	0.4470519	0.0584601	0.1484758	0.0002055	0.5058035	0.0648272	0.4532586	0.3301225	0.2407937	0.4416430	0.3360185	0.0574237	0.3540020	0.4176436	0.2736213	0.6693628	0.0236073	0.5920067	0.3299873	0.0271829	0.3866167	0.1718952	0.3416079	0.1271660	0.1756292
350	0.6369157	0.0164228	0.6416368	0.2355430	0.0471693	0.3544610	0.6475396	0.4787423	0.2737064	0.1295188	0.8320623	0.4842323	0.2647229	0.4210075	0.5743104	0.0457223	0.2819141	0.0855728	0.3472723	0.2532665	0.2991420	0.0228529	0.5421587	0.4897115	0.1587820	0.6283431	0.6276937	0.5286327	0.6525381	0.3588629	0.7287526	0.3851023	0.0284294	0.5644870	0.6591644	0.2495720	0.2026866	0.7230867	0.5683746	0.2928392	0.6512666	0.4598904	0.5759283	0.2272351	0.5652419	0.3665294	0.2107669	0.6676960	0.2816458	0.4770855	0.5164067	0.2884352	0.1126511	0.0246563	0.7367749	0.7350413	0.1755304	0.3937949	0.0017138	0.0487930	0.5200443	0.2180400	0.2442733	0.4586180	0.7804705	0.2732611	0.5286362	0.4326122	0.7748858	0.3094215	0.0998600	0.3882266	0.5881963	0.4536742	0.1423643	0.5672732	0.0447296	0.1479296	0.0021404	0.3685171	0.0416051	0.3801216	0.5817656	0.2142540	0.5911668	0.3567595	0.0368396	0.3148716	0.3358700	0.4076309	0.5571900	0.0356899	0.4568434	0.3305351	0.0988622	0.5110820	0.2977242	0.3953647	0.2074449	0.1567468
400	0.5935161	0.0248174	0.5941129	0.2261459	0.0309400	0.2456090	0.7176992	0.4930668	0.2644016	0.1138256	0.6844673	0.5721683	0.3369181	0.5295106	0.6429974	0.0331658	0.3035137	0.0687997	0.4464784	0.2654666	0.3114673	0.0357234	0.4907089	0.7967659	0.1990512	0.6473259	0.6385296	0.3945079	0.5541229	0.2653940	0.5988006	0.4191376	0.0196980	0.7092945	0.7814301	0.2722986	0.2569736	0.8235737	0.4196646	0.4161284	0.8094224	0.5442707	0.5552186	0.1509469	0.6201467	0.4462039	0.2011456	0.6502439	0.3110116	0.3953949	0.5869440	0.3596168	0.1217910	0.0125054	0.7995263	0.8374724	0.1561134	0.3685701	0.0021566	0.0192512	0.4936733	0.2597982	0.3336636	0.4873169	0.6885817	0.3380246	0.4522870	0.5932685	0.6537080	0.2858242	0.1014849	0.3723436	0.5195339	0.3881394	0.0973633	0.5232102	0.0397207	0.1010575	0.0004163	0.5114525	0.0580956	0.4750600	0.3496372	0.3140766	0.3899699	0.3303923	0.0140303	0.2094768	0.3265275	0.3547791	0.5268415	0.0217220	0.4911397	0.2800066	0.0516274	0.4340993	0.2402475	0.4181517	0.2379712	0.1118753
