"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G77A	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.6569628	0.0247780	0.7279871	0.1939828	0.0274558	0.2911757	0.6987099	0.4917628	0.2280468	0.1293036	0.8116822	0.5873355	0.3644495	0.4539717	0.6638360	0.0729037	0.2452130	0.0810391	0.3991594	0.2594612	0.3164213	0.0953976	0.5960931	0.6035913	0.2562469	0.6937563	0.7521532	0.3920283	0.5674291	0.2204530	0.5700786	0.3899574	0.0087198	0.6965116	0.8059345	0.3265235	0.2400188	0.6895977	0.5371202	0.6021044	0.7109713	0.5507191	0.6221297	0.2046429	0.6552923	0.3537630	0.1543331	0.6491773	0.2330762	0.3758207	0.4188905	0.2621368	0.1170108	0.0076876	0.5832558	0.7223211	0.1589891	0.3352439	0.0005415	0.0057699	0.5280283	0.2566856	0.4040192	0.5151941	0.6584288	0.4734615	0.4725823	0.5589455	0.6589932	0.5047000	0.1601752	0.3592582	0.6260260	0.5226352	0.1469774	0.5507998	0.0547389	0.1145431	0.0068901	0.5783428	0.0400707	0.5220030	0.4712944	0.2519972	0.4188922	0.5107544	0.0106231	0.2720625	0.4568979	0.3205898	0.6449932	0.0174211	0.6150927	0.3841958	0.0303866	0.5584207	0.1918254	0.3304982	0.1272964	0.0973569
500	0.7628762	0.0211598	0.6289155	0.2633029	0.0183935	0.3281035	0.7253203	0.4785502	0.3288799	0.1161750	0.4772966	0.6383713	0.4019995	0.4917955	0.5887688	0.0621891	0.4275500	0.1014734	0.3904209	0.1963650	0.2568455	0.0404356	0.6306327	0.6067986	0.2425792	0.6761913	0.7052780	0.4386125	0.4173454	0.2296369	0.5008968	0.3162355	0.0319592	0.7516427	0.6746734	0.2929714	0.2566904	0.6778716	0.4732636	0.5839040	0.6949929	0.5786134	0.6338746	0.1807052	0.6230277	0.4528821	0.1240147	0.6241941	0.2629683	0.3570831	0.5546797	0.3184723	0.1107700	0.0114386	0.8670859	0.6137563	0.1287820	0.3540363	0.0003781	0.0074328	0.5042696	0.2614526	0.4850158	0.4034265	0.5953264	0.3175289	0.5163453	0.5222498	0.8474947	0.4201643	0.1447229	0.3526964	0.6129990	0.5115922	0.1662947	0.6597621	0.0335592	0.1012423	0.0005910	0.5074547	0.0642827	0.4773545	0.4555108	0.2352049	0.3852936	0.3906388	0.0214423	0.4206347	0.4120508	0.3093141	0.5427259	0.0224778	0.4852115	0.3260472	0.0827282	0.5003146	0.2902758	0.4283803	0.1355848	0.2199241
550	0.6627704	0.0298553	0.5710219	0.3524393	0.0432993	0.2892526	0.6730555	0.5369578	0.2121612	0.1754424	0.5377321	0.5516408	0.3373829	0.5639119	0.6040428	0.0568005	0.2683912	0.0638133	0.4907685	0.3307417	0.3224021	0.0352501	0.5563013	0.4300937	0.2825021	0.7097115	0.7543849	0.4700078	0.5140376	0.2973664	0.6172762	0.3756526	0.0548403	0.5225500	0.6708662	0.2854603	0.2359051	0.6188561	0.5478075	0.4205873	0.6837175	0.5578120	0.6894142	0.1626480	0.6299602	0.3860649	0.1656178	0.6221899	0.3222324	0.4444668	0.4434669	0.3676867	0.1579727	0.0139757	0.6407354	0.7236598	0.1207084	0.4541335	0.0055895	0.0278425	0.6089223	0.2175758	0.2351252	0.4211273	0.6456240	0.2612853	0.4277053	0.4906792	0.6233092	0.4591494	0.1122006	0.3390438	0.5622802	0.4847993	0.1273426	0.6409127	0.0430173	0.1067397	0.0029029	0.4908522	0.0564077	0.5502943	0.4421084	0.2092532	0.2613035	0.3857546	0.0080635	0.3619171	0.3755443	0.2679872	0.4936618	0.0362598	0.5024352	0.3586298	0.0745965	0.4817592	0.1953639	0.3705474	0.0910849	0.2372559
600	0.7724921	0.0260579	0.5463145	0.5098471	0.0342065	0.3396687	0.6981118	0.4833572	0.2505329	0.2091331	0.6304120	0.4442968	0.4050490	0.6321794	0.6374906	0.0771316	0.2259104	0.1516535	0.5927022	0.2687645	0.4311764	0.0288620	0.4971107	0.2242925	0.2674447	0.6390704	0.7820306	0.4295372	0.4442250	0.2687773	0.6059392	0.4487800	0.1249549	0.5697319	0.5930942	0.2572691	0.2110754	0.6192001	0.4739097	0.3331643	0.4757055	0.4999105	0.6173958	0.1924545	0.7053033	0.4863012	0.2584987	0.7177344	0.3201122	0.6865309	0.4676606	0.2777855	0.0972909	0.0592370	0.7720292	0.5829699	0.0858481	0.2786630	0.0002762	0.0698077	0.5773173	0.1916177	0.1067223	0.3229429	0.7108988	0.3329006	0.6232767	0.3589672	0.6649767	0.4616392	0.1285308	0.2775388	0.6177737	0.4650573	0.2003833	0.4967995	0.0565223	0.1035179	0.0007693	0.4907329	0.0673435	0.4959489	0.4379362	0.2519509	0.1956705	0.3814538	0.0071065	0.3515816	0.4865583	0.3122106	0.3739408	0.1062091	0.7060844	0.3815717	0.0336441	0.4533658	0.0703935	0.3718017	0.1220486	0.1991529
650	0.7460988	0.0227828	0.5188348	0.5413304	0.0427516	0.3109711	0.7165870	0.5072253	0.1316788	0.1022848	0.6627461	0.5246188	0.3762307	0.6605976	0.6410823	0.1214925	0.1715822	0.1653422	0.5558131	0.3275958	0.4339749	0.0233421	0.3947746	0.2503281	0.1909355	0.4748733	0.7626374	0.4337794	0.5582506	0.3486669	0.6240029	0.3885328	0.1105953	0.6722476	0.5777963	0.3345181	0.1690656	0.6608580	0.5361222	0.5491348	0.6350035	0.6516510	0.6298946	0.1635421	0.7049279	0.6278439	0.1702254	0.7618182	0.3184128	0.7505445	0.4402223	0.2967950	0.0985915	0.1178246	0.7978889	0.8233029	0.0508095	0.2515541	0.0072009	0.0916328	0.6174894	0.3269683	0.0603293	0.3724038	0.6768225	0.2878129	0.6796017	0.3634108	0.6864831	0.2577089	0.1192920	0.2125349	0.6606709	0.5472657	0.0966050	0.5647007	0.0729286	0.0793173	0.0014681	0.4933623	0.1026162	0.5079584	0.4481599	0.2876800	0.1150315	0.3431846	0.0216227	0.3288970	0.4035711	0.3667984	0.3738820	0.0710784	0.5516318	0.3205730	0.0554851	0.5340759	0.0878863	0.3785856	0.0936946	0.1758060
700	0.6561299	0.0105461	0.5179331	0.6741408	0.0313889	0.2869933	0.7549006	0.6059754	0.1270107	0.1133511	0.6780005	0.5556096	0.3642864	0.6993977	0.6817780	0.1695309	0.2515434	0.2234277	0.6146865	0.2545806	0.3435073	0.0655500	0.4468976	0.0881507	0.1551499	0.6148960	0.7077458	0.4042345	0.4277725	0.3559048	0.6838432	0.4472807	0.1116567	0.7278547	0.6198775	0.1908080	0.2362566	0.5911745	0.6657615	0.5395389	0.7894311	0.5555443	0.5377809	0.1205913	0.6319780	0.6220957	0.2126512	0.6814869	0.3500404	0.5918810	0.3507891	0.3123174	0.0920897	0.1348485	0.6816895	0.6306033	0.0881142	0.1940670	0.0027203	0.0651460	0.7113313	0.2541202	0.0307146	0.5035726	0.5625422	0.2355838	0.6928876	0.2994417	0.7117598	0.2031088	0.1702246	0.2831350	0.6520907	0.6346779	0.1241865	0.5832960	0.0073465	0.0637445	0.0005201	0.3771928	0.0443084	0.5354854	0.5037427	0.3118262	0.1377750	0.3966171	0.0309732	0.3179085	0.4636189	0.3242208	0.2832453	0.0967620	0.6903539	0.4320973	0.0668972	0.5179909	0.0524696	0.3316013	0.1217294	0.0695280
750	0.7366285	0.0205256	0.5704044	0.7292342	0.0361492	0.3151856	0.8323679	0.5270344	0.0839308	0.0782137	0.7079349	0.6429262	0.2448712	0.6471211	0.6190032	0.2181181	0.1834840	0.1862663	0.5473080	0.2461895	0.3313573	0.0549438	0.4309661	0.0748051	0.1378045	0.6050572	0.6710941	0.3757710	0.3764958	0.3614223	0.5852785	0.4206669	0.1016016	0.5857308	0.5702253	0.2637895	0.1694936	0.5490888	0.6473858	0.5120985	0.7173450	0.6337027	0.5674470	0.1550013	0.5679722	0.5990982	0.2261208	0.7009365	0.3880025	0.6807791	0.4318592	0.3266553	0.1175319	0.1487397	0.7023633	0.7326307	0.1016298	0.2510567	0.0033022	0.0600839	0.7157500	0.2267588	0.0081384	0.3680525	0.6887928	0.2132232	0.6288731	0.2736017	0.6791782	0.1854134	0.1531083	0.2711403	0.5856893	0.6114791	0.1487135	0.7818373	0.0129891	0.0713065	0.0014505	0.3482641	0.0374114	0.3583617	0.4439926	0.2927441	0.0743322	0.4952331	0.0427428	0.3225491	0.4697326	0.2986607	0.2870516	0.1210253	0.6105714	0.3542494	0.0576856	0.6279788	0.0724678	0.3367887	0.1538808	0.1161140
800	0.7424772	0.0183720	0.6104729	0.7329961	0.0372548	0.2467178	0.5786306	0.5862837	0.0708088	0.1663192	0.7060868	0.7117000	0.3393259	0.7136542	0.6926083	0.2134950	0.1687892	0.2095246	0.6563360	0.3671511	0.3318184	0.0752906	0.4118015	0.0593333	0.1433109	0.4912189	0.6265965	0.3780428	0.2642539	0.4415580	0.8275602	0.3554775	0.1004257	0.5719898	0.4651866	0.2943838	0.2308937	0.4964836	0.4960369	0.4212019	0.6271960	0.5812406	0.5519736	0.1022574	0.6305739	0.6370723	0.2566035	0.7384755	0.4311784	0.6670632	0.5200859	0.3123359	0.0937749	0.1550337	0.5988908	0.7132620	0.1439873	0.2055297	0.0020282	0.1080630	0.6096929	0.3376223	0.0105364	0.4157390	0.6373559	0.3180082	0.6141166	0.4216138	0.7134038	0.1888800	0.1764111	0.3147240	0.5471376	0.6346691	0.1096462	0.5404075	0.0132596	0.0313354	0.0016392	0.3691584	0.0754675	0.3669503	0.3785908	0.3481070	0.0837458	0.4386074	0.0690054	0.3419986	0.5729247	0.3196794	0.1052583	0.0716395	0.6138068	0.4008525	0.0420091	0.6169136	0.0271945	0.4787225	0.1912762	0.0990907
850	0.6521685	0.0210430	0.6385617	0.5858929	0.0223966	0.2354682	0.6163678	0.6445623	0.0607359	0.1761003	0.6456292	0.5827432	0.3945750	0.8333791	0.6919416	0.1973126	0.2115227	0.2157368	0.6099715	0.3283461	0.3331484	0.1462076	0.4269543	0.0265791	0.1445367	0.5345330	0.6630025	0.3571960	0.2797216	0.3358565	0.5293201	0.4390984	0.0889338	0.6829156	0.7046679	0.2173364	0.2515160	0.6298507	0.4932922	0.5999757	0.6495019	0.5928106	0.5104484	0.2201244	0.8022812	0.6573178	0.1951966	0.6249668	0.4860602	0.5072488	0.4898390	0.2643332	0.0867623	0.2090418	0.6842425	0.7432747	0.0755178	0.1622137	0.0101592	0.0447763	0.4910982	0.2454088	0.0064097	0.4111515	0.6105136	0.2087253	0.4857734	0.3270676	0.6614916	0.2306751	0.1536819	0.2736165	0.3930729	0.5336329	0.1186257	0.5756525	0.0109723	0.0945590	0.0015877	0.3788415	0.0762386	0.5685492	0.4535979	0.2787188	0.0770477	0.4363454	0.0854138	0.4353878	0.5542413	0.2885824	0.1065820	0.0703445	0.6141212	0.3985632	0.0164887	0.6061349	0.0245554	0.3691730	0.1139281	0.1586837
900	0.6059573	0.0265156	0.5829144	0.6473406	0.0389984	0.2958162	0.5949948	0.5922783	0.1151375	0.1632056	0.7381535	0.5120989	0.4511598	0.6997541	0.7317293	0.1966734	0.1753091	0.1812778	0.6224427	0.2927756	0.2457407	0.0791267	0.4410952	0.0241392	0.1037311	0.4596007	0.6653694	0.3721377	0.3178575	0.4086692	0.7068764	0.3609215	0.1695850	0.6178032	0.6536391	0.1588784	0.1900226	0.5076786	0.5068962	0.5728367	0.6256575	0.5317752	0.5679152	0.1302219	0.4911192	0.6907075	0.2068174	0.6548985	0.5009801	0.7470912	0.3939055	0.2694156	0.0855224	0.2173223	0.6440796	0.7878929	0.1406786	0.2096761	0.0004673	0.0165083	0.6690350	0.3220302	0.0204774	0.4686052	0.6782780	0.2724579	0.5805000	0.4205732	0.6900482	0.1876756	0.1568472	0.3298015	0.5082180	0.6103559	0.0943541	0.6409896	0.0158130	0.0894144	0.0009495	0.3475869	0.0483318	0.4797105	0.3994510	0.2669190	0.0310976	0.4252042	0.1118686	0.3444405	0.6361981	0.2999106	0.0215359	0.0821444	0.5904595	0.4072908	0.0544009	0.6723579	0.0440270	0.4448107	0.1771841	0.1859249
950	0.6073855	0.0173651	0.6898193	0.6770370	0.0617623	0.1975103	0.7017983	0.5662136	0.1248233	0.1003025	0.7282817	0.4447971	0.2912809	0.5613568	0.6647758	0.1972678	0.2522195	0.1067619	0.7143656	0.2493512	0.3296595	0.0639648	0.5078957	0.0231514	0.1564880	0.4858001	0.7901939	0.4133258	0.3627862	0.2938839	0.7561744	0.3834176	0.1040240	0.6353133	0.6261555	0.2455195	0.1512758	0.6238457	0.6377690	0.6075463	0.7841454	0.5919511	0.5548061	0.1326068	0.5829459	0.7155363	0.2111912	0.8238630	0.7002159	0.6866886	0.4382700	0.2621468	0.1271457	0.1358253	0.7944036	0.6603609	0.0949762	0.2293402	0.0016181	0.0036285	0.5673090	0.2473641	0.0013034	0.4219405	0.7663449	0.3277590	0.5750367	0.4084394	0.4899739	0.1870805	0.1086147	0.2872674	0.3917002	0.5097242	0.1172915	0.5414546	0.0157654	0.0869421	0.0008455	0.3861123	0.0999041	0.6282645	0.4614602	0.2652920	0.0800976	0.4520726	0.0375161	0.4151492	0.5757024	0.2468446	0.0076594	0.1082534	0.6018509	0.3593987	0.0709600	0.7668999	0.0251231	0.4281328	0.1131056	0.2019645
1000	0.6791517	0.0164821	0.7093233	0.6563951	0.0194054	0.2513155	0.6445258	0.5950604	0.1276011	0.1141814	0.6715072	0.5959096	0.3006180	0.7223381	0.7173260	0.1453739	0.2564219	0.1479567	0.6993945	0.2456567	0.3809843	0.0689680	0.3281571	0.0222554	0.1596383	0.5455451	0.6044539	0.5022271	0.3029163	0.2349686	0.7412427	0.4145253	0.0581255	0.7105525	0.5941272	0.2425736	0.2627035	0.5576354	0.7212071	0.6648655	0.7049490	0.6815305	0.7544797	0.1475921	0.5966542	0.5917206	0.2279329	0.6039613	0.5511476	0.6813464	0.3697941	0.3124076	0.1047729	0.1816595	0.5871148	0.6215420	0.1087585	0.2372148	0.0000624	0.0014312	0.5213394	0.3113103	0.0000137	0.4219045	0.6912820	0.2974320	0.4695444	0.4436054	0.4238442	0.1485113	0.2133055	0.3061722	0.4989549	0.5077115	0.0756203	0.4926234	0.0058019	0.0719248	0.0000020	0.3362910	0.0676966	0.6114856	0.4494756	0.2667635	0.1426381	0.4083228	0.0616181	0.3535677	0.6492891	0.3373631	0.0105234	0.1686698	0.6722558	0.3549905	0.0797657	0.5885046	0.0126652	0.4654736	0.1086441	0.1198353

0	0.6356072	0.0366338	0.6983348	0.7563800	0.0486067	0.2611652	0.8795512	0.5655007	0.0768303	0.1660949	0.6285308	0.5514861	0.3827482	0.5078256	0.6125787	0.1983185	0.2260898	0.1592051	0.6355401	0.2894803	0.2779172	0.0718443	0.4127569	0.0307280	0.1777092	0.6391610	0.7259785	0.3614238	0.3544721	0.3298799	0.7082566	0.4927105	0.1303735	0.5410148	0.6237756	0.2599901	0.2481342	0.5578526	0.5203971	0.4738209	0.7399358	0.6009640	0.4564174	0.1448390	0.6330908	0.7793221	0.1994465	0.7030685	0.5220387	0.6618586	0.4882641	0.1978410	0.1170384	0.1988792	0.7629692	0.7986407	0.1681872	0.1544886	0.0142474	0.0426019	0.5854240	0.2545672	0.0039348	0.4212492	0.7365691	0.2435128	0.5324156	0.3798115	0.5343596	0.2670844	0.1389207	0.2854750	0.3388553	0.6423482	0.1552631	0.6315471	0.0233206	0.0657482	0.0031432	0.2531118	0.0865042	0.4765438	0.3902101	0.2486723	0.0729272	0.4560728	0.0337039	0.4019129	0.5145268	0.3604136	0.0318500	0.2152358	0.5157986	0.4607202	0.0873600	0.6875389	0.0274115	0.4104448	0.1403232	0.1651772
