G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G71A	G95	G96	G97	G98	G99	G100
0.2130430	0.8084987	0.2159655	0.2960335	0.7693700	0.9702519	0.9759881	0.9997272	0.9999586	0.0216107	0.6688335	0.9448629	0.7836737	0.4458956	0.8868231	0.7746762	0.6765585	0.9997112	0.9702439	0.4910910	0.0468902	0.9999567	0.0770776	0.5509121	0.5345418	0.6515806	0.9919606	0.9976204	0.6447988	0.6835687	0.5757878	0.0677580	0.0714069	0.3453967	0.0168901	0.8239850	0.1035697	0.5428883	0.9856922	0.0300930	0.6872233	0.1848621	0.7113399	0.0032310	0.0927475	0.9359618	0.4623397	0.3758266	0.1738922	0.3805757	0.5448425	0.9941176	0.4834000	0.3549766	0.9593244	0.5382303	0.9278527	0.2214090	0.0102264	0.8529146	0.9746247	0.2056302	0.9849813	0.6794368	0.7688404	0.9596628	0.4053606	0.1999264	0.8114213	0.1341623	0.4464094	0.3914682	0.8932173	0.1143946	0.1583691	0.1663478	0.8663557	0.0006341	0.0167662	0.9035366	0.9328911	0.5111651	0.0023029	0.1534096	0.7333117	0.8493451	0.2225915	0.2090052	0.4526536	0.9334152	0.3404474	0.8266474	0.0712549	0.5721880	0.4569649	0.0804732	1.0000000	0.0124652	0.1678756	0.9698368
0.2017801	0.4042494	0.2159655	0.2960335	0.7693700	0.9702519	0.9759881	0.9997271	0.9998696	0.0253935	0.6688335	0.9448628	0.7836734	0.4458958	0.8868128	0.7746762	0.6765585	0.9997112	0.9702454	0.4910904	0.0468902	0.9999567	0.0770766	0.5500987	0.5345418	0.6515806	0.9919606	0.9976204	0.6447988	0.6835687	0.5757878	0.0677580	0.0714069	0.3453968	0.0168901	0.8239850	0.1035697	0.5428883	0.9856922	0.0300930	0.6872233	0.1848621	0.7113399	0.0032310	0.0927475	0.9359618	0.4623397	0.3758266	0.1738922	0.3805757	0.4560203	0.9941176	0.4834000	0.3549766	0.9717496	0.5382303	0.9278527	0.2214090	0.0102320	0.8514629	0.9746248	0.2056641	0.9849813	0.6794368	0.7688405	0.9596628	0.4030751	0.1999264	0.8110078	0.1342808	0.4465340	0.3914682	0.8932174	0.1143946	0.1584199	0.1663478	0.8663557	0.0006341	0.0167662	0.9035366	0.9328911	0.5111651	0.0023029	0.1540682	0.7016490	0.8444403	0.2225915	0.2090052	0.4526536	0.9334152	0.3404491	0.8266474	0.0712549	0.5721880	0.4569648	0.0788811	1.0000000	0.0200262	0.1732711	0.9698368
0.3924571	0.7233163	0.1080416	0.2960329	0.7693694	0.9702949	0.9759881	0.9997272	0.9999560	0.0217975	0.6690957	0.9448735	0.7837134	0.4458660	0.8868202	0.7747067	0.6766761	0.9997112	0.9702111	0.4910908	0.0468904	0.9999567	0.0771008	0.5726526	0.5345430	0.6515806	0.9919606	0.9976202	0.6447988	0.6836453	0.5757878	0.0677580	0.0714069	0.3453869	0.0168901	0.8239722	0.1035733	0.5428944	0.9856973	0.0300932	0.6872233	0.1848621	0.7113399	0.0032311	0.0927615	0.9358354	0.4629345	0.3758651	0.1738422	0.3806120	0.5350774	0.9941182	0.4834007	0.3547103	0.9638195	0.5382538	0.9563926	0.2213436	0.0099043	0.8579065	0.9746220	0.2056332	0.9849790	0.6794410	0.7688305	0.9593257	0.5955216	0.1998990	0.8114165	0.1312621	0.4442809	0.3921754	0.8932151	0.1144324	0.1565861	0.1663182	0.8663493	0.0006342	0.0167652	0.9035717	0.9328957	0.5111648	0.0023033	0.1474943	0.9424755	0.8761742	0.2094921	0.2091586	0.4526911	0.9329849	0.3404497	0.8266879	0.0712798	0.5722345	0.4567568	0.0800286	1.0000000	0.0135703	0.2905680	0.9698371
0.4260861	0.8084987	0.2159655	0.1480167	0.7693700	0.9702519	0.9759881	0.9997271	0.9998923	0.0247176	0.6688335	0.9448628	0.7836735	0.4458958	0.8868155	0.7746762	0.6765585	0.9997112	0.9701961	0.4910905	0.0468902	0.9999567	0.0771114	0.5784565	0.5345418	0.6515806	0.9919606	0.9976204	0.6447988	0.6835687	0.5757878	0.0677580	0.0714069	0.3453967	0.0168901	0.8239850	0.1035697	0.5428883	0.9856922	0.0300930	0.6872233	0.1848621	0.7113399	0.0032310	0.0927475	0.9359618	0.4623397	0.3758266	0.1738922	0.3805757	0.5570649	0.9941176	0.4834000	0.3549766	0.9618267	0.5382303	0.9278527	0.2214090	0.0103147	0.8570981	0.9746248	0.2056554	0.9849813	0.6794368	0.7688405	0.9596628	0.4134333	0.1999264	0.8110872	0.1305737	0.4423660	0.3914685	0.8932174	0.1143946	0.1568429	0.1663478	0.8663557	0.0006341	0.0167662	0.9035366	0.9328911	0.5111651	0.0023029	0.1481550	0.9542765	0.8787918	0.2225915	0.2090052	0.4526536	0.9334152	0.3404487	0.8266474	0.0712549	0.5721880	0.4569648	0.0831055	1.0000000	0.0124652	0.1463882	0.9698368
0.4260865	0.8085000	0.2159678	0.0515462	0.3846850	0.9702529	0.9758634	0.9986070	0.4936896	0.0899627	0.6691063	0.9436632	0.7791012	0.4494501	0.7737326	0.7732661	0.6765612	0.9997118	0.9707220	0.4825022	0.0468844	0.9999335	0.0767381	0.5774389	0.5345403	0.6515806	0.9919608	0.9976246	0.6447988	0.6835704	0.5757878	0.0677580	0.0714069	0.3463727	0.0168901	0.8239847	0.1035698	0.5428884	0.9856923	0.0300930	0.6872233	0.1848621	0.7113399	0.0032310	0.0927477	0.9359592	0.4623532	0.3759747	0.1738912	0.3805765	0.5184234	0.9941176	0.4833806	0.3546776	0.9615815	0.5382588	0.9277529	0.2213757	0.0103212	0.8400759	0.9754701	0.4342479	0.9849725	0.6794360	0.7698308	0.9596630	0.4132653	0.2000009	0.7924140	0.1311973	0.4425124	0.3914685	0.8933533	0.1143954	0.1569696	0.1663471	0.8663457	0.0005497	0.0167662	0.9033975	0.9326758	0.5112692	0.0023031	0.1480733	0.9544594	0.8781174	0.2226500	0.2090120	0.4526565	0.9333789	0.3604011	0.8266479	0.0706656	0.5721880	0.4543433	0.0836150	1.0000000	0.0125156	0.1463114	0.9698428
0.4239452	0.8025837	0.2056707	0.2960560	0.7693912	0.4849932	0.9759881	0.9997272	0.9999591	0.0215737	0.6625319	0.9449111	0.7838633	0.4457451	0.8870303	0.7721874	0.6663174	0.9997106	0.9697625	0.4911036	0.0468853	0.9999564	0.0774172	0.5781462	0.5344480	0.6515802	0.9919611	0.9976301	0.6447988	0.6770693	0.5757878	0.0677580	0.0714086	0.3454322	0.0168922	0.8250213	0.1032758	0.5423659	0.9852483	0.0300769	0.6872233	0.1848621	0.7113399	0.0032183	0.0927359	0.9360711	0.4619146	0.3700526	0.1811446	0.3752409	0.5626157	0.9913185	0.4623896	0.3579382	0.9623286	0.5354563	0.9285231	0.2240756	0.0102656	0.8563963	0.9750389	0.2049585	0.9850868	0.7189566	0.7969720	0.9595692	0.4258546	0.2603284	0.8115842	0.1305702	0.4435531	0.3915791	0.8220170	0.1113282	0.1589961	0.1687963	0.7666797	0.0006344	0.0168492	0.8262687	0.9325264	0.5108194	0.0022631	0.1486440	0.9536247	0.8785256	0.2192031	0.2996125	0.4470566	0.9372733	0.3407851	0.6895566	0.1438071	0.5721932	0.4621808	0.0809640	1.0000000	0.0119093	0.1488586	0.9691863
0.4260847	0.8084950	0.2159587	0.2960335	0.7693700	0.9700399	0.4879940	0.9997272	0.9999586	0.0216107	0.6688319	0.9448629	0.7836738	0.4458956	0.8868232	0.7746756	0.6765557	0.9997112	0.9701960	0.4910910	0.0468902	0.9999567	0.0771115	0.5784563	0.5345418	0.6515806	0.9919606	0.9976204	0.6447988	0.6835670	0.5757878	0.0677580	0.0714069	0.3453967	0.0168901	0.8239852	0.1035696	0.5428881	0.9856921	0.0300930	0.6872233	0.1848621	0.7113399	0.0032310	0.0927475	0.9359618	0.4623396	0.3758251	0.1738941	0.3805742	0.5570726	0.9941164	0.4833973	0.3549774	0.9618269	0.5382296	0.9278539	0.2213944	0.0103147	0.8570989	0.9746248	0.2060133	0.9849814	0.6794387	0.7688467	0.9596628	0.4134396	0.1999349	0.8114213	0.1305737	0.6332971	0.3914882	0.8931904	0.1143938	0.1568434	0.1663484	0.8663291	0.0006341	0.0167662	0.9034917	0.9328910	0.5111651	0.0030551	0.1481551	0.9542760	0.8787916	0.2225898	0.2090334	0.4526521	0.9334163	0.3404475	0.8266166	0.0712693	0.5720615	0.4569662	0.0804733	1.0000000	0.0124651	0.1463896	0.9698368
0.4260856	0.8084974	0.2159631	0.2960335	0.7693700	0.9701782	0.6133388	0.4998636	0.9999586	0.0216107	0.6688329	0.9448629	0.7836737	0.4458956	0.8868231	0.7746760	0.6765575	0.9997112	0.9701961	0.4910910	0.0468902	0.9999567	0.0771114	0.5784565	0.5345418	0.6515806	0.9919606	0.9976204	0.6447988	0.6835681	0.5757878	0.0677580	0.0714069	0.3453967	0.0168901	0.8239850	0.1035697	0.5428882	0.9856922	0.0300930	0.6872233	0.1848621	0.7113399	0.0032310	0.0927475	0.9359618	0.4623397	0.3758261	0.1738928	0.3805752	0.5570701	0.9941172	0.4833991	0.3549769	0.9618267	0.5382300	0.9278531	0.2214013	0.0103147	0.8570990	0.9746247	0.2057985	0.9849814	0.6794374	0.7688426	0.9596628	0.4134355	0.1999293	0.8114213	0.1305737	0.5654148	0.3914821	0.8932080	0.1143943	0.1568430	0.1663480	0.8663465	0.0006341	0.0167662	0.9035210	0.9328911	0.5111651	0.0028316	0.1481550	0.9542763	0.8787917	0.2225909	0.2090150	0.4526531	0.9334156	0.3404475	0.8266367	0.0712599	0.5721154	0.4569654	0.0804732	1.0000000	0.0124651	0.1463887	0.9698368
0.4260865	0.8085000	0.2159677	0.2960335	0.7693700	0.9702529	0.9758680	0.9986484	0.4999789	0.0216691	0.6690985	0.9436976	0.7792313	0.4493489	0.7762620	0.7733146	0.6765611	0.9997117	0.9707078	0.4827356	0.0468846	0.9999341	0.0767483	0.5774679	0.5345404	0.6515806	0.9919608	0.9976245	0.6447988	0.6835704	0.5757878	0.0677580	0.0714069	0.3463450	0.0168901	0.8239847	0.1035698	0.5428884	0.9856923	0.0300930	0.6872233	0.1848621	0.7113399	0.0032310	0.0927477	0.9359593	0.4623528	0.3759696	0.1738912	0.3805764	0.5189582	0.9941176	0.4833813	0.3546861	0.9620546	0.5382312	0.9277557	0.2213767	0.0103211	0.8402861	0.9754498	0.4318500	0.9849728	0.6794360	0.7698028	0.9596629	0.4132700	0.1999984	0.8095921	0.1307729	0.4425081	0.3914685	0.8933495	0.1143954	0.1569660	0.1663472	0.8663460	0.0005362	0.0167662	0.9034008	0.9326820	0.5112657	0.0023031	0.1480757	0.9544542	0.8781365	0.2226484	0.2090118	0.4526564	0.9333800	0.3599297	0.8266478	0.0706822	0.5721880	0.4544110	0.0805258	1.0000000	0.0125142	0.1463132	0.9698427
0.4260861	0.8084987	0.2159655	0.2960335	0.7693700	0.9702519	0.9759881	0.9997272	0.9999997	0.0108053	0.6688335	0.9448629	0.7836739	0.4458955	0.8868278	0.7746763	0.6765585	0.9997112	0.9701961	0.4910913	0.0468902	0.9999567	0.0771114	0.5784566	0.5345418	0.6515806	0.9919606	0.9976204	0.6447988	0.6835687	0.5757878	0.0677580	0.0714069	0.3453967	0.0168901	0.8239850	0.1035697	0.5428883	0.9856922	0.0300930	0.6872233	0.1848621	0.7113399	0.0032310	0.0927475	0.9359618	0.4623397	0.3758266	0.1738922	0.3805757	0.5570712	0.9941176	0.4834000	0.3549767	0.9618267	0.5382303	0.9278527	0.2214090	0.0103147	0.8570997	0.9746247	0.2056145	0.9849813	0.6794368	0.7688404	0.9596628	0.4134333	0.1999264	0.8121940	0.1305737	0.4423660	0.3914685	0.8932173	0.1143946	0.1568429	0.1663478	0.8663557	0.0006341	0.0167662	0.9035366	0.9328911	0.5111651	0.0023029	0.1481550	0.9542764	0.8787918	0.2225915	0.2090052	0.4526536	0.9334152	0.3404466	0.8266474	0.0712549	0.5721880	0.4569650	0.0804732	1.0000000	0.0124652	0.1463882	0.9698368
