G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G68A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.2955217	0.7025902	0.4465146	0.0114315	0.6040387	0.3424687	0.2989542	0.6060106	0.2967668	0.1687017	0.1387159	0.4976298	0.0383727	0.3221053	0.0180106	0.1506123	0.3267632	0.0678534	0.2575114	0.1022524	0.3410109	0.0300240	0.7935829	0.8430123	0.0059006	0.0606237	0.0162019	0.5860725	0.3042736	0.1666142	0.3331494	0.0019380	0.0023935	0.5273960	0.1287247	0.7761568	0.6180965	0.6380531	0.3570185	0.5097891	0.0631502	0.6472250	0.6220134	0.3144180	0.5389222	0.1948380	0.3854447	0.0364873	0.6098681	0.0605750	0.3226377	0.1619891	0.4117958	0.5636823	0.5405852	0.0146660	0.2792449	0.7044813	0.3694234	0.6164435	0.1863470	0.6753116	0.3278511	0.3972644	0.4568106	0.0399517	0.6317758	0.1732506	0.1413148	0.4287569	0.0170791	0.6805647	0.6835041	0.5009587	0.3957827	0.6298073	0.2042809	0.4843153	0.4679465	0.6984747	0.3228433	0.6665807	0.6222128	0.1716431	0.3504738	0.1373744	0.7704379	0.1643177	0.0333069	0.5552630	0.5667880	0.3757975	0.6177096	0.6222520	0.4133267	0.5522072	0.1057699	0.2949784	0.6530217	0.2181836
0.5352325	0.3290613	0.4871413	0.0228018	0.5227686	0.4807118	0.3605142	0.6645711	0.3215692	0.1159891	0.1686626	0.6019109	0.0402757	0.2793407	0.0172450	0.2138391	0.2928924	0.0055521	0.0297292	0.1247061	0.3845534	0.0156644	0.6893980	0.7207644	0.0060487	0.0549180	0.0839502	0.5614537	0.4502883	0.1532531	0.2932385	0.0059930	0.0528277	0.5249538	0.2383118	0.5291614	0.7809053	0.5889589	0.3258032	0.5068291	0.0584512	0.5145452	0.7812929	0.3204208	0.6208906	0.2075677	0.4082274	0.1656129	0.7161200	0.0729443	0.4222393	0.1584605	0.4825299	0.6254835	0.5224764	0.0265894	0.3759322	0.5239118	0.6046916	0.7049696	0.3159000	0.6099874	0.2422965	0.3989545	0.4777967	0.0374579	0.5941582	0.2814502	0.1371495	0.5246866	0.0025864	0.4625254	0.7221557	0.5073789	0.3182223	0.7435703	0.1708237	0.4006766	0.4396954	0.8616585	0.2665060	0.5213778	0.6326879	0.2704098	0.3567842	0.1510015	0.9597979	0.1625881	0.1468829	0.5877071	0.6352957	0.2130887	0.5517458	0.5250375	0.4007321	0.5332937	0.0624865	0.6080212	0.6817374	0.1889191
0.5444203	0.7467668	0.3047685	0.0062110	0.5781044	0.4373404	0.3860277	0.6130325	0.3294937	0.1164119	0.1657634	0.7018235	0.0279397	0.3051954	0.0152735	0.2407003	0.3589131	0.0346211	0.2503007	0.1748781	0.4300863	0.0197896	0.6975921	0.7006202	0.0076116	0.0298894	0.0640150	0.5176192	0.4154901	0.1531234	0.1906093	0.0014879	0.0241758	0.4234066	0.1786747	0.6398106	0.6818160	0.5568837	0.4276200	0.5453097	0.0055659	0.5107457	0.5571044	0.3085684	0.5086473	0.2934055	0.3243535	0.0756970	0.6272680	0.0432796	0.4390299	0.2728544	0.3152258	0.5648686	0.5280851	0.0317818	0.3726580	0.7058440	0.2735794	0.5745320	0.1932374	0.6039264	0.2914383	0.2855084	0.6458022	0.0490775	0.6192334	0.2004198	0.1234655	0.6783679	0.0029728	0.4514559	0.6606408	0.4401269	0.3008404	0.6530066	0.1170327	0.4391287	0.3966011	0.7167770	0.2415842	0.5913515	0.6767470	0.1905362	0.3070331	0.1483318	0.5457660	0.1933135	0.0680658	0.6809327	0.6167472	0.2653876	0.6524115	0.5729319	0.4235046	0.6565394	0.1234082	0.3791423	0.8418379	0.1977759
0.5682353	0.5595618	0.4705541	0.0012707	0.5125976	0.3870689	0.2787968	0.6384030	0.3778443	0.1819565	0.1849372	0.7746556	0.0825206	0.5309058	0.0088846	0.2121272	0.3782684	0.0189721	0.1805003	0.2131788	0.4080705	0.0325432	0.5616171	0.5687627	0.0111226	0.0418164	0.0092031	0.5266974	0.3575042	0.2001498	0.1866969	0.0024429	0.0556221	0.4610509	0.2114653	0.6739860	0.7516553	0.4375461	0.3691888	0.5186717	0.0296089	0.5759665	0.6345726	0.1795994	0.5786420	0.2492074	0.3953213	0.1303082	0.7626900	0.0394909	0.3972734	0.2306298	0.3274393	0.5545156	0.4555653	0.0798141	0.3543051	0.7070405	0.4459743	0.8287596	0.1988330	0.5214991	0.2993585	0.3376667	0.4588175	0.0387508	0.5587219	0.2127315	0.1275492	0.6804587	0.0001329	0.4669756	0.6602442	0.4070077	0.2736575	0.6396243	0.1259575	0.4362915	0.2909579	0.6823122	0.4436170	0.6871740	0.6359030	0.2189897	0.2344562	0.2163242	0.7864811	0.1896551	0.0511699	0.6305898	0.6212517	0.3249417	0.6096631	0.5617727	0.2996192	0.7053828	0.1129042	0.3740403	0.7021162	0.2096266
0.6537559	0.5948607	0.6408767	0.0717634	0.2807498	0.3365107	0.3280155	0.6242992	0.4133461	0.1391178	0.1365242	0.5055835	0.0411507	0.2261964	0.0019123	0.1219716	0.2573996	0.0336813	0.1617405	0.1300186	0.3372742	0.0099717	0.6278630	0.8478333	0.0067874	0.0560099	0.0096150	0.5662717	0.5019180	0.1391261	0.2709032	0.0021654	0.0147220	0.5992348	0.1075752	0.5892734	0.6683235	0.5491078	0.3724369	0.5295944	0.0813520	0.6605701	0.5364645	0.2852551	0.5340519	0.2389616	0.4214676	0.0808110	0.7204152	0.0421449	0.2880403	0.2832143	0.2995356	0.4649319	0.4676159	0.0256121	0.2291319	0.7540666	0.4193708	0.7344004	0.2936423	0.5991202	0.2381182	0.2998709	0.4455225	0.0593513	0.7214922	0.2610119	0.1213910	0.3081097	0.0023714	0.5205336	0.7085205	0.3827966	0.4455250	0.5981244	0.1492565	0.3448175	0.3633747	0.7296206	0.2061774	0.7360883	0.5273103	0.2662007	0.2908383	0.1497663	0.6288631	0.1312053	0.0525926	0.5575640	0.7608961	0.4143783	0.7691678	0.6430141	0.4237496	0.5638554	0.0971693	0.3737655	0.5612831	0.1819235
0.5522871	0.6473126	0.4817680	0.0092310	0.4786111	0.1297402	0.2777106	0.6158455	0.2403323	0.1926652	0.1993425	0.5990403	0.0879959	0.2735721	0.0108956	0.1373865	0.3431886	0.1268963	0.1889994	0.0571688	0.3036057	0.0068861	0.6440056	0.7696251	0.0026107	0.0179010	0.0303856	0.5901016	0.4847279	0.1331427	0.1283289	0.0139399	0.0195685	0.6191376	0.1045585	0.6045121	0.7649171	0.2602189	0.4323727	0.4292381	0.0634052	0.6027734	0.5369440	0.2812825	0.6457417	0.2941518	0.5547356	0.0640863	0.7225473	0.0539792	0.4053876	0.2382724	0.3965271	0.6158300	0.6703791	0.0597090	0.3323113	0.6255775	0.4334565	0.6618981	0.3114053	0.7217790	0.2984312	0.3375566	0.3193679	0.0264471	0.6530148	0.3366872	0.1584714	0.5332331	0.0054858	0.4956154	0.6236988	0.4904923	0.3171188	0.6186025	0.1748028	0.5758339	0.3523751	0.6333435	0.3140832	0.5669343	0.5620445	0.1432498	0.2163768	0.0866530	0.7195543	0.3753824	0.0418108	0.6609316	0.8184635	0.3625344	0.7781145	0.4870999	0.3193260	0.6024687	0.0502947	0.2926588	0.7517838	0.1908268
0.5509895	0.5480841	0.5492403	0.0048467	0.4762090	0.4542375	0.1934924	0.6779718	0.3708739	0.1735668	0.1557144	0.5185904	0.1013177	0.4168271	0.0097453	0.1996716	0.3713663	0.0579413	0.1766290	0.1303038	0.3946902	0.0072781	0.5344790	0.7429433	0.0098885	0.0675023	0.0244910	0.5233294	0.4428769	0.1107822	0.2381473	0.0047185	0.0194930	0.4365718	0.1900212	0.5915316	0.6876983	0.3259842	0.4670189	0.5500841	0.0179282	0.4628311	0.6028366	0.2503973	0.5827008	0.2447464	0.4243681	0.0656911	0.6714872	0.0170574	0.3851925	0.3246497	0.4190535	0.5646120	0.6264725	0.0210304	0.4046179	0.7163372	0.3104663	0.5707263	0.2505137	0.6389118	0.1856661	0.3900553	0.4014462	0.0421628	0.6548513	0.3009669	0.1758652	0.6538313	0.0006533	0.4738264	0.5475990	0.5168361	0.4134401	0.6648253	0.1869535	0.5802925	0.4350111	0.6441315	0.3076558	0.6587202	0.6441326	0.1751207	0.3040326	0.0749729	0.6752009	0.1603821	0.0143694	0.7832301	0.7671673	0.4339391	0.6791268	0.5946362	0.3271292	0.5915858	0.1424490	0.3385985	0.7995444	0.1105994
0.5632638	0.6585977	0.4964775	0.0265556	0.6965927	0.3513365	0.3169943	0.3945411	0.2500820	0.1909973	0.1209515	0.5742739	0.0989877	0.6003992	0.0014215	0.1489476	0.3288797	0.0294834	0.2042953	0.1532503	0.3181340	0.0370805	0.5983609	0.7535511	0.0019628	0.0220729	0.0335390	0.4794638	0.4001011	0.1260710	0.2246864	0.0018385	0.0115721	0.5299403	0.0903301	0.6735597	0.7151811	0.5083360	0.4377423	0.5264995	0.0563964	0.5532579	0.5339622	0.2424484	0.6550090	0.1714869	0.3927171	0.0794437	0.5941632	0.0549059	0.4175123	0.1700915	0.3172593	0.5166164	0.5854747	0.0438044	0.3522898	0.6581458	0.3165724	0.6524771	0.1827162	0.5559958	0.2924157	0.3924663	0.4382490	0.0870234	0.5999551	0.2388447	0.1478478	0.4655273	0.0007481	0.5105516	0.5915588	0.4930972	0.4668246	0.6034820	0.1434507	0.4492255	0.4113235	0.7031028	0.3292681	0.4926721	0.6994500	0.1853160	0.2515721	0.1933481	0.7198288	0.2051234	0.0414235	0.7157329	0.6401581	0.3993979	0.6550589	0.6240320	0.2667446	0.6565652	0.1024344	0.3859544	0.6514057	0.1411937
0.5728695	0.6354870	0.4871155	0.0289321	0.6493469	0.3456199	0.3540573	0.7002077	0.1678593	0.1776971	0.1195884	0.5972293	0.0624626	0.2419021	0.0094600	0.1857366	0.4849238	0.1026491	0.1856545	0.0822236	0.3479748	0.0302133	0.7469505	0.6784549	0.0085320	0.0255731	0.0231313	0.5191420	0.4693534	0.1347050	0.2629760	0.0145248	0.0113321	0.5900467	0.0947322	0.6473912	0.6267654	0.5552259	0.4026959	0.5931699	0.0142930	0.5095112	0.6282099	0.2973897	0.5658563	0.1655236	0.4326679	0.0603959	0.7324494	0.0368695	0.2960500	0.2142645	0.2793049	0.4691285	0.6388517	0.0159196	0.3219274	0.6618729	0.4063671	0.6253170	0.2636396	0.5166818	0.3086648	0.3081581	0.3912233	0.0505102	0.6150099	0.2204966	0.1750438	0.3538473	0.0058666	0.4801436	0.7456972	0.5237366	0.4079207	0.6162296	0.2033104	0.4307894	0.3880240	0.6967591	0.2421376	0.5870292	0.7743112	0.2210489	0.2578292	0.0894930	0.6613992	0.1656303	0.1056190	0.7647550	0.6884453	0.4384525	0.6777726	0.5099417	0.3126931	0.6073886	0.1615533	0.4235414	0.7259137	0.0670245
0.5180605	0.7073927	0.6600001	0.0020228	0.6553537	0.4587640	0.3675475	0.6690240	0.4704258	0.0871816	0.1290881	0.5932115	0.0173346	0.3627949	0.0269708	0.1191756	0.2948570	0.0148459	0.3115451	0.1689709	0.4400060	0.0130537	0.7067200	0.7171571	0.0103128	0.0253534	0.0389046	0.5480928	0.4728022	0.1866926	0.3574804	0.0121551	0.0209381	0.5088569	0.1803647	0.7477915	0.6936337	0.5557638	0.3727545	0.5009765	0.0192464	0.4038459	0.6555654	0.2225916	0.6012853	0.2129865	0.4491317	0.0816076	0.7301451	0.1005175	0.3934724	0.2048409	0.3530752	0.4784517	0.5240727	0.0727859	0.2992476	0.5754337	0.3116117	0.6662658	0.2008985	0.6470487	0.2601835	0.2585864	0.4239429	0.0467903	0.6722349	0.3587960	0.1512374	0.5939449	0.0027770	0.5479296	0.5516432	0.4902172	0.3956897	0.6822226	0.1059817	0.4381516	0.2897845	0.7254675	0.3340770	0.5928888	0.6179145	0.1703610	0.2002263	0.2192872	0.7071768	0.1269764	0.0648859	0.6707981	0.5235082	0.3633541	0.7070835	0.6461550	0.3903449	0.5298806	0.0893546	0.2961270	0.6226856	0.2582336
