G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0016224	0.1162700	0.1624354	0.9593959	0.0004277	0.9705206	0.7978701	0.6776035	0.6510882	0.9988589	0.0378833	0.8528192	0.0093258	0.9997076	0.0831671	0.9285374	0.9792772	0.0169882	0.3489159	0.9084561	0.1830277	0.0039743	0.1518896	0.4149528	0.9899406	0.0241766	0.7196512	0.4565278	0.9699018	0.7415650	0.8006188	0.4057381	0.9963382	0.3064528	0.7445892	0.1227453	0.8816967	0.6034365	0.3147599	0.7626185	0.2662515	0.3922606	0.6164637	0.5022372	0.7717308	0.6340154	0.7320772	0.3685566	0.1392026	0.3427144	0.0000006	0.1275342	0.0866250	0.9822279	0.8288579	0.4407553	0.0060166	0.3056952	0.5493344	0.0032022	0.4461478	0.9104411	0.0040641	0.0854698	0.1915307	0.5207253	0.9244733	0.0808715	0.6900352	0.7270806	0.3368911	0.6004006	0.4056595	0.1459415	0.3320183	0.6482700	0.3300611	0.4736604	0.8243065	0.8416172	0.6538350	0.3028165	0.4333800	0.8285765	0.3397293	0.0350550	0.1955345	0.2509970	0.7071829	0.3676599	0.7137275	0.3594912	0.0074287	0.6870100	0.7332099	0.4136229	0.5680645	0.2020192	0.6025705	0.8743087
0.1602968	0.9992249	0.0003209	0.9560445	0.3997942	0.3000453	0.0000036	0.4955462	0.9999964	0.0010665	0.4688102	0.7392051	0.0081590	0.9948420	0.1869137	0.2893081	0.5595275	0.1588270	0.0824739	0.4744103	0.1580011	0.0233811	0.6464642	0.1817789	0.9956519	0.4078348	0.8496307	0.9999995	0.9638515	0.8415171	0.8319659	0.3494034	0.9999977	0.0818938	0.2915787	0.3260319	0.5833024	0.6816682	0.3214498	0.5171552	0.2142500	0.5959900	0.9912985	0.3346433	0.6760073	0.5680767	0.5566482	0.9251566	0.4654912	0.4232833	0.4556233	0.0013851	0.8407719	0.9980976	0.5382050	0.1594287	0.0084324	0.3151688	0.0005156	0.0743015	0.2655565	0.2122455	0.0392369	0.3606291	0.2783642	0.2041284	0.9999871	0.3779851	0.8492803	0.7343870	0.6059258	0.0656327	0.0662799	0.4030822	0.3877976	0.6750758	0.9559282	0.3124714	0.8632979	0.6760986	0.2572987	0.6125454	0.3125990	0.5931035	0.4516706	0.1534159	0.6563706	0.8251577	0.6631119	0.4378827	0.7095883	0.7440660	0.0875041	0.9927148	0.4039045	0.4011775	0.4218843	0.0023690	0.3116773	0.5833415
0.0773691	0.9150581	0.0026315	0.4032275	0.2639160	0.2347319	0.0002904	0.5657040	0.8703023	0.0096805	0.3090239	0.7821227	0.0211453	0.9413768	0.0000000	0.1923678	0.4475832	0.4911446	0.3790830	0.9220807	0.0000426	0.0164265	0.0682527	0.6456656	1.0000000	0.2269845	0.7012798	0.5905940	0.9682592	0.9910545	0.5644059	0.4525621	0.6083296	0.0009181	0.9192940	0.1445039	0.9319792	0.5165663	0.0714490	0.8532981	0.1373338	0.4984415	0.8884808	0.3050230	0.9840816	0.0836056	0.4219728	0.9445500	0.4938443	0.0782089	0.0000909	0.3841962	0.4734389	0.7881112	0.4850439	0.0927591	0.5053532	0.8807495	0.3932232	0.9627515	0.4720752	0.7156226	0.3296511	0.1742581	0.0361380	0.5108328	0.8813523	0.3627951	0.8294657	0.7365231	0.7443985	0.0184530	0.5425211	0.1955074	0.4101783	0.4402099	0.4140444	0.6390564	0.8412920	0.8659172	0.4967339	0.7850612	0.7922944	0.5219614	0.1565270	0.2806028	0.4526027	0.7890640	0.9690681	0.8498937	0.6102331	0.5763447	0.1053151	0.8938981	0.7863634	0.3266126	0.9323245	0.0000272	0.0710363	0.6877277
0.0840164	0.9991524	0.0006367	0.9216400	0.3828635	0.5651736	0.0063111	0.4950592	0.9635425	0.0454071	0.4029076	0.8426304	0.0121137	0.9470264	0.0000000	0.6608630	0.8499218	0.4389783	0.0164299	0.2325695	0.0004343	0.0336432	0.0578168	0.5226822	0.8538292	0.3074013	0.6975269	0.4114869	0.9580756	0.8160390	0.3930025	0.1408037	0.5752924	0.1100397	0.8972496	0.1254127	0.9111156	0.0005120	0.0340272	0.7047002	0.3463588	0.7443479	0.9957737	0.2351679	0.7251089	0.4070872	0.5943978	1.0000000	0.6401277	0.3252556	0.8906537	0.3498297	0.8803296	0.9680964	0.3728626	0.1517063	0.4913321	0.4483708	0.6077486	0.2952071	0.6092464	0.0204235	0.0294634	0.4084231	0.3619742	0.4762074	0.9999896	0.8832433	0.9960400	0.8307101	0.8321278	0.0125639	0.6010131	0.0773206	0.3261368	0.6855849	0.6762926	0.9521381	0.5082057	0.5181030	0.3718215	0.2969968	0.2637890	0.5863547	0.2527362	0.3694642	0.5411372	0.9419632	0.7036490	0.5918871	0.6526428	0.4647614	0.3120146	0.8487521	0.4675091	0.6645189	0.5877815	0.2054510	0.5181682	0.4696625
0.0811544	0.9956239	0.0012643	0.8985610	0.3320469	0.6734416	0.0062816	0.4962058	0.9986973	0.0453013	0.4052432	0.5322878	0.0179956	0.9994916	0.0971894	0.7369207	0.5283796	0.4481015	0.1205880	0.3610410	0.3474257	0.3020167	0.4957341	0.2238228	0.9247018	0.3239491	0.4853099	0.4530380	0.9404797	0.6538466	0.5791961	0.4530430	0.9999999	0.0486335	0.3705101	0.7500613	0.1923581	0.4764774	0.2004220	0.7932800	0.2848129	0.6763787	0.8150656	0.5647511	0.8878050	0.5396824	0.7000441	1.0000000	0.2968465	0.1849729	0.7445778	0.3449336	0.9036819	0.9765067	0.2113298	0.3136861	0.3823889	0.8026268	0.5944730	0.4758269	0.2913338	0.5585555	0.0000600	0.1728918	0.1032362	0.5760831	0.7896631	0.6366213	0.9666394	0.9080938	0.2980806	0.0472425	0.4849617	0.2484457	0.4905650	0.5352219	0.8717187	0.2631186	0.5348127	0.5103311	0.2472060	0.3753577	0.0306604	0.5688202	0.4804542	0.0244388	0.6229141	0.6051838	0.5942385	0.4343359	0.8950593	0.4726637	0.1582073	0.9768617	0.5646514	0.8412263	0.5782590	0.1480358	0.9277002	0.2376647
0.1826660	0.7995666	0.0002455	0.9791228	0.3009391	0.9574971	0.6381067	0.8185918	0.4726823	0.7735988	0.0312315	0.7780979	0.0069919	1.0000000	0.0000000	0.5504514	0.9405867	0.2105949	0.2567605	0.5446785	0.3144050	0.2276958	0.0214076	0.7307568	0.7669895	0.4538826	0.7955194	0.9187752	0.9507802	0.6490402	0.5675784	0.6294515	1.0000000	0.0004402	0.8744259	0.1952680	0.7640252	0.3073447	0.0364426	0.9643821	0.5356299	0.4801005	0.8648666	0.4254016	0.9983427	0.4919336	0.9148615	1.0000000	0.3173451	0.1990768	0.2550246	0.1081581	0.7361515	0.7607751	0.5897256	0.4614489	0.0356286	0.3137525	0.5117730	0.4778734	0.7230663	0.8113508	0.5673981	0.1582954	0.4714432	0.4828451	0.9999211	0.5274836	0.6852466	0.9266476	0.5157072	0.2261303	0.4142261	0.0049051	0.7853334	0.5283434	0.1996058	0.3226287	0.8023536	0.9002842	0.3069169	0.0049560	0.0589504	0.8968335	0.8018672	0.1430608	0.9630573	0.8177234	0.8559414	0.6026436	0.7035787	0.1457448	0.4391660	0.9985617	0.9002861	0.4269736	0.9802805	0.0129471	0.9518833	0.1600395
0.1237107	0.8169033	0.0014059	0.9101312	0.3319101	0.5068892	0.0631997	0.4967116	0.9977024	0.0477138	0.3660195	0.4039943	0.0191333	0.9762907	0.2889482	0.7169611	0.9873551	0.5391536	0.0356465	0.3110873	0.0703768	0.1654041	0.1319537	0.3375780	0.9996603	0.1080764	0.7729648	0.5888021	0.9433507	0.6738887	0.6276375	0.2010749	0.9999551	0.1391756	0.6229408	0.1712329	0.9684650	0.4213242	0.2543959	0.8154099	0.1776157	0.3725274	0.7706155	0.3476387	0.9082147	0.3822552	0.7830735	1.0000000	0.5313896	0.1985794	0.3945172	0.0471013	0.9888070	0.9741439	0.0462370	0.5087160	0.1690483	0.8211710	0.5434778	0.1007111	0.5083026	0.0306426	0.0129980	0.1640842	0.0670591	0.8376597	0.9999634	0.8825398	0.9972489	0.7408433	0.7473804	0.3652247	0.7061698	0.7430577	0.2787579	0.4965232	0.4532492	0.3980471	0.5461920	0.6237868	0.1256103	0.6335130	0.4130898	0.5736421	0.1140917	0.3024743	0.4143054	0.8657749	0.3386132	0.4370066	0.6685555	0.1751079	0.3181419	0.9784295	0.7658897	0.5067519	0.8595403	0.5795581	0.8014175	0.4785400
0.0000108	0.8307232	0.0001878	0.7087769	0.5408405	0.0449053	0.0000128	0.5803752	0.8450002	0.0020294	0.4066861	0.8609647	0.0059903	0.9999979	0.0208249	0.5173270	0.8426714	0.5740130	0.4527673	1.0000000	0.0095717	0.0876183	0.4924303	0.2248366	0.8964247	0.0109877	0.8654794	0.7389555	0.9652105	0.7495688	0.8229572	0.0507320	1.0000000	0.0293316	0.8249431	0.4918958	0.3970748	0.8651428	0.4280925	0.5336108	0.0033205	0.1393508	0.5388928	0.4057873	0.6490381	0.6729821	0.7091605	0.8578883	0.3146892	0.2696859	0.3277696	0.0125193	0.9737115	0.9964110	0.8009089	0.1755925	0.0582069	0.3739031	0.2120541	0.8256850	0.5071327	0.4696921	0.0380751	0.0683248	0.4144767	0.6271443	0.6849331	0.7757898	0.9553273	0.7509712	0.5462467	0.0053053	0.3520950	0.0506894	0.3973689	0.6143528	0.5116488	0.4865201	0.9083209	0.7947942	0.3209637	0.4625334	0.0761425	0.6779061	0.5085879	0.2796665	0.9662705	0.9059860	0.4333396	0.4276778	0.9325746	0.3604626	0.0583021	0.9956547	0.7351757	0.9422528	0.5208884	0.0062040	0.3173230	0.4800704
0.0420991	0.5930110	0.1719349	0.4912898	0.2575361	0.0933653	0.0342286	0.5848403	0.8374108	0.1074735	0.2275320	0.7419977	0.0197610	0.9646505	0.2107066	0.8143125	0.9216695	0.5984121	0.4792300	0.8170485	0.2845641	0.0591192	0.1582207	0.4068455	0.9537864	0.0788561	0.5539157	0.6689082	0.9554966	0.6420204	0.5506180	0.3737570	0.8383077	0.0405575	0.8451002	0.1902818	0.8931644	0.3705199	0.0999532	0.9198564	0.0029523	0.1339381	0.3935336	0.2973440	0.5013978	0.2863083	0.4892948	0.9595627	0.5754429	0.1223977	0.7187806	0.0087892	0.4402716	0.9819736	0.7539801	0.1774124	0.0514575	0.5201634	0.5076409	0.9782822	0.5448943	0.7239844	0.0090942	0.1776743	0.0136556	0.5136178	0.7940249	0.8503040	0.9358875	0.1442693	0.2305602	0.0481117	0.5495417	0.0047096	0.7451968	0.6117983	0.2256407	0.2854927	0.5060717	0.8384837	0.0980126	0.3971227	0.6360680	0.5664233	0.4607974	0.4062158	0.3478293	0.6236037	0.9639819	0.0789193	0.6001097	0.1442519	0.0182601	0.9873973	0.6001287	0.3479369	0.9054681	0.0011200	0.1821969	0.6371591
0.0155152	0.7486696	0.0124489	0.2931850	0.4073450	0.6142554	0.0055010	0.4672518	0.9976005	0.0423703	0.5798262	0.6757986	0.0677242	0.6453755	0.1974063	0.6891239	0.7393176	0.3271337	0.6313474	0.2496357	0.1858897	0.2325555	0.1095619	0.4883171	0.7890329	0.2770527	0.7836556	0.6868310	0.9805442	0.9177238	0.7819082	0.3533328	0.8870713	0.0019743	0.8783209	0.1119032	0.9306212	0.5192800	0.2243619	0.9958736	0.4636172	0.2348263	0.5562619	0.5306429	0.6442709	0.6414733	0.2763295	0.6567918	0.2120925	0.4377425	0.4955724	0.0000034	0.9346206	0.9184761	0.4809242	0.3189580	0.1369530	0.5882219	0.0869820	0.7672221	0.3698471	0.3110406	0.0597406	0.7040918	0.2046891	0.6309182	1.0000000	0.5763285	0.8959372	0.7573818	0.6380630	0.0099556	0.0309820	0.1980010	0.5247756	0.6212596	0.4010346	0.0794459	0.5045054	0.2878413	0.2325651	0.9896391	0.5846563	0.6069817	0.3457270	0.3410552	0.8653421	0.8735234	0.7966194	0.1398289	0.8658553	0.2409645	0.2166485	0.9999822	0.9997856	0.4621526	0.6897589	0.0027426	0.7519599	0.8144075
