Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G68A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.8466705	0.9278653	0.8350462	0.0173315	0.8966745	0.5939338	0.4563380	0.9947062	0.5450306	0.1752098	0.2131989	0.8762223	0.0544252	0.5135959	0.0154437	0.2987560	0.4587573	0.0443871	0.3075520	0.1620892	0.5391221	0.0212647	0.9542420	0.9877674	0.0098221	0.0525540	0.0285745	0.7746949	0.5822749	0.2106390	0.3695174	0.0034265	0.0227383	0.7548369	0.1816066	0.9904647	0.9907960	0.7427357	0.5929114	0.7588922	0.0356641	0.7978445	0.9062264	0.3566373	0.8173627	0.3179165	0.5839696	0.0974061	1.0000000	0.0546213	0.5371742	0.3076618	0.5070299	0.7507194	0.7822295	0.0318467	0.5151703	0.9589065	0.5353274	0.9759606	0.3440983	0.9241089	0.4219732	0.4857814	0.6042680	0.0582054	0.9147685	0.3577788	0.2010110	0.8312160	0.0004599	0.7314778	0.9932887	0.6669551	0.5424236	0.9585326	0.2334680	0.7372700	0.5231133	0.9500700	0.4300330	0.8926307	0.9096075	0.2982532	0.3765494	0.1916915	0.9864186	0.2541794	0.0585985	0.9693409	0.8964044	0.5151962	0.9525166	0.8775506	0.5684935	0.8352281	0.1562931	0.5316621	1.0000000	0.2363959
50	0.8470808	0.9278303	0.3065116	0.0204579	0.2404154	0.8634389	0.2556945	0.9947118	0.4600781	0.2366455	0.2119469	0.9023308	0.0630535	0.4031793	0.0154387	0.2971373	0.4588286	0.0935188	0.7789989	0.4424880	0.5391221	0.0212645	0.9554469	0.3385116	0.0103608	0.0338469	0.0282916	0.8036593	0.7519320	0.2106443	0.3575998	0.0945808	0.3399938	0.3060996	0.1756673	0.9912271	0.9913619	0.8414885	0.4908169	0.7473101	0.0303581	0.7987061	0.8544024	0.6520186	0.8150728	0.3185498	0.7280204	0.3514601	1.0000000	0.0546213	0.4839811	0.3453804	0.4902226	0.7474747	0.7942230	0.0326604	0.5169894	0.9645226	0.5254156	0.9407663	0.3456903	0.7115931	0.4992350	0.4568103	0.6608452	0.0504752	0.8386471	0.3577551	0.2140398	0.8074395	0.2562383	0.8033265	0.9965966	0.4843312	0.5158304	0.9615980	0.2269075	0.7368208	0.9074798	0.7646238	0.4302086	0.8862013	0.6663100	0.2794810	0.3808655	0.7845447	0.9865790	0.7255107	0.0575153	0.9777090	0.8723070	0.7222066	0.9540266	0.8591692	0.5996411	0.8353387	0.1611204	0.4425337	1.0000000	0.2277092
100	0.8506200	0.9264808	0.1277382	0.0307966	0.0875209	0.9516772	0.2050405	0.9948840	0.3749882	0.2589688	0.2019170	0.9445961	0.0851759	0.3811550	0.0151585	0.2854525	0.4591125	0.2500395	0.9225534	0.4523608	0.5391167	0.0212629	0.9550595	0.2411353	0.0219253	0.0283888	0.0264222	0.8562546	0.8114741	0.2107280	0.3246828	0.1004891	0.4321429	0.1303610	0.1632049	0.9937943	0.9922342	0.8703207	0.3377776	0.7023518	0.0205493	0.7653434	0.7461334	0.7065723	0.7912261	0.3219536	0.7669043	0.4295244	1.0000000	0.0546213	0.5087492	0.4649024	0.3544336	0.7354222	0.8146629	0.0325203	0.5225847	0.9764732	0.5160784	0.8790711	0.3978386	0.6181821	0.4606234	0.4124845	0.7416004	0.0455560	0.7633980	0.3571849	0.2596292	0.5919819	0.3597404	0.9002540	0.9960658	0.4524834	0.4728283	0.9633423	0.2165123	0.7634292	0.9610258	0.6800999	0.4430019	0.8570228	0.6037064	0.2856987	0.3985031	0.9108782	0.9863127	0.8487610	0.0542078	0.9764359	0.8533100	0.7741578	0.9514909	0.7791367	0.7856005	0.8346984	0.1488575	0.3273108	1.0000000	0.1993812
150	0.8565705	0.9214782	0.0666510	0.0414510	0.0514473	0.9805525	0.2160435	0.9955307	0.3167219	0.2643912	0.1869742	0.9674772	0.1037745	0.3796653	0.0140725	0.2700363	0.4601246	0.3872618	0.9666521	0.4687572	0.5390866	0.0212652	0.9487348	0.2228648	0.0558732	0.0275416	0.0242447	0.8876436	0.8296384	0.2110227	0.2938659	0.1008940	0.5321828	0.0618410	0.1543253	0.9953418	0.9926163	0.8649174	0.2900689	0.6406514	0.0147489	0.7052579	0.6802584	0.7116399	0.7443644	0.3281958	0.7896033	0.4509394	1.0000000	0.0546213	0.5292902	0.5659412	0.2187758	0.7245781	0.8287794	0.0307093	0.5280859	0.9820848	0.5111599	0.8868449	0.5298660	0.5718453	0.4282746	0.3872765	0.7359071	0.0402904	0.7446622	0.3519595	0.3031967	0.3194431	0.4266645	0.9474011	0.9922271	0.4500609	0.4506618	0.9558606	0.2124638	0.8357260	0.9717144	0.6909664	0.4657208	0.8242452	0.5875766	0.2854196	0.4261246	0.9382366	0.9844385	0.8816543	0.0505376	0.9589519	0.8748763	0.7813432	0.9437985	0.7030311	0.9069304	0.8307875	0.1300651	0.2858327	1.0000000	0.1644546
200	0.8622458	0.9136688	0.0444902	0.0472140	0.0424613	0.9899112	0.2507090	0.9964548	0.2876845	0.2618650	0.1749505	0.9780240	0.1131899	0.3885439	0.0124093	0.2588865	0.4618041	0.4579421	0.9808974	0.5376332	0.5390342	0.0212730	0.9436247	0.2117219	0.1093757	0.0285399	0.0229400	0.9017786	0.8311041	0.2116319	0.2743991	0.1011696	0.6024194	0.0352896	0.1498582	0.9962521	0.9925799	0.8376885	0.2888568	0.5853698	0.0115933	0.6540507	0.6550378	0.7047635	0.7060300	0.3351615	0.8677285	0.4558864	1.0000000	0.0546213	0.5540799	0.6313513	0.1478642	0.7186153	0.8406009	0.0291897	0.5309373	0.9822143	0.5080106	0.8944508	0.6658072	0.5465241	0.4100426	0.3762225	0.7119433	0.0374550	0.7534897	0.3279246	0.3323869	0.1937301	0.5285757	0.9667010	0.9890745	0.4548709	0.4294723	0.9532563	0.2123588	0.8905982	0.9752548	0.7127410	0.4777541	0.7978178	0.5832537	0.2856677	0.4499958	0.9450360	0.9777522	0.8921548	0.0478298	0.9128614	0.9065148	0.7787145	0.9367419	0.6510484	0.9506091	0.8235257	0.1168814	0.2626095	1.0000000	0.1373486
250	0.8666855	0.9057913	0.0344473	0.0472968	0.0397985	0.9926976	0.2878324	0.9972670	0.2781510	0.2565541	0.1673009	0.9838248	0.1151130	0.4060825	0.0107938	0.2526082	0.4635543	0.4826681	0.9863198	0.6337563	0.5389798	0.0212813	0.9402133	0.1988153	0.1663179	0.0299977	0.0224394	0.9070766	0.8266045	0.2124851	0.2658514	0.1024592	0.6302607	0.0250573	0.1485224	0.9971161	0.9922546	0.8014983	0.2979780	0.5470351	0.0092891	0.6259376	0.6499854	0.6966141	0.6915497	0.3409379	0.9433267	0.4567028	1.0000000	0.0546213	0.6012714	0.6788860	0.1139218	0.7169663	0.8560875	0.0282526	0.5308881	0.9790543	0.5060703	0.8906897	0.7465510	0.5318279	0.3963606	0.3744574	0.6998054	0.0370644	0.7760787	0.2755361	0.3542568	0.1478099	0.5851524	0.9748587	0.9877824	0.4658613	0.3980572	0.9589822	0.2116787	0.9179833	0.9782355	0.7270987	0.4801130	0.7755566	0.5818612	0.2879002	0.4642458	0.9475727	0.9651022	0.8999070	0.0465227	0.8620722	0.9292446	0.7750973	0.9323071	0.6078822	0.9676685	0.8157610	0.1099916	0.2434589	1.0000000	0.1217892
300	0.8699541	0.8997215	0.0293152	0.0431613	0.0386010	0.9933665	0.3169927	0.9978268	0.2792695	0.2512798	0.1627566	0.9871307	0.1128472	0.4289216	0.0095676	0.2495769	0.4650556	0.4846203	0.9889593	0.7050270	0.5389364	0.0212882	0.9372864	0.1865004	0.2110241	0.0311074	0.0223981	0.9082688	0.8210117	0.2132866	0.2649413	0.1056254	0.6388519	0.0211095	0.1494846	0.9977589	0.9917746	0.7689189	0.3058028	0.5242221	0.0077907	0.6157646	0.6521038	0.6917203	0.6924038	0.3449014	0.9785310	0.4567812	1.0000000	0.0546213	0.6508613	0.7149692	0.0968163	0.7177699	0.8689435	0.0277221	0.5287169	0.9745212	0.5053740	0.8843421	0.7807705	0.5227742	0.3864390	0.3758398	0.6994581	0.0376541	0.7923803	0.2158546	0.3740286	0.1333300	0.6068926	0.9788959	0.9875589	0.4763496	0.3733284	0.9662534	0.2108425	0.9297119	0.9804097	0.7344104	0.4786828	0.7635255	0.5811836	0.2907983	0.4714701	0.9488434	0.9506550	0.9053389	0.0463640	0.8300007	0.9408430	0.7729034	0.9299519	0.5741251	0.9742271	0.8106121	0.1068818	0.2289020	1.0000000	0.1147824
350	0.8722363	0.8958677	0.0270203	0.0371405	0.0377299	0.9934646	0.3360371	0.9981716	0.2850060	0.2471112	0.1601139	0.9889539	0.1090954	0.4524629	0.0087680	0.2483554	0.4662792	0.4777537	0.9903766	0.7437489	0.5389061	0.0212939	0.9348343	0.1771035	0.2417660	0.0316342	0.0225498	0.9077345	0.8162276	0.2137539	0.2683525	0.1100988	0.6431215	0.0195386	0.1522799	0.9981455	0.9912858	0.7458716	0.3105010	0.5112647	0.0069751	0.6145436	0.6550462	0.6902562	0.6978302	0.3472553	0.9919020	0.4568635	1.0000000	0.0546213	0.6849140	0.7390706	0.0872937	0.7195050	0.8761750	0.0274349	0.5255872	0.9696145	0.5055695	0.8803466	0.7947307	0.5168639	0.3805664	0.3770069	0.7049542	0.0382510	0.7997042	0.1702547	0.3901704	0.1323377	0.6084057	0.9811908	0.9876909	0.4827222	0.3600620	0.9713313	0.2105746	0.9340899	0.9814784	0.7376828	0.4767399	0.7595968	0.5807003	0.2936771	0.4749514	0.9494656	0.9385902	0.9080194	0.0468745	0.8132640	0.9445822	0.7722560	0.9287942	0.5532685	0.9765913	0.8085054	0.1055741	0.2199821	1.0000000	0.1127833
400	0.8737196	0.8937945	0.0262600	0.0312268	0.0369626	0.9934486	0.3470177	0.9983740	0.2917748	0.2441749	0.1585964	0.9899975	0.1054308	0.4728921	0.0083020	0.2480393	0.4671343	0.4690413	0.9911247	0.7636355	0.5388862	0.0212987	0.9330884	0.1706761	0.2636012	0.0317128	0.0227420	0.9066559	0.8127288	0.2138343	0.2735706	0.1146716	0.6470683	0.0188310	0.1563712	0.9983900	0.9908942	0.7321638	0.3130119	0.5033507	0.0065757	0.6160133	0.6567190	0.6904953	0.7027525	0.3484808	0.9967552	0.4570085	1.0000000	0.0546214	0.7037087	0.7536881	0.0815053	0.7213892	0.8794666	0.0272875	0.5224998	0.9652961	0.5061457	0.8782760	0.8029284	0.5130368	0.3776122	0.3774817	0.7123270	0.0385985	0.8025960	0.1410948	0.4022113	0.1407065	0.5983966	0.9827884	0.9878542	0.4858171	0.3537758	0.9741895	0.2105587	0.9351054	0.9818804	0.7390359	0.4751552	0.7589067	0.5803216	0.2962542	0.4766758	0.9497428	0.9302308	0.9091000	0.0476401	0.8046158	0.9438422	0.7724704	0.9282108	0.5429678	0.9774419	0.8081592	0.1050235	0.2156748	1.0000000	0.1133557
450	0.8746160	0.8928734	0.0261663	0.0264493	0.0363033	0.9934258	0.3528713	0.9984906	0.2977977	0.2422441	0.1577247	0.9906317	0.1024941	0.4883021	0.0080585	0.2481207	0.4675373	0.4613287	0.9915233	0.7748135	0.5388736	0.0213022	0.9319605	0.1662689	0.2806245	0.0315659	0.0229060	0.9055817	0.8104120	0.2136521	0.2789946	0.1188114	0.6507112	0.0184122	0.1610048	0.9985568	0.9906345	0.7251123	0.3143645	0.4977434	0.0063943	0.6173545	0.6571784	0.6911768	0.7060321	0.3490267	0.9985201	0.4571573	1.0000000	0.0546214	0.7133357	0.7625333	0.0778477	0.7231236	0.8807795	0.0272174	0.5199874	0.9622077	0.5067616	0.8770796	0.8099259	0.5107658	0.3763180	0.3775532	0.7196134	0.0387404	0.8040409	0.1231222	0.4112015	0.1600945	0.5826866	0.9840655	0.9879496	0.4871524	0.3508127	0.9756378	0.2105258	0.9345296	0.9819887	0.7395669	0.4739326	0.7590263	0.5800515	0.2984101	0.4776110	0.9498640	0.9249458	0.9095045	0.0484004	0.7998114	0.9410766	0.7729773	0.9278659	0.5390338	0.9777644	0.8085338	0.1047695	0.2141114	1.0000000	0.1150180
500	0.8751242	0.8925902	0.0262799	0.0230247	0.0357873	0.9934122	0.3559111	0.9985575	0.3024601	0.2410283	0.1572162	0.9910329	0.1003847	0.4985969	0.0079481	0.2483347	0.4675770	0.4553689	0.9917527	0.7819812	0.5388656	0.0213047	0.9312417	0.1630431	0.2947520	0.0313573	0.0230225	0.9047210	0.8089992	0.2133599	0.2838200	0.1225280	0.6535910	0.0180825	0.1653978	0.9986722	0.9904878	0.7219438	0.3151689	0.4931774	0.0063164	0.6179245	0.6570138	0.6918008	0.7079646	0.3492098	0.9991834	0.4572699	1.0000000	0.0546213	0.7183961	0.7682660	0.0755431	0.7246190	0.8812436	0.0271876	0.5181737	0.9603455	0.5072802	0.8762537	0.8163086	0.5096050	0.3758118	0.3774731	0.7258962	0.0387716	0.8051284	0.1115550	0.4181199	0.1924050	0.5655950	0.9851021	0.9879801	0.4876928	0.3493552	0.9763279	0.2104474	0.9332050	0.9819887	0.7397681	0.4729796	0.7592306	0.5798897	0.3001155	0.4781779	0.9499225	0.9216486	0.9096705	0.0490325	0.7968359	0.9378277	0.7734838	0.9276212	0.5382262	0.9779001	0.8090963	0.1046337	0.2137597	1.0000000	0.1169191
550	0.8754402	0.8926247	0.4590839	0.0183126	0.6047938	0.5853072	0.6326336	0.9985960	0.3829416	0.1761717	0.1569497	0.9898767	0.0887549	0.6151295	0.0079114	0.2489409	0.4656179	0.3692699	0.5443901	0.5278972	0.5388606	0.0213005	0.9511963	0.6314844	0.2413417	0.0555315	0.0231625	0.8909353	0.6357513	0.2130454	0.2939402	0.0322728	0.3510571	0.4909806	0.1751470	0.9983325	0.9889801	0.5348025	0.4119071	0.5284362	0.0066888	0.6172559	0.7129158	0.3965566	0.7159309	0.3490515	0.9928934	0.1957344	1.0000000	0.0546213	0.6953322	0.7008195	0.0865390	0.7362288	0.8840156	0.0272387	0.5156320	0.9666603	0.5056823	0.8797649	0.8157389	0.7107681	0.2795766	0.3829576	0.7319896	0.0472561	0.7803242	0.1061053	0.4172728	0.2784236	0.2580220	0.9776460	0.9887770	0.6793435	0.3511492	0.9791236	0.2106490	0.9319000	0.7764806	0.6786761	0.4701571	0.7735744	0.8225824	0.3170187	0.4493955	0.3893958	0.9244332	0.5531143	0.0506166	0.7191381	0.9424767	0.5420349	0.9240065	0.5642631	0.9746014	0.8054511	0.1075361	0.1773859	0.9999922	0.1247455
600	0.8756469	0.8933858	0.6054172	0.0129655	0.7152808	0.4523334	0.6973767	0.9986159	0.4702780	0.1518232	0.1573665	0.9824866	0.0655513	0.6405714	0.0079591	0.2534026	0.4639498	0.1852214	0.3674810	0.3854977	0.5388569	0.0212756	0.9647727	0.7471717	0.1159096	0.0622825	0.0239036	0.8500824	0.5732568	0.2125480	0.3256050	0.0145222	0.1090607	0.6597701	0.1946985	0.9963298	0.9855549	0.4884600	0.5405997	0.6153394	0.0081825	0.6707817	0.8219253	0.3396660	0.7588333	0.3477789	0.9895632	0.1114179	1.0000000	0.0546213	0.6460322	0.5234298	0.1262014	0.7665590	0.8837201	0.0276124	0.5128157	0.9658382	0.5070081	0.9119220	0.7128416	0.7664722	0.2996203	0.4100112	0.7395550	0.0540761	0.7696610	0.1310193	0.3868469	0.5613826	0.1032548	0.9375682	0.9940409	0.7276928	0.3603960	0.9840632	0.2102491	0.9194744	0.7501386	0.5947244	0.4529910	0.7850249	0.8843435	0.2922072	0.3959007	0.2447135	0.9436289	0.5047729	0.0548523	0.8366386	0.9453065	0.5004860	0.9177917	0.6675365	0.9175830	0.8004257	0.1315844	0.2137903	0.9999975	0.1508421
650	0.8746557	0.8967692	0.6579626	0.0099765	0.7680437	0.4126650	0.6788598	0.9986091	0.5526812	0.1427595	0.1596509	0.9653460	0.0488237	0.6452529	0.0082766	0.2644046	0.4628782	0.0799354	0.3111890	0.2719201	0.5388537	0.0212544	0.9690073	0.8451222	0.0469010	0.0625308	0.0255743	0.8046999	0.5526171	0.2118285	0.3628935	0.0056160	0.0397483	0.6987402	0.2121386	0.9933300	0.9839547	0.5310418	0.5875943	0.6848545	0.0089196	0.7346576	0.8846111	0.3345998	0.7993447	0.3439385	0.9232690	0.0901850	1.0000000	0.0546213	0.6113002	0.3809233	0.3412988	0.7907502	0.8839886	0.0281726	0.5113118	0.9634035	0.5138610	0.9533688	0.5032358	0.7724603	0.3325426	0.4515536	0.7404558	0.0616060	0.8033059	0.2086786	0.3190361	0.7756211	0.0412882	0.8908388	0.9970783	0.7385085	0.3714193	0.9852525	0.2076763	0.8829936	0.7342845	0.5982173	0.4406405	0.7676408	0.8994617	0.2994406	0.3650218	0.2038620	0.9630453	0.5001932	0.0598214	0.9039908	0.9326480	0.5137054	0.9165467	0.7596399	0.7315632	0.8025908	0.1427674	0.3240304	0.9999992	0.1928310
700	0.8713781	0.9038635	0.6973101	0.0086651	0.8173250	0.4337897	0.6365621	0.9985443	0.6099039	0.1400584	0.1654204	0.9319750	0.0400799	0.6409130	0.0091233	0.2796693	0.4619726	0.0409674	0.2945930	0.1907540	0.5388517	0.0212441	0.9687373	0.9200046	0.0220776	0.0596802	0.0276986	0.7720257	0.5500355	0.2112067	0.3913157	0.0037095	0.0259651	0.6880383	0.2229960	0.9914120	0.9854004	0.6117807	0.6015836	0.7250276	0.0101444	0.7739908	0.9078836	0.3407503	0.8197035	0.3375637	0.7355212	0.0889245	1.0000000	0.0546213	0.5882273	0.3101624	0.5245585	0.7974142	0.8713797	0.0286164	0.5106834	0.9617843	0.5296216	0.9762778	0.3993388	0.7815284	0.3621585	0.4825789	0.7439753	0.0662622	0.8724424	0.2900044	0.2582169	0.8898498	0.0165313	0.8541223	0.9971512	0.7294327	0.4058874	0.9818096	0.2078994	0.8282514	0.6723006	0.7502523	0.4356948	0.7517838	0.9030772	0.3178769	0.3543763	0.1941868	0.9745006	0.4489858	0.0637773	0.9355730	0.9073664	0.5330479	0.9190972	0.8201227	0.6205874	0.8101583	0.1368810	0.4388478	0.9999997	0.2352396
