Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.0079307	0.5315857	0.7417521	0.0715973	0.3173030	0.0004242	0.0393367	0.0167766	0.5680691	0.3431605	0.0773504	0.0661436	0.0048639	0.0654416	0.6386325	0.2410858	0.2860218	0.7275406	0.6304634	0.5726223	0.0420453	0.4697195	0.6348433	0.7602426	0.6517621	0.4213462	0.5921695	0.0952129	0.1802665	0.0520742	0.1871011	0.0411848	0.4674448	0.5190114	0.1491371	0.7166202	0.2127064	0.5423785	0.2787690	0.0123556	0.6371695	0.2922789	0.0457597	0.0562951	0.5095667	0.4105460	0.5055356	0.6084733	0.6359363	0.2539053	0.0342252	0.2950180	0.5891011	0.0013145	0.5161519	0.3326643	0.6582364	0.2247768	0.2864125	0.6506493	0.5443212	0.3639043	0.1863336	0.2423524	0.3004512	0.3584518	0.6093894	0.5649156	0.3137805	0.0314484	0.2781511	0.1529744	0.2562834	0.6010691	0.1997006	0.2493965	0.5830711	0.1170957	0.1179414	0.3517512	0.4900925	0.6524239	0.0855655	0.4507033	0.6944805	0.2029847	0.1756009	0.4050379	0.3700033	0.5841212	0.3706992	0.0812850	0.2388055	0.4177178	0.0397888	0.3573942	0.1535887	0.0421929	0.3887156	0.7076352
50	0.0008411	0.4119077	0.7031830	0.1180732	0.1542356	0.0003145	0.0289200	0.0482982	0.5499216	0.2859220	0.1186015	0.2447588	0.0085585	0.1050775	0.6264288	0.2915622	0.3206046	0.6007864	0.7346778	0.7257420	0.0568565	0.5654654	0.6278034	0.6404385	0.3865057	0.3989038	0.7326081	0.0619061	0.1042667	0.0375005	0.0872261	0.0887990	0.4827724	0.4638627	0.1181736	0.7298708	0.1675330	0.3104689	0.3937857	0.3106483	0.6735131	0.3268835	0.0634718	0.1723971	0.4484057	0.2237037	0.3626628	0.6060732	0.6999607	0.2417910	0.0619555	0.3311452	0.6373285	0.0015240	0.5461189	0.2526980	0.5106068	0.1423228	0.3559660	0.6879698	0.5629877	0.5217457	0.2510035	0.0653653	0.2882510	0.3897181	0.7090525	0.4544399	0.3675446	0.0528925	0.1446129	0.2812084	0.1551664	0.6558368	0.1894194	0.1952687	0.5203655	0.6187512	0.1605928	0.2975375	0.4148245	0.5397951	0.2260051	0.5593968	0.5909858	0.2533490	0.2716396	0.3042527	0.3300310	0.4768594	0.3948411	0.2462029	0.2998956	0.2871511	0.0464837	0.4732998	0.2175854	0.0152780	0.1518317	0.5892620
100	0.0047629	0.3323606	0.6684332	0.0545497	0.1486471	0.0002341	0.0317703	0.0765719	0.4552213	0.3028083	0.1072854	0.4230472	0.0117313	0.1327527	0.5581322	0.4129620	0.3912197	0.5322017	0.6034866	0.5644046	0.0406427	0.5531992	0.6173217	0.7734405	0.3574470	0.3940019	0.5569531	0.0593586	0.1132239	0.0492922	0.0237629	0.0589683	0.5024464	0.3511821	0.1531413	0.7386432	0.1451734	0.3358271	0.3469378	0.3839348	0.7029002	0.3286530	0.0715985	0.2484088	0.3974164	0.1615057	0.3617229	0.5268281	0.6967107	0.2147925	0.0378006	0.2800005	0.5823265	0.0001074	0.7642132	0.1406201	0.5441222	0.1285095	0.2924069	0.7377435	0.5268467	0.6205589	0.3531292	0.0549111	0.2543728	0.3981958	0.6506383	0.5463979	0.3546939	0.0816457	0.0922185	0.2908667	0.1964074	0.6289637	0.1601995	0.1194735	0.4575315	0.6592385	0.1508225	0.3594125	0.5099303	0.7208525	0.2458891	0.3927125	0.6984653	0.3995902	0.2836334	0.4760533	0.3857094	0.5246999	0.3150687	0.2691432	0.2683822	0.2522285	0.0336644	0.4288851	0.1577283	0.0097868	0.0707687	0.5941697
150	0.0564347	0.2913087	0.5312605	0.0691741	0.1267505	0.0245430	0.0267077	0.0624715	0.5689808	0.3312691	0.1038106	0.3199108	0.0099024	0.0994001	0.6548822	0.3005522	0.3169286	0.6997298	0.6005791	0.5579238	0.1202307	0.6463908	0.6585688	0.8101220	0.3922723	0.5588765	0.6411718	0.0732473	0.0656499	0.0268650	0.0210092	0.0859576	0.3917107	0.3602160	0.1739390	0.6635060	0.1231100	0.3972158	0.4506012	0.4076473	0.7529174	0.3139132	0.1017656	0.1934864	0.4549026	0.1145169	0.4800232	0.6795477	0.6602389	0.2561508	0.0742977	0.2969688	0.5910352	0.0001002	0.6278770	0.2084874	0.4866746	0.1362831	0.2510833	0.8439707	0.3284030	0.5922678	0.3135528	0.0900033	0.3131034	0.3290749	0.8164779	0.4776802	0.2846927	0.0584947	0.1205716	0.2590476	0.1948595	0.5624092	0.0836706	0.1212163	0.3771878	0.7270480	0.0766353	0.2686254	0.4760568	0.7302043	0.2188090	0.4017386	0.7014022	0.3782805	0.3630425	0.3370162	0.3738000	0.4563243	0.3621295	0.2438026	0.2811184	0.2905085	0.0257797	0.3710173	0.1044052	0.0190469	0.0380359	0.5371969
200	0.0055889	0.3497362	0.6217246	0.0713250	0.1778680	0.0012691	0.0234549	0.0634749	0.5218087	0.3428812	0.1324793	0.3787422	0.0033652	0.0654110	0.6770993	0.2810249	0.3002943	0.6122071	0.6586792	0.5638767	0.1369875	0.7140436	0.5820537	0.7727089	0.4737005	0.5046070	0.5442515	0.0744871	0.0471217	0.0211270	0.0067553	0.1317983	0.3685821	0.3140926	0.2321851	0.6261893	0.1142386	0.2800654	0.3270518	0.5009094	0.8200403	0.2811304	0.1379382	0.2049887	0.4086420	0.0984870	0.3512732	0.5313135	0.7092748	0.2996416	0.0836579	0.3685696	0.6920036	0.0003553	0.6410700	0.1649760	0.4310092	0.1395120	0.3851552	0.7246233	0.3278348	0.5501731	0.2403353	0.2040859	0.3138291	0.4110388	0.7677515	0.5326610	0.3319869	0.0550566	0.1025351	0.2321369	0.2640483	0.5495171	0.1585450	0.0981282	0.3202028	0.5863791	0.0765860	0.2948306	0.4054844	0.7587435	0.2312661	0.4760322	0.6380372	0.2973406	0.3567703	0.3534068	0.2575054	0.5496563	0.3407335	0.3308643	0.2132890	0.2493481	0.0389266	0.3657820	0.1584785	0.0104342	0.0395119	0.5034926
250	0.0018882	0.4084730	0.6080411	0.1040825	0.1336331	0.0003586	0.0449947	0.0322892	0.6055184	0.3583941	0.1088708	0.3410111	0.0055560	0.0615579	0.4701452	0.2963519	0.2615954	0.7246285	0.5006170	0.7080101	0.1717702	0.7605119	0.5392285	0.8030215	0.3913703	0.4014808	0.6668660	0.0776036	0.0887805	0.0248482	0.0168986	0.1596108	0.3980943	0.3270352	0.2780043	0.6067198	0.1025261	0.3344225	0.3079481	0.4016207	0.7269517	0.2214784	0.2289744	0.1927818	0.4521553	0.1416584	0.4539928	0.6223035	0.6412995	0.1753597	0.0353343	0.3089000	0.6340851	0.0010946	0.6827255	0.0815652	0.5050164	0.2240232	0.3900346	0.6604558	0.2490235	0.6547030	0.2691963	0.2333101	0.2864473	0.2632825	0.7283383	0.5121089	0.3072372	0.1060654	0.1024204	0.2316942	0.3859457	0.6288586	0.0749763	0.1368911	0.3544034	0.6301285	0.1418354	0.3017326	0.4783389	0.5923852	0.2527695	0.4029243	0.7995972	0.2773595	0.3523935	0.3596380	0.2005358	0.5762282	0.2587150	0.2518031	0.2533968	0.3557634	0.1043226	0.4987823	0.1848705	0.0106576	0.0146869	0.5521894
300	0.0110252	0.3951692	0.7666109	0.0745164	0.1146458	0.0000592	0.0221875	0.0525137	0.3641313	0.3684900	0.1306378	0.3506215	0.0025691	0.1156575	0.5199041	0.2539029	0.3061770	0.7216149	0.5268010	0.6170617	0.1550376	0.6165321	0.7913120	0.6762951	0.3866253	0.4941434	0.6426935	0.0482944	0.0426834	0.0315639	0.0090519	0.0827513	0.4327585	0.3141849	0.2142920	0.5630525	0.1685292	0.3330369	0.3768245	0.5920058	0.6221241	0.2039637	0.3382193	0.1512954	0.4087778	0.1652151	0.4891958	0.6122869	0.6856233	0.1395923	0.1063628	0.2764931	0.5962237	0.0000350	0.7248948	0.1424012	0.4612823	0.1945109	0.3340801	0.6508163	0.3758202	0.4784921	0.3036198	0.2428180	0.3313908	0.3080079	0.6352140	0.5041095	0.3120855	0.1191582	0.0586763	0.2576719	0.4116550	0.6809362	0.0642032	0.0681249	0.3440368	0.5048824	0.0866715	0.3690951	0.4160606	0.5528619	0.3377306	0.3544832	0.6250134	0.3139799	0.4416793	0.3352369	0.3550723	0.7672987	0.3210561	0.2506992	0.3524015	0.2943287	0.1207381	0.3926255	0.2048538	0.0142507	0.0197763	0.5302563
350	0.0132944	0.3256142	0.7095595	0.1129270	0.1067318	0.0000639	0.0116753	0.0780676	0.4802795	0.3601181	0.1877803	0.2250954	0.0020198	0.0939906	0.6752841	0.3277276	0.3387461	0.6879290	0.6232207	0.6110520	0.1476931	0.6013016	0.7109046	0.6460144	0.4944159	0.5900843	0.5479498	0.0738763	0.0381797	0.0205241	0.0134939	0.1092792	0.3927162	0.3433380	0.3132502	0.7812521	0.1339956	0.4297003	0.3314391	0.5256504	0.4977337	0.2093392	0.2258172	0.1716140	0.3937189	0.1830926	0.4971282	0.5331945	0.7307571	0.1895906	0.1220892	0.3389925	0.6983872	0.0000000	0.6287147	0.0928878	0.4390919	0.2330657	0.4822475	0.7016467	0.3257437	0.4955790	0.3254832	0.2557701	0.2690471	0.2828992	0.7111143	0.5484163	0.3471202	0.1464934	0.0354498	0.2222592	0.4210103	0.5878410	0.0393787	0.0757419	0.3895874	0.6654900	0.1052688	0.2763210	0.4909156	0.6314281	0.3144539	0.3623677	0.5969715	0.2970166	0.2595197	0.3429959	0.3177329	0.7910840	0.3384411	0.2002908	0.2852805	0.2921357	0.2349051	0.4284287	0.2432976	0.0173934	0.0533980	0.5412025
400	0.0044280	0.3795928	0.6090638	0.1315565	0.1133532	0.0001424	0.0133577	0.0997067	0.4419455	0.3869866	0.1139588	0.3586670	0.0035634	0.0852092	0.5485880	0.2253409	0.3258096	0.7119977	0.6674282	0.5350052	0.1419947	0.5641726	0.6089649	0.6057857	0.4153712	0.5832891	0.5154459	0.0666825	0.0412237	0.0190766	0.0062736	0.1945341	0.4305923	0.3161784	0.2954087	0.7542190	0.1318911	0.3590398	0.3402077	0.4286484	0.4538892	0.1702758	0.1273470	0.1868796	0.4692721	0.1536476	0.3996480	0.4945643	0.6044377	0.2140782	0.0924401	0.4266548	0.5606504	0.0009919	0.6974111	0.0656195	0.4076289	0.3261597	0.3934818	0.7632481	0.4085615	0.5032957	0.3667478	0.2712831	0.2980303	0.3131832	0.6970520	0.5945779	0.4239671	0.1880845	0.0320537	0.2386624	0.4505263	0.6081471	0.0396794	0.0398616	0.4259288	0.6090511	0.1148541	0.3092391	0.6906768	0.7760813	0.2386918	0.3628464	0.5815384	0.3535575	0.3066628	0.2992702	0.3346189	0.7411475	0.3484039	0.2957814	0.2547217	0.2883792	0.2465440	0.3212028	0.1973251	0.0127936	0.0194605	0.5606212
