G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G64A	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.4194755	0.8901184	0.2937911	0.5864103	0.5134326	0.0130050	0.9964237	0.0392691	0.4359969	0.1861737	0.2024615	0.9240682	0.1118758	0.9043300	0.2889160	0.8338068	0.6492404	0.6148333	0.8131550	0.4876692	0.2771447	0.2858255	0.4224263	1.0000000	0.0000000	0.0000000	0.0000275	0.6189499	0.1589778	0.6330925	0.2930863	0.7568364	0.2254513	0.9422885	0.6636935	0.0040504	0.8745940	0.0002413	0.8536715	0.1505190	0.0575763	0.3793593	0.5667324	0.5420885	0.2067627	0.4768198	0.9999847	0.9563398	0.5281001	0.9374019	0.1035036	0.4215263	0.6399003	0.8369904	0.0924516	0.0875043	0.1954173	0.2375772	0.0562463	0.2950243	0.4688819	0.9662102	0.3751849	0.3154896	0.0377040	0.7478179	0.7122790	0.8674439	0.5461027	0.5174570	0.5345096	0.9854785	0.0275373	0.5613164	0.0715251	0.5882412	0.7616865	0.9999474	0.8147700	0.5038621	0.0783589	0.0030884	0.6440127	0.9965178	0.9305925	0.6474685	0.4604797	0.1753753	0.7052959	0.1648033	0.0862939	0.4092218	0.3605881	0.9905691	0.1570494	0.1195620	0.0000671	0.5077900	0.1449076	0.1969807
0.2492551	0.7402402	0.7996623	0.2453697	0.2899069	0.3349187	0.3314801	0.4436841	0.7164908	0.6862393	0.0183863	0.8758999	0.1118758	0.9043300	0.0344190	0.4179996	0.5088190	0.4884418	0.2596090	0.1910690	0.4574629	0.9193950	0.8483375	1.0000000	0.0007542	0.0289540	0.0835836	0.7726915	0.9096263	0.9764980	0.6730332	0.8238098	0.3139826	0.9522341	0.9656825	0.0084936	1.0000000	0.0002612	0.8805756	0.5831311	0.5698807	0.9355653	0.4109111	0.8885802	0.0781781	0.9451895	0.9623133	0.9999618	0.6459742	0.6638112	0.2021368	0.4437558	0.8077336	0.3176467	0.0132384	0.7759780	0.0234471	0.9056848	0.4098859	0.9204628	0.4136183	0.6712642	0.2657119	0.0033714	0.3486729	0.5864229	0.4820968	0.8622904	0.6175881	0.6154277	0.6892201	0.9296348	0.4919228	0.4330529	0.7067248	0.8686222	0.0488528	0.9727167	0.6920835	0.2748063	0.0000000	0.3629792	0.7256964	0.9969471	0.1158831	0.8379856	0.6122444	0.3228930	0.9999984	0.5082638	0.2095205	0.4168001	0.0169770	0.9513777	0.1903948	0.0275642	0.4913630	0.3469828	0.0066108	0.5037769
0.2158757	0.6152299	0.6269244	0.4294846	0.3246794	0.5290366	0.8077267	0.0002458	0.3524792	0.3983696	0.6456314	0.8089084	0.0886200	0.7563780	0.9184182	0.9979166	0.1949970	0.9794177	0.9295596	0.8354602	0.1147691	0.0387206	0.4490038	0.1381935	0.1414257	0.0000000	0.1240430	0.4038709	0.2791195	0.9891632	0.4309487	0.4797776	0.1666689	0.9523545	0.9678033	0.0001629	1.0000000	0.0002715	0.8443232	0.1150957	0.0799466	0.3203622	0.4553434	0.9791634	0.0174874	0.5708280	0.9999579	0.8201243	0.5193378	0.9962114	0.2081958	0.5465919	0.9638086	1.0000000	0.0000050	0.1632277	0.0008438	0.0682701	0.6780105	0.6999952	0.1441788	0.9982449	0.5308603	0.4660332	0.1443885	0.7855454	0.1581179	0.8014557	0.6279960	0.6481743	0.5315234	0.9520705	0.0745336	0.4926899	0.3812291	0.7247850	0.6737396	0.8467399	0.9477980	0.0175228	0.0000000	0.0105067	0.7945540	0.9849207	0.7988156	0.7602287	0.6377475	0.2720456	0.9963275	0.1788201	0.4104705	0.7689104	0.6521173	0.9999957	0.4625345	0.5961628	0.3744506	0.2212329	0.4078149	0.0857588
0.8009289	0.9962054	0.5909900	0.6691027	0.3482653	0.0986831	0.1864347	0.1042275	0.8173829	0.4219162	0.0529457	0.0643838	0.4019017	0.4266116	0.3912357	0.7033987	0.2105129	0.9755660	0.8341340	0.9440235	0.1254144	0.4329053	0.3437606	0.0000038	0.9229720	0.8246000	0.1278534	0.7830923	0.8961008	0.6628071	0.5822862	0.5458186	0.1303001	0.9474153	0.8885998	0.6593990	0.9614841	0.4378451	0.6832041	0.9432253	0.7055937	0.7817679	0.6602710	0.2506870	0.4439037	0.8494672	0.9622722	0.7947115	0.3113184	0.9546597	0.0070387	0.1842476	0.9373770	1.0000000	0.3027227	0.4099420	0.3046816	0.9236309	0.1964609	0.9980465	0.0383558	0.9738715	0.5270167	0.3108653	0.1237158	0.9671985	0.3500551	0.5900713	0.2264756	0.6082037	0.8194033	0.8891686	0.1846427	0.4577466	0.8892726	0.2722509	0.4009806	0.9965964	0.3172662	0.4457374	0.3035336	0.0622038	0.5626919	0.7574748	0.3147412	0.6677751	0.9300785	0.1575243	0.9999153	0.7957491	0.5692720	0.2932539	0.4513872	0.9980294	0.7709156	0.1146233	0.0341849	0.6088667	0.0009019	0.0861195
0.1182752	0.5988382	0.7147296	0.4015032	0.2988020	0.5945511	0.8645137	0.1301594	0.3049450	0.1872492	0.2674094	0.3513260	0.9987384	0.0989682	0.5339222	0.9859166	0.3932063	0.8866716	0.6217862	0.4481349	0.2906291	0.0987488	0.4201849	0.1222720	0.4758639	0.0686413	0.0000193	0.3143562	0.9487171	0.5693167	0.4421485	0.8461128	0.8374907	0.9638022	0.8949084	0.0000198	1.0000000	0.0141286	0.8669353	0.8132018	0.1777368	0.7662161	0.3971262	0.5563342	0.4004052	0.7401348	0.9623132	0.9997799	0.2621144	0.8859355	0.0878243	0.8264036	0.9049787	0.6548438	0.0008318	0.0719510	0.3424164	0.6324158	0.3668860	0.7691059	0.0618453	0.9839609	0.6192691	0.8268267	0.2536559	0.4097015	0.5995816	0.6151634	0.1838495	0.7138562	0.5001233	0.9412219	0.0725087	0.6733656	0.5500912	0.8067900	0.2019866	0.9269643	0.9319330	0.7599855	0.0003130	0.0436774	0.3502886	0.4112807	0.5880715	0.8723231	0.9373586	0.2020153	0.9976418	0.9230503	0.5003085	0.8465876	0.4442050	0.9999919	0.5150168	0.0067845	0.2144539	0.1672976	0.0080804	0.0444017
0.0518621	0.7401644	0.4880521	0.3393684	0.3647309	0.5524930	0.9967243	0.0522735	0.6776930	0.1860620	0.0519297	0.5030471	0.3867366	0.5753934	0.4758052	0.5761922	0.3730202	0.7510420	0.9771874	0.6059266	0.2677003	0.6732100	0.1520507	0.1221949	0.9225211	0.2349579	0.0804473	0.2234209	0.5348318	0.0456311	0.1062851	0.7855438	0.2128198	0.9811893	0.9929999	0.0040476	0.9185449	0.0023042	0.4642810	0.9877691	0.5870860	0.7495043	0.1346241	0.5885781	0.3539698	0.6206191	0.9623110	0.9745758	0.8169316	0.4878821	0.0011937	0.5668776	0.6676422	0.6268292	0.5983062	0.0436294	0.0085787	0.6626413	0.0090551	0.0721697	0.6999925	0.8332554	0.8012227	0.3964904	0.0838220	0.4046774	0.2396733	0.5673245	0.6196319	0.1377496	0.5347255	0.1754279	0.0009389	0.8414860	0.5432131	0.4541286	0.2176203	0.7779957	0.3314502	0.2988104	0.0536658	0.0282924	0.5813108	0.5182068	0.5456829	0.5630450	0.8690591	0.1302294	0.8601922	0.3551077	0.1343853	0.8911271	0.9952342	0.9998764	0.5131758	0.3496330	0.1592456	0.5768889	0.0069644	0.1392724
0.3583515	0.9956563	0.0936152	0.0027384	0.6082222	0.0973854	0.6049169	0.0000000	0.4561165	0.3134170	0.0330891	1.0000000	0.0662475	0.9043300	0.1154940	0.3471537	0.7976024	0.8876243	0.6954549	0.5618112	0.2784469	0.7339118	0.7190831	1.0000000	0.0000000	0.0000000	0.0703178	0.1345078	0.7180831	0.6255468	0.6051849	0.8653331	0.4262663	0.9277054	0.5190886	0.0044285	0.6101088	0.0002742	0.4802015	0.9558567	0.2386763	0.7172426	0.7012524	0.3633127	0.4845648	0.7941886	0.9999892	0.9999962	0.6463567	0.5217884	0.0040955	0.8795616	0.9633329	0.7016104	0.1005644	0.2791121	0.0025114	0.4275617	0.0835277	0.6846549	0.4447750	0.3723007	0.5479433	0.1678450	0.0400131	0.5886832	0.6454824	0.9311688	0.6465401	0.8899132	0.8408351	0.8188117	0.1407456	0.8623886	0.1238752	0.8207812	0.3804204	0.7025619	0.5789075	0.3009284	0.4395281	0.3064275	0.9997222	0.7916715	0.8605691	0.9329245	0.8941439	0.2104610	0.6040744	0.7777363	0.2119045	0.2363470	0.1773230	0.9999999	0.1569546	0.0129452	0.0022457	0.1468656	0.1351168	0.5821183
0.0099096	0.3961633	0.5514594	0.4190574	0.3989380	0.5619751	0.9942626	0.0688254	0.8245015	0.3117286	0.1202240	0.4306409	1.0000000	0.0000000	0.0011010	0.4076206	0.6342706	0.4915613	0.9181158	0.9787016	0.7639096	0.9387155	0.3454252	0.0000028	0.9761129	0.2758221	0.6522131	0.2645159	0.4361099	0.5203824	0.0738499	0.9489342	0.2886355	0.9694851	0.8624006	0.0000044	0.9999989	0.0737794	0.0837690	0.3502411	0.0903213	0.3229548	0.2780705	0.7342012	0.1743586	0.8464889	0.9623133	0.9999971	0.4933882	0.8896274	0.5481718	0.7595966	0.8134471	0.4009319	0.2696626	0.0296968	0.0357789	0.9449723	0.1894617	0.9634913	0.0215402	0.8596386	0.4772953	0.2260796	0.0713669	0.6231571	0.0516095	0.1967587	0.7556884	0.3461580	0.5351402	0.9775081	0.0494565	0.9359725	0.6455414	0.3308547	0.4744433	0.9999943	0.6176233	0.6532368	0.0725505	0.0306866	0.3239606	0.2617701	0.0093162	0.3118692	0.9265921	0.3095847	0.9135384	0.9985297	0.1907206	0.8784845	0.9239128	0.9493529	0.1536141	0.0002103	0.1025791	0.5714702	0.0145729	0.5189803
0.1064935	0.6052845	0.4977776	0.3254398	0.4021258	0.7023748	0.7754652	0.0505768	0.7782920	0.0335641	0.0379439	0.4867204	0.4429115	0.0078873	0.7828556	0.5848396	0.4251715	0.6140361	0.5777113	0.4030481	0.3298533	0.6616736	0.1335088	0.0000023	0.9226576	0.2473139	0.2190025	0.8900563	0.3498930	0.0803174	0.0000000	0.6880132	0.2427565	0.9616077	0.9733301	0.0000573	0.8723658	0.0016254	0.6049142	0.9663676	0.3414991	0.6719087	0.0885823	0.6227954	0.3101733	0.4925146	0.9999887	0.9999729	0.6060705	0.8308880	0.1218780	0.9649406	0.7999590	0.6296376	0.8375762	0.4074530	0.5016553	0.7173971	0.1237001	0.0334000	0.3805745	0.9349116	0.3248990	0.7106804	0.5319155	0.6230742	0.2871710	0.2099300	0.6349237	0.4046003	0.3311638	0.5117159	0.0236904	0.9250849	0.9041949	0.4094076	0.5884772	0.8268910	0.7792608	0.5302511	0.3242997	0.0094013	0.5898111	0.0621335	0.3082499	0.0000000	0.6338620	0.0010545	0.9793856	0.8612469	0.1377472	0.1845700	0.6524760	0.9976495	0.5475363	0.1538857	0.0019958	0.4613561	0.0086738	0.0282909
0.0833902	0.9596377	0.6457401	0.3064076	0.3583999	0.0375587	0.3166687	0.2701342	0.5702924	0.2488263	0.1673164	0.9922809	0.8274225	0.1039270	0.9506138	0.5059811	0.4759000	0.8463439	0.7276999	0.6028456	0.2421640	0.6794894	0.0002024	0.1830016	0.1028965	0.0592050	0.0020987	0.9998727	0.1629535	0.6184335	0.2405978	0.2976654	0.0541343	0.9532174	0.9833218	0.2692944	0.9830394	0.0002334	0.8154024	0.6919122	0.2464948	0.6369431	0.6251112	0.5399309	0.4264120	0.6560531	0.9999919	0.9999728	0.5014250	0.7514074	0.0000648	0.5609435	0.4040334	0.6811153	0.2219491	0.3030731	0.0005094	0.4105532	0.4530456	0.6467466	0.2797235	0.0371879	0.3243864	0.4027490	0.0129791	0.6572313	0.0878589	0.0037423	0.4976529	0.9995736	0.8567532	0.5827893	0.3602584	0.6504516	0.5321126	0.3368209	0.7257208	0.9067082	0.5036272	0.3113064	0.0425699	0.0109723	0.8085421	0.1656028	0.9284931	0.6233206	0.9464799	0.4450731	0.9991280	0.5790495	0.7628012	0.2659638	0.2319176	0.9999083	0.5589943	0.3542007	0.0094131	0.7507742	0.1469770	0.5957929
