G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G77A	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.3762767	0.0283617	0.7642355	0.6603943	0.0186634	0.2249197	0.5432419	0.5856625	0.0718692	0.1577192	0.6293827	0.5926039	0.2845802	0.5917478	0.7995991	0.1253633	0.2254840	0.1797834	0.6466819	0.3214414	0.2787932	0.0762194	0.4858085	0.0365330	0.1554519	0.5201483	0.6794740	0.4185436	0.3338812	0.4048864	0.6953219	0.4873676	0.0710325	0.6413618	0.5709261	0.2247553	0.1987387	0.5383027	0.5883603	0.6091150	0.6798984	0.5726147	0.6218873	0.1849859	0.6320533	0.6865870	0.2079700	0.7255168	0.4996619	0.6939117	0.5188767	0.2822712	0.0595447	0.1663258	0.6243473	0.7202573	0.0817984	0.1658164	0.0009227	0.0009525	0.5480986	0.2759939	0.0123105	0.4241735	0.7419277	0.2494682	0.5806431	0.3149808	0.5709852	0.2485473	0.1329698	0.3452543	0.3841999	0.5512110	0.0971728	0.6042377	0.0133585	0.0571206	0.0002671	0.4369768	0.0507487	0.3749830	0.5034536	0.2772341	0.0319773	0.4199380	0.0212386	0.4651924	0.4949690	0.2456746	0.0080707	0.0836458	0.7485735	0.3601244	0.0965091	0.5434535	0.0322858	0.4294263	0.1280912	0.1142377
0.7684939	0.0127983	0.5886747	0.6132739	0.0721308	0.2134014	0.6455218	0.6108519	0.0612243	0.1366661	0.7870922	0.5393822	0.3729093	0.5882284	0.7062064	0.2899125	0.2148444	0.0995654	0.7231851	0.3243029	0.3700101	0.1455787	0.4407237	0.0391823	0.1931158	0.6263687	0.7410294	0.4036016	0.4247892	0.3774206	0.7617835	0.4874470	0.0844098	0.5571208	0.5471006	0.2424748	0.2734289	0.6473141	0.5530483	0.5500033	0.6041076	0.5880637	0.5833168	0.1802411	0.7783322	0.6029250	0.2036946	0.6908990	0.4767086	0.6726404	0.6411651	0.2976314	0.1100796	0.1478485	0.5913509	0.6818523	0.0613115	0.1108258	0.0008407	0.0040381	0.7599952	0.2297470	0.0196931	0.5340477	0.7250668	0.3105431	0.6633847	0.3555778	0.5405680	0.2135471	0.1112252	0.3249878	0.3816838	0.4763775	0.0981561	0.5152505	0.0043223	0.0564878	0.0006643	0.2986414	0.0560677	0.4920888	0.4473294	0.2492740	0.0856791	0.3146949	0.0235489	0.2666722	0.6241930	0.3288677	0.0112838	0.0745660	0.6959171	0.3944754	0.0367592	0.6023102	0.0106579	0.4319455	0.1319964	0.1417329
0.6679050	0.0325706	0.3390496	0.8535428	0.0095609	0.3017080	0.6642264	0.4543888	0.0523914	0.1741805	0.5664091	0.4689425	0.3192159	0.7501043	0.7109358	0.2279440	0.2251674	0.1317241	0.6934573	0.2788303	0.2212454	0.0972047	0.3938198	0.0546192	0.2555780	0.4406964	0.5887890	0.4258005	0.3898160	0.3872015	0.8187478	0.5167609	0.0965795	0.6220220	0.4898198	0.2121470	0.2354476	0.5988950	0.6059193	0.4977655	0.6971795	0.7014853	0.6767757	0.1216066	0.5982160	0.8166753	0.1817624	0.6652724	0.4430640	0.6048287	0.4902593	0.2833282	0.0872910	0.1160597	0.6597524	0.5736568	0.1259539	0.1392081	0.0013447	0.0308484	0.6402777	0.2783373	0.0446084	0.4223401	0.7312213	0.3092002	0.5525217	0.3005655	0.5724503	0.1958247	0.1265701	0.3621637	0.3762237	0.5083982	0.1190593	0.6687685	0.0363066	0.0196308	0.0060917	0.4152511	0.0842531	0.3106456	0.1934308	0.3596304	0.0369045	0.4160750	0.0591948	0.3324447	0.5886682	0.3991134	0.0290330	0.0798357	0.5214568	0.2997874	0.1315019	0.6290362	0.0330094	0.4290635	0.2319157	0.0477159
0.6707054	0.0133464	0.6969155	0.2776593	0.0316226	0.2655553	0.7500393	0.6646924	0.0872758	0.1049946	0.6419989	0.5061166	0.4701087	0.7602463	0.5637060	0.2952462	0.2265558	0.1345758	0.5643707	0.3064425	0.3306982	0.0779693	0.3777154	0.0481768	0.1327129	0.5453913	0.6456268	0.4703376	0.3662246	0.3689414	0.5988822	0.4540782	0.0955511	0.6702143	0.5363251	0.2714044	0.2320100	0.6796554	0.5833933	0.4995337	0.7014521	0.5004285	0.5992852	0.1699162	0.6669673	0.6936101	0.2181718	0.9348437	0.5071746	0.6172729	0.4543573	0.3410547	0.0515003	0.1547674	0.6302569	0.7425949	0.0757396	0.1604103	0.0000659	0.0120249	0.6314279	0.2511375	0.0148168	0.3668194	0.6754147	0.2702287	0.5030673	0.3540689	0.5115997	0.2477776	0.1694701	0.3664557	0.4794978	0.4592534	0.1827436	0.5351947	0.0329708	0.0577486	0.0028569	0.2272539	0.1281339	0.4215155	0.3657623	0.2320595	0.0664747	0.3334997	0.0389449	0.2835561	0.4703414	0.3355078	0.0181375	0.0740131	0.6411109	0.2543587	0.0534693	0.6848093	0.0145529	0.4880344	0.1506164	0.1511928
0.6077192	0.0138344	0.7090593	0.6996859	0.0217532	0.2147612	0.5852564	0.5504657	0.0912330	0.0869073	0.7086024	0.5552732	0.4154920	0.7315464	0.5621113	0.1693606	0.2772678	0.1762784	0.6455616	0.3128068	0.3376602	0.0714730	0.4264752	0.0920159	0.2016892	0.5191801	0.6876232	0.5240137	0.5088487	0.3932106	0.7369464	0.5244722	0.1220180	0.6181432	0.5270020	0.1799958	0.2281698	0.6640641	0.4087268	0.3824714	0.6236526	0.6888508	0.6239769	0.1362763	0.6750595	0.7254619	0.1992402	0.5663673	0.4821631	0.6893203	0.4885473	0.2940817	0.0767775	0.1631308	0.9005645	0.7813683	0.0309670	0.1857911	0.0011899	0.0454026	0.5745169	0.3040632	0.0012182	0.4575036	0.6677830	0.2661350	0.5463199	0.2985750	0.5595207	0.1795831	0.1417317	0.2905080	0.3575315	0.5334847	0.1192959	0.5670147	0.0107179	0.0780215	0.0042860	0.3232616	0.0952170	0.4114639	0.3839698	0.3076753	0.0603860	0.4095995	0.0283357	0.3122058	0.5153346	0.4109999	0.0710756	0.0868097	0.6028347	0.3038005	0.0313348	0.5229045	0.0186613	0.3718821	0.1208426	0.1673238
0.7360088	0.0161655	0.6059657	0.7433105	0.0070233	0.1286719	0.5902596	0.7303795	0.1065646	0.1365326	0.6787900	0.4887099	0.3281080	0.7324023	0.5978795	0.2854479	0.3327525	0.1997490	0.6085906	0.3613270	0.3703259	0.0284136	0.3782136	0.0158651	0.2069976	0.6376424	0.6623032	0.3991618	0.3745826	0.4028759	0.5996267	0.4638257	0.0612273	0.7268844	0.6076312	0.2881035	0.1600644	0.6302384	0.5114208	0.5594998	0.6801435	0.5741950	0.7045164	0.1555482	0.6033763	0.6066173	0.2023411	0.6365864	0.6108677	0.6452829	0.4450693	0.2185497	0.1133596	0.1187806	0.5815577	0.5534044	0.0713592	0.1679902	0.0003908	0.0112803	0.6911444	0.1939277	0.0111042	0.5046571	0.8265647	0.2070671	0.5151644	0.3778008	0.6061643	0.2027040	0.1156073	0.3145062	0.3411549	0.5966573	0.1239419	0.4928524	0.0062281	0.0393032	0.0023373	0.2335603	0.0849975	0.3634849	0.3284354	0.2609222	0.0253269	0.4172692	0.0466415	0.2669762	0.6109779	0.3381778	0.0074211	0.0964909	0.5460350	0.3490313	0.0360373	0.6209277	0.0125110	0.4723099	0.1724079	0.0908106
0.6258260	0.0064004	0.6431371	0.6855834	0.0097144	0.1513035	0.3693726	0.6780717	0.1105722	0.1021081	0.6395077	0.5072815	0.3025311	0.8002040	0.7352189	0.1706270	0.1427488	0.1539300	0.6564741	0.2545089	0.2857814	0.1331767	0.3478274	0.0494827	0.1634400	0.4515554	0.6026029	0.5028330	0.6168431	0.3314025	0.6587281	0.5091952	0.1089422	0.5269808	0.3926495	0.1747164	0.2224805	0.6683514	0.3688757	0.3221921	0.8144947	0.5964079	0.6738238	0.1493025	0.6396572	0.6228739	0.1950238	0.6006895	0.4510650	0.6813508	0.4847019	0.3105034	0.1101326	0.2266008	0.6832343	0.6584584	0.0489337	0.1219893	0.0003920	0.0316830	0.5932577	0.2315333	0.0222244	0.4534957	0.5553979	0.4511688	0.5451063	0.3534663	0.5683461	0.2615629	0.1487119	0.3068321	0.5735401	0.4472329	0.0624175	0.5780734	0.0242430	0.0440647	0.0001191	0.2959174	0.1065307	0.4594979	0.4911007	0.2763925	0.1138784	0.4516949	0.0260642	0.3548720	0.5906344	0.2947705	0.0546457	0.0666762	0.6491008	0.3215798	0.0676262	0.5407803	0.0224642	0.5476116	0.1274391	0.1177769
0.7281607	0.0270014	0.6635898	0.7081027	0.0111947	0.2574877	0.6296668	0.2272540	0.1789442	0.1157470	0.6934718	0.5053321	0.4103496	0.6716474	0.7835646	0.2343651	0.1599317	0.2655786	0.6138472	0.3515742	0.3137516	0.1117721	0.3837294	0.0217463	0.1420140	0.4767806	0.7113755	0.4152148	0.3905279	0.3116219	0.6016005	0.4721282	0.0805394	0.5906187	0.6738067	0.2089747	0.2020273	0.5965238	0.4594329	0.5487882	0.6782791	0.5196658	0.5776336	0.1429991	0.6730946	0.6720984	0.2718227	0.7508932	0.4937403	0.6876381	0.4523625	0.2612047	0.0968826	0.1723676	0.7598187	0.7126746	0.1344586	0.2193404	0.0005309	0.0010695	0.5868577	0.3017262	0.0036288	0.3272948	0.7455376	0.3162983	0.5055366	0.3988789	0.6129818	0.1983236	0.1552882	0.2733693	0.5755072	0.5549511	0.1522332	0.5152661	0.0163067	0.1358640	0.0011215	0.2844840	0.0506842	0.3806703	0.4646276	0.2062621	0.0838203	0.4142497	0.0388662	0.2719588	0.5257369	0.2822498	0.0339177	0.1848285	0.6181981	0.3480532	0.0848811	0.6364211	0.0185680	0.4201125	0.1811492	0.1697774
0.6600426	0.0507169	0.5368303	0.6766478	0.0277857	0.1924408	0.6375327	0.7050952	0.0487992	0.1656382	0.5457811	0.6156197	0.3029829	0.6548552	0.8303300	0.1358341	0.2278878	0.1450827	0.5826131	0.3251983	0.2715520	0.0314577	0.3526420	0.0308479	0.1837762	0.4316392	0.6540666	0.3774629	0.4268229	0.3931078	0.8101234	0.4463145	0.1223767	0.6638629	0.5967947	0.1641949	0.3065281	0.6421143	0.4974328	0.6082777	0.7008597	0.7047761	0.6498936	0.1371513	0.7014119	0.7323096	0.1912515	0.6839405	0.4324983	0.6849469	0.4357899	0.3567527	0.0699232	0.1914331	0.7081019	0.6877546	0.0608520	0.1631578	0.0046242	0.0253678	0.5671566	0.2772278	0.0056161	0.3609989	0.5963102	0.2721978	0.5501342	0.4934738	0.5401825	0.2389543	0.1705560	0.2869491	0.3632469	0.5230825	0.1134842	0.6499707	0.0089417	0.0768258	0.0124720	0.3871140	0.0963356	0.3789716	0.4478740	0.2807969	0.0286196	0.4046193	0.0141524	0.3547680	0.5500912	0.3663230	0.0322312	0.0677895	0.5701631	0.3021999	0.0500439	0.5948547	0.0092926	0.5344977	0.1578304	0.1244564
0.6634964	0.0144508	0.5812905	0.6753201	0.0198308	0.1990759	0.5921568	0.5035106	0.0389861	0.1041547	0.5346495	0.7061185	0.4128834	0.6077018	0.6624750	0.1895828	0.1732284	0.1338605	0.6385952	0.3214472	0.2718577	0.0801861	0.4439488	0.0524077	0.2004231	0.4624229	0.6365058	0.4183111	0.3589571	0.3938814	0.5753801	0.3884097	0.0876219	0.8021181	0.5196783	0.1927607	0.1812834	0.5199509	0.6307163	0.4833881	0.6474793	0.5997257	0.5502323	0.1467004	0.6180304	0.6800670	0.2111236	0.8737935	0.6060245	0.6758266	0.3797806	0.3214687	0.1086245	0.1768901	0.6414265	0.7400395	0.0939820	0.1542538	0.0016610	0.0060918	0.6225375	0.3147764	0.0024327	0.4279897	0.6498445	0.2234836	0.5908107	0.2629462	0.6128699	0.2956969	0.0921329	0.4043011	0.3111090	0.5776618	0.0776407	0.6742639	0.0092768	0.0592741	0.0004616	0.3688876	0.0814195	0.4362016	0.3317467	0.2225895	0.0282973	0.3466091	0.0347711	0.2842724	0.5977579	0.3393188	0.0181811	0.0960920	0.6443254	0.3281158	0.0822225	0.5242011	0.0432140	0.4315903	0.2129205	0.1232832
