G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.3631396	0.6224966	0.9827438	0.4646962	0.2290937	0.3091694	0.0244701	0.5015501	0.4491096	0.9863450	0.9993811	0.4744359	0.1822001	0.0715854	0.8267946	0.4365275	0.4060169	0.5921175	0.3838847	0.0097468	0.9999985	0.0390060	0.0389351	0.0150294	0.6260431	0.3838204	0.2997712	0.5266929	0.8850153	0.9920532	0.2760769	0.3059011	0.3532204	0.3265987	0.6246036	0.6121791	0.0111093	0.1904643	0.0879420	0.6530139	0.6202591	0.3392583	0.9589221	0.8741117	0.2191377	0.4875103	0.2589383	0.6098843	0.7421597	1.0000000	0.9777682	0.9970795	0.0029406	0.3072904	0.4609307	0.4452748	0.9303379	0.5557497	0.8605433	0.9987803	0.9743709	0.2279860	0.2599706	0.0472776	0.2232281	0.7755180	0.0473366	0.0487466	0.3497605	0.4810123	0.8260655	0.5354277	0.0196933	0.2263485	0.6735026	0.6183166	0.1305030	0.9363524	0.2544669	0.4615187	0.3580552	0.7030057	0.9171680	0.9696672	0.9599741	0.7729236	0.3666756	0.6821093	0.3069980	0.2111818	0.9959995	0.2507468	0.0319740	0.4449609	0.4470580	0.3953242	0.3178424	0.8961515	0.4926429	0.9650629
0.9342296	0.3119027	0.9827525	0.4654486	0.2290669	0.5758994	0.0244701	0.5033758	0.5995431	0.9863266	0.9993884	0.4867124	0.1949647	0.3006408	0.8268014	0.4364787	0.4059949	0.5921081	0.3838874	0.0097468	0.9999985	0.0390060	0.0389361	0.0150294	0.6260330	0.3838261	0.2997652	0.5266914	0.8850157	0.9920532	0.2736693	0.3054465	0.3538996	0.3986955	0.6246163	0.6121958	0.0110309	0.1868297	0.0879427	0.6529923	0.6202540	0.3392484	0.9576230	0.8632295	0.2351896	0.4900516	0.2589430	0.6098976	0.7423326	1.0000000	0.8963113	0.9969739	0.0038544	0.3438914	0.6223488	0.4450968	0.8976280	0.5477241	0.8723996	0.9987807	0.9922711	0.2282052	0.2667747	0.0458640	0.2553427	0.7754286	0.0471744	0.0308795	0.3059811	0.4812878	0.8257955	0.5314652	0.0191086	0.2262881	0.5615414	0.6183113	0.1305731	0.9342308	0.2498788	0.5374655	0.3687515	0.5952272	0.8879820	0.9988310	0.9360038	0.8529841	0.3659321	0.6830097	0.3074490	0.2061362	0.9956291	0.2507714	0.0511928	0.3681874	0.4470989	0.4353404	0.3178435	0.8961722	0.4926605	0.9664686
0.7497812	0.5717416	0.4898922	0.4432866	0.2291666	0.5131253	0.0244701	0.5030385	0.3344548	0.9863459	0.9997674	0.4745475	0.1823102	0.0967921	0.8268013	0.2582514	0.4059945	0.5920784	0.5018781	0.0097464	0.9999986	0.0390059	0.0386328	0.0148063	0.7984036	0.3837406	0.2997652	0.5266896	0.8850129	0.9862477	0.2841837	0.3189728	0.3323153	0.3198820	0.5874526	0.5617496	0.0110814	0.1891718	0.0921733	0.6529901	0.6202560	0.3392484	0.9583207	0.8688606	0.2271304	0.5104637	0.2680767	0.5925742	0.7378420	1.0000000	0.9236993	0.9819965	0.0030786	0.3183668	0.6025378	0.1459186	0.8638684	0.5483628	0.9081138	0.9987807	0.9730038	0.2848450	0.2903517	0.1079799	0.2239085	0.7019843	0.0483274	0.1348049	0.3276850	0.4952604	0.8336596	0.5088025	0.0645740	0.2263637	0.8298697	0.6217241	0.0862534	0.9481798	0.1611083	0.5171388	0.3561401	0.5932674	0.9145949	0.9967396	0.9524581	0.8658593	0.3660788	0.7046920	0.2757564	0.2294861	0.9611616	0.2134059	0.0605144	0.4771119	0.4350420	0.3207360	0.3190860	0.8968006	0.4926585	0.9607621
0.7258728	0.6234883	0.9785477	0.2322918	0.2290942	0.5032209	0.0244701	0.5029771	0.4475646	0.9863451	0.9993860	0.4744349	0.1821990	0.0713633	0.8267946	0.4352528	0.4060169	0.5921172	0.3839006	0.0097468	0.9999985	0.0390060	0.0389312	0.0150264	0.6272732	0.3838193	0.2997712	0.5266929	0.8850153	0.9920525	0.2761061	0.3059677	0.3530967	0.3265636	0.6154453	0.5990410	0.0111092	0.1904606	0.0888082	0.6530139	0.6202591	0.3392583	0.9589204	0.8740925	0.2191736	0.4877407	0.2590726	0.6095701	0.7421431	1.0000000	0.9187598	0.9970500	0.0029382	0.3252879	0.6025080	0.4453123	0.9057383	0.5553699	0.8588537	0.9987802	0.9743531	0.2279826	0.2617016	0.0562764	0.2232266	0.7752263	0.0475110	0.2054368	0.3479117	0.4681867	0.8192896	0.5354426	0.0196705	0.2263485	0.5776806	0.6183734	0.1305078	0.9354402	0.2536039	0.5229083	0.3538123	0.6841052	0.9172137	0.9727422	0.9600794	0.8292843	0.3661050	0.6856296	0.3066541	0.2163279	0.9956578	0.3976896	0.0503269	0.4477214	0.4470503	0.3877355	0.3181831	0.8961625	0.4926429	0.9650517
0.7257546	0.6237331	0.9827137	0.4635655	0.1145876	0.5031769	0.0244701	0.5029771	0.4483624	0.9863450	0.9993809	0.4744117	0.1821984	0.0712376	0.8267478	0.4365055	0.4060363	0.5921263	0.3838868	0.0097468	0.9999985	0.0390060	0.0389355	0.0150294	0.6260466	0.3838176	0.2997994	0.5266534	0.8850000	0.9920528	0.2760825	0.3059055	0.3532250	0.3263510	0.6245932	0.6121518	0.0111095	0.1904684	0.0879434	0.6530328	0.6202412	0.3392629	0.9589227	0.8741392	0.2190977	0.4875265	0.2589352	0.6099301	0.7421552	1.0000000	0.9194127	0.9970803	0.0029375	0.3289248	0.6024353	0.4452033	0.9081345	0.5557613	0.8604945	0.9987805	0.9743560	0.2280255	0.2599609	0.0472940	0.2232105	0.7755271	0.0472072	0.0379015	0.3498854	0.4808038	0.8260656	0.5354371	0.0196924	0.2263678	0.5761809	0.6183109	0.1305050	0.9363902	0.2544522	0.5229547	0.3580989	0.6040965	0.9172213	0.9694038	0.9600241	0.8289552	0.3661050	0.6829648	0.3069993	0.2112124	0.9957001	0.2509618	0.0503088	0.4478405	0.4470548	0.3951839	0.3178357	0.8961540	0.4926496	0.9650610
0.7257743	0.6237335	0.9827446	0.4646930	0.2290940	0.2389452	0.0244701	0.4606293	0.4483314	0.9863449	0.9993812	0.4744379	0.1822001	0.0712373	0.8268024	0.4365078	0.4060004	0.5921100	0.3838852	0.0097468	0.9999985	0.0390060	0.0389356	0.0150294	0.6260391	0.3838242	0.2997651	0.5266913	0.8850109	0.9920532	0.2760769	0.3059028	0.3532191	0.3263648	0.6246038	0.6121785	0.0111093	0.1904653	0.0879426	0.6529937	0.6202616	0.3392516	0.9589207	0.8741055	0.2191381	0.4875118	0.2589515	0.6098633	0.7421626	1.0000000	0.9836311	0.9970807	0.0029379	0.3040720	0.6024451	0.4473661	0.9372721	0.5557371	0.8604958	0.9987806	0.9743577	0.2279790	0.2599692	0.0472769	0.2232253	0.7755168	0.0476203	0.0377764	0.3498901	0.4810176	0.8260663	0.5354311	0.0196932	0.2263563	0.5761878	0.6183186	0.1305050	0.9352940	0.2544664	0.6079415	0.3565915	0.6038997	0.9172282	0.9693908	0.9600232	0.8289510	0.3848174	0.6788438	0.3069695	0.2112013	0.9961155	0.2507465	0.0503112	0.4478681	0.4470573	0.3951953	0.3178434	0.8961551	0.4926494	0.9650623
0.7257541	0.6237348	0.9827428	0.4646772	0.2290939	0.5031768	0.0122375	0.5029771	0.4483647	0.9863451	0.9993821	0.4744117	0.1821984	0.0712370	0.8267478	0.4365120	0.4060363	0.5921263	0.3838860	0.0097468	0.9999985	0.0390060	0.0389355	0.0150294	0.6260391	0.3838176	0.2997994	0.5266534	0.8850000	0.9920528	0.2760824	0.3059053	0.3532254	0.3263508	0.6246067	0.6121768	0.0111095	0.1904684	0.0879426	0.6530328	0.6202412	0.3392629	0.9589227	0.8741392	0.2190976	0.4875257	0.2589350	0.6099309	0.7421553	1.0000000	0.9194132	0.9970805	0.0029375	0.3289299	0.6024352	0.4452062	0.9081389	0.5557619	0.8604945	0.9987805	0.9743561	0.2280251	0.2599578	0.0472807	0.2232104	0.7755278	0.0472067	0.0377773	0.3498893	0.4810143	0.8260680	0.5354372	0.0196923	0.2263678	0.5761729	0.6183108	0.1305055	0.9363918	0.2544557	0.5229548	0.3581062	0.6039394	0.9172214	0.9693963	0.9600242	0.8289539	0.3661050	0.6829619	0.3069998	0.2112001	0.9957004	0.2507511	0.0503087	0.4478404	0.4470535	0.3951970	0.3178356	0.8961540	0.4926496	0.9650611
0.7257745	0.6237278	0.9827438	0.4646964	0.2290940	0.3835610	0.0244701	0.2490104	0.4483357	0.9863450	0.9993811	0.4744349	0.1821989	0.0712377	0.8267946	0.4365275	0.4060169	0.5921175	0.3838847	0.0097468	0.9999985	0.0390060	0.0389351	0.0150294	0.6260431	0.3838204	0.2997712	0.5266929	0.8850153	0.9920532	0.2760770	0.3059009	0.3532207	0.3263696	0.6246036	0.6121791	0.0111093	0.1904646	0.0879420	0.6530139	0.6202591	0.3392583	0.9589221	0.8741121	0.2191368	0.4875104	0.2589383	0.6098843	0.7421597	1.0000000	0.9441573	0.9970805	0.0029381	0.3068238	0.6024431	0.4593407	0.9219956	0.5557616	0.8604941	0.9987802	0.9743585	0.2279856	0.2599702	0.0472777	0.2232254	0.7755180	0.0495599	0.0377772	0.3498910	0.4810124	0.8260654	0.5354315	0.0196934	0.2263485	0.5761859	0.6183166	0.1305030	0.9303828	0.2544784	0.5544030	0.3528704	0.6038992	0.9172247	0.9693905	0.9600227	0.8289407	0.4981012	0.6777074	0.3069982	0.2112018	0.9957588	0.2507469	0.0503111	0.4478678	0.4470580	0.3951954	0.3178424	0.8961515	0.4926429	0.9650629
0.7257665	0.6237270	0.9827428	0.4646995	0.2294934	0.5031757	0.0244701	0.5029770	0.2242348	0.9863451	0.9993810	0.4744262	0.1821989	0.0712365	0.8267719	0.4365273	0.4060373	0.5921270	0.3838858	0.0097468	0.9999985	0.0390060	0.0389350	0.0150294	0.6260444	0.3838164	0.2997860	0.5266829	0.8850180	0.9920530	0.2760794	0.3058996	0.3532255	0.3263647	0.6246038	0.6121784	0.0111093	0.1904645	0.0879419	0.6530402	0.6202472	0.3392652	0.9589234	0.8741267	0.2191240	0.4875109	0.2589296	0.6099162	0.7421557	1.0000000	0.9194155	0.9970804	0.0029380	0.3289271	0.6024364	0.4452049	0.9081365	0.5557625	0.8604923	0.9987800	0.9743582	0.2280053	0.2599679	0.0472792	0.2232254	0.7755174	0.0472068	0.0377778	0.3498960	0.4810109	0.8260648	0.5354333	0.0196935	0.2263502	0.5761863	0.6183136	0.1305014	0.9363876	0.2544648	0.5229597	0.3581076	0.6039047	0.9172209	0.9693905	0.9600228	0.8289398	0.3661050	0.6829638	0.3070104	0.2112025	0.9957002	0.2507479	0.0530408	0.4750783	0.4470583	0.3951942	0.3178405	0.8961508	0.4926439	0.9650631
0.7257715	0.6237379	0.9827449	0.4646914	0.2290937	0.5031814	0.0244701	0.5029769	0.4491572	0.4931727	0.9993811	0.4744390	0.1822017	0.0712360	0.8268019	0.4364881	0.4059948	0.5921078	0.3838864	0.0097468	0.9999985	0.0390060	0.0389359	0.0150294	0.6260364	0.3838258	0.2997649	0.5266893	0.8850114	0.9920531	0.2760774	0.3059029	0.3532198	0.3263600	0.6246035	0.6121776	0.0111093	0.1904655	0.1428901	0.6529891	0.6202580	0.3392487	0.9589201	0.8741047	0.2191366	0.4875119	0.2652213	0.5977116	0.7421637	1.0000000	0.9194145	0.9970808	0.0029379	0.3141907	0.6030491	0.4449737	0.9081400	0.5514480	0.8604967	0.9987805	0.9743570	0.2287518	0.2599570	0.0472765	0.2232284	0.7755126	0.0472068	0.0398492	0.3715604	0.6205566	0.8260663	0.5354310	0.0131360	0.2111740	0.5761933	0.6207676	0.1305057	0.9363871	0.2544653	0.5856996	0.3581088	0.6038980	0.8243591	0.9693899	0.9600235	0.8289597	0.3661050	0.6829655	0.2935869	0.1855169	0.9940071	0.2507466	0.0503046	0.4477084	0.4468256	0.3951939	0.3447607	0.8968277	0.4926563	0.9650597
