"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G71A	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	1.0156861	0.1889028	0.4891422	0.2302414	0.4116153	0.2492547	0.2677380	0.1386402	0.8302915	0.2066298	0.8704845	0.8260698	0.3349442	0.2979368	0.0902603	0.0339135	0.4360603	0.0765400	0.1707007	0.5072553	0.3260098	0.7066442	0.1673923	0.4763667	0.0407140	0.9789673	0.1232276	0.2116066	0.9114314	0.6462535	0.8941801	0.0135256	0.4443639	0.2530147	0.9152042	0.0270220	0.6790124	0.4718903	0.4098568	0.4231890	0.6092175	0.3213352	0.0478785	0.6871145	0.3713169	0.5745451	0.1950214	0.1931671	0.1028255	0.5016040	0.6385697	0.7978934	0.8871794	0.5032020	0.5101758	0.9469586	0.7932955	0.6774233	0.2034984	0.7652970	0.8677150	0.1528080	0.1961877	1.1397008	0.1838832	0.1647226	0.5080381	0.1641081	0.5416528	0.0380514	0.0878383	0.6118196	1.0106525	0.8257066	0.7400234	0.1862754	1.0191173	0.0933529	0.2949688	0.5910877	0.5409064	0.7788861	0.4340432	0.3253641	0.0839483	0.6927989	0.7989001	0.6883592	0.7546986	0.6023166	0.9363546	0.5739534	0.7732456	0.3666508	0.6514579	0.1764933	0.3990915	0.8037946	0.9399852	0.0678557
500	0.9750792	0.1585087	0.5656594	0.1776369	0.4407909	0.2519088	0.2065626	0.0855657	0.9265847	0.1925903	0.8799621	0.7968559	0.3403159	0.2812503	0.0769026	0.0291741	0.4177060	0.1066240	0.1808381	0.4634449	0.3983644	0.6624323	0.1428923	0.4341509	0.0321201	1.0792335	0.1100033	0.2050170	0.8997616	0.6585607	1.0260988	0.0186370	0.4667877	0.2977324	0.9818753	0.0330245	0.6029403	0.5447955	0.3402205	0.4429932	0.5919246	0.2643087	0.0553004	0.6648024	0.3633956	0.5448097	0.1655336	0.1732909	0.1319382	0.6116692	0.6664911	0.8167448	1.0332939	0.5561628	0.5718720	0.8633666	0.8749416	0.7472625	0.1729315	0.7422732	0.8823435	0.1566227	0.1642290	1.1600900	0.2053950	0.1781280	0.5120852	0.1196333	0.5822889	0.0429305	0.0844994	0.6970305	0.8903010	0.7819644	0.7857623	0.1602059	1.0248411	0.0814793	0.2521529	0.6952303	0.5354869	0.6421658	0.4328251	0.3537417	0.0863037	0.6844094	0.8845585	0.6610110	0.6880870	0.6060564	0.9134198	0.5574431	0.8737909	0.3555941	0.6055788	0.1841864	0.4300281	0.7764327	0.8420377	0.0756922
550	1.0466609	0.2047042	0.4996226	0.2051598	0.2737584	0.4383026	0.1978934	0.2132482	0.8006271	0.2241557	0.8396344	0.4960742	0.3312209	0.2801094	0.0704950	0.1068300	0.4466081	0.0511963	0.2236188	0.3839606	0.3935337	0.6352924	0.1690552	0.4134007	0.0373390	0.9879922	0.1455362	0.1808283	0.9078223	0.6068532	0.6346993	0.0215823	0.3525732	0.3645493	0.8907537	0.0521346	0.6310707	0.6124884	0.3426910	0.5199333	0.4419508	0.3763880	0.0516732	0.6773615	0.2712354	0.7650668	0.1725100	0.3775928	0.1328553	0.7512911	0.6043244	0.7392119	0.9966078	0.6218508	0.5371001	0.6580439	0.7280924	0.7515354	0.3530326	0.8178518	0.7922688	0.1289383	0.1765443	0.9760202	0.1689877	0.1724939	0.4737416	0.2445844	0.4856419	0.0567970	0.0893292	0.7327166	0.9432497	0.7858220	0.7602709	0.1268123	0.9861464	0.1168575	0.5075983	0.7446730	0.5608248	0.4767030	0.4936211	0.3174577	0.0872778	0.6372276	0.8460737	0.7005652	0.8763598	0.6058702	0.7990935	0.5976432	0.8101541	0.3955003	0.6816278	0.2121443	0.2969844	0.8274245	0.8912143	0.2513353
600	0.9753237	0.2077341	0.7086746	0.4114439	0.1690100	0.5465791	0.3060374	0.3967453	0.8081322	0.2727840	0.8656512	0.2783065	0.3882124	0.3373884	0.0700036	0.1617425	0.6669264	0.0531555	0.2800775	0.2701789	0.4282400	0.5154847	0.1688548	0.4138583	0.0365291	0.8949121	0.1076567	0.1904892	0.8596791	0.5301819	0.3465773	0.0263156	0.2672795	0.3941454	0.8489486	0.0350149	0.6170045	0.6895507	0.3475339	0.5773696	0.3016149	0.6406661	0.0754736	0.6717577	0.2742995	1.0024407	0.1740109	0.5418710	0.1308310	0.7416609	0.5772239	0.8113315	0.9498534	0.6762418	0.4635435	0.3947040	0.8096175	0.7203182	0.4712972	0.8017245	0.8016984	0.1058539	0.1462895	0.9293441	0.1575781	0.1451931	0.4350562	0.4432002	0.4545493	0.0997807	0.0551976	0.8389622	0.9565325	0.7719691	0.7140964	0.0810544	0.9015280	0.1438243	0.7458285	0.7598456	0.5893697	0.4829906	0.6620808	0.3597664	0.0445270	0.6274475	0.9785117	0.7591650	0.9647562	0.6326016	0.8687056	0.3593432	0.7602901	0.4219098	0.6764066	0.2128379	0.3735742	0.8391463	0.8134165	0.2667534
650	0.8843956	0.1604372	0.7796803	0.4605998	0.1115304	0.6182596	0.4581499	0.4614177	0.7253055	0.2682442	0.7895884	0.2979367	0.5297611	0.3097415	0.0752875	0.1402660	0.8479860	0.0430710	0.2845965	0.2654564	0.4513000	0.3840169	0.1835570	0.4106598	0.0385241	0.8473251	0.0960732	0.2323191	0.8185549	0.5749774	0.1913276	0.0337161	0.2216916	0.3700230	0.9882934	0.0487511	0.5652120	0.5644700	0.3215531	0.4224533	0.1719058	0.7930029	0.0611081	0.7084354	0.3084776	0.9506506	0.1572928	0.6518761	0.1097832	0.8675382	0.5457385	0.9482098	0.9198656	0.7863404	0.4002804	0.2757203	0.8238861	0.6031154	0.5383141	0.8667380	0.7135998	0.0786325	0.1341166	0.9323349	0.1963596	0.0831315	0.4283773	0.5582022	0.4704584	0.0748217	0.0713800	0.7819249	0.9801434	0.6467397	0.8232938	0.0572258	0.8738075	0.1451362	0.8674132	0.7820290	0.4684768	0.4968414	0.8577225	0.2972368	0.0434590	0.7685292	0.9503985	0.8545707	0.9772238	0.6984040	0.8328608	0.1741155	0.6883478	0.3352773	0.6571039	0.2046700	0.3711788	0.8349661	0.8156906	0.2900363
700	0.8559339	0.1595268	0.8093269	0.4288468	0.0898526	0.5696192	0.5611485	0.5050463	0.6417590	0.3485368	0.7793493	0.3948140	0.4681865	0.3853574	0.0715227	0.1371885	0.9546846	0.0476419	0.2671180	0.3109483	0.4927051	0.3533903	0.1748758	0.4572586	0.0488062	0.9421368	0.1088074	0.2232110	0.7019802	0.5743822	0.0872615	0.0500144	0.2261453	0.2771843	1.0896199	0.0309895	0.6417173	0.6129021	0.2980880	0.3926559	0.0787265	0.9210169	0.0763892	0.6449232	0.3604630	0.9182063	0.1302394	0.6674341	0.1278920	1.0103665	0.5667195	1.0059810	0.9180862	0.8084143	0.3314026	0.2400269	0.9369068	0.6029697	0.5886743	0.8015138	0.5787132	0.0484588	0.1340717	0.9243132	0.1977883	0.0363617	0.4158136	0.6063898	0.4619347	0.0725702	0.0564518	0.8405651	1.0721731	0.5614182	0.7917444	0.0534849	0.8230949	0.1413692	0.8871413	0.7801927	0.3191039	0.4632088	0.9631360	0.3136919	0.0228988	0.8300178	0.9422551	0.8230467	1.0122982	0.7182913	0.9267073	0.1243617	0.6549970	0.2173930	0.5717738	0.2633148	0.3659403	0.9497733	0.7907338	0.2157173
750	1.0373421	0.1667163	0.7734205	0.3862051	0.1627308	0.4951379	0.6179482	0.5652034	0.7871900	0.3548366	0.7660306	0.4179039	0.4828841	0.3347509	0.0861983	0.1399525	0.8476128	0.0694001	0.2750548	0.3209679	0.4783538	0.4086190	0.1725898	0.4195316	0.0567594	0.8908404	0.1224130	0.1922998	0.7538244	0.6365443	0.0533171	0.0587584	0.2288733	0.2760756	0.9297405	0.0764485	0.6372608	0.6892626	0.2320569	0.3825457	0.0511106	0.9823745	0.0621512	0.5583540	0.4273603	0.9645027	0.1356891	0.7292332	0.1730515	0.9486511	0.5343672	0.9819582	0.9411058	1.0071584	0.3511625	0.2711507	0.9911325	0.5133460	0.6678935	0.7572341	0.6072773	0.0359936	0.0957941	0.8731305	0.2490406	0.0261152	0.3353753	0.6371279	0.4420755	0.0525140	0.0563931	0.8315084	1.0571524	0.5265411	0.7566771	0.0337623	0.7867149	0.1166775	0.8804420	0.7470205	0.2883421	0.4943384	0.8545451	0.3173408	0.0205931	0.9000734	0.9885118	0.7894725	1.0255476	0.7411062	0.9486233	0.0636462	0.6589287	0.1747255	0.5036717	0.3084555	0.3309305	0.9315435	0.7116606	0.2654080
800	1.0406151	0.1867182	0.7442755	0.5601064	0.1388370	0.5913925	0.6498252	0.6492109	0.7113954	0.3924092	0.7214002	0.4298489	0.5689165	0.4047241	0.0934140	0.0709613	0.9635792	0.0528108	0.3488568	0.2810528	0.4045248	0.4379298	0.1553176	0.4610475	0.0347744	0.9060077	0.1364288	0.2312336	0.7115227	0.5830018	0.0327067	0.0675878	0.1840788	0.3081490	0.9351241	0.1054482	0.5938972	0.7883898	0.1809648	0.3215294	0.0403290	0.9354288	0.0858268	0.4472697	0.3857914	1.0079443	0.1648285	0.7123922	0.1906656	0.9966604	0.5382330	1.0167068	1.0298657	0.7951237	0.4018903	0.3431967	0.9643192	0.5350060	0.6819117	0.8122267	0.6322932	0.0347786	0.0726293	0.8719371	0.3372818	0.0277963	0.3100272	0.5599219	0.3953593	0.0446453	0.0296569	0.8564812	0.9725116	0.5461906	0.8117401	0.0540032	0.6819897	0.1352938	0.8575246	0.7657863	0.3016539	0.6006182	0.8884527	0.3647563	0.0173675	0.9470486	0.9725099	0.7778424	1.0588553	0.6952101	0.8866025	0.0442000	0.5757964	0.2159282	0.6128765	0.3529065	0.3936709	0.9734947	0.7055829	0.4101777
850	1.0050289	0.1403913	0.7442387	0.6380889	0.1105606	0.5154489	0.7017786	0.7562903	0.6339264	0.4636631	0.6542392	0.5010266	0.5693772	0.3440602	0.0800640	0.0854192	1.0202771	0.0410059	0.3079792	0.2936641	0.3141656	0.4132306	0.1267297	0.3442277	0.0347277	0.8416941	0.1357122	0.2455009	0.8610277	0.5014893	0.0369908	0.0792000	0.1779130	0.2160247	1.0056512	0.1111715	0.6702128	0.9069300	0.1634640	0.3054922	0.0372846	0.8949473	0.0783838	0.4986470	0.4462347	1.0191827	0.1230954	0.7629587	0.1763863	1.0276620	0.5099485	1.0243250	0.9312434	0.9109875	0.3946952	0.4170774	0.9927205	0.5072004	0.8422937	0.8257592	0.5826427	0.0339678	0.0812425	0.9208362	0.3624576	0.0166741	0.3831312	0.5877721	0.3491647	0.0622062	0.0300532	0.8213241	0.9723060	0.6030351	0.8520279	0.0249365	0.7248420	0.1387459	0.8376788	0.6806925	0.2922791	0.6586784	0.8414058	0.3224391	0.0161726	0.9212172	0.9739595	0.8074634	1.0373416	0.6661025	0.9062838	0.0554602	0.6461948	0.1951147	0.5594421	0.4575105	0.3311471	1.0281151	0.8300853	0.4116372
900	1.0028105	0.1452696	0.7795343	0.5834382	0.0862121	0.4863561	0.7406160	0.7985596	0.7653650	0.4856485	0.7070634	0.5314296	0.5854514	0.3453145	0.0687976	0.0725055	0.9106134	0.0507916	0.3330225	0.2375685	0.3138535	0.4254024	0.1931611	0.3338220	0.0206056	0.9056776	0.0792169	0.2233938	0.8058632	0.5601239	0.0280192	0.0946513	0.1670306	0.2200526	0.9167799	0.0747841	0.6792686	0.7956886	0.1412784	0.2761669	0.0245695	0.9645232	0.0938386	0.4543492	0.4343083	0.9868969	0.1313797	0.7744897	0.1359944	0.9807014	0.5164007	1.0143287	0.9304424	0.9109175	0.3541794	0.4485610	0.9468046	0.5481259	0.9161844	0.8371394	0.5814276	0.0293677	0.1445453	0.9960300	0.3645876	0.0131352	0.4335403	0.5909931	0.2984007	0.0589380	0.0130372	0.8724569	0.9991609	0.4790846	0.7264277	0.0570220	0.6744308	0.1687634	0.9230536	0.6289566	0.3157679	0.6908475	0.8165094	0.3430027	0.0080965	0.9775494	1.0672335	0.7248260	1.0046086	0.7308826	0.8664256	0.0488617	0.6601735	0.2134950	0.5523061	0.4694949	0.3373758	0.9889805	0.8953602	0.3525939
950	1.0135171	0.1503679	0.8502805	0.5439737	0.1283737	0.4482752	0.7521294	0.7101141	0.6481920	0.4255059	0.7764397	0.5999856	0.6559802	0.3399715	0.0782328	0.0945967	0.9575976	0.0552142	0.2726509	0.2871181	0.3314736	0.4339756	0.1878724	0.3040350	0.0435430	0.8876778	0.0891690	0.1621561	0.9086579	0.6409610	0.0291164	0.1448141	0.1285097	0.1961428	0.9574107	0.1016417	0.6831081	0.8816442	0.1382834	0.3567707	0.0196130	1.0111560	0.0941708	0.4223077	0.4205910	0.9808883	0.1235902	0.8198120	0.1104603	0.9758503	0.5144455	0.8743131	0.9224477	1.0452280	0.3423081	0.5162517	0.8302712	0.5648077	0.9269010	0.8680089	0.6246999	0.0372275	0.1091793	0.9404139	0.4090749	0.0071905	0.4531871	0.6672145	0.2611914	0.0460271	0.0118154	0.9112730	0.9861927	0.4260090	0.7265745	0.0475486	0.7552826	0.1601671	0.8565759	0.6316676	0.3083549	0.5652744	0.8710254	0.3921520	0.0084460	1.0364912	1.0329244	0.6439919	1.0312640	0.6869402	0.8605155	0.0210768	0.6514833	0.2116119	0.5368041	0.4042325	0.3008469	0.9362577	0.8537810	0.3524616
1000	0.9789791	0.1390302	0.8191559	0.5120799	0.0984067	0.5174648	0.7409885	0.7756059	0.7616078	0.3868096	0.8095501	0.7058846	0.6651508	0.3082914	0.0816746	0.0661666	0.9281345	0.0482036	0.2962744	0.3392770	0.3521520	0.5256184	0.2222080	0.3093322	0.0694909	0.9308671	0.1211982	0.1661758	0.9569864	0.5991049	0.0285441	0.1435647	0.1514067	0.1741274	0.9472472	0.1220749	0.7795072	0.8519974	0.1185456	0.3534715	0.0207693	0.9131992	0.1025561	0.4544076	0.4384062	0.9878919	0.1325201	0.7033580	0.0943639	0.9556556	0.5159100	0.9459383	0.9083358	1.1449972	0.4019602	0.4410353	0.9626232	0.4901514	0.8443691	0.9191005	0.5529280	0.0278977	0.1104421	0.9489691	0.5040804	0.0123839	0.4137717	0.7014109	0.2483439	0.0763157	0.0158855	0.9601702	1.0720682	0.4055285	0.8308313	0.0493590	0.8483379	0.1683871	0.8701206	0.6262584	0.2726491	0.5076879	0.9292122	0.3445274	0.0092181	1.0183487	0.9780548	0.6964017	1.0175096	0.6919824	0.9344281	0.0472399	0.5927690	0.2062909	0.5344418	0.4982998	0.3035054	1.0003689	0.8256113	0.3709953

0	0.9888840	0.3557741	0.7161737	0.5203194	0.1182880	0.6097424	0.7053916	0.7026253	0.8378506	0.3023996	0.8340534	0.6603461	0.6797425	0.3738714	0.0658408	0.0980649	1.0079584	0.0665591	0.2926931	0.2102005	0.3039603	0.6274367	0.2750664	0.2793507	0.0327197	0.9314297	0.2214413	0.1764164	0.8259256	0.6102119	0.0485175	0.1903259	0.1256789	0.1689318	0.9606019	0.0872343	0.7016977	0.9441439	0.1510472	0.2819864	0.0090659	0.9685959	0.0545246	0.5214707	0.3712949	0.9714283	0.0916655	0.8396772	0.1236899	1.1303003	0.6090854	1.0257982	0.8997391	0.8492684	0.3126291	0.4027137	1.0574127	0.4898871	0.8464930	0.8406540	0.6951276	0.0101850	0.1470891	0.9850568	0.6288567	0.0451084	0.4824702	0.7488940	0.1442342	0.0490285	0.0083960	1.1349236	1.0790973	0.3524346	0.9076958	0.0161159	0.8116850	0.1661941	0.8963127	0.5319068	0.2872330	0.5889899	0.8690830	0.3512442	0.0068182	1.0285022	1.0089484	0.9225599	1.1389149	0.6887216	0.9845776	0.0688761	0.6593649	0.1467877	0.5795629	0.4247471	0.3353111	1.1218831	0.9567246	0.2479036
