Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G68A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.7387793	0.6356172	0.0179964	0.0163929	0.0296894	0.6261664	0.2434897	0.5782858	0.2691360	0.2096983	0.0802233	0.7185071	0.0621616	0.4097773	0.0077650	0.1748813	0.2476219	0.3979274	0.6159301	0.5252378	0.3154588	0.0073699	0.6675628	0.0476783	0.0848083	0.0158288	0.0236865	0.5451101	0.4896544	0.1860056	0.1722890	0.0644939	0.3384544	0.0050391	0.1213184	0.7224282	0.7031419	0.5912940	0.2205362	0.4110504	0.0046786	0.4183641	0.5023168	0.5662804	0.5811026	0.2690228	0.7575139	0.3590421	0.5473549	0.0704446	0.5063349	0.5838887	0.0359969	0.5194451	0.6144443	0.0216483	0.3436280	0.5484905	0.4201244	0.6890249	0.5310238	0.3856831	0.2605057	0.2578837	0.4055644	0.0254901	0.4663336	0.0791167	0.2886949	0.0688683	0.4767966	0.7648882	0.7120070	0.3126526	0.2629391	0.6108295	0.0866032	0.6766115	0.6674409	0.4848855	0.2618437	0.5113964	0.4279813	0.1551485	0.3257846	0.7051966	0.7093393	0.5212630	0.0206409	0.5150916	0.6599956	0.5824917	0.6024074	0.4031176	0.6908557	0.5557194	0.0273309	0.1325114	0.5993423	0.0493063
500	0.5735297	0.6143068	0.0190377	0.0239651	0.0313676	0.7902557	0.2268527	0.6549175	0.2995793	0.1581213	0.0908176	0.5811924	0.0965338	0.3094736	0.0111741	0.1467914	0.2908542	0.3213451	0.7983883	0.5117424	0.3600151	0.0180540	0.5761386	0.1268095	0.1065076	0.0678696	0.0092947	0.6085770	0.5275823	0.1678523	0.1895989	0.0595841	0.3965197	0.0112335	0.1062416	0.6513341	0.7215964	0.5486658	0.1621341	0.2207551	0.0042302	0.3327279	0.3353445	0.4875346	0.4835299	0.2257065	0.6381657	0.2990362	0.6173756	0.0730748	0.5260428	0.5138109	0.0341667	0.5063266	0.5817705	0.0091114	0.3564357	0.6167132	0.2985002	0.5975070	0.5558494	0.3324918	0.2073140	0.2898915	0.4179058	0.0145085	0.5996275	0.0908376	0.2608867	0.1086773	0.3718801	0.7322718	0.7761870	0.3107243	0.2584023	0.6617939	0.1295728	0.6880676	0.6457599	0.5149319	0.3438751	0.4581248	0.3558374	0.1724954	0.3308723	0.7859343	0.7399535	0.5456743	0.0724986	0.5182799	0.6711807	0.5182524	0.6420991	0.4560198	0.6889371	0.5373995	0.0655712	0.1558680	0.7171649	0.0641633
550	0.4848930	0.6566605	0.1945015	0.0368054	0.2018478	0.6531828	0.4283011	0.6212937	0.2194280	0.1203029	0.1204490	0.5974128	0.0636144	0.4465974	0.0128725	0.2409715	0.2882610	0.2631888	0.5808526	0.3806947	0.3750328	0.0324605	0.7001168	0.4082229	0.0893516	0.0306176	0.0121851	0.5438509	0.5416603	0.1366657	0.1693245	0.0471348	0.3498771	0.1092262	0.1320416	0.7161562	0.6787138	0.5190177	0.2374953	0.2791325	0.0038157	0.4861470	0.4368758	0.3144167	0.4800343	0.2496510	0.7144413	0.2588390	0.7531665	0.0472121	0.4875375	0.6003128	0.0576037	0.4737250	0.5943201	0.0060799	0.3785333	0.7441085	0.3258842	0.6408145	0.5040693	0.3891868	0.2482957	0.2764948	0.4301137	0.0220589	0.5900430	0.1062904	0.2372859	0.1037261	0.2236972	0.7343406	0.5657249	0.4586428	0.2119555	0.6218565	0.1437246	0.5982831	0.5515096	0.6023764	0.3612761	0.5114390	0.4739900	0.2141258	0.3275866	0.5514207	0.6329469	0.4811567	0.0579195	0.4390222	0.6844112	0.4774647	0.7034685	0.3704976	0.6243504	0.6501403	0.0756813	0.1295631	0.5431528	0.0973222
600	0.5918854	0.6676825	0.3682896	0.0109416	0.5595811	0.4005824	0.4931942	0.6583495	0.2868823	0.1588920	0.1325344	0.6369978	0.0609939	0.3074275	0.0032333	0.2066210	0.3973876	0.1243236	0.3629531	0.3208143	0.3791383	0.0222986	0.6871587	0.5327040	0.1051282	0.1261106	0.0101335	0.5746332	0.4612332	0.1616861	0.2018968	0.0411709	0.2258706	0.2779190	0.1205860	0.8751967	0.7821406	0.3689621	0.3898752	0.3931096	0.0090015	0.3837887	0.6120240	0.1896244	0.4166192	0.2158609	0.6618707	0.1117642	0.7735039	0.0172279	0.4571122	0.5078979	0.0601171	0.6321612	0.5518541	0.0198169	0.3744388	0.7213535	0.3230530	0.6150295	0.5475512	0.4279249	0.1922722	0.3307823	0.4425591	0.0137497	0.6761556	0.1538266	0.2089348	0.1665558	0.1787266	0.7208256	0.4960629	0.4927957	0.2647310	0.6507103	0.1864444	0.6239913	0.5735789	0.4738131	0.3821071	0.4522505	0.6239557	0.1913072	0.3431749	0.2268589	0.6615967	0.2606210	0.0394762	0.4096198	0.6868253	0.3266771	0.6391601	0.4417249	0.6608075	0.5230573	0.0940835	0.1231322	0.6893862	0.0695530
650	0.6192541	0.6739587	0.4155397	0.0271171	0.5121354	0.2975106	0.4928449	0.6856454	0.2195760	0.1971731	0.1058097	0.6317190	0.0336847	0.3718412	0.0087964	0.1365864	0.2905830	0.1422085	0.3815035	0.2159293	0.4538359	0.0199294	0.7120662	0.6110665	0.0562861	0.1156605	0.0165537	0.6248388	0.4107120	0.0905574	0.2267550	0.0072290	0.1092705	0.3489449	0.1033114	0.7546925	0.6656354	0.2164136	0.4037732	0.3266789	0.0143540	0.3944661	0.6053256	0.1585661	0.4635265	0.1688371	0.5959878	0.0602522	0.6915320	0.0355166	0.4360496	0.3389530	0.1107591	0.5532821	0.6251306	0.0215651	0.3633452	0.6041396	0.4310600	0.7014836	0.4675430	0.6656108	0.2785166	0.2755053	0.4049991	0.0457789	0.5792452	0.0799086	0.2236102	0.3409227	0.0643158	0.5405840	0.7302728	0.4503274	0.2556900	0.6651539	0.1969228	0.5372294	0.5823398	0.4651831	0.2582617	0.5552057	0.5453667	0.2427719	0.2440834	0.1981272	0.5923084	0.3923033	0.0409041	0.4713967	0.6794303	0.2972785	0.6560819	0.5109931	0.4920070	0.6326571	0.0747239	0.2087566	0.6781690	0.1376837
700	0.4643685	0.5867886	0.4170755	0.0062604	0.5257544	0.2699657	0.3916276	0.6692295	0.2834596	0.0978166	0.1479231	0.6043292	0.0328808	0.4042506	0.0039298	0.1616288	0.3856414	0.0687668	0.2318377	0.2123576	0.3417462	0.0198287	0.6305296	0.6002954	0.0267374	0.1188063	0.0227087	0.6445862	0.3466957	0.1120837	0.1695279	0.0159209	0.0724363	0.4696201	0.1231522	0.6239464	0.6869802	0.2671308	0.4466125	0.4739875	0.0169054	0.5890429	0.6272911	0.2296445	0.6138050	0.2524887	0.5024408	0.1464022	0.7008101	0.0221372	0.3918220	0.2837252	0.2297952	0.4462688	0.5667256	0.0129367	0.3571570	0.7369784	0.3648792	0.6157123	0.3380209	0.5636485	0.2422760	0.2826827	0.5539986	0.1006777	0.4848863	0.1991460	0.1815243	0.5094819	0.0199468	0.6221810	0.6743271	0.3940002	0.2907472	0.5395959	0.1615999	0.5048481	0.4973998	0.4390705	0.3893220	0.4685888	0.6862310	0.1191935	0.2024953	0.1695730	0.7458449	0.4377841	0.0495256	0.6699527	0.6098727	0.3326864	0.5790926	0.4868258	0.4748217	0.5440169	0.0490950	0.2611834	0.7563592	0.1103165
750	0.5627761	0.6121778	0.5071338	0.0062268	0.5895111	0.2818892	0.3461704	0.6387907	0.2753184	0.1267110	0.1191382	0.5982971	0.0447799	0.4361641	0.0042871	0.1609154	0.3004281	0.0264196	0.1856799	0.1382257	0.3377554	0.0073717	0.5972966	0.6050783	0.0121633	0.0447230	0.0249415	0.5561387	0.3557142	0.0907860	0.3016981	0.0054064	0.0290726	0.4676195	0.1080119	0.8350681	0.7223447	0.4129240	0.3639530	0.5216510	0.0051331	0.4896598	0.6283990	0.2736907	0.5004772	0.2588313	0.5357852	0.0619239	0.6796648	0.0669467	0.3410189	0.2356445	0.2534984	0.4783826	0.5127588	0.0187934	0.3876078	0.6978747	0.3090339	0.5472607	0.3131962	0.5685199	0.2761896	0.3632334	0.5582756	0.0526600	0.6013178	0.2305079	0.0957123	0.4576661	0.0058955	0.4675496	0.7182370	0.5649380	0.2339319	0.7360347	0.1110155	0.6185693	0.3607208	0.3994374	0.3953635	0.4944930	0.6301784	0.1918601	0.2110261	0.1076185	0.7125593	0.3174495	0.0572792	0.5681588	0.7084050	0.4212752	0.6682726	0.6039393	0.4571374	0.5069002	0.0991436	0.3238634	0.6949848	0.1029752
800	0.5355391	0.5685717	0.4462208	0.0052330	0.6342629	0.3364390	0.3259285	0.6911237	0.4718545	0.1172749	0.1196871	0.5214127	0.0331171	0.4898189	0.0049843	0.2319044	0.2756839	0.0542463	0.1613544	0.0927622	0.3343417	0.0183777	0.5603691	0.6270025	0.0081131	0.0595218	0.0194191	0.5491434	0.3267811	0.1126697	0.2287726	0.0012353	0.0287015	0.5451002	0.1553212	0.7433772	0.7360222	0.4182800	0.3999319	0.4476628	0.0257983	0.4857984	0.7006824	0.1750638	0.5686836	0.2241914	0.4652552	0.0616758	0.7595267	0.0616541	0.3121162	0.1992386	0.3625776	0.5404254	0.5749131	0.0280394	0.2646987	0.6950807	0.4473786	0.6878610	0.3226845	0.6449030	0.3630958	0.3180694	0.4837288	0.0413560	0.5427147	0.1749789	0.1289180	0.6664707	0.0055605	0.5013552	0.7455451	0.4726154	0.2844807	0.6874601	0.1137352	0.5584087	0.4834716	0.5926376	0.3845683	0.6286527	0.6418814	0.2043281	0.2662845	0.0883502	0.6590470	0.2357922	0.0550504	0.6161610	0.6515634	0.3703695	0.6565712	0.5609501	0.3428712	0.5269294	0.1185680	0.3801307	0.7714856	0.1663677
850	0.4731941	0.6966494	0.4959892	0.0107513	0.6296722	0.3108087	0.3100136	0.6927580	0.3980537	0.1252582	0.1900703	0.5439758	0.0469978	0.3666197	0.0030415	0.2322904	0.2451911	0.0226136	0.1743058	0.0993897	0.3121340	0.0263086	0.6075279	0.8127535	0.0032430	0.0310095	0.0069656	0.4800393	0.3542024	0.1121209	0.2851345	0.0025967	0.0336918	0.5289076	0.1669249	0.7338944	0.6681280	0.4753614	0.4595846	0.4131373	0.0098727	0.6642351	0.7321600	0.3226451	0.5931273	0.2940754	0.4862475	0.0665909	0.6578925	0.0239196	0.3559005	0.1777134	0.3718505	0.6108368	0.5790774	0.0294889	0.3687253	0.6085395	0.3608184	0.6685671	0.3282242	0.5603135	0.3165534	0.3439208	0.5533184	0.0224135	0.7795227	0.3346181	0.1303449	0.5441738	0.0025174	0.5409893	0.7108587	0.3037710	0.3166165	0.6698519	0.1588181	0.4764013	0.3282945	0.6118666	0.3494765	0.6447541	0.6778129	0.2066993	0.2221406	0.1149300	0.7067964	0.3045439	0.0823670	0.5660069	0.6711515	0.2698570	0.7475066	0.6279926	0.3148192	0.7087709	0.1096311	0.3346477	0.6312814	0.1555253
900	0.5412380	0.7196655	0.5557294	0.0028860	0.5435859	0.4040002	0.2679757	0.6177181	0.3944413	0.1492916	0.1226680	0.5481933	0.0397794	0.3785393	0.0184819	0.2395222	0.2249564	0.0304244	0.1769718	0.0820202	0.3048793	0.0200959	0.7049290	0.6127688	0.0175731	0.0405544	0.0234066	0.4904685	0.4262129	0.1970332	0.2477266	0.0011192	0.0377727	0.4479685	0.1337399	0.6827637	0.6551486	0.5212225	0.4031062	0.4547707	0.0367804	0.5698168	0.7036620	0.2266911	0.5461418	0.1818520	0.4862740	0.0314490	0.7902288	0.0386686	0.3952042	0.1426747	0.3806659	0.5124733	0.5401325	0.0269599	0.3233110	0.7539819	0.4709454	0.6856053	0.2467178	0.5946520	0.2496254	0.3262952	0.4511549	0.0261497	0.6353276	0.2489859	0.1503161	0.6149197	0.0088747	0.5474720	0.6039411	0.3848692	0.4059306	0.5581682	0.1508931	0.4627305	0.3426291	0.7517822	0.3301185	0.7375082	0.6734646	0.2837265	0.2373186	0.1589919	0.7307436	0.2242619	0.0651251	0.6018840	0.4696312	0.3304947	0.7042741	0.6665406	0.4016943	0.5886721	0.0923216	0.3448678	0.6251567	0.1552114
950	0.5419110	0.7346363	0.5000826	0.0052688	0.5100224	0.4176428	0.3231388	0.6842586	0.4224661	0.1130668	0.1186832	0.6366679	0.0330066	0.3723868	0.0115918	0.2531461	0.2543182	0.0333769	0.2052960	0.0920810	0.3183625	0.0095064	0.7162595	0.7190847	0.0188462	0.0812513	0.0152455	0.5333415	0.3891849	0.2211588	0.2056751	0.0025018	0.0185675	0.4356464	0.1612382	0.7007540	0.7427961	0.4334793	0.4253331	0.4774529	0.0261468	0.5210387	0.6406905	0.1832372	0.5043722	0.1777187	0.3518308	0.0570905	0.7714122	0.0483006	0.3068416	0.2566104	0.4215554	0.5674358	0.6641670	0.0152182	0.3250693	0.6364581	0.4391056	0.6471222	0.2654096	0.7112252	0.2894769	0.3182793	0.4498206	0.0272138	0.6087765	0.1520283	0.1696335	0.6607506	0.0022328	0.5359907	0.6577777	0.4816941	0.3871425	0.5898828	0.1910069	0.4919536	0.3802061	0.6395022	0.3680783	0.5914798	0.6306596	0.3305243	0.3233777	0.0938813	0.6506293	0.2491991	0.0238032	0.6498474	0.5166559	0.2575485	0.5685498	0.6593515	0.3814065	0.5354778	0.1028691	0.2831289	0.6732965	0.1900361
1000	0.6260340	0.7954711	0.4475948	0.0085774	0.6573822	0.3694149	0.3028717	0.6847771	0.3332738	0.1665940	0.1081141	0.6724041	0.0535071	0.3064219	0.0121786	0.2090477	0.3933813	0.0509564	0.2616141	0.1971403	0.3503938	0.0175275	0.6165837	0.7379696	0.0037024	0.0599345	0.0063088	0.5245395	0.3620878	0.1659178	0.2313392	0.0197513	0.0483512	0.4416936	0.1505535	0.7305761	0.6164584	0.5050282	0.4772038	0.4812999	0.0235071	0.5047115	0.7028372	0.2064942	0.5535194	0.1962582	0.2717395	0.1343748	0.7136648	0.0291691	0.4469398	0.2103675	0.3619881	0.4405150	0.5434814	0.0274796	0.3850624	0.7250751	0.4169486	0.7400848	0.2964306	0.6484637	0.3261647	0.3170250	0.4321111	0.0419871	0.6782742	0.2358818	0.1855520	0.6105173	0.0000310	0.4823229	0.7216731	0.3033767	0.3705344	0.8264423	0.2102068	0.5509607	0.4293225	0.5847609	0.3394907	0.7068661	0.5963012	0.3415352	0.2459143	0.1752606	0.7345203	0.2653026	0.0458790	0.6333870	0.5829576	0.3370882	0.5684537	0.5733941	0.2972249	0.5713327	0.0863162	0.3247179	0.6094163	0.1975570

0	0.6788331	0.6171255	0.5173732	0.0170921	0.5966175	0.3783404	0.2378032	0.5638026	0.3453467	0.1448097	0.1231508	0.7548852	0.0430361	0.3907241	0.0129250	0.1952776	0.3520520	0.0457701	0.1879268	0.0606656	0.3471597	0.0086571	0.6555276	0.8740084	0.0116082	0.0395489	0.0392676	0.5876973	0.4249134	0.1601396	0.2554873	0.0076509	0.0256674	0.5224432	0.1295136	0.6097230	0.7048772	0.5956476	0.4660793	0.5046788	0.0222366	0.5649292	0.7201637	0.1572528	0.5176007	0.2549603	0.3769601	0.1122552	0.7934637	0.0337290	0.2987242	0.2212750	0.3629865	0.5387482	0.5517448	0.0094402	0.4087247	0.6530792	0.3760858	0.7268791	0.2285924	0.5179757	0.2865806	0.2572536	0.4453090	0.0548404	0.5843660	0.2521060	0.1857072	0.5935822	0.0001097	0.5747198	0.5417496	0.5170729	0.3738965	0.6439286	0.1615206	0.5827254	0.2613499	0.6360985	0.2366835	0.5429751	0.7022354	0.1888785	0.2619346	0.1632848	0.6405401	0.1912154	0.0220141	0.6958600	0.6606939	0.3691983	0.5812330	0.6888111	0.4055235	0.5268300	0.1438163	0.3307999	0.6597848	0.1518051
