Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G66A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.9090448	0.5316253	0.5665895	0.0323487	0.4313071	0.0332125	1.0000000	0.4410176	0.7200111	0.5268621	0.7037527	0.7159530	0.4473156	0.0000410	0.0083728	0.0669737	0.0738284	0.9999806	0.1043278	0.6517175	0.1962133	0.3580182	0.9995237	0.1568234	0.8434004	0.9921582	0.2396430	0.2062034	0.5944576	0.9999999	0.0306676	0.0618870	0.9566468	0.1048172	0.9999333	0.5251499	0.4110353	0.9966664	0.2499890	0.9988406	0.6445402	0.7094566	0.7636242	0.2758625	0.6157388	0.9996128	0.2690996	0.5549499	0.9332619	1.0000000	0.5158242	0.0261207	0.8987178	0.5626596	0.6784658	0.1406226	0.4176804	0.3600747	0.9052530	0.4647710	0.9841095	0.2985226	0.0232696	0.4981370	0.4574693	0.1655061	0.0879082	0.2293480	0.9272535	0.4994176	0.0522076	0.9864352	0.0000004	0.9087356	0.9470290	0.3751002	0.0536447	0.1127785	0.1581528	0.3737578	0.4101196	0.8753670	0.3971932	0.0387531	0.7708017	0.3090226	0.9404019	0.8857009	0.9435669	0.9207107	0.4933205	0.4367345	0.8270823	0.0298277	0.0140074	0.3819017	0.6788969	0.9846820	0.5089101	0.2212295
50	0.8999192	0.4047739	0.6062722	0.0325516	0.4313321	0.0315899	1.0000000	0.6071995	0.8202626	0.5266686	0.7084923	0.7219717	0.4642574	0.0000410	0.0083728	0.0669740	0.0836558	0.9999789	0.3688039	0.8060150	0.2046769	0.3506123	0.9995448	0.2818934	0.8448139	0.9917440	0.2892947	0.4245372	0.5542849	0.7627292	0.0364394	0.0620210	0.9271505	0.1423044	0.9999331	0.5205967	0.4111713	0.9964790	0.2742464	0.9992246	0.7633046	0.7098544	0.7636298	0.2758669	0.6143830	0.9995938	0.2925747	0.5512122	0.8150998	1.0000000	0.5161067	0.0258510	0.9022071	0.5597462	0.6766015	0.1574280	0.5203216	0.3657454	0.9030045	0.4644206	0.9840918	0.2704844	0.0232042	0.4977583	0.3871818	0.1689110	0.0845998	0.2304896	0.9067616	0.5034456	0.0529100	0.9863149	0.0000004	0.9087253	0.9467600	0.3698906	0.0556711	0.1112987	0.1583951	0.3735134	0.4114453	0.8683876	0.4261064	0.0381376	0.7706932	0.2856995	0.9367844	0.8860653	0.9435652	0.9205838	0.3863606	0.4390346	0.8449579	0.0296123	0.0137134	0.3832658	0.6055429	0.9846143	0.5089540	0.2321132
100	0.8252582	0.2643024	0.6410582	0.0335254	0.4313457	0.0255845	1.0000000	0.7653699	0.9115056	0.5278787	0.7392789	0.7429019	0.5379703	0.0000410	0.0083728	0.0669781	0.1258045	0.9999672	0.6371569	0.9001540	0.2699279	0.3060400	0.9996264	0.4711113	0.8463783	0.9805935	0.5063185	0.6687771	0.5102944	0.4767111	0.0423449	0.0625355	0.8960160	0.1876174	0.9999296	0.4988887	0.4116478	0.9937390	0.3347537	0.9996067	0.8316803	0.7166990	0.7636431	0.2758941	0.6160972	0.9994661	0.3129607	0.5437124	0.6525320	1.0000000	0.5163795	0.0254732	0.9345256	0.5410159	0.6661957	0.1757898	0.6070715	0.4056205	0.8898716	0.4555406	0.9838709	0.2384365	0.0226251	0.4957526	0.2970664	0.1730492	0.0859427	0.2378710	0.8850287	0.5213069	0.0564382	0.9856670	0.0000003	0.9086118	0.9388225	0.3308315	0.0713297	0.1005654	0.1631654	0.3728096	0.4184689	0.8312274	0.4336589	0.0336318	0.7653183	0.2583787	0.9120530	0.8940141	0.9434900	0.9194088	0.2708218	0.4474976	0.8712840	0.0285942	0.0126617	0.3940642	0.5288842	0.9829231	0.5103575	0.2878279
150	0.6570273	0.1860401	0.6349511	0.0346833	0.4308080	0.0195679	1.0000000	0.8412916	0.9526878	0.5366886	0.7920765	0.7602730	0.6071537	0.0000411	0.0083728	0.0669931	0.1663419	0.9999481	0.7703941	0.9208029	0.3988645	0.2430331	0.9997215	0.6609728	0.8458172	0.9483652	0.7142300	0.8062213	0.4823337	0.3039801	0.0453199	0.0630152	0.8791713	0.2161103	0.9999176	0.4695112	0.4117655	0.9825606	0.3875923	0.9997813	0.8464627	0.7348755	0.7636589	0.2758370	0.6213859	0.9992625	0.3210023	0.5504299	0.5190635	1.0000000	0.5075963	0.0272050	0.9688310	0.4997659	0.6512185	0.1874722	0.6361546	0.4839284	0.8698162	0.4244274	0.9826966	0.2122646	0.0212545	0.4912860	0.2404386	0.1806311	0.0994347	0.2493711	0.9239901	0.5394042	0.0609560	0.9851447	0.0000002	0.9074656	0.9007485	0.2717640	0.1014821	0.0802003	0.1802176	0.3758159	0.4213481	0.7845399	0.4184690	0.0277161	0.7467628	0.2421372	0.8594727	0.9180511	0.9421234	0.9165584	0.1967898	0.4514381	0.8970765	0.0273764	0.0155941	0.4187341	0.4883198	0.9747264	0.5172874	0.3636862
200	0.4691983	0.1541753	0.6006811	0.0355013	0.4302295	0.0153598	1.0000000	0.8729194	0.9693455	0.5541187	0.8424260	0.7695913	0.6444673	0.0000411	0.0083728	0.0670178	0.1860540	0.9999305	0.8250621	0.9218113	0.5295924	0.1904191	0.9997484	0.8059867	0.8420399	0.9188233	0.8363311	0.8706764	0.4609110	0.2174511	0.0465672	0.0632830	0.8711268	0.2333906	0.9998961	0.4413575	0.4107144	0.9607594	0.4183732	0.9998426	0.8468880	0.7564754	0.7636042	0.2758214	0.6047628	0.9990643	0.3310938	0.5693286	0.4259646	1.0000000	0.4885303	0.0298257	0.9869929	0.4438261	0.6372058	0.1946930	0.6455633	0.5686431	0.8503461	0.3805080	0.9779181	0.1966017	0.0194222	0.4844882	0.2067766	0.2042549	0.1064426	0.2600314	0.9595192	0.5486570	0.0648340	0.9854563	0.0000001	0.9001030	0.8237071	0.2177036	0.1319470	0.0621916	0.2108552	0.3867955	0.4105474	0.7496534	0.4008453	0.0234350	0.7154238	0.2338563	0.7976227	0.9476610	0.9369332	0.9124051	0.1384095	0.4484166	0.9191148	0.0258406	0.0307214	0.4529134	0.4702971	0.9521419	0.5354926	0.4327154
250	0.3422520	0.1498508	0.5592014	0.0359420	0.4318937	0.0126948	1.0000000	0.8855729	0.9763841	0.5741336	0.8770141	0.7743209	0.6611114	0.0000411	0.0083728	0.0670424	0.1888798	0.9999185	0.8455547	0.9204569	0.6165217	0.1557267	0.9996148	0.8957327	0.8364154	0.8998732	0.8953866	0.8986536	0.4437411	0.1777749	0.0470486	0.0633900	0.8673088	0.2447634	0.9998665	0.4188430	0.4082217	0.9355549	0.4325997	0.9998607	0.8452773	0.7746880	0.7636426	0.2762776	0.5697292	0.9988344	0.3487153	0.5899916	0.3688498	1.0000000	0.4722137	0.0307613	0.9948090	0.3937110	0.6254322	0.1998094	0.6561534	0.6279137	0.8343991	0.3426835	0.9642993	0.1926007	0.0175424	0.4776169	0.1821820	0.2306420	0.1017260	0.2691140	0.9772646	0.5493334	0.0676367	0.9863434	0.0000001	0.8733968	0.7456218	0.1758173	0.1533390	0.0512605	0.2478907	0.4028045	0.3879165	0.7291378	0.3888716	0.0209007	0.6765363	0.2294912	0.7576785	0.9702361	0.9272168	0.9076190	0.0972796	0.4441639	0.9323932	0.0239449	0.0558294	0.4874286	0.4631332	0.9074392	0.5659270	0.4868909
300	0.2901857	0.1595044	0.5237731	0.0361218	0.4367740	0.0110579	1.0000000	0.8906361	0.9796113	0.5909684	0.8967778	0.7771170	0.6688868	0.0000410	0.0083728	0.0670591	0.1844986	0.9999117	0.8528404	0.9195729	0.6595909	0.1355809	0.9992128	0.9454968	0.8307712	0.8868243	0.9214187	0.9105451	0.4316648	0.1604950	0.0472260	0.0633936	0.8654267	0.2525803	0.9998335	0.4033390	0.4049608	0.9153136	0.4378152	0.9998650	0.8441145	0.7881325	0.7642513	0.2773181	0.5375490	0.9984705	0.3699560	0.6061993	0.3368316	1.0000000	0.4629051	0.0303775	0.9979041	0.3585851	0.6159088	0.2040629	0.6695930	0.6575081	0.8223258	0.3176670	0.9391958	0.1950592	0.0158789	0.4723450	0.1627186	0.2482018	0.0920410	0.2768504	0.9848178	0.5451552	0.0694535	0.9872413	0.0000000	0.8188053	0.6956888	0.1466210	0.1652448	0.0455192	0.2819471	0.4167793	0.3600670	0.7185683	0.3825431	0.0194635	0.6376859	0.2266155	0.7490660	0.9834249	0.9155083	0.9029226	0.0742382	0.4424974	0.9358854	0.0221986	0.0801568	0.5150631	0.4608102	0.8430173	0.5997411	0.5255812
350	0.2923760	0.1739039	0.4984816	0.0361503	0.4433065	0.0100783	1.0000000	0.8927402	0.9811730	0.6026400	0.9069214	0.7791142	0.6732933	0.0000406	0.0083728	0.0670673	0.1795490	0.9999083	0.8553417	0.9191581	0.6757850	0.1247446	0.9986613	0.9714121	0.8259275	0.8771734	0.9323669	0.9157008	0.4236789	0.1532174	0.0472889	0.0633277	0.8644527	0.2581087	0.9998030	0.3938743	0.4020133	0.9028764	0.4390179	0.9998655	0.8436522	0.7975067	0.7657283	0.2786033	0.5175446	0.9979065	0.3894957	0.6167229	0.3199227	1.0000000	0.4584763	0.0297844	0.9990778	0.3371995	0.6086656	0.2075891	0.6814781	0.6674868	0.8137255	0.3031577	0.9078674	0.1956517	0.0147001	0.4689114	0.1485510	0.2573420	0.0831551	0.2831079	0.9879305	0.5396059	0.0705542	0.9878493	0.0000000	0.7501358	0.6702879	0.1281963	0.1707309	0.0423667	0.3076425	0.4246000	0.3334084	0.7134965	0.3797923	0.0186229	0.6051102	0.2243182	0.7627069	0.9901010	0.9049949	0.8989261	0.0630580	0.4437568	0.9323479	0.0209121	0.0979115	0.5336929	0.4605895	0.7740592	0.6272149	0.5510833
400	0.3231105	0.1876177	0.4823423	0.0361094	0.4491992	0.0095081	1.0000000	0.8936996	0.9819387	0.6097828	0.9117956	0.7807322	0.6761087	0.0000400	0.0083728	0.0670702	0.1760202	0.9999068	0.8561792	0.9189812	0.6792505	0.1191919	0.9983323	0.9843847	0.8220420	0.8705622	0.9368776	0.9180573	0.4181562	0.1502234	0.0473098	0.0632258	0.8639342	0.2621168	0.9997790	0.3885990	0.4000427	0.8968132	0.4388057	0.9998655	0.8437590	0.8037236	0.7678531	0.2797102	0.5077417	0.9971684	0.4045139	0.6227197	0.3113163	1.0000000	0.4565020	0.0294356	0.9995101	0.3251720	0.6034493	0.2102058	0.6897206	0.6679505	0.8079494	0.2952228	0.8785782	0.1904349	0.0141972	0.4668742	0.1394532	0.2615578	0.0769520	0.2878664	0.9892402	0.5346990	0.0711953	0.9881361	0.0000000	0.6886499	0.6584377	0.1175087	0.1727546	0.0404063	0.3244415	0.4265299	0.3118999	0.7110736	0.3788607	0.0181126	0.5812739	0.2225192	0.7854843	0.9932515	0.8973608	0.8959090	0.0581042	0.4465916	0.9257804	0.0200806	0.1089633	0.5447347	0.4612149	0.7160098	0.6449405	0.5669542
