G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.8179509	0.4816824	0.0000000	0.3102793	0.2476373	0.5843903	0.0183277	0.5322937	0.2780315	0.9799860	1.0124940	0.5371188	0.1756050	0.0909878	0.8336563	0.0843969	0.3769028	0.5406914	0.9656432	0.0145687	0.9396095	0.0446744	0.0599454	0.0195035	0.9273064	0.3554732	0.2916722	0.5354494	0.8369756	0.7496284	0.3661933	0.5674242	0.0000000	0.1542404	0.5582493	0.4564142	0.0181612	0.2029631	0.1317796	0.6402163	0.5945017	0.3288092	0.9609032	0.7267213	0.4609463	0.3806414	0.3612663	0.3852221	0.7633393	0.9775334	0.9952774	1.0585208	0.1022922	0.3353916	0.2533207	0.0031050	0.8442067	0.5603345	0.8399264	1.0313874	0.7281645	0.4233527	0.4910381	0.5206549	0.3447665	0.4550629	0.0666334	0.3612685	0.3120838	0.4753062	0.8995384	1.0237070	0.4585699	0.2214284	1.0034489	0.6239099	0.0046647	0.9826963	0.0426508	0.5798032	0.3680011	0.2470264	0.8833470	0.9027996	0.8959210	0.5304534	0.3722780	0.5194707	0.1361953	0.5772657	0.7037780	0.0176784	0.5066496	1.0010053	0.2867962	0.1865590	0.2655551	0.9418939	0.5009061	0.9875928
0.7270693	0.4867226	0.0000000	0.3591685	0.2278585	0.4794282	0.0305573	0.5325536	0.2634704	0.9434811	0.9886433	0.5031644	0.2304803	0.1219163	0.8112353	0.0806851	0.4473280	0.6744042	0.9428559	0.0094895	0.9565322	0.0474329	0.0515674	0.0134504	0.8668825	0.4057176	0.3067905	0.5939977	0.9344901	0.8708620	0.3096206	0.3744126	0.3156262	0.2968215	0.0063513	0.0000000	0.0051027	0.1530550	1.0469398	0.6217739	0.6460495	0.3515953	0.9195361	0.9395206	0.2808237	0.4055203	0.3345117	0.6119784	0.6942849	1.0463602	0.8974587	1.0022862	0.1123510	0.1678655	0.6994410	0.1231083	0.6954791	0.5051249	0.8878044	1.0381333	0.8470806	0.4895643	0.5868173	0.5292915	0.2724632	0.4283350	0.0631683	0.6239218	0.4944147	0.7127482	0.9406244	1.0988498	0.4140716	0.2131997	0.9891826	0.6907494	0.0035968	0.9071715	0.5798622	0.5587319	0.2322558	0.4220897	0.9493861	1.0096591	0.9633585	0.5350796	0.4066710	0.5457748	0.2408493	0.6888566	0.7434918	0.0004065	0.4724329	0.6480939	0.3970144	0.0529684	0.6627346	0.9163181	0.4282858	0.7313015
0.8131304	0.3398709	0.0000000	0.4259201	0.2214214	0.5343140	0.0111176	0.4682407	0.3525160	0.9685963	1.0472960	0.4590258	0.1374381	0.1829033	0.7762211	0.0399800	0.5036774	0.6050910	0.0000000	0.0111967	1.0245464	0.0197578	0.0560149	0.0089525	0.8901589	0.3747624	0.3589441	0.4538521	0.8646949	0.9802394	0.2979069	0.3457018	0.2649131	0.3970860	0.4734565	0.5178385	0.0099142	0.1847070	0.0865969	0.6754806	0.6143643	0.4240019	0.9622928	0.8253556	0.2290080	0.5465188	0.2345783	0.6588690	0.7605333	1.0711586	1.0693460	0.8438155	0.1191657	0.2895933	0.5923283	0.0025766	0.7320556	0.6077668	0.7178892	0.9927217	0.6871900	0.2196502	0.2744557	0.6225232	0.2131679	0.4203519	0.0500357	0.5811931	0.3976010	0.4184574	0.8010388	1.1047350	0.1427492	0.2029658	0.9482789	0.6663404	0.4883961	1.0212500	0.0703819	0.4435223	0.2971908	0.6571025	0.8481105	1.0945609	1.0247930	0.5773282	0.3774843	0.7964223	0.3184236	0.3410641	0.7101428	0.0588737	0.5458457	0.5751456	0.3190228	0.5265133	0.3516760	0.8984650	0.4232575	0.9936352
0.8112793	0.5034739	0.0000000	0.6460539	0.2635426	0.5134106	0.0218219	0.5032873	0.2895380	0.9437250	0.9592562	0.5024280	0.1740255	0.1224269	0.7570861	0.0938899	0.4476046	0.6196947	0.9653108	0.0118852	0.9711027	0.0328445	0.0374350	0.0057482	0.8571478	0.4112442	0.3910890	0.4885475	0.8907985	0.8800363	0.2709484	0.2877939	0.3330934	0.3811662	0.4187624	0.4229891	0.0033408	0.1992775	0.1515614	0.8060679	0.6449613	0.3716283	0.9439763	0.9087394	0.2108340	0.3400656	0.7611625	0.2390691	0.0000000	0.9740622	0.7053069	0.9635392	0.3805588	0.7444709	0.5336013	0.0167220	0.7904738	0.3232407	1.0770769	0.9555704	0.6907064	0.5249758	0.4223946	0.5653110	0.3418201	0.1538938	0.0567437	0.3477086	0.3649094	0.1013485	1.0104447	0.9187165	0.4845913	0.2528634	1.0586580	0.6662014	0.0075802	0.9505644	0.0735480	0.5461659	0.3580444	0.3671657	0.9041505	1.0291907	0.8815708	0.5407134	0.3690639	0.8269019	0.1364960	0.4431477	0.5674167	0.0078651	0.4542884	0.4952575	0.3552880	0.2148701	0.3237812	0.7996610	0.4364478	1.0755957
0.7562577	0.5533174	1.1461591	0.2732660	0.2276081	0.4865036	0.0314034	0.4870306	0.4796049	1.0018479	0.9792302	0.4095981	0.1918677	0.0800257	0.8371221	0.6234843	0.5483505	0.6281296	0.4520218	0.0107286	0.9709424	0.0675791	0.0405791	0.0229401	0.6441501	0.3590819	0.3375558	0.3719079	0.8311322	0.9579149	0.4407345	0.6924925	0.0000000	0.1295539	0.6270809	0.5889010	0.0101014	0.1743648	0.0858407	0.6619696	0.6594793	0.3877851	1.0022516	0.9031934	0.2618743	0.1829676	0.5787855	0.3457744	0.0000000	0.9462798	0.6326717	1.0118408	0.0185199	0.6892802	0.1296013	0.4470884	0.8949814	0.3638305	0.7569419	0.9639849	0.9604720	0.2809486	0.2974103	0.0573231	0.3757304	0.4508909	0.0816632	0.3984461	0.4178620	0.0882625	1.0563166	0.5641092	0.0667174	0.2710846	0.5982853	0.6271731	0.0538633	0.9138803	0.3375035	0.6424064	0.3581740	0.3783979	0.9613161	1.0009827	1.0006860	0.7903627	0.3611546	0.4360139	0.1085906	0.4053165	0.9541998	0.3077197	0.0720936	0.8105440	0.4074616	0.4003164	0.2817684	0.6770785	0.4962461	0.8808671
0.6888078	0.8542058	0.9633194	0.6793909	0.2421812	0.5639473	0.0134695	0.4762927	0.1811880	0.8921562	0.4249483	0.2162332	0.0012613	0.0331456	0.9347991	0.1044087	0.1553495	0.0596706	0.4192043	0.0091877	1.0349364	0.0544330	0.0505035	0.0132980	0.6100723	0.0000000	0.0000000	0.5913340	1.0723987	0.7051933	0.2787097	0.2394260	0.3339835	0.3986082	0.6266009	0.6318976	0.0212846	0.2125254	0.0688019	0.9752808	0.0253138	0.0000867	0.9996380	1.0030070	0.0527620	0.4696631	1.0089214	0.1281538	0.7402917	1.0165629	0.9045310	0.4485645	0.1012184	0.1764199	0.6380256	0.4472098	1.0634891	0.1774116	0.7428611	1.0469899	0.9722765	0.1121329	0.1981331	0.1043068	0.2392239	0.9725462	0.4749868	0.0293150	0.3588577	0.5054014	0.8131197	0.5780151	0.0506327	0.1787941	0.5541544	0.5069508	0.0370241	0.9543774	0.4214460	0.6945954	0.2327660	0.5170581	0.9626594	0.3467765	0.8210685	0.7025657	0.3480833	0.5881765	0.1513864	0.2729916	1.0210314	0.0034826	0.3044773	0.4906034	0.9839486	0.4129543	0.7201842	0.8653579	1.0154524	1.0288196
0.7499647	0.6393322	0.8932257	0.2684130	0.2319463	0.5458552	0.0420905	0.5253260	0.5367254	0.9058963	0.9732087	0.4572610	0.1697970	0.0747254	1.0100610	0.4742789	0.4803697	0.5360696	0.4301888	0.0164412	1.0175788	0.0499109	0.0239843	0.0132892	0.5894237	0.4452975	0.2578378	0.6089083	0.9159030	0.9949437	0.4316058	0.6212743	0.0000000	0.1013568	0.0100313	0.0000000	0.0237126	0.1463433	1.0123956	0.7059491	0.5691982	0.3723848	1.0218008	0.8923080	0.2363281	0.2700322	0.4595846	0.5195410	0.5691556	0.9988161	0.5997302	0.9736967	0.0139999	0.1317794	0.2764047	0.4603851	0.7188309	0.4796520	0.9268210	0.8918112	0.9848075	0.1609777	0.4850439	0.0635622	0.1568402	0.7473359	0.0539044	0.0784431	0.4864328	0.7895178	0.9725153	0.5092793	0.0397745	0.2541365	0.5508231	0.6338949	0.1349553	1.0225731	0.8152370	0.5670998	0.0841000	0.3459376	0.8885915	0.9492538	0.9564160	0.7253177	0.3546529	0.5028183	0.1039224	0.7093379	1.0208339	0.0554423	0.0558659	0.9123625	0.4547936	0.1110555	0.5941277	0.8597656	0.4564926	0.7569664
0.7228508	0.5138081	0.0000000	0.2747771	0.2406297	0.5789509	0.0393577	0.4793709	0.3134250	0.9920929	1.0661499	0.5345759	0.1560966	0.1369300	0.9271678	0.0736542	0.3454193	0.5516192	0.9711865	0.0117436	0.9679349	0.0379166	0.0274140	0.0117895	0.8747187	0.4030943	0.2254646	0.4512422	0.8351728	0.8714466	0.4077971	0.3622552	0.3154397	0.0000000	0.4860478	0.4668292	0.0157540	0.1823138	0.1321126	0.5176544	0.7852700	0.3755505	0.9029551	0.7304921	0.2731489	0.4542995	0.2805361	0.5386233	0.7184400	1.0064303	1.0272955	0.9661549	0.0947521	0.2591276	0.0209770	0.0021218	0.8969468	0.4998736	0.8887986	1.0247798	0.7383933	0.4069538	0.4240313	0.5661687	0.2375665	0.4250348	0.0601495	0.3978705	0.4020141	0.6321289	0.8478816	1.0014366	0.8336250	0.2177109	0.9967846	0.6581513	0.0018290	0.9757552	0.0409277	0.6000537	0.3182574	0.1605322	0.8678728	1.0171113	0.7888549	0.5141736	0.3602437	0.6644269	0.1698772	0.9634889	0.6813350	0.0280126	0.5622459	1.0151638	0.4136215	0.2195135	0.3181915	0.9211760	0.4169763	0.8815406
0.7781785	0.4799957	0.0000000	0.4522630	0.2581110	0.7534817	0.0282537	0.6906532	0.3147592	1.0217598	0.5543249	0.5083222	0.2167824	0.2208286	0.7766198	0.0971779	0.5183419	0.5684026	0.9883143	0.5056433	0.1155429	0.0454770	0.3953800	0.9868316	0.0000000	0.4191755	0.3880148	0.4836375	0.8672072	0.8659221	0.6191481	0.3440880	0.4302942	0.0410361	0.5423444	0.5574599	0.0125229	0.1210698	0.1135457	0.7746813	0.5993860	0.4198143	0.8330100	0.4887922	0.6093556	0.2524777	0.2084607	1.0230758	0.7255834	1.0160047	0.9736719	0.3650344	0.1763740	0.6217364	0.0092902	0.0014970	0.8333404	0.7966199	0.8739048	1.0064741	0.6174846	0.5716198	0.4932723	0.0393775	0.3314225	0.5122799	0.0448573	0.3378314	0.4223244	0.4189829	0.8654827	1.0007106	0.9036882	0.2205899	0.9539535	0.5136375	0.0021291	0.8908041	0.0580439	0.6256352	0.3636255	0.1477696	0.9130302	0.9688545	0.6491700	0.3630441	0.2996195	0.8135071	0.7586769	0.8217351	0.1144762	0.1687176	0.6332892	1.1097423	0.7392568	0.2200620	0.1840664	0.5857318	0.4213722	0.7354926
0.8885044	0.5140748	0.0000000	0.3831840	0.2471774	0.5517278	0.0349697	0.4722255	0.2334358	0.9808408	0.9867978	0.5006456	0.2016723	0.1282207	0.8864506	0.0754165	0.4607545	0.6161486	1.1736895	0.0111615	1.0004113	0.0322784	0.0593783	0.0183049	0.9675926	0.3914792	0.2896229	0.5296388	0.8710922	0.8644784	0.3181711	0.3853910	0.2968898	0.2562604	0.0000000	0.4897747	0.0079371	0.1755843	0.9802466	0.5967720	0.6343849	0.3634451	0.9873486	0.7713300	0.3074194	0.4525527	0.4308101	0.5725793	0.7217657	1.0212593	0.9941480	0.9273862	0.0756463	0.2668244	0.5792197	0.0146607	0.8777137	0.5010918	1.0051767	1.0238762	0.8402998	0.4382807	0.4734378	0.5957440	0.3194890	0.4392630	0.0461795	0.5340091	0.5306185	0.7296284	0.8348948	1.0479198	0.4719647	0.2217183	0.9549416	0.6849048	0.0018695	1.0373289	0.0430016	0.5972697	0.4007156	0.3693629	0.8954311	1.0728530	0.9730075	0.5816640	0.3480640	1.0135120	0.1145832	0.2296040	0.7782035	0.0003063	0.5091591	0.7499769	0.3523062	0.2303190	0.6842369	0.8739345	0.5836770	0.6940949
