Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G76A	G94	G95	G96	G97	G98	G99	G100
600	0.1316913	0.3774546	0.0368351	0.2490137	0.6468168	0.0875759	0.0961519	0.0946211	0.1282982	0.6711549	0.1798028	0.6783340	0.5022693	0.1717266	0.0286659	0.4267694	0.3655031	0.4696445	0.6604121	0.0010048	0.0398901	0.6279400	0.6458763	0.1468321	0.0741658	0.3136348	0.3714988	0.0861835	0.1127885	0.1683555	0.0534428	0.4642784	0.6106167	0.3916445	0.1488849	0.0019261	0.3985286	0.3026627	0.1903344	0.0988377	0.3848238	0.4136679	0.1593068	0.3727850	0.6595820	0.6585579	0.6671597	0.6444341	0.2133856	0.5859092	0.5890554	0.4007508	0.4906505	0.3486287	0.4852659	0.1059883	0.4082799	0.0164744	0.0028298	0.0481679	0.0649514	0.1598133	0.3660781	0.3222251	0.2131580	0.5262188	0.2774845	0.3822343	0.0051692	0.0896015	0.3909185	0.3263578	0.0138243	0.3343429	0.2897379	0.0744148	0.4945598	0.5526040	0.4367011	0.0003752	0.6637163	0.6108436	0.0020669	0.4227892	0.2485809	0.1695340	0.4137705	0.4014214	0.4091274	0.5709805	0.3051892	0.3567767	0.4494687	0.5570287	0.0384789	0.3704523	0.5167381	0.4314542	0.2541701	0.6547241
650	0.1665015	0.3137793	0.0530877	0.1862581	0.8456799	0.0827887	0.0463423	0.1187497	0.2257387	0.5268007	0.3066128	0.6925058	0.4459305	0.1957557	0.0185289	0.4606707	0.2758535	0.5313093	0.6443385	0.0097580	0.0473768	0.5657599	0.7582034	0.1785016	0.1750410	0.3899719	0.3661193	0.0716217	0.1436108	0.0455417	0.1197295	0.5641184	0.6646720	0.4183843	0.1981964	0.0038219	0.4425740	0.1981126	0.2113540	0.1209631	0.4824519	0.5369292	0.2182738	0.3335619	0.5028019	0.5486572	0.6964109	0.6332754	0.2337612	0.7255077	0.3967306	0.3512343	0.5980576	0.3494166	0.4785762	0.0950876	0.4959327	0.0078040	0.0024882	0.0428676	0.0877360	0.1902789	0.3117095	0.3870982	0.2593013	0.7205438	0.3328146	0.3551916	0.0052122	0.0732221	0.5933224	0.4833436	0.0652418	0.3173907	0.3975807	0.0934735	0.6772146	0.5827992	0.2558039	0.0000000	0.6765283	0.4736188	0.0019717	0.5342132	0.2717320	0.1571922	0.5534616	0.5258039	0.4516344	0.4356298	0.3259275	0.4010291	0.6043176	0.6137414	0.1004124	0.4007637	0.5072216	0.4656850	0.2750142	0.6506673
700	0.2121050	0.2076368	0.0674887	0.2602940	0.6630463	0.0657287	0.0050181	0.2063291	0.1546322	0.5540439	0.2739140	0.6576450	0.5015562	0.2363524	0.0273707	0.3811520	0.3290427	0.4773803	0.6690816	0.1435961	0.0676480	0.5832864	0.7078436	0.1617558	0.1641527	0.3205705	0.3804625	0.0474825	0.2321818	0.0329351	0.1234529	0.4073918	0.6860653	0.4560232	0.2365122	0.0049162	0.7311684	0.2038350	0.1943861	0.1733259	0.4580686	0.4356378	0.2962368	0.3229016	0.5879366	0.6171043	0.5433735	0.7591377	0.1831091	0.5356754	0.5210878	0.4155658	0.5313660	0.4605944	0.3818912	0.1010867	0.3138551	0.0250178	0.0060510	0.0422326	0.1363247	0.2410020	0.3086420	0.3384134	0.2100754	0.6705573	0.3382864	0.3412480	0.0185565	0.0513053	0.5723805	0.6483882	0.1915504	0.2682795	0.3674623	0.0466415	0.5437572	0.4672858	0.2318424	0.0002759	0.6427957	0.5025475	0.0031615	0.5253021	0.4797120	0.1625735	0.4089072	0.5132700	0.5061862	0.5040923	0.3944969	0.3688234	0.4895091	0.7284054	0.1260783	0.4015662	0.5876056	0.3736990	0.3183287	0.6133090
750	0.1764904	0.2624295	0.0557106	0.2275799	0.5595518	0.0562298	0.0004370	0.2819585	0.1855664	0.5965888	0.2427794	0.7115324	0.5303322	0.2229361	0.0137055	0.5137024	0.3098079	0.5272352	0.5695606	0.3988346	0.0584895	0.5396542	0.6656486	0.1834857	0.1617334	0.3478617	0.3247684	0.0522341	0.0793194	0.0090905	0.2699443	0.3631188	0.6535521	0.4063023	0.1780832	0.0007785	0.4801555	0.1639666	0.1484554	0.1563034	0.4309680	0.5748478	0.2354005	0.2572763	0.4993849	0.6986578	0.6365124	0.7706330	0.2458354	0.5803831	0.4248027	0.3654179	0.3037217	0.4649629	0.3954136	0.0576672	0.2918493	0.0549886	0.0018092	0.0379522	0.0627428	0.2689911	0.2825045	0.1818605	0.1954105	0.5796581	0.2737157	0.3788777	0.0504460	0.0452427	0.6114994	0.4489817	0.1159939	0.2609567	0.4229526	0.0310024	0.5224551	0.5433049	0.2671527	0.0000063	0.7120675	0.6133575	0.0008703	0.4450503	0.4381586	0.0870017	0.4418693	0.5274744	0.5796632	0.4954383	0.3396080	0.3721571	0.5226954	0.6023078	0.1029227	0.3425414	0.7575214	0.4101429	0.3413083	0.6095758
800	0.1466547	0.2628188	0.0302233	0.1739290	0.6210467	0.0476010	0.0007466	0.2953379	0.1661251	0.5751128	0.3271863	0.5507657	0.4820052	0.1652289	0.0586836	0.5707402	0.3090979	0.6359021	0.5200247	0.5461718	0.1131552	0.4691124	0.6782880	0.1649017	0.2110080	0.3897379	0.2627350	0.0524153	0.1036762	0.0217437	0.1242627	0.4081636	0.6557044	0.3641392	0.1838634	0.0025026	0.5639792	0.1805198	0.1968052	0.1552919	0.4251669	0.5845347	0.3298607	0.2729075	0.6666659	0.7615440	0.6030715	0.5849985	0.4206644	0.4420216	0.4046855	0.3848189	0.2025755	0.3672180	0.4442027	0.1047628	0.2821434	0.0529372	0.0063546	0.0767646	0.0707415	0.3090949	0.3072442	0.1189669	0.2094549	0.6591980	0.2153218	0.5689336	0.0300786	0.0667811	0.7202978	0.5995623	0.1204163	0.1895746	0.3523419	0.0895097	0.5598058	0.5582510	0.1518999	0.0009976	0.7235857	0.4638185	0.0148395	0.4891963	0.3361901	0.0643718	0.4954675	0.6107326	0.4853738	0.4720450	0.2580404	0.3736212	0.4415052	0.6534873	0.0726715	0.3179284	0.6975523	0.4657035	0.3895659	0.7219477
850	0.1305029	0.2496025	0.0294038	0.2100565	0.7085742	0.0492799	0.0006212	0.3556577	0.1762739	0.6092370	0.2577420	0.7322321	0.5342710	0.2309021	0.0555869	0.5123127	0.2663885	0.5684788	0.6364127	0.5600625	0.0622742	0.5809759	0.6427591	0.1574337	0.1921042	0.3080711	0.2826258	0.0398688	0.1374425	0.0138752	0.1055845	0.3641420	0.6553758	0.3443067	0.2273477	0.0031453	0.5368998	0.1957921	0.1650120	0.1709940	0.4657448	0.3848303	0.2713447	0.2736091	0.5203890	0.5896416	0.7468934	0.5415238	0.4573817	0.4289477	0.4094194	0.3101169	0.2889860	0.4592448	0.4803284	0.1272712	0.1979314	0.0419196	0.0003961	0.0425819	0.1137880	0.2306124	0.1796619	0.1384929	0.2419104	0.6597244	0.2271980	0.4115593	0.0856771	0.0667870	0.6326828	0.6259566	0.1139872	0.1654662	0.3493865	0.0565478	0.5157638	0.5669613	0.2377953	0.0035422	0.6734257	0.4679619	0.0169984	0.5039090	0.2974347	0.0599915	0.5140365	0.5911661	0.5126494	0.5764207	0.3505675	0.4112163	0.5431321	0.5116737	0.0677839	0.2644522	0.6343708	0.4898125	0.4146773	0.7510419
900	0.1319711	0.3276050	0.0243406	0.2185505	0.5963302	0.0865175	0.0013877	0.3112366	0.1547310	0.5010480	0.3033257	0.6039977	0.4328811	0.3323379	0.0221183	0.5386325	0.2551185	0.4797560	0.4805935	0.7799661	0.0895607	0.4905104	0.6318415	0.1721743	0.2566461	0.3169538	0.2725737	0.0351198	0.1320056	0.0113748	0.1040208	0.3256396	0.6561400	0.3689091	0.2636938	0.0133589	0.4711243	0.1680653	0.2639350	0.1351607	0.3998443	0.5485577	0.3178047	0.3440056	0.5279179	0.6807867	0.6310933	0.5192162	0.5312186	0.4226609	0.4778662	0.3337234	0.2322359	0.4879408	0.4573733	0.1491583	0.2994782	0.0737302	0.0003333	0.0519915	0.0638559	0.2592592	0.1733054	0.0948037	0.2975270	0.5738299	0.2113909	0.4707471	0.0859741	0.0723453	0.6363090	0.5291991	0.2271739	0.2250043	0.3620852	0.0416479	0.6791638	0.6216577	0.2440958	0.0016801	0.6837850	0.5703989	0.0171341	0.4390402	0.2613628	0.0677382	0.4469545	0.5647646	0.5099011	0.4755863	0.3910470	0.3788665	0.5637149	0.5480987	0.0712534	0.2401501	0.8373604	0.4634880	0.3972724	0.5633476
950	0.1397125	0.3810111	0.0555111	0.1849096	0.6605642	0.0523016	0.0000189	0.2371869	0.1751129	0.5746283	0.3828381	0.6299774	0.4324166	0.4292354	0.0319961	0.5730112	0.3095424	0.6060198	0.4557926	0.7088746	0.0862607	0.4516706	0.7220643	0.1873793	0.3337106	0.3102890	0.2719829	0.0637785	0.1107326	0.0049623	0.0962226	0.3710978	0.5753222	0.4603175	0.1539620	0.0038369	0.4974932	0.1344063	0.1572063	0.1564368	0.3772202	0.4681248	0.3489669	0.4098532	0.6832723	0.6485689	0.6279258	0.6628616	0.4916897	0.4575134	0.4132346	0.3731842	0.1568637	0.5661721	0.3579252	0.1488161	0.2885639	0.0523735	0.0001282	0.0495375	0.0712378	0.2679170	0.1625146	0.1121872	0.1698703	0.4994226	0.2592337	0.4702134	0.1511089	0.0574560	0.7783834	0.5234890	0.1791165	0.2156635	0.3974686	0.0557060	0.5998254	0.5500791	0.3095777	0.0000000	0.6769831	0.4313424	0.0665138	0.4732334	0.3805308	0.0640129	0.4500171	0.6883120	0.7038102	0.4526595	0.3606197	0.3359471	0.6010029	0.7031799	0.0693149	0.2478806	0.6416009	0.4788062	0.3486196	0.5419353
1000	0.1330060	0.2483039	0.0387554	0.1474214	0.7649469	0.0521654	0.0029894	0.1839545	0.1519284	0.6154270	0.3325985	0.6225926	0.3495683	0.3162876	0.0270679	0.6188627	0.3374012	0.6949973	0.4106606	0.6943431	0.1088492	0.4618086	0.6267381	0.2049838	0.2905701	0.3860408	0.2948670	0.0248741	0.1720168	0.0128124	0.1215056	0.4226737	0.6018296	0.4246722	0.2382141	0.0086350	0.6950686	0.1375856	0.1777428	0.1439858	0.6686779	0.5512216	0.2544444	0.4448408	0.6443959	0.8097638	0.6707033	0.5771698	0.7159029	0.3866291	0.4329864	0.3607582	0.1349712	0.4759133	0.4051544	0.1057876	0.2667738	0.0589588	0.0001757	0.0453087	0.1034248	0.2215004	0.1976321	0.1377022	0.2026400	0.6540307	0.1562103	0.4200368	0.0955244	0.0613849	0.6131007	0.5467193	0.2052641	0.2491070	0.3479081	0.0549480	0.5469165	0.6190014	0.4288405	0.0002896	0.5744666	0.5235269	0.0100822	0.5061115	0.3025296	0.0574480	0.3927335	0.4730781	0.6305050	0.3779844	0.3307912	0.3951298	0.5911344	0.6235150	0.0810168	0.1630260	0.6115277	0.4745724	0.4830922	0.5962795
0	0.0632530	0.3956983	0.0495072	0.1388228	0.5906090	0.0547161	0.0032057	0.3116680	0.1877735	0.5568965	0.2861264	0.5403591	0.1777607	0.4796769	0.0274869	0.5874005	0.2673720	0.4699620	0.4204732	0.6750150	0.0880098	0.4838716	0.6670741	0.2271297	0.3812618	0.2590215	0.2120692	0.0281686	0.0468928	0.0177021	0.0734011	0.3264677	0.5729220	0.3555881	0.2425086	0.0037032	0.6315302	0.1355362	0.1433693	0.1584081	0.4755178	0.4125730	0.2213239	0.3116946	0.5909271	0.6039323	0.6569947	0.5499393	0.6847357	0.1379123	0.5644533	0.3369433	0.0760997	0.5391810	0.3642546	0.0447346	0.4263095	0.0240473	0.0002659	0.0240658	0.0942800	0.2634648	0.2204803	0.2232959	0.1408890	0.4993587	0.1678198	0.4603756	0.0652200	0.1231212	0.4999232	0.4527336	0.1406921	0.4235765	0.2983410	0.0873319	0.6117452	0.6646060	0.5407092	0.0000676	0.7269895	0.5151512	0.0150270	0.5655641	0.4530882	0.0487354	0.4288594	0.5087874	0.7204206	0.5245696	0.3187561	0.3389991	0.4933755	0.5305621	0.0924900	0.1816274	0.6149544	0.4602334	0.2765878	0.7186750
50	0.0829042	0.2240832	0.0443617	0.1811491	0.6352610	0.1872734	0.0000000	0.3035714	0.1650864	0.4510497	0.3324747	0.6545593	0.1662530	0.5846889	0.0137292	0.5459680	0.3526742	0.6100228	0.5743931	0.7071447	0.1130866	0.5670397	0.3189284	0.1702963	0.3270499	0.5362704	0.2741426	0.0186509	0.0518834	0.0238153	0.1938064	0.4265784	0.6055783	0.2748011	0.1903290	0.0036671	0.6809106	0.2109439	0.1371291	0.1151929	0.6953913	0.5159669	0.2405220	0.4543099	0.6548769	0.6408625	0.5588565	0.5964116	0.2295192	0.1574313	0.4420496	0.5331037	0.0284091	0.3716380	0.4376328	0.0268316	0.3749266	0.0541883	0.0000157	0.0603497	0.0353016	0.2554698	0.1628894	0.1843737	0.2426171	0.5505748	0.1206651	0.4615505	0.0666991	0.1250797	0.4774271	0.5620942	0.1738243	0.2102473	0.5564237	0.0547634	0.5319523	0.7033289	0.5543756	0.0005002	0.5935998	0.5031595	0.0095914	0.5056393	0.2946469	0.0509863	0.6356010	0.5632519	0.5535312	0.5167994	0.3181063	0.3712110	0.5750798	0.5835449	0.0831989	0.1944202	0.5694884	0.4163005	0.2583836	0.7701243
100	0.1120074	0.2951930	0.0346724	0.2342779	0.7775067	0.1618306	0.0032836	0.2899117	0.2015918	0.6406120	0.2674250	0.5378431	0.3096777	0.5698535	0.0037458	0.6334521	0.3267969	0.5543952	0.4786667	0.6349730	0.0741619	0.6982302	0.2718041	0.1499080	0.2579599	0.5889116	0.2635570	0.0170782	0.0306032	0.0157204	0.1593741	0.4546596	0.7481247	0.2362218	0.2443659	0.0065505	0.5338132	0.2659349	0.1638377	0.1245685	0.6482138	0.4651161	0.2520837	0.4023926	0.5930024	0.7441014	0.6257749	0.5192060	0.1208511	0.2464745	0.4154584	0.5745228	0.0368525	0.3736865	0.4285721	0.0263818	0.4170934	0.0494209	0.0032717	0.0428643	0.0311754	0.2323919	0.2653790	0.1042945	0.2820621	0.5009231	0.1255160	0.3608724	0.0955752	0.2065709	0.4488113	0.5757176	0.1588591	0.1878388	0.4756571	0.1023181	0.4276334	0.6269754	0.5668133	0.0007879	0.7100413	0.4792600	0.0265328	0.4712605	0.3226577	0.0751974	0.6876781	0.6443531	0.3233026	0.5592760	0.3558033	0.3639296	0.5827557	0.9035047	0.1443225	0.2708442	0.6669344	0.4500731	0.2537295	0.6242942
150	0.1812476	0.1701324	0.0268573	0.2911081	0.5489153	0.1618296	0.0000000	0.3199128	0.1664513	0.5084553	0.2473462	0.6237223	0.2404069	0.4539961	0.0002286	0.4805574	0.3481213	0.4192131	0.4113892	0.6408284	0.0865396	0.5709466	0.2093361	0.1410129	0.2255580	0.6227446	0.2911066	0.0314853	0.0489595	0.0263770	0.2517710	0.5455357	0.6879459	0.2811118	0.2554263	0.0058583	0.5155994	0.3294494	0.1456240	0.1434047	0.5729072	0.4113669	0.2420514	0.3691581	0.5559947	0.7704271	0.7046966	0.5733491	0.0760595	0.3267319	0.4317898	0.5569024	0.0254559	0.3467863	0.4866299	0.0408431	0.4696488	0.0666407	0.0047800	0.0749462	0.0536245	0.1966236	0.4296321	0.0860267	0.2640243	0.6817681	0.1452899	0.4064521	0.0685911	0.1416101	0.3928786	0.6110995	0.1798573	0.1810731	0.6285229	0.0371060	0.5028138	0.7978248	0.5628169	0.0265220	0.7035644	0.5317780	0.0050960	0.4288350	0.3344979	0.1158764	0.7400265	0.5658555	0.2228323	0.5133808	0.3972593	0.3389307	0.5581813	0.8294328	0.0826376	0.3060068	0.6661056	0.3527866	0.3447233	0.6476074
200	0.1608330	0.1503747	0.0511534	0.2639727	0.5674537	0.1764250	0.0000000	0.2813020	0.1768245	0.5699246	0.2851877	0.6766170	0.2206908	0.3787132	0.0011128	0.4671254	0.3822745	0.4894052	0.4518394	0.5573132	0.0730147	0.6363272	0.2676094	0.1577081	0.2754880	0.5703597	0.2704443	0.0585274	0.0638487	0.0082188	0.2059883	0.4067988	0.6727197	0.2181036	0.2123291	0.0040491	0.6350854	0.2681713	0.1323249	0.1798859	0.6366034	0.4389244	0.1885811	0.3499414	0.5962604	0.6039373	0.5738397	0.5704904	0.0727408	0.3155705	0.3094019	0.5401447	0.0363495	0.3925589	0.5469864	0.0519797	0.3662157	0.0302633	0.0023915	0.0823513	0.0255684	0.1970545	0.4269565	0.0608098	0.2323204	0.7025893	0.1696932	0.3847271	0.0727024	0.1900236	0.3901728	0.4878412	0.1113231	0.1762363	0.6229670	0.0349265	0.4847995	0.6074170	0.4439680	0.0291268	0.6553386	0.4796478	0.0124926	0.4948276	0.3492826	0.1685471	0.6061124	0.5271878	0.2737451	0.6164773	0.4131703	0.4862849	0.5615085	0.6797634	0.0549337	0.5058554	0.7336996	0.4073213	0.2982617	0.6418462
250	0.1742545	0.1788311	0.0559311	0.2831112	0.6053092	0.1548460	0.0000056	0.2657782	0.1978106	0.5335216	0.2933516	0.6974404	0.3554731	0.4585980	0.0001903	0.4276376	0.3474822	0.5032751	0.5388203	0.7081213	0.0814494	0.6204290	0.2126636	0.1565063	0.1520577	0.6051824	0.2778812	0.0602006	0.0816490	0.0126679	0.3083756	0.4284328	0.8164236	0.2846311	0.2072694	0.0053900	0.5037857	0.3473061	0.1570710	0.1721033	0.5718104	0.4160640	0.1649115	0.3424322	0.6774276	0.5385821	0.5152251	0.5819595	0.0742445	0.3037577	0.3000423	0.5591989	0.0855946	0.2891839	0.4810500	0.0690549	0.4197862	0.0359217	0.0011327	0.0371340	0.0355953	0.2295691	0.4209658	0.1088991	0.3328982	0.6737584	0.1111611	0.3295270	0.0472128	0.1681091	0.4548509	0.6461574	0.0956348	0.1793534	0.5872867	0.0566422	0.3768154	0.6890769	0.3661160	0.0517296	0.8488083	0.4864840	0.0134476	0.6114402	0.3616117	0.1029496	0.6532646	0.5688989	0.2566781	0.4891104	0.3882763	0.4591544	0.5996856	0.6674147	0.0787500	0.3699407	0.6203267	0.2758003	0.2530128	0.8706513
300	0.2401318	0.1809564	0.0997568	0.2921290	0.6269921	0.2217535	0.0009337	0.3010752	0.1463395	0.7292873	0.2786325	0.7055454	0.3711470	0.3442605	0.0000439	0.4719265	0.3636496	0.5069067	0.4915504	0.6243372	0.0585539	0.5908942	0.2181173	0.1570621	0.1140863	0.6435814	0.3403841	0.0355865	0.0493513	0.0075556	0.2832021	0.3264182	0.6906921	0.4407805	0.2454234	0.0118294	0.4880490	0.3101690	0.1431838	0.1732613	0.6508198	0.4921217	0.2211427	0.3615437	0.6239240	0.6310930	0.6325111	0.4237277	0.0873841	0.3801219	0.3095643	0.5832722	0.0632208	0.2848812	0.5495933	0.1236373	0.3787440	0.0443922	0.0001341	0.0515896	0.0707988	0.2785186	0.4161412	0.0638144	0.2381737	0.6403494	0.1416596	0.3611033	0.0431138	0.1533628	0.4689000	0.6278645	0.0942723	0.0968822	0.5738824	0.0448982	0.4274953	0.5553892	0.3252790	0.0624794	0.7882598	0.4133050	0.0468835	0.5579507	0.3757895	0.1112479	0.6737707	0.7103244	0.2843517	0.5857159	0.3770003	0.5034728	0.5308975	0.6290749	0.0305912	0.4536057	0.6205623	0.3283413	0.2971774	0.7430773
350	0.3156020	0.2231597	0.1371990	0.2866649	0.6570646	0.1302745	0.0003034	0.2538018	0.2014137	0.5480747	0.2989735	0.6072698	0.4398440	0.3231521	0.0005080	0.4682027	0.4010530	0.5417337	0.4890522	0.5629001	0.0582511	0.5740119	0.2725311	0.1379899	0.1713522	0.6047035	0.2706421	0.0316760	0.0754136	0.0075126	0.2902563	0.5158413	0.7004554	0.2518286	0.2404971	0.0072155	0.5513419	0.2580126	0.1622281	0.2455375	0.6910596	0.5432223	0.1551840	0.3452184	0.5067370	0.6635137	0.5831634	0.5921595	0.0639402	0.4735672	0.2870751	0.5536439	0.0541878	0.2562059	0.5355393	0.0730619	0.4854294	0.0510770	0.0000109	0.0397166	0.0415912	0.2672748	0.5774783	0.1052781	0.2261770	0.5663782	0.1113609	0.2727088	0.0727904	0.1583450	0.4748414	0.7085152	0.1032209	0.0998259	0.6020285	0.0794338	0.4307034	0.5181572	0.3016958	0.0867932	0.6185787	0.4625541	0.0190525	0.4830164	0.3949440	0.0994213	0.5768087	0.5456833	0.2569778	0.5754303	0.3136036	0.3876986	0.6288233	0.6689859	0.0602998	0.3807216	0.7232988	0.2345793	0.3538731	0.6300191
400	0.3111506	0.1426837	0.1259758	0.2550502	0.6582727	0.1527515	0.0001230	0.3068223	0.1210775	0.5591148	0.2613012	0.7512881	0.4401959	0.2520034	0.0000032	0.3571547	0.4693577	0.4159892	0.6128121	0.6622422	0.0943198	0.5897226	0.2270606	0.1134782	0.1202864	0.6082495	0.2979802	0.0325003	0.1236487	0.0098550	0.2107639	0.4027311	0.6779711	0.2588710	0.2312882	0.0043968	0.4659952	0.2448409	0.1477683	0.2144960	0.5288021	0.4978972	0.2714576	0.2925369	0.5861779	0.6740397	0.6825311	0.4939492	0.0909483	0.5590670	0.3116272	0.5731789	0.0693534	0.2520380	0.4782320	0.0653137	0.4156661	0.0517322	0.0006148	0.0219285	0.0418160	0.2326274	0.4713416	0.1001031	0.1806049	0.6925494	0.2227545	0.3110861	0.0835357	0.0726657	0.5477973	0.5731447	0.1339641	0.0872072	0.5812451	0.0659866	0.4523471	0.5769550	0.2727423	0.1238809	0.5998620	0.5279544	0.0312319	0.5685176	0.4208282	0.0875438	0.6187081	0.5956852	0.3272016	0.5646109	0.3029649	0.3677660	0.5645472	0.7231209	0.0585460	0.3516922	0.6363477	0.3030679	0.3508569	0.6432045
450	0.3399355	0.1186424	0.0639602	0.2915627	0.7471286	0.1883926	0.0015876	0.2829208	0.1166047	0.6162035	0.2173186	0.8309928	0.4234817	0.1579915	0.0000072	0.4359456	0.4450821	0.4888420	0.5237337	0.6987827	0.0698371	0.6286245	0.2013885	0.1162377	0.0869290	0.6596675	0.3174173	0.0252559	0.1727826	0.0195608	0.2782302	0.4440626	0.6461453	0.3319656	0.2205309	0.0022835	0.5313016	0.3697669	0.2009243	0.1617651	0.5827083	0.5076958	0.1529050	0.3119786	0.6402234	0.7900154	0.6906346	0.6734747	0.0795672	0.5854300	0.2889118	0.5337739	0.0494295	0.2202268	0.5745481	0.0639671	0.3395388	0.0224588	0.0001831	0.0401779	0.0465061	0.2901406	0.4853757	0.0671076	0.1846519	0.6549209	0.1385458	0.2745365	0.1005685	0.1418815	0.6701793	0.6054057	0.0785235	0.0907942	0.5643868	0.0556160	0.5117952	0.7060472	0.2668294	0.1397120	0.5570632	0.5410802	0.0183534	0.5044033	0.3567456	0.0911997	0.6500177	0.7274047	0.3901351	0.4871071	0.3532884	0.3190702	0.6372840	0.5715190	0.0748055	0.4424622	0.6616522	0.1694682	0.4504737	0.7166041
500	0.3851487	0.1534104	0.1546552	0.2672436	0.6189446	0.1859022	0.0003338	0.2508619	0.1091260	0.5863526	0.2457305	0.5505484	0.4182977	0.1764453	0.0004843	0.5689767	0.3978785	0.4925978	0.4745097	0.5803858	0.0703583	0.6827545	0.2467048	0.0913603	0.0712501	0.5990978	0.3187153	0.0368098	0.0904406	0.0198744	0.1979560	0.4689413	0.6837044	0.2947770	0.2138703	0.0008738	0.5284329	0.2340360	0.2246835	0.2030798	0.6138802	0.5609086	0.1735377	0.2785527	0.6486446	0.7306249	0.4945909	0.6288880	0.0359369	0.6466138	0.2669271	0.6793578	0.0748079	0.2743407	0.5041503	0.0754987	0.3452615	0.0356473	0.0004107	0.0583551	0.0289072	0.2171099	0.4819303	0.0893672	0.1429980	0.7028775	0.3468637	0.2387757	0.0546029	0.1133131	0.5575638	0.4899790	0.0813572	0.0755748	0.5035606	0.0671542	0.4104313	0.5249830	0.3078607	0.1568865	0.6027900	0.3914797	0.0222334	0.4542102	0.2554449	0.0576490	0.8437185	0.5730609	0.3047986	0.4877708	0.3051579	0.3834593	0.5267398	0.5612261	0.0548457	0.4616081	0.6841851	0.2484057	0.4260252	0.6239844
550	0.2543024	0.3323497	0.0959553	0.2962345	0.7917955	0.0897954	0.0001047	0.3954947	0.2003434	0.5769684	0.2399399	0.7089295	0.4575097	0.1509921	0.0159056	0.5584656	0.2916123	0.5139091	0.5959546	0.7388841	0.0451305	0.6372462	0.6226641	0.1455469	0.0769805	0.3799147	0.3598410	0.0709296	0.0724212	0.0193785	0.1381235	0.2770141	0.6940630	0.2688665	0.2060320	0.0045398	0.4763233	0.2163590	0.1951116	0.2017125	0.5120845	0.5834453	0.2820630	0.2840192	0.6545265	0.6412118	0.6410730	0.5581372	0.3309940	0.7416088	0.3392341	0.4355230	0.1576383	0.4332488	0.3795077	0.0925127	0.2887800	0.0673913	0.0001766	0.0562265	0.0234874	0.3754982	0.4362964	0.1040052	0.1399478	0.5270813	0.3257791	0.4005813	0.0871177	0.1004796	0.5610626	0.5124322	0.0267322	0.2238144	0.3710566	0.0412406	0.7485548	0.6276485	0.2116877	0.0949164	0.6129453	0.4286172	0.0272079	0.4972463	0.4183142	0.1374569	0.5486589	0.5583926	0.3510240	0.6000474	0.3337698	0.4274089	0.5865459	0.7429133	0.0702656	0.4021584	0.6787105	0.3057030	0.4177741	0.7973900
600	0.1969674	0.3017467	0.0983736	0.1691037	0.6003081	0.0387809	0.0003794	0.2141803	0.1584370	0.6093508	0.2672567	0.7524478	0.4172300	0.1145747	0.0148681	0.4318909	0.3344332	0.4505069	0.5629211	0.6916387	0.0709140	0.6600986	0.6477553	0.1841067	0.0739086	0.3548493	0.2457722	0.0434919	0.0799112	0.0091135	0.1006170	0.4084447	0.6833834	0.2937345	0.2554515	0.0029341	0.4916322	0.2916545	0.1521940	0.1942880	0.4510902	0.7212434	0.2019681	0.4042434	0.4918970	0.5733764	0.6985759	0.7263303	0.4158675	0.6114177	0.4224665	0.4176447	0.1916010	0.3958116	0.4804885	0.0824770	0.2439815	0.0341123	0.0000000	0.0524420	0.0487056	0.3707929	0.3168949	0.0935206	0.1714567	0.6514414	0.3559424	0.3676503	0.1003768	0.1343619	0.5096109	0.4596145	0.0342581	0.1701927	0.3296407	0.0781315	0.6624220	0.6295850	0.2321112	0.0294409	0.5615219	0.4799624	0.0294529	0.5164260	0.2662164	0.0880797	0.4541907	0.5441175	0.5045974	0.5124553	0.3287264	0.2274550	0.6058608	0.5465222	0.0686331	0.2806410	0.7130515	0.5311417	0.3624914	0.6593720
