G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G71A	G95	G96	G97	G98	G99	G100
0.4332425	0.7779221	0.1487229	0.3151819	0.8460260	0.7835176	1.0280445	1.0086063	0.9467172	0.0218891	0.4234887	0.6641173	0.3962719	0.7203685	0.9312610	0.7971728	0.0000000	0.9534300	0.4486743	0.4788184	0.0457795	0.9810876	0.1673040	0.4240753	0.5327904	0.6062781	1.0095015	0.9825138	0.6502626	0.0070073	0.5851650	0.0863229	0.9721754	0.4762103	0.0233024	0.8680782	0.0860324	0.4629803	0.9405813	0.0520241	0.7359766	0.1080144	0.6765522	0.0104011	0.0907078	1.1250822	0.0000000	0.1059326	0.7719773	0.2084405	0.3781149	1.0309884	0.2736945	0.0025804	0.9413403	0.5069890	0.8119735	0.8587107	0.0004171	0.3285093	1.0189111	0.0001699	1.0427998	0.5523209	0.5300906	0.9457565	0.4024588	0.0528165	0.6525163	0.2598913	0.4054975	0.4086674	0.6462369	0.0564577	0.3260151	0.5961419	0.5241745	0.0006010	0.0455370	0.8584110	0.7580395	0.1930770	0.0001927	0.1934189	0.8624166	0.7234273	0.1709042	0.2540983	0.2969095	1.0719569	0.1848730	0.8397456	0.0197423	0.5498211	0.5629748	0.0677584	1.0214309	0.0013817	0.3230908	0.2220566
0.4272280	0.6880446	0.1072580	0.2800056	0.7372646	0.0000000	0.8641239	0.9959000	0.9964239	0.0123290	0.4746264	0.6811331	0.4188432	0.8723709	0.9209550	0.6827257	0.0000000	1.0089325	0.4265044	0.5186905	0.0727625	1.0212443	0.2069569	0.4326987	0.4683480	0.5766239	0.9820912	0.9761131	0.6906089	0.0038746	0.5766725	0.0547756	1.0218505	0.4252220	0.0209897	0.8672213	0.1381476	0.5387282	0.9981817	0.0379820	0.5776856	0.2541658	0.7863795	0.0046565	0.0742602	1.0607200	0.0001304	0.1173039	0.8940445	0.1795102	0.3603085	0.9638072	0.1583857	0.1680557	0.9081558	0.2926466	0.8172801	0.9281003	0.0043555	0.3821076	1.0211053	0.0019684	1.0004784	0.7930358	0.5356752	0.9679285	0.4727347	0.5076617	0.6390723	0.3286185	0.3913770	0.3598271	0.5776620	0.0424391	0.3474493	0.5627646	0.2491753	0.0004273	0.0346976	0.8709187	0.5384203	0.1737649	0.0002501	0.2105695	0.9947062	0.7808301	0.1644092	0.5044208	0.2473347	0.9833110	0.1496451	0.8495055	0.0773265	0.5766123	0.5479590	0.1027206	1.0579900	0.0005180	0.2827859	0.1000418
0.4179313	0.8702966	0.1648184	0.2015210	0.7271706	0.0000000	1.0188830	0.8955592	1.0325811	0.0159047	0.4044240	0.6357670	0.3632057	0.8714551	0.9143883	0.7962054	0.6941828	0.9749121	1.0702516	0.5296243	0.0520678	0.9873847	0.0888897	0.4821807	0.5163902	0.6928892	0.9266012	1.0103476	0.5884386	0.6894169	0.7584651	0.0651414	0.0698764	0.4901933	0.0175687	0.8033026	0.1117953	0.6089721	1.0269841	0.0380346	0.5931275	0.1476261	0.6312352	0.0052770	0.0622453	0.9545227	0.0000000	0.3257665	0.1642296	0.3792364	0.4397520	1.0697904	0.4037667	0.0006487	1.0624727	0.7607929	0.8654727	0.8155473	0.0023190	0.6174194	0.9866633	0.0040738	0.9924312	0.9062258	0.9892839	1.0405800	0.4253309	0.6938736	0.6361802	0.3264775	0.3963512	0.3924638	0.8843108	0.1175903	0.2063474	0.1373819	0.0338132	0.0004234	0.0156449	0.5871607	0.7236533	0.1947079	0.0041247	0.1631963	0.9426444	0.8081197	0.1641871	0.3598067	0.4128650	1.0990280	0.2877309	0.5145866	0.1891006	0.5691394	0.4783477	0.0791213	0.9944458	0.0090037	0.2533854	0.1317524
0.3910229	0.6372195	0.1102224	0.3753162	0.7779926	0.7746092	1.0020961	1.1006501	1.0670642	0.0112794	0.4367994	0.5695154	0.4686126	0.6089270	0.8379715	0.7279435	0.0000000	0.9956010	0.3580254	0.4588773	0.0719699	1.0241837	0.2493166	0.4172997	0.5133154	0.6620947	0.9197310	1.0695070	0.6958994	0.0013496	0.5519247	0.0737035	1.0687525	0.4284621	0.0208061	0.6853899	0.1518596	0.4787917	0.9598344	0.0213649	0.5259057	0.2876670	0.8315263	0.0066893	0.0695822	0.9685507	0.0020106	0.0662478	1.0203868	0.0000000	0.3198518	1.0098524	0.1949404	0.4060131	0.9734307	0.5331864	0.8564060	0.9557100	0.0040054	0.2994137	1.0075994	0.0110127	0.9140200	0.4589809	0.4779922	0.9614597	0.4245492	0.0431732	0.6830536	0.3533839	0.1795474	0.4358698	0.7316000	0.0760466	0.5100263	0.6174780	0.6004374	0.0013003	0.0406715	0.8405363	0.7553278	0.2300770	0.0006256	0.2490442	0.9306414	0.8424607	0.2240393	0.1850525	0.2155673	1.0176936	0.0091658	0.9620084	0.0117449	0.6014769	0.5163441	0.1090480	0.9428552	0.0001577	0.3424516	0.0919013
0.3884769	0.7971504	0.1779021	0.4934731	0.8692450	0.9225495	0.9986858	1.0171932	1.0518983	0.0139644	0.7834275	1.0141409	0.9207457	0.2518149	0.8855238	0.6703638	0.0000000	1.0219833	0.4224212	0.4915469	0.0840914	0.9889251	0.1964083	0.6614210	0.4434534	0.7078273	1.0622053	1.0270911	0.6778866	0.0136061	0.7721647	0.0594662	0.0000000	0.4586457	0.0466756	0.9791213	0.0159630	0.1682490	0.6125315	0.0456313	0.4565181	0.2177662	0.6307718	0.0007052	0.1021193	1.0350772	0.4469080	0.3821798	0.2408586	0.4029514	0.6137394	1.0639868	0.1834023	0.1096388	0.9224757	0.0508203	0.8773556	0.2688466	0.0220942	0.6315141	1.0257926	0.1665424	0.8944637	0.4718861	0.7880337	0.8192805	0.8586860	0.2507990	0.8401002	0.0630613	0.4917371	0.4152738	0.7934702	0.0548638	0.1592852	0.6021245	0.8823762	0.0020041	0.0280024	0.8751893	1.0389137	0.3058949	0.0059308	0.1314883	0.8956784	0.9600301	0.2635838	0.3171507	0.4242345	0.9338088	0.1249063	0.8358431	0.0095490	0.6485265	0.5100090	0.0537371	1.1056857	0.0083603	0.2035147	0.1501287
0.4002018	0.8272101	0.1640688	0.6043912	0.9771447	0.9375236	0.9889014	0.9875178	0.9649300	0.0136730	0.6778981	0.9404248	0.9857168	0.0593565	0.9643018	0.8826666	0.0000000	0.9860145	0.4935689	0.4530159	0.0486014	1.0289429	0.2051704	0.7427171	0.0904351	0.6767959	1.0841706	0.9677861	0.6282923	0.0090184	0.5038842	0.0787559	0.0805707	0.4668543	0.1342387	0.9737690	0.0397878	0.1178756	0.0000000	0.0393786	0.8735807	0.2020306	0.6971326	0.0021531	0.1045528	0.9876369	0.5070247	0.4283743	0.0711779	0.5724512	0.6960793	0.5276297	0.1799670	0.0651763	0.8776586	0.0339953	0.8391956	0.2405479	0.0191077	0.5908265	1.0289082	0.1907097	0.9819474	0.2042329	0.5692316	0.5523193	0.8115477	0.2798133	1.0029235	0.0361727	0.5953222	0.3964202	0.2968084	0.0636484	0.1165785	0.5239821	0.8517748	0.1763811	0.0314427	0.7478534	0.9208735	0.2221593	0.0016655	0.1518222	0.8820238	1.0078545	0.4372411	0.2765710	0.6042536	0.8740837	0.0286149	0.8153154	0.0129658	0.5279775	0.5782725	0.0380059	0.9717705	0.0082047	0.2150071	0.1134676
0.4023161	0.7660210	0.1972721	0.3710061	0.7906317	0.8069648	0.9855757	0.9692599	1.0213621	0.0113726	0.4237852	0.5987480	0.3564861	0.8494628	0.9235281	0.7548890	0.0000000	0.9975784	0.4033085	0.4726916	0.0484880	0.9696950	0.2513960	0.4548193	0.5335457	0.6300931	1.0096275	1.0418812	0.6366707	0.0057369	0.5863302	0.0488152	0.9765116	0.4701839	0.0254618	0.8815751	0.0796954	0.6465529	0.9467991	0.0178174	0.8545662	0.0809912	0.7252881	0.0031676	0.1039134	0.9141883	0.0008344	0.0000000	0.7924551	0.1929667	0.4095663	0.7888515	0.1450352	0.2325561	0.9311536	0.4760605	0.8270151	0.8380675	0.0050616	0.3535609	0.9822226	0.0232578	1.0252514	0.5737994	0.5893209	0.9538253	0.4283849	0.0261971	0.6490341	0.2439752	0.4508802	0.3439533	0.7130937	0.0398880	0.2923476	0.5812916	0.5758961	0.0019284	0.0316324	0.8527732	0.8531351	0.1657290	0.0000130	0.2201305	1.0027959	0.7989370	0.2023459	0.2750891	0.2467178	1.1005181	0.2895384	0.9459336	0.0132239	0.5511196	0.5580617	0.1310002	1.0535000	0.0000359	0.1837064	0.1491576
0.3636054	0.7301835	0.1548108	0.3037532	0.7642840	0.8880010	0.9395989	0.9844348	1.0563508	0.0119516	0.4700521	0.4448384	0.3759809	0.7411219	0.8969797	0.7168209	0.6638639	0.9509161	1.0267059	0.4892721	0.0457316	0.9773534	0.0728033	0.3672318	0.5104901	0.7324705	0.9769843	1.0468791	0.6467888	0.6527051	0.6125324	0.0656866	0.0673948	0.4989809	0.0297157	0.9026785	0.0973078	0.4774834	0.9431993	0.0211614	0.5478399	0.2473387	0.7667999	0.0053437	0.0779736	1.0163650	0.0000000	0.0858075	0.9928938	0.0000000	0.2724800	0.9047689	0.5104210	0.1700667	1.1218531	0.8523242	0.7476172	0.8889340	0.0012552	0.4307360	0.9208101	0.0002766	0.9012874	0.4891573	0.7928160	0.9727291	0.4163835	0.0501945	0.6377456	0.2267262	0.2101466	0.3708277	1.0930493	0.1143759	0.5231138	0.1567787	0.5745890	0.0014815	0.0184339	0.9190356	0.7565033	0.2290834	0.0085400	0.2058462	1.0084153	0.8493189	0.2015340	0.1185631	0.1782881	1.0213634	0.2179213	0.9866243	0.0300203	0.5873816	0.5390680	0.0937286	1.0252355	0.0034258	0.1814082	0.1051104
0.3804421	0.7942708	0.2194361	0.2538935	0.6981050	0.0000000	1.0090025	0.9726427	1.0512462	0.0088842	0.5123721	1.0155376	1.0146489	0.0994900	0.8823779	0.9743326	0.5996156	1.0296292	0.9883312	0.5043527	0.0444690	1.0338838	0.0841703	0.7130177	0.1470165	0.6509706	1.0511266	0.8974451	0.6192903	0.6427197	0.6704258	0.0567194	0.0843665	0.4771422	0.0682833	0.9984138	0.0331425	0.1292823	0.0000000	0.0294202	0.6165045	0.2275730	0.7396047	0.0025834	0.1089754	1.0296335	0.4448136	0.4155099	0.0676889	0.6872982	0.5637719	1.0582463	0.1804697	0.0334702	0.9750613	0.5024484	0.9372688	0.3981314	0.0109883	0.7907832	0.9909022	0.0005671	1.0357678	0.6424976	0.8721210	0.5076380	0.4927307	0.8323108	1.0045921	0.1738168	0.4647297	0.4136471	0.2668333	0.0663085	0.0582930	0.1685972	0.5455817	0.0299169	0.0062340	0.5465333	0.9501447	0.1428751	0.0110291	0.0938699	0.9596032	0.9739466	0.3713244	0.4868643	0.5705075	0.8672748	0.3116814	0.6018835	0.5135155	0.5000259	0.5254431	0.1202602	1.0479516	0.0080895	0.1799805	0.9900267
0.4398729	0.8053873	0.2270714	0.1518110	0.6843834	0.0000000	0.9466844	1.0086896	1.0649428	0.0205888	0.6491971	0.8961874	0.6989643	0.4431694	0.8353596	0.7637555	0.6144734	0.9463464	0.8481654	0.4899007	0.0510936	1.1358463	0.1052417	0.5527541	0.6528317	0.7375471	0.9927786	1.0946816	0.6596893	0.6179556	0.7083590	0.0677095	0.0000000	0.3594569	0.0101693	0.7656881	0.0897697	0.5353612	0.9769622	0.0483958	0.2921827	0.2073247	0.7139701	0.0020998	0.1050308	0.8639795	0.4602044	0.2114576	0.3810237	0.3360325	0.4621744	0.9140785	0.4008680	0.1062709	0.9663334	0.4610719	0.7693466	0.4492256	0.0185566	0.8593396	1.0581697	0.0013392	0.9794929	0.8020221	0.9386356	1.0243301	0.4409725	0.7197735	0.8817538	0.2217677	0.4847710	0.3754605	0.8608113	0.0617795	0.1717851	0.2473415	0.6272741	0.0004977	0.0232817	0.6701006	0.9295045	0.1903564	0.0349281	0.1855440	0.9448657	0.8002557	0.2206610	0.4365418	0.2903287	1.0093359	0.3258758	0.5265498	0.2893949	0.5701487	0.4946458	0.1056034	1.0294801	0.0192699	0.1302211	0.9989815
