G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G71A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.1972307	0.2384793	0.1118787	0.1532256	0.2710232	0.1208832	0.2627621	0.0857334	0.3327766	0.0762655	0.0232870	0.6107648	0.2990481	0.4400010	0.3218370	0.0528263	0.2019852	0.3232102	0.0644912	0.5655017	0.4601864	0.4510033	0.0018193	0.2785699	0.5459595	0.2903766	0.0047767	0.0020914	0.3156187	0.2305679	0.3777447	0.1012948	0.5774410	0.5606665	0.4206685	0.0828290	0.3468665	0.2329486	0.2134691	0.3652554	0.0133219	0.2682660	0.1009215	0.6044169	0.3204326	0.1320550	0.2653931	0.0163988	0.3768456	0.3593349	0.5350788	0.2827728	0.5179370	0.5296870	0.6061117	0.3995707	0.1394088	0.0152201	0.4668366	0.3865643	0.1134844	0.2559675	0.5496121	0.2079553	0.2231799	0.0065299	0.6801779	0.1886171	0.5653926	0.6651371	0.5408080	0.2702044	0.1497633	0.0085432	0.6101669	0.6165281	0.4486937	0.5209895	0.3244043	0.4473453	0.3401542	0.1157330	0.5365266	0.0703508	0.1447746	0.6391696	0.1301350	0.3857147	0.6039134	0.3004177	0.0592278	0.2925690	0.2945246	0.3669810	0.3553938	0.2468492	0.2847595	0.5897380	0.3436351	0.0359424
0.2200501	0.5395596	0.7041895	0.2200066	0.2944221	0.4101540	0.1789076	0.0840908	0.3731083	0.0986826	0.5250920	0.7319912	0.0129098	0.1722330	0.2989194	0.0199648	0.2014644	0.3364973	0.0416264	0.5320187	0.4004319	0.6971330	0.0150637	0.1201994	0.4875172	0.5744648	0.0005430	0.0777028	0.0595382	0.3112143	0.7206064	0.1105935	0.4594661	0.4705290	0.1772670	0.4216412	0.4809787	0.1570488	0.0056127	0.2759465	0.0316836	0.6794460	0.0001044	0.4315035	0.6160295	0.1505150	0.3345056	0.0009371	0.5112861	0.0752183	0.6371492	0.4483453	0.4846082	0.6022794	0.5744874	0.4654432	0.1353151	0.0056095	0.4790680	0.5853462	0.0066433	0.2937011	0.4489528	0.2717499	0.2716275	0.0008621	0.4419956	0.1166987	0.0234716	0.5105409	0.5681559	0.2523849	0.0057144	0.0261410	0.5884015	0.8008785	0.4983419	0.4486856	0.5060923	0.6425460	0.2853004	0.1925313	0.5410720	0.3429631	0.0369874	0.1167141	0.1290277	0.1589170	0.2165202	0.3608129	0.6676273	0.1732506	0.2315684	0.6151052	0.5275611	0.2600521	0.1952225	0.5325259	0.1954075	0.1798897
0.5576565	0.6151470	0.6565776	0.2725041	0.5160933	0.1873709	0.2512922	0.1639050	0.3958375	0.0626315	0.1199377	0.5969383	0.1421821	0.5198560	0.6806012	0.2967251	0.3787277	0.2018886	0.1100768	0.6014669	0.3044416	0.5559109	0.0091819	0.1469941	0.4324409	0.2792751	0.1196604	0.1850084	0.5508941	0.3065250	0.5857429	0.2847349	0.3755693	0.1673803	0.1145988	0.4340132	0.3504252	0.4062933	0.2279407	0.1263479	0.5539642	0.4664022	0.0018652	0.3599534	0.5149105	0.0451979	0.1627840	0.0095814	0.4033656	0.2089508	0.4626723	0.5621026	0.5974410	0.5560320	0.5855963	0.3587755	0.4573920	0.0499412	0.6461843	0.2043718	0.0448993	0.1065087	0.4701815	0.4424687	0.4247807	0.3654549	0.1632226	0.1173681	0.0797408	0.5797266	0.5285665	0.6309691	0.0538891	0.0984155	0.5891053	0.6332524	0.4013379	0.3897855	0.0857317	0.6460784	0.3163678	0.0975726	0.2294744	0.3230098	0.0650306	0.2017023	0.0347752	0.1842071	0.4502232	0.6665978	0.5088713	0.1845927	0.1457415	0.5776004	0.4324200	0.5346185	0.0232527	0.3829122	0.3052351	0.0013972
0.5701672	0.4463140	0.5317507	0.3039127	0.4317349	0.4256271	0.1898416	0.0344444	0.3459908	0.1750296	0.4134959	0.6561587	0.0485332	0.1293735	0.1376747	0.0728623	0.2969031	0.2069906	0.1129167	0.5702791	0.3227032	0.6679902	0.0161532	0.0895455	0.4618557	0.5046640	0.0035201	0.0478213	0.2563936	0.3074595	0.6267569	0.1269812	0.4218567	0.2388121	0.6336530	0.0645009	0.0948479	0.2215306	0.0044383	0.1760606	0.2388163	0.4790915	0.1193201	0.5187635	0.2192846	0.2333439	0.2528171	0.0013741	0.1761544	0.1038129	0.5741628	0.6064885	0.0289610	0.5139669	0.4566110	0.4797779	0.4289571	0.2916016	0.5229202	0.3608989	0.1230952	0.3110193	0.5160834	0.2133194	0.3654479	0.3539851	0.5549933	0.0530940	0.0428738	0.3009227	0.7185723	0.1154392	0.1807959	0.0024900	0.4038910	0.6260736	0.5874422	0.4693403	0.1068657	0.5844408	0.3909532	0.3918173	0.4804225	0.1223533	0.2692571	0.4663050	0.0901026	0.5914356	0.0411271	0.2514666	0.4523988	0.0306768	0.5555375	0.6378038	0.4259402	0.5295121	0.5026151	0.4523779	0.1438737	0.0042960
0.4671767	0.4039482	0.4759018	0.3243321	0.5753520	0.2854852	0.0838737	0.0903021	0.3120991	0.1546598	0.1299790	0.6987650	0.0392257	0.3759748	0.6437791	0.4607132	0.4467369	0.1812557	0.0090483	0.5572415	0.4259372	0.6736367	0.4051049	0.0591177	0.5494753	0.1769067	0.2867177	0.0944620	0.2597743	0.3975046	0.5360944	0.2784059	0.4235999	0.1429173	0.2082966	0.3173870	0.4807189	0.1443114	0.4617140	0.0887542	0.4363895	0.6940954	0.0025781	0.3354506	0.5105604	0.0155070	0.3163592	0.0636088	0.4458371	0.1171374	0.6052326	0.0397078	0.4215486	0.5883706	0.1844707	0.4965295	0.0541106	0.4715725	0.5759717	0.0843912	0.0219463	0.1577554	0.3437118	0.3449502	0.4365312	0.2143090	0.2397311	0.1843738	0.2771794	0.5934890	0.6607378	0.3470686	0.0017406	0.0001007	0.3695512	0.5594680	0.5697601	0.6644005	0.4498342	0.4508321	0.3529559	0.3392303	0.1526177	0.0635406	0.0052264	0.6878135	0.0008809	0.2157325	0.2718056	0.6921560	0.1114126	0.1027125	0.1831132	0.7332007	0.5302689	0.3276400	0.1326358	0.3834607	0.3300530	0.0034434
0.0053247	0.5744312	0.5788266	0.0197021	0.0644288	0.4366766	0.0386380	0.0531835	0.3297797	0.1070537	0.1799053	0.6202345	0.0065443	0.3414536	0.1417554	0.0645109	0.4017029	0.2198538	0.1063050	0.5664694	0.3986882	0.6334647	0.1018263	0.0187043	0.6114375	0.6103656	0.4712383	0.3511044	0.2018183	0.3351458	0.6136129	0.4162196	0.2991990	0.4725119	0.0795164	0.2862146	0.3847716	0.3011317	0.2785143	0.6890008	0.0715306	0.4320401	0.0108969	0.4960208	0.6077659	0.3065716	0.2766540	0.0007662	0.4379650	0.0583123	0.6281518	0.4011967	0.4460987	0.6071213	0.6052149	0.4511456	0.1533540	0.0007144	0.2847804	0.5769632	0.2619231	0.1874306	0.2767284	0.0242763	0.0376301	0.2053779	0.0417862	0.4581208	0.0307290	0.4702690	0.6505142	0.5800913	0.0148897	0.1341179	0.5054676	0.7703736	0.1796165	0.1609997	0.1225177	0.5438425	0.2300524	0.4773036	0.2703662	0.5458813	0.2169792	0.5885962	0.1296228	0.0191430	0.2631546	0.3616199	0.1135346	0.1062499	0.1012939	0.7285544	0.6324457	0.5584175	0.1502685	0.3225167	0.3937891	0.1426847
0.0504343	0.5262508	0.5922958	0.0483555	0.1927064	0.3166696	0.1730520	0.0616006	0.3206303	0.0896881	0.3852808	0.5465311	0.0185839	0.5500537	0.5351147	0.0148162	0.2545000	0.1056403	0.0061050	0.7635569	0.4649497	0.6444380	0.2760746	0.0508515	0.4328068	0.3992575	0.0020612	0.1251483	0.2446800	0.3327703	0.5346337	0.0888359	0.5171717	0.3307916	0.2710844	0.3642139	0.2144677	0.1366452	0.3811003	0.3978351	0.0740382	0.8861567	0.1287101	0.5004283	0.3627174	0.1090596	0.2548695	0.0030959	0.5313889	0.1041502	0.6358948	0.3432285	0.2547965	0.5960956	0.4505646	0.3133316	0.4506229	0.0085709	0.4354419	0.3476805	0.0523659	0.2404353	0.1406395	0.0781317	0.1937887	0.0191663	0.1309368	0.0044302	0.2830941	0.6895297	0.5790731	0.0962492	0.0837722	0.0054886	0.5440320	0.5276030	0.6473846	0.2423236	0.1083358	0.2696862	0.5076161	0.2157922	0.7090219	0.1990978	0.0879391	0.4699932	0.0002515	0.1014924	0.3629488	0.3462620	0.3593143	0.2293674	0.1411150	0.6397503	0.5194532	0.5960247	0.2935977	0.4790354	0.1284556	0.0003581
0.1621962	0.4521730	0.3842469	0.0717320	0.1899048	0.1177883	0.3219657	0.1325856	0.2391450	0.1529678	0.3168086	0.6600908	0.3166161	0.6320305	0.7477236	0.2942449	0.3793029	0.2628214	0.0283882	0.4103397	0.3196937	0.4856943	0.1084064	0.1033793	0.7496559	0.6417266	0.1399605	0.0161485	0.4327424	0.2971393	0.4404249	0.1619058	0.4330357	0.3133088	0.0854602	0.5085079	0.5398626	0.4267788	0.2694800	0.1304212	0.2636948	0.5878146	0.1359927	0.5672499	0.5514036	0.1204102	0.3168969	0.1673205	0.5283810	0.5383579	0.4903462	0.1179368	0.5077741	0.6058422	0.5687756	0.5419227	0.1796802	0.0216982	0.5964259	0.1761221	0.0640256	0.1361020	0.3758587	0.0903936	0.5203749	0.4470223	0.4115219	0.2077032	0.4169809	0.4714719	0.7174878	0.5765680	0.0030812	0.0265673	0.5964474	0.6812271	0.3991989	0.5753634	0.2086590	0.5648911	0.2405284	0.1323899	0.1728232	0.4172987	0.0081021	0.2851644	0.0033795	0.1796845	0.4913008	0.4723926	0.2224728	0.4727673	0.4821035	0.7138639	0.3413001	0.5353531	0.2169806	0.4055522	0.3367173	0.1987097
0.4746836	0.6807576	0.6693454	0.2135960	0.3394803	0.2827714	0.2537987	0.1720637	0.2437617	0.0269099	0.4206777	0.5767274	0.2609777	0.5446824	0.6585388	0.3269805	0.0882182	0.3596876	0.0796371	0.5776733	0.2731793	0.6480024	0.2649278	0.2936254	0.0901160	0.1875398	0.1301611	0.0281463	0.4202286	0.2141225	0.4345066	0.0019145	0.3859499	0.3779570	0.0984824	0.3215735	0.4260339	0.3275430	0.0118918	0.1605089	0.3637237	0.6499524	0.0872822	0.5901011	0.1159820	0.2534836	0.0580623	0.0137512	0.5097032	0.1890880	0.4763390	0.1542051	0.5779851	0.6488143	0.6022042	0.4389641	0.2238159	0.1143290	0.7117809	0.4506551	0.0830533	0.1110326	0.3297366	0.1058127	0.5973177	0.3985265	0.2468588	0.0673919	0.3829973	0.4515465	0.6031025	0.2266465	0.0945212	0.0005228	0.5600367	0.7549351	0.3641624	0.5913772	0.2634675	0.6900479	0.3982164	0.0601733	0.2575114	0.2349221	0.4005108	0.3600600	0.0124159	0.0207121	0.7192309	0.0561298	0.1716369	0.3533904	0.6637668	0.6182622	0.5307076	0.5231003	0.2305749	0.5238508	0.0510120	0.0191515
0.0726626	0.3766491	0.4114035	0.0900848	0.1069163	0.0584556	0.4605427	0.3774774	0.1898226	0.2830942	0.4475515	0.6265824	0.3706822	0.2580582	0.4640198	0.0740850	0.1391570	0.2977806	0.0570208	0.5584964	0.2675482	0.4737858	0.1079947	0.1489769	0.4816152	0.5354098	0.0010828	0.0022429	0.5798978	0.2744123	0.4161855	0.3042829	0.6751784	0.5011383	0.1147726	0.5265781	0.2459092	0.4696624	0.0020337	0.3391899	0.1995760	0.5191642	0.2330177	0.3412065	0.1432235	0.1650507	0.5012408	0.1410876	0.5369760	0.4926245	0.6154075	0.1822563	0.5225358	0.4064526	0.5140732	0.4837668	0.2508978	0.0097484	0.6996903	0.2870689	0.1599221	0.1975080	0.7406450	0.1576948	0.6202454	0.1717918	0.1281792	0.5603242	0.3347451	0.4409588	0.4841215	0.3804371	0.0180384	0.0012490	0.4482874	0.6957522	0.3763765	0.4368876	0.1632572	0.4415265	0.4761143	0.4004340	0.4162622	0.5307463	0.1531185	0.4459417	0.0011804	0.0948142	0.3386916	0.5097836	0.3271975	0.2382855	0.4580295	0.7099829	0.4457384	0.2162501	0.5869071	0.4567332	0.1745853	0.0017026
0.5013318	0.4255896	0.1801928	0.2827757	0.2253625	0.0772106	0.2325193	0.0703535	0.2672192	0.2205060	0.4558517	0.5065306	0.0556952	0.2760723	0.5092839	0.5341829	0.1121647	0.4531627	0.0084285	0.5666767	0.4004400	0.6196972	0.3017279	0.0824213	0.5028530	0.5530700	0.0006843	0.0138533	0.5937484	0.2281312	0.2727108	0.0068847	0.5755474	0.1633485	0.1699051	0.2939179	0.3152809	0.4121518	0.0021015	0.3134208	0.1045997	0.7618982	0.0006252	0.3707495	0.6800746	0.0621815	0.5454497	0.1413736	0.5748205	0.5940797	0.6601271	0.0922725	0.6378322	0.7015421	0.5729051	0.5054850	0.4698685	0.0893558	0.4483627	0.1388169	0.1818197	0.0457303	0.0424624	0.1229527	0.2395345	0.3108336	0.6365525	0.4367260	0.3786510	0.4382273	0.3777677	0.4644148	0.1845830	0.1350390	0.5254189	0.8517982	0.3653061	0.2649673	0.3400242	0.4851636	0.6321653	0.5131965	0.4171373	0.4745576	0.0113813	0.1695503	0.0499935	0.2275853	0.6472261	0.1025916	0.2876343	0.4902185	0.1656788	0.5802544	0.5422127	0.5069010	0.4449158	0.6291357	0.3707021	0.0007518
