G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G76A	G94	G95	G96	G97	G98	G99	G100
0.0551647	0.3632993	0.0558803	0.1385369	0.6465948	0.0857695	0.0038736	0.2898381	0.1845379	0.5735177	0.3892424	0.6542435	0.1573520	0.6033220	0.0675164	0.5782743	0.3779783	0.4953347	0.4921604	0.6007193	0.0875696	0.4023926	0.6696677	0.1905886	0.3708814	0.2410362	0.2703200	0.0350217	0.0348723	0.0057085	0.0451863	0.3829453	0.6803640	0.3816405	0.1705868	0.0056023	0.5199097	0.1517532	0.1812570	0.0979794	0.4256707	0.5055080	0.2209310	0.3758467	0.5805116	0.5461088	0.6244836	0.5946490	0.6101536	0.1264757	0.5529889	0.3623149	0.0792153	0.5077552	0.4241729	0.0759405	0.4390386	0.0272659	0.0004902	0.0508853	0.0403318	0.2083588	0.1703082	0.2240989	0.3120024	0.6760945	0.1482513	0.4332470	0.0641056	0.1655780	0.4776723	0.4763394	0.1391947	0.3801406	0.3977626	0.0723445	0.4869359	0.7079739	0.5532429	0.0004238	0.8150112	0.4859616	0.0202994	0.4948969	0.3154383	0.1234424	0.4082044	0.3726468	0.7435032	0.5156190	0.3809004	0.4139236	0.4955008	0.5908937	0.1690520	0.1442517	0.6658506	0.4005655	0.2525729	0.6153869
0.1591600	0.2672899	0.0276109	0.2606850	0.6190860	0.0567344	0.0040404	0.1651978	0.1694328	0.5933916	0.2995710	0.6104833	0.1272014	0.5424879	0.0258458	0.5718561	0.3931473	0.5145775	0.5406095	0.2008788	0.0659491	0.4818286	0.6639787	0.1832183	0.4605480	0.1974026	0.2767256	0.0288924	0.0527784	0.0424630	0.0829088	0.3998131	0.6307195	0.3865884	0.2692400	0.0032514	0.5273119	0.1666325	0.1758445	0.1168773	0.4699492	0.4921017	0.2278696	0.3431266	0.6414963	0.6138823	0.6852355	0.6972076	0.3322875	0.1544544	0.7047832	0.3583264	0.1495014	0.5053921	0.4553472	0.0352112	0.5843433	0.0928864	0.0004843	0.0512187	0.0857817	0.1862283	0.1396945	0.0778114	0.3093615	0.7164052	0.0737351	0.4132614	0.1088603	0.1306976	0.4392217	0.5062609	0.0995564	0.3415852	0.4091865	0.0773832	0.5560115	0.6638967	0.5491629	0.0004569	0.6970863	0.5310247	0.0029142	0.5406401	0.2939705	0.1857455	0.3848103	0.1825165	0.5622138	0.4854775	0.3283343	0.4138193	0.4340736	0.6037705	0.1171349	0.2236369	0.6242139	0.3923579	0.3387229	0.7023334
0.0557128	0.4555038	0.0193625	0.1929457	0.7539032	0.0889925	0.0115080	0.3030709	0.2002129	0.5044438	0.3162857	0.6366790	0.1911496	0.4920006	0.0305427	0.5173063	0.3809304	0.4653750	0.4446245	0.6702407	0.1326480	0.4852630	0.6412580	0.1762897	0.3505775	0.2784387	0.2528988	0.0154973	0.0368810	0.0090494	0.0915615	0.4289923	0.6634925	0.2529002	0.3440882	0.0285008	0.5459100	0.1816316	0.1013999	0.1341323	0.5083987	0.4541065	0.1753098	0.3310584	0.5952913	0.6220814	0.8299568	0.5656187	0.7146833	0.0902060	0.5469783	0.3989296	0.0618528	0.5136781	0.5050703	0.0398328	0.3489321	0.0815189	0.0000512	0.0660471	0.0920113	0.2199048	0.1986681	0.1500284	0.1668877	0.5508718	0.0872902	0.5125594	0.0517917	0.0946282	0.3664260	0.6066121	0.1269685	0.5750518	0.3955296	0.1424797	0.6425634	0.7590436	0.4892984	0.0001373	0.6579898	0.4158781	0.0388474	0.7369116	0.2692483	0.0496686	0.3910530	0.5637836	0.6307876	0.4273122	0.3197033	0.3444314	0.4810531	0.7163095	0.0796555	0.1878820	0.7206822	0.5046775	0.3227095	0.6377088
0.0731124	0.4032110	0.0156260	0.1235500	0.7014820	0.0443954	0.0001316	0.3612856	0.1595579	0.5050113	0.3808869	0.5198464	0.2553125	0.4709824	0.0066146	0.4780885	0.2959078	0.4441849	0.4427524	0.7213254	0.1235772	0.4096588	0.6909604	0.2984872	0.3408601	0.2112299	0.2468301	0.0087799	0.0690228	0.0114994	0.0276173	0.3670327	0.7326607	0.2608814	0.2385404	0.0036732	0.4913619	0.1012405	0.1830863	0.1797521	0.4997151	0.5892045	0.2265424	0.3458172	0.5868631	0.6855440	0.6617508	0.5753647	0.6537437	0.1411039	0.6851352	0.4130027	0.1295518	0.5840001	0.4430656	0.0406369	0.4210609	0.0077289	0.0003100	0.0427055	0.1034155	0.2063962	0.1720932	0.1369256	0.3126692	0.6527247	0.1672207	0.4636952	0.0314395	0.1137750	0.4228728	0.5659930	0.1558027	0.4346052	0.3360276	0.0460625	0.5576490	0.6651025	0.6063640	0.0004862	0.5786455	0.5776530	0.0369918	0.6610526	0.3743756	0.0405079	0.4898902	0.4062935	0.6803994	0.4182970	0.4696718	0.3503196	0.4810312	0.6911818	0.1482409	0.1630407	0.7522019	0.4275780	0.3548402	0.5625980
0.1318156	0.3361835	0.0195062	0.0846313	0.2941791	0.0720045	0.0002335	0.4522354	0.1376129	0.5298668	0.5958529	0.6042718	0.2830966	0.4901952	0.0269004	0.6111672	0.3532259	0.5426837	0.5778929	0.7274260	0.1203290	0.3600734	0.6370081	0.2372012	0.3832658	0.3141931	0.3968319	0.0360173	0.0537977	0.0067024	0.1190503	0.4073965	0.7132813	0.2946590	0.2336403	0.0040010	0.4728488	0.1373330	0.1475517	0.1199872	0.5045412	0.5705147	0.2628951	0.3392099	0.6064630	0.6956487	0.6506407	0.5365436	0.6876219	0.2337203	0.4995343	0.3252833	0.2319827	0.4826334	0.4749381	0.0547808	0.3221861	0.0210602	0.0008864	0.0377545	0.1050396	0.2642248	0.1607059	0.1429495	0.1602151	0.6245781	0.1875712	0.4865293	0.0747996	0.1239499	0.4393987	0.6159122	0.1498543	0.3844415	0.2773863	0.0938649	0.5530849	0.6808603	0.3230248	0.0002078	0.7510125	0.4903715	0.0259051	0.5966066	0.2848384	0.0687958	0.5578684	0.5371683	0.5457822	0.4280084	0.3695839	0.4212199	0.5080955	0.5867529	0.0877262	0.1918535	0.7334392	0.4007032	0.2915688	0.5877214
0.0759455	0.4506955	0.0414280	0.2411285	0.5826722	0.0124000	0.0038654	0.2670507	0.2291973	0.4456287	0.3491636	0.6269990	0.2596490	0.4026607	0.0604546	0.3935516	0.2717912	0.4689663	0.4749403	0.5540110	0.0806153	0.4162266	0.6738593	0.1557530	0.3232803	0.2492736	0.2637641	0.0187343	0.0373860	0.0064031	0.0999433	0.4244750	0.5976399	0.3806437	0.1916635	0.0138165	0.5980423	0.1285424	0.1979372	0.1124277	0.4300356	0.4645254	0.2277264	0.2765461	0.5901738	0.6011268	0.6759102	0.6192971	0.6597319	0.2855527	0.5225248	0.3607252	0.1334185	0.4516200	0.4583328	0.0422927	0.3560891	0.0359711	0.0001849	0.0252406	0.0817378	0.3421877	0.1394585	0.1021734	0.1654194	0.5568692	0.1735831	0.4881309	0.0654974	0.1934263	0.4369486	0.6092007	0.0803431	0.3944262	0.3716707	0.0795108	0.6314713	0.7379915	0.5263673	0.0006714	0.6851553	0.3930580	0.0068148	0.5131248	0.3091671	0.0538355	0.4986032	0.5624142	0.6625494	0.5474323	0.3658353	0.3094544	0.4179438	0.6316797	0.0443682	0.1899959	0.7267642	0.5165636	0.3530749	0.6992005
0.0624143	0.3531579	0.0321232	0.2387549	0.7565281	0.0662083	0.0001649	0.3135106	0.1428993	0.6148291	0.3056288	0.6954344	0.2948328	0.4251331	0.0200973	0.6200354	0.3174397	0.4241688	0.5575507	0.6673395	0.0961023	0.4997936	0.6817632	0.1869932	0.3540530	0.3095775	0.2527804	0.0172388	0.0979734	0.0137498	0.1078999	0.3829946	0.5765501	0.3200562	0.1977226	0.0041098	0.5690088	0.1633414	0.1800999	0.1855171	0.4886149	0.4817474	0.1823255	0.3563158	0.6690167	0.6716298	0.5523586	0.5751417	0.7101006	0.3393658	0.7965820	0.4028121	0.0952078	0.4535539	0.3700459	0.0676702	0.2785367	0.0649025	0.0001584	0.0221449	0.2464143	0.2870231	0.1461669	0.1252053	0.1522486	0.5959894	0.1345028	0.4674804	0.0644850	0.1032175	0.4346765	0.6839311	0.0712563	0.3920122	0.3796378	0.0783937	0.6532428	0.7033484	0.3977223	0.0091694	0.7780756	0.3996327	0.0171121	0.5618920	0.3937539	0.0520007	0.3808548	0.5619199	0.5913666	0.4597760	0.3422774	0.3108525	0.5074736	0.7123201	0.0343944	0.2398778	0.6764076	0.5024086	0.3903611	0.6534948
0.0644168	0.4927691	0.0651997	0.2202443	0.6721932	0.1233747	0.0139117	0.2032173	0.2566267	0.6545827	0.3108060	0.6586846	0.1243135	0.5266617	0.0632884	0.4003075	0.2611878	0.4394560	0.4304463	0.5529729	0.0671421	0.4165767	0.6348093	0.2080432	0.4803317	0.2782706	0.2836749	0.0296739	0.0330683	0.0291805	0.0532433	0.4295927	0.5788547	0.3528240	0.2143605	0.0080252	0.6126153	0.1477006	0.1838129	0.1273931	0.6015400	0.4440486	0.2330889	0.3067554	0.6533266	0.7089192	0.6066422	0.5124241	0.5295029	0.1027541	0.5718042	0.4865360	0.2258892	0.5758959	0.3932511	0.0359615	0.3666966	0.0070608	0.0019893	0.0382783	0.0636205	0.2083786	0.1236806	0.1905613	0.2981343	0.5814112	0.1239821	0.5043830	0.0118684	0.1335192	0.4304509	0.3722240	0.0784718	0.5118781	0.3403511	0.0758980	0.5371873	0.5927020	0.7145166	0.0045125	0.7822159	0.4954981	0.0087225	0.4987227	0.3292551	0.1005009	0.4216593	0.4690066	0.7718003	0.4747274	0.3158325	0.3993387	0.3648928	0.6925767	0.0999716	0.2225331	0.6084080	0.3974846	0.3353404	0.5854908
0.0617364	0.3418935	0.0313932	0.1726022	0.7260657	0.0691590	0.0441311	0.0639491	0.0861893	0.6237986	0.3432275	0.6960861	0.2529290	0.5276613	0.0272841	0.5803344	0.4184735	0.5429713	0.7665519	0.0085014	0.0688706	0.5315817	0.7265695	0.1590609	0.3615372	0.2528176	0.3120924	0.0203371	0.0975758	0.0411351	0.0806603	0.3689377	0.6116474	0.4135577	0.1840281	0.0032687	0.6081198	0.1371828	0.1074629	0.1414252	0.4719701	0.3724451	0.1937487	0.3176274	0.6406143	0.5881490	0.6247461	0.5593810	0.3458537	0.1593978	0.5015012	0.3793351	0.4769474	0.4697347	0.4127627	0.0571187	0.4066233	0.0033817	0.0007837	0.0274441	0.1181510	0.1585106	0.1847605	0.2702207	0.3065406	0.5979089	0.1109183	0.5073425	0.0101518	0.1001442	0.5271750	0.6284409	0.1301055	0.4746939	0.3003121	0.0567846	0.5492066	0.6038928	0.4765298	0.0007952	0.7408112	0.5427682	0.0026429	0.4544243	0.3173409	0.1254239	0.4393306	0.5502355	0.5234505	0.3793859	0.2656226	0.4267689	0.6563523	0.6837997	0.0693237	0.3716270	0.6675422	0.5533494	0.2398796	0.6104728
0.0409824	0.5366493	0.0297052	0.1246924	0.6294170	0.0601018	0.0034944	0.5148978	0.3849171	0.2569406	0.3858678	0.5245988	0.1989936	0.5706741	0.0404800	0.4593624	0.3269137	0.6001315	0.3879575	0.6095690	0.1092735	0.4672839	0.6459102	0.2524306	0.4583414	0.2183294	0.3184498	0.0284340	0.0422427	0.0148372	0.1026562	0.3970329	0.7219302	0.4247811	0.1855825	0.0049472	0.6066323	0.1416574	0.0878685	0.1434400	0.4870068	0.4249137	0.2437872	0.3238776	0.5469856	0.6495217	0.5344794	0.5647555	0.6920378	0.0823758	0.6245939	0.3632618	0.2177244	0.5568398	0.4047878	0.0263954	0.4430871	0.0593939	0.0013940	0.0456242	0.1283817	0.2420004	0.1318215	0.1961226	0.1867675	0.5548210	0.0853457	0.5329182	0.0250314	0.1008722	0.4432710	0.4735263	0.1829584	0.5369947	0.3605717	0.1110176	0.5101726	0.6100139	0.6417955	0.0005946	0.7081937	0.5085581	0.1305094	0.6157897	0.4075952	0.0381092	0.3789451	0.5182075	0.6028440	0.4986928	0.3749286	0.4467349	0.3179903	0.6109137	0.0650264	0.1489828	0.5930081	0.4487906	0.3089299	0.7199227
