Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G93A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.4013885	0.9044746	0.3609397	0.1613782	0.5641867	0.1204545	0.5529450	0.7797126	0.2598604	0.5448301	0.9112653	0.9720550	0.9896573	0.3389875	0.5270853	0.9999587	0.3003480	0.0005889	0.8902708	0.5125641	0.5171819	0.9881686	0.8213449	0.4554502	0.0226337	0.1689316	0.5291637	0.7152631	0.1146879	0.8556202	0.1583584	0.4729329	0.4425133	0.8170859	0.5979676	0.6568714	0.8705122	0.4888198	1.0000000	0.3031515	1.0000000	0.6353142	0.3130586	0.9768399	0.0351491	0.3599105	0.7077075	0.7154168	0.0056661	0.9603393	0.8443060	0.6704064	0.3918426	0.0281551	0.6681519	0.0001846	0.6181468	0.0133952	0.5335697	0.8098402	0.4984800	0.7534483	0.8494835	0.7497844	0.9994702	0.8938700	0.6344796	0.5249865	0.5538519	0.8606007	0.0000484	0.5687966	0.2433317	0.9888892	0.3238285	0.8260505	0.8569948	0.6983833	0.3272643	0.3374149	0.4397640	0.9984624	0.1348443	0.2589961	0.3131135	0.3800578	0.6988853	0.4114834	0.0669632	0.1098584	0.1736052	0.3914994	0.9101635	0.0041700	0.0586851	0.5694709	0.0002612	0.4862067	0.1603973	0.3993127
500	0.3999354	0.9028325	0.3577673	0.1619502	0.5641110	0.1187550	0.5545255	0.7784145	0.2596148	0.5476166	0.9079278	0.9719184	0.9897347	0.3069512	0.5174008	0.9999837	0.3003482	0.0005929	0.8767160	0.5196919	0.5170972	0.9881384	0.8211808	0.4554471	0.0226370	0.1671795	0.5310590	0.7034341	0.1453858	0.8557426	0.1736838	0.4864207	0.4919107	0.8185069	0.6067468	0.6579762	0.8705931	0.4888198	1.0000000	0.3039040	1.0000000	0.6340461	0.3140858	0.9769556	0.0349114	0.3358443	0.7049632	0.7158964	0.0056513	0.9578888	0.8451122	0.6978624	0.3941883	0.0290147	0.6599578	0.0001902	0.6146391	0.0136456	0.5344196	0.8109463	0.4989534	0.7534123	0.8466031	0.7246223	0.9994629	0.8831841	0.6350400	0.5248446	0.5539376	0.8610405	0.0000448	0.5672962	0.2429187	0.9879656	0.3172058	0.8279342	0.8639764	0.7013204	0.3310328	0.3284471	0.4403491	0.9982770	0.1348440	0.2607869	0.3131458	0.3785833	0.6974897	0.4120607	0.0724976	0.1079240	0.1741511	0.3915819	0.9080385	0.0034296	0.0594750	0.5694593	0.0002478	0.4866487	0.1605500	0.4124715
550	0.4056183	0.9011780	0.3460637	0.2073696	0.8537989	0.1182199	0.5556110	0.7773020	0.2407031	0.5567618	0.9047230	0.9731509	0.9847283	0.2890615	0.5090696	0.9986050	0.0513472	0.0006022	0.9292524	0.1974109	0.5299887	0.9763900	0.4085936	0.5768635	0.0226404	0.5395385	0.3223191	0.6923023	0.1900155	0.9717883	0.1817494	0.5379262	0.5402139	0.7985878	0.6883735	0.4631206	0.4521247	0.1182868	1.0000000	0.2848292	1.0000000	0.6314245	0.2875699	0.8020193	0.0318343	0.3176931	0.6607183	0.8255569	0.4766706	0.9558372	0.8563611	0.5999918	0.3275440	0.0266866	0.6873547	0.0001933	0.5942546	0.0139081	0.5482040	0.7513101	0.4649275	0.9436806	0.8403596	0.5887305	0.9981350	0.8968110	0.6445474	0.4721756	0.5624349	0.4332483	0.0000344	0.7454448	0.2450163	0.9874625	0.4909758	0.8333046	0.8760163	0.7077902	0.3398441	0.3284587	0.4398828	0.9934939	0.8296216	0.2874713	0.4470194	0.3515593	0.7070817	0.2322023	0.1608050	0.3371899	0.1874580	0.3914960	0.9111831	0.0027977	0.0734071	0.8357261	0.0001928	0.4938228	0.1908114	0.4220044
600	0.5065691	0.8682076	0.1975870	0.3235072	0.9263893	0.1222220	0.5566006	0.7735064	0.2308687	0.5676411	0.8953485	0.9756102	0.9639276	0.2768581	0.4989562	0.9789853	0.0121073	0.0006379	0.9872129	0.0732896	0.5407518	0.8709291	0.2863609	0.6934448	0.0226338	0.7702130	0.2728714	0.6999600	0.2455965	0.9887987	0.1816575	0.5964275	0.6001294	0.7519076	0.6895281	0.4679746	0.2069459	0.0751718	1.0000000	0.2337772	1.0000000	0.6299055	0.2509349	0.8451216	0.0298033	0.2822212	0.6253130	0.7121339	0.6298386	0.9509698	0.8682703	0.5202224	0.2101219	0.0244385	0.6833726	0.0002338	0.5540527	0.0141475	0.6002120	0.6627944	0.4508971	0.9869292	0.8333662	0.5292931	0.9904253	0.8875970	0.6604537	0.4785490	0.5698831	0.3410583	0.0000257	0.8486001	0.2465536	0.9884152	0.5698348	0.8491987	0.9034903	0.7124897	0.3482002	0.3294708	0.4387676	0.9960316	0.9664468	0.3501658	0.3275726	0.2849940	0.7271154	0.1657673	0.1704669	0.3821567	0.2094651	0.3904421	0.9154326	0.0026258	0.1113040	0.9153177	0.0001385	0.5630807	0.2221511	0.4271362
650	0.6029909	0.7130363	0.1269970	0.4023699	0.8416484	0.1326029	0.5581069	0.7708576	0.2627362	0.5727370	0.8885309	0.9767103	0.9427448	0.2670822	0.4949145	0.9572227	0.0059253	0.0007043	0.9987508	0.0333740	0.5379099	0.6838857	0.2920253	0.7812049	0.0226248	0.8211676	0.2601334	0.7125923	0.3253525	0.9916852	0.1785059	0.5940495	0.6927801	0.7211423	0.6900550	0.5474070	0.0769818	0.0749981	1.0000000	0.1914788	1.0000000	0.6284368	0.2462091	0.8402259	0.0357180	0.2509865	0.6864962	0.5893822	0.6835921	0.9461172	0.8556655	0.4750769	0.1250699	0.0229154	0.6855504	0.0004068	0.5439986	0.0139226	0.6794966	0.6297949	0.4896769	0.9965875	0.8269617	0.5005032	0.9655344	0.8128904	0.6818658	0.5071294	0.5800687	0.3248409	0.0000287	0.9059760	0.2402664	0.9889821	0.6329978	0.8630399	0.9125866	0.7026865	0.3505541	0.3360572	0.4357997	0.9966399	0.9933922	0.3894557	0.2195115	0.2332518	0.7368578	0.1306439	0.1878592	0.3648430	0.2095966	0.3894413	0.9178281	0.0037596	0.1202199	0.9180521	0.0001375	0.6947150	0.2319069	0.4366168
700	0.6251265	0.5074536	0.1176602	0.3780374	0.6493716	0.1481844	0.5591925	0.7746579	0.2967050	0.5754361	0.8975797	0.9761600	0.9278342	0.2619034	0.5002027	0.9462349	0.0049541	0.0007600	0.9999041	0.0225300	0.5350312	0.6326788	0.3413021	0.8231786	0.0226203	0.8421236	0.2551599	0.7190659	0.4340158	0.9921849	0.1781074	0.5783840	0.7680689	0.7079450	0.7062719	0.6308799	0.0322239	0.0764103	1.0000000	0.1680627	1.0000000	0.6271220	0.2508326	0.7683316	0.0559600	0.2686468	0.7826955	0.5121156	0.7035557	0.9490640	0.8325957	0.4788097	0.0912043	0.0217795	0.6886058	0.0007452	0.5732414	0.0105881	0.7330017	0.6234383	0.5279186	0.9985770	0.8164282	0.4846772	0.9299758	0.7403343	0.6965096	0.5351168	0.5947558	0.3252535	0.0000468	0.9303870	0.2325058	0.9889645	0.6774096	0.8655619	0.9110859	0.6854326	0.3519744	0.3417626	0.4218871	0.9965245	0.9986987	0.4006186	0.1721367	0.2210151	0.7349798	0.1056208	0.1942519	0.3323610	0.1936814	0.3890010	0.9217034	0.0063141	0.0925467	0.9042481	0.0002714	0.7926344	0.2201548	0.4521092
750	0.6014090	0.3992416	0.1151357	0.2823633	0.5496414	0.1662709	0.5584076	0.7824123	0.3150055	0.5775751	0.9149065	0.9739666	0.9189095	0.2644908	0.5189474	0.9416744	0.0048034	0.0007626	0.9999923	0.0197141	0.5345306	0.6993193	0.3894795	0.8405517	0.0226187	0.8592425	0.2524219	0.7220770	0.5168344	0.9921814	0.1781193	0.5713885	0.7533093	0.7060769	0.7310852	0.6846573	0.0187698	0.0766883	1.0000000	0.1568906	1.0000000	0.6269711	0.2543995	0.7161394	0.0936149	0.3394012	0.8557002	0.4705717	0.7110609	0.9577489	0.8156352	0.5004700	0.1027225	0.0203707	0.6915124	0.0011875	0.6235670	0.0025690	0.7613713	0.6331128	0.5565020	0.9990288	0.8032329	0.4755368	0.9191257	0.7145885	0.6872844	0.5534618	0.6047121	0.3277345	0.0001075	0.9383201	0.2287349	0.9895291	0.6996472	0.8570862	0.9040783	0.6669306	0.3564284	0.3423240	0.3974188	0.9968661	0.9997437	0.4022335	0.1563316	0.2488861	0.7290790	0.0883078	0.1435757	0.3050653	0.1773367	0.3889052	0.9216454	0.0096734	0.0634971	0.8930261	0.0009571	0.8327620	0.2029085	0.4678729
800	0.5779500	0.3457699	0.1031847	0.2016046	0.5152560	0.1821297	0.5558260	0.7897986	0.3222058	0.5799002	0.9295414	0.9711565	0.9141222	0.2789833	0.5538723	0.9399228	0.0047795	0.0007147	0.9999991	0.0187861	0.5344285	0.7788255	0.4230751	0.8473845	0.0226181	0.8712972	0.2507413	0.7252339	0.5089312	0.9921051	0.1699766	0.5636472	0.6391799	0.7079253	0.7528634	0.7140108	0.0146964	0.0764206	1.0000000	0.1516768	1.0000000	0.6282581	0.2558807	0.7186023	0.1379897	0.4303123	0.8976767	0.4498346	0.7137766	0.9662238	0.8068059	0.5064850	0.1609891	0.0185441	0.6961305	0.0015758	0.6676955	0.0004090	0.7768887	0.6529341	0.5748965	0.9993102	0.7930638	0.4717618	0.9404194	0.7288719	0.6577887	0.5630012	0.6035628	0.3292173	0.0002430	0.9477086	0.2275194	0.9909343	0.7077958	0.8454918	0.8921947	0.6421425	0.3640069	0.3410392	0.3733881	0.9976731	0.9999495	0.4009981	0.1514837	0.2907897	0.7247950	0.0779428	0.0741947	0.2863253	0.1666182	0.3888951	0.9171005	0.0138357	0.0462477	0.8865200	0.0033231	0.8388513	0.1897897	0.4828750
850	0.5654081	0.2929149	0.0913804	0.1573983	0.5043040	0.1944355	0.5525922	0.7949777	0.3242646	0.5821672	0.9388714	0.9687985	0.9117742	0.3088111	0.5991772	0.9393162	0.0047734	0.0006545	0.9999997	0.0181245	0.5342048	0.8327739	0.4430746	0.8499934	0.0226180	0.8778260	0.2494660	0.7295518	0.4008941	0.9919923	0.1481610	0.5466194	0.5180300	0.7075447	0.7658424	0.7303013	0.0133335	0.0760586	1.0000000	0.1491059	1.0000000	0.6303111	0.2561242	0.7396919	0.1747167	0.5091232	0.9190660	0.4399561	0.7146728	0.9721878	0.8031309	0.4933751	0.2196005	0.0165434	0.7031186	0.0017891	0.6980826	0.0001620	0.7859906	0.6758575	0.5857535	0.9995296	0.7895452	0.4743501	0.9661027	0.7635508	0.6249337	0.5672952	0.5976081	0.3295382	0.0003934	0.9543074	0.2275303	0.9924772	0.7110175	0.8361255	0.8777317	0.6123410	0.3722865	0.3476404	0.3543437	0.9984137	0.9999901	0.3980835	0.1501603	0.3223545	0.7233041	0.0726143	0.0342799	0.2736288	0.1606121	0.3888794	0.9109147	0.0190525	0.0378315	0.8832526	0.0081938	0.8335884	0.1818054	0.5015193
900	0.5585439	0.2461715	0.0848679	0.1369319	0.5010322	0.2052244	0.5497038	0.7979962	0.3243623	0.5836543	0.9441860	0.9672569	0.9107214	0.3520674	0.6451817	0.9392007	0.0047697	0.0006098	0.9999999	0.0174627	0.5339339	0.8632023	0.4539094	0.8509559	0.0226180	0.8806080	0.2481765	0.7354171	0.2684435	0.9917979	0.1218495	0.5222871	0.4412389	0.7041025	0.7695895	0.7395024	0.0127873	0.0757920	1.0000000	0.1476341	1.0000000	0.6323688	0.2557749	0.7556994	0.1986104	0.5645573	0.9293807	0.4354165	0.7149513	0.9758285	0.8020148	0.4754728	0.2526983	0.0144413	0.7112980	0.0018437	0.7181275	0.0001207	0.7913693	0.6989289	0.5915785	0.9996621	0.7920320	0.4850621	0.9814991	0.7996470	0.5997065	0.5692213	0.5922318	0.3291446	0.0004728	0.9564007	0.2284468	0.9936052	0.7133132	0.8297482	0.8650698	0.5834456	0.3789117	0.3637209	0.3378199	0.9989134	0.9999980	0.3950226	0.1499172	0.3376959	0.7235135	0.0702481	0.0166611	0.2651521	0.1573279	0.3888498	0.9060064	0.0248643	0.0340558	0.8817676	0.0147252	0.8276275	0.1772774	0.5313459
950	0.5545138	0.2165941	0.0824885	0.1280886	0.5002200	0.2156495	0.5475839	0.7995120	0.3239324	0.5839643	0.9470699	0.9664011	0.9102960	0.4017569	0.6874005	0.9393457	0.0047672	0.0005843	0.9999999	0.0169456	0.5336364	0.8790888	0.4594136	0.8513012	0.0226179	0.8814413	0.2465969	0.7440076	0.1776456	0.9915323	0.1014662	0.4981009	0.4007525	0.6992250	0.7668927	0.7441333	0.0125258	0.0756481	1.0000000	0.1465332	1.0000000	0.6340264	0.2551123	0.7644099	0.2119259	0.5991782	0.9342113	0.4333855	0.7150968	0.9778996	0.8019450	0.4602361	0.2678873	0.0123389	0.7191326	0.0018216	0.7310729	0.0001094	0.7943461	0.7200366	0.5940842	0.9997323	0.7973817	0.5045831	0.9885681	0.8278764	0.5837207	0.5702904	0.5886833	0.3284701	0.0004800	0.9561383	0.2298349	0.9942578	0.7151689	0.8253348	0.8568683	0.5589294	0.3827752	0.3832055	0.3230386	0.9992114	0.9999996	0.3927340	0.1499448	0.3423671	0.7242449	0.0693461	0.0096972	0.2601001	0.1555206	0.3888085	0.9031172	0.0304571	0.0324869	0.8811590	0.0227293	0.8233548	0.1747704	0.5724131
1000	0.5523043	0.2027606	0.0824843	0.1244316	0.5001503	0.2252214	0.5462289	0.8001634	0.3235490	0.5832689	0.9485937	0.9659787	0.9101447	0.4511490	0.7249320	0.9396887	0.0047657	0.0005714	0.9999999	0.0166538	0.5332815	0.8870640	0.4620811	0.8514390	0.0226179	0.8814899	0.2444341	0.7564866	0.1303812	0.9912571	0.0888852	0.4793655	0.3807566	0.6942303	0.7614661	0.7456446	0.0123908	0.0755948	1.0000000	0.1454202	1.0000000	0.6351994	0.2541924	0.7687477	0.2186584	0.6192895	0.9364305	0.4324761	0.7153034	0.9790315	0.8021853	0.4481230	0.2741575	0.0105032	0.7259090	0.0017858	0.7388996	0.0001084	0.7958014	0.7363256	0.5944638	0.9997680	0.8028175	0.5312492	0.9915103	0.8469285	0.5744482	0.5710866	0.5866199	0.3277805	0.0004509	0.9555382	0.2311323	0.9945680	0.7162768	0.8220104	0.8529661	0.5383726	0.3840112	0.4007988	0.3114659	0.9993794	0.9999999	0.3913008	0.1500184	0.3429261	0.7249558	0.0690343	0.0071780	0.2576443	0.1545796	0.3887586	0.9017362	0.0352795	0.0319453	0.8809489	0.0344216	0.8206919	0.1734753	0.6142398

0	0.5554518	0.2572690	0.0972483	0.1223446	0.5006202	0.2446675	0.5445296	0.8008277	0.3244127	0.5767506	0.9503686	0.9657449	0.9106952	0.6240238	0.8256163	0.9471253	0.0047641	0.0005606	0.9999999	0.0170401	0.5283529	0.8957807	0.4660249	0.8535280	0.0226179	0.8830044	0.2245048	0.8115933	0.0894799	0.9906294	0.0739251	0.4519018	0.3625573	0.6732306	0.7410248	0.7375639	0.0124276	0.0759559	1.0000000	0.1296680	1.0000000	0.6370630	0.2417495	0.7719443	0.2315159	0.6444408	0.9398297	0.4286259	0.7211204	0.9803609	0.8027848	0.3863476	0.2722571	0.0104723	0.7459414	0.0023914	0.7421284	0.0001372	0.8018282	0.7255575	0.5876788	0.9998006	0.8127421	0.7002960	0.9927953	0.8729602	0.5549664	0.5758880	0.5843487	0.3243806	0.0003022	0.9658372	0.2368730	0.9943007	0.7053579	0.8142565	0.8560178	0.4725719	0.3753637	0.4343888	0.3157122	0.9995654	1.0000000	0.3908044	0.1499664	0.3599948	0.7243209	0.0625060	0.0073697	0.2579652	0.1546351	0.3880568	0.9033721	0.0487869	0.0328768	0.8802964	0.0323131	0.8249467	0.1744146	0.6009827
