G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G56A	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.5477019	0.9026226	0.2103070	0.8775987	0.5234487	0.0000000	0.2253162	0.7397100	0.2069185	0.8127702	1.0013091	0.9806334	0.9916960	0.3053232	0.6657593	0.9817480	0.4725277	0.6895775	0.5430967	0.0650766	0.1516802	0.5289171	0.9302131	0.9062566	0.5046127	0.4914374	0.3083980	0.9854770	0.4227831	0.0784216	1.0331215	0.0605599	0.0000000	0.6219936	0.6545612	0.8554757	0.3623559	0.6139977	0.7726784	0.4358888	0.3165547	0.9142156	0.8748816	1.0758756	0.2777007	1.0451251	0.9751872	1.0315672	1.1182955	0.7331207	0.4308430	0.5287995	0.0014503	0.4870229	0.2242533	0.0016207	0.0221101	0.9362899	0.2378282	0.0078794	0.7318466	0.4409334	0.7923395	0.0488536	0.7731159	0.9485892	0.7603297	0.3426734	1.0248834	0.0200066	0.3417143	0.3885588	0.5701663	0.9948124	0.5278824	0.3224311	0.9927577	0.0052508	0.3039813	1.0639795	0.7264992	0.7383258	0.3948725	0.2955353	0.8208826	0.9675766	0.5223654	0.6250763	0.0981993	0.3784861	0.1417874	0.0049159	0.5298150	0.5168998	0.6472486	0.1292186	0.8347809	0.6693268	0.0269829	0.1132539
0.5810609	0.9175766	0.1972897	0.9319180	0.4926985	0.0000000	0.2237983	0.8115926	0.2435441	0.8169992	1.0252430	1.0424567	1.0317639	0.4152442	0.6887828	1.0475273	0.6538240	0.7625828	0.1232926	0.0533708	0.0022998	0.0000000	0.9490222	0.9154560	0.4840871	0.5158569	0.2864143	0.9459411	0.4965616	0.0626034	1.0007553	0.1445036	0.6986502	0.6022883	0.7808514	0.9017040	0.3767330	0.7349407	0.6629624	0.3343566	0.2595258	0.9350239	0.8373673	0.9930821	0.2597640	0.5949292	1.0552081	1.1550386	0.7134557	0.6967661	0.1589802	0.6462058	0.0120212	0.4486189	0.1345104	0.0056745	0.0759103	0.7271617	0.2578507	0.8480558	0.9107579	0.4070980	0.1612590	0.0594138	0.9074074	0.4019259	0.8619753	0.2156813	1.0806483	0.0933000	0.3486616	0.3934615	0.5212473	0.9990327	0.6179306	0.5850622	0.8877220	0.0029586	0.1662204	0.5488975	0.7928738	0.6331196	0.2530077	0.1901391	0.5725174	1.0140759	0.3560826	0.7690385	0.0966206	0.4164502	0.1303757	0.0151266	0.4583725	0.5789675	0.5297054	0.2323660	0.5751050	0.7473310	0.3092968	0.1387093
0.4849241	0.9545744	0.1852206	0.8003792	0.8968195	0.5334094	0.1519693	0.9916001	0.0000000	0.8726002	0.9876053	0.9185975	0.9612291	0.3616333	0.6391934	1.1027168	0.4513119	0.6387244	0.6231253	0.0993060	0.2485701	0.8030305	1.1223084	0.7900752	0.5025797	0.4708079	0.1532186	0.4052273	0.9702002	0.5389480	0.9606969	0.1146716	0.0000000	0.7143653	0.5355885	0.8620286	0.1849398	0.4769108	0.8904401	0.3188261	0.2422095	0.8988100	0.8159276	0.9341024	0.2701999	0.9508892	1.0673937	0.9305793	0.9780454	0.5653263	0.9274811	0.5057782	0.0023718	0.4030731	0.0346807	0.0013213	0.0552391	0.9295804	0.8098593	0.0078528	0.9110284	0.4821052	0.7240924	0.0140082	0.9309971	0.7128219	0.6285709	0.0632092	0.8871392	0.1203673	0.3120873	0.5512688	0.7197275	0.9298717	0.4508303	0.3982748	0.7831945	0.0024283	0.9199873	1.0043916	0.6903949	0.6658804	0.4651308	0.3034417	0.2492206	0.9532472	0.2669693	0.6532886	0.1271164	0.3999487	0.8026909	0.0042887	0.7013875	0.5256713	0.7073609	0.2295147	0.9032598	0.8002110	0.0452977	0.1669619
0.6694346	1.0628739	0.2089282	0.8161735	0.8235281	0.9107750	0.1553450	0.6297773	0.6223959	0.8150841	0.8891445	0.9842550	0.9534065	0.3061704	0.7061253	1.0720574	0.6141102	0.7893131	0.1475641	0.0360825	0.0086172	0.0000000	0.9301715	0.7856532	0.5208250	0.4746104	0.0524586	0.4722855	1.1097436	0.7050139	1.0189045	0.0500501	0.0000000	0.6909386	0.5972103	0.9050731	0.0736922	0.4967361	0.9318082	0.2980213	0.1591622	1.0261330	0.8604130	0.9653077	0.2888937	1.0120322	1.0664916	1.0036528	1.1063364	0.5692856	0.0075114	0.6160044	0.2590905	0.0796213	0.2658583	0.0154139	0.0732822	0.8939943	0.5846591	0.3367086	0.8828688	0.3872182	0.2019418	0.0042178	0.7765734	0.7917861	0.8623541	0.0878374	1.0970700	0.0118526	0.2475192	0.1522831	0.3957363	0.9873357	0.1533400	0.5771324	0.9773551	0.0002291	0.9655083	0.3693141	0.7151445	0.7295700	0.2796693	0.2841185	0.9117934	1.0207480	0.5707824	0.5133539	0.4647337	0.4752137	0.7479780	0.0060728	0.4572356	0.5267091	0.6564350	0.0322033	0.5913109	0.6616097	0.5388424	0.4699696
0.5758696	0.9965676	0.2059605	0.9188603	0.7678203	0.5242186	0.0000000	0.6400700	0.5552668	0.7970251	1.0744500	0.8712541	1.0438654	0.3361433	0.7753225	0.9912971	0.5114548	0.7007427	0.5398935	0.0609533	0.2608861	0.8074099	1.0116080	0.7601230	0.5197107	0.4734097	0.1144160	0.4591790	1.0564383	0.5382138	1.0422145	0.0840659	0.0000000	0.6671682	0.6070223	0.9307442	0.1788805	0.4800433	0.7446943	0.3150608	0.2176423	0.9004412	0.8494046	0.9967011	0.2995291	1.1307226	0.9927486	1.0245961	0.9638658	0.6476803	0.8312005	0.4945747	0.0037651	0.2786787	0.0849483	0.0078308	0.0480803	1.0415207	0.3848098	0.1692842	0.8381180	0.0868610	0.6955662	0.0005002	0.9549255	0.7294345	0.7254073	0.0239847	0.9789153	0.0791334	0.3278622	0.2291280	0.5923068	0.8734533	0.4456103	0.5687567	1.0032056	0.0008332	0.9001903	1.0344917	0.7466571	0.8168506	0.3492826	0.3437952	0.8151150	1.0133942	0.5743163	0.5807772	0.4736352	0.4657073	0.7290837	0.0042727	0.8052380	0.5335337	0.5455235	0.1737066	0.9004858	0.7498212	0.0209566	0.1683595
0.5502929	0.8752935	0.2068510	0.9091426	0.4918426	0.0000000	0.2776066	0.9892659	0.0000000	0.7800746	0.9285553	0.9386581	1.0116452	0.3224472	0.7479251	0.9296248	0.6190151	0.7961685	0.3858019	0.0356722	0.0443102	0.3660013	1.0752516	0.9556945	0.5449784	0.5025383	0.3297138	0.8715341	0.3383582	0.0751215	0.9971094	0.1927956	0.5215474	0.6588938	0.8216057	0.8252247	0.4258741	0.7653594	0.5588504	0.3642250	0.2274896	1.0014451	0.8727512	1.0563094	0.3020796	0.6460124	0.9988058	1.0176803	0.7188873	0.6972195	0.6394827	0.5815430	0.0047927	0.5363526	0.0884174	0.0126579	0.0541028	0.4826594	0.2667911	0.2345234	0.8127559	0.5408517	0.5637828	0.0462712	0.9115412	0.3397498	0.9204594	0.3038108	0.8047582	0.0547982	0.2049084	0.4989454	0.6041157	1.1103520	0.6271020	0.5396475	0.8392477	0.0014179	0.2142430	1.0494454	0.6725693	0.6073763	0.2883481	0.2607689	0.2031569	0.9439459	0.1368629	0.6235201	0.1120234	0.4010455	0.1228532	0.0155992	0.6788426	0.5381610	0.6253643	0.1609323	0.6319806	0.8166757	0.0186650	0.0694037
0.6509395	0.9966656	0.1501476	0.8343191	0.9446974	0.7869364	0.1460831	0.5511232	0.6311633	0.8447440	1.1010586	1.0863592	1.0149857	0.3534880	0.7135938	0.9728291	0.6326866	0.7462129	0.0000000	0.0749172	0.2619834	0.8088289	0.8998641	0.8183574	0.5535790	0.4260831	0.0439552	0.4700356	1.0084483	0.6302523	1.0329395	0.0771599	0.0000000	0.6533630	0.6694827	0.8801154	0.0821219	0.4634180	0.8352106	0.3411867	0.2156909	0.8981839	0.9490207	1.0999839	0.2872904	1.0012546	1.1343991	1.0622176	1.0698006	0.5809160	0.4412331	0.6737122	0.0032689	0.2052392	0.2220129	0.2013382	0.0657667	0.9852343	0.4924936	0.0044348	0.7493087	0.3380327	0.7927014	0.0080842	0.8792303	0.8398744	0.7074832	0.0413932	0.8774050	0.1011587	0.2942083	0.2391771	0.3800504	0.9607363	0.1092178	0.6401017	0.9848962	0.0005083	1.0629906	0.7560019	0.8213429	0.9076535	0.3005517	0.2359207	0.8554098	0.9622439	0.2435392	0.7558854	0.4604111	0.4263103	0.7677476	0.0035272	0.6659711	0.5523580	0.5827811	0.0402920	0.8753392	0.7016973	0.4630109	0.1574874
0.5343513	1.0056034	0.2060346	0.9485148	0.0000000	0.6059271	0.4703201	0.6883124	0.5225470	0.8718298	1.0597243	0.8760804	1.1231712	0.2831764	0.9031576	1.1129160	0.5804224	0.6415911	0.4008292	0.0983676	0.2944516	1.0305426	1.0823805	0.8281356	0.4611560	0.5824057	0.3554282	0.4812018	1.0319962	0.6175878	0.9642980	0.0569439	0.0000000	0.0375929	0.6099511	0.8663611	0.4578311	0.5408511	0.8321424	0.3111197	0.2392947	0.9311904	0.8202849	0.9946833	0.2747051	0.9649802	1.0608503	0.9981456	0.9869359	0.8587361	0.7341033	0.6159239	0.0010628	0.2675565	0.0695835	0.0326463	0.0910187	1.0430876	0.0142575	0.3492279	0.8155389	0.5659527	0.6717077	0.2921419	1.1583052	1.0262851	0.6878131	0.7717621	1.0739277	0.5521016	0.2235549	0.5030575	0.4913994	0.9569177	0.2861595	0.3539123	0.7828650	0.0021562	0.3107979	0.9368839	0.7692365	0.8292180	0.2878045	0.1867961	0.7808302	0.9372491	0.4888612	0.7005617	0.3896329	0.3553682	0.7131162	0.0137638	0.4325895	0.4656858	0.5560143	0.0970294	0.9951467	0.8510421	0.0410251	0.2018644
0.5869979	0.9209864	0.1328007	0.8448561	0.7506241	0.4836046	0.2570619	0.6156229	0.4073578	0.8381315	1.0271717	0.9684332	1.0114477	0.3484540	0.7090479	1.0824611	0.6001371	0.6977394	0.5167631	0.0258457	0.1542286	0.5943836	0.9285532	0.8581185	0.4668730	0.4319435	0.0000000	0.4987673	1.0695062	0.5250895	1.0593909	0.1305095	0.4867314	0.6897863	0.8017768	0.9822435	0.0959395	0.0000000	0.6855772	0.3634349	0.2031554	0.9359702	0.9477696	0.9431356	0.3017790	0.6969448	0.9400374	1.0698818	0.7492721	0.6004818	0.8648812	0.2063083	0.0479841	0.1825405	0.0748143	0.0250001	0.0484431	0.9732346	0.3651184	0.1658729	0.7397062	0.5620749	0.6429591	0.0014599	0.9572851	0.5337225	0.9124044	0.1380757	0.9604201	0.0162442	0.3170467	0.2388536	0.5162874	1.0585119	0.6464530	0.6333557	0.8882615	0.0033304	0.6949151	0.9775652	1.0205881	0.8046361	0.3677434	0.1611361	0.9889056	0.9819189	1.0723487	0.2449779	0.1193591	0.4021232	0.6177398	0.0160081	0.6611782	0.5925070	0.9741308	0.2280965	0.8201486	0.6726219	0.0287867	0.1837673
0.5219201	0.9111181	0.1527181	0.9218035	0.7284648	0.5530007	0.2000719	0.6488504	0.5353404	0.8579254	0.8688031	0.9917068	1.0314154	0.3330119	0.7322163	0.9468520	0.3817586	0.5600630	0.6035726	0.0570148	0.1772558	0.6801444	1.0407453	0.8381508	0.5150320	0.5029689	0.1946094	0.4980235	0.9837658	0.5997754	1.0141620	0.0866081	0.0000000	0.7876741	0.5947390	1.0199562	0.0778997	0.0000000	0.9619892	0.2811832	0.2012490	0.8540029	0.8311882	0.8787688	0.3308492	1.1140807	1.1188259	1.0249786	1.0717074	0.6050964	0.9881446	0.2735239	0.0009922	0.2151494	0.0520784	0.0061476	0.0455670	0.9713737	0.3539238	0.0012583	0.7746647	0.5281556	0.7036245	0.0069308	0.8651971	0.9297472	0.6245999	0.1093644	1.0920695	0.0881986	0.3007782	0.2069419	0.5887200	0.9770507	0.7138832	0.4804272	0.8933994	0.0053318	0.8682019	1.0338524	0.5543746	0.7145947	0.3857895	0.2999625	0.7430669	1.0664041	0.9472779	0.1803294	0.1129138	0.4283272	0.6473251	0.0051247	0.6098194	0.5020181	0.6645227	0.2761295	0.9727977	0.8088632	0.0127084	0.1426546
