Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G56A	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
900	0.4376871	0.7327937	0.1343403	0.6273629	0.5341344	0.2538671	0.0819530	0.5323813	0.2430686	0.6634967	0.6208100	0.7389660	0.6168155	0.2891408	0.5307990	0.6366382	0.4346831	0.5055379	0.4096025	0.0204290	0.0699909	0.3761420	0.6244089	0.7005709	0.3140717	0.2968086	0.3844296	0.3053443	0.6567341	0.3268867	0.7618231	0.1234304	0.2863635	0.4541347	0.5401791	0.5001325	0.2087153	0.4338858	0.5490264	0.2301210	0.2436922	0.7625879	0.5623431	0.7234148	0.2269894	0.4940418	0.7332205	0.6294694	0.5194064	0.4118137	0.6523964	0.4388529	0.0010756	0.2325116	0.0047120	0.0285963	0.0108966	0.8988479	0.2721021	0.1330211	0.5918685	0.3350577	0.5932398	0.0000000	0.4812691	0.3749205	0.7466815	0.1248036	0.6495503	0.0338554	0.1168461	0.1873757	0.4763880	0.6478541	0.3021546	0.2854664	0.5906887	0.0005613	0.1060733	0.7849150	0.6618325	0.6536083	0.2314537	0.1845666	0.5720164	0.5986912	0.2714283	0.3967006	0.2354159	0.2313950	0.3918472	0.0061881	0.4521371	0.2605433	0.6441715	0.1356757	0.5996078	0.6063623	0.0530112	0.1822622
950	0.4307293	0.6266650	0.1074625	0.5734431	0.4731540	0.2341537	0.1662202	0.4266188	0.3165013	0.6177906	0.7234591	0.6899182	0.5765986	0.3217363	0.4868237	0.6341486	0.4299523	0.3803950	0.3570558	0.0172583	0.0591462	0.2606166	0.6322430	0.6820459	0.3313870	0.2971877	0.3036728	0.3422794	0.6579617	0.3283921	0.7220885	0.1217771	0.2890712	0.3021303	0.5120180	0.4495495	0.2254333	0.3896572	0.3411765	0.2715013	0.1914959	0.7793002	0.6569451	0.7422816	0.2299341	0.4825605	0.7120899	0.7437859	0.5023254	0.4634327	0.6342078	0.4168584	0.0001194	0.2735153	0.0114183	0.0183562	0.0374490	0.6033163	0.3039056	0.1641777	0.4908074	0.2858716	0.4153476	0.0001554	0.5932639	0.2929264	0.5847667	0.1380620	0.6399005	0.0129008	0.1037165	0.1748740	0.4234839	0.6811288	0.3534403	0.2705648	0.7391801	0.0002242	0.0504037	0.7400473	0.7532347	0.4199484	0.2417488	0.1390345	0.5676381	0.7590768	0.3036329	0.3754383	0.1848445	0.3677903	0.4678174	0.0146537	0.3628144	0.3433307	0.7014174	0.1966051	0.5522619	0.6578589	0.0886017	0.1487884
1000	0.3777763	0.5195560	0.1341422	0.5874189	0.5063755	0.2449975	0.2123204	0.3749957	0.3158015	0.6147741	0.6816029	0.6445758	0.7001652	0.2981570	0.4586129	0.7969950	0.4524537	0.4687662	0.3175386	0.0309320	0.0890660	0.3439996	0.6389324	0.6869776	0.2233909	0.2953698	0.3452675	0.2490254	0.6728919	0.4322012	0.7829236	0.1014051	0.2087267	0.3841606	0.4477918	0.5263372	0.2630348	0.3695031	0.3157022	0.1808289	0.1501118	0.6419263	0.5975539	0.6866081	0.1967334	0.4060518	0.6272110	0.7068034	0.6090713	0.4615680	0.7612849	0.3842236	0.0000128	0.2364051	0.0100835	0.0014113	0.0325662	0.5716744	0.2404833	0.1790736	0.5528220	0.3678946	0.5059867	0.0000692	0.6047108	0.3263502	0.6645525	0.1549862	0.7026044	0.0184502	0.1183710	0.1243770	0.3971152	0.6309665	0.3340084	0.3224998	0.7340890	0.0000155	0.0664930	0.6660949	0.6074827	0.4280457	0.2038942	0.1394262	0.4131615	0.8114079	0.3041733	0.3892546	0.1900681	0.2722035	0.2625094	0.0053980	0.4459817	0.3442490	0.8160152	0.2110093	0.4980012	0.5904342	0.0657468	0.1556876

0	0.4421715	0.6895370	0.1202739	0.5466226	0.6161893	0.2810227	0.1345779	0.5039609	0.2653110	0.5778798	0.5448953	0.5438803	0.6667951	0.2575418	0.5669258	0.8408512	0.3189597	0.4588837	0.3344153	0.0395530	0.0518262	0.3860779	0.7159551	0.5475026	0.3198451	0.3816323	0.2202458	0.3717743	0.6940100	0.3890868	0.6656860	0.1545183	0.2627525	0.5897379	0.5048847	0.5994054	0.2415278	0.4403160	0.4601486	0.1838100	0.1369049	0.6387309	0.6008753	0.6195286	0.1317296	0.4414750	0.6373930	0.7005415	0.4650979	0.4439500	0.6190959	0.3711792	0.0002064	0.3123023	0.0374885	0.0186175	0.0337329	0.6712968	0.2402723	0.1108072	0.5840289	0.3900207	0.5004258	0.0001316	0.6530732	0.3038475	0.6746719	0.1376964	0.7306600	0.0253384	0.1496313	0.1849869	0.3748220	0.6076277	0.2366196	0.3307720	0.6517040	0.0037574	0.1230926	0.6272985	0.6835260	0.5125846	0.2013962	0.1466574	0.5702884	0.8110374	0.2985160	0.5399871	0.2970912	0.2826260	0.3585150	0.0171956	0.5166758	0.3583040	0.7091816	0.1643261	0.5625274	0.5754287	0.0253092	0.0786597
50	0.3499531	0.4758041	0.1585354	0.5862708	0.5070105	0.3055672	0.0658024	0.3297136	0.3014575	0.4930666	0.6350584	0.5268520	0.7713120	0.1590919	0.4799684	0.6361773	0.4315169	0.4746458	0.4182532	0.0176907	0.0904935	0.5969994	0.6674351	0.6640112	0.2708220	0.3593957	0.2558362	0.3144009	0.7904679	0.3969551	0.4787581	0.1221425	0.2607611	0.4736393	0.6890544	0.3227542	0.2752874	0.6245749	0.0985419	0.0779701	0.1877829	0.4068112	0.6223355	0.7353999	0.2071923	0.5034728	0.7514219	0.6626679	0.2184069	0.5006081	0.4795106	0.3686087	0.0006652	0.1754214	0.1153021	0.1082689	0.0389908	0.6124366	0.4541832	0.5640583	0.6642352	0.3108165	0.4949643	0.0000110	0.5925643	0.2857121	0.5402765	0.0795872	0.5500369	0.0354962	0.1754379	0.1799572	0.4137632	0.7466885	0.2260144	0.3326710	0.7140998	0.1867461	0.2031364	0.6026171	0.6021447	0.3311994	0.4334919	0.0699746	0.5336575	0.6632269	0.2956170	0.3656049	0.2926941	0.2502585	0.4486648	0.0326737	0.4177521	0.3101274	0.4832735	0.1677960	0.6291498	0.5610636	0.0396501	0.3414544
100	0.3464009	0.5952670	0.0671258	0.5828682	0.5036173	0.2643535	0.0776512	0.3983182	0.1812794	0.5844074	0.7051965	0.6512482	0.8080385	0.2090770	0.5444467	0.6103568	0.5208938	0.6151109	0.4930751	0.0109399	0.0521668	0.3817081	0.8953074	0.4585376	0.2681065	0.4308517	0.4032197	0.3321377	0.8050853	0.3688798	0.3613973	0.0900739	0.5050624	0.4208636	0.7923589	0.3015923	0.4149614	0.5384754	0.0309776	0.0172961	0.2609659	0.3015702	0.5499959	0.8677725	0.1545453	0.4385695	0.6891280	0.6584026	0.1222934	0.4107325	0.5460221	0.3846190	0.0010435	0.1521109	0.1712011	0.2149292	0.0460353	0.5504074	0.4422781	0.3280412	0.4110378	0.2953638	0.4960210	0.0000097	0.6798479	0.2229246	0.6322193	0.0431427	0.6317478	0.0731481	0.1382528	0.2397073	0.4135193	0.6982926	0.2789668	0.2393718	0.6154842	0.2086818	0.2663446	0.8549286	0.4784587	0.2824641	0.5003227	0.0472294	0.6920677	0.6650817	0.1882500	0.2967089	0.1679550	0.1874940	0.3396288	0.0338439	0.5198667	0.3407534	0.4127836	0.1117762	0.6790105	0.3579328	0.0454443	0.4182211
150	0.4099627	0.6129435	0.0435601	0.4856257	0.6054914	0.2227595	0.0688165	0.5408850	0.1279474	0.6060546	0.7977276	0.4956084	0.6227563	0.1813281	0.6339629	0.6839068	0.5977923	0.6867681	0.3119012	0.0120472	0.0778423	0.3912827	0.7189372	0.4535698	0.3358216	0.3696542	0.4118604	0.3312538	0.6858646	0.2455849	0.3992205	0.0783221	0.5613153	0.5404361	0.6235590	0.2403241	0.2857040	0.4777139	0.0604897	0.0042708	0.2438328	0.2723219	0.6408810	0.6014796	0.2664778	0.4276831	0.5956783	0.8118086	0.0680703	0.3842126	0.5418706	0.3925047	0.0040582	0.3148467	0.1118235	0.3084427	0.0471970	0.6188599	0.5974222	0.3988772	0.4631291	0.2904890	0.4881511	0.0001199	0.7096490	0.2864602	0.6170643	0.0139658	0.7691090	0.0709940	0.1326188	0.3793839	0.4313086	0.7357473	0.2841283	0.3945584	0.7095019	0.1622717	0.1877187	0.8289605	0.6257535	0.3181759	0.5241642	0.0374621	0.7717609	0.7540100	0.2949287	0.2646689	0.1953528	0.2115403	0.3249703	0.0244881	0.4656378	0.4249289	0.3522027	0.1546388	0.7109622	0.4205397	0.0471872	0.3618348
200	0.4597972	0.6802647	0.0320109	0.4714916	0.5004756	0.2199155	0.0989318	0.5165820	0.1339043	0.5241884	0.7251384	0.5714338	0.5973435	0.2285876	0.5284445	0.6246908	0.6726611	0.4527710	0.3741295	0.0114877	0.0704639	0.3313893	0.6232343	0.5306267	0.2559873	0.3467280	0.5469741	0.2771524	0.5663486	0.2389842	0.4122913	0.1184680	0.4680102	0.5571865	0.6312098	0.2613088	0.2846191	0.4858007	0.0328992	0.0029965	0.3212871	0.1950925	0.5955402	0.6444550	0.2357498	0.4654909	0.7107921	0.6139997	0.0440299	0.3816768	0.5851324	0.4226202	0.0009881	0.5503733	0.1746196	0.2065644	0.0542755	0.5717436	0.5727841	0.4038832	0.4001123	0.2624058	0.5582033	0.0006170	0.7584424	0.2841046	0.6646403	0.0081695	0.8019368	0.1673023	0.1435340	0.3164423	0.5081276	0.6183382	0.2970267	0.2602454	0.6080622	0.2421879	0.1136596	0.5590616	0.6854458	0.2819966	0.5728846	0.0350585	0.6563319	0.7446580	0.3228414	0.1905984	0.1810026	0.1593614	0.3564584	0.0225268	0.5329551	0.3818862	0.3389655	0.1745158	0.8073886	0.3113548	0.0844708	0.4028194
250	0.4420960	0.5836444	0.0114110	0.4570355	0.5342885	0.2711201	0.0487494	0.5319616	0.1588828	0.5128841	0.7291044	0.6278530	0.7184824	0.2173751	0.5094885	0.5771741	0.6641451	0.6253074	0.3474317	0.0217606	0.0750862	0.2700510	0.7122653	0.5875132	0.2679454	0.4605151	0.5010552	0.2262723	0.7404822	0.2201517	0.4291280	0.1032103	0.5260018	0.4576713	0.6464913	0.3113978	0.1987100	0.5022559	0.0200189	0.0000264	0.3044081	0.2174320	0.6285388	0.5891396	0.2167591	0.5473253	0.7207311	0.8193037	0.0290803	0.4197156	0.4623475	0.4209533	0.0012750	0.6141986	0.1331234	0.1918622	0.0325719	0.5474800	0.6418210	0.2938298	0.3553306	0.1856713	0.5687372	0.0000000	0.8239459	0.3275460	0.6904656	0.0145412	0.6961719	0.1803015	0.1961907	0.3348377	0.4489982	0.7919376	0.3336056	0.2956871	0.6187314	0.2253084	0.1106868	0.6432059	0.6451183	0.2983533	0.7061593	0.0208091	0.5382960	0.6533218	0.2696098	0.1894146	0.2153523	0.1297715	0.3621180	0.0233461	0.4945180	0.3638201	0.4027835	0.1434874	0.7079144	0.2505448	0.0701824	0.4176080
300	0.3692088	0.6877367	0.0096345	0.6370266	0.6013399	0.2783984	0.0325493	0.6179030	0.1740204	0.4874774	0.7471986	0.6277342	0.7571105	0.2320729	0.5732021	0.7162491	0.6072374	0.6351603	0.3447225	0.0215188	0.0552013	0.3472983	0.6136012	0.5071503	0.3000765	0.3585401	0.3390295	0.2802287	0.8100939	0.3122737	0.3653817	0.1117713	0.5845840	0.4591594	0.7440992	0.2838104	0.2477968	0.4514651	0.0379696	0.0008335	0.3189111	0.2014106	0.4960005	0.6727063	0.1771894	0.4794615	0.7745358	0.8128485	0.0057229	0.3923168	0.5050862	0.3226732	0.0001136	0.5263104	0.1015779	0.1686930	0.0175460	0.5369817	0.6398114	0.3435708	0.4560833	0.2459656	0.5922580	0.0000332	0.6156077	0.2809531	0.5832077	0.0151020	0.8795730	0.1772514	0.1545160	0.3146581	0.3967262	0.6856918	0.2323094	0.2525713	0.6375905	0.2317594	0.0824478	0.5949291	0.7251566	0.2558499	0.5913162	0.0336223	0.4062908	0.7147807	0.2952843	0.1984438	0.1932772	0.1866245	0.4724590	0.0145955	0.3921434	0.3863318	0.2818436	0.1592914	0.7428760	0.2128067	0.0648724	0.4966045
350	0.3036253	0.6059911	0.0112673	0.6339233	0.4962908	0.2920878	0.0275649	0.4394013	0.2100542	0.5401442	0.6808007	0.5679121	0.6739723	0.2142738	0.4594120	0.5448827	0.6771730	0.5292496	0.3263190	0.0188590	0.0472732	0.2789766	0.6803301	0.5960337	0.3661921	0.3639234	0.3914329	0.3117098	0.8097468	0.2361917	0.4305988	0.0644439	0.6105524	0.4539736	0.6285643	0.2972570	0.2253660	0.5133285	0.0740188	0.0003395	0.2675701	0.2560541	0.5398811	0.7686303	0.2476633	0.5044804	0.7852824	0.6582935	0.0075922	0.4130186	0.5645408	0.3680653	0.0001581	0.5341873	0.0889911	0.2097147	0.0292637	0.5144720	0.6060801	0.2677655	0.4579101	0.2237919	0.5571411	0.0000372	0.7052945	0.3086041	0.7466391	0.0225269	0.7010519	0.2136264	0.0979102	0.3562877	0.4415334	0.6683230	0.2917969	0.2785101	0.5830695	0.2491322	0.1351504	0.5780315	0.6798984	0.2762722	0.6346266	0.0348182	0.5946832	0.6812077	0.2984266	0.1287841	0.1508290	0.2661513	0.3745095	0.0223299	0.4971483	0.4207434	0.3176423	0.1070547	0.7457027	0.1466147	0.0739336	0.3863499
400	0.3248066	0.5606488	0.0141058	0.4717135	0.6935503	0.2233953	0.0306675	0.5334639	0.1944405	0.5616678	0.5986227	0.6592902	0.6827951	0.2218673	0.5119465	0.6051674	0.5636298	0.6644203	0.3156290	0.0222353	0.0375135	0.2622721	0.7293897	0.5762532	0.3893500	0.2995290	0.3131724	0.3713967	0.6293372	0.2394445	0.3866181	0.0879647	0.7499914	0.4436662	0.6371341	0.3857587	0.2052455	0.5054745	0.0407367	0.0002871	0.3526523	0.1960528	0.5128298	0.8192328	0.1903853	0.4039799	0.7625926	0.6947569	0.0074945	0.4217851	0.6497938	0.3774827	0.0019821	0.4781214	0.1076199	0.1387974	0.0410189	0.5360034	0.4968391	0.4567727	0.4007776	0.1397881	0.5262828	0.0001316	0.8461768	0.2572701	0.7044647	0.0035635	0.8006484	0.1973409	0.1460713	0.3203729	0.3452695	0.7299865	0.2502135	0.3223110	0.7067404	0.2385030	0.1408977	0.6799054	0.6655164	0.2623167	0.6348808	0.0650913	0.4517725	0.7412708	0.3494465	0.2111931	0.2084329	0.2691275	0.4015458	0.0268942	0.4959915	0.4224509	0.3192562	0.1132531	0.7052651	0.1925503	0.0838190	0.3854749
450	0.3753542	0.6988916	0.0206517	0.6261645	0.6430143	0.1807477	0.0763362	0.5442610	0.2181049	0.5717730	0.7115983	0.5058471	0.6625911	0.1822476	0.4487065	0.6948967	0.6289719	0.5456455	0.3431764	0.0199442	0.0502289	0.2744928	0.6063670	0.5776973	0.3427043	0.2623926	0.3115391	0.2835075	0.6856771	0.2454584	0.5139809	0.0697643	0.6223049	0.4498197	0.7214510	0.3712024	0.2565103	0.4814389	0.0152903	0.0000000	0.3459088	0.2914229	0.5867323	0.6260439	0.1385699	0.4167390	0.8239148	0.6626490	0.0126343	0.3947782	0.5687123	0.3870399	0.0019217	0.5775241	0.1345486	0.1671939	0.0215925	0.5699857	0.6196685	0.3500037	0.4654911	0.2229160	0.3992883	0.0000000	0.7237583	0.2827355	0.7198956	0.0245810	0.7001143	0.2179817	0.1242183	0.3624785	0.3326048	0.5929840	0.2986344	0.3122848	0.6102285	0.3098293	0.1270786	0.6942442	0.6235724	0.3057262	0.5579921	0.0235707	0.4931975	0.7262769	0.3129845	0.1512669	0.1940167	0.1768051	0.4026041	0.0535911	0.5736590	0.3598148	0.3798163	0.0792047	0.7616673	0.1913696	0.0349113	0.3133030
500	0.4171884	0.8227505	0.0181035	0.7013515	0.5201163	0.2467649	0.0341677	0.5660863	0.2478503	0.5317451	0.6577783	0.5680032	0.6251854	0.2342528	0.4419842	0.7470879	0.6196331	0.6693676	0.2996033	0.0190509	0.0496477	0.3359634	0.7802324	0.6108571	0.3390450	0.3056356	0.3895444	0.2579916	0.7398174	0.2421430	0.3547711	0.1463738	0.6063642	0.3488615	0.6123281	0.3528540	0.2422310	0.5705915	0.0731098	0.0009231	0.2325549	0.2785152	0.5431859	0.6603285	0.2426153	0.5042820	0.7767091	0.6720155	0.0042369	0.3881499	0.6299302	0.3764312	0.0016508	0.4769284	0.1134183	0.1641982	0.0417263	0.5436001	0.6156091	0.2817883	0.4711488	0.1491303	0.6218365	0.0000000	0.6173284	0.2480640	0.7120659	0.0041449	0.5755130	0.2084805	0.0867693	0.3275178	0.3825336	0.5962906	0.2643136	0.3623135	0.6437684	0.2849999	0.1024322	0.7599570	0.6155973	0.3660617	0.6571412	0.0476725	0.5653270	0.7026666	0.4281959	0.1901884	0.1795801	0.1885027	0.3317423	0.0140178	0.4950906	0.4342228	0.4316402	0.1016435	0.6277185	0.2363680	0.0591973	0.2918151
550	0.4708073	0.8019316	0.0166909	0.6954142	0.6444373	0.2369618	0.1811328	0.4902139	0.2793245	0.5726456	0.7066881	0.5910573	0.7356353	0.1520506	0.4878123	0.6509829	0.4972675	0.4716192	0.3552966	0.0261134	0.0311305	0.2125102	0.7174776	0.6549344	0.3384950	0.3600337	0.3458735	0.3060383	0.7385000	0.2721340	0.5817430	0.1434028	0.5588438	0.4075335	0.5563892	0.5280782	0.2481104	0.4747931	0.2166092	0.1420284	0.3260267	0.5128040	0.5391765	0.5712221	0.1913675	0.4634279	0.6735654	0.5945675	0.2566805	0.4879630	0.5434402	0.4106170	0.0000000	0.3696891	0.0195204	0.1414996	0.0496971	0.5386784	0.4496264	0.2149363	0.4817776	0.3296388	0.5178424	0.0004197	0.6942579	0.3424373	0.6306969	0.0889714	0.6202004	0.1757360	0.1512201	0.2574591	0.4876391	0.7084884	0.2622074	0.2513042	0.6517004	0.0432962	0.1322873	0.7190231	0.4911013	0.4377499	0.3349878	0.0735518	0.4691190	0.6564241	0.2396666	0.2303008	0.1516404	0.1449624	0.2551418	0.0098627	0.4755079	0.3699139	0.5059642	0.1336015	0.5201832	0.2973600	0.0468722	0.1679821
600	0.4394481	0.7374503	0.0803035	0.8057259	0.6419393	0.2380756	0.1983926	0.5407657	0.2304429	0.5025532	0.6980534	0.4597496	0.6542137	0.2124842	0.5394409	0.6831616	0.4482145	0.4571245	0.3640046	0.0237573	0.0253130	0.2454885	0.6078537	0.6440287	0.3704784	0.2633459	0.3792863	0.3303862	0.7566202	0.3386740	0.5971312	0.1077338	0.4987655	0.3082616	0.7868086	0.5619165	0.2967595	0.7342640	0.3968406	0.1525772	0.1714072	0.6512870	0.6218990	0.7175307	0.2081514	0.4680809	0.6394477	0.5211894	0.2764814	0.4295008	0.5990384	0.4600092	0.0023125	0.4086082	0.0150172	0.0569775	0.0276116	0.6061333	0.3914672	0.1716995	0.5217614	0.3194417	0.4695028	0.0000000	0.6777390	0.3561739	0.6022787	0.0905041	0.6334615	0.0353006	0.1280845	0.3125836	0.4323999	0.8255658	0.3047468	0.2600170	0.5930963	0.0226989	0.0964523	0.7454522	0.7348892	0.4550030	0.1962944	0.1121874	0.4488506	0.6436106	0.3187272	0.3388061	0.1455874	0.1376314	0.3001704	0.0202246	0.6013624	0.3241776	0.5973927	0.1986819	0.5252520	0.3670432	0.0313201	0.1165559
650	0.4170597	0.7479431	0.0786207	0.6559954	0.4706828	0.2137689	0.2133755	0.5054537	0.2889329	0.4803664	0.6550676	0.6107639	0.7470277	0.2782216	0.5025680	0.6222349	0.4664022	0.4303644	0.2542972	0.0318642	0.0324818	0.2474343	0.7755182	0.5913589	0.3443506	0.2810477	0.3521326	0.3399235	0.6727241	0.3046960	0.6329032	0.0804782	0.5276695	0.3470523	0.6810207	0.4796183	0.2198791	0.4524103	0.2485923	0.2019132	0.1429204	0.6683048	0.6687122	0.8264628	0.2000861	0.3899863	0.7039385	0.5820617	0.3380677	0.3911252	0.6656357	0.4563296	0.0069523	0.4102930	0.0170836	0.0501100	0.0398480	0.6426131	0.2823792	0.3001895	0.5250313	0.4213454	0.4893899	0.0003778	0.5574082	0.3804969	0.6615424	0.1727370	0.6709352	0.0243687	0.0673202	0.2504185	0.3066814	0.6618430	0.3889330	0.2803208	0.5445608	0.0078494	0.0716274	0.6900276	0.7964778	0.4645746	0.1954023	0.1253994	0.5406813	0.6642994	0.2718064	0.5514827	0.1576128	0.1875314	0.2625247	0.0202664	0.5413614	0.3676071	0.5680278	0.1587438	0.4866788	0.4882340	0.0941591	0.1223379
700	0.3454761	0.6131250	0.1050363	0.6600593	0.4246539	0.3159486	0.2031725	0.5439366	0.2548487	0.6046003	0.7579774	0.6656941	0.7594482	0.2843652	0.4621355	0.7414314	0.4744307	0.4602096	0.3645526	0.0284588	0.0392283	0.2610242	0.7116007	0.6064124	0.3758434	0.3092261	0.2507043	0.3420589	0.6988409	0.2464017	0.7185458	0.1386784	0.4724257	0.4315644	0.6355648	0.5804525	0.3584191	0.5153538	0.3449386	0.2337139	0.1710692	0.7761144	0.6988705	0.6444876	0.2133797	0.5233117	0.6138526	0.7676257	0.4234078	0.3994555	0.6751493	0.4111589	0.0050724	0.4389969	0.0099680	0.0631796	0.0586187	0.7482897	0.3648915	0.2833663	0.5302014	0.3518358	0.4879254	0.0005902	0.7069984	0.3631696	0.6896660	0.1573328	0.5230176	0.0205881	0.0834543	0.2206421	0.2954209	0.6928635	0.2836869	0.2375388	0.6071022	0.0015150	0.0417251	0.5747115	0.5952280	0.5279602	0.2328267	0.1427980	0.4297622	0.6666435	0.2928678	0.4863477	0.1957861	0.2787844	0.3278904	0.0369760	0.4464710	0.3634944	0.6136010	0.2153632	0.4653434	0.5564105	0.0321276	0.0919251
750	0.3153773	0.5959085	0.1837532	0.5222891	0.5018783	0.3772838	0.1843664	0.4457379	0.2569394	0.5105174	0.6915103	0.5880521	0.6711363	0.3050667	0.4741027	0.6689606	0.3802307	0.5645963	0.2409957	0.0101428	0.0280031	0.2483754	0.5484055	0.6554258	0.4291547	0.3274668	0.2541920	0.2379198	0.6165392	0.3079531	0.7311376	0.1077187	0.3295874	0.5371200	0.5874157	0.6281574	0.2587269	0.5101101	0.3870866	0.2055275	0.2436761	0.6575191	0.6122321	0.7483901	0.2114429	0.5124960	0.7225428	0.5951064	0.3772203	0.4769859	0.5682344	0.3571959	0.0007358	0.3601505	0.0283583	0.0391444	0.0453613	0.6452859	0.2783542	0.2422091	0.5628695	0.3724882	0.4074051	0.0000447	0.6011864	0.3177624	0.7822073	0.1609716	0.7184162	0.0164856	0.1213034	0.2375565	0.4388693	0.7578308	0.1882589	0.3315527	0.6833588	0.0031834	0.1047711	0.6028686	0.5350244	0.5741676	0.1963665	0.1314199	0.4668601	0.5179359	0.3125612	0.4332025	0.2609541	0.3048133	0.3426096	0.0029986	0.5328577	0.2973291	0.6742166	0.2679346	0.5939890	0.5246986	0.0487018	0.1207564
800	0.4209357	0.7012789	0.1687109	0.5823342	0.6409907	0.3408349	0.1634568	0.4210039	0.3309841	0.5621699	0.5651164	0.5721698	0.6707742	0.2083503	0.5651045	0.7504043	0.4591131	0.5088724	0.2451501	0.0234179	0.0440706	0.3154393	0.5525082	0.5463739	0.3084937	0.4043030	0.2130051	0.3498404	0.8492405	0.4262910	0.8068734	0.1701564	0.4174845	0.5114803	0.4939701	0.6220279	0.2637661	0.4194423	0.2965123	0.1924473	0.1238533	0.5648889	0.4375378	0.6396316	0.1645208	0.4613141	0.5897042	0.7382704	0.3850288	0.3757833	0.5545834	0.3474148	0.0004554	0.2516496	0.0153733	0.0473935	0.0525209	0.5897642	0.2876101	0.1799822	0.4851279	0.3784165	0.4176997	0.0000612	0.4810384	0.3396390	0.6410960	0.1696712	0.6601330	0.0211854	0.1331904	0.2497279	0.3206214	0.6720289	0.2216838	0.4060405	0.5287834	0.0045886	0.1046084	0.6229226	0.6125448	0.4267222	0.2213562	0.1305037	0.5809841	0.5654384	0.2758194	0.4760678	0.1569753	0.2679156	0.3840703	0.0068834	0.4781047	0.3446409	0.7172921	0.2029952	0.5561414	0.5170777	0.0234993	0.1823654
850	0.3978309	0.7701397	0.1200002	0.6071370	0.6057918	0.2748265	0.2946216	0.3906004	0.2619450	0.5310005	0.5774407	0.5904558	0.7682946	0.2615351	0.5073255	0.7189939	0.2829935	0.4747529	0.3440755	0.0499639	0.0496041	0.2559522	0.6738358	0.6071685	0.3694202	0.3036706	0.1739569	0.2887908	0.6383750	0.4211211	0.5994706	0.0816868	0.3231737	0.4517121	0.6242433	0.5667200	0.3371825	0.4205847	0.3040663	0.2089646	0.1992591	0.5637860	0.6692029	0.6173777	0.1870910	0.4796461	0.7264570	0.7272646	0.4458371	0.3775676	0.4851448	0.4895961	0.0009163	0.1758202	0.0268401	0.0105548	0.0289590	0.8135869	0.3209079	0.2045869	0.5173856	0.3590961	0.4676744	0.0032727	0.6140950	0.3710919	0.7413495	0.1044917	0.6305942	0.0107015	0.1677653	0.1871676	0.3080379	0.7167302	0.2158870	0.3625535	0.5626841	0.0005699	0.1524091	0.7409213	0.6336546	0.5268710	0.1787097	0.1840215	0.5579848	0.5167903	0.4205521	0.5430181	0.1909227	0.2800773	0.4314013	0.0239528	0.5055902	0.2990978	0.6372546	0.1411311	0.4780699	0.5989280	0.0443041	0.1164929
900	0.3532840	0.7185592	0.1760031	0.5849621	0.5612838	0.2609914	0.2999692	0.3954488	0.3167003	0.5487694	0.5838797	0.7323124	0.5767989	0.1749936	0.4953053	0.6709623	0.4140865	0.4347247	0.4416603	0.0274130	0.1084533	0.3931081	0.6778717	0.5464926	0.2727238	0.2221603	0.2356334	0.3910669	0.5664349	0.3020223	0.6127343	0.1006082	0.3136278	0.5279465	0.7775661	0.5132672	0.2561104	0.5071116	0.3106692	0.1771031	0.1850459	0.6214517	0.5571653	0.6811422	0.2501336	0.4459839	0.6341653	0.5049368	0.4490268	0.4612582	0.5579639	0.3480119	0.0000111	0.2121186	0.0371148	0.0266285	0.0464334	0.6541973	0.3808898	0.1392000	0.5066915	0.3709063	0.5896976	0.0001024	0.5951598	0.3552561	0.7083985	0.1520700	0.7538891	0.0176958	0.1539372	0.2533764	0.3320947	0.5532722	0.3008775	0.3525494	0.5562684	0.0026038	0.1087159	0.7373715	0.7546031	0.4878878	0.2412087	0.1348956	0.5036542	0.7424233	0.3143998	0.4504337	0.2170868	0.2738527	0.4666794	0.0157355	0.5090009	0.3484054	0.6852030	0.1333351	0.5086592	0.5655009	0.0148538	0.0837143
