G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0815332	0.2717275	0.0000000	0.5681362	0.6019307	0.6361144	0.2587929	0.0132906	0.1321613	0.5118206	0.3798744	0.4615273	0.2715239	0.2166250	0.2990579	0.0015411	0.5060770	0.1878314	0.5605154	0.6105062	0.5146884	0.4519188	0.3129559	0.2055678	0.5579277	0.6166427	0.3347654	0.6913119	0.0345445	0.6635027	0.0942575	0.6054224	0.0000000	0.4512392	0.5731546	0.5782491	0.6722882	0.0987192	0.3451776	0.6018918	0.5108257	0.2748077	0.0889187	0.1962071	0.0121916	0.0953010	0.7116211	0.4542802	0.1850708	0.7772984	0.0737914	0.3341892	0.3219555	0.0000246	0.0492992	0.0638977	0.0716469	0.2070241	0.1937569	0.7113439	0.3843945	0.1885536	0.6853322	0.5769853	0.3237564	0.2275283	0.7081012	0.5627870	0.5776986	0.2727613	0.1951544	0.4091891	0.2593511	0.2247627	0.6148930	0.0014326	0.1502455	0.4817902	0.6196484	0.7103606	0.4030612	0.0613273	0.0620608	0.3991653	0.5955127	0.2272879	0.0193601	0.4160660	0.2033084	0.6322974	0.0288835	0.1713530	0.5911605	0.4704676	0.4396348	0.2792040	0.2208173	0.4060893	0.7155087	0.0149645
0.0562518	0.2329687	0.0000000	0.4565872	0.6185563	0.6933765	0.4133964	0.0308347	0.1037680	0.3851325	0.2451090	0.5631303	0.3071217	0.1437034	0.3236442	0.0036656	0.5100774	0.1166046	0.4636053	0.5323838	0.5711177	0.4348751	0.3937840	0.3095554	0.7492699	0.5726430	0.2075383	0.7185809	0.0398476	0.5988101	0.0828575	0.4997674	0.2852133	0.5686114	0.0012162	0.0000000	0.8868513	0.1076755	0.0758135	0.5318660	0.4961062	0.2184783	0.0461891	0.1764419	0.0146078	0.1539252	0.6761617	0.4362380	0.2484097	0.7112898	0.1723625	0.1440999	0.3251441	0.2696382	0.4083670	0.4006954	0.1267988	0.2321637	0.1697743	0.6233845	0.3572735	0.3572530	0.6888955	0.3560577	0.3591133	0.2263370	0.6738522	0.6274396	0.4890059	0.2458839	0.0959269	0.5057862	0.2012613	0.3717061	0.6251508	0.1528102	0.1223043	0.6159544	0.6420949	0.5792824	0.4155554	0.1300952	0.1287300	0.2815053	0.4913801	0.3393729	0.1951066	0.6196279	0.0276989	0.6773445	0.0528258	0.6147802	0.4367512	0.2696775	0.5485193	0.2387109	0.5904561	0.6214856	0.6426347	0.0771809
0.0765622	0.2442067	0.0000000	0.4972103	0.4877909	0.5826712	0.3790309	0.0070078	0.1032216	0.4031792	0.2259980	0.4833715	0.2990717	0.2669667	0.3246393	0.0024515	0.4061423	0.1058950	0.0000000	0.7156657	0.5154308	0.4732643	0.3260938	0.2171718	0.6946719	0.5685711	0.3312490	0.5892638	0.0394314	0.6325336	0.1301555	0.4493300	0.3418412	0.4067983	0.6011079	0.6535456	0.6686615	0.0655528	0.3852824	0.6535171	0.6406031	0.3605325	0.0677528	0.1712915	0.0266487	0.1305858	0.5979553	0.3766055	0.3281596	0.6757764	0.0521847	0.1350448	0.4321524	0.0005859	0.1778650	0.0826913	0.2594199	0.4485975	0.2920841	0.6811152	0.2945873	0.1401860	0.4928045	0.5452604	0.3423544	0.1732043	0.5694101	0.7586676	0.6401569	0.2562389	0.0943257	0.3347329	0.4754472	0.2256747	0.6479303	0.1947092	0.1206569	0.4106648	0.6937803	0.6226208	0.3619695	0.0471044	0.1020450	0.3993041	0.4527914	0.3129521	0.0707038	0.2798705	0.1245453	0.6272399	0.0129167	0.8187490	0.7444644	0.3416519	0.5137019	0.2155696	0.4968957	0.4644828	0.6303524	0.0363891
0.0613489	0.2825854	0.0000000	0.4412816	0.6344721	0.5827200	0.3564419	0.0184313	0.1384415	0.4150851	0.3402440	0.4961361	0.4881177	0.1679942	0.3912807	0.0067850	0.4613272	0.1768737	0.6430809	0.6338316	0.5983740	0.5160114	0.2569149	0.2049121	0.6512398	0.6568264	0.2728539	0.6810687	0.0515763	0.6349878	0.0657141	0.5517712	0.3123884	0.5390520	0.6832778	0.5668886	0.7790908	0.0985290	0.3938324	0.6613179	0.5773113	0.1969760	0.0594908	0.1864242	0.0099051	0.0401247	0.7080635	0.4547839	0.0000000	0.7862249	0.0554368	0.1046959	0.4352328	0.0004148	0.0628915	0.1311943	0.4050878	0.3394649	0.0336974	0.6366712	0.4546552	0.1756448	0.6772300	0.5287104	0.4318131	0.2184282	0.5681529	0.5426967	0.5743789	0.2209043	0.2463465	0.4029899	0.3229178	0.3620541	0.6416222	0.0004861	0.1841224	0.3591847	0.7680202	0.7994818	0.3978526	0.0857125	0.1221951	0.4190391	0.6303240	0.3367688	0.0058589	0.3008436	0.2145113	0.6989131	0.0581721	0.6137514	0.4776102	0.3281725	0.5646798	0.3174642	0.2849770	0.4862598	0.5887648	0.0330053
0.0566920	0.2206445	0.0404331	0.5232485	0.5694480	0.6847264	0.3036425	0.0200577	0.1413834	0.3986515	0.3085041	0.4550763	0.3589499	0.1903752	0.3887351	0.0419722	0.4511914	0.1369124	0.4809467	0.5954345	0.5882038	0.4041578	0.3032809	0.2662506	0.6667694	0.5472397	0.2333296	0.7615637	0.0724674	0.6265315	0.0785407	0.6453609	0.0000000	0.5393138	0.6936659	0.5130441	0.5719735	0.0994322	0.3205384	0.5625622	0.5074757	0.2272542	0.0484404	0.1505059	0.0346312	0.0355101	0.6923525	0.4962818	0.0000000	0.6448602	0.0904193	0.2396803	0.4723863	0.0002893	0.0476463	0.0290420	0.4982191	0.1370806	0.0522787	0.6368175	0.3523156	0.2101119	0.5079573	0.6296041	0.3983284	0.2221365	0.7334250	0.6824257	0.4532137	0.2548949	0.4280898	0.4087311	0.4197519	0.2524025	0.6535368	0.0027961	0.1593168	0.4718565	0.6741239	0.6923181	0.6290851	0.0529815	0.1011977	0.4080258	0.4743344	0.2399385	0.0074511	0.3696342	0.1648403	0.5550495	0.0861633	0.2594413	0.1289896	0.3403082	0.4505290	0.3871192	0.2489298	0.4724142	0.6613507	0.0215930
0.0453456	0.2207249	0.0793657	0.5034072	0.5476333	0.6299428	0.2542772	0.0159140	0.1472358	0.4643264	0.2936692	0.5560733	0.3639944	0.1896431	0.3642025	0.0265721	0.5147439	0.2358111	0.2685714	0.6701685	0.5506472	0.4241285	0.2951903	0.2388064	0.6995516	0.5692571	0.3385352	0.6462768	0.0498573	0.4847656	0.1133464	0.5148184	0.0000000	0.5935532	0.0018849	0.0000000	0.6725623	0.0676529	0.1398335	0.6759653	0.5184479	0.4256985	0.0861201	0.1372094	0.0223361	0.0639439	0.5061536	0.4331619	0.1979185	0.6235245	0.1753940	0.3031396	0.3623372	0.3952919	0.3268119	0.3015265	0.1840730	0.2543190	0.5235648	0.4172535	0.4622691	0.3371113	0.6521555	0.7023367	0.3826552	0.1563924	0.6598010	0.6201189	0.6049470	0.3274236	0.2929362	0.3746080	0.6193162	0.2720165	0.6613945	0.0132934	0.2654208	0.4546164	0.6084271	0.7042696	0.5004826	0.1358447	0.0759576	0.5609086	0.2791082	0.4411449	0.2776593	0.4930665	0.0418583	0.6357820	0.0289335	0.2728773	0.1926631	0.3456350	0.4325301	0.3671434	0.5763477	0.4189169	0.5850159	0.0323613
0.0275945	0.3150640	0.0000000	0.3876767	0.5769902	0.7016170	0.3121891	0.0278964	0.1528122	0.5161490	0.2318536	0.4072220	0.3180144	0.2375450	0.3796866	0.0061296	0.4227959	0.1835879	0.6064998	0.5886648	0.4446659	0.3781448	0.2271158	0.2083163	0.6809525	0.6075988	0.3275250	0.6071398	0.0404917	0.6534386	0.1075400	0.5337124	0.3875219	0.0000000	0.7037436	0.6132026	0.6239913	0.1276644	0.3142662	0.7174356	0.4910143	0.2873699	0.0635104	0.1467978	0.0192163	0.0773024	0.5859915	0.3905194	0.2755060	0.6711348	0.0637646	0.1173860	0.3142648	0.0061665	0.0417115	0.0994520	0.1525366	0.3518951	0.0410920	0.6003198	0.2823054	0.0015064	0.6672112	0.4530892	0.3366389	0.2642611	0.6408983	0.6242374	0.4745290	0.4149403	0.2254709	0.5272744	0.1807200	0.2226695	0.6223836	0.2059658	0.1234386	0.3219576	0.6569907	0.7614074	0.4019403	0.0643766	0.0960623	0.3437470	0.5458908	0.2540817	0.0234668	0.2663916	0.2425164	0.7161937	0.0486490	0.6089242	0.4213501	0.5190508	0.1111517	0.3119483	0.3414532	0.4614187	0.5521852	0.0375769
0.0244513	0.1260625	0.0962636	0.4618045	0.5767644	0.6161946	0.3658293	0.0061111	0.0347364	0.3098571	0.2609919	0.3840784	0.5953672	0.6767423	0.3173007	0.0080441	0.7307369	0.2668698	0.1970616	0.4999890	0.6509268	0.6510071	0.4651117	0.3711574	0.4886831	0.0000000	0.0000000	0.6680568	0.0495499	0.7038241	0.1241999	0.5717328	0.2770743	0.5619451	0.5202460	0.5789870	0.7417813	0.0889694	0.2741648	0.6089242	0.4698509	0.1581181	0.0574954	0.1481826	0.0071329	0.0544011	0.7030972	0.4803685	0.1341146	0.7111695	0.0016393	0.1340343	0.1031121	0.0013539	0.1647052	0.1259780	0.1022636	0.3641135	0.3578727	0.5704492	0.5910778	0.1578433	0.3942173	0.2955038	0.5505336	0.1310966	0.6193246	0.5990537	0.4735694	0.3364558	0.2013443	0.2510080	0.6196603	0.7253403	0.2681050	0.3118003	0.5004065	0.2717349	0.3572425	0.6778011	0.6584478	0.0573434	0.1803053	0.4702785	0.2606274	0.3653319	0.0039036	0.1209063	0.0544157	0.6748272	0.0689844	0.1531739	0.1993184	0.2631566	0.4627718	0.3309775	0.4731007	0.6029453	0.5527136	0.3143351
0.0343704	0.1893758	0.0000000	0.1489739	0.6536736	0.6963728	0.2556592	0.0253224	0.0617131	0.4003724	0.5002301	0.4052236	0.5548575	0.5825691	0.3339281	0.0029156	0.5022973	0.1939260	0.3930031	0.0799252	0.6478721	0.5779010	0.4887781	0.6606311	0.0000000	0.6155015	0.2585357	0.6664396	0.0513878	0.5957170	0.0550283	0.4753235	0.3441435	0.6339324	0.6899677	0.6452140	0.6435044	0.1031641	0.3955107	0.6469088	0.4890745	0.0431944	0.1171951	0.2453862	0.0000974	0.0291277	0.8153359	0.5821227	0.1357443	0.7983167	0.0232799	0.1508467	0.4163630	0.0012296	0.0582245	0.1973392	0.1299356	0.4096148	0.1717177	0.5665397	0.5811186	0.2073070	0.5149673	0.3957371	0.4446340	0.2305429	0.5939124	0.5634968	0.5824180	0.3020756	0.1407530	0.2235005	0.4171282	0.2418631	0.6308149	0.3886457	0.1354301	0.4187486	0.5546603	0.8896378	0.3689784	0.0254310	0.1284502	0.3081173	0.3901283	0.0897801	0.0028799	0.2672704	0.1000706	0.7015276	0.2967220	0.4889723	0.5560006	0.3571239	0.2692248	0.3713994	0.4163531	0.5333611	0.5899577	0.0294639
0.0433771	0.2260218	0.0000000	0.3619568	0.5856416	0.6383172	0.3161716	0.0050014	0.1527091	0.3954326	0.2687820	0.4964845	0.3418517	0.1806030	0.3686079	0.0040205	0.3647848	0.3077246	0.5124983	0.5809508	0.5934483	0.4094756	0.3362183	0.2128301	0.6337898	0.7400948	0.2874441	0.6636097	0.0351718	0.5031337	0.0645484	0.5267134	0.3394505	0.6775107	0.0000000	0.6958783	0.6770143	0.1153826	0.0612686	0.6457765	0.5439763	0.2892186	0.0611340	0.1578533	0.0713718	0.1027587	0.8208892	0.5042573	0.2649695	0.6643394	0.0514392	0.1101331	0.4520370	0.0002704	0.4112781	0.1193466	0.1347867	0.4589470	0.0170064	0.5941847	0.3013305	0.2866536	0.6362982	0.4533161	0.3027357	0.2240428	0.5950400	0.5383245	0.6096340	0.1827519	0.1193062	0.3707194	0.2506490	0.2269935	0.8211291	0.1332886	0.0727423	0.4689710	0.7417222	0.6293054	0.5047563	0.0655830	0.1636526	0.2882447	0.6460628	0.2666898	0.0227378	0.5725154	0.0178247	0.6792536	0.0128216	0.6642654	0.4757258	0.5286721	0.4410651	0.2857054	0.3663783	0.4797217	0.7193422	0.0702668
