"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.3514375	0.7934508	0.1587534	0.5461763	0.8488380	0.9906170	0.9648739	0.4990456	0.0029381	0.0381169	0.6715514	0.5907359	0.5323490	0.1270748	0.0369446	0.9996611	0.9989156	0.0348060	0.7551828	0.9999783	0.0048811	0.3776420	0.2391213	0.1393908	0.6914317	0.4888118	0.5325931	0.8347140	0.8530370	0.8984785	0.4863054	0.7579148	0.1251854	0.3118285	0.1378225	0.5938856	0.3270807	0.0669420	0.5537177	0.8062747	0.9985304	0.9088312	0.5673102	0.8059180	0.9893271	0.0978232	0.8338462	0.9922238	0.0044571	0.0019225	0.5253638	0.1769960	0.2501844	0.1748969	0.9499578	0.1246879	0.4992659	0.1951816	0.9547117	0.5368214	0.1876243	0.3936833	0.2712150	0.3426237	0.9538831	0.1430945	0.8713544	0.7670010	0.1612054	0.4757685	0.1252646	0.4333674	0.1444523	0.5508284	0.5257911	0.0000426	0.7193313	0.3397944	0.3099505	0.5646186	0.5253999	0.9548627	0.8418390	0.0013182	0.2013220	0.9999946	0.6760657	0.4634682	0.7735732	0.0352929	0.3538467	0.4240151	0.0970055	0.1135851	0.0074514	0.0189157	0.9883070	0.0307294	0.9999976	0.3286279
50	0.3493919	0.7841895	0.1585602	0.5554396	0.4814524	0.9906168	0.9417285	0.3404134	0.0030871	0.0283259	0.8958624	0.3865215	0.5515596	0.3028216	0.0369438	0.9997184	0.9337784	0.1033533	0.9235725	0.8121119	0.3019262	0.1315914	0.2771632	0.1359494	0.6841083	0.3031627	0.5313405	0.8346671	0.8530721	0.8890390	0.5023878	0.7761854	0.4357806	0.3118209	0.1370386	0.3960048	0.3270786	0.0669420	0.5537120	0.8061385	0.9985256	0.8971165	0.3052205	0.8059707	0.9906536	0.0753812	0.8279878	0.9921980	0.0043905	0.0019478	0.5256507	0.4867670	0.2068459	0.1749262	0.9488042	0.1035154	0.4992670	0.2291288	0.9540144	0.5437498	0.1325766	0.3940584	0.2730658	0.2938564	0.9490320	0.3554989	0.8666768	0.2874489	0.1918540	0.4807753	0.1603819	0.4233524	0.1319100	0.5507873	0.5353786	0.0000448	0.7190478	0.2999863	0.3099546	0.4972186	0.5024298	0.9865999	0.7986457	0.0014117	0.2006379	0.9999935	0.6760166	0.5152752	0.7917992	0.0998543	0.3018118	0.4233887	0.0978741	0.1102859	0.0052519	0.1335790	0.9205185	0.0307218	0.5738267	0.3283549
100	0.3335361	0.7666534	0.1563774	0.5811451	0.3556722	0.9906133	0.8101514	0.2856786	0.0055090	0.0186469	0.9295434	0.3053794	0.6005942	0.4021252	0.0369421	0.9997269	0.8486224	0.1261038	0.9754173	0.6263870	0.3572934	0.0924156	0.3759650	0.1347404	0.6541760	0.3361707	0.5213696	0.8346295	0.8533952	0.8626716	0.5353608	0.8107608	0.4824895	0.3117421	0.1341557	0.3616771	0.3270762	0.0669426	0.5538510	0.8046962	0.9984532	0.8531472	0.2615007	0.8064390	0.9930352	0.0709258	0.8157443	0.9919031	0.0039840	0.0022896	0.5261158	0.5442840	0.1390247	0.1750939	0.9413231	0.0600906	0.4992785	0.3943775	0.9513459	0.5559933	0.0671501	0.3933716	0.2837645	0.3285338	0.9241422	0.3852883	0.8446545	0.1250132	0.2467401	0.5274187	0.2635731	0.3993415	0.0951785	0.5506492	0.5620102	0.0000880	0.7141155	0.1470717	0.3099444	0.4923972	0.4211423	0.9914162	0.7858362	0.0031695	0.1970882	0.9999892	0.6753638	0.4790154	0.7987303	0.1568386	0.3240359	0.4172453	0.1017250	0.1015319	0.0044666	0.1641653	0.8321032	0.0306992	0.4374340	0.3263543
150	0.3097414	0.7562182	0.1512957	0.6055298	0.3126300	0.9905965	0.5858885	0.2667953	0.0108914	0.0162763	0.8745364	0.2623444	0.6499519	0.4947384	0.0369412	0.9996975	0.7547504	0.1335196	0.9912776	0.5829568	0.3677304	0.0813928	0.4568063	0.1341047	0.6480902	0.4052584	0.5056931	0.8350793	0.8540017	0.8394874	0.5485898	0.8323838	0.4880412	0.3114012	0.1304780	0.3712588	0.3270957	0.0669473	0.5546120	0.8017463	0.9982035	0.8013116	0.2544771	0.8072763	0.9944317	0.0701080	0.8076795	0.9912270	0.0035250	0.0035594	0.5263544	0.5550814	0.0968852	0.1755165	0.9196289	0.0321543	0.4993001	0.5313618	0.9468327	0.5643243	0.0387603	0.3800307	0.3165021	0.3850632	0.8822246	0.3950246	0.8099172	0.0709771	0.2054642	0.6068470	0.3400633	0.3761148	0.0615929	0.5505288	0.5937637	0.0001943	0.6984437	0.0446871	0.3098711	0.5048694	0.3491184	0.9867517	0.7823700	0.0055837	0.1901557	0.9999842	0.6727334	0.4128153	0.7998873	0.2400099	0.3522038	0.4061315	0.1109959	0.0932461	0.0041210	0.1724492	0.7722083	0.0306711	0.3937814	0.3232009
200	0.2907168	0.7517797	0.1452234	0.6205322	0.2979365	0.9905641	0.4129214	0.2602969	0.0171126	0.0180051	0.7788797	0.2338458	0.6906357	0.5578654	0.0369421	0.9996360	0.7042932	0.1361234	0.9960278	0.5729829	0.3697541	0.0684281	0.5033402	0.1337761	0.6656313	0.4554147	0.4924419	0.8361813	0.8546035	0.8253902	0.5416063	0.8421067	0.4883938	0.3107810	0.1275720	0.3985614	0.3271692	0.0669625	0.5562610	0.7985783	0.9977434	0.7653230	0.2538490	0.8080636	0.9950357	0.0699911	0.8038190	0.9904287	0.0032381	0.0050068	0.5264478	0.5572710	0.0737491	0.1761300	0.8843903	0.0191277	0.4993212	0.5931140	0.9422517	0.5687443	0.0269357	0.3332823	0.3782271	0.4277023	0.8429613	0.4092982	0.7794251	0.0533975	0.1755965	0.6623369	0.3752400	0.3581385	0.0416495	0.5504947	0.6210868	0.0003306	0.6739372	0.0121085	0.3096122	0.5334645	0.3106576	0.9771173	0.7820554	0.0061855	0.1825617	0.9999809	0.6683056	0.3744076	0.7998049	0.3075177	0.3775220	0.3959960	0.1262147	0.0870545	0.0038995	0.1746653	0.7429593	0.0306480	0.3798082	0.3201962
250	0.2793414	0.7501210	0.1400710	0.6275827	0.2929570	0.9905256	0.3247000	0.2580877	0.0221140	0.0237190	0.6856221	0.2136100	0.7214707	0.5949131	0.0369450	0.9995636	0.6877320	0.1370755	0.9973769	0.5707233	0.3701610	0.0574412	0.5264865	0.1337332	0.6816007	0.4788635	0.4839754	0.8376331	0.8550400	0.8169180	0.5266140	0.8459329	0.4882925	0.3100754	0.1258475	0.4274029	0.3273161	0.0669926	0.5584791	0.7961002	0.9971710	0.7485064	0.2544018	0.8086036	0.9952694	0.0699320	0.8021537	0.9897556	0.0030966	0.0054310	0.5264791	0.5578461	0.0611084	0.1767293	0.8491718	0.0136531	0.4993360	0.6198341	0.9397825	0.5703605	0.0219077	0.2741554	0.4503655	0.4502779	0.8159811	0.4267408	0.7607924	0.0478323	0.1547475	0.6875263	0.3887481	0.3462839	0.0319063	0.5505194	0.6388754	0.0004527	0.6485771	0.0034817	0.3090882	0.5663505	0.2957375	0.9653922	0.7825796	0.0058664	0.1770317	0.9999793	0.6635971	0.3585366	0.7994960	0.3411174	0.4002862	0.3895483	0.1429351	0.0824736	0.0037072	0.1751015	0.7300149	0.0306497	0.3753333	0.3178462
300	0.2735116	0.7495788	0.1364789	0.6302703	0.2912978	0.9904908	0.2865189	0.2573646	0.0252201	0.0344118	0.6147941	0.1991662	0.7448630	0.6173028	0.0369489	0.9995041	0.6858755	0.1374279	0.9977200	0.5702331	0.3702400	0.0508839	0.5371418	0.1339113	0.6910822	0.4873925	0.4792506	0.8390302	0.8553059	0.8107235	0.5130262	0.8474615	0.4882234	0.3094693	0.1249972	0.4478691	0.3275222	0.0670356	0.5607191	0.7944820	0.9966590	0.7443446	0.2550914	0.8089133	0.9953609	0.0698262	0.8014949	0.9892689	0.0030333	0.0051255	0.5264872	0.5580633	0.0542290	0.1771809	0.8240996	0.0114230	0.4993445	0.6327263	0.9394454	0.5706833	0.0197021	0.2390302	0.5092477	0.4598447	0.8002249	0.4426634	0.7517378	0.0461301	0.1389607	0.6961523	0.3931397	0.3389755	0.0276752	0.5505566	0.6486807	0.0005295	0.6288393	0.0012342	0.3083562	0.5849518	0.2927984	0.9537160	0.7831432	0.0054634	0.1739847	0.9999787	0.6597645	0.3532999	0.7992254	0.3500180	0.4183944	0.3863005	0.1559668	0.0790049	0.0035281	0.1749969	0.7243553	0.0306905	0.3738989	0.3161853
350	0.2707286	0.7494740	0.1342602	0.6310776	0.2907638	0.9904641	0.2710374	0.2571484	0.0266979	0.0497644	0.5670239	0.1887977	0.7625152	0.6313850	0.0369528	0.9994667	0.6875562	0.1375576	0.9977916	0.5701381	0.3702483	0.0477024	0.5418144	0.1342050	0.6959827	0.4898271	0.4767304	0.8401329	0.8554544	0.8055561	0.5044966	0.8482312	0.4881915	0.3090359	0.1246363	0.4585214	0.3277428	0.0670827	0.5625914	0.7935426	0.9963238	0.7458054	0.2556579	0.8090733	0.9954048	0.0696992	0.8012781	0.9889226	0.0030047	0.0047011	0.5264882	0.5581600	0.0506167	0.1774653	0.8096865	0.0105202	0.4993487	0.6394301	0.9401723	0.5709248	0.0187137	0.2242925	0.5476581	0.4630857	0.7918811	0.4544684	0.7480409	0.0456326	0.1287599	0.6979853	0.3948923	0.3344170	0.0260325	0.5505831	0.6537733	0.0005601	0.6166035	0.0006146	0.3075616	0.5875935	0.2942865	0.9434122	0.7835600	0.0051641	0.1726490	0.9999786	0.6571189	0.3520049	0.7990460	0.3474361	0.4310528	0.3849771	0.1636852	0.0763893	0.0033703	0.1747684	0.7217651	0.0307593	0.3734387	0.3150851
400	0.2693783	0.7495325	0.1329936	0.6312172	0.2906032	0.9904451	0.2649962	0.2570954	0.0271593	0.0672576	0.5363294	0.1813751	0.7747638	0.6399098	0.0369557	0.9994477	0.6887192	0.1376042	0.9978039	0.5701253	0.3702421	0.0463755	0.5437940	0.1345175	0.6983418	0.4901666	0.4753446	0.8408978	0.8555366	0.8014849	0.5006520	0.8487586	0.4881767	0.3087620	0.1245085	0.4622264	0.3279308	0.0671241	0.5639600	0.7930461	0.9961681	0.7485058	0.2560522	0.8091527	0.9954332	0.0695854	0.8012394	0.9886641	0.0029905	0.0044029	0.5264878	0.5582015	0.0488492	0.1776202	0.8023751	0.0101541	0.4993506	0.6429834	0.9411232	0.5714964	0.0182720	0.2186974	0.5695960	0.4637558	0.7877612	0.4616322	0.7467990	0.0454959	0.1233256	0.6976872	0.3969985	0.3315211	0.0254653	0.5505971	0.6564322	0.0005625	0.6105607	0.0004222	0.3068406	0.5818175	0.2964742	0.9349581	0.7838386	0.0049731	0.1722175	0.9999786	0.6554660	0.3519122	0.7989430	0.3423277	0.4391511	0.3846038	0.1674048	0.0744552	0.0032424	0.1745628	0.7204662	0.0308287	0.3732911	0.3143912
