G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G73A	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.4311802	0.5961140	0.6929574	0.0000000	0.5232006	0.1980816	0.2738830	0.4687775	0.7231417	0.5324278	1.0000000	0.2475583	0.8672459	0.0618073	0.0891333	0.9999958	0.0318189	0.0441160	0.1369192	0.0171675	0.1373392	0.9999770	0.4541250	0.8816106	0.0994075	0.0922707	0.2041558	0.0168066	0.0642448	0.0710690	0.0641674	0.0127360	0.4556279	0.0000000	0.6656685	0.9555229	0.9999985	0.0684032	0.1111996	0.3459745	0.7865325	0.6251987	0.3895744	0.9440895	0.0173157	0.1132578	0.9605158	0.5929821	0.5664734	0.4032754	0.9971878	0.5117546	0.8930808	0.5391921	0.0004679	0.3076171	0.0004487	0.0966326	0.8382020	0.2588757	0.5663228	0.0324761	0.0454561	0.0152017	0.4584371	0.3935001	0.9996710	0.0406289	0.8813465	0.9353103	0.0007475	0.6381004	0.4543379	0.3206126	0.3093336	0.5528734	0.3889523	0.5709142	0.7278528	0.0060237	0.5228948	0.7617285	0.7416380	0.9036899	0.5439904	0.3325309	0.9112253	0.5008078	0.8999417	0.8185404	0.4713875	0.0541818	0.9893924	0.0078697	0.6480826	0.8106940	0.9664134	0.5300930	0.8885778	0.2505580
0.4331375	0.5961141	0.6929574	0.0000000	0.5044814	0.1980817	0.2739541	0.4689055	0.7230846	0.5324177	1.0000000	0.2475565	0.8672465	0.0618076	0.0891333	0.9999958	0.0318189	0.0441160	0.1369192	0.0171675	0.1373392	0.9999770	0.4541250	0.8816106	0.0994075	0.0922707	0.2041558	0.0168066	0.0642448	0.0710690	0.0641676	0.0127385	0.8757402	0.0320132	0.0268533	0.0267443	0.0000015	0.0683937	0.1111836	0.3401731	0.7865325	0.6251987	0.3895744	0.9440903	0.0173661	0.1147626	0.9417071	0.5929821	0.5664734	0.4032767	0.9985740	0.5118298	0.8931263	0.5371590	0.0016869	0.1105831	0.0002408	0.4775354	0.7542056	0.3341871	0.5658604	0.3622609	0.0450689	0.0152017	0.4584351	0.0308273	0.9977152	0.0412575	0.9721692	0.9351228	0.0009223	0.4944632	0.4591739	0.3206128	0.3093302	0.5522560	0.3889650	0.5709280	0.7278524	0.5495009	0.5228796	0.6918448	0.7429100	0.7528983	0.5593101	0.3325334	0.9138116	0.2368036	0.4743379	0.8177551	0.4714012	0.0541818	0.9894711	0.1449897	0.6483027	0.8106113	0.9638590	0.5300731	0.8885870	0.2496578
0.4997810	0.4986858	0.9764426	0.3602875	0.4082470	0.1981108	0.2502370	0.4952835	0.7538763	0.5141985	0.9999799	0.4238846	0.7995648	0.0274882	0.0401908	0.9999978	0.1000627	0.0437796	0.0627417	0.0210946	0.1357044	0.9999809	0.7546187	0.4562522	0.0962666	0.0869906	0.0000000	0.0000000	0.0642418	0.0508080	0.0775892	0.0001545	0.7763331	0.0552352	0.5869018	0.9407285	0.9416731	0.0617500	0.1004226	0.3449864	0.8146920	0.8015938	1.0000000	0.8421960	0.1440065	0.1575657	0.9536824	0.5791811	0.5535693	0.4171495	0.9995549	0.3713101	0.8458518	0.5249975	0.0004676	0.2364903	0.0008599	0.0343536	0.7558673	0.3319295	0.0256432	0.5914044	0.0120853	0.0094138	0.4691378	0.4880316	0.9937196	0.0912848	0.8540288	0.3254237	0.0000509	0.1199074	0.4545719	0.5088621	0.2734058	0.9829035	0.5026119	0.5952750	0.6533801	0.0040159	0.5148826	0.6981698	0.7422271	0.7773318	0.9561550	0.3677809	0.9258568	0.5600571	0.8433364	0.7908811	0.7557114	0.0539509	0.9840907	0.0079223	0.6429087	0.7711561	0.9665292	0.6148326	0.8898360	0.4549322
0.4320664	0.5961141	0.6929574	0.0000000	0.5048885	0.1980817	0.2739872	0.4689674	0.7230582	0.5324125	1.0000000	0.2475555	0.8672476	0.0618076	0.0891333	0.9999958	0.0318189	0.0441160	0.1369192	0.0000000	0.1373392	0.9999770	0.4541250	0.8816106	0.0994075	0.0922707	0.2041558	0.0168066	0.0642448	0.0710690	0.4461913	0.1629892	0.8086281	0.0220890	0.5850054	0.9472814	0.9651098	0.0691812	0.1123113	0.3459711	0.7865325	0.6251987	0.3895744	0.9440856	0.0176140	0.1219183	0.8677860	0.5929821	0.5664734	0.4032757	0.9973470	0.5119680	0.8930895	0.5270543	0.0004968	0.3062823	0.0004934	0.1008885	0.7664698	0.2595513	0.5662867	0.0319135	0.0452858	0.0143480	0.4607835	0.3800645	0.9974999	0.0407881	0.8801902	0.9523864	0.0008582	0.6005733	0.4547825	0.3206127	0.3093322	0.5526401	0.3894585	0.5709194	0.7278521	0.0060238	0.5228916	0.7497959	0.7492959	0.8927482	0.5593100	0.3325338	0.9112263	0.5111745	0.8991034	0.8182135	0.4714012	0.0541818	0.9897931	0.0019970	0.6480842	0.8106626	0.9539979	0.5299804	0.8886313	0.2501640
0.4331505	0.5961140	0.6929574	0.0000000	0.5044788	0.1980816	0.2738830	0.4687778	0.7231417	0.5324278	1.0000000	0.2475583	0.8672459	0.0618073	0.0891333	0.9999958	0.0318189	0.0441160	0.1369192	0.0171675	0.1373392	0.9999770	0.4541250	0.8816106	0.0994075	0.0922707	0.2041558	0.0168066	0.0642448	0.0710690	0.0641674	0.0127360	0.8759164	0.0320749	0.5797051	0.9457011	0.9593016	0.0683900	0.1111817	0.3459704	0.7865325	0.6251987	0.3895744	0.9440882	0.0173700	0.1148856	0.9401475	0.5929822	0.5664734	0.0000000	0.9685834	0.5166808	0.8931049	0.5370053	0.0005116	0.3063313	0.4758182	0.1012475	0.7541739	0.2596705	0.5658541	0.0000096	0.4370710	0.0151736	0.4584370	0.3775210	0.9985620	0.0405904	0.8802091	0.9353207	0.0000286	0.5997862	0.4546515	0.3206126	0.3019509	0.5521981	0.3889651	0.5991167	0.5407584	0.0069773	0.5228853	0.7586483	0.7430201	0.8908707	0.5593108	0.3325309	0.9088920	0.4902438	0.8989492	0.8177997	0.4713875	0.0541818	0.9894760	0.0080423	0.6480827	0.9367391	0.9664117	0.5300741	0.8885872	0.2011649
0.4936296	0.4994783	0.9703133	0.3613508	0.5231768	0.1980820	0.2504016	0.4530864	0.7537667	0.5322136	1.0000000	0.2476339	0.8687470	0.0587335	0.0803445	0.9999958	0.1005605	0.0441160	0.1369192	0.0218291	0.1373394	0.9999770	0.4541250	0.8816106	0.0994078	0.0922711	0.2041558	0.0168066	0.0642448	0.0710690	0.0635592	0.0113395	0.4556216	0.0000000	0.6660597	0.9549352	0.9972811	0.0681255	0.1107975	0.3459743	0.7865325	0.6251987	0.3895744	0.9440594	0.0173094	0.1130583	0.9596370	0.5929831	0.5664744	0.0000000	0.9679826	0.5263152	0.8932547	0.5394064	0.0005024	0.2966831	0.4772199	0.0989577	0.8382002	0.2589603	0.0331681	0.3631818	0.4520895	0.0151751	0.4597764	0.3876627	0.9996755	0.1477493	0.8562561	0.2323681	0.0000219	0.1589253	0.4538693	0.3205707	0.3019503	0.5353910	0.3885166	0.5996661	0.5407591	0.0046181	0.5168600	0.7616752	0.7417655	0.8919502	0.9725883	0.2867219	0.9088716	0.5791280	0.8416991	0.7932785	0.7046175	0.0541118	0.9840141	0.0082379	0.6471246	0.9333841	0.9664141	0.5301291	0.8885684	0.1632074
0.5006872	0.4994823	0.9702835	0.3613177	0.5084036	0.1980846	0.2504060	0.4525809	0.7537511	0.5304770	1.0000000	0.2475260	0.8688031	0.0587292	0.0803382	0.9999958	0.1005450	0.0441160	0.0000000	0.0218277	0.1373384	0.9999770	0.0000000	0.8822489	0.0994058	0.0922678	0.2041391	0.0168066	0.0642448	0.0710883	0.0635598	0.0113752	0.6131148	0.0614825	0.6114457	0.9438763	0.9526675	0.0681276	0.1108005	0.3459704	0.7865105	0.6250713	0.3885782	0.9441059	0.0172879	0.1136555	0.9515677	0.5929748	0.5664663	0.4164066	0.9695197	0.3737450	0.8933751	0.4809572	0.0007053	0.6991095	0.0004364	0.2755781	0.8013995	0.2576425	0.0328948	0.4106242	0.4380484	0.0152105	0.4597887	0.2839083	0.9844618	0.1517870	0.8555243	0.2324309	0.0003499	0.1316936	0.4538603	0.3205865	0.5639722	0.5315777	0.4031622	0.5982984	0.6797454	0.0039300	0.5168609	0.9660629	0.7422989	0.8552595	0.9535764	0.2093596	0.9113656	0.5650117	0.8406080	0.7907097	0.7045452	0.0541121	0.4991153	0.0083747	0.6471271	0.7250184	0.9664129	0.5304217	0.4702296	0.2294835
0.5006931	0.4994837	0.9702738	0.3612209	0.5084043	0.1980820	0.2504029	0.4530723	0.7537650	0.5322289	1.0000000	0.2475236	0.8688043	0.0587293	0.0803384	0.9999958	0.1004993	0.0441160	0.0000000	0.0218250	0.1373384	0.9999770	0.4537730	0.8822489	0.0994058	0.0922678	0.2041391	0.0168066	0.0642448	0.0710883	0.0635595	0.0113752	0.6131181	0.0615107	0.6114450	0.9438766	0.9526684	0.0681272	0.1108000	0.3459704	0.7865105	0.6250713	0.3885782	0.9441069	0.0172916	0.1137674	0.9501706	0.5929748	0.5664663	0.0000001	0.9491031	0.5263351	0.8933754	0.5383672	0.0005527	0.3019570	0.5062444	0.1025052	0.8046720	0.2576424	0.0322361	0.3630470	0.4380502	0.0151810	0.4597846	0.3698301	0.9992724	0.1486522	0.8555254	0.2325445	0.0000334	0.1316948	0.4538639	0.3205864	0.5556781	0.5315774	0.4031509	0.5983017	0.5407545	0.0045975	0.5167712	0.7597912	0.7423934	0.8614337	0.9725754	0.2866108	0.9089169	0.5652687	0.8406367	0.7907929	0.7045212	0.0541121	0.9840796	0.0083732	0.6471271	0.9057195	0.9664129	0.5304206	0.9849965	0.1587450
0.4936296	0.4994783	0.9703133	0.3613508	0.5231776	0.1980820	0.2504016	0.4530864	0.7537667	0.5322136	1.0000000	0.2476339	0.8687470	0.0587335	0.0803445	0.9999958	0.1005605	0.0441160	0.1369192	0.0218291	0.1373394	0.9999770	0.4541250	0.8816106	0.0994078	0.0922711	0.2041558	0.0168066	0.0642448	0.0710690	0.0635592	0.0113395	0.4556214	0.0000000	0.1401487	0.0267443	0.0000015	0.0681254	0.1107980	0.3401731	0.7865325	0.6251987	0.3895744	0.9440595	0.0173056	0.1129469	0.9610340	0.5929831	0.5664743	0.4143925	0.9986403	0.3750088	0.8932547	0.5395594	0.0016870	0.1059198	0.0002261	0.4583449	0.8348530	0.3342220	0.0332579	0.4464790	0.0440111	0.0152044	0.4597803	0.0271322	0.9994835	0.1472506	0.9651680	0.2323691	0.0007552	0.0023098	0.4569848	0.3205707	0.3098526	0.5353900	0.3885165	0.5714836	0.6792559	0.3711316	0.5168553	0.6942405	0.7416747	0.7352621	0.9725883	0.2867219	0.9138888	0.3317277	0.4174360	0.7931928	0.7046457	0.0541118	0.9840057	0.1162641	0.6473228	0.8033120	0.9638598	0.5301304	0.8885678	0.2310327
0.4334023	0.5952932	0.6941280	0.0000000	0.5046071	0.1980817	0.2737956	0.4687807	0.7233040	0.5324189	1.0000000	0.2475467	0.8698066	0.0566176	0.0744253	0.9999958	0.0318189	0.0441160	0.1369215	0.0171675	0.1252875	0.9999954	0.4542149	0.8814478	0.0754663	0.0000000	0.2041601	0.0168066	0.0642448	0.0710677	0.0641387	0.0106609	0.8690478	0.0300013	0.5798710	0.9459292	0.9601252	0.0679525	0.1105490	0.3459704	0.7865341	0.6252076	0.3896438	0.9440988	0.0172209	0.1100153	0.9970936	0.4572457	0.4535460	0.4032764	0.9977205	0.5117802	0.8952884	0.5435737	0.0006503	0.3018738	0.0003345	0.1010889	0.5620677	0.2596514	0.5662818	0.0315659	0.0451177	0.0152013	0.4606765	0.3778636	0.9961628	0.0414126	0.8799920	0.0411082	0.0008744	0.5998919	0.4545636	0.3205884	0.3965743	0.5523396	0.3889553	0.5709157	0.7278557	0.0060238	0.5228854	0.7646892	0.7394946	0.8842466	0.5446207	0.3322467	0.9112268	0.4769938	0.8989716	0.8176332	0.4713867	0.0539123	0.9898754	0.0080235	0.6464657	0.7883908	0.9664128	0.5301204	0.8885609	0.2496280
