Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.2732381	0.5350296	0.9327624	0.4752986	0.2222688	0.1077596	0.0203191	0.2154142	0.8288482	0.8698562	0.7554611	0.5278159	0.2461645	0.0905216	0.8957514	0.6827586	0.5542433	1.0371031	0.8031267	0.0214863	0.8846475	0.4252928	0.8431068	0.1345084	0.1663957	0.5106842	0.3627794	0.5458891	0.9366927	1.0018297	0.5769439	0.3551217	0.3777058	0.3822882	0.0245767	0.0261655	0.8340060	0.0032543	1.0246293	0.5552276	0.5202223	0.2905693	0.0443435	0.0767267	0.9127322	0.5204575	0.0079432	0.8820128	0.3547876	0.4944167	0.1399270	0.9665286	0.0428845	0.3821051	0.5791923	0.5154577	1.0446057	0.5649248	0.9744690	0.3480561	0.9416522	0.2686781	0.5488117	0.0348201	0.5215605	0.7136922	0.1271833	0.3078138	0.9929962	0.6445061	0.8460567	0.5355192	0.0025026	0.2929347	0.7395700	1.0317882	0.0008614	0.8877988	0.3302652	0.9368922	0.1879024	0.5630225	0.9006839	0.9973612	0.8789589	0.5242820	0.4905126	0.2213090	0.6377902	0.0275051	0.9504749	0.1018544	0.0251269	0.0950482	0.0945733	0.0017977	0.4733065	0.4755101	0.5642280	0.1110380
500	0.2727800	0.6905951	0.9039948	0.4348881	0.2656257	0.1366360	0.0244311	0.2189221	0.8006440	0.9146054	0.7032091	0.5620772	0.2611703	0.0789198	0.8328133	0.7253149	0.6036991	0.9902220	0.7944007	0.0171228	0.9698602	0.4040543	0.7796858	0.1530661	0.1146509	0.5297239	0.3297400	0.5567227	1.0328840	1.0098091	0.5762117	0.3907676	0.3829625	0.3582700	0.0218521	0.0608708	0.8979267	0.0000000	1.0249865	0.5941005	0.4655860	0.3557410	0.0964081	0.0785788	0.8502610	0.4902581	0.0012696	0.8800169	0.3320641	0.6014864	0.1480903	0.9252743	0.0395735	0.3321502	0.5205266	0.5052091	1.0633630	0.5716859	0.9840854	0.3038313	0.9069007	0.2432889	0.5797736	0.0496809	0.5604669	0.7583204	0.1282875	0.3418690	0.9561518	0.6335461	0.8100499	0.5211886	0.0016472	0.3112263	0.7311804	0.9293526	0.0104082	0.8826040	0.3013230	0.9693415	0.1742381	0.5191161	0.9554617	1.0095679	0.9266163	0.4854234	0.5322622	0.2525556	0.6146639	0.0256297	0.9711694	0.1274962	0.0399097	0.0938258	0.1115704	0.0021168	0.5297196	0.5744217	0.5757988	0.0593771
550	0.5859767	0.6259646	0.8899777	0.3943014	0.2525733	0.1911639	0.0436371	0.4189449	0.7588533	0.9219307	0.7762984	0.5541396	0.2280868	0.0567076	0.8294010	0.6949034	0.5243526	0.8264881	0.7609220	0.0240273	0.9986265	0.2750781	0.2248256	0.0941813	0.6019222	0.5833719	0.3050332	0.6146852	1.0101556	0.9313399	0.7772679	0.4101369	0.3831182	0.3043430	0.0323884	0.0825099	0.3063372	0.0277638	1.0785408	0.7322837	0.5090373	0.2978261	0.1548472	0.3177832	0.8592976	0.4858608	0.1302794	0.8038019	0.4961553	0.8474342	0.2472842	0.9474177	0.0487365	0.3050939	0.6108825	0.4598467	1.0715782	0.5612609	0.9891043	0.7887351	0.9150197	0.3593833	0.5553143	0.0471903	0.5191264	0.7343513	0.0727341	0.2472153	0.8547471	0.5937430	0.8163231	0.3917824	0.0042961	0.2699913	0.6847843	0.8535510	0.0019550	0.8127569	0.1388745	0.8282622	0.1809781	0.6623867	0.8476642	0.9449266	0.9244454	0.5221586	0.4857277	0.4188944	0.5579115	0.4052509	0.9638373	0.0494032	0.0420439	0.1409861	0.5348265	0.0451004	0.5863993	0.6217639	0.6277994	0.4614196
600	0.7808758	0.5571393	0.9262576	0.3197196	0.2282107	0.3063491	0.0463388	0.4277624	0.7854438	0.9353107	1.0212230	0.5509311	0.2786516	0.0882487	0.8895083	0.5533713	0.4531372	0.7900475	0.5052770	0.0184607	0.9975259	0.0877451	0.1140975	0.0302860	0.7065812	0.5039631	0.2542913	0.5694108	0.8876972	0.9727637	0.7846715	0.3148943	0.3397255	0.2325007	0.0962485	0.3212978	0.1263644	0.0395351	1.1128309	0.6945405	0.5400824	0.3276342	0.4027887	0.4078211	0.9531238	0.5389827	0.1967702	0.6550152	0.6132591	0.9238306	0.4287971	0.9274000	0.0623470	0.2424039	0.6260075	0.4183130	1.0055645	0.5753813	0.9573690	0.9633217	0.9184274	0.2878520	0.5803408	0.0428108	0.4735311	0.7973878	0.0491581	0.2254839	0.7935063	0.6212976	0.8411601	0.4565364	0.0216977	0.2526310	0.6707864	0.8020955	0.0053734	0.9314466	0.1059266	0.8402027	0.1669567	0.5719010	0.9011061	0.9499556	0.8464006	0.5394330	0.5031757	0.5474179	0.5942525	0.5697684	0.9324941	0.1327643	0.0517710	0.2569851	0.6259359	0.0838679	0.5490175	0.6824548	0.5733714	0.5002275
650	0.6981633	0.6236887	0.9534939	0.3324723	0.2437663	0.3930020	0.0367498	0.4383978	0.6584148	0.9018982	0.9998074	0.5430780	0.3137569	0.0938853	0.8489102	0.5089796	0.4159856	0.8008443	0.4125798	0.0111388	0.9993178	0.0438962	0.0456862	0.0175691	0.7060703	0.4771584	0.2101082	0.5671751	0.8821095	0.9556715	0.6355909	0.3487650	0.3382070	0.2743084	0.2237619	0.5260798	0.0524349	0.0507760	1.0078537	0.6396931	0.5592231	0.3697616	0.5128097	0.4736408	0.8236555	0.5336017	0.1977122	0.6385043	0.7154862	0.9476278	0.7712988	0.8983839	0.0734068	0.2410787	0.6611130	0.4738161	1.0370408	0.6173755	1.0061808	1.0334197	0.9392011	0.2982607	0.5209648	0.0337947	0.4809244	0.7082097	0.0400415	0.1570013	0.6633702	0.6807075	0.8109219	0.4242266	0.0059524	0.2286042	0.6775138	0.8177718	0.0300328	0.9342250	0.0989437	0.8065045	0.2526775	0.5146488	0.9748386	0.9124344	0.8492655	0.6688576	0.4887073	0.6067661	0.5308269	0.5648195	1.0191252	0.2193304	0.0464649	0.4627652	0.5719628	0.1507904	0.5292758	0.8112715	0.5246467	0.5246883
700	0.7251820	0.5882063	0.9876925	0.3795955	0.2435701	0.4187152	0.0210754	0.5287656	0.5752708	0.9132293	0.9957865	0.5845123	0.2621488	0.0938584	0.8962375	0.4727268	0.4174590	0.6496930	0.3917230	0.0037610	0.9636421	0.0534445	0.0401115	0.0248100	0.5960445	0.3896269	0.2469847	0.5019809	0.9122663	0.9887016	0.4589452	0.3660437	0.3293635	0.3494065	0.4465699	0.6895045	0.0317584	0.0351171	0.9007606	0.6006353	0.7092874	0.2739399	0.7147428	0.4796446	0.7205298	0.4605085	0.2124957	0.6349493	0.7844770	0.9716796	0.8335511	0.9160040	0.0417279	0.2886670	0.6192110	0.4926084	1.0261852	0.5341068	1.0157656	1.0074709	1.0340359	0.2412266	0.5204591	0.0351203	0.4608553	0.7529568	0.0474030	0.1209055	0.5921230	0.6319539	0.8712617	0.4926773	0.0163380	0.2282389	0.6502572	0.6907901	0.0868192	0.9536027	0.1494657	0.6486179	0.3858789	0.4961072	0.9923634	0.9552416	0.7819886	0.6167917	0.4544136	0.7335189	0.3977448	0.3526756	0.9128098	0.2554423	0.0441557	0.4166024	0.5243609	0.2984379	0.5568420	0.9118997	0.5406070	0.5514497
750	0.8018451	0.6352369	1.0023415	0.3847962	0.2527949	0.4650030	0.0129010	0.5427419	0.5357932	1.0605027	0.9576579	0.5547864	0.2293561	0.0660147	0.8604998	0.4290936	0.3323888	0.6155918	0.3949172	0.0136228	0.9611293	0.0387170	0.0417873	0.0192005	0.6824499	0.3768698	0.2415302	0.4474477	0.7699171	0.9548986	0.3184012	0.3687182	0.4073784	0.3248605	0.6097534	0.6737169	0.0196927	0.0437401	0.5241067	0.5078716	0.6557485	0.3000186	0.7022043	0.5368951	0.7220574	0.3963761	0.2707070	0.5922818	0.7577740	1.0073483	0.8364963	0.9818444	0.0165049	0.2794725	0.6311914	0.4662589	0.9612256	0.4895334	0.8632772	0.9851282	1.0019975	0.2527597	0.5236302	0.0608101	0.4191066	0.7299430	0.0447760	0.0651784	0.5764691	0.6657191	0.8302002	0.5256683	0.0234755	0.2108359	0.6389333	0.7153607	0.1252021	0.9304790	0.1265207	0.5549409	0.4852118	0.4853834	1.0317082	0.9311717	0.9188857	0.7045838	0.3874437	0.7834352	0.3622534	0.1930819	0.9948871	0.2799944	0.0693363	0.5287072	0.4766790	0.3419916	0.5635701	1.0026679	0.4481098	0.7429547
800	0.7276694	0.7114063	1.0133826	0.4040897	0.2462322	0.5032342	0.0177048	0.4939506	0.4828452	1.0121931	1.0250990	0.5281401	0.2312546	0.0765911	0.8088075	0.3400213	0.3521430	0.5562932	0.3828004	0.0189036	0.9669671	0.0303704	0.0525047	0.0072165	0.6509923	0.3880085	0.3661737	0.4162311	0.8142608	0.9861377	0.2733078	0.3495765	0.3873697	0.2659805	0.6198233	0.6685640	0.0054819	0.0698077	0.2914660	0.6097565	0.5404755	0.2932310	0.8815681	0.6204589	0.7150232	0.4249600	0.2739035	0.5248237	0.6595045	1.0116523	0.9117428	0.9194884	0.0061938	0.2636302	0.6404183	0.5081224	0.9524789	0.4758182	0.7676181	1.0128988	0.9880420	0.2956931	0.4536070	0.0417061	0.4086391	0.7578198	0.0516160	0.0826410	0.4793624	0.6947811	0.7973770	0.5296309	0.0262205	0.2484187	0.5973611	0.6324317	0.1017661	0.9158165	0.1648453	0.5535230	0.4953165	0.5669762	0.9626000	0.9723167	0.9285366	0.8798188	0.3370807	0.7615140	0.3176347	0.1765731	0.9756536	0.2965299	0.0583827	0.5070697	0.4357574	0.3866385	0.5189493	0.9931697	0.5349907	0.9415385
850	0.7198253	0.7109646	0.9144951	0.4473991	0.2505593	0.5301648	0.0250967	0.5580144	0.3791815	1.0823681	0.9303597	0.4882527	0.2104621	0.0717843	0.7252267	0.4056402	0.4211878	0.4995466	0.3764552	0.0142761	0.8877060	0.0250434	0.0204956	0.0101837	0.5671275	0.3907698	0.3623484	0.4495589	0.8443299	0.9451447	0.2586531	0.3578548	0.4135737	0.2947724	0.5432450	0.6874156	0.0075469	0.0971387	0.1563242	0.7074584	0.4919259	0.3472493	0.9298147	0.6193213	0.7397127	0.3897718	0.3564227	0.4220246	0.6943528	1.0466188	0.9929832	0.9819229	0.0147167	0.2700039	0.5803550	0.4416988	0.9301812	0.4884825	0.8341713	1.0577259	0.9697113	0.3383340	0.4166002	0.0558248	0.3901863	0.7941458	0.0493147	0.0954416	0.5174559	0.6888556	0.8380566	0.5696127	0.0137223	0.2449942	0.6110315	0.6143768	0.0659186	0.8486439	0.2646805	0.5561713	0.4378842	0.6381388	0.9564572	0.8504592	0.9781008	0.8198009	0.3050444	0.7384136	0.2955178	0.1371548	0.9279839	0.2968832	0.0633938	0.4401923	0.4222146	0.4476177	0.4755255	1.0122601	0.5291411	1.0141228
900	0.6120817	0.6393484	0.9727601	0.4912985	0.2298833	0.5244299	0.0281841	0.5287929	0.4054501	1.0471540	0.9468393	0.4045081	0.1629796	0.0401147	0.6804537	0.3212192	0.4035164	0.5455584	0.4023957	0.0164130	0.9303404	0.0443744	0.0714943	0.0180763	0.6356773	0.3375564	0.3951137	0.4715664	0.9092438	0.9114026	0.2898379	0.2752851	0.4098594	0.2266369	0.6255185	0.6104735	0.0184770	0.1271880	0.1357701	0.7328567	0.4555844	0.3450744	0.8724466	0.6084576	0.7089882	0.4244890	0.4486834	0.4196307	0.6664527	0.9795560	0.9460066	0.9519333	0.0154617	0.2905435	0.5613322	0.5063094	0.9740282	0.4846954	0.7295446	0.8860539	0.9051153	0.3071311	0.4647444	0.0651419	0.3174778	0.7482570	0.0410280	0.0752160	0.4105360	0.6722432	0.7744765	0.5183718	0.0056567	0.1773394	0.6057996	0.6090397	0.0926561	0.8889788	0.2696517	0.5362198	0.4098304	0.6371520	0.9438560	0.9724301	0.9596175	0.7968219	0.3520064	0.7522012	0.2536841	0.1400171	0.9687491	0.2753686	0.0629184	0.4635802	0.5038026	0.4405740	0.4401192	0.9989060	0.5133224	1.0095707
950	0.7462320	0.6094759	0.9585520	0.4722076	0.2722055	0.4749823	0.0252596	0.5423649	0.4368344	1.0212503	1.0660411	0.5128044	0.1622936	0.0695738	0.7397051	0.3676395	0.4175007	0.5783201	0.3858921	0.0198211	0.9845513	0.0435292	0.0427914	0.0065678	0.6723999	0.3470967	0.2903458	0.5234322	0.9626769	1.0537191	0.2890029	0.2531450	0.4640871	0.2892407	0.6717357	0.5962576	0.0057489	0.1203750	0.0981545	0.7703566	0.5756166	0.3831688	0.9001498	0.6158823	0.5529272	0.4627851	0.3616075	0.5179724	0.7249627	0.9706377	0.8928447	0.9625145	0.0048074	0.3437060	0.5785086	0.4247773	0.9720262	0.5207811	0.6826339	0.9187649	0.9688735	0.2955884	0.4359260	0.0374185	0.2825453	0.7104793	0.0321751	0.0603881	0.4086221	0.5985085	0.8338291	0.4861959	0.0083759	0.1939346	0.6056737	0.6541518	0.1515323	0.8626643	0.2573718	0.4700896	0.3354477	0.5419337	0.9289267	0.9236270	1.0425462	0.8288808	0.3836388	0.7503583	0.2685725	0.1501822	1.0197964	0.2488438	0.0661483	0.5603214	0.4705071	0.4140254	0.3947818	0.9542132	0.4550016	0.9062845
1000	0.7548415	0.6588656	0.9651667	0.5558089	0.2837759	0.4873113	0.0103199	0.5585328	0.4608570	1.0799823	0.9978393	0.4865963	0.1660923	0.0644380	0.7754986	0.3420694	0.4209640	0.5971401	0.4126012	0.0124152	0.9596973	0.0383705	0.0289033	0.0144666	0.5922015	0.3828126	0.2788403	0.4943588	0.9752522	1.0994709	0.2733762	0.2292350	0.4388241	0.3420806	0.6794604	0.6401832	0.0158087	0.1141027	0.0810557	0.8082538	0.6312470	0.3454085	0.9062642	0.6495647	0.5036650	0.5201465	0.3108896	0.4774930	0.7216506	0.9735100	1.0271538	1.0287872	0.0083828	0.4210630	0.6377267	0.4370716	0.9909952	0.5343634	0.7712788	1.0185316	0.9485289	0.2739592	0.4239355	0.0397463	0.2235081	0.8332421	0.0529193	0.0653247	0.3987936	0.6344588	0.8152212	0.5134538	0.0110422	0.1661115	0.5832660	0.6307000	0.1399604	0.9763141	0.2393166	0.4637362	0.3520949	0.5542394	0.9591360	0.9435468	0.9747173	0.8249939	0.3617110	0.7095482	0.2512553	0.1539643	1.0442723	0.2083931	0.0689660	0.5149754	0.5009360	0.4777179	0.3107741	0.8667351	0.4091376	0.9496753

0	0.6692073	0.7053171	1.0203505	0.5217364	0.2061604	0.4543655	0.0175333	0.5111574	0.4770984	1.0503666	1.0305700	0.4568574	0.2426363	0.0812944	0.8489411	0.4101474	0.3102960	0.6023903	0.4433293	0.0144014	1.0703674	0.0494770	0.0508283	0.0171723	0.6229577	0.4060592	0.3210762	0.5062436	0.9694796	0.9025193	0.2998492	0.2862928	0.4295372	0.3754241	0.5918229	0.5968679	0.0116039	0.2302848	0.0774548	0.6366698	0.5867436	0.3217224	0.9871805	0.8571586	0.2835938	0.4599199	0.2438264	0.6546580	0.7970465	0.9779937	0.8943679	1.0374271	0.0017336	0.2516957	0.6344644	0.5335439	0.8225768	0.5464237	0.9273171	1.0362683	0.9642400	0.3134517	0.2563936	0.0422291	0.2305538	0.7246033	0.0519996	0.0467936	0.3359836	0.3784734	0.7494212	0.5582173	0.0190012	0.2307766	0.6557407	0.6276197	0.1306001	1.0423994	0.2666360	0.5110302	0.3597606	0.6699293	0.8504544	0.9940324	0.9076574	0.8583556	0.4149102	0.6298391	0.3218860	0.2418341	1.0029071	0.2459162	0.0596753	0.4413417	0.3745337	0.3503784	0.3101902	0.8170136	0.4939534	1.0469840
