"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
700	0.6453376	0.6224453	0.9784965	0.5793860	0.2286400	0.4171930	0.0244701	0.5014959	0.3388959	0.9696057	0.9345562	0.4932778	0.2019170	0.0490097	0.7289349	0.5691189	0.6518884	0.6573042	0.3984398	0.0097463	0.9999986	0.0390063	0.0375105	0.0150785	0.6571987	0.3208763	0.4161898	0.5342684	0.9869457	0.9794950	0.2371474	0.2939866	0.3855500	0.3836123	0.6110661	0.6089400	0.0103563	0.0761531	0.0821898	0.9177783	0.5108564	0.3959882	0.8529408	0.5575221	0.8008062	0.5374515	0.2507545	0.7883273	0.6902685	0.9906256	0.9315133	0.9951684	0.0129914	0.3008187	0.4694736	0.4294361	0.8798200	0.5090688	0.8827724	0.9838927	0.9772096	0.3925718	0.5025998	0.0455626	0.6063792	0.7620059	0.0492329	0.0497359	0.3583081	0.4063661	0.8037202	0.5004221	0.0065870	0.2452257	0.6289199	0.6469187	0.0713289	0.9089176	0.1462433	0.3772632	0.4095403	0.5786685	0.8958867	0.9103000	0.9592746	0.7339490	0.3626230	0.6729770	0.4480519	0.2225923	0.9959667	0.2449678	0.0487937	0.4474501	0.8807828	0.3662403	0.4621569	0.9030955	0.5325974	0.9985495
750	0.7045723	0.5920162	0.9793564	0.5374244	0.2290486	0.4500022	0.0244701	0.5012884	0.4319390	0.9790279	0.9923182	0.5048372	0.1775979	0.0601596	0.7937680	0.6549338	0.6146399	0.6400524	0.3831014	0.0097467	0.9999985	0.0390059	0.0360467	0.0150089	0.6654418	0.3336256	0.3350185	0.5759830	0.9754545	0.9870358	0.2497348	0.2982229	0.3433398	0.3917271	0.6177006	0.6177292	0.0103561	0.0814098	0.0829777	0.8483189	0.5890123	0.3931809	0.8651012	0.5601741	0.7936492	0.5322162	0.2200582	0.7633216	0.7015527	0.9968576	0.9363589	0.9950125	0.0074980	0.3230387	0.5695961	0.4394059	0.8855416	0.5515640	0.8681714	0.9841847	0.9802906	0.2924527	0.4967965	0.0444688	0.4713300	0.7811619	0.0477571	0.0426569	0.3344986	0.4172972	0.8162082	0.5007787	0.0068703	0.2163058	0.5937201	0.6082212	0.0873922	0.9209924	0.1796236	0.3934702	0.3962595	0.6085870	0.8998550	0.9295973	0.9570555	0.7241382	0.3653119	0.6795982	0.4901725	0.2155819	0.9960440	0.2379643	0.0477792	0.4376814	0.7030901	0.3831409	0.3941767	0.8869208	0.4742045	0.9937161
800	0.7386503	0.5838827	0.9810325	0.5028297	0.2290957	0.4779514	0.0244701	0.5016177	0.5068276	0.9830118	0.9987295	0.5058472	0.1668694	0.0708004	0.8441465	0.6670547	0.5404787	0.6229916	0.3748765	0.0097468	0.9999985	0.0390056	0.0359061	0.0149719	0.6612401	0.3535666	0.2918297	0.5874201	0.9443036	0.9906409	0.2602815	0.3100542	0.3229204	0.3850557	0.6240046	0.6213271	0.0103571	0.0867843	0.0838607	0.7615867	0.6391617	0.3787869	0.8693597	0.5625563	0.7847981	0.5238763	0.2165650	0.6969087	0.7166814	0.9989466	0.9302895	0.9954284	0.0045005	0.3349203	0.6044867	0.4442733	0.8883985	0.5740768	0.8576984	0.9901409	0.9806238	0.2301673	0.4885743	0.0436827	0.3576224	0.7952619	0.0472816	0.0390447	0.3188755	0.4240182	0.8279743	0.5038098	0.0075128	0.1925679	0.5608862	0.5974867	0.1028188	0.9315562	0.2000275	0.4240800	0.3798107	0.6234005	0.9081881	0.9509235	0.9566200	0.7330437	0.3662799	0.6824916	0.4859606	0.2107499	0.9960938	0.2367892	0.0477047	0.4225805	0.5645861	0.3976236	0.3529998	0.8788902	0.4508793	0.9843523
850	0.7531495	0.5893262	0.9825337	0.4722003	0.2290874	0.4968441	0.0244701	0.5021012	0.5481861	0.9842956	0.9995477	0.4981110	0.1658309	0.0777455	0.8685473	0.6266636	0.4677373	0.6032996	0.3723517	0.0097467	0.9999985	0.0390055	0.0365261	0.0149629	0.6508725	0.3708226	0.2737295	0.5784762	0.9051457	0.9920159	0.2699576	0.3220953	0.3176908	0.3622199	0.6280173	0.6212672	0.0103590	0.0918693	0.0849464	0.6821213	0.6642907	0.3597441	0.8715268	0.5653321	0.7738925	0.5133301	0.2263280	0.6301599	0.7285855	0.9996469	0.9228742	0.9960044	0.0030564	0.3385886	0.6138723	0.4463366	0.8919175	0.5786555	0.8527613	0.9949290	0.9794136	0.2000561	0.4798712	0.0437339	0.2765202	0.8028435	0.0471070	0.0371268	0.3131525	0.4330088	0.8352073	0.5074587	0.0083492	0.1887709	0.5398516	0.6065211	0.1162850	0.9387625	0.2133840	0.4574468	0.3660592	0.6339439	0.9166466	0.9652034	0.9572786	0.7571461	0.3665479	0.6831308	0.4389491	0.2081646	0.9960968	0.2400270	0.0479102	0.4070606	0.4932956	0.4058287	0.3308311	0.8786356	0.4489970	0.9727529
900	0.7539569	0.6016925	0.9832996	0.4481022	0.2290783	0.5073236	0.0244701	0.5025061	0.5592039	0.9846443	0.9996810	0.4873961	0.1696815	0.0801378	0.8719611	0.5592348	0.4160182	0.5858665	0.3735275	0.0097467	0.9999985	0.0390055	0.0375205	0.0149716	0.6390894	0.3821984	0.2712071	0.5576672	0.8733074	0.9923520	0.2783841	0.3283495	0.3218113	0.3345084	0.6296086	0.6190749	0.0103616	0.0965891	0.0862327	0.6285942	0.6678783	0.3427070	0.8732769	0.5687133	0.7608074	0.5018555	0.2442964	0.5900174	0.7357425	0.9998816	0.9175238	0.9965150	0.0024582	0.3363021	0.6144732	0.4473052	0.8969849	0.5708790	0.8512296	0.9975469	0.9771201	0.1915255	0.4713832	0.0445776	0.2283818	0.8043965	0.0470597	0.0365105	0.3176989	0.4436767	0.8378946	0.5105260	0.0093032	0.2007793	0.5319740	0.6160754	0.1259652	0.9423502	0.2236551	0.4849127	0.3576193	0.6392549	0.9224220	0.9730879	0.9585341	0.7854237	0.3665249	0.6827945	0.3737253	0.2076946	0.9960512	0.2454010	0.0484531	0.3989771	0.4610387	0.4079798	0.3198684	0.8833203	0.4594752	0.9622943
950	0.7464339	0.6151765	0.9833823	0.4340747	0.2290740	0.5113500	0.0244701	0.5027831	0.5472981	0.9847476	0.9996708	0.4778984	0.1747784	0.0790043	0.8611582	0.4918196	0.3884509	0.5764631	0.3766017	0.0097467	0.9999985	0.0390056	0.0385167	0.0149895	0.6292647	0.3879620	0.2781484	0.5346196	0.8575502	0.9922701	0.2842791	0.3278736	0.3316189	0.3129186	0.6293673	0.6160732	0.0103650	0.1010195	0.0874901	0.6042206	0.6571961	0.3320722	0.8751349	0.5728224	0.7457690	0.4910641	0.2624492	0.5753880	0.7392311	0.9999603	0.9145894	0.9968876	0.0023073	0.3308615	0.6112609	0.4476634	0.9025956	0.5598933	0.8509886	0.9987319	0.9744727	0.1971783	0.4632613	0.0458106	0.2061325	0.8012164	0.0470780	0.0370545	0.3290572	0.4542543	0.8372481	0.5126367	0.0103181	0.2183987	0.5350081	0.6192884	0.1311147	0.9430244	0.2324450	0.5024157	0.3540165	0.6359724	0.9250722	0.9764647	0.9598496	0.8089621	0.3664071	0.6822831	0.3195874	0.2087679	0.9959652	0.2510332	0.0492505	0.4042454	0.4478798	0.4060063	0.3151317	0.8896561	0.4750166	0.9552576
1000	0.7356954	0.6253738	0.9830103	0.4306630	0.2290735	0.5110075	0.0244701	0.5029505	0.5210496	0.9848231	0.9995949	0.4712812	0.1791047	0.0761472	0.8436108	0.4426938	0.3804927	0.5761725	0.3800961	0.0097468	0.9999985	0.0390058	0.0392157	0.0150095	0.6231794	0.3894657	0.2894032	0.5174735	0.8565921	0.9920895	0.2869333	0.3225289	0.3436699	0.3019845	0.6280709	0.6133181	0.0103690	0.1052937	0.0884147	0.6035497	0.6406722	0.3286904	0.8772745	0.5777172	0.7291717	0.4825949	0.2732581	0.5775681	0.7404344	0.9999867	0.9135138	0.9971129	0.0024014	0.3251412	0.6053921	0.4473498	0.9072171	0.5520751	0.8510999	0.9991840	0.9724785	0.2107523	0.4554192	0.0469941	0.2007395	0.7947966	0.0471227	0.0382969	0.3420696	0.4634167	0.8344780	0.5138654	0.0113131	0.2330064	0.5449373	0.6187987	0.1326683	0.9417820	0.2398779	0.5101854	0.3534593	0.6247108	0.9251129	0.9767761	0.9607863	0.8246735	0.3662841	0.6819683	0.2881170	0.2105825	0.9958540	0.2553916	0.0500366	0.4231867	0.4437021	0.4021489	0.3137464	0.8951042	0.4893223	0.9524977

0	0.7258686	0.6235855	0.9827491	0.4649843	0.2290939	0.5031855	0.0244701	0.5029758	0.4488219	0.9863454	0.9993821	0.4744101	0.1821475	0.0712842	0.8268491	0.4371496	0.4062143	0.5921730	0.3838393	0.0097468	0.9999985	0.0390060	0.0389247	0.0150291	0.6261265	0.3837781	0.2997309	0.5267693	0.8849893	0.9920547	0.2759727	0.3058062	0.3532311	0.3267386	0.6246211	0.6122170	0.0111087	0.1904705	0.0879279	0.6531631	0.6204154	0.3393386	0.9589213	0.8740502	0.2192156	0.4876054	0.2586978	0.6101023	0.7421846	1.0000000	0.9194271	0.9970779	0.0029449	0.3289927	0.6025402	0.4451878	0.9081212	0.5559563	0.8605330	0.9987733	0.9743845	0.2279363	0.2599875	0.0472801	0.2231353	0.7756660	0.0472062	0.0377620	0.3497430	0.4809434	0.8260126	0.5354262	0.0196880	0.2261347	0.5760059	0.6182950	0.1305019	0.9363653	0.2545517	0.5229325	0.3580700	0.6039469	0.9171891	0.9694201	0.9600112	0.8286888	0.3661054	0.6829677	0.3077771	0.2111713	0.9956985	0.2507160	0.0502970	0.4473127	0.4470553	0.3952573	0.3178103	0.8960564	0.4924196	0.9650883
50	0.7282973	0.8657418	0.9827783	0.4598250	0.1631042	0.5032286	0.0244701	0.5029759	0.3233347	0.9866477	0.9996323	0.7413351	0.1642665	0.0590948	0.8737272	0.5356841	0.7799522	0.5743613	0.3830152	0.0097468	0.8128990	0.0932065	0.0389684	0.0150237	0.6541916	0.1096439	0.2320068	0.7917075	0.8789474	0.9920487	0.2773607	0.3226617	0.3279672	0.5171419	0.6246462	0.6129571	0.0108035	0.0462654	0.0405191	0.3396924	0.6222040	0.3347492	0.9588654	0.8673388	0.3866753	0.4872698	0.2639987	0.5204274	0.7431346	1.0000000	0.9193695	0.9969748	0.0027834	0.6020006	0.6103800	0.1485706	0.9240442	0.5531887	0.8441631	0.9992953	0.9712588	0.1939290	0.3361363	0.0401234	0.2215106	0.6232399	0.0444133	0.0370972	0.3285166	0.4387521	0.8270213	0.5295753	0.0513408	0.2001040	0.7605194	0.6192381	0.1183777	0.6345104	0.2447438	0.5137940	0.3494039	0.5016849	0.9200928	0.9614205	0.9629025	0.7843213	0.3661055	0.6704442	0.5693405	0.2126813	0.9943823	0.2485720	0.0493434	0.4242481	0.4473741	0.3703137	0.3113000	0.8963438	0.2252965	0.9670690
100	0.7437880	0.9152310	0.9839313	0.4446952	0.1476667	0.5047647	0.0244701	0.5029556	0.2996950	0.9873637	0.9998626	0.8231698	0.1141504	0.0390602	0.9419332	0.6979866	0.8796330	0.5269521	0.3756515	0.0097468	0.7525708	0.1032978	0.0394726	0.0149815	0.7015076	0.0484234	0.1731315	0.8756230	0.8708826	0.9920269	0.2828052	0.3383392	0.2975306	0.5677328	0.6253444	0.6189701	0.0105195	0.0112995	0.0296534	0.2518279	0.6334181	0.3122624	0.9567386	0.7974608	0.6596979	0.4877375	0.3295182	0.3886183	0.7483717	1.0000000	0.9190680	0.9959047	0.0022646	0.6820647	0.6164543	0.1051112	0.9478877	0.5264170	0.7856466	0.9997839	0.9671353	0.1435506	0.4568504	0.0309086	0.1995098	0.6154035	0.0383713	0.0354662	0.2740646	0.3030945	0.8334754	0.5176455	0.0590368	0.2314862	0.8080297	0.6220980	0.0924806	0.5328403	0.2286088	0.5040573	0.3344598	0.4957110	0.9291300	0.9470035	0.9702775	0.7948478	0.3661062	0.6341496	0.6634235	0.2178125	0.9929967	0.2141547	0.0472707	0.4029603	0.4486596	0.3479556	0.3015992	0.8995511	0.1325642	0.9715866
150	0.7575096	0.9313634	0.9854222	0.4247432	0.1440741	0.5090110	0.0244701	0.5029212	0.3207660	0.9878417	0.9999341	0.8279083	0.0681709	0.0276027	0.9730142	0.7902878	0.9017972	0.4445078	0.3643387	0.0097467	0.7331186	0.1051767	0.0410752	0.0149275	0.7159899	0.0355661	0.1409342	0.9016396	0.8629343	0.9920547	0.2919494	0.3521585	0.2849534	0.5730353	0.6280774	0.6270539	0.0104129	0.0028143	0.0334211	0.2176475	0.6348814	0.2713190	0.9471785	0.6981885	0.7509607	0.4882530	0.4765121	0.3376448	0.7563508	1.0000000	0.9184263	0.9765301	0.0018082	0.7016027	0.6168909	0.0994941	0.9646558	0.4803834	0.7319158	0.9999380	0.9633650	0.1162587	0.4901096	0.0271422	0.1498282	0.6590790	0.0365578	0.0339591	0.2300332	0.1968881	0.8412053	0.5107068	0.0591377	0.2723757	0.7998285	0.6133309	0.0806639	0.5028290	0.2198726	0.5207174	0.3095049	0.5157371	0.9384157	0.9406889	0.9769957	0.7962771	0.3661119	0.6024215	0.6890922	0.2217092	0.9926720	0.0706838	0.0458617	0.3957618	0.4507221	0.3446492	0.2981236	0.9094934	0.1051827	0.9765746
200	0.7643419	0.9450113	0.9864098	0.4083636	0.1432268	0.5136330	0.0244701	0.5029222	0.3459026	0.9879344	0.9999489	0.7861579	0.0391362	0.0222783	0.9845938	0.8315764	0.9041600	0.3485458	0.3569085	0.0097467	0.7268465	0.1055268	0.0439367	0.0148977	0.7045956	0.0335921	0.1266332	0.9092127	0.8604029	0.9921438	0.3015816	0.3539163	0.2807275	0.5651134	0.6320350	0.6309994	0.0103742	0.0007449	0.0404787	0.2031254	0.6043211	0.2248001	0.9298172	0.6304960	0.7770716	0.4859633	0.6077754	0.3173317	0.7638149	1.0000000	0.9175094	0.8706836	0.0015815	0.6990058	0.6162520	0.1067652	0.9789770	0.4427435	0.6994082	0.9999823	0.9585548	0.1025731	0.4953815	0.0265319	0.1060975	0.6865685	0.0494455	0.0331360	0.2072362	0.1533478	0.8461184	0.5089798	0.0581755	0.3061841	0.7756805	0.5923449	0.0814224	0.4976994	0.2167258	0.5492196	0.2796356	0.5344135	0.9445210	0.9371617	0.9813493	0.7924386	0.3661208	0.5837717	0.6959244	0.2225465	0.9926467	0.0273474	0.0451764	0.3931747	0.4545620	0.3489040	0.2983788	0.9243205	0.1061312	0.9818119
250	0.7667488	0.9590879	0.9869729	0.4057946	0.1430123	0.5169138	0.0244701	0.5029588	0.3627704	0.9878164	0.9999333	0.7261551	0.0235270	0.0197314	0.9886836	0.8480744	0.9028161	0.2733354	0.3558140	0.0097466	0.7248241	0.1055925	0.0473380	0.0148952	0.6829897	0.0340425	0.1209088	0.9114857	0.8741277	0.9922639	0.3074763	0.3411547	0.2800245	0.5609577	0.6350139	0.6300063	0.0103601	0.0002361	0.0457698	0.2014816	0.5409028	0.1863405	0.9102188	0.5948075	0.7841913	0.4814558	0.6908287	0.2930230	0.7696512	1.0000000	0.9165561	0.7325334	0.0015298	0.6873775	0.6158874	0.1154549	0.9895408	0.4176035	0.6825383	0.9999950	0.9551675	0.0954587	0.4951705	0.0276178	0.0861253	0.6970449	0.1054205	0.0321588	0.1990050	0.1521790	0.8483209	0.5098579	0.0575378	0.3318107	0.7580124	0.5699274	0.0859002	0.5000415	0.2171668	0.5732567	0.2555369	0.5419859	0.9478518	0.9293826	0.9835182	0.7864290	0.3661239	0.5742969	0.6975333	0.2213700	0.9926607	0.0248053	0.0454139	0.3931115	0.4595858	0.3526537	0.3026952	0.9373798	0.1209921	0.9872778
300	0.7672233	0.9709315	0.9873719	0.4218997	0.1429502	0.5187150	0.0244701	0.5030038	0.3718638	0.9877151	0.9998652	0.6783267	0.0158265	0.0183032	0.9901086	0.8541052	0.9014896	0.2278181	0.3594872	0.0097466	0.7241720	0.1056055	0.0502325	0.0149118	0.6628078	0.0349991	0.1187228	0.9134408	0.9050308	0.9924280	0.3074447	0.3220581	0.2807834	0.5673564	0.6358401	0.6263493	0.0103550	0.0001103	0.0477210	0.2109086	0.4617095	0.1606788	0.8942472	0.5778654	0.7854602	0.4776262	0.7651686	0.2526327	0.7740044	1.0000000	0.9157567	0.6381600	0.0015572	0.6736186	0.6157485	0.1204340	0.9951801	0.3889639	0.6769462	0.9999985	0.9539420	0.0921639	0.4944381	0.0294476	0.0856767	0.6995690	0.2010176	0.0295357	0.1966396	0.1724090	0.8489447	0.5112124	0.0572308	0.3494259	0.7494072	0.5543918	0.0886534	0.5035833	0.2200593	0.5890316	0.2406621	0.5364035	0.9495638	0.9123743	0.9840049	0.7791529	0.3661169	0.5696958	0.6976340	0.2194532	0.9926667	0.0240195	0.0481429	0.3964196	0.4633783	0.3528336	0.3134431	0.9461518	0.1406868	0.9924454
350	0.7672262	0.9790489	0.9878019	0.4522606	0.1429290	0.5195292	0.0244701	0.5030389	0.3761242	0.9877570	0.9996418	0.6517220	0.0122759	0.0173823	0.9906599	0.8561189	0.9006807	0.2038689	0.3651432	0.0097466	0.7239618	0.1056089	0.0521684	0.0149375	0.6488184	0.0359397	0.1177513	0.9166642	0.9402349	0.9926477	0.3024879	0.3060396	0.2817816	0.5822202	0.6348046	0.6224636	0.0103532	0.0000794	0.0464658	0.2291812	0.3884805	0.1457457	0.8839447	0.5702813	0.7850297	0.4766925	0.8493853	0.2067369	0.7771535	1.0000000	0.9151525	0.5852667	0.0015804	0.6616972	0.6157060	0.1224696	0.9976701	0.3448500	0.6791529	0.9999996	0.9541937	0.0913753	0.4942402	0.0311274	0.1006225	0.6991710	0.2727479	0.0266003	0.1941817	0.1943257	0.8488575	0.5118637	0.0570986	0.3589956	0.7475828	0.5460346	0.0881036	0.5064233	0.2238866	0.5982636	0.2326212	0.5208550	0.9504510	0.8834430	0.9832429	0.7719379	0.3661034	0.5675467	0.6973995	0.2177175	0.9926662	0.0209739	0.0562399	0.4029641	0.4652387	0.3497639	0.3323628	0.9519082	0.1586188	0.9962675
400	0.7673888	0.9838934	0.9883355	0.4862706	0.1429206	0.5198656	0.0244701	0.5030602	0.3778812	0.9879269	0.9989727	0.6399549	0.0107672	0.0167690	0.9909745	0.8567290	0.9002480	0.1919280	0.3705410	0.0097467	0.7238940	0.1056103	0.0533006	0.0149632	0.6405583	0.0366843	0.1170460	0.9206807	0.9671379	0.9928810	0.2954374	0.2957664	0.2822026	0.5991029	0.6328905	0.6195693	0.0103525	0.0000718	0.0430875	0.2518875	0.3336029	0.1376657	0.8782912	0.5670569	0.7845967	0.4789661	0.9197571	0.1712539	0.7793018	1.0000000	0.9147001	0.5583600	0.0015596	0.6530336	0.6157022	0.1232128	0.9987247	0.2911442	0.6853295	0.9999998	0.9551479	0.0920793	0.4946741	0.0321822	0.1287174	0.6981856	0.3075176	0.0246547	0.1894639	0.2055880	0.8485696	0.5114913	0.0570401	0.3612043	0.7501276	0.5420642	0.0851646	0.5083089	0.2270160	0.6032046	0.2284051	0.5012303	0.9509312	0.8443271	0.9816109	0.7663839	0.3660890	0.5666881	0.6972445	0.2167318	0.9926685	0.0170577	0.0695977	0.4104904	0.4659928	0.3452399	0.3587642	0.9560929	0.1718504	0.9983928
450	0.7677957	0.9865757	0.9889178	0.5149236	0.1429170	0.5200513	0.0244701	0.5030706	0.3784946	0.9881323	0.9973137	0.6356634	0.0102070	0.0163743	0.9912373	0.8569062	0.9000174	0.1857393	0.3746446	0.0097467	0.7238721	0.1056111	0.0539290	0.0149837	0.6359965	0.0372036	0.1163496	0.9243838	0.9830909	0.9930672	0.2887344	0.2900883	0.2817265	0.6130815	0.6309669	0.6177822	0.0103522	0.0000691	0.0389939	0.2736739	0.2978565	0.1332835	0.8755136	0.5657172	0.7848964	0.4834606	0.9601497	0.1504707	0.7806776	1.0000000	0.9143417	0.5459314	0.0014993	0.6474171	0.6157122	0.1235065	0.9991842	0.2436356	0.6922287	0.9999999	0.9563014	0.0934317	0.4955648	0.0326525	0.1641655	0.6974210	0.3222494	0.0235282	0.1831362	0.2042369	0.8483740	0.5103610	0.0570079	0.3578425	0.7549310	0.5402600	0.0814242	0.5094807	0.2285757	0.6054436	0.2261942	0.4829021	0.9512074	0.8017559	0.9795137	0.7631062	0.3660776	0.5665248	0.6971718	0.2166634	0.9926795	0.0138628	0.0836456	0.4167974	0.4666470	0.3409012	0.3890962	0.9591860	0.1804293	0.9993389
500	0.7682970	0.9880300	0.9894399	0.5348504	0.1429155	0.5202262	0.0244701	0.5030750	0.3786446	0.9882922	0.9942052	0.6345370	0.0100556	0.0161328	0.9914680	0.8569742	0.8998817	0.1820609	0.3773681	0.0097467	0.7238650	0.1056117	0.0542787	0.0149978	0.6334554	0.0375387	0.1156942	0.9271356	0.9912774	0.9931756	0.2835530	0.2874106	0.2804678	0.6225795	0.6294627	0.6167822	0.0103522	0.0000668	0.0352637	0.2909947	0.2763174	0.1306853	0.8742319	0.5650604	0.7860477	0.4888339	0.9785116	0.1402196	0.7815158	1.0000000	0.9140408	0.5409713	0.0014225	0.6440213	0.6157243	0.1236608	0.9993926	0.2111504	0.6980303	0.9999999	0.9573879	0.0948550	0.4966847	0.0327764	0.1982453	0.6969900	0.3285306	0.0228442	0.1767280	0.1950130	0.8484141	0.5089368	0.0569844	0.3514453	0.7602740	0.5394356	0.0779999	0.5102183	0.2285769	0.6060030	0.2250821	0.4687487	0.9513764	0.7634388	0.9773652	0.7616032	0.3660699	0.5667012	0.6970565	0.2173064	0.9926996	0.0117786	0.0948311	0.4211335	0.4680886	0.3375258	0.4185456	0.9612830	0.1856084	0.9997116
550	0.7594807	0.8341867	0.9898400	0.5529956	0.2088987	0.5200834	0.0244701	0.5030816	0.5276449	0.9878684	0.9851218	0.3313737	0.0273358	0.0179061	0.9876901	0.7974088	0.3817282	0.1922510	0.3793121	0.0097468	0.9109623	0.0514119	0.0544345	0.0150085	0.6199602	0.3509032	0.1488046	0.7079220	0.9952260	0.9932066	0.2785764	0.2694881	0.2829549	0.4431707	0.6284392	0.6159925	0.0103522	0.0884001	0.0767751	0.7034844	0.2646830	0.1353756	0.8736163	0.5645422	0.7875706	0.4947115	0.9860732	0.1354305	0.7817518	1.0000000	0.9144346	0.7173157	0.0013330	0.3385437	0.6156799	0.4248454	0.9993472	0.1924057	0.7150307	0.9999963	0.9630119	0.0999841	0.4972471	0.0391693	0.2221552	0.8419298	0.3462902	0.0227170	0.1831102	0.2337500	0.8485797	0.5081864	0.0247298	0.3748486	0.5564347	0.5387277	0.0836636	0.8162760	0.2359526	0.6080904	0.2261415	0.5769689	0.9510954	0.7086282	0.9708097	0.8148559	0.3660655	0.5860713	0.3790524	0.2153140	0.9930199	0.1698312	0.1027015	0.4240450	0.4708802	0.3424205	0.4443188	0.9625635	0.6298016	0.9998417
600	0.7381889	0.8029935	0.9901381	0.5750201	0.2243497	0.5170662	0.0244701	0.5031176	0.5566395	0.9868178	0.9582545	0.2230667	0.0816725	0.0245482	0.9690322	0.5677239	0.2495638	0.2484185	0.3845641	0.0097468	0.9712898	0.0413208	0.0540202	0.0150421	0.5784034	0.4174999	0.1868675	0.6406813	0.9971949	0.9931197	0.2720635	0.2622867	0.2938928	0.3656050	0.6274972	0.6121899	0.0103547	0.1046504	0.0834405	0.8173168	0.2726826	0.1607553	0.8732647	0.5643191	0.7769915	0.5001666	0.9890475	0.1364409	0.7806358	1.0000000	0.9150652	0.8582558	0.0013317	0.2485894	0.6151860	0.4568688	0.9981018	0.1828209	0.7779228	0.9999246	0.9741641	0.1167907	0.4851846	0.0630523	0.2250572	0.8257227	0.1963564	0.0235704	0.2212574	0.3566420	0.8476183	0.5100656	0.0151279	0.2991181	0.5373061	0.5386646	0.1152587	0.9207445	0.2723526	0.6137813	0.2374773	0.5970750	0.9497985	0.6742806	0.9602445	0.7743173	0.3660607	0.6276390	0.2354580	0.2094122	0.9941484	0.2224713	0.0999319	0.4281450	0.4804245	0.3571114	0.4677868	0.9632566	0.7790571	0.9998595
650	0.7222924	0.7840947	0.9902141	0.5908784	0.2279669	0.5110672	0.0244701	0.5031535	0.5302200	0.9857460	0.9363425	0.2310296	0.1335898	0.0313425	0.9424671	0.3595818	0.2356991	0.3477997	0.3957868	0.0097469	0.9907417	0.0394418	0.0525588	0.0151243	0.5519131	0.4257550	0.2181581	0.6205878	0.9981060	0.9928258	0.2660938	0.2614596	0.3044002	0.3420849	0.6253270	0.6044445	0.0103633	0.1084026	0.0840851	0.8445974	0.3155492	0.2005426	0.8733584	0.5669077	0.7457560	0.5028316	0.9886861	0.1569037	0.7779556	1.0000000	0.9159662	0.9286115	0.0014039	0.2300936	0.6134071	0.4592431	0.9940476	0.1833660	0.8341803	0.9997069	0.9796550	0.1387153	0.4643802	0.0945605	0.2125894	0.8031794	0.0870484	0.0254956	0.2684166	0.4514362	0.8449582	0.5118864	0.0126805	0.2438245	0.5486154	0.5410507	0.1379988	0.9510341	0.3227693	0.6055401	0.2626924	0.5876001	0.9474409	0.6774543	0.9529874	0.7360211	0.3660504	0.6566152	0.1728099	0.2061614	0.9952379	0.2226647	0.0797715	0.4384409	0.5036895	0.3670445	0.4810579	0.9634806	0.8023750	0.9997955
700	0.7156236	0.7576876	0.9899786	0.5928877	0.2288165	0.5051590	0.0244701	0.5031437	0.4625823	0.9849769	0.9546780	0.3192938	0.1668366	0.0359926	0.9223926	0.2629228	0.2578025	0.4401961	0.4067051	0.0097470	0.9970137	0.0390913	0.0500732	0.0152134	0.5532190	0.4205119	0.2363443	0.6147894	0.9978189	0.9924710	0.2622006	0.2720390	0.3101752	0.3368685	0.6214844	0.5981641	0.0103730	0.1120723	0.0839806	0.8313628	0.3859143	0.2391587	0.8748305	0.5739120	0.7167191	0.5037382	0.9789289	0.2095226	0.7741323	1.0000000	0.9173265	0.9635770	0.0014948	0.2382369	0.6106768	0.4579068	0.9853418	0.2062070	0.8665086	0.9993843	0.9812711	0.1568971	0.4509154	0.0979838	0.2052055	0.7796693	0.0574225	0.0274659	0.3020973	0.5012752	0.8419899	0.5116664	0.0120955	0.2136481	0.5735084	0.5492972	0.1430904	0.9543642	0.3425587	0.5869826	0.2954803	0.5731704	0.9442552	0.7053768	0.9495814	0.7388720	0.3660392	0.6714537	0.1470700	0.2063629	0.9957739	0.2202271	0.0627664	0.4530586	0.5240804	0.3673719	0.4739252	0.9630406	0.7631661	0.9995409
