Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G64A	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.1640700	0.8139076	0.7248892	0.7017440	0.3243519	0.4687364	0.3291570	0.4657412	0.4501527	0.0396565	0.1507048	0.9989634	0.7894280	0.3679659	0.5116734	0.4076547	0.5800856	0.7409573	0.2901908	0.1722684	0.4953818	0.9386491	0.0829336	0.3052289	0.0770282	0.0092145	0.0005927	0.4800317	0.3501230	0.2687922	0.1165278	0.8902954	0.5876303	0.9603103	0.9986560	0.0126972	1.0000000	0.0002095	0.8508331	0.0177942	0.0328681	0.9416664	0.6632233	0.8939408	0.0745791	0.6796236	0.9999875	0.9999999	0.6024289	0.7855343	0.0428456	0.8847804	0.7165704	0.8957859	0.2551231	0.0652548	0.0648998	0.4924968	0.1164664	0.4498574	0.4959006	0.6830127	0.2760864	0.4677959	0.2804317	0.5639426	0.1785801	0.1236299	0.8072823	0.7131803	0.8267762	0.4101309	0.0015790	0.8454098	0.6103780	0.6741206	0.7096923	0.9987335	0.7204260	0.8572698	0.0024023	0.1952505	0.9322522	0.6969692	0.1862327	0.9362678	0.6692995	0.1020645	0.9184192	0.5705011	0.4759093	0.6723648	0.5989822	0.9999977	0.3847079	0.1621952	0.0085877	0.6298174	0.0410350	0.4686583
50	0.3068920	0.8118612	0.6580439	0.6964361	0.4317464	0.5091776	0.1418608	0.4658024	0.4499826	0.0995257	0.1507045	0.7042607	0.6276641	0.7052879	0.5098481	0.4076558	0.5800836	0.3822235	0.2669254	0.0986779	0.4953799	0.9386062	0.0836473	0.3699077	0.0423982	0.0092145	0.0005892	0.4800444	0.3368581	0.0992090	0.1233443	0.9544546	0.6750343	0.9603034	0.9937342	0.0314608	0.4142163	0.0002353	0.8364814	0.1951008	0.6899202	0.7083284	0.8074033	0.4381071	0.0857937	0.6583974	0.9999927	0.5916058	0.6037818	0.7629854	0.0529777	0.8667571	0.7330839	0.8891182	0.2896770	0.3787940	0.0542809	0.6926258	0.1911784	0.4280407	0.5052679	0.6840380	0.4078751	0.4034451	0.2112454	0.5640497	0.1787748	0.1259210	0.8077572	0.7099563	0.8268192	0.4268467	0.0015958	0.8632592	0.7550850	0.6554447	0.7113797	0.9992046	0.7055093	0.8322282	0.0027541	0.2025780	0.9407126	0.7197050	0.1775319	0.9945924	0.6747225	0.0985187	0.9196280	0.5543660	0.4723370	0.5178466	0.2508610	0.9999964	0.3819058	0.1150166	0.0069196	0.6501352	0.0505666	0.4687452
100	0.3641174	0.7934995	0.5213813	0.5372475	0.4747532	0.5287475	0.0778702	0.4657923	0.4497161	0.1218643	0.1506941	0.6301740	0.3249520	0.8424842	0.4754619	0.4077501	0.5800786	0.2996180	0.2053514	0.0702692	0.4952070	0.9362150	0.1010266	0.5754517	0.0364536	0.0092145	0.0005604	0.4800780	0.3638872	0.0604495	0.1735206	0.9722344	0.8169939	0.9599799	0.9251332	0.4329650	0.2538533	0.0003713	0.8039874	0.3050118	0.8759253	0.6721300	0.7678543	0.3990880	0.1134422	0.6099557	0.9999798	0.5282424	0.6190965	0.6965675	0.0770375	0.8525484	0.7371908	0.8730414	0.3432675	0.4663403	0.0342066	0.7043899	0.2410241	0.2459555	0.5975085	0.7091366	0.4080251	0.4379447	0.1779336	0.5481553	0.1835805	0.1492438	0.8010671	0.6973477	0.8269474	0.4277206	0.0029969	0.8670448	0.7978909	0.5241017	0.7027503	0.9997306	0.6751067	0.7688049	0.0028509	0.2464605	0.9580958	0.7582787	0.1528413	0.9993594	0.6717062	0.0970513	0.9335412	0.5056582	0.4732023	0.4587259	0.1183780	0.9999852	0.3496211	0.0324699	0.0042788	0.7066378	0.0866740	0.4724812
150	0.3879085	0.7931822	0.4281000	0.3687114	0.4822080	0.3469135	0.0622037	0.4634649	0.4497573	0.1394686	0.1502988	0.6115807	0.1802337	0.9159597	0.3560071	0.4097697	0.5799275	0.2807220	0.1531372	0.0603245	0.4915620	0.9060032	0.2170308	0.7493167	0.0354332	0.0092145	0.0004761	0.4801083	0.3990546	0.0622152	0.2561264	0.9797962	0.8910624	0.9579448	0.8102543	0.7476519	0.2099527	0.0006312	0.7703584	0.3421445	0.9285705	0.6712536	0.7032296	0.3974358	0.0435239	0.5808477	0.9999436	0.5184147	0.6519083	0.6380880	0.0702394	0.8702006	0.7347439	0.8587078	0.3737922	0.4889850	0.0466781	0.7210374	0.2711869	0.0985263	0.6753912	0.8553982	0.4016151	0.5014697	0.1734310	0.5115385	0.2145237	0.2338432	0.6917083	0.6583103	0.8269372	0.4807417	0.0907706	0.8599930	0.8500963	0.3214038	0.6672952	0.9999162	0.6517744	0.7141952	0.0017671	0.3519277	0.9847031	0.7968681	0.1288114	0.9992333	0.6361124	0.1042001	0.9553642	0.4287871	0.4720791	0.4336950	0.0639127	0.9999557	0.2889246	0.0215946	0.0022957	0.7608388	0.1437280	0.5122631
200	0.3999472	0.8515007	0.4023354	0.3181433	0.4610109	0.1984746	0.0672610	0.4450215	0.4509174	0.1928195	0.1366183	0.6069206	0.1263562	0.9545416	0.2245737	0.4255186	0.5779886	0.2779242	0.1235366	0.0587375	0.4640686	0.7937409	0.4365394	0.8389751	0.0352580	0.0092145	0.0003218	0.4801554	0.4292839	0.0882396	0.3257153	0.9833124	0.9162509	0.9533953	0.7113848	0.8084148	0.1979346	0.0009188	0.7338694	0.3574501	0.9434731	0.6729690	0.6628936	0.4295046	0.0139184	0.5765749	0.9998994	0.5168968	0.6860178	0.6059141	0.0568667	0.8849342	0.7885377	0.8453521	0.3876023	0.4946992	0.1430402	0.7470911	0.2768875	0.0998598	0.6419002	0.9553363	0.4077397	0.5314638	0.1870419	0.4757094	0.2825101	0.4139045	0.6358283	0.5874564	0.8240811	0.5733810	0.2046940	0.8369023	0.9288042	0.2440065	0.6160309	0.9999677	0.6307761	0.6645897	0.0009995	0.5183977	0.9953631	0.8615272	0.1077121	0.9985368	0.5729801	0.1201319	0.9738602	0.3571551	0.4559020	0.4202635	0.0350974	0.9998971	0.2389181	0.0311627	0.0007967	0.7927082	0.1725688	0.6158151
250	0.4109280	0.9159133	0.4151712	0.3029273	0.4590896	0.1334069	0.0824147	0.3918863	0.4573399	0.2801856	0.0856471	0.6057551	0.1052066	0.9727596	0.1486735	0.4721875	0.5673480	0.2850003	0.1108500	0.0644267	0.3890643	0.6682799	0.6173089	0.8776694	0.0352279	0.0092145	0.0001964	0.4803172	0.4553192	0.1639365	0.3747928	0.9847694	0.9055363	0.9464017	0.6088668	0.8182351	0.1946445	0.0011421	0.7097923	0.3779957	0.9476926	0.6736504	0.6478079	0.4506536	0.0098340	0.5957060	0.9998660	0.5166666	0.7097477	0.5924238	0.0502108	0.8760796	0.8678950	0.8267096	0.3858774	0.4961400	0.2890665	0.7695299	0.2792783	0.3136235	0.5806528	0.9540160	0.4346244	0.5255076	0.2051839	0.4509015	0.3563865	0.6115945	0.6164927	0.5420863	0.8128317	0.6650643	0.2654561	0.7982945	0.9705022	0.2652407	0.5597890	0.9999591	0.6006321	0.6017133	0.0007397	0.6794442	0.9983719	0.9247667	0.0757167	0.9968560	0.5364643	0.1393571	0.9874318	0.3265547	0.4226176	0.4124021	0.0185815	0.9998270	0.2106518	0.0441301	0.0002224	0.8026269	0.1561529	0.6780990
300	0.4197648	0.9565408	0.4142013	0.2784392	0.4833623	0.1013749	0.1128864	0.3203081	0.4771871	0.3540973	0.0512660	0.6054646	0.0962063	0.9809157	0.1298997	0.5385494	0.5383326	0.3038008	0.1107561	0.0833654	0.2968894	0.5967396	0.7224206	0.8931697	0.0352228	0.0092146	0.0001208	0.4808325	0.4782579	0.2781745	0.4168894	0.9849800	0.8544077	0.9366112	0.5288610	0.8185020	0.1937438	0.0012768	0.7041406	0.4256029	0.9488909	0.6733706	0.6521575	0.4574449	0.0116797	0.6464789	0.9998467	0.5166338	0.7219922	0.5912564	0.0428464	0.8294375	0.9054614	0.8043917	0.3558662	0.4966421	0.3086483	0.7877752	0.2934197	0.5378889	0.5293693	0.9184651	0.4724243	0.4951616	0.2159949	0.4364539	0.4241238	0.7345671	0.6100140	0.5555393	0.7913458	0.7599516	0.2917260	0.7491088	0.9879393	0.3786920	0.4890323	0.9997456	0.5600246	0.5055213	0.0007256	0.7704695	0.9991458	0.9604528	0.0441906	0.9936375	0.5207907	0.1573440	0.9945394	0.3533229	0.3850504	0.4089457	0.0099066	0.9997834	0.1974169	0.0527260	0.0000856	0.7932569	0.1333300	0.6770861
350	0.4229733	0.9780535	0.3796222	0.2375358	0.5221372	0.0847938	0.1716810	0.2594626	0.5136447	0.4002848	0.0401684	0.6053925	0.0921856	0.9844747	0.1434939	0.5984834	0.4903413	0.3285909	0.1277569	0.1266768	0.2272576	0.5526771	0.7741412	0.8991404	0.0352219	0.0092146	0.0000787	0.4822797	0.4940466	0.3464771	0.4667518	0.9839781	0.7502555	0.9248274	0.4847457	0.8056070	0.1934973	0.0013416	0.7084154	0.5052130	0.9492478	0.6710946	0.6717072	0.4581515	0.0140063	0.7080941	0.9998372	0.5166300	0.7243040	0.6069480	0.0375597	0.7592343	0.9118325	0.7808123	0.3043919	0.4975557	0.2701772	0.8068610	0.3147265	0.6578037	0.4799975	0.8817447	0.5051931	0.4486675	0.2135125	0.4312174	0.4799100	0.7933948	0.6103388	0.5879834	0.7652089	0.8503297	0.3012121	0.6942965	0.9949734	0.5810269	0.4056457	0.9993124	0.5237887	0.3830251	0.0008914	0.7901725	0.9993308	0.9773324	0.0316822	0.9899342	0.5245492	0.1751418	0.9976785	0.4015263	0.3482641	0.4065764	0.0057448	0.9997874	0.1922913	0.0553868	0.0000500	0.7694820	0.1172982	0.6507641
400	0.4225014	0.9885795	0.3273176	0.1967338	0.5587284	0.0972711	0.2617006	0.2144018	0.5566960	0.4251498	0.0385573	0.6053747	0.0903570	0.9860026	0.1620100	0.6461336	0.4337889	0.3502376	0.1779440	0.1941177	0.1803361	0.5031123	0.7920982	0.9013845	0.0352217	0.0092146	0.0000563	0.4860057	0.4993159	0.3606795	0.5271495	0.9813099	0.6357944	0.9133240	0.4637682	0.6668779	0.1934298	0.0013635	0.7241397	0.5997954	0.9494273	0.6596234	0.6991211	0.4570028	0.0181159	0.7523089	0.9998329	0.5166291	0.7132569	0.6609496	0.0318534	0.7024519	0.9101965	0.7619370	0.2775089	0.4990115	0.1833858	0.8310689	0.3382899	0.7100389	0.4330041	0.8678863	0.5315223	0.3902880	0.1961381	0.4367889	0.5148122	0.8162977	0.6168890	0.6034871	0.7405018	0.8998204	0.3160613	0.6372782	0.9977779	0.7150066	0.3402291	0.9992335	0.5066886	0.2803738	0.0014705	0.7582158	0.9993379	0.9850755	0.0407203	0.9871790	0.5600158	0.1953863	0.9990034	0.4329715	0.3130810	0.4016262	0.0038517	0.9998315	0.1915055	0.0503802	0.0000423	0.7439614	0.1039045	0.6185016
