Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G64A	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.4224291	0.9926114	0.2800656	0.1639804	0.5857457	0.1397290	0.3711510	0.1765660	0.5935666	0.4362433	0.0415530	0.6053704	0.0895258	0.9866496	0.1720631	0.6901144	0.3783302	0.3656357	0.2708309	0.2656254	0.1428765	0.4504070	0.7824130	0.9022136	0.0352217	0.0092146	0.0000445	0.4934269	0.4972201	0.3454235	0.5882170	0.9770640	0.5561458	0.9040341	0.4542642	0.2827564	0.1934113	0.0013578	0.7550251	0.6904206	0.9497447	0.6178980	0.7256544	0.4510434	0.0546281	0.7727049	0.9998311	0.5166261	0.6795653	0.7572211	0.0242241	0.6722069	0.9110152	0.7496911	0.2862030	0.4999609	0.0942893	0.8559821	0.3642583	0.7286442	0.3931639	0.8707183	0.5577534	0.3311669	0.1687420	0.4570657	0.5313416	0.8233796	0.6251911	0.5889083	0.7165594	0.9205587	0.3289802	0.5802170	0.9988560	0.7656757	0.3144346	0.9993579	0.5172601	0.2191434	0.0028805	0.6827421	0.9991068	0.9886940	0.0967666	0.9873590	0.6554883	0.2173379	0.9995226	0.4343813	0.2801080	0.3917333	0.0030449	0.9998827	0.1930904	0.0324056	0.0000592	0.7250841	0.0882278	0.5821214
500	0.4243771	0.9914514	0.2464412	0.1368391	0.6041488	0.1912072	0.4839364	0.1427900	0.6185587	0.4376324	0.0482039	0.6053694	0.0891516	0.9869200	0.1690730	0.7327858	0.3266674	0.3760962	0.3833247	0.3238849	0.1118875	0.4114168	0.7474896	0.9025160	0.0352217	0.0092146	0.0000379	0.5037412	0.4932435	0.3205901	0.6406162	0.9721849	0.5043953	0.8975525	0.4500569	0.0722070	0.1934062	0.0013345	0.7964711	0.7701573	0.9503541	0.5351888	0.7463285	0.4118741	0.1611481	0.7734350	0.9998303	0.5166188	0.6274085	0.8482971	0.0178130	0.6597036	0.9161669	0.7406433	0.3187250	0.4999916	0.0503477	0.8778140	0.3915654	0.7274949	0.3612641	0.8758163	0.5841837	0.2860983	0.1399629	0.4891045	0.5385740	0.8244500	0.6629362	0.5411110	0.6934993	0.9271276	0.2521183	0.5264551	0.9991700	0.7841153	0.3228771	0.9995571	0.5606056	0.1911082	0.0053718	0.5631594	0.9985421	0.9905773	0.2691780	0.9920321	0.7558532	0.2386478	0.9995532	0.4004832	0.2481465	0.3766306	0.0027891	0.9999209	0.1954130	0.0133163	0.0001200	0.7137936	0.0729412	0.5429126
550	0.2867392	0.9854407	0.2578378	0.1174906	0.5040623	0.2050490	0.6874836	0.1158855	0.6216700	0.3699160	0.0586341	0.9002257	0.0912835	0.9452481	0.1533901	0.7673648	0.2798575	0.8392420	0.5508190	0.7025987	0.0907100	0.4010286	0.6458298	0.8158413	0.0698517	0.0092146	0.0000346	0.5219676	0.5234673	0.6046013	0.6734859	0.8885290	0.3981004	0.8936829	0.4756453	0.0175027	0.7791886	0.0009256	0.8478121	0.8366823	0.3443699	0.6226084	0.5542142	0.7718510	0.1678106	0.7816185	0.9997047	0.9249725	0.5765582	0.9247985	0.0121577	0.6527112	0.9254327	0.7336414	0.2828672	0.1848664	0.0393837	0.7376387	0.3568399	0.7056003	0.3396850	0.8749782	0.4773728	0.3100164	0.1704961	0.5175477	0.5369889	0.8079658	0.6996585	0.5062908	0.6642210	0.9276783	0.2069596	0.4292645	0.9383570	0.7921775	0.3495313	0.9997452	0.6584527	0.1809905	0.0083858	0.4373173	0.9981090	0.9917373	0.5107811	0.9369650	0.8013798	0.2641726	0.9988718	0.3256823	0.2210446	0.4949591	0.0410986	0.9999747	0.1982868	0.0318408	0.0003295	0.6648058	0.0350914	0.5077189
600	0.2278295	0.9827032	0.3208445	0.1036209	0.4780289	0.1154073	0.6415595	0.1003722	0.5976848	0.3161972	0.0860854	0.9743875	0.0973478	0.9121076	0.1436642	0.7813238	0.2417386	0.9514504	0.7330849	0.8679785	0.0838639	0.4565488	0.4401274	0.5874959	0.0757963	0.0092146	0.0000363	0.5485171	0.5172015	0.7544125	0.6807093	0.8288630	0.2522801	0.8982730	0.6815598	0.0063663	0.9395511	0.0004604	0.8975193	0.8860820	0.2746566	0.5633710	0.4895116	0.7872138	0.1232562	0.8078052	0.9998835	0.9883286	0.5354750	0.9708095	0.0080657	0.6458897	0.9317228	0.7290949	0.1877840	0.1193524	0.0475468	0.7259630	0.3343433	0.5992592	0.3334288	0.8668062	0.4860714	0.2978633	0.1920550	0.5362762	0.4747709	0.7250286	0.6630662	0.4848559	0.6159568	0.9137679	0.2049216	0.3778627	0.9095031	0.7931109	0.3936743	0.9998507	0.7726675	0.1667766	0.0161274	0.3373052	0.9979195	0.9925125	0.7178218	0.9385173	0.8482913	0.3149807	0.9981872	0.2035973	0.2115077	0.5333712	0.0998366	0.9999945	0.2135662	0.1538821	0.0010813	0.5612123	0.0149467	0.4833739
650	0.1931890	0.9885238	0.3693033	0.0912099	0.4711094	0.0540002	0.5831197	0.1027978	0.5645585	0.2400985	0.1414899	0.9929114	0.1078703	0.8401913	0.2099641	0.7529456	0.2205061	0.9788390	0.8313925	0.9370439	0.1040009	0.5847595	0.2585210	0.4301424	0.0768167	0.0092146	0.0000478	0.5578789	0.5004599	0.8171970	0.6657588	0.7336490	0.1727961	0.9156951	0.8457258	0.0045951	0.9834516	0.0002725	0.9269045	0.9147338	0.3000577	0.5835115	0.4719675	0.8225417	0.0957574	0.8324516	0.9999534	0.9981594	0.5101915	0.9880654	0.0052455	0.6391307	0.9269493	0.7271946	0.1278539	0.1446836	0.0744551	0.7123746	0.2684262	0.3479842	0.3582214	0.8682269	0.4681516	0.2900211	0.2190492	0.5493003	0.3667830	0.5549508	0.5795930	0.4610654	0.5708059	0.8951714	0.2081220	0.3529761	0.8897796	0.7883737	0.4546627	0.9998631	0.8334449	0.1473099	0.0300510	0.2650614	0.9953009	0.9927898	0.8323915	0.9399369	0.8846437	0.3952350	0.9982101	0.1269571	0.2333722	0.5496933	0.2613967	0.9999987	0.2511534	0.2506872	0.0026422	0.4816855	0.0124102	0.4760663
700	0.1662075	0.9941423	0.3935420	0.0847629	0.4662570	0.0345861	0.5230434	0.1162887	0.5338314	0.1572586	0.1683819	0.9974937	0.1336285	0.7173639	0.3304581	0.6802603	0.2307110	0.9805130	0.8749314	0.9533318	0.1640317	0.7088091	0.1536235	0.3558640	0.0769919	0.0092145	0.0000775	0.5420676	0.4562345	0.7755033	0.6148551	0.6173613	0.1425095	0.9329289	0.9204586	0.0045471	0.9954698	0.0002053	0.9411598	0.9245510	0.3355322	0.6339385	0.4547124	0.8556307	0.0833920	0.8491426	0.9999763	0.9996730	0.4982277	0.9940089	0.0022671	0.6316567	0.9151137	0.7276076	0.1023928	0.1768776	0.0887586	0.6706747	0.2085553	0.1546471	0.4264866	0.8806542	0.4193997	0.2921034	0.2481641	0.5625943	0.3061536	0.3565849	0.4827014	0.4593805	0.5585294	0.8765777	0.2040232	0.3562706	0.8582485	0.7810013	0.5321818	0.9997281	0.8388823	0.1376180	0.0400982	0.2072197	0.9861015	0.9910001	0.8908273	0.9401786	0.9057870	0.4769578	0.9978361	0.1517772	0.3166488	0.5607872	0.4330041	0.9999994	0.3011932	0.2965371	0.0064021	0.4424924	0.0131477	0.4647333
750	0.1461796	0.9972001	0.4092531	0.0902183	0.4540146	0.0321341	0.4627688	0.1284879	0.5149708	0.0978383	0.1659272	0.9986134	0.1957262	0.5858027	0.4223611	0.5962776	0.2801367	0.9643454	0.8915035	0.8976697	0.2498506	0.8002350	0.1069439	0.3248790	0.0770220	0.0092145	0.0001354	0.5150532	0.4003331	0.6314308	0.5067553	0.5281094	0.1444847	0.9446007	0.9534653	0.0054948	0.9987598	0.0001805	0.9473351	0.9202909	0.3766676	0.6735946	0.4198632	0.8757308	0.0782077	0.8501250	0.9999838	0.9998909	0.4934795	0.9959651	0.0010530	0.6318395	0.9025954	0.7287665	0.1069127	0.1650809	0.0557930	0.6220805	0.1814583	0.0722065	0.5040422	0.8396881	0.3692572	0.3057755	0.2642284	0.5851548	0.2822256	0.2195893	0.4190991	0.4905838	0.5828711	0.8460097	0.1837125	0.3964897	0.7819405	0.7596020	0.6094276	0.9990778	0.8065023	0.1539610	0.0492586	0.1597751	0.9697256	0.9787697	0.9187485	0.9396700	0.9161623	0.5037325	0.9953408	0.2797642	0.4736384	0.5761190	0.5276915	0.9999991	0.3410731	0.3053887	0.0156260	0.4392166	0.0132465	0.4424033
800	0.1331504	0.9986250	0.4346568	0.1098530	0.4282034	0.0408663	0.4156552	0.1618023	0.5066307	0.0653888	0.1597948	0.9988825	0.3135034	0.4871387	0.4715326	0.5265439	0.3527537	0.9290760	0.8894665	0.7274617	0.3334105	0.8622140	0.0881943	0.3126542	0.0770271	0.0092145	0.0002199	0.4952315	0.3596243	0.5093186	0.3644028	0.5030762	0.1817887	0.9514888	0.9720270	0.0086794	0.9996605	0.0001710	0.9493448	0.9055226	0.4039247	0.6972237	0.3738471	0.8858311	0.0760670	0.8319246	0.9999862	0.9999075	0.4918702	0.9961822	0.0008484	0.6634900	0.8927691	0.7314201	0.1412932	0.1194152	0.0271728	0.6020509	0.1557466	0.0426602	0.5587249	0.7648072	0.3317544	0.3316825	0.2555383	0.6158354	0.2629672	0.1542777	0.4230473	0.5353537	0.6336097	0.7815030	0.1387198	0.4833354	0.6742260	0.7121183	0.6736625	0.9977488	0.7525831	0.2313138	0.0558049	0.1232459	0.9533734	0.9443017	0.9271182	0.9384359	0.9179236	0.4436712	0.9818842	0.4081387	0.6243725	0.5957705	0.5696914	0.9999981	0.3644166	0.2811301	0.0305019	0.4633575	0.0131747	0.4284530
850	0.1278406	0.9991555	0.4831618	0.1388206	0.3921676	0.0626367	0.3740834	0.2452831	0.5022978	0.0498873	0.1556321	0.9989456	0.4678845	0.4276083	0.4944310	0.4774104	0.4242238	0.8818990	0.8627138	0.5191762	0.3981829	0.8998440	0.0812611	0.3079835	0.0770280	0.0092145	0.0003160	0.4856958	0.3362992	0.4630545	0.2497620	0.5499401	0.2390072	0.9553781	0.9846470	0.0144922	0.9999071	0.0001674	0.9483999	0.8592386	0.3896047	0.7110344	0.3296793	0.8904571	0.0751870	0.8032441	0.9999870	0.9999011	0.4916151	0.9946084	0.0011681	0.7341106	0.8838299	0.7406640	0.1777513	0.0838018	0.0228439	0.6075878	0.1242179	0.0426038	0.5974092	0.7122525	0.3072585	0.3595439	0.2325006	0.6449765	0.2406821	0.1282140	0.4908338	0.5623071	0.6996219	0.6686642	0.0816635	0.6046827	0.5876333	0.6632750	0.7233997	0.9973091	0.7028124	0.3635247	0.0581392	0.0991838	0.9423305	0.8968622	0.9162436	0.9371284	0.9106451	0.3384541	0.9568943	0.4819761	0.7039641	0.6146710	0.5871836	0.9999964	0.3760331	0.2286716	0.0457902	0.4985918	0.0142457	0.4267485
900	0.1323660	0.9989725	0.5543392	0.1702279	0.3559857	0.0924218	0.3477415	0.3429216	0.4961174	0.0430187	0.1532525	0.9989598	0.6040585	0.3960357	0.5044667	0.4461285	0.4809406	0.8357761	0.8000183	0.3633402	0.4414654	0.9207626	0.0794053	0.3062370	0.0770282	0.0092145	0.0004059	0.4820009	0.3255910	0.4514687	0.1811308	0.6264615	0.2856798	0.9575764	0.9920993	0.0197412	0.9999746	0.0001668	0.9402620	0.7501937	0.3152243	0.7227161	0.2949044	0.8924758	0.0748259	0.7774885	0.9999873	0.9999091	0.4923756	0.9892607	0.0020833	0.8088550	0.8696825	0.7613704	0.1794963	0.0678387	0.0286811	0.6177773	0.1011223	0.0916790	0.6182686	0.6860957	0.2925371	0.3786185	0.2225449	0.6656941	0.2189036	0.1182314	0.5837815	0.5559985	0.7564154	0.5545904	0.0393638	0.7120061	0.5369477	0.6272324	0.7585223	0.9973820	0.6831845	0.4922389	0.0538356	0.0870782	0.9365084	0.8515872	0.8719557	0.9363217	0.8929920	0.2567249	0.9439616	0.5212804	0.7118375	0.6308335	0.5943113	0.9999941	0.3812475	0.1713598	0.0564543	0.5293738	0.0178412	0.4355203
950	0.1442625	0.9978302	0.6327040	0.2037171	0.3269565	0.1256251	0.3362413	0.4073408	0.4854322	0.0402300	0.1519595	0.9989628	0.6931349	0.3806027	0.5087215	0.4275944	0.5205807	0.7992870	0.6984600	0.2698383	0.4676231	0.9315192	0.0797646	0.3055940	0.0770282	0.0092145	0.0004779	0.4807030	0.3245802	0.4490824	0.1448779	0.6902845	0.3194548	0.9588235	0.9958095	0.0217041	0.9999930	0.0001696	0.9186937	0.6109936	0.2084453	0.7425571	0.2723281	0.8933340	0.0746773	0.7602591	0.9999874	0.9999388	0.4949288	0.9753935	0.0039947	0.8587108	0.8491962	0.7883447	0.1645176	0.0647419	0.0396151	0.6254226	0.0910112	0.2051332	0.6033052	0.6761026	0.2842151	0.3895156	0.2301745	0.6757631	0.2010379	0.1146780	0.6638082	0.5234596	0.7910923	0.4828871	0.0174173	0.7787959	0.5134701	0.6043910	0.7797680	0.9971918	0.6957214	0.5894631	0.0441539	0.0869603	0.9338986	0.8141847	0.7538612	0.9360214	0.8658169	0.2117861	0.9410252	0.5435041	0.6629048	0.6443335	0.5971783	0.9999918	0.3834116	0.1383552	0.0593081	0.5506520	0.0250644	0.4488327
1000	0.1568198	0.9952273	0.7005444	0.2470199	0.3068381	0.1616843	0.3317939	0.4401555	0.4732323	0.0393002	0.1512806	0.9989634	0.7422476	0.3734676	0.5104844	0.4172572	0.5461149	0.7742251	0.5773290	0.2194082	0.4822549	0.9364830	0.0807819	0.3053601	0.0770282	0.0092145	0.0005280	0.4802625	0.3298240	0.4484892	0.1269214	0.7340519	0.3468274	0.9595223	0.9974924	0.0212072	0.9999981	0.0001771	0.8896783	0.4885870	0.1230239	0.7801030	0.2622811	0.8936938	0.0746166	0.7513243	0.9999874	0.9999719	0.5012493	0.9472686	0.0076721	0.8831466	0.8282631	0.8121965	0.1547864	0.0675186	0.0532264	0.6332808	0.0876833	0.3265503	0.5685220	0.6749270	0.2797691	0.3963342	0.2459098	0.6742260	0.1890361	0.1139174	0.7165318	0.4843475	0.8091303	0.4553465	0.0078582	0.8137300	0.5068441	0.5963909	0.7882771	0.9966338	0.7178439	0.6551828	0.0342774	0.0968003	0.9328557	0.7850702	0.5763987	0.9360045	0.8333659	0.1906584	0.9400785	0.5562727	0.6059018	0.6549809	0.5983118	0.9999902	0.3842521	0.1260376	0.0516364	0.5638238	0.0344429	0.4582362

0	0.1640700	0.8139076	0.7248892	0.7017440	0.3243519	0.4687364	0.3291570	0.4657412	0.4501527	0.0396565	0.1507048	0.9989634	0.7894280	0.3679659	0.5116734	0.4076547	0.5800856	0.7409573	0.2901908	0.1722684	0.4953818	0.9386491	0.0829336	0.3052289	0.0770282	0.0092145	0.0005927	0.4800317	0.3501230	0.2687922	0.1165278	0.8902954	0.5876303	0.9603103	0.9986560	0.0126972	1.0000000	0.0002095	0.8508331	0.0177942	0.0328681	0.9416664	0.6632233	0.8939408	0.0745791	0.6796236	0.9999875	0.9999999	0.6024289	0.7855343	0.0428456	0.8847804	0.7165704	0.8957859	0.2551231	0.0652548	0.0648998	0.4924968	0.1164664	0.4498574	0.4959006	0.6830127	0.2760864	0.4677959	0.2804317	0.5639426	0.1785801	0.1236299	0.8072823	0.7131803	0.8267762	0.4101309	0.0015790	0.8454098	0.6103780	0.6741206	0.7096923	0.9987335	0.7204260	0.8572698	0.0024023	0.1952505	0.9322522	0.6969692	0.1862327	0.9362678	0.6692995	0.1020645	0.9184192	0.5705011	0.4759093	0.6723648	0.5989822	0.9999977	0.3847079	0.1621952	0.0085877	0.6298174	0.0410350	0.4686583
