G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G71A	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.5880159	0.2205367	0.7431355	0.4513204	0.1011196	0.7405956	0.7645641	0.7855697	0.8711541	0.3379429	0.7728310	0.7249689	0.6724289	0.3315835	0.0712060	0.1008802	0.9292334	0.0836075	0.3258730	0.3240344	0.3191171	0.6137915	0.3822872	0.2702741	0.0483602	0.9798715	0.2915962	0.2674766	0.8213736	0.6906696	0.0453381	0.1323473	0.1691428	0.1748622	0.8783337	0.1047379	0.7721789	1.0379474	0.1110726	0.2652169	0.0188728	0.8508300	0.0481507	0.6004083	0.3717541	0.8696450	0.1039479	0.8121238	0.1409123	0.9749515	0.5941596	1.0175279	0.9925186	0.7728389	0.3714127	0.4686304	0.9675794	0.5431952	0.6837508	0.8087606	0.6813094	0.0165985	0.1562804	1.0129216	0.2857115	0.0683198	0.5361592	0.6508162	0.1925805	0.0825573	0.0113927	1.0691064	1.0278492	0.4017803	0.7606350	0.0380950	0.9459909	0.2137894	0.7908845	0.6247218	0.4067613	0.5710898	0.9923630	0.4254130	0.0110928	1.0760938	1.0159469	0.8870984	1.0539064	0.6596601	1.0062785	0.0182746	0.6830265	0.1690664	0.5928966	0.4842815	0.4095710	1.1384964	0.9403296	0.2942535
1.0272076	0.0634622	0.6938251	0.7092028	0.1170928	0.5793447	0.7921091	0.6991388	0.8630304	0.2604124	0.8436603	0.6106990	0.6638961	0.2569167	0.0868463	0.1076056	0.9704221	0.0488068	0.2718872	0.2474508	0.2425577	0.6572383	0.2954339	0.3230248	0.0591036	0.8950521	0.1849474	0.2421953	0.7381104	0.6018674	0.0360649	0.1156899	0.1595739	0.1445515	0.9347294	0.1464566	0.6804916	0.8954058	0.1690570	0.3346631	0.0073162	0.9626466	0.0888983	0.5797155	0.3559810	1.0688434	0.1491167	0.8116479	0.2012079	1.0232423	0.7032573	0.9852738	0.8736577	0.8493437	0.3603143	0.5272514	0.9815544	0.5034040	0.7495339	0.8537705	0.5940115	0.0271760	0.1197070	0.9762160	0.4949515	0.0310670	0.4433974	0.6501079	0.1940768	0.0412841	0.0040306	1.0590211	1.0340744	0.3248289	0.7155176	0.0166627	0.9095048	0.1821023	0.7921696	0.6050788	0.3034716	0.4900433	0.9571245	0.3269640	0.0032097	0.9665884	0.9180111	0.9210153	0.9392868	0.5767185	1.0396117	0.0925845	0.7317093	0.1673285	0.5670004	0.5144404	0.4228106	1.1296381	0.8863777	0.4280598
0.9210680	0.2453029	0.4004443	0.7591730	0.1304580	0.7368036	0.7188762	0.6887038	0.9364412	0.2008585	0.9415097	0.6663103	0.5266940	0.2770094	0.0863087	0.0906567	0.9834762	0.0469650	0.2540734	0.4661221	0.3003721	0.6236517	0.3439365	0.2590811	0.0257725	0.8818441	0.2327062	0.1983045	0.9490979	0.5888846	0.0505024	0.2033323	0.1273680	0.1621197	0.9408161	0.0514377	0.7410621	1.0216619	0.0963867	0.3327718	0.0390281	0.9369676	0.0488227	0.6027609	0.3713113	0.8980953	0.1361513	0.7722828	0.1206311	1.0457009	0.5437803	1.0637852	1.0132380	0.8613378	0.2955036	0.4190215	0.9382781	0.7618663	0.9030842	0.8393898	0.7281579	0.0748253	0.0856938	0.9223073	0.3487942	0.0322130	0.4771698	0.6565759	0.1840351	0.0801506	0.0063028	0.9187027	0.8648022	0.3555389	0.6801920	0.0092736	0.8502687	0.2235439	0.9668137	0.6922072	0.3027113	0.4243332	0.9832112	0.3695010	0.0078303	0.9686600	1.1731673	1.0508658	1.0615812	0.7291122	0.9810419	0.0237892	0.7932645	0.1604941	0.5303130	0.4246624	0.3880118	1.0151875	0.8639993	0.3745225
0.8922047	0.1364325	0.7834358	0.2112646	0.1183192	0.5828153	0.7447478	0.7394699	0.8367355	0.3515997	0.8893215	0.7261159	0.6631207	0.3690932	0.0870356	0.1245484	1.0048657	0.1180479	0.3061983	0.2261104	0.2526767	0.6064665	0.3360549	0.3621637	0.0070877	0.9632835	0.2905424	0.1795236	0.8808783	0.5963655	0.0536069	0.1958352	0.1411641	0.2287919	0.8910060	0.0790893	0.6983066	0.9182116	0.1276470	0.2860845	0.0214858	0.9561213	0.0671767	0.4145098	0.4926549	1.0473877	0.1453874	0.7822291	0.1268551	0.9445196	0.5645775	0.9834372	1.0432831	0.9390221	0.3474776	0.4328618	0.9684036	0.4721896	0.4897586	0.8067211	0.5992559	0.0185726	0.1205069	0.9971484	0.6520589	0.0490703	0.4695765	0.5684233	0.2202660	0.0711616	0.0028181	0.8871823	0.9307351	0.3191612	0.7803529	0.0342366	0.7712265	0.1847118	0.8166590	0.6156327	0.3127227	0.5425348	1.0226522	0.3116371	0.0101268	1.0808970	0.9474889	0.9045106	1.0804536	0.5603219	1.0919506	0.0698169	0.5995035	0.1293831	0.6197953	0.4230023	0.4135712	1.0012513	0.9400334	0.3415606
1.0007349	0.2349876	0.7261550	0.1510354	0.0652871	0.5585477	0.7037309	0.7190243	0.8567092	0.2924934	0.8473641	0.6300216	0.5921641	0.3638185	0.0548885	0.0834500	1.0313631	0.0762791	0.2511591	0.2374561	0.2725468	0.6053185	0.2485510	0.2564502	0.0208450	0.9551340	0.1948647	0.2219988	0.7799717	0.5761236	0.0453806	0.2127908	0.1264068	0.1721641	0.9131859	0.1267695	0.7273036	0.9020833	0.1164087	0.3117988	0.0089291	0.9589571	0.0475981	0.4887698	0.4346995	1.0245851	0.1197601	0.6956485	0.1150656	0.8858953	0.6469619	0.9176144	0.9027277	0.9249297	0.3249505	0.5115408	1.0042785	0.4952915	0.6212963	0.7708919	0.5976568	0.0225220	0.1308933	1.1083065	0.5109858	0.0513411	0.4454813	0.5501350	0.1804046	0.0589414	0.0090140	0.8526016	0.9793400	0.3800598	0.7380122	0.0366348	0.8726443	0.1895877	0.8484539	0.6192159	0.2947219	0.5558179	0.9824726	0.3386476	0.0108628	0.9933312	1.0674825	0.9407387	0.9917067	0.6833915	1.0128278	0.0221003	0.6359103	0.1953769	0.4882232	0.3484889	0.4103254	1.0646490	0.8307393	0.3128164
0.9656138	0.3299765	0.8208751	0.5343127	0.1227603	0.3969279	0.7434902	0.7123482	0.8574574	0.3703787	0.8422779	0.6517533	0.6453122	0.2720924	0.0784440	0.1025124	0.9604527	0.0325489	0.2624193	0.3299019	0.2538343	0.6143072	0.3367473	0.3422190	0.0494203	0.8599494	0.2545303	0.1987855	1.0060067	0.6135410	0.0375729	0.1555879	0.1529029	0.1550042	0.9798568	0.1189808	0.7474976	0.9861348	0.1080996	0.2965565	0.0152148	0.9444522	0.1052546	0.6638754	0.2301679	0.9710831	0.1147071	0.8575063	0.1112469	1.1139780	0.4604205	1.0061428	0.9741117	0.8866203	0.4874086	0.4275012	0.9243175	0.5549428	0.7420924	0.8314795	0.6411030	0.0305162	0.1155823	0.9400965	0.5824464	0.0370790	0.4767934	0.6599904	0.2758610	0.0713906	0.0112305	1.0259124	0.9848239	0.4313676	0.6844081	0.0342050	0.8600965	0.1629896	0.7649444	0.6850480	0.3479585	0.5489274	0.9679265	0.4983043	0.0185581	1.0834705	0.9889579	0.8709300	1.0093948	0.7156341	1.0377842	0.2035482	0.6512009	0.1766725	0.5960693	0.4064211	0.3172064	1.0215750	0.9276091	0.2787187
0.9795674	0.3669069	0.7501753	0.8027661	0.1005523	0.7145753	0.3024162	0.7098768	0.6997814	0.3497339	0.8348005	0.4614134	0.5057279	0.3020162	0.0711640	0.1149428	1.0525071	0.0544590	0.3580162	0.2988076	0.5323161	0.4160628	0.2033845	0.3748669	0.0234310	0.9502485	0.1111404	0.2602113	0.9130046	0.6349688	0.0160660	0.1821732	0.1791509	0.2552300	0.9248711	0.0672567	0.6857348	0.8360570	0.1291291	0.3688591	0.0256727	0.9888219	0.0695787	0.5966714	0.3734962	1.0513789	0.1264835	0.7511318	0.1427207	1.0324995	0.6437337	0.9458069	1.0319107	1.0078599	0.3830391	0.2116215	0.9745360	0.5044779	0.7589427	0.9574780	0.6377091	0.0236593	0.1151254	1.0771987	0.5907731	0.0176426	0.5026749	0.6505688	0.3473541	0.0280265	0.0072688	0.8647197	0.9157358	0.5477329	0.8657747	0.0393705	0.7673737	0.1550916	0.8931995	0.6544437	0.2754062	0.5144108	0.9174196	0.3309894	0.0094902	1.0767935	1.0648993	0.7803098	0.9400297	0.6951284	1.0692551	0.0362159	0.6540230	0.1129597	0.5530988	0.1717627	0.3413222	0.9485733	0.7023897	0.3063090
0.9215829	0.2071406	0.7989112	0.4679443	0.0946424	0.6964798	0.7163429	0.4447773	0.7765392	0.2621646	0.8738046	0.5984664	0.5490062	0.2847578	0.0631355	0.1530428	1.0109739	0.0559053	0.2822026	0.2913912	0.3130085	0.6228368	0.3445405	0.3376743	0.0240446	0.8992685	0.3306302	0.2105692	0.8585965	0.6157589	0.0388796	0.2070853	0.1110311	0.2547431	0.7793026	0.1616066	0.7242531	0.8584875	0.1645874	0.3738920	0.0078250	0.9227562	0.0556035	0.5197767	0.3392627	0.9112557	0.1459419	0.8015996	0.1494457	0.9542736	0.5731420	0.9602173	0.9685270	0.9258664	0.2899856	0.3825358	0.9928340	0.6301873	0.7574414	0.8576223	0.7238803	0.0140314	0.0857081	1.0213584	0.6353137	0.0957902	0.5733763	0.7034160	0.2638058	0.0419606	0.0105301	0.9129346	0.9701475	0.5596211	0.8394224	0.0220842	0.9048917	0.1880107	0.8345448	0.6811315	0.2868465	0.4953268	0.9957190	0.3678837	0.0047359	0.9756802	0.9313387	0.9457245	1.1136056	0.5760267	0.9571638	0.0506842	0.6599527	0.1638080	0.5512361	0.4650026	0.4113846	1.0158153	0.9208728	0.2342388
0.9703885	0.1838037	0.7532742	0.6095493	0.1063642	0.5789526	0.7126149	0.7360353	0.4259167	0.3297556	0.8866949	0.7456497	0.5370579	0.3129545	0.0492343	0.0948810	1.1354917	0.0433759	0.2828069	0.2690674	0.2815233	0.5966070	0.3003967	0.2927937	0.0421326	0.8284783	0.2641993	0.2588161	0.7777374	0.5904737	0.0500679	0.1721294	0.1360855	0.2047656	0.9904469	0.1155837	0.7948835	0.8930495	0.1292682	0.3048488	0.0196064	0.9255530	0.1026424	0.4244199	0.4174703	1.0598287	0.1160533	0.8307556	0.1441136	1.0053014	0.5982468	1.0216957	1.0625070	0.8610478	0.4360426	0.4522098	1.0272424	0.5602726	0.7149618	0.9108984	0.6607900	0.0191951	0.1442447	0.9088609	0.4931245	0.0446924	0.5590749	0.6653507	0.2198164	0.0477613	0.0048953	0.9345460	1.0231505	0.2840269	0.7524197	0.0426984	0.8807660	0.2154219	0.9439801	0.4509916	0.3003530	0.5784578	1.1072196	0.3426629	0.0076548	0.9931802	0.9880843	0.9214233	0.9577284	0.7073374	0.8771033	0.0950593	0.7000971	0.1358530	0.5729159	0.3991664	0.4442516	1.1128671	0.9517739	0.2030077
1.1124698	0.2096111	0.7793797	0.3764617	0.0952210	0.5148370	0.7179570	0.7280761	0.8795037	0.2160981	0.8295601	0.6574272	0.6308003	0.3487774	0.1208117	0.1219837	0.9795282	0.0595210	0.2733199	0.2830945	0.2774209	0.6521707	0.2880822	0.3468051	0.0239885	0.8810695	0.2475845	0.1922496	0.8094227	0.6238180	0.0264850	0.1482080	0.1381164	0.1688557	0.7716934	0.1722184	0.7375668	0.9250549	0.1009516	0.2795795	0.0239025	0.9376640	0.0600004	0.4151998	0.4351303	0.9359059	0.1067772	0.6844458	0.1461844	1.1075560	0.5250733	1.0419779	1.0066868	0.8597022	0.3835472	0.3681581	0.9566051	0.5961949	0.8067002	0.8016129	0.7246011	0.0203362	0.1202855	0.8937612	0.3252215	0.0636746	0.5695309	0.5187578	0.2313212	0.0208746	0.0081985	0.9001224	1.0618041	0.3510216	0.7514693	0.0481672	0.8357438	0.2076975	0.9343419	0.5690450	0.2731927	0.5156016	0.9243620	0.3045502	0.0075756	0.9713510	1.0077009	0.8987236	0.9241682	0.6985368	0.9597774	0.2293541	0.7237433	0.1458385	0.5443747	0.3843833	0.3776984	0.9702658	0.8713142	0.3779960
