Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G56A	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
600	0.3983800	0.7629464	0.1136177	0.5102513	0.4585283	0.3264491	0.3450595	0.3988416	0.2615228	0.4292733	0.6443514	0.6557125	0.6419682	0.1073235	0.5251928	0.7321335	0.5113895	0.4178159	0.3298777	0.0335078	0.0554398	0.4470920	0.5843833	0.6168613	0.2821300	0.2229352	0.2834793	0.2911486	0.6239837	0.1694400	0.3248929	0.1090339	0.2957639	0.5283869	0.6599990	0.6486906	0.1943119	0.4766319	0.2895030	0.1783857	0.1707909	0.5056146	0.4837102	0.6177058	0.1530155	0.4588658	0.6801025	0.5795219	0.5850389	0.3470621	0.3650341	0.3595084	0.0012520	0.3469709	0.1352542	0.0329973	0.0460265	0.7345986	0.1468646	0.0898536	0.2678198	0.4544210	0.5576345	0.0047724	0.6848738	0.4545751	0.6071970	0.3022015	0.6891380	0.0075341	0.2555543	0.2887759	0.3999339	0.7918752	0.2139526	0.2655532	0.6129932	0.0050314	0.4099723	0.7728783	0.6127187	0.4698766	0.1199714	0.2122494	0.4834433	0.6565452	0.3820241	0.6010592	0.6102389	0.2850910	0.3480275	0.0453547	0.4614226	0.3872309	0.5696378	0.2527812	0.5678931	0.4022410	0.0244482	0.2143489
650	0.4091496	0.7619163	0.1119787	0.5952646	0.4808423	0.3097894	0.1911045	0.4752319	0.3519807	0.6222145	0.7234216	0.5767818	0.6918982	0.2423187	0.4419692	0.7248874	0.4741161	0.5254131	0.3424420	0.0314853	0.0789861	0.2965788	0.7732018	0.5855452	0.2897166	0.3338276	0.2806256	0.4030722	0.7053397	0.2855677	0.6234522	0.0994582	0.2901527	0.6045866	0.7184249	0.7937856	0.1776662	0.3678267	0.2847906	0.1391831	0.2163636	0.6772382	0.5779851	0.5913360	0.1709940	0.3741098	0.6859521	0.6316729	0.5926449	0.3501754	0.3290568	0.3958005	0.0007446	0.3219747	0.0924858	0.0201795	0.0333929	0.5637907	0.2442431	0.0872829	0.3357135	0.4373451	0.4961213	0.0000346	0.5540432	0.4910978	0.7174422	0.3506088	0.6877691	0.0375804	0.2747417	0.2484110	0.4180301	0.6431401	0.2529741	0.2434002	0.6097291	0.0019700	0.3230570	0.6433015	0.6002912	0.3914428	0.1505789	0.1097586	0.4848444	0.6531702	0.3584909	0.4700465	0.4100542	0.2286135	0.3680814	0.0532392	0.3772014	0.2988247	0.6843308	0.2875546	0.6024847	0.5338194	0.0189226	0.1409625
700	0.3515429	0.7190207	0.1262073	0.6741639	0.6111216	0.2675868	0.1523154	0.3442808	0.2118289	0.5864050	0.5849743	0.6120832	0.6460845	0.1849624	0.4201937	0.6803521	0.4862687	0.5191583	0.3473352	0.0367876	0.1175065	0.3327335	0.6206632	0.6503945	0.2874330	0.2578978	0.2951371	0.4272860	0.5206567	0.2353485	0.7285144	0.1300942	0.3601957	0.5501857	0.5972399	0.6577003	0.2102957	0.3688399	0.3507721	0.2482099	0.2659005	0.6179648	0.4507671	0.7284676	0.2148823	0.3924739	0.8141507	0.7218480	0.5486631	0.3883561	0.4065157	0.3450308	0.0000150	0.2984279	0.0414397	0.0226312	0.0361698	0.5439174	0.3259300	0.1246131	0.3313710	0.3469605	0.4667439	0.0071072	0.5718895	0.3119445	0.6392020	0.2498727	0.6747873	0.0275078	0.2394581	0.2095718	0.3869931	0.5198376	0.3258203	0.2402187	0.5504568	0.0006988	0.1097759	0.7008521	0.6233330	0.5083728	0.1504667	0.0997096	0.4900542	0.6159304	0.4112552	0.6358363	0.3162938	0.2711720	0.3391140	0.0218639	0.4479596	0.2828928	0.6616483	0.1933247	0.6025682	0.5170164	0.0247339	0.0724879
750	0.3760137	0.6598444	0.1468662	0.5711738	0.5750840	0.2230327	0.1932076	0.4865755	0.4024353	0.4963200	0.7223869	0.5890436	0.6112330	0.2892853	0.5528428	0.5735709	0.4334872	0.5572589	0.2922343	0.0257341	0.0510590	0.2994899	0.6694862	0.5292333	0.4068874	0.4091613	0.3213264	0.4003348	0.5846260	0.3201416	0.5624391	0.1371496	0.3333436	0.5411582	0.6430922	0.6514833	0.1908837	0.4231162	0.3337096	0.1869414	0.1671587	0.5931983	0.6252648	0.6359313	0.1878357	0.4508311	0.7961480	0.7617657	0.6504725	0.4196364	0.3931142	0.4869146	0.0019677	0.4498644	0.0224170	0.0106744	0.0423905	0.6133270	0.2518102	0.1287630	0.4984628	0.3881537	0.5500201	0.0023179	0.7310482	0.3079087	0.6223697	0.1387386	0.6650887	0.0215038	0.1731277	0.2203293	0.3414210	0.6855933	0.2895587	0.3150065	0.5617552	0.0040071	0.0794189	0.7086896	0.6914764	0.4673278	0.1571580	0.1046649	0.4448244	0.7367139	0.3676559	0.4928662	0.3028013	0.2420563	0.4005548	0.0392275	0.4920330	0.3470568	0.8657924	0.1688572	0.5172528	0.5240785	0.0282461	0.0820314
800	0.3608550	0.5255365	0.1483269	0.4487425	0.5371942	0.1846035	0.1665096	0.4175989	0.2308358	0.5041378	0.5996679	0.7054853	0.6498246	0.2656802	0.5843716	0.7197684	0.3023365	0.3834081	0.3541264	0.0105280	0.0855304	0.3424632	0.7349845	0.6693888	0.2957135	0.4636183	0.2219467	0.3418268	0.6045564	0.3813897	0.7055721	0.0919660	0.3323183	0.4669256	0.4960786	0.5896738	0.2370460	0.4972193	0.4138674	0.1889127	0.2226712	0.5905209	0.6230810	0.8248022	0.1416492	0.4465065	0.6347746	0.6188404	0.4484100	0.4865595	0.4959759	0.4109232	0.0000639	0.2627915	0.0146280	0.0103163	0.0435790	0.7668592	0.3063790	0.1490278	0.4152739	0.4040019	0.4668842	0.0011391	0.7910854	0.4108668	0.6826025	0.1597280	0.6879384	0.0119047	0.1882955	0.1242462	0.3427527	0.6288010	0.3107863	0.3138873	0.5613851	0.0043169	0.0961405	0.7635464	0.6931088	0.5029825	0.2080387	0.1083124	0.4940691	0.7352017	0.3026129	0.5349104	0.3442906	0.2639010	0.3448699	0.0306290	0.4701435	0.3765569	0.8350281	0.1787964	0.7227911	0.6023914	0.0525597	0.0907507
850	0.3868706	0.5962717	0.1135573	0.6045767	0.5369933	0.3043135	0.1839787	0.5488871	0.3809633	0.4767536	0.6063829	0.5135711	0.6376920	0.1602719	0.4759256	0.5952795	0.2325316	0.5568517	0.3043050	0.0153231	0.0612689	0.3056964	0.7075964	0.5611005	0.4792672	0.3178270	0.2378538	0.3872511	0.6591915	0.4305301	0.7111010	0.1141412	0.3048099	0.5245263	0.5905188	0.6087790	0.2993298	0.4635653	0.4061084	0.1516783	0.1830050	0.7862625	0.6102165	0.6627857	0.2614191	0.4899694	0.6883899	0.6267131	0.4146225	0.4635675	0.6190194	0.4497233	0.0003908	0.3139615	0.0316309	0.0180332	0.0750615	0.6399696	0.2980563	0.1045601	0.5273390	0.4469222	0.3909702	0.0009188	0.6369812	0.2717759	0.5989903	0.1862941	0.8463020	0.0168423	0.1550772	0.1909754	0.3930566	0.6545092	0.2395055	0.3176026	0.5911540	0.0096930	0.1232082	0.7316190	0.5130309	0.5390362	0.1454349	0.0936977	0.4930511	0.6561629	0.3153454	0.4267810	0.2493592	0.2188852	0.2976761	0.0353120	0.4939197	0.3038748	0.6395592	0.1589446	0.6024611	0.5341530	0.0224485	0.1738213
900	0.3248478	0.5611347	0.0983732	0.5386312	0.5539175	0.2375345	0.1960503	0.4877286	0.3541133	0.4876466	0.5338872	0.5851981	0.7148508	0.1921235	0.5171311	0.6774480	0.3752364	0.4846999	0.3428572	0.0458647	0.1135278	0.3754844	0.6551550	0.6417609	0.4852504	0.3626232	0.2519170	0.3326538	0.7241866	0.3731400	0.8147462	0.1088630	0.2726871	0.5552243	0.6444649	0.6692980	0.3069163	0.4505566	0.3221936	0.1775850	0.2065040	0.4281166	0.6790928	0.7890983	0.1832159	0.4513336	0.7614006	0.6526813	0.4968183	0.4233463	0.5361057	0.3929279	0.0005418	0.2757709	0.0061732	0.0182893	0.0259150	0.8323478	0.2911560	0.1545112	0.3993961	0.3706929	0.3785281	0.0071536	0.5854012	0.3214917	0.7565916	0.2004944	0.7568260	0.0067085	0.1274320	0.2125838	0.4498392	0.6298015	0.2359216	0.3510383	0.4981952	0.0015256	0.0970283	0.7945727	0.5882277	0.4649070	0.3240028	0.1737306	0.5051700	0.8760527	0.3278814	0.3276111	0.3132588	0.2346194	0.3841287	0.0112545	0.4531037	0.3870791	0.6015024	0.1449137	0.7511649	0.5206501	0.0328334	0.1701430
950	0.3235558	0.6697322	0.1518513	0.5936373	0.5373912	0.2294386	0.1741214	0.4305593	0.3323136	0.5092875	0.7715854	0.5945497	0.6579617	0.2656939	0.5923267	0.7278754	0.4648441	0.3239841	0.3936987	0.0162902	0.0500092	0.4470002	0.6702485	0.5870672	0.4230609	0.3854878	0.3049760	0.2945656	0.6920349	0.4222124	0.8216118	0.1485348	0.3203653	0.4831431	0.4914342	0.5278388	0.2732489	0.5489585	0.3979332	0.1954876	0.1827885	0.7727435	0.6704979	0.7441729	0.2037369	0.3821870	0.6977310	0.6511049	0.4588704	0.4290031	0.6100651	0.3357372	0.0000000	0.2317299	0.0214203	0.0172059	0.0334019	0.6286818	0.3683123	0.1849064	0.5168901	0.4301844	0.4908185	0.0011910	0.6078102	0.3359890	0.6820980	0.1179871	0.7602197	0.0098124	0.1381974	0.1451954	0.4767114	0.7834973	0.1949303	0.3397255	0.6055342	0.0023020	0.0885710	0.7779659	0.6489006	0.4490380	0.2527549	0.1376115	0.4471993	0.7332174	0.3485081	0.4195377	0.3191196	0.1974694	0.5105409	0.0268225	0.4672375	0.4127702	0.6030215	0.1685065	0.5802320	0.6809262	0.0292801	0.1486126
1000	0.3741237	0.6531202	0.1516408	0.6644877	0.5376078	0.2504869	0.1840223	0.4570397	0.3073151	0.4300752	0.6375494	0.6073993	0.7260151	0.2047242	0.4569909	0.6958536	0.2377850	0.3590870	0.3918506	0.0159638	0.1231681	0.3384161	0.5888875	0.5172045	0.3218772	0.3573531	0.3085706	0.3591398	0.6780153	0.4661348	0.7385391	0.1167198	0.3465935	0.4352109	0.5504799	0.6100966	0.3123099	0.5097225	0.2893132	0.1964537	0.1346190	0.6712659	0.5297100	0.8098206	0.1639496	0.3752536	0.5998664	0.6526160	0.4779895	0.3410443	0.6213819	0.3371062	0.0010185	0.2671388	0.0869815	0.0165992	0.0273324	0.6984925	0.3367282	0.1491077	0.4340924	0.4279262	0.4706536	0.0003038	0.5310925	0.3466772	0.6600794	0.1548646	0.5923495	0.0267990	0.1570107	0.2489676	0.4078341	0.8445524	0.3016328	0.3323597	0.5307156	0.0003083	0.0746047	0.7693906	0.7282005	0.4476548	0.2939531	0.1682124	0.5768523	0.7296849	0.2695582	0.4229923	0.2673924	0.2503000	0.3997077	0.0080436	0.4807098	0.4543951	0.6698659	0.1376204	0.4550141	0.5246020	0.0695824	0.1340110

0	0.2944830	0.6194705	0.1398244	0.4392308	0.5867434	0.2890986	0.1668903	0.4691797	0.2925513	0.4801566	0.5903063	0.5878481	0.7263380	0.2420004	0.4873881	0.7216104	0.4359215	0.4373049	0.3303721	0.0188341	0.0619194	0.3551879	0.8494711	0.5607768	0.3742878	0.4141923	0.2836114	0.3521285	0.6766147	0.4512772	0.7375334	0.0620966	0.2724832	0.4945045	0.5345547	0.7108055	0.1926683	0.4401969	0.4731399	0.1597192	0.1675132	0.4892228	0.6557248	0.7059540	0.1238191	0.4467249	0.6492148	0.7911001	0.5090393	0.5887441	0.5370171	0.4415390	0.0013076	0.2377074	0.0443465	0.0145385	0.0572752	0.6644855	0.2910473	0.1215579	0.6120884	0.4666397	0.5455600	0.0000799	0.6578165	0.3585756	0.5696306	0.0674080	0.7294392	0.0291126	0.1775929	0.2266575	0.3141051	0.6041218	0.3532312	0.2200733	0.5969636	0.0068540	0.0938002	0.6660554	0.6057180	0.5207528	0.1726411	0.1582904	0.4799098	0.7234943	0.2148029	0.5891540	0.2223616	0.2174747	0.2933161	0.0226599	0.4483609	0.3168156	0.8315584	0.1593035	0.5575167	0.5094147	0.0653372	0.1610610
50	0.3676977	0.7439371	0.1124971	0.6806613	0.4736993	0.3103351	0.1808166	0.3669766	0.3069311	0.4717623	0.7053787	0.5978467	0.6656096	0.3139206	0.6095969	0.8235214	0.2960785	0.3892012	0.2987930	0.1031757	0.1163943	0.5343975	0.6837857	0.4597511	0.3635105	0.3248925	0.3348136	0.2337838	0.6984255	0.3858699	0.6770264	0.1160883	0.2864511	0.5155119	0.5538074	0.3180329	0.2557068	0.5796690	0.2930442	0.1647604	0.1735406	0.6712432	0.4999053	0.5890275	0.1133017	0.4007919	0.6671492	0.4554222	0.5286586	0.5091336	0.7232644	0.4656852	0.0009686	0.1526675	0.0139133	0.0013414	0.0359750	0.8744540	0.3851657	0.1770210	0.4876732	0.3913067	0.4552968	0.0026355	0.6746443	0.3031109	0.7083476	0.2004800	0.6991953	0.0999548	0.1474320	0.1696801	0.4761543	0.6464364	0.3125623	0.3462454	0.5884234	0.0018750	0.1093001	0.6387583	0.5783686	0.4859089	0.1838808	0.1796081	0.5699056	0.6265251	0.2925857	0.4773180	0.3628164	0.2952979	0.3563740	0.0189207	0.6432672	0.2941976	0.6599713	0.1132188	0.5429947	0.5196026	0.2051075	0.1511432
100	0.3553749	0.6895507	0.1286975	0.6175797	0.4483465	0.3856185	0.1412548	0.2535501	0.3655976	0.4398542	0.7229937	0.6114623	0.6232410	0.2949380	0.5845844	0.6369037	0.3684168	0.4365683	0.4199231	0.1916549	0.1481186	0.6729286	0.8160390	0.5971636	0.4198889	0.3214180	0.3256627	0.1232897	0.6797373	0.5096251	0.5422483	0.0665673	0.3541144	0.5563499	0.6042577	0.0919324	0.3262508	0.5171743	0.2380238	0.2368707	0.1988769	0.6408069	0.7014069	0.7102149	0.1084663	0.4327526	0.7508243	0.3925366	0.4695088	0.5566025	0.8131473	0.4568841	0.0005462	0.2914690	0.0347324	0.0148283	0.0247988	0.6861567	0.5137994	0.1792641	0.4726067	0.2731331	0.6567734	0.0002733	0.5813144	0.3406120	0.5881643	0.1574271	0.6811634	0.2040368	0.1177441	0.1499972	0.4298043	0.6845276	0.2726775	0.2015752	0.6582660	0.0011594	0.0927819	0.6833529	0.5866703	0.5673595	0.1872614	0.2422309	0.6636555	0.5893059	0.2682431	0.4912073	0.3779003	0.2367087	0.3553963	0.0393266	0.7058579	0.3507166	0.6523605	0.0708960	0.5187265	0.6083869	0.2822773	0.1598786
150	0.3966669	0.7295005	0.1188922	0.5510533	0.3856178	0.3360952	0.1391694	0.2998530	0.3197470	0.5590730	0.6643641	0.6669849	0.5472699	0.1738034	0.6947854	0.7488284	0.4605900	0.3702044	0.3739223	0.2371675	0.2152387	0.6026707	0.7501826	0.4994170	0.3947206	0.4485421	0.4424614	0.1078166	0.6617588	0.4342079	0.5333100	0.0491447	0.3913850	0.5371866	0.6437518	0.0563830	0.2840207	0.5005882	0.2434444	0.2117123	0.1526263	0.8327947	0.5719690	0.4865590	0.1027426	0.4678215	0.6741261	0.3558051	0.5189367	0.5455805	0.7696887	0.5401857	0.0000941	0.3558889	0.0771498	0.0376863	0.0357501	0.6799357	0.6229281	0.1010108	0.5727398	0.3132053	0.6082043	0.0020791	0.5653446	0.3249976	0.6227851	0.1473300	0.7277609	0.2548607	0.1215134	0.1478165	0.3410349	0.6142928	0.2818768	0.2748645	0.6135715	0.0037086	0.0536992	0.5948471	0.5557636	0.6646780	0.2087347	0.2862518	0.5324979	0.4508403	0.3659548	0.6054150	0.2495751	0.2180010	0.4425509	0.0175307	0.6215223	0.3585213	0.6640119	0.0920799	0.6304773	0.6021143	0.3155204	0.1930796
200	0.3368559	0.5929784	0.0797020	0.6323881	0.3919143	0.3547324	0.0881318	0.3168071	0.3603566	0.4913645	0.5653539	0.5917191	0.7221376	0.1199759	0.6427194	0.8735385	0.4149466	0.4511923	0.4020784	0.2501114	0.2150226	0.5367185	0.7007792	0.5779401	0.4059096	0.5145277	0.4256925	0.0793534	0.6656628	0.2717939	0.5253815	0.1112608	0.2400782	0.6912169	0.7426488	0.0930240	0.3972605	0.4505403	0.3527703	0.1576755	0.2244852	0.6091419	0.5935808	0.6650761	0.0743876	0.5368912	0.6798536	0.2525517	0.5261477	0.4820315	0.7241354	0.4921854	0.0023046	0.3217679	0.0629603	0.0047306	0.0294920	0.6626546	0.4618618	0.1290871	0.5092117	0.3053334	0.6129680	0.0028623	0.5561383	0.3782567	0.5723665	0.1119294	0.5681738	0.2438327	0.0995999	0.1535145	0.3924942	0.8283298	0.2660340	0.1637115	0.6342187	0.0155104	0.1117060	0.7320719	0.5336056	0.5051581	0.1832505	0.3612823	0.3956497	0.6191608	0.3632511	0.6110214	0.2497317	0.2965356	0.5238649	0.0197683	0.5807640	0.3170198	0.6053347	0.1094394	0.6565453	0.6018414	0.3272275	0.2022253
250	0.3312668	0.7520748	0.1043167	0.6846018	0.4364185	0.3788480	0.1935174	0.2488520	0.4289028	0.6015757	0.8249064	0.6598264	0.6650952	0.0578439	0.6276175	0.7611024	0.4377299	0.4183203	0.3805549	0.3163093	0.2004427	0.4920280	0.6396931	0.4852581	0.3571129	0.4272940	0.3617713	0.0680553	0.6569071	0.3631438	0.5036465	0.0627939	0.3338103	0.5944707	0.8150589	0.0503506	0.2744013	0.4310331	0.2243263	0.2702196	0.0911253	0.6467730	0.5675879	0.6618919	0.0358169	0.5480413	0.8701381	0.3251347	0.5181142	0.3973370	0.6595426	0.4176974	0.0008952	0.5104763	0.1186905	0.0205058	0.0439945	0.6590169	0.5611374	0.0873376	0.4926607	0.2486135	0.4883411	0.0019491	0.5615423	0.4091434	0.6015455	0.0993817	0.6769131	0.2214734	0.1463903	0.1926740	0.2276365	0.7181980	0.3027728	0.1448936	0.5407914	0.0120695	0.1126939	0.5990689	0.5210330	0.4646779	0.1731752	0.2679052	0.2469303	0.4861201	0.2834063	0.5126011	0.2918335	0.2261088	0.6219554	0.0204254	0.6289469	0.3275374	0.5733170	0.1035587	0.6033382	0.5636461	0.3405580	0.2400468
300	0.3437059	0.6538368	0.0779003	0.6437632	0.5803005	0.3235476	0.1142943	0.1662382	0.2513493	0.5678398	0.7911436	0.7354454	0.7008767	0.0838234	0.5794995	0.6268155	0.3719400	0.4599650	0.2808629	0.2796484	0.2005901	0.4662272	0.5998494	0.4261829	0.4556074	0.4296892	0.4829523	0.0486534	0.5243986	0.3624813	0.4321131	0.0898072	0.3389252	0.5842528	0.7489210	0.0574285	0.2696944	0.3916693	0.2107723	0.1696956	0.1981479	0.5767797	0.5098947	0.6585214	0.0737334	0.5506913	0.7428285	0.3676428	0.4542094	0.4462921	0.7304318	0.5716509	0.0010320	0.4693087	0.0762962	0.0186370	0.0440604	0.7248040	0.5983349	0.1281263	0.4725453	0.2738822	0.4094304	0.0003639	0.6957340	0.3777607	0.6868801	0.0479259	0.6138460	0.2644319	0.1346800	0.2654106	0.2901665	0.6962417	0.2815686	0.1931181	0.6403166	0.0050871	0.0890291	0.6149045	0.5431886	0.4428478	0.1471422	0.3928568	0.3818496	0.5471583	0.3788456	0.5110733	0.2981927	0.2756740	0.6198024	0.0252122	0.7150740	0.3292580	0.8019376	0.1010537	0.5760470	0.5837551	0.3807376	0.2785962
350	0.3917507	0.5623114	0.1386060	0.5715919	0.5742067	0.3667045	0.1158431	0.1892007	0.3154390	0.6340795	0.6686229	0.6889691	0.8139981	0.0848100	0.6202378	0.7443275	0.3498551	0.5985019	0.3808496	0.2753071	0.1380579	0.3881232	0.7205236	0.3708266	0.3804523	0.4071607	0.3130132	0.0524413	0.7231301	0.3138379	0.5161444	0.0584541	0.3396667	0.6578773	0.7228478	0.0718613	0.2757808	0.3131300	0.2430915	0.2094023	0.1282146	0.5189907	0.6720091	0.7647139	0.0606483	0.5063808	0.6362626	0.4254566	0.4609844	0.5487589	0.6829153	0.4832999	0.0010449	0.3758265	0.0774407	0.0285022	0.0207564	0.5941950	0.4953453	0.1066002	0.6146985	0.3103990	0.5970742	0.0000446	0.6957536	0.4271509	0.6111781	0.0672795	0.6593591	0.2251256	0.1167649	0.2000198	0.3497916	0.6430460	0.2273652	0.1763899	0.6897298	0.0027283	0.0903919	0.7278452	0.4711387	0.5008704	0.0966172	0.3351013	0.4060840	0.5213838	0.3818768	0.3441201	0.2989706	0.3095682	0.5623480	0.0186814	0.6932178	0.2979264	0.8293959	0.1249489	0.6724339	0.5607375	0.4756512	0.3108939
400	0.4120909	0.7660552	0.1600863	0.5500230	0.5601978	0.2897966	0.1136164	0.2179351	0.2667805	0.5024147	0.6660517	0.6839989	0.6383050	0.0768288	0.6406296	0.7409126	0.3755794	0.5795865	0.3605001	0.3036578	0.1441637	0.5310509	0.6224272	0.3469410	0.4715095	0.6378353	0.4177301	0.0918181	0.6663278	0.2857388	0.4476430	0.0538310	0.4112140	0.6327090	0.6654805	0.0386172	0.2957488	0.4071027	0.4323417	0.2537818	0.1125781	0.5618574	0.4508967	0.5996362	0.0584006	0.5006211	0.8134228	0.2886346	0.4514031	0.4476940	0.6702150	0.4465113	0.0004286	0.5121852	0.0808331	0.0071505	0.0522159	0.6460934	0.5288751	0.1294216	0.5362956	0.2627380	0.4430045	0.0002069	0.5872060	0.4090535	0.6532021	0.0623701	0.6728959	0.2501168	0.1680861	0.3376054	0.3870518	0.6002455	0.2658019	0.2546810	0.6217153	0.0010544	0.1110054	0.6450066	0.5555953	0.5474577	0.1391639	0.2658077	0.4075825	0.6341036	0.3524806	0.4093537	0.2756282	0.2538057	0.6343497	0.0071392	0.5809584	0.3752602	0.6847616	0.1494604	0.5837170	0.5279428	0.3134069	0.2911702
450	0.3230621	0.7021095	0.1335208	0.4944749	0.4360010	0.1974356	0.1047346	0.2074901	0.3078031	0.4980490	0.6848512	0.7280518	0.5259996	0.0660896	0.6753926	0.6627381	0.2992227	0.5267321	0.3607260	0.2435956	0.2158160	0.6139943	0.7556041	0.3645398	0.4777226	0.6454049	0.4072816	0.0384772	0.6484102	0.2796209	0.5074442	0.0502380	0.2797084	0.6567432	0.7309060	0.0382601	0.1724622	0.3104924	0.2291359	0.2393325	0.0762925	0.5336943	0.4753167	0.8109230	0.0974260	0.4083686	0.7941740	0.3872480	0.4068930	0.5442660	0.7774187	0.4176611	0.0002747	0.5423867	0.0503733	0.0174574	0.0371284	0.6411097	0.5810677	0.1536775	0.6201192	0.2803046	0.6194929	0.0012356	0.5935374	0.2951968	0.5813754	0.0313381	0.7253519	0.2329318	0.1746500	0.2769916	0.4243032	0.6747302	0.3026420	0.1710492	0.5771604	0.0040585	0.0829184	0.6638939	0.7623224	0.5337470	0.1616929	0.4423440	0.3647040	0.5924466	0.4109595	0.4512433	0.3134642	0.2309301	0.5791021	0.0051961	0.5861998	0.3769262	0.7843408	0.1656316	0.6120856	0.4781278	0.4027133	0.2742943
500	0.3048204	0.6447853	0.1333734	0.5057421	0.4272431	0.2131744	0.1574446	0.2201754	0.3390485	0.5118214	0.7218274	0.7120094	0.6059941	0.0659860	0.7254739	0.8066132	0.4212032	0.3113996	0.4073286	0.3117193	0.2137960	0.4414031	0.6152131	0.4492577	0.4305260	0.5136892	0.5195190	0.0217893	0.6851677	0.3325826	0.4578241	0.0745106	0.3783592	0.5711161	0.6168258	0.0415512	0.2450151	0.3203643	0.2467206	0.3013289	0.1357836	0.4153017	0.4787362	0.7141279	0.0805873	0.3847599	0.7078758	0.3648236	0.5456442	0.4781609	0.6103700	0.3724189	0.0000000	0.6211792	0.1237494	0.0160283	0.0069803	0.6723711	0.4677213	0.1652129	0.3902414	0.3178704	0.5519218	0.0008959	0.7047349	0.3483998	0.7615502	0.0347661	0.7762513	0.1475991	0.1904861	0.2472595	0.4698049	0.6996350	0.3928919	0.2012788	0.7684010	0.0007751	0.0577474	0.7092572	0.6116823	0.7024234	0.0791645	0.3646061	0.3369879	0.5095898	0.4233116	0.2431926	0.3538484	0.2829633	0.5203672	0.0269634	0.6028226	0.3550744	0.7894762	0.1842495	0.5955986	0.4984947	0.3072447	0.2290619
550	0.3474359	0.6717632	0.1398399	0.4889248	0.4002270	0.2126939	0.2165891	0.1836500	0.2456640	0.6040613	0.6594328	0.7069277	0.7101736	0.1690616	0.5174703	0.6838051	0.3628611	0.4849257	0.3322931	0.2730507	0.2144811	0.4384546	0.5459592	0.4473041	0.4588371	0.5759040	0.5965522	0.1381792	0.8216414	0.3416500	0.6188307	0.1125964	0.3815958	0.5426135	0.6492237	0.3427507	0.2096670	0.4683569	0.2365938	0.4418496	0.1608402	0.5644724	0.5808536	0.6119920	0.1577493	0.3767195	0.6341580	0.3841126	0.5051519	0.3371436	0.7124011	0.3587530	0.0000000	0.4113011	0.0633340	0.0062774	0.0295649	0.7623188	0.3744087	0.1359936	0.5126803	0.2341996	0.5185175	0.0010685	0.5965915	0.2967726	0.7251162	0.0575656	0.6397569	0.0965511	0.1540558	0.2191624	0.4316382	0.6430477	0.3127890	0.1152485	0.7661657	0.0046071	0.0645619	0.7531245	0.5530384	0.7441499	0.0976415	0.3437932	0.4525396	0.7092741	0.4412832	0.3657812	0.2402074	0.2268907	0.5804365	0.0246028	0.5472102	0.4589299	0.6825508	0.2925386	0.6182734	0.5086587	0.3132645	0.2991431
600	0.3482394	0.5181446	0.1332918	0.5364165	0.4987072	0.1934517	0.1705516	0.3480634	0.2221654	0.6763588	0.5222879	0.7889880	0.6658050	0.1401870	0.5436765	0.7843381	0.4051058	0.3613244	0.3732657	0.2763701	0.1434974	0.3604246	0.6185020	0.4705293	0.4550850	0.5626349	0.6137194	0.2645499	0.7111804	0.3877647	0.5670089	0.1066595	0.3754993	0.6292518	0.5729371	0.6507051	0.1998238	0.5486135	0.3120192	0.3093857	0.1830819	0.5921489	0.5774991	0.6678293	0.1840585	0.3400361	0.7764631	0.4529488	0.5840228	0.3203587	0.5320591	0.4267696	0.0016692	0.5466349	0.1364960	0.0070917	0.0397547	0.6301454	0.3244330	0.1323765	0.5150197	0.2314807	0.4646148	0.0001101	0.6734766	0.3935033	0.7016306	0.0965446	0.7653183	0.0361084	0.1716912	0.2224903	0.3901388	0.7238692	0.3518815	0.1496732	0.6330699	0.0002908	0.0481838	0.6564950	0.5744653	0.6901250	0.1913185	0.2852855	0.3557634	0.5383717	0.4205511	0.4033123	0.2675454	0.1526318	0.4098379	0.0173737	0.5676078	0.3197761	0.7548899	0.2108126	0.7503166	0.4584711	0.2797852	0.2924131
