Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G66A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.3309826	0.8794963	0.0562029	0.2037236	0.6106303	0.1011814	0.1618559	0.5428675	0.1348785	0.6739374	0.9163826	0.0982524	0.1172020	0.2669089	0.9097426	0.6969863	0.0678268	0.5025981	0.3832919	0.0061527	0.4026536	0.1683331	0.2185220	0.8188835	0.8263508	0.3658726	0.8738973	1.0165688	0.3893235	0.0258559	0.2202198	0.0629522	1.0065405	0.0783729	0.2182763	0.5142900	0.2034536	0.8144454	0.2407715	0.4925682	0.0096524	0.0611569	1.0015646	0.4984186	0.5537942	0.2846478	0.0595075	0.1909809	0.0260942	0.7949506	0.9163241	0.5035004	0.7613432	0.8240313	0.7389081	0.4916892	0.0474573	0.4652773	1.0127611	0.2271467	0.1895200	0.4819451	0.0003665	0.0030409	0.6808955	0.3196468	0.9982348	0.6060656	0.0218605	0.6990598	0.9710905	0.2322660	0.4751103	0.8098500	0.0602507	0.2676694	0.5800266	0.3022042	0.8608382	0.4690704	0.4529644	0.3669568	0.0230895	0.4782829	0.5877027	0.1831545	0.8349072	0.7889617	0.6430498	0.7984581	0.3838613	0.5014657	0.7443672	0.9973293	0.0000000	0.3113919	0.6500572	0.4896097	0.7193323	0.0009653
500	0.3690822	0.9045403	0.0377895	0.2163327	0.6106339	0.1015705	0.1804186	0.5430824	0.1478808	0.5607388	0.9876225	0.0983693	0.1126735	0.2322410	0.9855165	0.7276531	0.0522335	0.4327893	0.3619825	0.0063936	0.4233284	0.1312281	0.1598553	0.8501749	0.9269101	0.4371225	0.9358613	0.9918939	0.3799225	0.0426651	0.2166165	0.0594684	0.9992686	0.0701749	0.2928825	0.6064895	0.2445402	0.6894949	0.2467531	0.4790330	0.0040325	0.0638522	0.8536010	0.5601087	0.4956234	0.3229297	0.0307415	0.1789924	0.0173651	0.7874449	0.9575809	0.4695222	0.6510749	0.8422883	0.7261423	0.4851507	0.0477208	0.4926075	0.9963016	0.1738919	0.2788049	0.3716662	0.0001708	0.0006182	0.6250860	0.3370102	0.9477746	0.5916362	0.0226658	0.7855610	0.9254988	0.1873432	0.4273864	0.8644957	0.0770441	0.3193668	0.6050380	0.3772214	0.7847462	0.5382746	0.5092634	0.3889587	0.0195636	0.4119373	0.5809605	0.1980327	0.7998169	0.8086858	0.6411522	0.8211268	0.4132999	0.5223251	0.8047484	0.9428105	0.0000672	0.2749899	0.6298742	0.4842040	0.7037530	0.0001606
550	0.4225084	0.5943408	0.0569861	0.2266283	0.5353288	0.0551730	0.2030675	0.4900761	0.7556827	0.5911685	0.6129708	0.1236727	0.1210781	0.2400939	0.5361497	0.5685786	0.3468367	0.4860063	0.1375281	0.0107803	0.5371917	0.1147144	0.1637483	0.8875931	0.7707346	0.4690523	0.9013568	0.9923881	0.3910193	0.0452694	0.2621799	0.0531795	0.9990384	0.0598664	0.2501586	0.5694104	0.1348056	0.6936787	0.2455850	0.5430739	0.3456768	0.0688182	0.8863972	0.3950577	0.5984899	0.1006920	0.0260761	0.1603443	0.3138759	0.6426672	0.9879576	0.5392405	0.6063431	0.7118858	0.8139613	0.5288519	0.0308672	0.4627187	0.9379380	0.1586287	0.3160525	0.5535704	0.0587727	0.0034900	0.2904200	0.6013289	1.0273100	0.6202696	0.3076352	0.7391946	0.9376427	0.2157293	0.2175871	0.6730178	0.0147804	0.2737645	0.6319100	0.0445384	0.8101147	0.5538601	0.5764293	0.3256544	0.0865236	0.7540484	0.6017034	0.1875448	0.8460712	0.8893355	0.5923351	0.8560911	0.5081067	0.5667252	0.8457553	1.0493002	0.0000157	0.2614756	0.6796339	0.4621219	0.7460504	0.0003462
600	0.3762748	0.4448500	0.2760412	0.3613787	0.5298928	0.0323124	0.2119170	0.4826585	0.7199394	0.6963715	0.5373976	0.1807529	0.0888450	0.2682216	0.3597133	0.2859236	0.4391472	0.6926362	0.0709029	0.0079818	0.5419006	0.1430465	0.2131252	0.9003680	0.6652035	0.4326487	0.8582543	0.9918104	0.3701215	0.0386359	0.2956288	0.0439159	1.0054473	0.0399138	0.2507525	0.5919597	0.0920659	0.7093989	0.3275259	0.6415979	0.3937947	0.0573521	0.9447927	0.3539844	0.5811041	0.1153094	0.0339511	0.1965021	0.3739686	0.6159402	0.9246511	0.4726088	0.6167136	0.6228667	0.8694959	0.7999640	0.1348745	0.4206748	0.9933805	0.1509944	0.3711163	0.5304371	0.0713422	0.0000121	0.0834173	0.7925317	0.9217470	0.7439638	0.3451910	0.7571231	0.9149890	0.3490416	0.1553661	0.6285289	0.0039548	0.2598207	0.7003118	0.0479846	0.7947149	0.5546487	0.6371472	0.3879470	0.0790245	0.8038456	0.6684558	0.1855061	0.8133880	0.9637182	0.5073952	0.8173167	0.5869022	0.6885896	0.7492479	1.0493286	0.0001197	0.2479951	0.6832331	0.4947972	0.7887029	0.0000000
650	0.3886619	0.2551531	0.5073671	0.4280177	0.5166011	0.0162755	0.1986916	0.5417312	0.5688685	0.7924706	0.5698276	0.3370890	0.1206840	0.3615527	0.1860212	0.2011650	0.4986528	0.8610120	0.0408931	0.0004369	0.5534784	0.1736136	0.2506316	0.9419917	0.7102912	0.4234211	0.7758831	1.0252100	0.3938285	0.0358293	0.2667860	0.0499935	0.9428657	0.0311390	0.2676779	0.5283179	0.0577660	0.7602849	0.3792552	0.6437968	0.6817108	0.0945439	0.9701545	0.3422024	0.5719838	0.1075245	0.0279460	0.3892264	0.4360990	0.6784520	0.9711859	0.3113549	0.6654717	0.6591080	0.7577887	0.7877454	0.1930835	0.4129124	1.0806572	0.1952710	0.4891584	0.3806337	0.0753598	0.0032862	0.0742344	0.9389052	0.8600233	0.8323045	0.3670364	0.7181288	0.8937250	0.5606697	0.1359871	0.5954084	0.0012750	0.2203409	0.7475061	0.0734452	0.8220558	0.5701552	0.6065080	0.3893909	0.0948613	0.7758533	0.7471800	0.2054699	0.9290024	0.9102652	0.5881205	0.8265136	0.6161458	0.7335431	0.5704910	0.9884647	0.0001560	0.1990505	0.5987194	0.4243499	0.9212496	0.0007928
700	0.4116473	0.1466958	0.7097635	0.5430827	0.4986678	0.0000000	0.2004163	0.6357621	0.3306795	0.8786460	0.5274737	0.5237396	0.1325069	0.3817759	0.0840102	0.1826626	0.6426040	0.9501388	0.0685766	0.0063856	0.6683143	0.2184047	0.2348376	1.0194114	0.6903771	0.3832939	0.6371199	1.0053269	0.5562684	0.0300400	0.2353765	0.0569847	0.7644389	0.0258673	0.1918766	0.4271083	0.0372208	0.7077739	0.4359979	0.5436489	0.5569302	0.0879200	0.7922979	0.4075655	0.6515574	0.1128774	0.0619139	0.5061822	0.4550609	0.6568915	0.9988831	0.1677897	0.7309056	0.7666938	0.8139631	0.8610305	0.2255910	0.3135177	1.0223627	0.2030247	0.5561175	0.2830319	0.0624499	0.0015035	0.1103493	1.0590342	0.7211345	0.8088619	0.3328642	0.7897433	0.9109936	0.5916508	0.0989375	0.5985029	0.0054852	0.1153117	0.6623108	0.0579196	0.8068373	0.6138410	0.5910078	0.4354991	0.0606344	0.7388406	0.8876154	0.1926515	0.9773544	0.9795680	0.6133809	0.8248082	0.8294819	0.7419902	0.4066960	0.9101881	0.0000216	0.3069469	0.3821364	0.5205920	0.9417122	0.0000102
750	0.3972296	0.1244755	0.7723805	0.6308120	0.4506034	0.0209155	0.2145318	0.6590581	0.1496668	0.9096985	0.4107558	0.7119041	0.1483079	0.4385023	0.0288714	0.1641945	0.6522589	0.9604029	0.0503281	0.0072999	0.7096932	0.2771160	0.2761672	0.9310619	0.6886212	0.2940024	0.6116777	0.8044355	0.6903393	0.0290734	0.2387397	0.0598967	0.5306543	0.0262126	0.1626261	0.3417773	0.0275591	0.6559861	0.5271976	0.4471182	0.3718342	0.0772397	0.8335642	0.3546464	0.6000957	0.0863376	0.1280012	0.6112582	0.4532759	0.4937957	0.9747039	0.1101830	0.7666364	0.7963976	0.7807127	0.8761079	0.2803279	0.3042442	0.9462316	0.2646973	0.6281637	0.2394581	0.0464604	0.0018033	0.1645342	1.0034142	0.6173820	0.8292137	0.3152525	0.7746355	0.9219534	0.7255420	0.1803376	0.6041136	0.0011844	0.0888927	0.5493874	0.0339827	0.8440180	0.6008084	0.4232284	0.4914881	0.0596490	0.6601725	0.9445279	0.1767016	0.9555904	1.0451824	0.6797995	0.6896336	0.7892672	0.7870868	0.4244010	0.8658325	0.0001274	0.3040273	0.3167118	0.4745646	0.8968252	0.0006684
800	0.3795519	0.0915959	0.7410071	0.6870413	0.4958794	0.0177367	0.2224147	0.7014434	0.1029865	0.9580752	0.2035485	0.8904586	0.1571527	0.5647204	0.0176775	0.1541633	0.7297418	0.9023061	0.0594877	0.0080739	0.5403062	0.2899108	0.3252965	0.9075892	0.5947799	0.2199833	0.4740490	0.7972066	0.6743947	0.0281639	0.2661217	0.0631783	0.4687071	0.0305049	0.1228549	0.3773056	0.0211727	0.5761527	0.4564837	0.4189905	0.1964852	0.0965074	0.7881372	0.3621104	0.5580500	0.0832366	0.1654533	0.5383664	0.3984771	0.3626102	0.9600628	0.1138222	0.7978896	0.7836124	0.7689839	0.7957905	0.3564834	0.1850557	0.9305702	0.2804195	0.6120552	0.1834514	0.0839726	0.0067156	0.1511758	0.9386594	0.5087650	0.7138942	0.3111092	0.7014742	0.8231124	0.6590335	0.2733200	0.5886089	0.0008458	0.1230126	0.5288915	0.0060481	0.8605021	0.5757239	0.3304495	0.5222517	0.0361776	0.6609805	0.9982213	0.1693766	0.9154505	1.0311150	0.6913872	0.6304436	0.9272712	0.7847752	0.3796260	0.9780956	0.0016210	0.2412808	0.2712846	0.5376821	0.7953180	0.0010903
850	0.3648320	0.0831275	0.7063740	0.7923598	0.4657028	0.0271207	0.2300758	0.6353694	0.0640995	0.9621451	0.0839142	0.9131480	0.1812332	0.7256668	0.0196692	0.1480363	0.6310151	0.9430259	0.0659578	0.0121785	0.5509906	0.3049249	0.3455109	0.8806103	0.5498427	0.2014997	0.4422574	0.7431056	0.6565031	0.0768267	0.2782559	0.0453377	0.4563528	0.0302780	0.1384612	0.3046850	0.0112094	0.6060711	0.5243272	0.3861318	0.2445581	0.1046436	0.8233000	0.2845012	0.5694980	0.1061011	0.1730611	0.5839334	0.3968475	0.3025238	0.9877965	0.1214022	0.7991030	0.8783323	0.8141099	0.8059373	0.3585823	0.2720287	0.9262117	0.2603965	0.6556719	0.1901143	0.1403493	0.0108322	0.1680558	0.9520232	0.4105142	0.7383099	0.3817116	0.7064833	0.8882274	0.7324646	0.2713366	0.6308037	0.0025782	0.2131070	0.6332522	0.0217733	0.8803954	0.6109251	0.3308376	0.5766138	0.0700586	0.7045734	0.9457272	0.2556011	1.0488282	0.9980174	0.6732823	0.5583919	0.8212659	0.7125433	0.4026873	0.9037194	0.0003123	0.2039906	0.2375142	0.4240319	0.7223748	0.0036372
900	0.3255102	0.0825002	0.7607483	0.7968665	0.4782451	0.0150174	0.1915843	0.6278813	0.0698861	0.9105376	0.0729699	0.9425495	0.2692715	0.7098439	0.0139895	0.2513236	0.7648066	0.9248116	0.0706139	0.0086076	0.5482288	0.3199571	0.3085896	0.8705914	0.5009368	0.1341983	0.4875632	0.6431947	0.7582413	0.1578489	0.3022449	0.0657585	0.4230115	0.0503466	0.1288793	0.2189840	0.0082421	0.6180157	0.4703199	0.3751723	0.3793794	0.1528251	0.6286481	0.2620419	0.5944051	0.1036551	0.2225924	0.6965166	0.3969003	0.2816944	0.8822535	0.1174255	0.7975548	0.8685731	0.7058462	0.8587643	0.3836532	0.2070232	1.0032875	0.2195916	0.6100028	0.1525009	0.1644822	0.0052249	0.1213288	0.8735832	0.3621257	0.6856505	0.3651291	0.7080245	0.8000051	0.7022300	0.2651556	0.6260441	0.0035541	0.1321577	0.7053753	0.0285355	0.8801350	0.5975194	0.3092120	0.5624939	0.0338509	0.7365455	1.0936485	0.2878436	1.0040481	1.0157330	0.6970232	0.6078180	0.8750647	0.7807515	0.4348946	0.8713806	0.0015835	0.2074173	0.2614494	0.4836438	0.6273287	0.0000017
950	0.4151621	0.0818114	0.7537848	0.7939726	0.5118567	0.0068850	0.2124345	0.6853240	0.0707939	0.9546377	0.0906689	1.0258222	0.3361349	0.6384339	0.0160454	0.3124292	0.7050018	0.9728276	0.0684486	0.0052440	0.5436034	0.3467864	0.2756652	0.8363299	0.4582376	0.1313339	0.5362747	0.6276687	0.7935225	0.2014908	0.3059726	0.0555253	0.5042065	0.0481569	0.1119993	0.1915148	0.0296273	0.5862399	0.4562703	0.3942983	0.1205978	0.1957683	0.6349439	0.1727736	0.5621393	0.1000268	0.2469415	0.6542576	0.4473513	0.3064736	0.8895371	0.1536167	0.7584583	0.8603881	0.6682693	0.8723439	0.4502858	0.2020337	0.9991572	0.1547746	0.5724591	0.1424795	0.1671538	0.0118963	0.1696014	0.9363139	0.3669187	0.7139827	0.3506273	0.6797190	0.8474468	0.7031236	0.3228886	0.6199543	0.0056499	0.0767372	0.6645312	0.0280286	0.8932491	0.5699924	0.2790263	0.5646813	0.0151792	0.7892859	1.0684528	0.4167097	0.9951569	1.0526626	0.5764405	0.5776861	0.9012868	0.8760630	0.4084526	0.9071606	0.0011637	0.1728947	0.2686626	0.4741566	0.5618169	0.0009783
1000	0.4447550	0.1125624	0.7992425	0.8612342	0.4984519	0.0121342	0.1878969	0.6955571	0.0632272	0.9294584	0.1074372	1.0279664	0.3040185	0.6863592	0.0258493	0.2609130	0.6803433	1.0239622	0.0745260	0.0046697	0.5480782	0.3871861	0.3162400	0.8874975	0.4559985	0.1400105	0.5859289	0.4843736	0.9086315	0.2281826	0.2835055	0.0515032	0.4106095	0.0573891	0.1026362	0.2051319	0.0435675	0.5621726	0.5358197	0.3665585	0.0485339	0.2501431	0.4937230	0.1564680	0.6201032	0.0958015	0.2630038	0.6853555	0.4636462	0.3619097	0.9014631	0.1576787	0.7713686	0.7677974	0.6764501	0.9417527	0.3724895	0.1998244	1.0785652	0.1603533	0.6130324	0.1179587	0.1567866	0.0044479	0.1634116	0.9093051	0.3302085	0.6783115	0.3846393	0.7004145	0.8533561	0.6797680	0.3571667	0.5322493	0.0084880	0.0692163	0.6523371	0.0233816	0.9369514	0.6108747	0.2468735	0.4604657	0.0029975	0.7953915	0.9603733	0.4370570	0.9600868	1.0893855	0.5809612	0.5242054	0.9047035	0.8982420	0.3447582	0.8955709	0.0002140	0.2056461	0.2321692	0.4852685	0.4411311	0.0009029

0	0.4547164	0.0938054	0.8101924	0.9068715	0.4879340	0.0088194	0.1563960	0.6934362	0.0444210	1.0315668	0.1482232	1.1179059	0.3943367	0.7695501	0.0371963	0.2708034	0.7494685	1.0065814	0.0648039	0.0036324	0.5292140	0.3648660	0.3174784	0.6694553	0.4250632	0.2161950	0.5402803	0.5058996	0.8263022	0.2047339	0.2538345	0.0662445	0.4304522	0.0585419	0.0998684	0.1734521	0.0611049	0.6025927	0.5051470	0.2515900	0.0012059	0.4810280	0.2663113	0.0915979	0.6722883	0.1090981	0.3618301	0.7088481	0.6661390	0.2110534	0.8739635	0.2125124	0.7565025	0.5756366	0.5095127	0.7714709	0.4347196	0.2317871	1.0696955	0.0769832	0.5483272	0.1137206	0.2340384	0.0364611	0.1724046	0.5174863	0.3047459	0.6350790	0.3297837	0.5532918	0.8759630	0.6456399	0.4225898	0.4583475	0.0027477	0.0434908	0.5639279	0.0274048	0.9602974	0.5081772	0.2071565	0.5343312	0.0003768	0.6925954	1.0478293	0.5778420	0.9813538	0.9991747	0.5568725	0.5626537	0.8972125	0.8988339	0.3411344	0.9646611	0.0035463	0.2942042	0.1740464	0.2751644	0.2724695	0.0002147
