G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G76A	G94	G95	G96	G97	G98	G99	G100
0.0868820	0.1122502	0.1553585	0.0048067	0.7782321	0.0064098	0.0005358	0.3775937	0.2553762	0.8469516	0.3761483	0.9730243	0.6269664	0.1363121	0.0325691	0.6958776	0.5406371	0.8887620	0.8637215	0.9995844	0.2126872	0.7727529	0.7398795	0.1915920	0.0977529	0.5762860	0.4125732	0.0429674	0.6690412	0.2615438	0.7244316	0.6907735	0.9845724	0.9994747	0.0756061	0.0075212	0.7866693	0.3210027	0.4083339	0.7871474	0.6115441	0.8608058	0.3212254	0.5921622	0.7217271	0.7698692	0.8690807	0.9645847	0.5842670	0.9919927	0.5989678	0.9117298	0.6394643	0.1537022	0.3093799	0.6816203	0.6603979	0.2504910	0.3179866	0.1750349	0.4564697	0.3143498	0.2202163	0.5095640	0.4295235	0.9572087	0.6539304	0.6526672	0.0191685	0.5557135	0.7812605	0.8220079	0.5938041	0.1352888	0.6990141	0.0015793	0.7550680	0.9475195	0.1485236	0.0039718	0.9291401	1.0000000	0.3221874	0.8356412	0.6164087	0.4934008	0.6366140	0.9860628	0.9453096	0.7082787	0.7955013	0.6126582	0.6969281	0.7493007	0.2501983	0.2117987	0.9985618	0.6031935	0.5323489	0.9893933
0.8692604	0.3000172	0.2891388	0.4988561	0.9999617	0.0238076	0.0005681	0.4009501	0.2646262	0.7882618	0.4721836	0.9379368	0.2375574	0.8063578	0.0015838	0.8145902	0.4234314	0.6926515	0.5475935	0.2843365	0.0038406	0.5805574	0.8032396	0.1299830	0.7152477	0.5868753	0.1525034	0.0160062	0.2949017	0.0091562	0.4748808	0.5594726	0.9816971	0.8631211	0.0070425	0.0061766	0.8520101	0.2290581	0.1184197	0.0991104	0.9477075	0.4322274	0.5670628	0.3030717	0.7678831	0.7642716	0.8279878	0.7318156	0.4149417	0.1644504	0.5769659	0.1656087	0.5770862	0.6801170	0.4701573	0.0204714	0.6452578	0.0994390	0.0000368	0.0522066	0.4257520	0.5398714	0.6713873	0.1441389	0.4676005	0.8521470	0.4462239	0.7246005	0.0645207	0.1633362	0.7448336	0.9431414	0.2594755	0.5603276	0.6106135	0.1250719	0.3686725	0.5061338	0.7576640	0.0054246	0.7303817	0.8805848	0.4463782	0.9859893	0.5229105	0.2519461	0.6365621	0.9991077	0.5854807	0.6879933	0.8284085	0.5960875	0.7519503	0.8008295	0.4301070	0.6892509	0.9910114	0.8377477	0.0789740	0.7209922
0.1183197	0.3093195	0.0006620	0.1824799	0.7443630	0.2829492	0.1345967	0.2198923	0.1938710	0.7695891	0.5011000	0.9184760	0.6200737	0.8779600	0.0448875	0.9800396	0.4135953	0.7218882	0.4217862	0.9975167	0.4197541	0.2709483	0.8853647	0.1113360	0.6123429	0.4543117	0.4074571	0.0325785	0.6390029	0.0429026	0.5389896	0.5613623	0.9845794	0.9998711	0.0577072	0.0075210	0.7957450	0.1816874	0.2280138	0.1621715	0.7594010	0.6870581	0.2714692	0.2812518	0.8713178	0.9369917	0.8789230	0.6277988	0.9811198	0.2045514	0.8234594	0.8054076	0.8707204	0.7926870	0.7414845	0.0197970	0.7545812	0.0475094	0.0197640	0.0352987	0.1563447	0.3814484	0.1017901	0.5714156	0.1884375	0.7631227	0.0991058	0.6848905	0.5028854	0.0396461	0.9565911	0.9004109	0.2510828	0.8236001	0.5614286	0.1255222	0.7577391	0.8309645	0.4360258	0.0013343	0.7403480	1.0000000	0.1788120	0.6756708	0.7644965	0.3836898	0.6436865	0.5553465	0.9960312	0.7006689	0.4793788	0.5014114	0.6887264	0.5477718	0.5881066	0.4124008	0.9069597	0.7109682	0.4113118	0.6486388
0.6606713	0.1908140	0.4510140	0.3247287	0.9754212	0.1639389	0.0000226	0.4338350	0.2779562	0.7222344	0.2492931	0.5835426	0.7738364	0.4063827	0.0003690	0.6813284	0.5707818	0.9018866	0.7547155	0.9900396	0.0310468	0.7285063	0.5587141	0.6193758	0.9287618	0.7269020	0.2048075	0.0386749	0.7207056	0.0074761	0.5348733	0.5612990	0.9844831	0.9944411	0.1186609	0.0075240	0.8004274	0.1430485	0.0909376	0.3873899	0.7888083	0.5590226	0.5293949	0.4703414	0.9035659	0.9917132	0.9201652	0.8706874	0.5591090	0.1290879	0.6339505	0.0075344	0.1674919	0.6134659	0.9297471	0.4412639	0.3403037	0.2934931	0.3179845	0.1200336	0.6043558	0.1169767	0.6816357	0.1723174	0.7225555	0.6686718	0.7431107	0.1098316	0.3306576	0.1388972	0.9560996	0.9989732	0.1935299	0.3583110	0.8928739	0.0034735	0.5018108	0.4574868	0.4658695	0.1099717	0.7243392	0.7732254	0.0062840	0.3854964	0.7605893	0.1491116	0.8129245	0.8586535	0.6811113	0.7824354	0.3424444	0.5192445	0.6412686	0.8706397	0.1396781	0.2596700	0.9648986	0.8366768	0.7913990	0.9799040
0.2628441	0.3793122	0.0605155	0.3470224	0.9605630	0.1240983	0.4833576	0.3994798	0.2640486	0.7915264	0.4935959	0.7316425	0.5887445	0.3334727	0.0191140	0.9686612	0.1768243	0.7684726	0.6502291	0.9995536	0.1729442	0.3175943	0.8746576	0.4377402	0.2790565	0.4470430	0.3974109	0.0422266	0.5220424	0.0003654	0.5072794	0.5851398	0.9831682	0.9267537	0.0000929	0.0047750	0.7913444	0.2838703	0.2855298	0.3445392	0.3538928	0.7807765	0.4498131	0.3328653	0.3652595	0.6059671	0.8693204	0.9665518	0.6207422	0.7275246	0.4637947	0.5884754	0.2273728	0.6681404	0.5068215	0.8151940	0.5658999	0.5843916	0.2418832	0.0004503	0.6471822	0.2549040	0.5943186	0.6162986	0.2567326	0.2635504	0.2339229	0.6256739	0.4276493	0.0151930	0.9985429	0.6946608	0.1729801	0.1335781	0.5139373	0.1512843	0.9380228	0.7148556	0.0466443	0.0003017	0.9897269	0.4943571	0.0089468	0.2395250	0.1504375	0.1313699	0.6349604	0.8537301	0.9349117	0.9999767	0.1849323	0.1889466	0.1065382	0.9975439	0.3351292	0.4538673	0.9055782	0.6584715	0.2114472	0.9520884
0.2652848	0.5194862	0.0040024	0.2459825	0.9184217	0.0795480	0.0000705	0.3469916	0.2434559	0.9481447	0.3552238	0.9511257	0.6720235	0.1440373	0.0001018	0.6924673	0.4724530	0.9043200	0.9593868	0.6334532	0.2440987	0.5296459	0.8423641	0.4729435	0.0050031	0.6144174	0.5061557	0.0488430	0.4064343	0.6179560	0.1510796	0.6595910	0.9670389	0.5409755	0.2169383	0.0080968	0.6556741	0.5296751	0.5062311	0.1832694	0.7685448	0.9970070	0.0742285	0.5777251	0.9045413	0.9901350	0.8902958	0.6071792	0.5282602	0.9999999	0.7848273	0.6502840	0.8687782	0.1241741	0.6682384	0.0497882	0.8103483	0.0000320	0.1844326	0.3118176	0.6428713	0.3276460	0.5170048	0.4580517	0.1589156	0.4550264	0.7775146	0.1504014	0.0037782	0.3420812	0.9556124	0.6230061	0.4522624	0.2704075	0.7340000	0.0674148	0.8070676	0.9234962	0.6963421	0.2753039	0.9999643	0.7277417	0.0120813	0.6917434	0.2108231	0.2526903	0.6386535	0.6944043	0.9201851	0.7439529	0.2626551	0.5050082	0.6022596	0.9472085	0.2537010	0.1155745	0.9999896	0.6900284	0.8360919	0.9981099
0.0833445	0.5252646	0.3515015	0.4794618	0.7616969	0.3256646	0.2298221	0.2480858	0.1465546	0.6415314	0.6255123	0.6966956	0.4496036	0.5220184	0.0491467	0.8616096	0.0711856	0.4498234	0.4005652	0.9982212	0.6396368	0.2968975	0.4849362	0.7217518	0.2491617	0.4242029	0.3955735	0.0412486	0.1061492	0.4309074	0.3708691	0.6920896	0.9544796	0.3352943	0.2952256	0.0085288	0.8178980	0.2764824	0.2801917	0.5301432	0.6470620	0.8416110	0.3815294	0.7375491	0.7695354	0.9751132	0.9410770	0.9352402	0.5961513	0.7997629	0.4509223	0.8875074	0.4746108	0.7562464	0.6850127	0.1184420	0.6533016	0.0003705	0.1889017	0.6167851	0.3966382	0.5227420	0.0570118	0.3605267	0.2900010	0.4616232	0.4862743	0.7409327	0.0103480	0.7654315	0.8281257	0.8987254	0.4358214	0.3137937	0.0534059	0.0386688	0.8157686	0.8379954	0.2994944	0.0003916	0.9997686	0.7842110	0.0025156	0.8911175	0.7739327	0.0365845	0.6477406	0.8791214	0.6649080	0.7083523	0.4825806	0.9700944	0.8069442	0.9437773	0.4079943	0.2290358	0.8970004	0.6260981	0.4289937	0.7196194
0.0707602	0.6020718	0.3285461	0.0306503	0.9998461	0.0371224	0.3733385	0.0316236	0.0899871	0.6920137	0.4656949	0.8846860	0.8939552	0.5258811	0.0000712	0.9131887	0.4473610	0.8328167	0.9391436	0.0067482	0.1424258	0.3420080	0.8599334	0.4541113	0.4159070	0.4677903	0.3905910	0.4273309	0.8533349	0.1482116	0.7506215	0.6873042	0.9868572	0.9325351	0.0932310	0.0074509	0.8277040	0.2627603	0.2423641	0.2741667	0.8843409	0.4457838	0.6763872	0.4909243	0.7594157	0.9563358	0.9653569	0.9994709	0.4120955	0.4117280	0.6036736	0.8389665	0.9391625	0.5592698	0.8860773	0.2125531	0.4173706	0.0096629	0.0117081	0.0759660	0.5402207	0.1032472	0.2553556	0.4530107	0.2904694	0.9934222	0.1244500	0.3517867	0.0588320	0.5984384	0.9997962	0.9546120	0.4026938	0.5776356	0.5342083	0.0877281	0.9610872	0.6476684	0.4487432	0.0000890	0.5660032	0.7727495	0.2587601	0.3374296	0.8849527	0.1454236	0.6876846	0.8952072	0.7402618	0.7340769	0.2142551	0.2420718	0.2003291	0.9953552	0.3628643	0.2921390	0.9996069	0.9078900	0.8309042	0.9075029
0.1129511	0.3920136	0.0098529	0.1297437	0.8633924	0.0513746	0.0004361	0.5401103	0.2838767	0.6978618	0.4217374	0.9386762	0.2244820	0.9807453	0.0330693	0.6599344	0.2598344	0.6863904	0.6959388	0.9821117	0.0433754	0.3084420	0.8763302	0.4358414	0.8587853	0.2967599	0.2161829	0.1223669	0.0125662	0.1728400	0.2542155	0.6535905	0.9621335	0.4512749	0.3423774	0.0082558	0.9380944	0.1101819	0.1327929	0.2505764	0.9924256	0.5509669	0.6583763	0.4400260	0.9150264	0.9888999	0.7086807	0.4567791	0.9877107	0.1366593	0.4499468	0.2700231	0.4897636	0.8149079	0.5210070	0.0024103	0.6873801	0.0040593	0.0002499	0.1615779	0.2374287	0.1521410	0.6376185	0.3535737	0.2607150	0.5196381	0.0977471	0.7744062	0.2703645	0.2606422	0.6106898	0.7744904	0.0355987	0.4663195	0.5016453	0.0250627	0.7791907	0.9434010	0.9969372	0.3326373	0.6855025	0.6753194	0.0421642	0.6071710	0.3990037	0.1846194	0.9006905	0.7037328	0.9830557	0.9702759	0.7429595	0.4174020	0.8645164	0.9997054	0.0617520	0.0179597	0.8490088	0.8169895	0.1559746	0.4675926
0.3219494	0.1872761	0.5134283	0.3150239	0.8953884	0.1245322	0.0851187	0.0667279	0.0498886	0.7568058	0.2903329	0.8370542	0.5687570	0.1160011	0.0028453	0.6785443	0.5724783	0.9306285	0.9857177	0.0041130	0.3290821	0.4165457	0.7703769	0.1089877	0.1426425	0.4486872	0.4084023	0.0172371	0.5659461	0.6397537	0.6156073	0.6325431	0.9845784	0.9998144	0.0619851	0.0075210	0.7940629	0.3103176	0.2286602	0.0670853	0.6416238	0.8995219	0.5262427	0.2836967	0.9167885	0.9551845	0.8660857	0.9410301	0.4217716	0.6328080	0.5848822	0.9302834	0.9515444	0.4119751	0.7521269	0.4443719	0.6758924	0.0249715	0.0128362	0.2650377	0.5246698	0.2316110	0.1651578	0.3625883	0.1957320	0.0903553	0.1365964	0.2062835	0.0111911	0.1431152	0.8885316	0.5859101	0.0062439	0.5396576	0.8541135	0.1286148	0.3866192	0.4266910	0.4806698	0.0686237	0.9998499	0.7172136	0.0103265	0.4060245	0.5096939	0.4354583	0.8887104	0.9090923	0.8073823	0.7064945	0.4344186	0.6314574	0.5565481	0.9743147	0.4795240	0.2633996	0.9999947	0.8647996	0.5338150	0.9967267
