G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0569092	0.2678236	0.0000000	0.6001993	0.6099405	0.7160704	0.3223346	0.0408624	0.1374400	0.5016679	0.3920078	0.3836889	0.3961911	0.1974312	0.3727067	0.0113275	0.3790078	0.1726559	0.5595469	0.5837609	0.5467454	0.4555930	0.3543034	0.2085205	0.6757017	0.5823488	0.2536123	0.5388304	0.0246925	0.6694179	0.0483050	0.5653091	0.0000000	0.5322983	0.5815868	0.6216254	0.5914420	0.0911992	0.3914786	0.6180966	0.6142911	0.2717130	0.0589309	0.1503083	0.0526495	0.0702359	0.7590092	0.4243734	0.1901750	0.6605896	0.0958359	0.3272478	0.3235214	0.0012803	0.0573390	0.0577683	0.0790002	0.1328653	0.1937484	0.5987099	0.3474217	0.1527042	0.5426821	0.7098152	0.3836608	0.2322876	0.6602478	0.5815921	0.6072274	0.2666672	0.2568000	0.4532929	0.2503911	0.2263268	0.7488947	0.0011459	0.1377038	0.4353357	0.6250701	0.6770617	0.4131663	0.0441517	0.0720167	0.3454487	0.5489776	0.3614417	0.0232648	0.3815246	0.1564893	0.7341142	0.0731376	0.3075684	0.5297779	0.3829627	0.5066197	0.2566409	0.2565303	0.5042902	0.7305490	0.0273579
0.0519399	0.2072503	0.0000000	0.4399824	0.7798823	0.7300314	0.3735011	0.0171990	0.0896421	0.4017706	0.3251362	0.4327043	0.2338292	0.1760190	0.3604965	0.0024373	0.5642747	0.1782375	0.6608725	0.5356067	0.6382960	0.3502962	0.3125088	0.3735781	0.6603509	0.4960763	0.2461725	0.8226607	0.0384536	0.6676049	0.0965613	0.3501799	0.3135241	0.7832294	0.0115375	0.0000000	0.7674460	0.0998167	0.0923862	0.6105700	0.5824714	0.2848454	0.0525829	0.1741348	0.0259488	0.0679552	0.7772938	0.4038509	0.2532712	0.5769725	0.2053196	0.2171324	0.3595281	0.2502040	0.4637776	0.3499813	0.0736240	0.2685057	0.1297367	0.5586926	0.4122593	0.3661674	0.6652605	0.4052167	0.3197763	0.2297020	0.7078613	0.7334121	0.5577945	0.4048503	0.0969878	0.3599822	0.1859636	0.2527741	0.6789861	0.2075485	0.1135033	0.5781675	0.6919850	0.6447141	0.3352225	0.1380215	0.1204875	0.2853850	0.4754467	0.2687527	0.2094188	0.8155352	0.0335508	0.6597086	0.0841181	0.7104931	0.5185895	0.3434349	0.5413545	0.2267944	0.5622055	0.5033109	0.6130394	0.0890186
0.0302338	0.2510310	0.0000000	0.4375508	0.6549272	0.6249277	0.3187354	0.0083665	0.0971367	0.5060181	0.2129372	0.4556532	0.4077166	0.3078797	0.3461319	0.0031491	0.4129004	0.1221500	0.0000000	0.6871631	0.4982666	0.4915693	0.2859048	0.1943274	0.9525344	0.5631275	0.3719462	0.5119144	0.0434459	0.7431926	0.1287518	0.5712925	0.3647568	0.4631047	0.5696548	0.6049469	0.5797476	0.0734386	0.3089957	0.6604044	0.6131363	0.3714776	0.0969234	0.1875551	0.0487016	0.1780882	0.6085880	0.3313714	0.2121317	0.6552417	0.0702008	0.1410440	0.4046955	0.0007963	0.2384675	0.0822283	0.2293929	0.4051774	0.3517926	0.6739365	0.2024143	0.1351850	0.4245070	0.5171709	0.3814843	0.2158719	0.6496731	0.6648879	0.6472280	0.2509873	0.0963421	0.4090009	0.5286648	0.2515893	0.6235475	0.1939001	0.1553039	0.5251100	0.6869408	0.7338203	0.3987090	0.0476273	0.1321666	0.3778019	0.4802215	0.3472270	0.0419063	0.2959993	0.1127293	0.5819996	0.0179539	0.6831967	0.6816656	0.3274878	0.4987071	0.2003999	0.5026737	0.4567547	0.6743169	0.0664215
0.0516102	0.2894404	0.0000000	0.4689099	0.5909649	0.6072044	0.3602075	0.0418725	0.1763234	0.5069340	0.3385022	0.4887533	0.3047848	0.2578684	0.4142307	0.0075092	0.4214280	0.1774953	0.4428450	0.5716651	0.4745591	0.4833697	0.2783401	0.2297326	0.7275937	0.5322551	0.1729797	0.6084373	0.0375640	0.6848282	0.1282384	0.4492445	0.3576285	0.5038445	0.5753743	0.6468872	0.6931961	0.0959007	0.3906747	0.6251988	0.5023027	0.2161842	0.0509456	0.1195655	0.0110305	0.0396412	0.7988354	0.7090153	0.0000000	0.6092934	0.0649376	0.1623141	0.3731709	0.0005038	0.0462376	0.0899655	0.4890723	0.3759934	0.0174530	0.6373725	0.4083661	0.1765220	0.5920686	0.4982851	0.3960155	0.1551867	0.6561489	0.5474504	0.6135016	0.3049131	0.3269546	0.3751521	0.2632254	0.2379420	0.6300395	0.0014178	0.1481400	0.4458382	0.6253494	0.7662396	0.3915987	0.0599675	0.0578084	0.4696083	0.6043678	0.2508953	0.0063287	0.2575389	0.2437895	0.6477443	0.0387448	0.7577074	0.4739902	0.3103280	0.5293086	0.4015424	0.3081312	0.4647455	0.6213842	0.0208847
0.0364262	0.3551236	0.0459115	0.5497228	0.6114084	0.6338747	0.2545257	0.0183048	0.1517039	0.4672557	0.2845459	0.5049686	0.3163276	0.2530514	0.3471711	0.0047240	0.3523478	0.1491973	0.3971636	0.7561408	0.4993409	0.4508286	0.4069580	0.3189547	0.7252378	0.6951057	0.2358697	0.6782694	0.0595489	0.6444714	0.0748037	0.6740372	0.0000000	0.5797215	0.6680840	0.6970408	0.5703118	0.1597975	0.3728824	0.5352628	0.6115545	0.2540937	0.0403508	0.1193914	0.0263298	0.0481609	0.6136078	0.6268596	0.0000000	0.6954415	0.0747991	0.2977155	0.4267812	0.0001700	0.0267443	0.0397663	0.4956590	0.1968031	0.0557222	0.6260867	0.3620328	0.2187312	0.7436928	0.6727738	0.4312371	0.2941264	0.7004386	0.6571499	0.4356814	0.2741711	0.4618069	0.3976362	0.4673522	0.2632184	0.6775898	0.0142980	0.1526615	0.4128293	0.7152227	0.7121020	0.7467993	0.0603745	0.0787706	0.4427405	0.4444956	0.2968160	0.0014393	0.3135733	0.2427952	0.6490060	0.0373055	0.2469247	0.1795960	0.3971589	0.4064212	0.3455740	0.3456113	0.4786583	0.6264686	0.0417301
0.0482623	0.3421548	0.1427533	0.4312204	0.6871600	0.6104443	0.2749975	0.0101505	0.1681137	0.5475627	0.2722769	0.4506130	0.3950673	0.2375480	0.4075993	0.0142592	0.4699332	0.2585918	0.4003921	0.5867078	0.5607560	0.4285877	0.2573333	0.1709160	0.6659505	0.6245396	0.3224761	0.6165726	0.0205369	0.6403264	0.0918801	0.6374389	0.0000000	0.6589386	0.0071914	0.0000000	0.5822777	0.0699216	0.1293921	0.5602170	0.4896474	0.3626905	0.0596869	0.0926995	0.0292738	0.1058409	0.7151683	0.5267451	0.2003418	0.7548233	0.1072290	0.4522147	0.3714530	0.2974286	0.5015219	0.3180308	0.1285184	0.2659496	0.4236995	0.4950160	0.4173301	0.3770095	0.7319266	0.5724082	0.3907987	0.1276681	0.5706684	0.6401664	0.6544871	0.3329469	0.2422996	0.3817207	0.6079411	0.2236542	0.6414151	0.0109992	0.2738435	0.4999988	0.6181799	0.6322401	0.4177729	0.1057179	0.0719525	0.3647268	0.2676752	0.4488633	0.2639780	0.4404863	0.0536742	0.6035177	0.0260632	0.2597033	0.1062469	0.2565988	0.5074160	0.2789613	0.7323099	0.5446681	0.5531279	0.0597407
0.0471147	0.2386026	0.0000000	0.4894985	0.6588782	0.6235463	0.3709271	0.0079077	0.1780775	0.5048988	0.2626910	0.4681177	0.3093240	0.2208023	0.4125213	0.0153337	0.5548319	0.2478388	0.5963438	0.5508449	0.5871555	0.5299627	0.3545604	0.1918737	0.7346735	0.6069264	0.3043335	0.7324744	0.0368301	0.5525868	0.0610554	0.4316528	0.3140193	0.0000000	0.6090728	0.6752336	0.6639027	0.1118968	0.2793858	0.5862185	0.5778585	0.3095814	0.0492343	0.1542139	0.0170446	0.1029171	0.5936241	0.4802135	0.2242645	0.7171155	0.0657773	0.1478626	0.3326773	0.0035149	0.0456900	0.0776615	0.1041423	0.3982963	0.0568497	0.6362651	0.2919512	0.0016124	0.7199432	0.4350076	0.3392229	0.1815743	0.5605143	0.7035400	0.2657054	0.2798984	0.3257360	0.5171331	0.1682405	0.1960914	0.8045174	0.2228876	0.1572488	0.4281816	0.7491440	0.6712175	0.4032845	0.0751899	0.0682834	0.2526193	0.5271937	0.3272032	0.0485193	0.2291790	0.2058723	0.7301469	0.0410412	0.6262682	0.4592013	0.3566916	0.1482900	0.3236133	0.3039784	0.5204359	0.5119335	0.0322403
0.0477477	0.2319871	0.1822009	0.4684108	0.6312237	0.7315097	0.3101869	0.0030496	0.0725177	0.3179512	0.2657510	0.3808730	0.7328570	0.8106487	0.3540817	0.0138202	0.7695717	0.3877267	0.1465103	0.4377015	0.6208348	0.6149048	0.3200007	0.3278889	0.3836525	0.0000000	0.0000000	0.5462670	0.0429307	0.7396330	0.1073367	0.4424688	0.2847943	0.5330718	0.6736188	0.5036214	0.7355985	0.0631858	0.3461920	0.4406151	0.5219437	0.1097579	0.0621941	0.1411627	0.0024663	0.0597866	0.6980361	0.6727358	0.1245915	0.7024386	0.0028524	0.1440174	0.0853456	0.0034844	0.2116332	0.1964213	0.0862770	0.3976987	0.2923968	0.5810387	0.7759514	0.1729422	0.3843994	0.3213303	0.5398140	0.1974302	0.5640183	0.7288894	0.6189547	0.3073461	0.1289428	0.3305129	0.5877835	0.7244360	0.1945013	0.2764789	0.4896980	0.2489085	0.4167900	0.8309965	0.5827156	0.0465756	0.1168090	0.3476334	0.2996000	0.4046726	0.0031105	0.1285813	0.0775173	0.7549119	0.0643315	0.1675680	0.2346579	0.3640234	0.4989237	0.3331193	0.4001856	0.5041968	0.7282490	0.2749978
0.0470469	0.1260912	0.0000000	0.2724982	0.6401596	0.6553454	0.1969059	0.0393999	0.1578586	0.4101100	0.4853885	0.4830122	0.5088718	0.6724896	0.3035668	0.0150552	0.5713669	0.2899934	0.3139833	0.1125132	0.6093154	0.4452764	0.5912177	0.5945192	0.0000000	0.5387927	0.2353005	0.6811760	0.0501731	0.5653381	0.0855541	0.4591649	0.3723717	0.5367282	0.6392013	0.6028101	0.6665291	0.0717935	0.3516871	0.6352138	0.3857961	0.1001522	0.1004960	0.3213851	0.0002199	0.0207852	0.6530078	0.5774000	0.0821332	0.7167065	0.0211945	0.1693835	0.4575883	0.0005240	0.0617516	0.0930266	0.2004950	0.4254697	0.1569816	0.4580333	0.7309856	0.2582461	0.6510666	0.5814272	0.3987322	0.2040246	0.5689938	0.5357242	0.5460688	0.2305653	0.2056355	0.2370828	0.4374700	0.2196923	0.7054423	0.3198783	0.1062870	0.4513802	0.6247370	0.6832557	0.5431229	0.0315343	0.1500401	0.3555438	0.5774368	0.1617002	0.0008184	0.2211833	0.0417598	0.6265337	0.3101117	0.5066865	0.5218301	0.4076311	0.3293875	0.2773092	0.3337722	0.5914417	0.4821333	0.0306359
0.0602145	0.2981887	0.0000000	0.4403069	0.6675912	0.7879339	0.3200513	0.0108301	0.1559253	0.3997216	0.3018899	0.5385650	0.3675693	0.1967052	0.4939232	0.0025693	0.5377720	0.2674551	0.5366127	0.5575115	0.5151660	0.4686873	0.3143265	0.2754069	0.8039622	0.6698383	0.3494106	0.7359614	0.0445315	0.6415945	0.0843094	0.5338119	0.2654936	0.6050154	0.0002620	0.6197028	0.7008459	0.1101160	0.0705689	0.5275267	0.4952880	0.3543739	0.0434598	0.1658953	0.0144038	0.1117059	0.6563202	0.5289642	0.2150756	0.6941335	0.0670564	0.1714171	0.3449332	0.0027184	0.4100678	0.1077119	0.2390335	0.4641904	0.0338293	0.7117117	0.3092608	0.2333332	0.7221206	0.5560369	0.3245193	0.1631420	0.6202734	0.5769806	0.6971463	0.2698829	0.1120178	0.3824768	0.3415731	0.2386662	0.6497477	0.1070781	0.1317605	0.5555676	0.5626983	0.8329351	0.4771991	0.0583285	0.1277396	0.4494890	0.5060956	0.3779260	0.0310966	0.5559568	0.0466683	0.6249510	0.0762035	0.5898782	0.5131871	0.4377241	0.5806299	0.2072702	0.3787388	0.5309410	0.8125728	0.0523487
