BRCA1	PCNA	1
BRCA1	CCNB1	1
BRCA1	CCNA2	1
BRCA1	E2F1	1
BRCA1	BUB1B	1
BRCA1	CDC25C	1
BRCA1	CDC25B	1
BRCA1	CDC25A	1
BRCA1	CCNE1	1
BRCA1	CDC20	1
BRCA1	DHFR	1
BRCA1	CCNF	1
BRCA1	CKS2	1
BRCA1	STK15	1
BRCA1	PLK	1
BRCA1	NFAT	1
PCNA	BRCA1	1
PCNA	CCNB1	1
PCNA	TYMS	1
PCNA	CCNA2	1
PCNA	E2F1	1
PCNA	BUB1B	1
PCNA	CDC25C	1
PCNA	CDC25B	1
PCNA	CDC25A	1
PCNA	CCNE1	1
PCNA	CDC20	1
PCNA	DHFR	1
PCNA	CKS2	1
PCNA	STK15	1
PCNA	PLK	1
PCNA	NFAT	1
CCNB1	BRCA1	1
CCNB1	PCNA	1
CCNB1	CCNA2	1
CCNB1	E2F1	1
CCNB1	BUB1B	1
CCNB1	CDC25C	1
CCNB1	CDC25B	1
CCNB1	CDC25A	1
CCNB1	CCNE1	1
CCNB1	CDC20	1
CCNB1	CCNF	1
CCNB1	CKS2	1
CCNB1	STK15	1
CCNB1	PLK	1
CCNB1	NFAT	1
TYMS	PCNA	1
TYMS	CCNB1	1
TYMS	CDC20	1
TYMS	BUB1B	1
CCNA2	BRCA1	1
CCNA2	PCNA	1
CCNA2	CCNB1	1
CCNA2	E2F1	1
CCNA2	BUB1B	1
CCNA2	CDC25C	1
CCNA2	CDC25B	1
CCNA2	CDC25A	1
CCNA2	CCNE1	1
CCNA2	CDC20	1
CCNA2	CCNF	1
CCNA2	CKS2	1
CCNA2	STK15	1
CCNA2	PLK	1
CCNA2	NFAT	1
E2F1	BRCA1	1
E2F1	PCNA	1
E2F1	CCNB1	1
E2F1	CCNA2	1
E2F1	BUB1B	1
E2F1	CDC25C	1
E2F1	CDC25B	1
E2F1	CDC25A	1
E2F1	CCNE1	1
E2F1	CDC20	1
E2F1	DHFR	1
E2F1	CKS2	1
E2F1	STK15	1
E2F1	PLK	1
E2F1	NFAT	1
BUB1B	BRCA1	1
BUB1B	PCNA	1
BUB1B	CCNB1	1
BUB1B	CCNA2	1
BUB1B	E2F1	1
BUB1B	CDC25C	1
BUB1B	CCNE1	1
BUB1B	CDC20	1
BUB1B	DHFR	1
BUB1B	CCNF	1
BUB1B	STK15	1
BUB1B	PLK	1
BUB1B	NFAT	1
CDC25C	BRCA1	1
CDC25C	PCNA	1
CDC25C	CCNB1	1
CDC25C	CCNA2	1
CDC25C	E2F1	1
CDC25C	CDC25B	1
CDC25C	CDC25A	1
CDC25C	CCNE1	1
CDC25C	CDC20	1
CDC25C	TYMS	1
CDC25C	CCNF	1
CDC25C	CKS2	1
CDC25C	PLK	1
CDC25C	NFAT	1
CDC25B	BRCA1	1
CDC25B	CCNB1	1
CDC25B	CCNA2	1
CDC25B	E2F1	1
CDC25B	BUB1B	1
CDC25B	CDC25C	1
CDC25B	CKS2	1
CDC25B	CDC25A	1
CDC25B	CCNE1	1
CDC25B	CDC20	1
CDC25B	TYMS	1
CDC25B	CCNF	1
CDC25B	PLK	1
