name,__glayCluster,,
zwf,15,,
zur,49,,
zras,0,,
zrar,0,,
zrap,0,,
znuc,49,,
znub,49,,
znua,49,,
zntr,48,,
znta,48,,
ytfe,40,,
ysga,4,,
yrbl,6,,
yqji,1,,
yqjh,1,,
yqja,6,,
yqhd,47,,
yqhc,47,,
yqae,6,,
ypdb,46,,
yoji,8,,
yoeb,14,,
yoag,40,,
yoac,30,,
ynfk,0,,
ynfh,4,,
ynfg,4,,
ynff,4,,
ynfe,4,,
ynce,15,,
ykgo,49,,
ykgm,49,,
yjjz,1,,
yjjq,6,,
yjiy,0,,
yjhc,6,,
yjhb,6,,
yjch,8,,
yiis,40,,
yidq,6,,
yiao,0,,
yian,0,,
yiam,0,,
yial,0,,
yiak,0,,
yiaj,0,,
yhjx,46,,
yhjc,31,,
yhja,1,,
yhid,13,,
yhhy,1,,
yhfa,0,,
yhch,6,,
yhbt,6,,
yhbs,6,,
ygic,15,,
ygib,15,,
ygia,15,,
ygeh,30,,
ygea,0,,
ygba,4,,
ygau,6,,
ygac,1,,
yfir,6,,
yfib,6,,
yfdx,13,,
yfdv,13,,
yfde,13,,
yfbr,30,,
yfae,18,,
yeiw,0,,
yeip,0,,
yeil,8,,
yeib,11,,
yeht,0,,
yegr,13,,
yegh,31,,
yefm,14,,
yedx,31,,
yedw,31,,
yecr,4,,
yebg,9,,
yebe,6,,
year,40,,
ydjm,9,,
ydiv,9,,
ydiu,2,,
ydhy,40,,
ydhx,4,,
ydhw,40,,
ydhv,40,,
ydhu,40,,
ydht,40,,
ydfx,35,,
ydfw,35,,
ydfh,31,,
ydfe,35,,
ydfd,35,,
ydep,13,,
ydeo,40,,
yden,0,,
ydem,24,,
ydej,4,,
ydea,4,,
ydcv,3,,
ydcu,3,,
ydct,3,,
ydcs,3,,
ydbk,15,,
yciw,30,,
ychh,0,,
ychf,1,,
ycdz,33,,
ycct,6,,
yccj,6,,
ycca,6,,
ybjn,15,,
ybjg,15,,
ybjc,15,,
ybit,27,,
ybhl,6,,
ybfn,24,,
ybfe,9,,
ybdz,1,,
ybdn,4,,
ybby,17,,
ybbw,17,,
ybat,13,,
ybas,13,,
ybao,15,,
yaiw,6,,
yaia,44,,
yafq,9,,
yafp,9,,
yafo,9,,
yafn,9,,
yaeq,0,,
yaep,0,,
xylr,0,,
xylh,0,,
xylg,0,,
xylf,0,,
xylb,0,,
xyla,0,,
xsea,0,,
xdhc,4,,
xdhb,4,,
xdha,4,,
xapr,45,,
xapb,45,,
xapa,45,,
wrba,6,,
