name,__glayCluster,,
aaea,14,,
aaeb,14,,
aaer,14,,
aaex,14,,
acca,5,,
accb,5,,
accc,5,,
accd,5,,
acea,5,,
aceb,5,,
acee,26,,
acef,26,,
acek,5,,
acka,29,,
acna,0,,
acnb,29,,
acra,0,,
acrb,0,,
acrd,9,,
acre,29,,
acrf,29,,
acrr,0,,
acs,12,,
actp,12,,
ada,7,,
add,21,,
adhe,7,,
adia,20,,
adic,4,,
adiy,20,,
aer,29,,
agaa,2,,
agab,2,,
agac,2,,
agad,2,,
agai,2,,
agar,2,,
agas,2,,
agav,2,,
agaw,2,,
agp,14,,
ahpc,24,,
ahpf,24,,
aidb,7,,
alda,21,,
aldb,12,,
alka,7,,
alkb,7,,
alla,3,,
allb,3,,
allr,3,,
amn,4,,
ampc,9,,
ampd,14,,
ampe,14,,
amtb,20,,
ansb,29,,
apag,12,,
apah,12,,
appa,29,,
appb,29,,
appc,29,,
appy,29,,
araa,14,,
arab,14,,
arac,14,,
arad,14,,
arae,14,,
araf,14,,
arag,14,,
arah,14,,
araj,14,,
arca,29,,
arga,12,,
argb,12,,
argc,12,,
argd,12,,
arge,12,,
argf,12,,
argg,12,,
argh,12,,
argi,12,,
argo,21,,
argp,21,,
argr,12,,
argu,12,,
argw,12,,
argx,12,,
aroa,7,,
arof,34,,
arog,34,,
aroh,34,,
arol,34,,
arom,34,,
arop,34,,
arsb,6,,
arsc,6,,
arsr,6,,
arti,12,,
artj,12,,
artm,12,,
artp,12,,
artq,12,,
ascb,14,,
ascf,14,,
ascg,14,,
aslb,0,,
asna,7,,
asnb,20,,
asnc,7,,
aspa,29,,
aspc,24,,
asr,4,,
asta,12,,
astb,12,,
astc,12,,
astd,12,,
aste,12,,
atoa,8,,
atob,8,,
atoc,8,,
atod,8,,
atoe,8,,
avta,7,,
baca,9,,
baer,9,,
baes,9,,
basr,9,,
bcsb,29,,
bcsz,29,,
bdm,20,,
beta,29,,
betb,29,,
beti,29,,
bett,29,,
bglb,11,,
bglf,11,,
bglg,11,,
bglj,11,,
bioa,10,,
biob,10,,
bioc,10,,
biod,10,,
biof,10,,
bira,10,,
bola,9,,
bord,20,,
btub,20,,
cada,20,,
cadb,20,,
cadc,20,,
caia,29,,
caib,29,,
caic,29,,
caid,29,,
caie,29,,
caif,29,,
cait,29,,
cara,12,,
carb,12,,
cbl,15,,
cbpa,12,,
cbpm,12,,
ccma,29,,
ccmb,29,,
ccmc,29,,
ccmd,29,,
ccme,29,,
ccmf,29,,
ccmg,29,,
ccmh,29,,
cdar,24,,
cdd,19,,
chba,13,,
chbb,13,,
chbc,13,,
chbf,13,,
chbg,13,,
chbr,13,,
chea,9,,
cheb,29,,
cher,29,,
chew,9,,
chey,29,,
chez,29,,
cira,24,,
citc,29,,
citd,29,,
cite,29,,
citf,29,,
citg,29,,
citx,29,,
coda,7,,
codb,7,,
copa,19,,
cpdb,14,,
cpxa,9,,
cpxp,9,,
cpxr,9,,
crea,13,,
creb,13,,
crec,13,,
cred,13,,
crl,24,,
crp,14,,
crr,13,,
csga,9,,
csgb,9,,
csgc,9,,
csgd,9,,
csge,9,,
csgf,9,,
csgg,9,,
csie,14,,
csir,7,,
cspa,12,,
cspd,14,,
cspe,14,,
cspi,12,,
csta,14,,
cueo,19,,
cuer,19,,
cusa,4,,
cusb,4,,
cusc,4,,
cusf,4,,
cusr,4,,
cuss,4,,
cvpa,21,,
cyaa,14,,
cyda,29,,
cydb,29,,
cydc,29,,
cydd,29,,
cynr,16,,
cyns,16,,
cynt,16,,
cynx,16,,
cyoa,4,,
cyob,4,,
cyoc,4,,
cyod,4,,
cyoe,4,,
cysa,15,,
cysb,15,,
cysc,15,,
