"SUID","__glayCluster","name","selected","shared name"
"10878","36","paag","false","paag"
"10876","36","paaf","false","paaf"
"10874","36","paae","false","paae"
"10872","36","paad","false","paad"
"10870","36","paac","false","paac"
"10868","36","paab","false","paab"
"10866","36","paaa","false","paaa"
"10864","36","nusa","false","nusa"
"10862","36","nupg","false","nupg"
"10860","36","nant","false","nant"
"10858","36","nank","false","nank"
"10856","36","nane","false","nane"
"10854","36","nana","false","nana"
"10852","48","mtld","false","mtld"
"10850","48","mtla","false","mtla"
"10848","36","mety","false","mety"
"10846","9","mdtf","false","mdtf"
"10844","9","mdte","false","mdte"
"10842","36","mcas","false","mcas"
"10840","36","lyxk","false","lyxk"
"10838","36","lsrk","false","lsrk"
"10836","36","lsrg","false","lsrg"
"10834","36","lsrf","false","lsrf"
"10832","36","lsrd","false","lsrd"
"10830","36","lsrc","false","lsrc"
"10828","36","lsrb","false","lsrb"
"10826","36","lsra","false","lsra"
"10824","36","lacz","false","lacz"
"10822","36","lacy","false","lacy"
"10820","36","laca","false","laca"
"10817","36","ivbl","false","ivbl"
"10815","36","infb","false","infb"
"10813","36","ilvn","false","ilvn"
"10811","36","ilvb","false","ilvb"
"10809","36","hpt","false","hpt"
"10807","12","hlye","false","hlye"
"10805","36","hfq","false","hfq"
"10803","36","hflx","false","hflx"
"10801","36","hflk","false","hflk"
"10799","36","hflc","false","hflc"
"10797","33","guab","false","guab"
"10795","33","guaa","false","guaa"
"10793","36","gpsa","false","gpsa"
"10791","36","gntt","false","gntt"
"10786","36","glpg","false","glpg"
"10784","36","glpe","false","glpe"
"10782","46","glpd","false","glpd"
"10780","36","glgp","false","glgp"
"10778","36","glgc","false","glgc"
"10776","36","glga","false","glga"
"10774","36","gcvt","false","gcvt"
"10772","36","gcvp","false","gcvp"
"10770","36","gcvh","false","gcvh"
"10768","36","gcd","false","gcd"
"10766","18","fumc","false","fumc"
"10764","36","fadl","false","fadl"
"10762","36","envz","false","envz"
"10760","33","dusb","false","dusb"
"10758","36","deod","false","deod"
"10756","36","deoc","false","deoc"
"10754","36","deob","false","deob"
"10752","36","deoa","false","deoa"
"10750","12","dcta","false","dcta"
"10748","9","dadx","false","dadx"
"10746","9","dada","false","dada"
"10744","36","cyaa","false","cyaa"
"10742","36","cspe","false","cspe"
"10740","36","cdd","false","cdd"
"10738","9","case","false","case"
"10736","9","casd","false","casd"
"10734","9","casc","false","casc"
"10732","9","casb","false","casb"
"10730","9","casa","false","casa"
"10728","9","cas2","false","cas2"
"10726","9","cas1","false","cas1"
"10724","36","bhsa","false","bhsa"
"10722","36","ascf","false","ascf"
"10720","36","ascb","false","ascb"
"10718","36","argg","false","argg"
"10716","36","araj","false","araj"
"10714","36","arah","false","arah"
"10712","36","arag","false","arag"
"10710","36","araf","false","araf"
"10702","55","ymgc","false","ymgc"
"10700","55","ymga","false","ymga"
"10698","55","ycgz","false","ycgz"
"10696","55","arir","false","arir"
"10695","55","blur","false","blur"
"10693","56","biof","false","biof"
"10691","56","biod","false","biod"
"10689","56","bioc","false","bioc"
"10687","56","biob","false","biob"
"10685","56","bioa","false","bioa"
"10684","56","bira","false","bira"
"10682","25","yrbl","false","yrbl"
"10680","25","tomb","false","tomb"
"10678","25","qsec","false","qsec"
"10676","25","hha","false","hha"
"10674","25","fimb","false","fimb"
"10672","25","dgka","false","dgka"
"10670","25","cspi","false","cspi"
"10668","25","csgg","false","csgg"
"10666","25","csgf","false","csgf"
"10664","25","csge","false","csge"
"10662","18","acrd","false","acrd"
"10660","57","atoe","false","atoe"
"10658","57","atod","false","atod"
"10656","57","atob","false","atob"
"10654","57","atoa","false","atoa"
"10653","57","atoc","false","atoc"
"10651","9","lyso","false","lyso"
"10647","9","argr","false","argr"
"10645","33","yfae","false","yfae"
"10643","33","recf","false","recf"
"10641","33","nrdb","false","nrdb"
"10639","33","nrda","false","nrda"
"10637","9","lysp","false","lysp"
"10635","33","lysc","false","lysc"
"10633","33","lysa","false","lysa"
"10631","33","gdha","false","gdha"
"10629","33","dnan","false","dnan"
"10627","33","dapd","false","dapd"
"10625","12","uvra","false","uvra"
"10623","12","sucd","false","sucd"
"10621","12","succ","false","succ"
"10619","12","sucb","false","sucb"
"10617","12","suca","false","suca"
"10615","12","ssb","false","ssb"
"10613","12","sdhd","false","sdhd"
"10611","12","sdhc","false","sdhc"
"10609","12","sdhb","false","sdhb"
"10607","12","sdha","false","sdha"
"10605","12","rpos","false","rpos"
"10603","18","ptsg","false","ptsg"
"10601","12","pflb","false","pflb"
"10599","12","moeb","false","moeb"
"10597","12","moea","false","moea"
"10595","48","icd","false","icd"
"10593","12","hyaf","false","hyaf"
"10591","12","hyae","false","hyae"
"10589","12","hyad","false","hyad"
"10587","12","hyac","false","hyac"
"10585","12","hyab","false","hyab"
"10583","12","hyaa","false","hyaa"
"10581","12","foca","false","foca"
"10579","36","ygea","false","ygea"
"10577","36","arae","false","arae"
"10575","36","arad","false","arad"
"10573","36","arab","false","arab"
"10571","36","araa","false","araa"
"10569","36","kbaz","false","kbaz"
"10567","36","kbay","false","kbay"
"10565","36","agaw","false","agaw"
"10563","36","agav","false","agav"
"10561","36","agas","false","agas"
"10559","36","agai","false","agai"
"10557","36","agad","false","agad"
"10555","36","agac","false","agac"
"10553","36","agab","false","agab"
"10551","36","agaa","false","agaa"
"10550","36","agar","false","agar"
"10548","9","gltf","false","gltf"
"10546","9","gltd","false","gltd"
"10544","9","gltb","false","gltb"
"10542","9","gadc","false","gadc"
"10540","9","gadb","false","gadb"
"10538","9","gada","false","gada"
"10536","9","adia","false","adia"
"10534","58","alkb","false","alkb"
"10532","58","alka","false","alka"
"10530","18","marb","false","marb"
"10527","59","yefm-yoeb","false","yefm-yoeb"
"10525","59","yoeb","false","yoeb"
"10524","59","yefm","false","yefm"
"10514","9","rutr","false","rutr"
"10512","25","rsta","false","rsta"
"10508","21","rhar","false","rhar"
"10507","21","rhas","false","rhas"
"10504","22","relb-rele","false","relb-rele"
"10502","22","rele","false","rele"
"10501","22","relb","false","relb"
"10497","9","rcsab","false","rcsab"
"10495","25","rcda","false","rcda"
"10493","15","trer","false","trer"
"10491","9","phop","false","phop"
"10489","8","ydfh","false","ydfh"
"10486","8","fear","false","fear"
"10484","8","cusr","false","cusr"
"10483","8","phob","false","phob"
"10481","9","fur","false","fur"
"10480","18","oxyr","false","oxyr"
"10477","25","bola","false","bola"
"10475","32","glng","false","glng"
"10474","32","ntrc","false","ntrc"
"10471","12","mqsr","false","mqsr"
"10470","12","mqsa","false","mqsa"
"10468","12","narl","false","narl"
"10467","32","mode","false","mode"
"10463","41","metr","false","metr"
"10462","41","metj","false","metj"
"10457","9","ecpr","false","ecpr"
"10456","9","mata","false","mata"
"10454","18","rob","false","rob"
"10450","9","lrha","false","lrha"
"10444","32","ihfb","false","ihfb"
"10442","32","ihfa","false","ihfa"
"10440","12","fnr","false","fnr"
"10437","32","fhla","false","fhla"
"10435","32","ihf","false","ihf"
"10430","33","hipb","false","hipb"
"10428","33","hipa","false","hipa"
"10427","33","hipab","false","hipab"
"10423","9","yjjq","false","yjjq"
"10421","9","ydeo","false","ydeo"
"10419","9","rcsb","false","rcsb"
"10417","9","lrp","false","lrp"
"10415","9","leuo","false","leuo"
"10412","9","hdfr","false","hdfr"
"10404","9","cadc","false","cadc"
"10402","9","bglj","false","bglj"
"10400","9","appy","false","appy"
"10398","9","h-ns","false","h-ns"
"10395","9","gade-rcsb","false","gade-rcsb"
"10393","9","rcsa","false","rcsa"
"10390","9","gadw","false","gadw"
"10388","25","mlra","false","mlra"
"10382","9","fliz","false","fliz"
"10381","47","flhdc","false","flhdc"
"10371","48","iclr","false","iclr"
"10370","48","fadr","false","fadr"
"10368","9","evga","false","evga"
"10366","36","yafq","false","yafq"
"10364","36","dinj","false","dinj"
"10363","36","dinj-yafq","false","dinj-yafq"
"10361","12","dpia","false","dpia"
"10359","50","ttdr","false","ttdr"
"10358","50","dan","false","dan"
"10356","32","cbl","false","cbl"
"10355","32","cysb","false","cysb"
"10353","33","hns","false","hns"
"10352","33","cspa","false","cspa"
"10349","48","cra","false","cra"
"10344","18","baer","false","baer"
"10343","18","cpxr","false","cpxr"
"10341","36","yiaj","false","yiaj"
"10339","8","prpr","false","prpr"
"10337","25","ompr","false","ompr"
"10335","48","mtlr","false","mtlr"
"10333","36","mhpr","false","mhpr"
"10331","33","mazf","false","mazf"
"10329","33","maze","false","maze"
"10327","36","malt","false","malt"
"10325","36","lsrr","false","lsrr"
"10323","36","laci","false","laci"
"10321","33","hupb","false","hupb"
"10319","33","hupa","false","hupa"
"10317","46","glpr","false","glpr"
"10314","9","flhd","false","flhd"
"10312","9","flhc","false","flhc"
"10310","33","fis","false","fis"
"10308","12","dcur","false","dcur"
"10306","36","cytr","false","cytr"
"10304","36","comr","false","comr"
"10302","36","arac","false","arac"
"10301","36","crp","false","crp"
"10299","25","qseb","false","qseb"
"10297","25","puta","false","puta"
"10295","25","csgd","false","csgd"
"10294","25","basr","false","basr"
"10292","33","dnaa","false","dnaa"
"10291","33","argp","false","argp"
"10289","9","gade","false","gade"
"10288","12","arca","false","arca"
"10286","9","gadx","false","gadx"
"10285","9","adiy","false","adiy"
"10283","58","aidb","false","aidb"
"10282","58","ada","false","ada"
"10280","18","soxs","false","soxs"
"10278","18","soxr","false","soxr"
"10276","18","marr","false","marr"
"10274","18","mara","false","mara"
"10273","18","acrr","false","acrr"
