name,__glayCluster,,
rplv,0,,
rplu,13,,
rplt,0,,
rpls,0,,
rplp,0,,
rplm,0,,
rpli,3,,
rpld,0,,
rplc,0,,
rplb,0,,
rof,3,,
rob,16,,
rnpb,72,,
rmf,3,,
rimm,0,,
rimk,16,,
riba,16,,
rhat,8,,
rhas,8,,
rhar,8,,
rhad,8,,
rhab,8,,
rhaa,8,,
rele,21,,
relb,21,,
rela,23,,
recx,15,,
recn,15,,
recf,38,,
recd,15,,
recb,15,,
reca,15,,
rcsb,20,,
rcsa,1,,
rbsr,7,,
rbsk,7,,
rbsd,7,,
rbsc,7,,
rbsb,7,,
rbsa,7,,
rbfa,39,,
rara,20,,
quea,69,,
qsec,45,,
qseb,45,,
pyrd,40,,
pyrc,40,,
puur,36,,
puup,36,,
puue,36,,
puud,36,,
puuc,36,,
puub,36,,
puua,36,,
putp,63,,
puta,63,,
purr,40,,
purn,40,,
purm,40,,
purl,40,,
purk,40,,
purh,7,,
purf,40,,
pure,40,,
purd,7,,
purc,40,,
purb,40,,
pura,16,,
ptsi,47,,
ptsh,47,,
ptsg,16,,
psts,18,,
pstc,18,,
pstb,18,,
psta,18,,
pspf,94,,
pspe,94,,
pspd,94,,
pspc,94,,
pspb,94,,
pspa,94,,
psif,18,,
psd,43,,
prpr,2,,
prpe,2,,
prpd,2,,
prpc,2,,
prpb,2,,
prop,3,,
prom,69,,
prol,69,,
prok,69,,
prmc,0,,
prib,3,,
prfa,0,,
pqib,16,,
pqia,16,,
ppid,43,,
ppia,77,,
ppdd,3,,
poxb,16,,
polb,15,,
pola,38,,
pnuc,62,,
pnp,39,,
pncb,62,,
pitb,18,,
pita,0,,
phr,15,,
phou,18,,
phor,18,,
phoq,19,,
phop,19,,
phoh,18,,
phoe,18,,
phob,18,,
phoa,18,,
phnp,18,,
phno,18,,
phnn,18,,
phnm,18,,
phnl,18,,
phnk,18,,
phnj,18,,
phni,18,,
phnh,18,,
phng,18,,
phnf,18,,
phnd,18,,
phnc,18,,
phem,0,,
pgk,3,,
pgi,16,,
pflb,3,,
pept,0,,
pepd,13,,
pepa,40,,
pdxa,69,,
pdhr,6,,
pck,3,,
paay,61,,
paax,61,,
paak,61,,
paaj,61,,
paai,61,,
paah,61,,
paag,61,,
paaf,61,,
paae,61,,
paad,61,,
paac,61,,
paab,61,,
paaa,61,,
oxys,5,,
oxyr,5,,
oxc,84,,
osmy,13,,
osme,69,,
osmc,20,,
osmb,20,,
oppf,14,,
oppd,14,,
oppc,14,,
oppb,14,,
oppa,14,,
ompx,0,,
ompw,0,,
ompt,19,,
ompr,45,,
ompn,16,,
ompf,83,,
ompc,45,,
ompa,3,,
ogt,11,,
nusa,39,,
nupg,77,,
nupc,73,,
nuon,11,,
nuom,0,,
nuol,11,,
nuok,0,,
nuoj,11,,
nuoi,0,,
nuoh,11,,
nuog,0,,
nuof,11,,
nuoe,0,,
nuoc,11,,
nuob,0,,
nuoa,0,,
nrfg,85,,
nrff,85,,
nrfe,85,,
nrfd,85,,
nrfc,85,,
nrfb,85,,
nrfa,85,,
nrdi,90,,
nrdh,90,,
nrdg,0,,
nrdf,90,,
nrde,90,,
nrdd,0,,
nrdb,38,,
nrda,38,,
norw,87,,
norv,87,,
norr,87,,
nmpc,82,,
nlpe,3,,
nlpa,13,,
nird,85,,
nirc,85,,
nirb,85,,
nikr,86,,
nike,86,,
nikd,86,,
nikc,86,,
nikb,86,,
nika,86,,
nhar,20,,
nhaa,20,,
nfsa,16,,
nfo,16,,
ndh,6,,
narx,74,,
narq,3,,
narp,85,,
narl,11,,
nark,11,,
narj,83,,
nari,83,,
narh,83,,
narg,83,,
naph,90,,
napg,90,,
napf,90,,
napd,90,,
napc,90,,
napb,90,,
napa,90,,
nant,93,,
nanr,93,,
nank,93,,
nane,93,,
nana,93,,
nage,47,,
nagc,47,,
nagb,47,,
naga,19,,
nadr,62,,
nadc,3,,
nadb,62,,
nada,62,,
nac,73,,
murp,3,,
muri,31,,
murg,6,,
murf,6,,
mure,6,,
murd,6,,
murc,6,,
mtr,97,,
mtlr,60,,
mtld,60,,
mtla,60,,
msra,69,,
mraz,6,,
mray,6,,
mpra,82,,
mpl,3,,
motb,43,,
mota,43,,
moeb,0,,
moea,0,,
mode,74,,
modc,74,,
modb,74,,
moda,74,,
moae,74,,
moad,74,,
moac,74,,
moab,74,,
moaa,74,,
mntr,5,,
mnth,5,,
mngr,92,,
mngb,92,,
mnga,92,,
mlra,13,,
mipa,18,,
mioc,73,,
micf,45,,
mhpr,59,,
mhpf,59,,
mhpe,59,,
mhpd,59,,
mhpc,59,,
mhpb,59,,
mhpa,59,,
mgta,19,,
mglc,49,,
mglb,49,,
mgla,49,,
mety,39,,
metr,17,,
metq,17,,
metn,17,,
metl,17,,
metk,17,,
metj,17,,
meti,17,,
meth,17,,
metf,17,,
mete,17,,
metc,17,,
metb,17,,
meta,17,,
melr,58,,
melb,58,,
mela,58,,
mdtf,28,,
mdte,28,,
mdtd,43,,
mdtc,43,,
mdtb,43,,
mdta,43,,
mdh,3,,
mazg,69,,
marr,82,,
marb,82,,
mara,16,,
manz,47,,
many,47,,
manx,47,,
mana,3,,
malz,56,,
maly,57,,
malx,57,,
malt,56,,
mals,56,,
malq,56,,
malp,56,,
malm,56,,
malk,56,,
mali,57,,
malg,56,,
malf,56,,
male,56,,
lysu,14,,
lysr,38,,
lysp,38,,
lysc,38,,
lysa,38,,
lsrr,55,,
lsrk,55,,
lsrg,55,,
lsrf,55,,
lsrd,55,,
lsrc,55,,
lsrb,55,,
lsra,55,,
lrp,14,,
lrha,45,,
lpxd,1,,
lpxc,6,,
lpxa,1,,
lpd,6,,
lon,31,,
lola,20,,
lldr,35,,
lldp,35,,
lldd,35,,
livm,14,,
livk,14,,
livj,14,,
livh,14,,
livg,14,,
livf,14,,
lexa,15,,
leux,69,,
leuw,69,,
leup,69,,
leuo,46,,
leul,46,,
leud,46,,
leuc,46,,
leub,46,,
leua,46,,
lamb,56,,
lacz,54,,
lacy,54,,
laci,54,,
laca,54,,
kdpf,91,,
kdpe,91,,
kdpc,91,,
kdpb,91,,
kdpa,91,,
kdgr,53,,
kbl,14,,
kbaz,26,,
kbay,26,,
katg,5,,
kate,4,,
ivbl,3,,
isrc,5,,
iscu,90,,
iscs,90,,
iscr,90,,
isca,90,,
intq,79,,
insk,15,,
infb,39,,
inaa,16,,
ilvy,89,,
ilvn,3,,
ilvm,14,,
ilvl,14,,
ilvi,14,,
ilvh,14,,
ilve,14,,
ilvd,14,,
ilvc,89,,
ilvb,3,,
ilva,14,,
idnt,53,,
idnr,53,,
idno,53,,
idnk,53,,
idnd,53,,
iclr,30,,
icd,35,,
hypf,52,,
hype,52,,
hypd,52,,
hypc,52,,
hypb,52,,
hypa,52,,
hyi,27,,
hyfr,52,,
hyfj,52,,
hyfi,52,,
hyfh,52,,
hyfg,52,,
hyff,52,,
hyfe,52,,
hyfd,52,,
hyfc,52,,
hyfb,52,,
hyfa,52,,
hydn,52,,
hyci,52,,
hych,74,,
hycg,52,,
hycf,74,,
hyce,52,,
hycd,74,,
hycc,74,,
hycb,74,,
hyca,74,,
hybo,11,,
hybg,11,,
hybf,11,,
hybe,11,,
hybd,11,,
hybc,11,,
hybb,11,,
hyba,11,,
hyaf,28,,
hyae,28,,
hyad,28,,
hyac,28,,
hyab,28,,
hyaa,28,,
hupb,3,,
hupa,3,,
htpg,2,,
hslj,71,,
hpt,3,,
hoke,15,,
hokd,21,,
hofc,3,,
hofb,3,,
hns,10,,
hmp,17,,
hlye,51,,
hisr,69,,
hisq,39,,
hisp,39,,
hism,39,,
hisj,39,,
hipb,23,,
hipa,23,,
hha,63,,
hfq,3,,
hflx,3,,
hflk,3,,
hfld,40,,
hflc,3,,
heml,19,,
hemh,5,,
hema,0,,
hdfr,25,,
hded,20,,
hdeb,1,,
hdea,20,,
hcr,5,,
hcp,5,,
hcar,88,,
hcaf,88,,
hcae,88,,
hcad,88,,
hcac,88,,
hcab,88,,
gyrb,69,,
gyra,10,,
gutq,65,,
gutm,65,,
gudx,72,,
gudp,72,,
gudd,72,,
guab,40,,
guaa,40,,
gspo,4,,
gspm,4,,
gspl,4,,
gspk,4,,
gspj,4,,
gspi,4,,
gsph,4,,
gspg,4,,
gspf,4,,
gspe,4,,
gspd,4,,
gspc,4,,
grxa,5,,
grpe,3,,
gpsa,3,,
gpma,4,,
gor,5,,
gntx,53,,
gntu,53,,
gntt,53,,
gntr,53,,
gntp,68,,
gntk,53,,
gnd,1,,
glyu,69,,
glyt,69,,
glya,17,,
glxr,27,,
glxk,27,,
gltx,69,,
gltf,25,,
gltd,25,,
gltb,25,,
glta,3,,
glpx,50,,
glpt,50,,
glpr,50,,
glpq,50,,
glpk,50,,
glpg,3,,
glpf,50,,
glpe,3,,
glpd,50,,
glpc,50,,
glpb,50,,
glpa,50,,
glnq,69,,
glnl,3,,
glnk,31,,
glng,3,,
glnd,4,,
glnb,40,,
glna,3,,
glmu,47,,
glms,47,,
glgx,19,,
glgs,3,,
glgp,19,,
glgc,19,,
glgb,19,,
glga,19,,
glcg,34,,
glcf,34,,
glcd,34,,
glcc,34,,
glcb,34,,
gdha,73,,
gcvt,40,,
gcvp,40,,
gcvh,40,,
gcvb,40,,
gcva,40,,
gcl,27,,
gcd,3,,
gatz,3,,
gaty,3,,
gatd,3,,
gatc,3,,
gatb,3,,
gata,3,,
garr,72,,
garp,72,,
garl,72,,
gark,72,,
gard,72,,
gapa,3,,
galt,49,,
gals,49,,
galr,49,,
galp,49,,
galm,49,,
galk,49,,
gale,49,,
gady,20,,
gadx,31,,
gadw,28,,
gade,1,,
gadc,25,,
gadb,1,,
gada,25,,
gabt,73,,
gabp,73,,
gabd,73,,
fur,4,,
fumc,16,,
fumb,33,,
fuma,3,,
fucu,48,,
fucr,48,,
fucp,48,,
fuco,48,,
fuck,48,,
fuci,48,,
fuca,48,,
ftsz,6,,
ftsw,6,,
ftsq,6,,
ftsl,6,,
ftsk,15,,
ftsi,6,,
ftsa,6,,
frdd,33,,
frdc,33,,
frdb,33,,
frda,33,,
frc,84,,
fpr,16,,
fole,17,,
fola,97,,
focb,52,,
foca,0,,
fnr,0,,
flxa,69,,
flu,5,,
fliz,13,,
flik,13,,
flij,13,,
flii,13,,
flih,13,,
flig,13,,
flif,13,,
flie,13,,
flic,1,,
flia,13,,
flhd,45,,
flhc,45,,
flgn,13,,
flgm,13,,
fldb,16,,
flda,16,,
fixx,32,,
fixc,32,,
fixb,32,,
fixa,32,,
fiu,4,,
fis,69,,
fimi,14,,
fimh,14,,
fimg,14,,
fimf,14,,
fime,45,,
fimd,14,,
fimc,14,,
fimb,63,,
fima,14,,
fhuf,5,,
fhue,4,,
fhud,4,,
fhuc,4,,
fhub,4,,
fhua,4,,
fhla,52,,
fes,4,,
fepg,4,,
fepe,4,,
fepd,4,,
fepc,4,,
fepb,4,,
fepa,4,,
feob,47,,
feoa,47,,
fecr,4,,
feci,4,,
fece,6,,
fecd,6,,
fecc,6,,
fecb,6,,
feca,4,,
fear,73,,
feab,73,,
fdni,85,,
fdnh,85,,
fdng,85,,
fdhf,52,,
fbaa,3,,
fadr,23,,
fadl,45,,
fadh,23,,
fade,23,,
fadd,23,,
fadb,23,,
fada,23,,
fabz,1,,
fabr,23,,
fabi,23,,
fabh,23,,
fabg,23,,
fabd,23,,
fabb,23,,
faba,23,,
exut,68,,
exur,68,,
exbd,4,,
exbb,4,,
evgs,84,,
evga,84,,
epd,3,,
envz,3,,
envy,83,,
envr,82,,
entf,4,,
ente,4,,
entd,4,,
entc,4,,
entb,4,,
enta,4,,
emry,84,,
emrk,84,,
emrb,82,,
emra,82,,
edd,53,,
eda,53,,
ecnb,45,,
ebgr,81,,
ebgc,81,,
ebga,81,,
dusb,3,,
dsra,46,,
dsdx,80,,
dsdc,80,,
dsda,80,,
dsbg,5,,
dsbc,43,,
dsba,43,,
dps,5,,
dppf,0,,
dppd,0,,
dppc,0,,
dppb,0,,
dppa,0,,
dnan,38,,
dnag,15,,
dnaa,38,,
dmsd,11,,
dmsc,74,,
dmsb,74,,
dmsa,74,,
dksa,3,,
dkga,100,,
dinj,15,,
dini,47,,
ding,15,,
dinf,15,,
dind,15,,
dinb,15,,
dicc,79,,
dicb,79,,
dica,79,,
dhar,78,,
dhal,78,,
dhak,78,,
dgka,63,,
deor,77,,
deod,77,,
deoc,77,,
deob,77,,
deoa,77,,
degp,43,,
ddlb,6,,
dcus,11,,
dcur,33,,
dcud,19,,
dcuc,0,,
dcub,33,,
dcua,11,,
dcta,33,,
dapd,38,,
dapb,38,,
dadx,14,,
dada,14,,
dacc,45,,
cytr,77,,
cysw,71,,
cysu,71,,
cysp,71,,
cysn,71,,
cysm,71,,
cysk,71,,
cysj,71,,
cysi,71,,
cysh,71,,
cysg,85,,
cysd,71,,
cysc,71,,
cysb,71,,
cysa,71,,
cyoe,75,,
cyod,75,,
cyoc,75,,
cyob,75,,
cyoa,75,,
cynx,76,,
cynt,76,,
cyns,76,,
cynr,76,,
cydd,11,,
cydc,11,,
cydb,0,,
cyda,0,,
cyaa,3,,
cvpa,40,,
cuss,75,,
cusr,75,,
cusf,75,,
cusc,75,,
cusb,75,,
cusa,75,,
cuer,74,,
cueo,74,,
csta,3,,
cspi,63,,
cspe,3,,
cspd,3,,
cspa,10,,
csir,73,,
csie,3,,
csgg,13,,
csgf,13,,
csge,13,,
csgd,13,,
csgc,13,,
csgb,13,,
csga,13,,
crr,47,,
crp,3,,
crl,4,,
cred,56,,
crec,47,,
creb,56,,
crea,47,,
cpxr,43,,
cpxp,43,,
cpxa,43,,
cpdb,3,,
copa,74,,
codb,73,,
coda,73,,
citx,11,,
citg,11,,
citf,0,,
cite,11,,
citd,11,,
citc,11,,
cira,4,,
chez,0,,
chey,0,,
chew,43,,
cher,0,,
cheb,0,,
chea,43,,
chbr,47,,
chbg,47,,
chbf,47,,
chbc,47,,
chbb,47,,
chba,47,,
cdd,77,,
cdar,72,,
ccmh,74,,
ccmg,74,,
ccmf,74,,
ccme,74,,
ccmd,74,,
ccmc,74,,
ccmb,74,,
ccma,74,,
cbpm,69,,
cbpa,69,,
cbl,71,,
carb,40,,
cara,40,,
cait,32,,
caif,32,,
caie,32,,
caid,32,,
caic,32,,
caib,32,,
caia,32,,
cadc,31,,
cadb,31,,
cada,31,,
btub,31,,
bord,19,,
bola,45,,
bira,44,,
biof,44,,
biod,44,,
bioc,44,,
biob,44,,
bioa,44,,
bglj,46,,
bglg,46,,
bglf,46,,
bglb,46,,
bett,35,,
beti,35,,
betb,35,,
beta,35,,
bdm,20,,
bcsz,0,,
bcsb,0,,
basr,63,,
baes,43,,
baer,43,,
baca,43,,
avta,14,,
atoe,42,,
atod,42,,
atoc,42,,
atob,42,,
atoa,42,,
aste,39,,
astd,39,,
astc,39,,
astb,39,,
asta,39,,
asr,83,,
aspc,4,,
aspa,3,,
asnc,73,,
asnb,31,,
asna,73,,
aslb,16,,
ascg,2,,
ascf,2,,
ascb,2,,
artq,39,,
artp,39,,
artm,39,,
artj,39,,
arti,39,,
arsr,41,,
arsc,41,,
arsb,41,,
arop,97,,
arom,97,,
arol,97,,
aroh,97,,
arog,97,,
arof,97,,
aroa,14,,
argx,69,,
argw,69,,
argu,69,,
argr,39,,
argp,38,,
argo,38,,
argi,39,,
argh,39,,
argg,39,,
argf,39,,
arge,39,,
argd,19,,
argc,39,,
argb,39,,
arga,39,,
arca,35,,
araj,29,,
arah,29,,
arag,29,,
araf,29,,
arae,29,,
arad,29,,
arac,29,,
arab,29,,
araa,29,,
appy,28,,
appc,28,,
appb,28,,
appa,28,,
apah,69,,
apag,69,,
ansb,3,,
amtb,31,,
ampe,3,,
ampd,3,,
ampc,45,,
amn,18,,
allr,27,,
allb,27,,
alla,27,,
alkb,24,,
alka,24,,
aldb,3,,
alda,38,,
aidb,24,,
ahpf,17,,
ahpc,17,,
agp,3,,
agaw,26,,
agav,26,,
agas,26,,
agar,26,,
agai,26,,
agad,26,,
agac,26,,
agab,26,,
agaa,26,,
aer,0,,
adiy,25,,
adic,18,,
adia,25,,
adhe,14,,
add,7,,
ada,24,,
actp,3,,
acs,3,,
acrr,82,,
acrf,0,,
acre,0,,
acrd,43,,
acrb,82,,
acra,82,,
acnb,3,,
acna,16,,
acka,0,,
acek,30,,
acef,6,,
acee,6,,
aceb,30,,
acea,30,,
accd,23,,
accc,23,,
accb,23,,
acca,23,,
aaex,3,,
aaer,3,,
aaeb,3,,
aaea,3,,
