name,__glayCluster,,
YLR451W,99,,
YBR068C,99,,
YJR016C,99,,
YLR355C,99,,
YLR356W,99,,
YGL009C,99,,
YOR272W,99,,
YOR271C,99,,
YKL120W,99,,
YMR108W,99,,
YNL104C,99,,
YKL020C,98,,
YMR258C,98,,
YGL001C,98,,
YFR002W,98,,
YMR119W,98,,
YHL027W,98,,
YLR048W,98,,
YJR051W,98,,
YLR047C,98,,
YJR011C,98,,
YMR118C,98,,
YCR020C-A,98,,
YNL001W,98,,
YOR148C,98,,
YNL002C,98,,
YMR135C,97,,
YOR344C,96,,
YHR041C,96,,
YJR088C,96,,
YDL051W,96,,
YNR051C,96,,
YGL256W,96,,
YMR196W,96,,
YCR088W,96,,
YNL232W,96,,
YHR042W,96,,
YHR089C,96,,
YJR089W,96,,
YGR223C,96,,
YDL052C,96,,
YGL257C,96,,
YBR135W,96,,
YER114C,96,,
YPL206C,96,,
YCR087C-A,96,,
YBR133C,96,,
YPL204W,96,,
YKL101W,95,,
YDR216W,94,,
YJR140C,94,,
YDL119C,94,,
YKL016C,94,,
YIL146C,94,,
YPR108W-A,94,,
YPL147W,94,,
YPR109W,94,,
YNR006W,94,,
YNL100W,94,,
YPL148C,94,,
YAL022C,94,,
YDL117W,94,,
YJR141W,94,,
YDR423C,93,,
YBL008W,93,,
YML007W,93,,
YBL033C,93,,
YBL032W,93,,
YBL008W-A,93,,
YKL040C,93,,
YKR052C,93,,
YKL086W,93,,
YGR209C,93,,
YKL039W,93,,
YMR038C,93,,
YPR048W,93,,
YJR104C,93,,
YKL087C,93,,
YLR075W,93,,
YGR233C,93,,
YGR234W,93,,
YJL100W,93,,
YNL134C,93,,
YKR071C,93,,
YJL101C,93,,
YBR157C,92,,
YPR119W,91,,
YDR259C,90,,
YMR102C,90,,
YNL070W,90,,
YIR018C-A,90,,
YML115C,90,,
YER158C,90,,
YPR148C,90,,
YKR099W,89,,
YAL044C,89,,
YMR243C,89,,
YKR079C,89,,
YGR061C,89,,
YDR408C,89,,
YMR244W,89,,
YDR409W,89,,
YMR120C,89,,
YKL218C,89,,
YMR300C,89,,
YMR186W,89,,
YLR060W,89,,
YKR080W,89,,
YGL234W,89,,
YGL236C,89,,
YLR057W,89,,
YLR359W,89,,
YOR128C,89,,
YMR189W,89,,
YKL217W,89,,
YMR188C,89,,
YAL060W,89,,
YLR059C,89,,
YLR058C,89,,
YGL186C,89,,
YBR240C,88,,
YLR005W,88,,
YPL214C,88,,
YLR004C,88,,
YOL055C,88,,
YDR438W,88,,
YPL213W,88,,
YBR092C,88,,
YDL080C,88,,
YPL075W,87,,
YER177W,87,,
YAL039C,87,,
YLR044C,87,,
YGR192C,87,,
YAL038W,87,,
YKL062W,86,,
YOR229W,86,,
YLR438C-A,86,,
YOR228C,86,,
YDL192W,86,,
YLR439W,86,,
YDR453C,86,,
YDL106C,85,,
YNL027W,85,,
YDR279W,85,,
YPL239W,85,,
YER048W-A,85,,
YGR204C-A,85,,
YNL029C,85,,
YMR283C,85,,
YDR307W,85,,
YIL076W,85,,
YBR044C,85,,
YMR284W,85,,
YPL240C,85,,
YMR054W,85,,
YGR205W,85,,
YIL077C,85,,
YNL042W-B,85,,
YDR306C,85,,
YBR238C,85,,
YNL309W,84,,
YGR222W,84,,
YOR373W,84,,
YGR109C,84,,
YPL255W,84,,
YOR247W,84,,
YGR221C,84,,
YDR524C-B,84,,
YHR061C,84,,
YPL256C,84,,
YGR109W-A,84,,
YLR098C,83,,
YDR311W,83,,
YKL143W,83,,
YJR133W,83,,
YKL008C,83,,
YNL010W,83,,
YKL007W,83,,
YER047C,83,,
YNL011C,83,,
YCL064C,83,,
YCL063W,83,,
YKL144C,83,,
YGL171W,83,,
YML051W,82,,
YBR019C,82,,
YBR020W,82,,
YIL101C,81,,
YBR182C,81,,
YLR042C,81,,
YNL087W,81,,
YML053C,81,,
YBR183W,81,,
YBR182C-A,81,,
YMR305C,81,,
YDR309C,81,,
YML052W,81,,
YLR390W-A,81,,
YHL029C,81,,
YHL028W,81,,
YBR025C,81,,
YDR524C,80,,
YDL154W,79,,
YJR094C,79,,
YGR017W,79,,
YHL036W,79,,
YHL038C,79,,
YKL096C-B,78,,
YJL056C,77,,
YNL254C,77,,
YKL175W,77,,
YKL176C,77,,
YJL055W,77,,
YNL253W,77,,
YIR018W,76,,
YGL104C,76,,
YHR087W,76,,
YHR086W-A,76,,
YHR036W,76,,
YGL103W,76,,
YIL133C,76,,
YBR057C,76,,
YGR149W,76,,
YGR187C,76,,
YDL224C,76,,
YJL042W,76,,
YGR148C,76,,
YNL167C,75,,
YGL006W-A,75,,
YOR317W,75,,
YHR033W,75,,
YHR096C,75,,
YMR173W,75,,
YBL029W,75,,
YGL008C,75,,
YPL089C,74,,
YJL106W,74,,
YGL158W,74,,
YJL107C,74,,
YLR332W,74,,
YKR091W,74,,
YEL050C,74,,
YDR085C,74,,
YGR189C,74,,
YKR103W,74,,
YNR050C,74,,
YMR042W,73,,
YPL177C,73,,
YDR452W,73,,
YMR032W,73,,
YDR434W,73,,
YJL088W,73,,
YNL050C,73,,
YMR031C,73,,
YER048C,73,,
YOR162C,72,,
YMR053C,72,,
YBR110W,72,,
YKL009W,72,,
YOR368W,72,,
YER013W,72,,
YLR412W,72,,
YLL014W,72,,
YOR353C,72,,
YBR109C,72,,
YKL010C,72,,
YJL089W,71,,
